1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 489778.78),(2 851499.06),(3 1046232.3),(4 2097768),(5 2957714),(6 3495418),(7 4821352.5),(8 5896979.5),(9 6592876),(10 8085476.5),(11 9319927),(12 10285516),(13 12084460),(14 13701264),(15 15146447),(16 17403498),(17 19482954),(18 21165238),(19 23673990),(20 25795954),(21 27124390),(22 29130614),(23 30929238),(24 31889074),(25 33752990),(26 35454012),(27 36445104),(28 38415052),(29 40372108),(30 41472316),(31 43415572),(32 45375796),(33 46310652),(34 47878644),(35 49501316),(36 49937484),(37 51001900),(38 52039010),(39 52030948),(40 52634036),(41 53628628),(42 53732450),(43 54541612),(44 55748750),(45 55979124),(46 56506320),(47 57375540),(48 57133092),(49 57342484),(50 57887548),(51 57248052),(52 57197644),(53 57885532),(54 57319060),(55 57567500),(56 58499564),(57 58486596),(58 59222670),(59 60606304),(60 61002156),(61 62252144),(62 63786076),(63 64409068),(64 65786548),(65 67602300),(66 68473944),(67 70082280),(68 72160010),(69 73134890),(70 74655224),(71 76779784),(72 77730620),(73 79441760),(74 81236280),(75 81784250),(76 82696940),(77 84092344),(78 84016430),(79 84465704),
(1 23292.643),(2 37367.75),(3 43236.8),(4 43053.754),(5 43496.94),(6 43354.09),(7 44269.16),(8 44846.12),(9 44969.91),(10 44469.53),(11 44247.453),(12 44007.273),(13 44590.965),(14 46384.54),(15 48051.984),(16 47396.46),(17 47225.098),(18 47872.836),(19 47934.535),(20 49541.945),(21 49776.496),(22 49132.223),(23 48926.063),(24 49658.793),(25 50088.15),(26 49905.434),(27 51102.03),(28 51686.13),(29 52199.36),(30 52125.55),(31 52588.96),(32 53510.207),(33 54062.453),(34 54611.41),(35 54519.164),(36 54404.93),(37 54394.563),(38 54160.246),(39 54779.715),(40 55251.332),(41 55364.824),(42 55491.613),(43 56049.09),(44 55297.316),(45 54954.707),(46 55498.96),(47 55406.266),(48 55302.9),(49 55062.17),(50 54224.113),(51 55005.83),(52 55007.55),(53 55389.242),(54 55438.1),(55 55687.12),(56 55773.65),(57 55660.293),(58 55599.49),(59 55613.895),(60 56282.93),(61 56626.883),(62 56705.367),(63 56233.93),(64 55611.508),(65 56072.32),(66 55881.91),(67 55753.38),(68 56341.594),(69 55556.332),(70 56201.69),(71 56774.367),(72 57621.707),(73 56962.098),(74 57446.098),(75 57913.12),(76 58017.547),(77 57657.17),(78 59026.305),(79 59725.53),
(1 22397.602),(2 36918.113),(3 41899.23),(4 42327.723),(5 41707.4),(6 41373.64),(7 41408.38),(8 42277.367),(9 42832.047),(10 41786.543),(11 41531.62),(12 42245.555),(13 42796.51),(14 43666.684),(15 43711.902),(16 43891.332),(17 43551.344),(18 45306.445),(19 45813.49),(20 47659.895),(21 48144.785),(22 48110.594),(23 48103.57),(24 48293.75),(25 48793.285),(26 49036.395),(27 49204.25),(28 49448.313),(29 50534.266),(30 50158.75),(31 50988.965),(32 52045.605),(33 52951.01),(34 53476.113),(35 52898.816),(36 52923.49),(37 52749.01),(38 53414.17),(39 55005.387),(40 55127.344),(41 54900.285),(42 54653.47),(43 55791.563),(44 55116.504),(45 54655.133),(46 53959.99),(47 55045.785),(48 54383.168),(49 54413.47),(50 53987.535),(51 54402.38),(52 54856.223),(53 55201.383),(54 55365.547),(55 55387.684),(56 56052.72),(57 55710.55),(58 56353.805),(59 56604.48),(60 57016.71),(61 57432.688),(62 57452.17),(63 57760.35),(64 57546.633),(65 58153.734),(66 58030.066),(67 58358.582),(68 58536.996),(69 58323.848),(70 58039.016),(71 58073.035),(72 58421.133),(73 58072.12),(74 59660),(75 59993.79),(76 59454.652),(77 58638.816),(78 58851.805),(79 59319.22),
(1 21716.604),(2 34694.3),(3 39041.28),(4 39676.813),(5 40603.14),(6 40421.92),(7 40966.934),(8 41351.18),(9 41365.164),(10 40218.043),(11 38894.383),(12 39568.688),(13 40817.184),(14 42001.45),(15 41739.945),(16 41085.75),(17 41589.055),(18 42861.332),(19 43043.934),(20 43735.066),(21 43955.47),(22 44189.45),(23 44057.063),(24 44582.977),(25 44751.945),(26 44727.293),(27 45571.184),(28 47260.7),(29 47938.84),(30 48353.965),(31 48705.348),(32 48925.844),(33 48969.977),(34 49715.363),(35 49382.793),(36 48566.65),(37 47949.688),(38 49104.734),(39 49722.145),(40 49622.402),(41 50094.965),(42 49969.168),(43 49059.39),(44 49107.09),(45 49778.27),(46 49961.15),(47 49869.387),(48 49507.797),(49 49023.15),(50 48500.53),(51 48307.96),(52 48802.586),(53 48375.23),(54 48735.53),(55 49540.965),(56 50068.258),(57 49582.695),(58 50562.78),(59 50820.434),(60 51633.098),(61 51851.777),(62 51587.945),(63 51861.625),(64 51535.14),(65 51377.96),(66 51345.35),(67 51812.996),(68 52017.348),(69 51736.176),(70 51007.324),(71 51128.61),(72 52066.44),(73 52328.773),(74 53029.164),(75 52979.742),(76 52667.15),(77 52080.027),(78 52487.188),(79 52940.164),
(1 21722.426),(2 34631.574),(3 38859.477),(4 38634.617),(5 38702.035),(6 39313.29),(7 40059.094),(8 40798.234),(9 40918.36),(10 39581.72),(11 38190.39),(12 39865.406),(13 40300.324),(14 42080.387),(15 42566),(16 42695.215),(17 42716.207),(18 43044.082),(19 43117.938),(20 43716.004),(21 43118.03),(22 43065.246),(23 44047.2),(24 44231.094),(25 44468.543),(26 45202.688),(27 45723.754),(28 46427.445),(29 46784.246),(30 47194.676),(31 46765.586),(32 46507.637),(33 48052.953),(34 48830.313),(35 48705.324),(36 47377.64),(37 46370.38),(38 47424.79),(39 47726.23),(40 47897.71),(41 48254.734),(42 47461.426),(43 46774.816),(44 47321.71),(45 47229.38),(46 47128.645),(47 46648.625),(48 46364.54),(49 47112.996),(50 47022.953),(51 47269.742),(52 47509.242),(53 47248.7),(54 47301.883),(55 47842.195),(56 47629.62),(57 48159.44),(58 49114.906),(59 48992.03),(60 48921.242),(61 49275.754),(62 50233.668),(63 50740.7),(64 50522.56),(65 49989.02),(66 50115.945),(67 50163.77),(68 50193.836),(69 50358.445),(70 49055.36),(71 49653.74),(72 50708.46),(73 51293.168),(74 50861.316),(75 50403.465),(76 50080.902),(77 51076.617),(78 51445.414),(79 52320.965),
(1 21282.025),(2 33922.496),(3 37887.01),(4 37024.215),(5 36815.855),(6 37551.523),(7 38068.75),(8 38387.273),(9 38376.65),(10 38000.97),(11 37654.58),(12 38906.926),(13 39561.145),(14 41034.145),(15 41116.45),(16 40602.906),(17 40903.82),(18 40821.77),(19 40559.92),(20 41290.85),(21 41325.176),(22 41690.4),(23 42334.95),(24 42357.34),(25 42025.316),(26 42544.965),(27 43582.95),(28 44877.97),(29 45033.813),(30 45190.797),(31 44715.902),(32 44789.03),(33 45786.63),(34 46049.484),(35 46458.25),(36 45805.805),(37 45920.79),(38 46613.117),(39 46149.887),(40 46126.09),(41 46141.25),(42 45651.66),(43 45763.625),(44 45255.734),(45 45912.65),(46 46777.184),(47 46770.504),(48 47220.93),(49 47166.68),(50 47274.004),(51 46504.438),(52 46490.598),(53 46309.3),(54 47173.516),(55 47391.484),(56 46608.72),(57 47993.156),(58 47621.945),(59 47028.96),(60 46179.34),(61 47098.625),(62 48439.91),(63 48814.297),(64 48123.566),(65 48389.055),(66 48549.867),(67 48483.59),(68 48109.754),(69 47959.43),(70 48074.832),(71 48392.836),(72 48753.938),(73 48378.7),(74 48192.043),(75 48283.676),(76 48498.05),(77 48526.44),(78 48269.836),(79 49470.543),
(1 21010.271),(2 33959.27),(3 37390.926),(4 36540.56),(5 36160.137),(6 37181.535),(7 37939.38),(8 37754.11),(9 37194.6),(10 37430.023),(11 37959.49),(12 39168.453),(13 39928.496),(14 40218.617),(15 40740.234),(16 40350.65),(17 41074.184),(18 40963.03),(19 40370.81),(20 40939.406),(21 41130.895),(22 41684.82),(23 41021.543),(24 41376.74),(25 41680.098),(26 43058.063),(27 43945.086),(28 44465.207),(29 43648.71),(30 44295.633),(31 44614.215),(32 44996.016),(33 44969.746),(34 45468.137),(35 45918.164),(36 45876.684),(37 45552.156),(38 45744.92),(39 45380.98),(40 45164.79),(41 44331.89),(42 43916.01),(43 43202.715),(44 43822.836),(45 43928.88),(46 44833.504),(47 44588.26),(48 44336.336),(49 43812.156),(50 43325.676),(51 43039.2),(52 41788.938),(53 41768.082),(54 42352.31),(55 42796.17),(56 43525.86),(57 44425.48),(58 44381.664),(59 43729.22),(60 44035.24),(61 44213.242),(62 44330.242),(63 43874.76),(64 44561.105),(65 44659.656),(66 45787.574),(67 45463.914),(68 44788.9),(69 44450.31),(70 44755.76),(71 45767.81),(72 46220.406),(73 46325.863),(74 45735.9),(75 46398.004),(76 46837.746),(77 46308.05),(78 45891.215),(79 46380.926),
(1 20068.896),(2 32223.977),(3 36362.49),(4 35735.453),(5 35231.2),(6 36532.2),(7 36845),(8 37550.29),(9 37737.938),(10 37759.84),(11 37274.742),(12 37315.625),(13 37940.91),(14 38303.234),(15 38083.285),(16 38517.08),(17 39183.875),(18 38875.65),(19 39298.51),(20 39919.668),(21 39989.285),(22 40155.48),(23 40296.016),(24 40264.066),(25 40307.223),(26 41072.234),(27 42098.066),(28 42180.76),(29 41743.055),(30 43224.117),(31 43387.24),(32 44280.2),(33 44600.86),(34 44746.74),(35 44784.41),(36 44693.438),(37 43799.453),(38 43806.023),(39 43237.61),(40 43141.94),(41 43303.785),(42 42802.586),(43 42917.605),(44 43109.688),(45 43599.527),(46 43578.855),(47 42853.21),(48 42695.492),(49 42388.613),(50 41931.215),(51 42026.94),(52 41706.348),(53 42092.047),(54 42896.234),(55 42769.707),(56 42367.79),(57 43028.957),(58 42773.094),(59 42966.98),(60 43410.918),(61 43766.215),(62 43938.844),(63 44223.234),(64 44392.527),(65 44931.453),(66 45692.84),(67 45954.055),(68 45608.707),(69 45631.73),(70 46504.234),(71 46801.445),(72 46929.664),(73 45740.594),(74 44399.08),(75 45166.297),(76 46495.39),(77 46836.223),(78 46612.04),(79 46304.934),
(1 19397.396),(2 31031.879),(3 34740.402),(4 34044.996),(5 33169.207),(6 34009.523),(7 34671.37),(8 35136.008),(9 35119.832),(10 34946.78),(11 35934.69),(12 36162.29),(13 35504.28),(14 36040.992),(15 36091.19),(16 36052.14),(17 37368.89),(18 37664.79),(19 37764.76),(20 37930.86),(21 37502.492),(22 37689.76),(23 37786.625),(24 38185.68),(25 37710.773),(26 38512.34),(27 39988.08),(28 39698.324),(29 38944.266),(30 39640.56),(31 39701.51),(32 40661.965),(33 41183.223),(34 41853.574),(35 41474.754),(36 41031.49),(37 40785.477),(38 40580.926),(39 40175.566),(40 39808.91),(41 40702.902),(42 40884.973),(43 41288.12),(44 40989.39),(45 41331.242),(46 41426.105),(47 41570.824),(48 41074.61),(49 41318.23),(50 41287.77),(51 40841.273),(52 40464.66),(53 40463.535),(54 41147.63),(55 40941.594),(56 40732.65),(57 40689.676),(58 40732.08),(59 41478.754),(60 41897.727),(61 42614.523),(62 42556.117),(63 42358.9),(64 41521.004),(65 41908.516),(66 42271.707),(67 42839.816),(68 43152.266),(69 43045.035),(70 42830.125),(71 42778.793),(72 43567.68),(73 43090.184),(74 42423.43),(75 42604.477),(76 42965.81),(77 43388.742),(78 43738.92),(79 43365.42),
(1 19888.434),(2 31004.873),(3 34332.984),(4 33762.395),(5 33440.7),(6 34220.348),(7 34826.727),(8 35330.66),(9 34591.066),(10 34045.367),(11 35483.195),(12 35671.168),(13 36609.066),(14 38010.363),(15 37967.863),(16 36636.1),(17 37640.516),(18 36925.758),(19 37171.195),(20 37495.027),(21 37808.71),(22 38526.934),(23 38569.22),(24 38691.254),(25 38090.797),(26 38861.426),(27 39684.04),(28 40372.934),(29 39842.285),(30 40102.363),(31 40105.742),(32 40638.953),(33 40459.023),(34 41502.254),(35 42140.797),(36 41805.945),(37 42432.543),(38 42622.387),(39 42180.26),(40 41813.324),(41 42138.56),(42 42054.313),(43 42507.14),(44 43094.94),(45 42942.234),(46 42327.316),(47 42263.633),(48 41039.617),(49 40523.48),(50 41564.76),(51 41362.36),(52 41333.297),(53 41176.527),(54 40971.137),(55 40759.797),(56 40360.35),(57 40762.02),(58 40881.914),(59 41507.992),(60 41544.14),(61 41359.223),(62 41698.652),(63 41928.184),(64 41700.84),(65 42188.895),(66 42386.836),(67 43101.902),(68 42813.668),(69 42716.207),(70 42819.22),(71 43513.188),(72 43716.344),(73 43334.156),(74 43233.098),(75 43137.832),(76 43008.457),(77 43046.043),(78 43195.023),(79 42833.605),
(1 19231.604),(2 29020.082),(3 31634.08),(4 31329.545),(5 32053.889),(6 32154.736),(7 32278.215),(8 32783.664),(9 32433.691),(10 32224.393),(11 33879.816),(12 34326.242),(13 35214.152),(14 34981.7),(15 35549.82),(16 34651.69),(17 35628.36),(18 35117.55),(19 35554.55),(20 35934.965),(21 36090.87),(22 36736.496),(23 36960.305),(24 37273.008),(25 36807.742),(26 37070.027),(27 37900.44),(28 38053.54),(29 38334.586),(30 38721.11),(31 39645.598),(32 39676.76),(33 39102.773),(34 39799.223),(35 39973.74),(36 40887.64),(37 40430.977),(38 40110.22),(39 40003.027),(40 39477.113),(41 40104.895),(42 39890.05),(43 40620.324),(44 40395.824),(45 40928.96),(46 40663.297),(47 39743.727),(48 39122.95),(49 39368.14),(50 39266.81),(51 39103.44),(52 38962.895),(53 38366.273),(54 37880.45),(55 37996.258),(56 38562.402),(57 38750.938),(58 39217.34),(59 38810.086),(60 38420.434),(61 38080.785),(62 37909.543),(63 38724.84),(64 38858.785),(65 39424.855),(66 39890.152),(67 40018.004),(68 39497.62),(69 39962.195),(70 40151.246),(71 40140.49),(72 39993.883),(73 40009.484),(74 40715.227),(75 40968.066),(76 40810.348),(77 40556.047),(78 40946.76),(79 40574.195),
(1 19177.467),(2 28867.902),(3 31618.076),(4 31104.408),(5 31620.285),(6 32262.371),(7 32641.719),(8 33031.297),(9 32244.773),(10 31664.191),(11 33088.586),(12 33322.516),(13 34024.895),(14 33899.656),(15 34188.695),(16 34579.39),(17 36043.99),(18 35690.375),(19 36033.676),(20 36448.887),(21 35912.016),(22 35799.34),(23 36377.316),(24 35798.777),(25 36271.434),(26 36833.87),(27 37249.67),(28 37325.316),(29 37148.082),(30 37863.137),(31 38126.543),(32 38114.49),(33 36992.813),(34 37089.43),(35 37542.605),(36 38152.496),(37 37397.56),(38 36800.063),(39 36895.965),(40 37542.957),(41 38218.27),(42 38262.082),(43 38396.06),(44 38052.21),(45 37947.043),(46 38374.582),(47 37726.926),(48 37751.996),(49 38327.2),(50 38608.688),(51 38163.39),(52 38548.434),(53 38087.797),(54 37971.93),(55 38210.637),(56 37936.484),(57 38327.625),(58 38725.37),(59 38828.16),(60 38625.03),(61 39033.965),(62 39646.58),(63 39630.543),(64 39611.59),(65 40173.145),(66 39991.57),(67 40216.926),(68 39265.652),(69 39210.176),(70 40090.21),(71 40719.652),(72 40318.277),(73 40705.117),(74 41187.086),(75 41720.836),(76 42102.59),(77 41811.19),(78 41701.797),(79 41969.24),
(1 18735.059),(2 28614.773),(3 31542.463),(4 30345.793),(5 30658.945),(6 31763.021),(7 32005.895),(8 31695.967),(9 31715.488),(10 31477.771),(11 31955.488),(12 31557.355),(13 32896.547),(14 32936.863),(15 33149.195),(16 32890.207),(17 33099.836),(18 32656.324),(19 33802.47),(20 33867.543),(21 33726.34),(22 33901.81),(23 34625.117),(24 33958.14),(25 33666.875),(26 34390.125),(27 34875.805),(28 34698.887),(29 34398.17),(30 34967.406),(31 35593.902),(32 35836.727),(33 35288.74),(34 35253.566),(35 35841.055),(36 36877.266),(37 36799.074),(38 35802.336),(39 36301.586),(40 36617.734),(41 36011.105),(42 36467.61),(43 36236.13),(44 36141.113),(45 36374.42),(46 36395.402),(47 35907.504),(48 35911.586),(49 36240.32),(50 35983),(51 36335.438),(52 37066.375),(53 36558.324),(54 36680.406),(55 36162.145),(56 35981.137),(57 36164.508),(58 36140.516),(59 36344.047),(60 36621.902),(61 36659.31),(62 36799.957),(63 36998.098),(64 37191.395),(65 37028.83),(66 36690.953),(67 36569.47),(68 36537.21),(69 36911.875),(70 37707.605),(71 38513.527),(72 37978.35),(73 37274.22),(74 37620.535),(75 38757.246),(76 38893.797),(77 38789.785),(78 38167.105),(79 38654.35),
(1 18928.266),(2 28897.621),(3 30881.934),(4 29702.395),(5 29980.184),(6 30706.51),(7 31116.076),(8 31129.604),(9 31253.396),(10 31047.41),(11 31694.514),(12 32199.094),(13 33044.793),(14 32364.701),(15 32453.19),(16 32470.184),(17 33569.977),(18 33611.605),(19 34552.81),(20 34504.953),(21 34061.39),(22 34070.63),(23 34150.574),(24 33848.027),(25 34115.73),(26 34865.61),(27 35255.527),(28 35728.934),(29 35585.313),(30 35843.24),(31 35884.363),(32 35125.676),(33 34839.566),(34 35041.566),(35 36003.06),(36 35950.535),(37 35554.895),(38 35770.047),(39 36236.484),(40 36281.797),(41 36426.336),(42 36431.133),(43 36429.273),(44 36501.992),(45 36945.37),(46 36486.563),(47 36665.82),(48 36726.547),(49 36298.43),(50 36211.777),(51 36617.29),(52 36804.008),(53 36333.816),(54 36004.945),(55 36301.563),(56 36714.453),(57 36837.563),(58 36839.39),(59 37160.41),(60 37150.82),(61 37273.426),(62 37106.133),(63 37516.855),(64 37560.38),(65 37475.02),(66 37595.48),(67 38597.758),(68 39087.668),(69 38679.418),(70 38400.09),(71 38899.836),(72 38934.242),(73 39218.086),(74 39412.32),(75 40096.516),(76 40093.887),(77 39739.05),(78 39088.418),(79 39320.824),
(1 18900.47),(2 28720.236),(3 30687.426),(4 29888.902),(5 29526.379),(6 29852.172),(7 30369.365),(8 30762.768),(9 30609.584),(10 30650.52),(11 31688.516),(12 31578.695),(13 31581.236),(14 31785.455),(15 31687.262),(16 32086.36),(17 32604.65),(18 33220.46),(19 33833.36),(20 34518.51),(21 33831.426),(22 34326.5),(23 34235.117),(24 33966.645),(25 34704.04),(26 35310.4),(27 35775.645),(28 35841.785),(29 35628.35),(30 35960.484),(31 36503.965),(32 36870.055),(33 37440.402),(34 37553.676),(35 37754.266),(36 37664.227),(37 37792.59),(38 37994.39),(39 37275.305),(40 37344.016),(41 37675.598),(42 37320.523),(43 37045.082),(44 37273.21),(45 37370.043),(46 37385.83),(47 37452.285),(48 36995.06),(49 37205.016),(50 37463.39),(51 37247.125),(52 37338.785),(53 37024.965),(54 36769.41),(55 36340.83),(56 37333.57),(57 37517.414),(58 37435.082),(59 36799.04),(60 37242.42),(61 37642.95),(62 37852.305),(63 37916.61),(64 37658.934),(65 37644.98),(66 38707.473),(67 39038.98),(68 39069.813),(69 38337.156),(70 38011.375),(71 38389.684),(72 38685.2),(73 39075.195),(74 39111.26),(75 39682.3),(76 39454.63),(77 39611.582),(78 39673.617),(79 39469.09),
(1 17780.002),(2 26954.18),(3 29501.627),(4 28791.346),(5 28331.695),(6 28684.41),(7 28977.354),(8 29192),(9 29249.115),(10 29724.268),(11 30218.74),(12 29831.914),(13 30604.47),(14 30590.883),(15 30630.965),(16 30978.404),(17 31453.996),(18 31145.12),(19 31891.592),(20 32543.99),(21 32193.338),(22 32379.283),(23 32555.346),(24 32610.021),(25 33432.36),(26 33888.156),(27 33917.7),(28 34238.27),(29 34258.57),(30 34383.707),(31 34383.64),(32 34769.69),(33 35306.79),(34 34960.52),(35 34562.723),(36 35234.918),(37 35372.453),(38 35355.188),(39 34896.18),(40 34802.78),(41 34900.027),(42 34705.676),(43 35084.58),(44 35488.1),(45 35027.73),(46 34919.992),(47 34506.79),(48 34357.55),(49 35075.81),(50 35068.883),(51 34592.02),(52 34819.918),(53 34557.402),(54 34474.277),(55 34393.17),(56 34570.242),(57 34788.418),(58 34195.734),(59 33887.08),(60 34972.156),(61 35586.77),(62 36076.586),(63 35479.344),(64 35447.605),(65 35356.785),(66 35932.87),(67 35845.766),(68 37125.4),(69 36753.855),(70 36235.582),(71 35731.934),(72 36174.68),(73 36712.91),(74 37090.86),(75 36751.086),(76 36321.67),(77 36517.813),(78 36597.01),(79 37094.785),
(1 17540.096),(2 27212.375),(3 29304.59),(4 28972.674),(5 28785.996),(6 28401.715),(7 28559.172),(8 28425.385),(9 28519.936),(10 29493.025),(11 29372.541),(12 29440.2),(13 29670.229),(14 29826.717),(15 29588.41),(16 31059.93),(17 30680.945),(18 31109.299),(19 31685.137),(20 32263.521),(21 31960.166),(22 32495.574),(23 32286.502),(24 32490.666),(25 33554.066),(26 33519.953),(27 33896.566),(28 33772.258),(29 34561.723),(30 35332.133),(31 35599.473),(32 35007.934),(33 36022.895),(34 35994.684),(35 35430.977),(36 35699.684),(37 36100.508),(38 36642.453),(39 36318.234),(40 35400.574),(41 35567.875),(42 35747.758),(43 35974.918),(44 35919.215),(45 36090.492),(46 36202.98),(47 36306.934),(48 36492.273),(49 36674.883),(50 36428.98),(51 36091.055),(52 36369.855),(53 35833.223),(54 35829.336),(55 35344.73),(56 35656.297),(57 35735.94),(58 35353.12),(59 35226.38),(60 35651.902),(61 36264.45),(62 36296.316),(63 35962.184),(64 35763.23),(65 35485.168),(66 35729.742),(67 35513.383),(68 35901.305),(69 36150.785),(70 36357.266),(71 35940.547),(72 36258.367),(73 36747.688),(74 36833.89),(75 36274.65),(76 36091.62),(77 36343.098),(78 36786.105),(79 37244.25),
(1 16993.758),(2 25618.328),(3 28041.127),(4 28743.234),(5 28243.27),(6 28750.576),(7 28974.592),(8 28306.785),(9 28185.21),(10 28272.314),(11 28560.613),(12 28554.33),(13 28162.402),(14 28458.43),(15 28655.686),(16 29489.516),(17 30295.428),(18 31109.018),(19 31307.11),(20 31286.566),(21 30672.87),(22 30957.154),(23 30905.137),(24 31048.443),(25 31063.762),(26 31750.984),(27 32568.86),(28 32278.986),(29 33249.016),(30 33917.41),(31 33992.97),(32 34437.375),(33 35113.36),(34 35099.168),(35 35445.184),(36 35203.773),(37 35157.605),(38 35628.184),(39 35466.016),(40 35913.08),(41 35067.535),(42 34704.652),(43 34640.18),(44 34642.79),(45 34181.32),(46 34128.45),(47 34279.703),(48 34693.996),(49 34769.664),(50 34339.184),(51 34200.344),(52 34323.523),(53 34258.035),(54 34044.504),(55 34156.05),(56 34745.36),(57 35009.902),(58 34471.152),(59 34281.47),(60 34581.023),(61 35238.71),(62 34776.52),(63 34283.293),(64 34690.777),(65 35048.027),(66 34766.996),(67 34396.758),(68 35001.09),(69 35723.734),(70 35609.34),(71 35654.39),(72 36060.668),(73 35964.535),(74 35555.156),(75 35342.707),(76 34926.082),(77 35006.09),(78 35100.324),(79 35750.703),
(1 17661.164),(2 26210.129),(3 29341.975),(4 29199.465),(5 28762.896),(6 29287.705),(7 29618.375),(8 28936.414),(9 28832.346),(10 28800.684),(11 29328.979),(12 29897.383),(13 30243.947),(14 30898.35),(15 30339.9),(16 30759.533),(17 31124.719),(18 31212.219),(19 31241.734),(20 31704.486),(21 31745.406),(22 31277.822),(23 31137.195),(24 32362.703),(25 32232.223),(26 31788.762),(27 32562.537),(28 32879.664),(29 32763.564),(30 32407.24),(31 32548.164),(32 33343.406),(33 33881.777),(34 34920.223),(35 35119.023),(36 34461.85),(37 34836.918),(38 34686.613),(39 35009.313),(40 34895.406),(41 34754.73),(42 34703.68),(43 34954.336),(44 34811.285),(45 34842.66),(46 35075.777),(47 35634.71),(48 35183.445),(49 35034.605),(50 34966.543),(51 35001.223),(52 34581.53),(53 34297.97),(54 34877.563),(55 35229.703),(56 35396.508),(57 35278.723),(58 35094.688),(59 35323.086),(60 35152.79),(61 34543.5),(62 34335.66),(63 35055.945),(64 35168.875),(65 35181.7),(66 35452.465),(67 35880.03),(68 36545.41),(69 36887.02),(70 36173.984),(71 35652.016),(72 35854.402),(73 35587.184),(74 35533.98),(75 35720.457),(76 35951.79),(77 35596.1),(78 35269.26),(79 36443.25),
