1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 105119.85),(2 383542.75),(3 790147.44),(4 1308824.1),(5 1935842),(6 2659544.3),(7 3500682.3),(8 4461846.5),(9 5466402.5),(10 6459394.5),(11 7467367.5),(12 8499078),(13 9580686),(14 10735294),(15 12029451),(16 13484265),(17 15023623),(18 16706335),(19 18399662),(20 19914742),(21 21464154),(22 23073536),(23 24714462),(24 26412838),(25 28266976),(26 30228832),(27 32257658),(28 34150964),(29 35829908),(30 37552224),(31 39402356),(32 41225188),(33 43079420),(34 45046476),(35 46878716),(36 48661790),(37 50211444),(38 51518540),(39 52510060),(40 53373972),(41 54247596),(42 55209250),(43 56150830),(44 56849536),(45 57419716),(46 57703852),(47 57821804),(48 57788796),(49 57971388),(50 58464204),(51 59289268),(52 60248948),(53 61439316),(54 62540450),(55 63855550),(56 65610948),(57 67759304),(58 70289270),(59 72770330),(60 75084230),(61 77504984),(62 79805690),(63 82138200),(64 84417220),(65 87472744),(66 91047070),(67 94609540),(68 98122264),(69 101575720),(70 105442616),(71 109411780),(72 113393704),(73 117048600),(74 120374936),(75 123608200),(76 126455960),(77 128834460),(78 130826696),(79 132405760),
(1 11141.57),(2 16810.72),(3 18546.05),(4 19254.377),(5 20471.28),(6 21215.451),(7 21187.502),(8 21604.979),(9 22192.088),(10 23268.629),(11 24380.412),(12 24948.564),(13 25723.592),(14 26113.162),(15 26533.79),(16 27100.863),(17 27274.535),(18 27729.166),(19 27894.22),(20 28349.9),(21 28821.81),(22 29359.11),(23 30183.604),(24 30531.28),(25 30726.557),(26 30916.602),(27 31429.98),(28 32027.557),(29 32106.457),(30 32237.63),(31 32508.477),(32 32691.025),(33 32370.87),(34 32235.979),(35 32396.455),(36 32583.025),(37 33008.113),(38 32784.367),(39 32353.234),(40 32199.77),(41 32009.885),(42 31885.863),(43 32428.855),(44 33158.195),(45 33316.22),(46 33629.63),(47 33657.25),(48 34217.77),(49 33788.742),(50 33747.45),(51 33883.36),(52 34782.617),(53 35312.992),(54 35079.97),(55 35631.125),(56 35965.926),(57 36305.97),(58 36698.207),(59 36774.87),(60 37342.727),(61 37708.05),(62 37309.324),(63 37391.81),(64 37588.074),(65 37433.008),(66 37398.203),(67 37557.055),(68 37962.203),(69 38348.14),(70 38300.01),(71 38460.324),(72 38655.02),(73 38494.797),(74 38221.965),(75 37818.973),(76 37510.086),(77 37178.445),(78 37144.074),(79 37021.207),
(1 10704.051),(2 16110.539),(3 18237.1),(4 19559.475),(5 20485.834),(6 21081.04),(7 21123.895),(8 21298.055),(9 21674.395),(10 22354.78),(11 23353.484),(12 24270.652),(13 25151.541),(14 25416.342),(15 25557.088),(16 26330.152),(17 26634.842),(18 27262.992),(19 26922.783),(20 27750.898),(21 28489),(22 28752.7),(23 29206.88),(24 29453.357),(25 29855.139),(26 29691.152),(27 30347.836),(28 30463.469),(29 30457.814),(30 30539.902),(31 30670.021),(32 31124.164),(33 31351.516),(34 31828.916),(35 32322.914),(36 32706.754),(37 32815.57),(38 32605.658),(39 32249.414),(40 32297.332),(41 32137.852),(42 31877.924),(43 31988.092),(44 32519.021),(45 32302.46),(46 32396.348),(47 32765.984),(48 33280.996),(49 32882.055),(50 32899.53),(51 33208.69),(52 33883.06),(53 33802.69),(54 33909.54),(55 34295.863),(56 34316.363),(57 34757.83),(58 35089.273),(59 35141.496),(60 35401.074),(61 35792.26),(62 35758.063),(63 35758.145),(64 36166.473),(65 36336.14),(66 36033.11),(67 36528.76),(68 36530.61),(69 36504.125),(70 36605.21),(71 36640.063),(72 37233.21),(73 37585.63),(74 37891.547),(75 37892.625),(76 37619.848),(77 37647.324),(78 37396.24),(79 36603.207),
(1 10702.416),(2 15628.641),(3 17459.164),(4 18784.035),(5 19693.771),(6 20738.35),(7 21170.318),(8 21125.355),(9 21771.451),(10 22407.852),(11 22663.799),(12 23518.42),(13 24110.08),(14 25111.936),(15 25702.793),(16 26265.602),(17 26829.95),(18 26886.682),(19 26690.309),(20 27361.924),(21 27731),(22 27971.719),(23 28290.576),(24 29168.95),(25 29734.387),(26 29603.414),(27 29563.238),(28 30019.521),(29 30508.592),(30 30849.193),(31 30555.002),(32 30845.068),(33 30936.27),(34 31764.928),(35 32282.402),(36 32314.348),(37 32573.361),(38 32548.617),(39 32099.178),(40 32698.94),(41 32493.396),(42 32611.615),(43 32754.01),(44 33131.254),(45 32946.57),(46 33112.863),(47 33647.523),(48 34112.66),(49 34355.35),(50 34333.105),(51 34479.145),(52 34467.25),(53 35229.906),(54 35634.28),(55 36246.71),(56 36268.344),(57 36294.688),(58 36408.047),(59 36163.97),(60 36374.004),(61 36775.98),(62 36849.79),(63 36801.03),(64 36583.727),(65 36388.23),(66 35890.152),(67 36046.176),(68 36163.047),(69 36266.766),(70 36205.703),(71 36284.523),(72 36783.637),(73 37231.93),(74 37278.273),(75 37129.176),(76 37039.285),(77 36927.29),(78 36369.65),(79 36315.855),
(1 10408.17),(2 15434.667),(3 17526.758),(4 18701.287),(5 19840.592),(6 20450.236),(7 20980.889),(8 21525.213),(9 22206.717),(10 22688.297),(11 22618.652),(12 23236.326),(13 24060.557),(14 24792.484),(15 25275.184),(16 25796.646),(17 26458.33),(18 26297.932),(19 26611.156),(20 27271.537),(21 27617.549),(22 27639.707),(23 27816.047),(24 28547.26),(25 29163.65),(26 29560.145),(27 29424.473),(28 29641.043),(29 29763.215),(30 29735.223),(31 29307.707),(32 29075.754),(33 29325.174),(34 29853.43),(35 30069.434),(36 30543.488),(37 30923.955),(38 31443.258),(39 31269.572),(40 31634.16),(41 31386.6),(42 31486.566),(43 31573.98),(44 31586.004),(45 31751.285),(46 31821.816),(47 31697.473),(48 31638.674),(49 32047.133),(50 32363.898),(51 32744.9),(52 33235.965),(53 34072.816),(54 33992.832),(55 33896.563),(56 34005.207),(57 34348.438),(58 34672.52),(59 34370.773),(60 34563.29),(61 34506.523),(62 34560.973),(63 34596.54),(64 34500.38),(65 34130.18),(66 33743.727),(67 33532.33),(68 33583.094),(69 33384.8),(70 33324.043),(71 33132.77),(72 33705.254),(73 33611.12),(74 33160.504),(75 33230.348),(76 33602.746),(77 33511.742),(78 33272.285),(79 33318.57),
(1 10274.841),(2 15019.404),(3 17192.633),(4 18373.873),(5 19382.275),(6 20115.71),(7 20714.375),(8 21026.291),(9 21569.861),(10 22952.35),(11 23569.338),(12 24001.293),(13 24483.242),(14 25096.527),(15 25517.762),(16 25836.078),(17 26697.262),(18 26786.563),(19 27215.205),(20 28014.586),(21 29153.285),(22 29525.191),(23 29222.31),(24 29803.188),(25 30683.877),(26 31223.635),(27 31630.625),(28 31509.207),(29 32091.555),(30 32233.438),(31 32070.262),(32 31730.129),(33 31677.36),(34 32110.236),(35 32076.635),(36 32613.266),(37 32884.305),(38 33374.215),(39 33316.69),(40 33512.11),(41 33666.543),(42 33397.6),(43 33377.52),(44 33603.426),(45 34243.523),(46 34250.09),(47 34196.113),(48 34139.67),(49 34811.195),(50 35724.793),(51 35629.754),(52 36397.195),(53 36936.324),(54 36953.73),(55 36785.266),(56 36923.504),(57 37064.496),(58 37402.55),(59 37523.164),(60 37430.637),(61 37785.586),(62 37713.11),(63 37394.645),(64 37659.715),(65 37918.31),(66 37365.113),(67 36641.117),(68 36867.793),(69 36642.53),(70 36820.65),(71 36674.598),(72 36775.902),(73 36296.32),(74 36135.277),(75 36193.07),(76 36446.316),(77 36397.84),(78 35902.94),(79 35791.926),
(1 9593.964),(2 14297.5625),(3 16215.722),(4 17261.924),(5 18320.58),(6 18821.693),(7 19232.287),(8 19630.94),(9 20112.229),(10 21127.797),(11 21817.133),(12 22415.395),(13 22817.004),(14 24028.732),(15 23944.137),(16 24228.955),(17 24517.945),(18 24864.242),(19 25248.725),(20 25966.074),(21 26756.727),(22 27456.701),(23 27471.107),(24 27743.244),(25 28013.46),(26 28306.732),(27 29017.47),(28 28781.566),(29 29297.467),(30 29650.564),(31 29494.965),(32 29120.834),(33 28895.611),(34 29075.941),(35 28910.143),(36 29058.969),(37 29377.078),(38 29647.314),(39 29817.676),(40 30229.727),(41 30348.92),(42 31112.77),(43 31375.686),(44 31172.467),(45 31550.063),(46 31855.379),(47 32406.486),(48 32168.143),(49 32690.525),(50 33342.77),(51 33612.645),(52 33929.125),(53 34519.617),(54 34608.77),(55 34724.918),(56 35264.08),(57 35331.508),(58 35384.418),(59 35416.477),(60 35290.086),(61 35399.074),(62 35232.746),(63 34734.14),(64 35289.64),(65 35551.305),(66 34809.152),(67 34343.45),(68 34688.465),(69 34544.813),(70 34084.203),(71 33897.082),(72 33839.563),(73 34042.043),(74 33784.023),(75 33970.637),(76 34209.69),(77 34140.277),(78 33614.266),(79 33490.145),
(1 9528.336),(2 14004.089),(3 15546.471),(4 16300.346),(5 17540.357),(6 18261.08),(7 18685.06),(8 18779.285),(9 19499.982),(10 20263.053),(11 21258.06),(12 21363.176),(13 22040.848),(14 23335.393),(15 23128.477),(16 23202.357),(17 23472.893),(18 24046.621),(19 24411.195),(20 25469.195),(21 26203.375),(22 26928.441),(23 26751.916),(24 27198.889),(25 27559.227),(26 27408.875),(27 27790),(28 28142.604),(29 28491.984),(30 29140.898),(31 29266.592),(32 29034.662),(33 28851.57),(34 28992.75),(35 28595.629),(36 28776.387),(37 28698.613),(38 28758.617),(39 28881.258),(40 29201.828),(41 29074.299),(42 29327.549),(43 29049.178),(44 28895.617),(45 28557.955),(46 28893.889),(47 29339.559),(48 29059.49),(49 29519.43),(50 29936.986),(51 29980.555),(52 30559.213),(53 31090.648),(54 31277.91),(55 31902.467),(56 32574.459),(57 32346.129),(58 32673.99),(59 32751.385),(60 32639.879),(61 32729.986),(62 32518.03),(63 32639.023),(64 32853.625),(65 33009.133),(66 32736.725),(67 32599.768),(68 32729.986),(69 32723.773),(70 32898.45),(71 32567.639),(72 32075.107),(73 32133.867),(74 32084.55),(75 32479.975),(76 32258.232),(77 31910.148),(78 31124.998),(79 30926.24),
(1 9304.261),(2 13665.646),(3 15440.606),(4 16067.329),(5 16925.717),(6 17427.201),(7 17827.42),(8 18043.982),(9 18901.875),(10 19925.635),(11 20884.613),(12 21223.799),(13 21642.959),(14 22698.6),(15 22651.57),(16 23001.113),(17 23182.29),(18 23909.205),(19 24219.783),(20 24836.127),(21 25215.648),(22 26192.623),(23 26482.854),(24 26303.713),(25 26465.021),(26 26395.457),(27 26346.945),(28 26561.502),(29 26582.635),(30 26874.307),(31 27219.41),(32 27227.945),(33 27332.904),(34 27933.396),(35 28204.861),(36 28157.27),(37 28080.229),(38 28317.127),(39 28420.268),(40 28985.031),(41 28803.035),(42 29033.648),(43 28892.375),(44 29050.105),(45 29044.621),(46 28893.32),(47 29399.184),(48 29560.33),(49 29839.064),(50 30081.775),(51 29953.393),(52 29735.936),(53 30059.178),(54 30239.799),(55 30384.12),(56 30006.201),(57 29898.895),(58 30416.207),(59 30903.434),(60 30951.836),(61 30998.893),(62 31212.957),(63 31347.664),(64 30998.58),(65 30735.451),(66 30841.979),(67 30930.758),(68 30626.479),(69 30141.082),(70 30137.479),(71 29885.799),(72 29222.068),(73 29448.293),(74 29170.152),(75 29299.246),(76 29431.996),(77 29527.541),(78 29317.781),(79 29615.785),
(1 9397.033),(2 13682.258),(3 15357.401),(4 16168.434),(5 17077.504),(6 17327.496),(7 18008.982),(8 18675.484),(9 19337.213),(10 20367.514),(11 20834.277),(12 21293.896),(13 22081.38),(14 22708.115),(15 22554.72),(16 22567.617),(17 22869.49),(18 23407.418),(19 24050.238),(20 24491.512),(21 25203.625),(22 25690.574),(23 25939.094),(24 25979.05),(25 26218.654),(26 26287.438),(27 26883.87),(28 27213.316),(29 27009.156),(30 27340.182),(31 27301.73),(32 27634.027),(33 27996.168),(34 28567.88),(35 28812.54),(36 28804.451),(37 28736.703),(38 29077.15),(39 28987.986),(40 29207.834),(41 29377.17),(42 29263.957),(43 29050.574),(44 29344.887),(45 28928.086),(46 28831.447),(47 29387.959),(48 29633.566),(49 29793.45),(50 29929.96),(51 29306.229),(52 29444.219),(53 30067.271),(54 30132.69),(55 29985.56),(56 29929.59),(57 30008.318),(58 30443.395),(59 30838.273),(60 30603.549),(61 30980.996),(62 31338.852),(63 30891.508),(64 30785.156),(65 30492.498),(66 30367.598),(67 30518.377),(68 30853.844),(69 30700.22),(70 30915.133),(71 30804.305),(72 30610.836),(73 30637.27),(74 30669.434),(75 30692.338),(76 30743.016),(77 30320.201),(78 30330.143),(79 30679.168),
(1 9373.301),(2 13513.95),(3 14884.105),(4 15649.581),(5 16640.973),(6 17382.291),(7 18089.834),(8 18758.56),(9 19453.973),(10 20626.615),(11 21218.658),(12 22073.65),(13 23227.113),(14 23965.268),(15 24151.473),(16 24408.85),(17 24655.31),(18 25064.99),(19 26076.783),(20 26269.324),(21 26891.717),(22 27357.672),(23 27556.316),(24 27602.982),(25 27950.285),(26 28308.633),(27 28499.22),(28 28937.67),(29 29186.877),(30 29079.51),(31 28985.482),(32 29474.303),(33 29264.754),(34 29437.28),(35 29637.727),(36 29939.584),(37 29797.736),(38 29584.434),(39 29504.92),(40 30033.045),(41 30336.55),(42 30128.209),(43 30228.791),(44 30199.021),(45 30163.852),(46 30477.78),(47 31033.234),(48 31001.787),(49 31597.95),(50 31700.97),(51 31384.295),(52 31822.99),(53 32338.955),(54 32231.633),(55 32683.314),(56 32836.184),(57 33494.332),(58 33889.18),(59 34189.355),(60 33778.914),(61 33988.875),(62 33864.92),(63 34069.484),(64 34119.39),(65 34022.973),(66 34008.258),(67 34450.04),(68 34443.1),(69 34713.984),(70 34626.3),(71 34145.703),(72 33589.848),(73 33251.582),(74 33064.883),(75 33285.56),(76 33239.215),(77 32840.21),(78 32601.18),(79 32893.87),
(1 8981.202),(2 12905.151),(3 14429.741),(4 15175.075),(5 16210.059),(6 16595.02),(7 17095.055),(8 17807.525),(9 18554.668),(10 19208.11),(11 19649.113),(12 20124.496),(13 21173.525),(14 21987.105),(15 22190.662),(16 22636.264),(17 22898.096),(18 23625.93),(19 24634.322),(20 25135.021),(21 25099.643),(22 25190.596),(23 25129.86),(24 25381.844),(25 26107.857),(26 26505.984),(27 26378.178),(28 26351.734),(29 26272.291),(30 26442.154),(31 26435.53),(32 26718.082),(33 26389.566),(34 26476.281),(35 26866.725),(36 26901.186),(37 26600.393),(38 26297.13),(39 26276.078),(40 26652.402),(41 26772.502),(42 26468.063),(43 26687.55),(44 26957.537),(45 27627.307),(46 27652.092),(47 28107.781),(48 28054.277),(49 28398.318),(50 28441.896),(51 28378.719),(52 28548.174),(53 28506.242),(54 28678.375),(55 29449.611),(56 29026.031),(57 29585.014),(58 30264.234),(59 30253.184),(60 29962.967),(61 30292.795),(62 30628.865),(63 30545.422),(64 30813.883),(65 30749.674),(66 30667.568),(67 30398.59),(68 30776.773),(69 30645.322),(70 30674.518),(71 30572.082),(72 30664.996),(73 30401.834),(74 30513.025),(75 30559.258),(76 30422.637),(77 30351.729),(78 30648.85),(79 30423.518),
(1 9285.755),(2 13134.73),(3 14191.62),(4 14918.174),(5 15783.566),(6 16402.092),(7 17208.545),(8 17748.166),(9 18044.14),(10 18863.908),(11 19203.002),(12 19544.203),(13 20485.383),(14 21339.521),(15 21178.445),(16 21789.393),(17 22014.402),(18 22263.404),(19 22993.895),(20 23398.04),(21 23380.072),(22 23295.502),(23 23750.375),(24 23928.023),(25 24527.979),(26 24778.42),(27 25027.775),(28 25096.154),(29 25147.443),(30 25717.824),(31 26190.73),(32 26709.113),(33 26334.3),(34 26567.04),(35 26821.947),(36 26685.914),(37 26660.572),(38 26556.166),(39 26987.297),(40 27132.408),(41 27142.654),(42 27257.87),(43 27766.78),(44 27757),(45 28233.164),(46 28143.9),(47 28245.963),(48 28545.814),(49 28972.049),(50 29558.045),(51 29075.662),(52 29143.416),(53 29027.969),(54 28869.025),(55 29089.666),(56 28862.111),(57 29328.01),(58 29668.889),(59 29452.945),(60 29316.781),(61 29597.09),(62 29549.113),(63 29296.887),(64 29706.914),(65 29260.158),(66 28809.727),(67 28696.479),(68 28597.873),(69 28104.16),(70 27854.154),(71 27779.813),(72 27429.188),(73 27538.941),(74 27606.434),(75 27326.977),(76 27376.05),(77 27722.666),(78 27579.105),(79 27615.197),
(1 8838.245),(2 12540.423),(3 13782.886),(4 14541.99),(5 15364.586),(6 16034.912),(7 16913.234),(8 17471.256),(9 17884.846),(10 18891.555),(11 19106.293),(12 19476.168),(13 20174.719),(14 21013.213),(15 21170.201),(16 21468.621),(17 21863.752),(18 21934.686),(19 22700.736),(20 23276.549),(21 23552.78),(22 23666.57),(23 24079.088),(24 24056.123),(25 24353.58),(26 24234.393),(27 24180.334),(28 24047.844),(29 24092.676),(30 24699.969),(31 24633.264),(32 24738.004),(33 24338.076),(34 24640.133),(35 24979.64),(36 24832.03),(37 24766.559),(38 24591.916),(39 24761.805),(40 24777.613),(41 24631.652),(42 24764.625),(43 24961.313),(44 25052.02),(45 25625.469),(46 25282.006),(47 25300.938),(48 25784.436),(49 25965.385),(50 25971.934),(51 25804.172),(52 26466.28),(53 26454.99),(54 26431.867),(55 26819.766),(56 27324.287),(57 27517.5),(58 27785.03),(59 27780.438),(60 27730.328),(61 27887.105),(62 27682.557),(63 27264.379),(64 27860.938),(65 27837.441),(66 27667.248),(67 27819.518),(68 28323.563),(69 28118.727),(70 27599.063),(71 27628.932),(72 26985.67),(73 27102.852),(74 27095.502),(75 26901.049),(76 26982.326),(77 26935.275),(78 26921.367),(79 26446.723),
(1 8683.689),(2 12566.495),(3 13702.841),(4 14432.518),(5 15294.589),(6 15971.032),(7 16305.422),(8 16427.598),(9 16775.688),(10 17341.193),(11 17615.137),(12 17934.906),(13 18277.494),(14 19141.521),(15 19489.65),(16 19773.432),(17 20199.018),(18 20247.564),(19 20702.668),(20 21044.314),(21 21582.334),(22 22032.063),(23 22152.557),(24 22235.836),(25 22896.36),(26 22845.81),(27 23212.527),(28 22884.021),(29 22957.62),(30 23659.365),(31 23680.389),(32 23360.053),(33 23661.729),(34 23958.904),(35 24096.736),(36 24456.4),(37 24741.496),(38 24951.576),(39 24771.135),(40 24706.996),(41 24558.457),(42 24668.102),(43 24366.365),(44 24794.844),(45 25162.127),(46 25141.977),(47 25266.03),(48 25968.434),(49 25937.115),(50 25712.906),(51 25363.922),(52 25794.234),(53 25933.123),(54 26079.635),(55 26692.69),(56 27181.037),(57 27087.861),(58 27648.947),(59 27628.066),(60 27609.938),(61 27863.15),(62 27221.58),(63 26968.545),(64 27317.654),(65 27521.889),(66 27519.166),(67 27329.137),(68 27555.887),(69 27374.24),(70 27045.23),(71 26751.707),(72 26539.646),(73 26511.947),(74 26476.045),(75 26393.39),(76 26851.313),(77 26737.719),(78 26518.797),(79 26661.771),
(1 8436.25),(2 12064.797),(3 13234.363),(4 14271.776),(5 15169.716),(6 15743.873),(7 15872.8545),(8 16520.82),(9 17342.717),(10 17634.398),(11 17892.473),(12 18421.705),(13 18955.928),(14 19620.281),(15 19784.008),(16 20627.686),(17 20957.313),(18 21036.252),(19 21100.531),(20 21435.785),(21 21929.553),(22 21800.363),(23 22034.385),(24 22111.857),(25 22520.576),(26 22395.586),(27 22616.484),(28 22445.291),(29 22382.889),(30 22810.13),(31 22790.533),(32 22693.984),(33 22845.3),(34 23048.219),(35 23161.012),(36 23306.426),(37 23558.73),(38 23754.375),(39 23543.139),(40 23840.037),(41 24321.822),(42 24580.219),(43 24671.064),(44 24917.273),(45 25356.84),(46 25046.945),(47 25142.49),(48 25701.623),(49 25935.254),(50 26196.3),(51 26280.748),(52 26484.166),(53 26831.168),(54 26666.535),(55 26549.64),(56 26924.701),(57 27340.03),(58 27560.916),(59 27693.795),(60 28040.127),(61 28086.86),(62 27979.139),(63 28397.805),(64 28811.055),(65 29004.598),(66 29069.973),(67 28725.15),(68 28563.129),(69 28291.379),(70 28361.424),(71 28216.654),(72 27971.068),(73 27882.578),(74 27555.35),(75 27601.945),(76 27257.13),(77 27298.68),(78 27062.139),(79 26940.924),
(1 8098.696),(2 11763.189),(3 12727.897),(4 13586.605),(5 14258.38),(6 14573.66),(7 15087.298),(8 15615.733),(9 16649.373),(10 16768.617),(11 16850.617),(12 17490.537),(13 18194.861),(14 18795.604),(15 19221.568),(16 19976.633),(17 20335.338),(18 20495.928),(19 20759.316),(20 21019.992),(21 21453.021),(22 21628.727),(23 22101.037),(24 22141.564),(25 22480.498),(26 22636.025),(27 23166.922),(28 23027.506),(29 23097.541),(30 23268.97),(31 23378.928),(32 23416.49),(33 23749.482),(34 23717.543),(35 23885.313),(36 23688.287),(37 23696.43),(38 23439.043),(39 23453.71),(40 23906.705),(41 24067.701),(42 24159.635),(43 24274.287),(44 24585.512),(45 25004.262),(46 24638.287),(47 24771.705),(48 25139.531),(49 25507.207),(50 25357.125),(51 25628.158),(52 25885.152),(53 26251.338),(54 26054.469),(55 26113.443),(56 26441.467),(57 26562.342),(58 26843.686),(59 27055.531),(60 27315.44),(61 27086.99),(62 27230.94),(63 27742.49),(64 28070.729),(65 27944.21),(66 27758.033),(67 27876.232),(68 27754.693),(69 27599.654),(70 27390.1),(71 27541.617),(72 27432.656),(73 27259.754),(74 27260.404),(75 27061.72),(76 26554.898),(77 26338.281),(78 26127.95),(79 25911.64),
(1 8257.331),(2 12091.427),(3 13279.598),(4 13738.634),(5 14580.197),(6 15253.241),(7 15566.526),(8 15906.408),(9 16804.94),(10 17120.102),(11 17266.049),(12 17812.646),(13 18620.959),(14 19267.018),(15 19633.975),(16 20161.227),(17 20432.09),(18 20447.984),(19 20644.219),(20 21408.031),(21 21652.146),(22 22046.514),(23 22441.77),(24 22429.936),(25 22501.56),(26 22687.523),(27 23172.055),(28 23387.88),(29 23565.754),(30 23903.69),(31 23894.576),(32 24088.709),(33 24295.072),(34 23994.572),(35 24338.895),(36 24343.943),(37 24122.951),(38 24225.4),(39 24448.686),(40 24306.828),(41 24158.117),(42 24371.602),(43 24302.041),(44 24366.121),(45 24682.559),(46 24447.65),(47 24359.006),(48 24452.871),(49 25218.68),(50 25534.941),(51 25767.428),(52 26004.018),(53 25960.225),(54 25991.025),(55 26006.857),(56 26258.805),(57 26528.895),(58 26486.7),(59 26387.496),(60 26565.86),(61 26571.582),(62 26790.191),(63 26853.63),(64 26978.625),(65 26531.273),(66 26121.396),(67 26441.57),(68 26478.432),(69 26581.547),(70 26281.95),(71 26030.553),(72 25734.137),(73 25410.322),(74 25491.701),(75 25368.117),(76 25553.584),(77 26006.7),(78 25747.215),(79 25635.8),
(1 7955.3013),(2 11183.761),(3 12218.422),(4 12957.71),(5 13738.637),(6 13944.85),(7 14252.781),(8 14588.223),(9 15307.876),(10 15869.0625),(11 16220.153),(12 16628.385),(13 17161.396),(14 17808.3),(15 18278.502),(16 18507.121),(17 18801.139),(18 18956.229),(19 18976.826),(20 19467.666),(21 20082.672),(22 20629.324),(23 20837.742),(24 20795.916),(25 20912.709),(26 21116.768),(27 21082.771),(28 21332.979),(29 21430.209),(30 21727.424),(31 21607.078),(32 21665.303),(33 22105.174),(34 21973.828),(35 22524.064),(36 22701.672),(37 22730.836),(38 23233.908),(39 23463.834),(40 23535.498),(41 23392.338),(42 23501.043),(43 23566.615),(44 23469.643),(45 24144.953),(46 24184.836),(47 24094.76),(48 24070.24),(49 24326.924),(50 24504.984),(51 24730.693),(52 24901.486),(53 24841.705),(54 24689.525),(55 24759.316),(56 24948.436),(57 24955.549),(58 25091.738),(59 25492.904),(60 25763.74),(61 25723.04),(62 26093.48),(63 26213.375),(64 26290.521),(65 26129.559),(66 26007.832),(67 26195.248),(68 26146.385),(69 26277.04),(70 26251.553),(71 26118.871),(72 26254.602),(73 25975.455),(74 26177.44),(75 25861.22),(76 25992.127),(77 25885.547),(78 25715.316),(79 25679.615),
