1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43960.406),(2 147698.27),(3 307294.25),(4 513295.34),(5 781255.94),(6 1073925.1),(7 1401190.4),(8 1746136.6),(9 2104424.5),(10 2481033.8),(11 2856814),(12 3234835.3),(13 3645865.3),(14 4042797.3),(15 4463060.5),(16 4933485.5),(17 5417556),(18 5941976.5),(19 6420008),(20 6882434),(21 7330041.5),(22 7748696.5),(23 8123807.5),(24 8489161),(25 8805596),(26 9111160),(27 9414029),(28 9773456),(29 10067293),(30 10327469),(31 10534648),(32 10771159),(33 11012182),(34 11251568),(35 11475928),(36 11682355),(37 11830997),(38 11974717),(39 12042859),(40 12107512),(41 12138832),(42 12153423),(43 12164784),(44 12197544),(45 12210357),(46 12266967),(47 12343195),(48 12409912),(49 12420079),(50 12432768),(51 12452983),(52 12502283),(53 12605827),(54 12705152),(55 12833888),(56 13014443),(57 13185093),(58 13359380),(59 13487765),(60 13621772),(61 13760073),(62 13938573),(63 14098136),(64 14365925),(65 14657963),(66 14976672),(67 15291265),(68 15604963),(69 15868496),(70 16145351),(71 16469981),(72 16765531),(73 17074580),(74 17389830),(75 17705114),(76 18040552),(77 18434122),(78 18822322),(79 19280582),
(1 4341.0054),(2 9277.348),(3 11064.645),(4 11203.678),(5 11756.8545),(6 12415.618),(7 12864.754),(8 13055.322),(9 13024.338),(10 13504.683),(11 14008.147),(12 14250.495),(13 14824.778),(14 15546.89),(15 15912.415),(16 16130.484),(17 16242.783),(18 16662.607),(19 16858.635),(20 17026.133),(21 17389.633),(22 18002.898),(23 18312.684),(24 18537.396),(25 18782.65),(26 18979.16),(27 19027.658),(28 18928.295),(29 18950.238),(30 19226.713),(31 19218.357),(32 19032.586),(33 19247.484),(34 19498.887),(35 19729.414),(36 19536.96),(37 19451.605),(38 19506.086),(39 19642.793),(40 19766.396),(41 19656.412),(42 19685.543),(43 19387.688),(44 19393.135),(45 19334.45),(46 19012.193),(47 18785.447),(48 18610.852),(49 18618.092),(50 18433.861),(51 18311.313),(52 18249.938),(53 18375.129),(54 18526.627),(55 18493.145),(56 18331.447),(57 18375.127),(58 18349.791),(59 18360.69),(60 18286.764),(61 18149.072),(62 18202.701),(63 18435.414),(64 18605.46),(65 18515.385),(66 18523.719),(67 18668.125),(68 18642.682),(69 18388.46),(70 18244.2),(71 18340.053),(72 18553.414),(73 19120.186),(74 19822.127),(75 20583.605),(76 21137.299),(77 22182.5),(78 23218.777),(79 23955.76),
(1 4399.433),(2 9228.976),(3 11068.116),(4 11540.884),(5 12133.582),(6 12445.46),(7 12767.249),(8 12972.3545),(9 13029.309),(10 13196.367),(11 13383.473),(12 13584.033),(13 14065.993),(14 14558.926),(15 15019.326),(16 15180.953),(17 15386.612),(18 15744.992),(19 15780.185),(20 16108.786),(21 16523.322),(22 16805.969),(23 17052.416),(24 17254.8),(25 17498.242),(26 17663.918),(27 18048.918),(28 18096.113),(29 17918.932),(30 18044.887),(31 18202.256),(32 18616.322),(33 18776.729),(34 19061.275),(35 19126.152),(36 18993.889),(37 18906.834),(38 18829.885),(39 19074.145),(40 19134.174),(41 18985.273),(42 18754.283),(43 18572.232),(44 18566.809),(45 18749.44),(46 18772.39),(47 18628.291),(48 18392.55),(49 18338.25),(50 18356.426),(51 18225.566),(52 17949.238),(53 17876.895),(54 17927.49),(55 18070.889),(56 18042.346),(57 17995.537),(58 17974.416),(59 17917.768),(60 18093.084),(61 18208.121),(62 18314.44),(63 18247.299),(64 18260.254),(65 18692.588),(66 18684.193),(67 18508.303),(68 18361.273),(69 18421.45),(70 18267.2),(71 18335.361),(72 18672.107),(73 19370.54),(74 20258.406),(75 21154.209),(76 21758.617),(77 22719.004),(78 23427.945),(79 23974.273),
(1 4287.28),(2 8849.957),(3 10462.212),(4 10818.568),(5 11413.017),(6 11839.955),(7 12201.053),(8 12464.862),(9 12708.362),(10 12931.313),(11 13156.442),(12 13280.864),(13 13532.77),(14 13978.51),(15 14483.912),(16 14898.773),(17 15341.609),(18 15593.234),(19 15800.506),(20 16250.766),(21 16742.979),(22 17276.275),(23 17579.902),(24 17460.875),(25 17512.879),(26 17972.514),(27 18276.643),(28 18319.004),(29 18250.414),(30 18428.158),(31 18534.053),(32 18682.715),(33 18940.447),(34 19235.387),(35 19069.408),(36 19047.229),(37 18833.082),(38 18733.623),(39 18767.658),(40 18818.344),(41 18609.057),(42 18314.703),(43 17836.691),(44 17707.445),(45 17672.963),(46 17720.56),(47 17503.152),(48 17362.814),(49 17303.748),(50 17337.912),(51 17105.72),(52 16745.36),(53 16797.969),(54 16858.785),(55 16903.82),(56 16879.37),(57 17056.896),(58 16937.51),(59 16850.752),(60 16860.988),(61 16831.234),(62 16852.82),(63 16987.19),(64 17313.916),(65 17614.771),(66 17493.494),(67 17379.867),(68 17408.35),(69 17488.535),(70 17299.111),(71 17439.916),(72 17863.816),(73 18407.912),(74 19280.781),(75 20160.893),(76 20950.889),(77 22154.62),(78 23003.121),(79 23903.498),
(1 4193.5186),(2 8709.966),(3 10207.77),(4 10488.177),(5 11189.964),(6 11866.467),(7 12446.538),(8 12849.235),(9 12882.965),(10 13146.408),(11 13617.196),(12 13886.385),(13 14114.383),(14 14440.226),(15 14884.893),(16 15182.395),(17 15453.779),(18 15758.353),(19 16172.807),(20 16473.434),(21 16886.984),(22 17338.176),(23 17607.396),(24 17701.713),(25 17999.787),(26 18319.525),(27 18848.38),(28 18919.824),(29 18967.754),(30 19246.84),(31 19170.508),(32 19317.697),(33 19569.352),(34 19750.715),(35 19716.354),(36 19732.748),(37 19303.799),(38 19283.596),(39 19375.69),(40 19374.53),(41 19218.852),(42 18954.018),(43 18516.332),(44 18454.23),(45 18392.453),(46 18169.125),(47 17940.176),(48 18001.664),(49 18001.627),(50 17837.434),(51 17515.809),(52 17551.963),(53 17692.537),(54 17513.883),(55 17264.52),(56 17103),(57 17093.098),(58 17090.537),(59 17053.785),(60 17160.629),(61 17088.666),(62 16898.38),(63 16762.395),(64 16962.975),(65 17141.68),(66 17182.787),(67 17085.111),(68 17156.969),(69 17327.838),(70 17193.549),(71 17142.752),(72 17373.576),(73 17850.18),(74 18542.627),(75 19269.063),(76 19885.145),(77 20979.521),(78 21912.037),(79 22753.217),
(1 4167.13),(2 8404.711),(3 9775.109),(4 10177.875),(5 10783.473),(6 11491.593),(7 11918.095),(8 12152.185),(9 12134.351),(10 12282.797),(11 12574.121),(12 12799.494),(13 13070.709),(14 13505.06),(15 13948.633),(16 14236.888),(17 14489.463),(18 14754.446),(19 15159.83),(20 15504.881),(21 15877.995),(22 16092.595),(23 16438.719),(24 16620.219),(25 16808.014),(26 17059.678),(27 17383.305),(28 17310.215),(29 17552.5),(30 17991.947),(31 18057.148),(32 18227.377),(33 18434.996),(34 18681.707),(35 18688.992),(36 18722.434),(37 18482.705),(38 18349.238),(39 18198.08),(40 18292.72),(41 18499.658),(42 18200.21),(43 18046.201),(44 17958.283),(45 17724.125),(46 17614.18),(47 17341.816),(48 17276.219),(49 17186.46),(50 16972.607),(51 16908.475),(52 16948.066),(53 17091.836),(54 16806.768),(55 16618.084),(56 16598.766),(57 16522.738),(58 16258.953),(59 16516.328),(60 16662.53),(61 16633.887),(62 16417.123),(63 16196.316),(64 16264.604),(65 16362.125),(66 16312.82),(67 16237.285),(68 16446.09),(69 16525.104),(70 16487.717),(71 16519.9),(72 16653.201),(73 17089.762),(74 17608.377),(75 18305.72),(76 19029.375),(77 19644.982),(78 20322.285),(79 21161.94),
(1 4046.705),(2 8225.566),(3 9433.962),(4 9725.4375),(5 10468.18),(6 11130.161),(7 11433.731),(8 11712.899),(9 11987.48),(10 12200.364),(11 12481.709),(12 12807.191),(13 12972.777),(14 13459.702),(15 13738.046),(16 13859.534),(17 13939.793),(18 14192.531),(19 14565.1045),(20 15026.716),(21 15486.9795),(22 15691.399),(23 15862.674),(24 16056.145),(25 16447.527),(26 16556.389),(27 16841.463),(28 16659.879),(29 16648.516),(30 16945.549),(31 17003.393),(32 17110.004),(33 17156.346),(34 17043.918),(35 16983.678),(36 17034.541),(37 16943.092),(38 16897.41),(39 16685.443),(40 16855.717),(41 17110.482),(42 17022.484),(43 16801.943),(44 16665.365),(45 16585.723),(46 16462.438),(47 16314.286),(48 16170.504),(49 16298.06),(50 16037.951),(51 15728.74),(52 15880.589),(53 16057.982),(54 15757.125),(55 15548.269),(56 15631.737),(57 15665.48),(58 15635.358),(59 15873.549),(60 16144.606),(61 16108.657),(62 15969.109),(63 15851.383),(64 16039.533),(65 16299.818),(66 16270.664),(67 16137.58),(68 16168.798),(69 16169.2295),(70 16141.189),(71 16109.138),(72 16262.667),(73 16841.297),(74 17437.615),(75 18193.621),(76 18876.656),(77 19576.574),(78 20013.656),(79 21004.818),
(1 3948.0474),(2 7905.752),(3 8969.024),(4 9296.99),(5 9964.075),(6 10798.787),(7 11099.102),(8 11215.066),(9 11418.377),(10 11698.679),(11 11972.109),(12 12276.01),(13 12652.341),(14 12978.276),(15 13239.852),(16 13376.768),(17 13655.828),(18 13994.937),(19 14448.086),(20 14863.631),(21 15136.114),(22 15430.725),(23 15562.864),(24 15734.743),(25 16081.825),(26 16567.021),(27 16908.549),(28 16822.355),(29 16823.668),(30 16831.906),(31 17029.502),(32 17197.992),(33 17474.408),(34 17400.807),(35 17488.701),(36 17322.027),(37 17139.28),(38 16986.479),(39 16983.564),(40 17099.861),(41 17237.814),(42 17068.982),(43 16605.89),(44 16249.436),(45 16124.013),(46 15997.257),(47 15855.013),(48 15799.323),(49 15901.414),(50 15748.916),(51 15581.97),(52 15590.3125),(53 15752.543),(54 15677.278),(55 15427.411),(56 15414.45),(57 15428.332),(58 15483.382),(59 15791.284),(60 15983.959),(61 16124.237),(62 15968.155),(63 15904.379),(64 15995.634),(65 16024.398),(66 16045.891),(67 16182.561),(68 16324.763),(69 16280.05),(70 16360.787),(71 16400.66),(72 16591.727),(73 17384.111),(74 18183.291),(75 19139.416),(76 19690.775),(77 20434.707),(78 21183.893),(79 22168.168),
(1 3859.4568),(2 7748.149),(3 8936.303),(4 9263.25),(5 9853.587),(6 10333.805),(7 10498.228),(8 10640.27),(9 10705.273),(10 11121.104),(11 11433.341),(12 11503.779),(13 11705.563),(14 12115.363),(15 12437.822),(16 12538.617),(17 12852.3),(18 13163.263),(19 13408.276),(20 13828.5205),(21 14083.628),(22 14423.049),(23 14609.886),(24 14587.081),(25 14790.798),(26 15152.235),(27 15649.412),(28 15669.996),(29 15638.861),(30 15879.859),(31 15992.484),(32 16163.316),(33 16404.234),(34 16335.144),(35 16362.948),(36 16526.152),(37 16529.46),(38 16426.047),(39 16582.879),(40 16486.057),(41 16216.61),(42 16227.879),(43 16014.908),(44 15811.77),(45 15891.731),(46 15714.725),(47 15507.567),(48 15573.966),(49 15624.175),(50 15506.746),(51 15351.791),(52 15361.064),(53 15380.072),(54 15321.397),(55 15145.825),(56 15150.451),(57 15106.097),(58 15040.609),(59 15118.579),(60 15173.399),(61 15244.818),(62 14973.3545),(63 14932.91),(64 15017.045),(65 15044.671),(66 15118.24),(67 15050.343),(68 15098.097),(69 15239.763),(70 15221.038),(71 15194.859),(72 15513.199),(73 16274.673),(74 16884.502),(75 17709.512),(76 18277.564),(77 19197.523),(78 20055.852),(79 21090.592),
(1 3985.552),(2 7848.7314),(3 9224.6),(4 9695.305),(5 10179.444),(6 10383.222),(7 10730.358),(8 11049.99),(9 11431.523),(10 11787.039),(11 12186.64),(12 12374.014),(13 12733.753),(14 13052.678),(15 13205.134),(16 13196.306),(17 13470.134),(18 13884.207),(19 13948.791),(20 14400.605),(21 14691.88),(22 14925.722),(23 15083.583),(24 15089.776),(25 15265.407),(26 15647.542),(27 16094.281),(28 16026.722),(29 16049.361),(30 16217.193),(31 16554.973),(32 16559.74),(33 16781.436),(34 16812.387),(35 16796.584),(36 16696.7),(37 16692.342),(38 16577.652),(39 16565.408),(40 16390.13),(41 16045.424),(42 15866.691),(43 15861.722),(44 15998.887),(45 15951.661),(46 15722.668),(47 15786.88),(48 15867.481),(49 15667.735),(50 15564.951),(51 15610.076),(52 15397.285),(53 15423.136),(54 15354.219),(55 15319.818),(56 15285.608),(57 15344.708),(58 15528.813),(59 15629.869),(60 15627.048),(61 15593.997),(62 15340.836),(63 15455.574),(64 15632.297),(65 15558.433),(66 15627.715),(67 15727.875),(68 15664.1455),(69 15539.395),(70 15554.5),(71 15618.578),(72 15868.32),(73 16289.627),(74 16921.098),(75 17667.184),(76 18246.596),(77 19120.068),(78 20013.73),(79 21114.854),
(1 3891.8076),(2 7666.902),(3 8861.73),(4 9112.154),(5 9564.637),(6 9985.63),(7 10431.116),(8 10615.445),(9 10921.842),(10 11225.021),(11 11754.672),(12 12172.5),(13 12473.171),(14 12707.934),(15 12911.715),(16 13220.107),(17 13505.854),(18 13711.657),(19 13806.413),(20 14117.74),(21 14439.615),(22 14892.076),(23 15008.878),(24 15022.947),(25 15194.132),(26 15505.38),(27 15871.307),(28 15666.657),(29 15532.841),(30 15674.566),(31 15873.055),(32 16090.827),(33 16233.631),(34 16122.01),(35 16108.705),(36 16048.649),(37 16041.242),(38 15852.5625),(39 15838.39),(40 15818.51),(41 15736.017),(42 15483.076),(43 15233.447),(44 15248.618),(45 15479.497),(46 15431.984),(47 15356.014),(48 15432.007),(49 15303.295),(50 15080.212),(51 15076.483),(52 15155.983),(53 15003.984),(54 14935.08),(55 14877.166),(56 14710.152),(57 14720.624),(58 14910.112),(59 15081.136),(60 15272.334),(61 15107.539),(62 14936.44),(63 15012.288),(64 14971.334),(65 14953.546),(66 15144.256),(67 15147.009),(68 14957.104),(69 14870.046),(70 14999.997),(71 15113.783),(72 15255.395),(73 15765.125),(74 16221.734),(75 16977.033),(76 17691.953),(77 18734.31),(78 19362.545),(79 20286.545),
(1 3790.583),(2 7476.9897),(3 8667.624),(4 8922.65),(5 9385.364),(6 9794.913),(7 10179.431),(8 10446.21),(9 10801.323),(10 11180.785),(11 11515.095),(12 11762.084),(13 12137.306),(14 12459.613),(15 12787.199),(16 12999.37),(17 13166.689),(18 13487.134),(19 13768.658),(20 14063.446),(21 14282.515),(22 14573.724),(23 14731.599),(24 14708.261),(25 14897.411),(26 14983.184),(27 15115.899),(28 15142.814),(29 15216.386),(30 15235.371),(31 15309),(32 15448.191),(33 15493.264),(34 15585.929),(35 15697.707),(36 15586.7295),(37 15430.993),(38 15351.607),(39 15326.639),(40 15256.276),(41 15277.297),(42 14933.995),(43 14720.953),(44 14855.107),(45 14857.592),(46 14864.096),(47 14985.176),(48 14938.853),(49 14818.853),(50 14795.654),(51 14734.245),(52 14657.094),(53 14664.589),(54 14470.432),(55 14214.77),(56 14027.168),(57 13890.363),(58 14065.943),(59 14462.684),(60 14531.936),(61 14294.085),(62 14357.652),(63 14635.444),(64 14491.66),(65 14474.755),(66 14519.122),(67 14606.802),(68 14788.121),(69 14825.184),(70 14869.578),(71 14842.496),(72 15166.087),(73 15853.844),(74 16453.527),(75 17233.28),(76 17952.385),(77 18642.215),(78 19265.604),(79 20110.684),
(1 3668.9949),(2 7234.0903),(3 8419.484),(4 8735.2295),(5 9262.551),(6 9755.85),(7 10187.662),(8 10487.895),(9 10708.174),(10 10972.757),(11 11142.397),(12 11399.232),(13 11732.401),(14 11921.091),(15 12231.085),(16 12279.005),(17 12423.83),(18 12702.389),(19 12763.242),(20 13209.503),(21 13409.991),(22 13502.384),(23 13726.461),(24 14133.358),(25 14305.82),(26 14375.172),(27 14427.724),(28 14418.157),(29 14480.94),(30 14631.8125),(31 14735.977),(32 14850.45),(33 15017.963),(34 15041.616),(35 15069.781),(36 14987.447),(37 14889.179),(38 14829.809),(39 14969.06),(40 14954.181),(41 14995.973),(42 14799.092),(43 14484.15),(44 14514.63),(45 14557.361),(46 14560.87),(47 14589.094),(48 14655.213),(49 14627.676),(50 14541.341),(51 14383.457),(52 14296.776),(53 14360.587),(54 14443.34),(55 14196.423),(56 14187.833),(57 14174.797),(58 14184.437),(59 14388.208),(60 14478.502),(61 14261.7),(62 14165.196),(63 14150.807),(64 14045.271),(65 13985.944),(66 13694.776),(67 13603.363),(68 13578.5),(69 13559.988),(70 13618.929),(71 13728.913),(72 13922.297),(73 14574.973),(74 15137.388),(75 15663.614),(76 16386.227),(77 17122.709),(78 17864.973),(79 18757.496),
(1 3710.357),(2 7303.4536),(3 8587.545),(4 8910.158),(5 9202.987),(6 9733.684),(7 10032.764),(8 10237.577),(9 10440.311),(10 10646.327),(11 10861.358),(12 11185.643),(13 11475.91),(14 11718.449),(15 11983.382),(16 12173.68),(17 12347.002),(18 12450.073),(19 12561.268),(20 12833.103),(21 13208.873),(22 13404.525),(23 13741.517),(24 13951.684),(25 14037.177),(26 13924.553),(27 14094.736),(28 14178.726),(29 14443.87),(30 14563.505),(31 14556.297),(32 14538.172),(33 14676.812),(34 14580.653),(35 14758.553),(36 14725.845),(37 14573.812),(38 14499.639),(39 14572.646),(40 14731.187),(41 14886.864),(42 14751.825),(43 14458.115),(44 14397.82),(45 14396.37),(46 14313.644),(47 14253.564),(48 14249.129),(49 14387.562),(50 14494.438),(51 14201.184),(52 14199.505),(53 14277.493),(54 14290.632),(55 14162.071),(56 13949.696),(57 13887.343),(58 14074.236),(59 14153.7705),(60 13997.146),(61 14047.615),(62 14212.397),(63 14169.534),(64 14233.756),(65 14273.462),(66 14167.105),(67 14026.524),(68 13827.338),(69 13832.524),(70 14006.706),(71 14160.172),(72 14331.992),(73 14665.313),(74 14957.218),(75 15523.316),(76 16005.356),(77 16715.012),(78 17461.7),(79 18288.01),
(1 3741.2363),(2 7406.3896),(3 8483.384),(4 8887.646),(5 9541.3125),(6 10072.9375),(7 10287.216),(8 10397.933),(9 10697.911),(10 10982.879),(11 11196.792),(12 11541.742),(13 11868.294),(14 12174.227),(15 12478.271),(16 12577.016),(17 12913.555),(18 12910.832),(19 13087.784),(20 13553.711),(21 13792.691),(22 13796.946),(23 14060.325),(24 14295.668),(25 14507.9795),(26 14448.541),(27 14629.064),(28 14927.575),(29 14924.352),(30 15099.814),(31 15087.898),(32 14772.357),(33 14806.444),(34 14989.621),(35 15068.794),(36 14854.575),(37 14686.519),(38 14589.857),(39 14752.523),(40 14870.7295),(41 14761.5205),(42 14640.362),(43 14520.975),(44 14497.64),(45 14547.819),(46 14484.556),(47 14603.114),(48 14623.523),(49 14577.596),(50 14498.151),(51 14410.337),(52 14316.408),(53 14278.381),(54 14290.318),(55 14201.974),(56 14109.107),(57 14099.275),(58 14094.635),(59 14131.563),(60 14110.582),(61 14300.876),(62 14463.991),(63 14591.071),(64 14805.607),(65 14904.142),(66 14927.422),(67 14880.709),(68 14910.379),(69 14842.107),(70 14676.517),(71 14580.61),(72 14595.005),(73 14891.386),(74 15159.8),(75 15912.4795),(76 16375.066),(77 16719.633),(78 17316.992),(79 18216.623),
(1 3554.0586),(2 7037.5366),(3 7962.0815),(4 8382.902),(5 9047.591),(6 9521.576),(7 9774.5205),(8 9973.856),(9 10062.619),(10 10225.031),(11 10386.441),(12 10660.266),(13 10961.528),(14 11342.473),(15 11600.633),(16 11757.895),(17 11944.283),(18 11887.971),(19 11886.912),(20 12263.399),(21 12723.512),(22 13042.658),(23 13236.339),(24 13412.0625),(25 13442.951),(26 13533.286),(27 13864.358),(28 14068.978),(29 14095.546),(30 14299.93),(31 14436.362),(32 14495.005),(33 14531.958),(34 14580.705),(35 14548.512),(36 14416.912),(37 14258.279),(38 14241.523),(39 14344.177),(40 14337.249),(41 14293.188),(42 14264.192),(43 14166.061),(44 14184.192),(45 14136.291),(46 14068.826),(47 14068.095),(48 13897.352),(49 13774.668),(50 13726.014),(51 13695.191),(52 13589.677),(53 13581.513),(54 13538.713),(55 13290.546),(56 13256.576),(57 13208.137),(58 13304.419),(59 13351.967),(60 13348.591),(61 13407.049),(62 13576.568),(63 13777.489),(64 13931.403),(65 14105.426),(66 14210.379),(67 14264.786),(68 14376.8),(69 14547.826),(70 14423.065),(71 14346.441),(72 14435.66),(73 14785.244),(74 15220.635),(75 15897.43),(76 16340.772),(77 17000.498),(78 17655.662),(79 18327.568),
(1 3551.998),(2 6936.3467),(3 7845.341),(4 8188.5913),(5 8843.459),(6 9278.801),(7 9471.247),(8 9811.407),(9 9988.024),(10 10270.99),(11 10380.979),(12 10620.981),(13 10778.038),(14 10948.549),(15 11207.595),(16 11576.886),(17 11856.484),(18 11988.818),(19 12079.092),(20 12451.112),(21 12807.799),(22 13087.26),(23 13235.978),(24 13320.636),(25 13371.68),(26 13680.052),(27 13802.208),(28 13590.195),(29 13732.3545),(30 14060.183),(31 14184.525),(32 14235.898),(33 14170.861),(34 14336.82),(35 14458.742),(36 14412.083),(37 14276.122),(38 14126.737),(39 14169.532),(40 14183.412),(41 14251.659),(42 14135.26),(43 14008.055),(44 13942.322),(45 13952.501),(46 13774.58),(47 13551.341),(48 13458.512),(49 13369.737),(50 13121.535),(51 13064.133),(52 12973.2),(53 12847.576),(54 12853.963),(55 12724.23),(56 12817.109),(57 12799.594),(58 12977.071),(59 13003.018),(60 13081.003),(61 13314.804),(62 13424.649),(63 13552.164),(64 13548.108),(65 13680.823),(66 13776.368),(67 13757.628),(68 13730.189),(69 13912.895),(70 13704.724),(71 13574.766),(72 13666.146),(73 13840.73),(74 14185.499),(75 14789.253),(76 15145.597),(77 15766.1455),(78 16356.196),(79 17093.172),
(1 3556.2725),(2 6886.403),(3 7785.154),(4 8198.512),(5 8854.204),(6 9202.084),(7 9339.45),(8 9600.344),(9 9902.421),(10 10135.084),(11 10336.93),(12 10433.765),(13 10540.389),(14 10689.558),(15 10938.412),(16 11414.701),(17 11689.459),(18 11945.239),(19 12196.502),(20 12474.24),(21 12579.759),(22 12907.947),(23 13195.765),(24 13198.46),(25 13261.271),(26 13441.666),(27 13473.08),(28 13308.128),(29 13381.301),(30 13601.573),(31 13739.023),(32 13828.092),(33 13748.909),(34 13714.893),(35 13843.688),(36 13917.375),(37 13854.09),(38 13805.069),(39 13876.2705),(40 13911.296),(41 13874.444),(42 13948.305),(43 13792.554),(44 13527.248),(45 13426.062),(46 13451.032),(47 13215.587),(48 13162.933),(49 13202.901),(50 13034.754),(51 13011.236),(52 12945.933),(53 13046.753),(54 13171.169),(55 13083.026),(56 13158.358),(57 13065.052),(58 12984.666),(59 12916.437),(60 12862.521),(61 12984.513),(62 13108.251),(63 13238.147),(64 13121.727),(65 13169.827),(66 13205.173),(67 13252.081),(68 13341.206),(69 13377.607),(70 13323.398),(71 13081.735),(72 13168.213),(73 13529.565),(74 13929.11),(75 14471.923),(76 14915.032),(77 15478.772),(78 16072.836),(79 16818.771),
