1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33213.855),(2 75025.195),(3 120688.65),(4 210985.48),(5 305865.03),(6 395674.16),(7 529634.56),(8 673339.56),(9 808799.8),(10 979345.25),(11 1171606.6),(12 1339897.1),(13 1555535),(14 1779933.4),(15 1992041),(16 2225300.8),(17 2447550.3),(18 2629193.8),(19 2851365.3),(20 3061385.3),(21 3249289.3),(22 3479017),(23 3699746),(24 3870466.8),(25 4084592),(26 4271699),(27 4418308.5),(28 4615710),(29 4799177.5),(30 4935028.5),(31 5131132.5),(32 5287699.5),(33 5378388),(34 5507606),(35 5588674.5),(36 5608184),(37 5691800.5),(38 5729198),(39 5730804.5),(40 5777866),(41 5822493.5),(42 5803580),(43 5852676.5),(44 5856010.5),(45 5802332),(46 5817226.5),(47 5820552),(48 5776762.5),(49 5780932.5),(50 5743122.5),(51 5620889.5),(52 5570408),(53 5472834),(54 5318352.5),(55 5250413.5),(56 5164933.5),(57 5052503.5),(58 5030681),(59 4985744.5),(60 4876068),(61 4873158.5),(62 4829730.5),(63 4728872.5),(64 4726144),(65 4714505.5),(66 4633410),(67 4653644),(68 4647045.5),(69 4577639),(70 4593797.5),(71 4631774.5),(72 4605411.5),(73 4688881.5),(74 4762992.5),(75 4761488.5),(76 4863943.5),(77 4998761),(78 5040526.5),(79 5218821.5),
(1 3396.6167),(2 5416.8384),(3 5506.484),(4 5746.1416),(5 6012.85),(6 6127.459),(7 6119.6235),(8 6305.5015),(9 6478.3667),(10 6611.4814),(11 6706.114),(12 6797.65),(13 6984.0786),(14 7057.861),(15 6931.462),(16 6979.258),(17 7175.9214),(18 7389.6934),(19 7365.5757),(20 7164.948),(21 7294.2207),(22 7349.167),(23 7399.887),(24 7524.866),(25 7524.893),(26 7550.1265),(27 7675.566),(28 7655.1553),(29 7507.8887),(30 7436.409),(31 7370.5435),(32 7319.0254),(33 7308.253),(34 7300.1245),(35 7274.8525),(36 7385.7783),(37 7322.7705),(38 7311.0723),(39 7516.6074),(40 7472.7646),(41 7343.9653),(42 7202.0415),(43 7211.5405),(44 7070.9243),(45 7053.106),(46 7001.8438),(47 7042.331),(48 7107.691),(49 7031.6646),(50 6953.491),(51 7032.328),(52 7048.067),(53 7078.285),(54 7090.6187),(55 6937.1978),(56 6940.798),(57 7021.7964),(58 7008.3027),(59 7096.6567),(60 7028.459),(61 7122.6963),(62 7224.7085),(63 7365.972),(64 7344.458),(65 7397.658),(66 7481.0386),(67 7548.611),(68 7507.765),(69 7502.1436),(70 7623.236),(71 7729.936),(72 7627.2715),(73 7690.898),(74 7763.9844),(75 7712.491),(76 7761.9873),(77 7783.0303),(78 7696.7754),(79 7734.6274),
(1 3511.444),(2 5429.3403),(3 5394.7056),(4 5583.1396),(5 5772.592),(6 5915.432),(7 5936.1934),(8 6048.57),(9 6353.8296),(10 6483.393),(11 6628.438),(12 6707.1836),(13 6880.3413),(14 6886.9155),(15 6731.4272),(16 6818.57),(17 6881.08),(18 7054.3457),(19 7014.895),(20 6964.4683),(21 7137.326),(22 7025.026),(23 6944.6),(24 7099.8003),(25 7141.723),(26 7264.728),(27 7457.4834),(28 7365.446),(29 7400.985),(30 7334.1675),(31 7146.2666),(32 7209.7456),(33 7297.2563),(34 7138.1514),(35 7146.235),(36 7199.3755),(37 7181.207),(38 7139.2954),(39 7249.364),(40 7263.457),(41 7221.5996),(42 7168.2227),(43 7163.4756),(44 7017.439),(45 6960.156),(46 7017.9526),(47 6996.9854),(48 7062.013),(49 7194.2954),(50 6989.5313),(51 6870.4414),(52 7003.808),(53 7098.7026),(54 6943.3066),(55 6965.8823),(56 7112.5),(57 6865.424),(58 6760.795),(59 6938.734),(60 6827.239),(61 6891.8115),(62 7104.1304),(63 7164.032),(64 7036.7813),(65 7133.5933),(66 7243.644),(67 7274.0405),(68 7254.1826),(69 7299.248),(70 7421.1333),(71 7411.815),(72 7342.2534),(73 7394.187),(74 7481.8457),(75 7473.32),(76 7433.6777),(77 7483.219),(78 7490.043),(79 7521.355),
(1 3453.7854),(2 5393.045),(3 5280.681),(4 5551.973),(5 5648.768),(6 5604.758),(7 5604.1177),(8 5869.033),(9 6059.408),(10 6111.585),(11 6155.2686),(12 6292.501),(13 6386.774),(14 6344.914),(15 6404.27),(16 6398.311),(17 6442.1157),(18 6677.246),(19 6677.043),(20 6609.8735),(21 6784.7974),(22 6824.791),(23 6898.963),(24 6869.9526),(25 6876.3086),(26 7090.6177),(27 7123.1963),(28 7183.7915),(29 7311.13),(30 7327.7866),(31 7229.3525),(32 7276.384),(33 7219.19),(34 7108.973),(35 7342.759),(36 7384.9507),(37 7362.6616),(38 7395.5566),(39 7427.898),(40 7312.342),(41 7138.3135),(42 7138.148),(43 7171.9814),(44 7033.5776),(45 6939.1563),(46 6998.9165),(47 6979.763),(48 7082.1157),(49 7161.2075),(50 7201.8306),(51 7034.708),(52 6880.207),(53 6978.9),(54 6914.1904),(55 6959.6235),(56 7029.4834),(57 6722.0903),(58 6741.074),(59 6785.3667),(60 6715.9326),(61 6874.336),(62 6977.731),(63 7046.458),(64 7057.8506),(65 7053.462),(66 7080.0454),(67 7232.0796),(68 7197.1265),(69 7104.095),(70 7217.985),(71 7201.9526),(72 7133.6753),(73 7221.01),(74 7165.2944),(75 7194.947),(76 7369.3477),(77 7502.8965),(78 7402.658),(79 7415.5347),
(1 3324.5183),(2 5137.791),(3 5106.9453),(4 5309.5503),(5 5466.361),(6 5518.2627),(7 5553.1367),(8 5677.657),(9 5836.092),(10 5887.493),(11 6044.7725),(12 6130.967),(13 6249.7617),(14 6276.534),(15 6236.8135),(16 6270.0454),(17 6277.625),(18 6434.52),(19 6494.8657),(20 6515.298),(21 6564.8813),(22 6515.542),(23 6528.519),(24 6527.4893),(25 6753.5806),(26 6914.509),(27 6908.9097),(28 6932.7124),(29 6994.887),(30 7034.8657),(31 6945.339),(32 6936.589),(33 6885.025),(34 6890.1914),(35 6904.473),(36 6952.86),(37 7011.021),(38 7077.626),(39 7030.073),(40 6928.5347),(41 6968.8667),(42 6870.945),(43 6688.1226),(44 6697.0527),(45 6834.9307),(46 6697.6274),(47 6718.7065),(48 6791.8213),(49 6846.9336),(50 6803.878),(51 6791.337),(52 6842.1436),(53 6827.2886),(54 6684.821),(55 6658.2954),(56 6688.5947),(57 6589.965),(58 6504.5557),(59 6524.9736),(60 6546.394),(61 6556.8467),(62 6665.1895),(63 6734.254),(64 6790.9585),(65 6724.4897),(66 6762.5654),(67 6727.386),(68 6775.594),(69 6865.129),(70 6867.6235),(71 6866.226),(72 6978.7295),(73 6988.3247),(74 7014.7847),(75 7146.6914),(76 7216.4463),(77 7223.259),(78 7280.1797),(79 7388.6743),
(1 3138.8901),(2 4765.962),(3 4800.3877),(4 5010.9707),(5 5110.7017),(6 5192.7314),(7 5218.448),(8 5360.3164),(9 5548.8584),(10 5646.9683),(11 5623.0957),(12 5677.392),(13 5831.0483),(14 5884.6626),(15 6032.107),(16 6006.4585),(17 6035.3877),(18 6109.051),(19 6071.244),(20 6123.7583),(21 6284.106),(22 6150.942),(23 6149.2314),(24 6234.896),(25 6313.27),(26 6420.6265),(27 6445.202),(28 6502.078),(29 6598.6396),(30 6471.615),(31 6488.443),(32 6637.2886),(33 6639.633),(34 6540.436),(35 6645.286),(36 6595.9595),(37 6527.392),(38 6686.8506),(39 6624.054),(40 6460.639),(41 6524.3643),(42 6452.8345),(43 6371.521),(44 6356.189),(45 6392.479),(46 6360.2583),(47 6420.921),(48 6472.157),(49 6531.724),(50 6466.827),(51 6484.6074),(52 6483.406),(53 6475.3535),(54 6490.274),(55 6377.9863),(56 6318.9736),(57 6369.1577),(58 6374.307),(59 6381.8096),(60 6457.7734),(61 6443.7217),(62 6376.2725),(63 6490.3433),(64 6605.433),(65 6554.8135),(66 6541.701),(67 6440.19),(68 6385.302),(69 6464.617),(70 6528.7915),(71 6593.9053),(72 6643.321),(73 6623.0195),(74 6678.7783),(75 6772.4727),(76 6741.9424),(77 6802.233),(78 6859.2456),(79 6764.271),
(1 3207.9985),(2 4875.0894),(3 4899.796),(4 5115.59),(5 5296.712),(6 5306.1113),(7 5327.063),(8 5565.583),(9 5861.247),(10 5942.4766),(11 5869.0005),(12 5968.3228),(13 6215.8364),(14 6239.5938),(15 6282.6553),(16 6271.9854),(17 6378.9614),(18 6445.003),(19 6220.999),(20 6372.6113),(21 6413.096),(22 6319.025),(23 6400.8623),(24 6518.3877),(25 6572.4307),(26 6658.4146),(27 6700.9824),(28 6637.519),(29 6688.2075),(30 6669.4834),(31 6671.006),(32 6705.2534),(33 6651.535),(34 6671.7324),(35 6767.5425),(36 6893.8364),(37 7029.71),(38 6925.9688),(39 6708.3467),(40 6723.616),(41 6806.934),(42 6644.7837),(43 6566.19),(44 6677.8477),(45 6523.2813),(46 6489.006),(47 6627.3633),(48 6597.99),(49 6485.435),(50 6398.284),(51 6392.7275),(52 6358.3286),(53 6369.756),(54 6412.8174),(55 6387.7104),(56 6357.384),(57 6297.112),(58 6379.5615),(59 6490.0376),(60 6493.523),(61 6541.2393),(62 6468.6265),(63 6453.054),(64 6562.538),(65 6527.6387),(66 6546.499),(67 6567.967),(68 6579.401),(69 6652.39),(70 6738.7026),(71 6812.005),(72 6802.8022),(73 6830.478),(74 6879.4097),(75 6898.1353),(76 6910.775),(77 6994.132),(78 6968.649),(79 6866.012),
(1 3239.4128),(2 4822.537),(3 4782.7144),(4 5047.8965),(5 5093.543),(6 5109.228),(7 5235.2617),(8 5331.4663),(9 5612.7114),(10 5824.588),(11 5863.682),(12 5967.7944),(13 6100.64),(14 5975.249),(15 6047.505),(16 6149.204),(17 6065.2373),(18 6142.0273),(19 6130.8926),(20 6288.066),(21 6304.832),(22 6193.333),(23 6270.5527),(24 6443.982),(25 6459.724),(26 6558.226),(27 6536.7065),(28 6525.841),(29 6519.0854),(30 6418.7983),(31 6401.727),(32 6430.8457),(33 6338.799),(34 6367.209),(35 6380.494),(36 6434.98),(37 6603.236),(38 6632.1563),(39 6469.9424),(40 6632.789),(41 6530.955),(42 6409.6133),(43 6438.253),(44 6466.8467),(45 6342.702),(46 6212.693),(47 6309.4834),(48 6260.495),(49 6217.86),(50 6186.445),(51 6157.6895),(52 6133.935),(53 6068.216),(54 6100.6357),(55 5988.9385),(56 6029.068),(57 6181.6035),(58 6145.052),(59 6199.1226),(60 6265.29),(61 6181.1665),(62 6151.083),(63 6217.751),(64 6258.6606),(65 6268.772),(66 6231.8057),(67 6288.769),(68 6354.349),(69 6344.1494),(70 6426.9736),(71 6525.321),(72 6566.9165),(73 6602.3037),(74 6556.07),(75 6667.163),(76 6595.211),(77 6618.602),(78 6720.6704),(79 6795.433),
(1 3044.7952),(2 4573.0215),(3 4511.7153),(4 4778.068),(5 4837.279),(6 4935.004),(7 4937.3027),(8 5038.029),(9 5194.6045),(10 5375.714),(11 5415.7495),(12 5515.346),(13 5707.9053),(14 5723.0415),(15 5738.9043),(16 5716.0513),(17 5747.2334),(18 5901.4824),(19 5834.841),(20 5958.7607),(21 5907.631),(22 5806.364),(23 5848.5054),(24 5991.0996),(25 6018.395),(26 5952.244),(27 6032.859),(28 6119.262),(29 6053.827),(30 5990.9243),(31 5964.175),(32 6061.9478),(33 6008.604),(34 6048.602),(35 6063.726),(36 6135.291),(37 6215.465),(38 6105.761),(39 6001.479),(40 6057.627),(41 6050.433),(42 6169.317),(43 6164.2983),(44 6050.8784),(45 5983.083),(46 5980.213),(47 6034.8203),(48 5974.689),(49 5907.0522),(50 5900.318),(51 5939.656),(52 5905.2656),(53 5920.522),(54 5875.197),(55 5824.506),(56 5749.726),(57 5760.6084),(58 5832.634),(59 5909.6235),(60 5941.3726),(61 5910.76),(62 5989.3022),(63 5992.5474),(64 5998.288),(65 6018.515),(66 6059.0444),(67 6137.3926),(68 6133.3384),(69 6182.4126),(70 6253.529),(71 6268.573),(72 6225.7607),(73 6261.727),(74 6251.313),(75 6306.6846),(76 6368.083),(77 6340.0947),(78 6272.2954),(79 6299.2744),
(1 2990.4878),(2 4539.813),(3 4561.2505),(4 4780.727),(5 4835.514),(6 4863.9365),(7 4826.408),(8 4993.466),(9 5098.6147),(10 5166.4624),(11 5260.66),(12 5412.3794),(13 5561.3965),(14 5544.3794),(15 5568.853),(16 5461.004),(17 5614.8037),(18 5765.653),(19 5653.4),(20 5830.9883),(21 5830.366),(22 5715.621),(23 5814.9204),(24 5861.378),(25 5849.595),(26 5975.3677),(27 5994.4556),(28 6029.515),(29 6002.407),(30 5960.317),(31 6017.262),(32 6058.004),(33 5933.8105),(34 5992.495),(35 6009.8076),(36 5984.982),(37 5978.14),(38 5989.858),(39 5978.529),(40 5964.238),(41 5873.837),(42 5906.412),(43 5906.132),(44 5967.5938),(45 6020.0044),(46 5995.415),(47 5956.4224),(48 5844.434),(49 5818.844),(50 5813.8213),(51 5807.451),(52 5719.25),(53 5757.238),(54 5728.899),(55 5735.1255),(56 5579.0693),(57 5701.6313),(58 5806.285),(59 5783.328),(60 5741.1816),(61 5775.713),(62 5839.3027),(63 5853.061),(64 6012.5654),(65 6051.3896),(66 5941.2256),(67 6008.5654),(68 6118.8525),(69 6004.059),(70 6044.825),(71 6124.9917),(72 6112.302),(73 6191.158),(74 6230.6416),(75 6369.972),(76 6386.69),(77 6402.8794),(78 6396.651),(79 6429.287),
(1 2981.11),(2 4392.6655),(3 4279.6543),(4 4575.2793),(5 4634.643),(6 4667.7085),(7 4736.9546),(8 4792.4316),(9 4910.4004),(10 5063.542),(11 5139.811),(12 5286.128),(13 5537.7417),(14 5400.5815),(15 5323.3325),(16 5290.905),(17 5389.065),(18 5469.146),(19 5449.776),(20 5627.3145),(21 5487.1597),(22 5403.765),(23 5608.6465),(24 5613.5977),(25 5644.534),(26 5558.0405),(27 5506.4585),(28 5603.5586),(29 5609.032),(30 5607.2803),(31 5688.357),(32 5736.287),(33 5581.8667),(34 5639.0396),(35 5743.946),(36 5776.9126),(37 5717.3296),(38 5678.896),(39 5608.4707),(40 5565.7144),(41 5751.598),(42 5727.7485),(43 5562.067),(44 5605.6787),(45 5564.084),(46 5557.015),(47 5523.825),(48 5513.2373),(49 5545.7563),(50 5510.442),(51 5564.1074),(52 5573.365),(53 5531.6553),(54 5430.3433),(55 5362.1494),(56 5400.8926),(57 5398.767),(58 5563.396),(59 5589.4736),(60 5492.2383),(61 5498.3477),(62 5479.6357),(63 5540.061),(64 5611.5015),(65 5631.967),(66 5578.651),(67 5672.099),(68 5725.061),(69 5726.2515),(70 5662.1973),(71 5802.921),(72 5933.01),(73 5934.9355),(74 5955.2715),(75 6135.8843),(76 6141.087),(77 6153.8105),(78 6288.987),(79 6317.9614),
(1 3018.6423),(2 4469.8774),(3 4416.352),(4 4712.129),(5 4742.434),(6 4700.413),(7 4840.2817),(8 4871.276),(9 5051.868),(10 5243.5444),(11 5233.789),(12 5355.037),(13 5531.1865),(14 5510.5576),(15 5539.805),(16 5430.252),(17 5542.602),(18 5640.6865),(19 5653.345),(20 5779.152),(21 5634.5493),(22 5598.8857),(23 5649.682),(24 5732.7656),(25 5723.8564),(26 5742.6323),(27 5788.341),(28 5861.975),(29 5821.39),(30 5798.133),(31 5813.2505),(32 5701.923),(33 5684.2275),(34 5772.786),(35 5754.4854),(36 5834.925),(37 5753.3413),(38 5716.3223),(39 5780.2417),(40 5878.5273),(41 5814.1626),(42 5848.0654),(43 5721.0815),(44 5645.4385),(45 5743.5806),(46 5750.3),(47 5793.5215),(48 5849.0435),(49 5766.9536),(50 5708.4814),(51 5803.0967),(52 5870.247),(53 5838.853),(54 5811.073),(55 5727.216),(56 5690.113),(57 5886.556),(58 5911.9624),(59 5860.657),(60 5821.23),(61 5850.428),(62 5848.727),(63 5861.4346),(64 5847.034),(65 5808.911),(66 5849.661),(67 5910.4355),(68 5903.641),(69 5895.8047),(70 5875.601),(71 5889.146),(72 5972.851),(73 5989.781),(74 5900.4727),(75 6061.3257),(76 6072.508),(77 6078.222),(78 6058.152),(79 6032.784),
(1 2937.568),(2 4346.329),(3 4196.1914),(4 4403.706),(5 4455.3623),(6 4515.685),(7 4587.36),(8 4696.374),(9 4783.5024),(10 4982.5957),(11 5002.615),(12 5115.0586),(13 5147.3374),(14 5184.745),(15 5258.9067),(16 5115.294),(17 5302.0674),(18 5460.802),(19 5474.65),(20 5570.045),(21 5400.3223),(22 5540.9976),(23 5678.4297),(24 5522.7876),(25 5595.7593),(26 5722.421),(27 5665.2563),(28 5626.699),(29 5669.5425),(30 5678.585),(31 5788.053),(32 5769.8643),(33 5670.5815),(34 5745.613),(35 5763.6377),(36 5746.7026),(37 5675.146),(38 5614.6353),(39 5715.869),(40 5750.353),(41 5792.9644),(42 5733.356),(43 5574.233),(44 5555.839),(45 5602.1143),(46 5664.2773),(47 5606.7974),(48 5529.6064),(49 5528.7554),(50 5493.3525),(51 5628.5376),(52 5676.2275),(53 5512.343),(54 5386.4634),(55 5368.6675),(56 5477.3623),(57 5483.7246),(58 5545.8066),(59 5547.3906),(60 5481.805),(61 5516.738),(62 5581.431),(63 5587.9946),(64 5596.378),(65 5605.977),(66 5649.299),(67 5691.951),(68 5715.027),(69 5618.3457),(70 5598.7095),(71 5687.0015),(72 5725.7974),(73 5692.784),(74 5747.113),(75 5740.9873),(76 5686.0513),(77 5813.863),(78 5844.2466),(79 5798.082),
(1 2908.8074),(2 4275.561),(3 4164.7715),(4 4415.7954),(5 4457.135),(6 4509.301),(7 4573.56),(8 4628.681),(9 4778.3477),(10 4887.09),(11 4864.3228),(12 4986.028),(13 5130.9185),(14 5130.9175),(15 5095.46),(16 5104.086),(17 5222.657),(18 5197.863),(19 5314.5806),(20 5274.5796),(21 5134.3438),(22 5211.4644),(23 5355.3286),(24 5353.1064),(25 5449.265),(26 5489.427),(27 5512.4385),(28 5424.1963),(29 5426.328),(30 5463.3115),(31 5524.8594),(32 5485.7114),(33 5471.677),(34 5539.6665),(35 5536.595),(36 5565.928),(37 5507.7925),(38 5431.511),(39 5505.9595),(40 5547.8896),(41 5474.3813),(42 5500.012),(43 5480.9834),(44 5416.5747),(45 5499.846),(46 5553.8535),(47 5492.317),(48 5405.047),(49 5400.405),(50 5542.9097),(51 5568.7817),(52 5568.0938),(53 5469.3247),(54 5340.5186),(55 5330.31),(56 5474.8784),(57 5474.869),(58 5384.2417),(59 5414.1514),(60 5389.967),(61 5412.903),(62 5486.281),(63 5534.3643),(64 5467.6333),(65 5455.601),(66 5517.5015),(67 5568.303),(68 5570.4155),(69 5651.6787),(70 5662.3125),(71 5661.722),(72 5638.8774),(73 5630.475),(74 5679.2686),(75 5690.7285),(76 5707.974),(77 5687.7236),(78 5665.167),(79 5813.612),
(1 2923.7615),(2 4236.512),(3 4180.776),(4 4462.4785),(5 4413.487),(6 4469.837),(7 4625.944),(8 4680.181),(9 4749.994),(10 4852.4165),(11 4835.451),(12 4995.802),(13 4971.9863),(14 5112.928),(15 5102.4165),(16 5127.8506),(17 5276.244),(18 5295.597),(19 5306.196),(20 5302.2515),(21 5195.809),(22 5309.6147),(23 5385.809),(24 5418.8364),(25 5482.796),(26 5406.9375),(27 5396.35),(28 5367.5664),(29 5367.8486),(30 5422.048),(31 5464.087),(32 5293.4727),(33 5349.896),(34 5404.2266),(35 5325.6143),(36 5398.5264),(37 5434.369),(38 5454.7896),(39 5465.0093),(40 5461.134),(41 5465.5273),(42 5357.0615),(43 5328.4),(44 5335.9624),(45 5420.9067),(46 5362.2456),(47 5330.684),(48 5294.3306),(49 5274.2705),(50 5393.087),(51 5388.9937),(52 5320.8203),(53 5374.9927),(54 5311.3394),(55 5271.602),(56 5313.889),(57 5410.466),(58 5405.4478),(59 5305.0166),(60 5324.633),(61 5360.2456),(62 5336.333),(63 5340.2705),(64 5314.413),(65 5312.7793),(66 5443.559),(67 5478.5483),(68 5409.9575),(69 5448.321),(70 5518.948),(71 5509.782),(72 5499.721),(73 5557.8228),(74 5550.764),(75 5557.454),(76 5624.808),(77 5653.965),(78 5641.7793),(79 5650.1626),
(1 2857.0667),(2 4100.121),(3 3955.8953),(4 4225.4243),(5 4199.089),(6 4175.3296),(7 4386.05),(8 4389.7065),(9 4531.594),(10 4653.56),(11 4526.093),(12 4649.5635),(13 4821.9604),(14 4842.363),(15 4831.907),(16 4876.766),(17 5002.6167),(18 5079.191),(19 5092.328),(20 5020.708),(21 4941.832),(22 5106.3354),(23 5168.0034),(24 5195.748),(25 5210.5093),(26 5165.4688),(27 5215.2036),(28 5176.296),(29 5164.3335),(30 5210.8174),(31 5206.2603),(32 5107.023),(33 5278.2974),(34 5429.905),(35 5243.015),(36 5179.6025),(37 5194.405),(38 5217.602),(39 5298.018),(40 5183.0884),(41 5180.119),(42 5234.358),(43 5157.92),(44 5094.7583),(45 5249.3955),(46 5183.402),(47 5143.745),(48 5031.8604),(49 5055.327),(50 5115.615),(51 5127.968),(52 5147.871),(53 5117.8203),(54 5056.157),(55 5075.341),(56 5212.294),(57 5167.3423),(58 5095.5117),(59 5138.3613),(60 5207.7773),(61 5129.6426),(62 5130.711),(63 5120.5137),(64 5073.5234),(65 5134.1074),(66 5224.7734),(67 5308.295),(68 5327.473),(69 5233.768),(70 5221.9185),(71 5285.4326),(72 5365.5464),(73 5431.853),(74 5389.7686),(75 5371.142),(76 5415.1924),(77 5403.5044),(78 5367.1035),(79 5557.193),
(1 2802.166),(2 4017.6743),(3 3919.3555),(4 4175.1406),(5 4254.4927),(6 4200.519),(7 4362.115),(8 4537.4785),(9 4720.8013),(10 4699.494),(11 4690.8403),(12 4868.9634),(13 4988.368),(14 5035.435),(15 4946.3022),(16 4946.1016),(17 5131.2324),(18 5174.8037),(19 5198.481),(20 5139.63),(21 5061.5073),(22 5181.3013),(23 5240.0356),(24 5264.418),(25 5319.1997),(26 5168.47),(27 5198.13),(28 5166.9717),(29 5195.486),(30 5236.931),(31 5143.074),(32 5080.6626),(33 5163.283),(34 5276.8403),(35 5255.84),(36 5202.0176),(37 5143.9956),(38 5231.676),(39 5303.287),(40 5243.2773),(41 5210.288),(42 5226.235),(43 5109.182),(44 5181.5386),(45 5238.411),(46 5207.6284),(47 5129.4844),(48 5140.8584),(49 5158.5366),(50 5321.8506),(51 5333.2744),(52 5152.01),(53 5174.8794),(54 5254.015),(55 5187.353),(56 5288.8086),(57 5370.833),(58 5238.243),(59 5137.2124),(60 5146.061),(61 5161.914),(62 5181.816),(63 5123.3047),(64 5153.4497),(65 5298.284),(66 5303.936),(67 5349.767),(68 5317.3647),(69 5270.1543),(70 5309.6216),(71 5274.7666),(72 5360.8027),(73 5385.32),(74 5477.029),(75 5454.127),(76 5403.1147),(77 5451.8394),(78 5461.4736),(79 5524.231),
