1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8607.441),(2 7899.656),(3 19254.62),(4 20827.072),(5 34392.895),(6 40670.387),(7 54582.28),(8 61098.473),(9 74529.79),(10 81887.12),(11 95592.836),(12 102365.73),(13 115670.03),(14 124087.164),(15 138128.42),(16 148261.98),(17 164537.31),(18 178455.36),(19 195425.86),(20 211153.58),(21 231196.81),(22 248272.73),(23 264608.16),(24 280974.75),(25 299787.84),(26 319305.63),(27 336317.13),(28 357785.16),(29 378062.4),(30 399531.5),(31 424980.53),(32 447419.34),(33 471908.63),(34 491818.4),(35 514752.5),(36 537457.8),(37 570075.7),(38 592280.6),(39 619428.06),(40 642894.3),(41 671999.06),(42 696864.56),(43 725187.75),(44 757542.94),(45 788878.5),(46 825674.5),(47 860361.44),(48 902041.94),(49 939783.5),(50 979713.25),(51 1015989.06),(52 1050481.6),(53 1077785.4),(54 1110968.1),(55 1140014.5),(56 1179218.4),(57 1217184.4),(58 1257957.6),(59 1299306.5),(60 1342713.1),(61 1391372.6),(62 1442536),(63 1500900.1),(64 1553827.6),(65 1611783.1),(66 1671428),(67 1732620.4),(68 1794461.6),(69 1857538),(70 1923619.9),(71 1981188.6),(72 2047835.1),(73 2105914),(74 2172550.8),(75 2250135.3),(76 2319471.8),(77 2385170.8),(78 2446016.3),(79 2510850.8),
(1 222.16115),(2 314.2274),(3 343.35666),(4 356.3346),(5 368.68533),(6 390.66913),(7 365.1908),(8 374.1944),(9 378.06003),(10 388.08636),(11 388.66058),(12 378.60086),(13 384.26895),(14 384.3962),(15 394.06207),(16 384.2427),(17 391.03833),(18 392.9799),(19 394.73813),(20 396.88974),(21 386.86084),(22 388.7631),(23 387.64984),(24 386.7859),(25 387.73248),(26 389.8459),(27 399.0034),(28 399.46454),(29 394.5395),(30 395.404),(31 396.33932),(32 390.47382),(33 393.43445),(34 396.7554),(35 396.28766),(36 395.02872),(37 395.82788),(38 394.61664),(39 396.0943),(40 386.7797),(41 382.10242),(42 381.19174),(43 384.34805),(44 385.43265),(45 392.82907),(46 392.94476),(47 387.24457),(48 381.93152),(49 373.20673),(50 369.27512),(51 375.00943),(52 376.57968),(53 382.2143),(54 381.96432),(55 381.28732),(56 382.4772),(57 374.61826),(58 373.87122),(59 374.67978),(60 373.76306),(61 374.29434),(62 376.3014),(63 382.3228),(64 379.40775),(65 376.47458),(66 371.40833),(67 370.51126),(68 368.28857),(69 368.37515),(70 368.48068),(71 366.93967),(72 362.72134),(73 363.3004),(74 365.9297),(75 372.53738),(76 370.64246),(77 372.07217),(78 373.1453),(79 378.89008),
(1 230.47993),(2 318.59583),(3 345.00568),(4 363.23853),(5 368.37625),(6 389.5364),(7 368.3207),(8 380.5201),(9 386.85803),(10 383.4073),(11 389.1546),(12 381.29608),(13 378.79492),(14 378.90695),(15 390.4276),(16 383.65643),(17 382.1978),(18 384.78842),(19 392.54605),(20 392.48096),(21 379.23392),(22 377.45563),(23 376.8378),(24 377.46948),(25 379.4306),(26 383.0011),(27 388.16122),(28 389.06052),(29 393.60333),(30 397.10873),(31 395.89124),(32 392.05695),(33 391.43668),(34 394.33795),(35 393.48077),(36 390.34854),(37 387.9025),(38 388.18048),(39 389.50433),(40 388.43582),(41 385.64838),(42 382.9734),(43 381.63126),(44 384.94104),(45 389.66),(46 389.97443),(47 384.37808),(48 378.6398),(49 371.3045),(50 364.46622),(51 369.58936),(52 369.1182),(53 369.83328),(54 372.9328),(55 363.54156),(56 366.2309),(57 361.13495),(58 362.13205),(59 362.37634),(60 361.0062),(61 361.7856),(62 367.32935),(63 373.52695),(64 373.0395),(65 379.34772),(66 377.6704),(67 379.01804),(68 380.46176),(69 373.96457),(70 373.23837),(71 366.05765),(72 364.16666),(73 366.06122),(74 366.47974),(75 373.6553),(76 372.85556),(77 372.87857),(78 377.07153),(79 376.345),
(1 223.3302),(2 309.2184),(3 325.4567),(4 333.4696),(5 353.37155),(6 366.2932),(7 340.51428),(8 347.92874),(9 357.23178),(10 364.78592),(11 370.06702),(12 372.19162),(13 366.68704),(14 365.00012),(15 378.2854),(16 374.44492),(17 368.0153),(18 374.87457),(19 387.80814),(20 385.53925),(21 375.49496),(22 364.41348),(23 365.783),(24 366.63672),(25 368.99023),(26 377.35767),(27 380.50995),(28 379.84717),(29 382.5029),(30 380.61752),(31 376.51712),(32 373.1908),(33 367.75333),(34 374.49533),(35 372.276),(36 367.89066),(37 367.8824),(38 368.13928),(39 380.83002),(40 377.10815),(41 382.0795),(42 376.7494),(43 375.38315),(44 378.42712),(45 372.49683),(46 377.95465),(47 379.83612),(48 377.5921),(49 374.23465),(50 371.387),(51 374.67697),(52 374.83438),(53 369.71118),(54 372.53885),(55 369.45013),(56 367.19403),(57 364.2353),(58 367.02917),(59 366.70172),(60 367.99664),(61 368.44382),(62 370.16193),(63 369.66068),(64 369.62234),(65 369.161),(66 363.48758),(67 363.49466),(68 369.77292),(69 371.1185),(70 360.33743),(71 358.33606),(72 350.28992),(73 354.01566),(74 350.95593),(75 354.50906),(76 356.53854),(77 353.85956),(78 348.74722),(79 348.45804),
(1 212.49585),(2 295.43674),(3 312.5047),(4 318.61206),(5 344.1122),(6 357.62537),(7 333.235),(8 343.2972),(9 350.9688),(10 356.63068),(11 356.6786),(12 352.91953),(13 346.3843),(14 354.58496),(15 366.17722),(16 357.47293),(17 357.23816),(18 362.07132),(19 366.40427),(20 361.63202),(21 356.4593),(22 354.48453),(23 351.98148),(24 351.67065),(25 356.27554),(26 357.79358),(27 365.8822),(28 368.33835),(29 371.74094),(30 367.88376),(31 365.38348),(32 367.51733),(33 360.27975),(34 372.076),(35 370.6035),(36 369.1814),(37 361.0916),(38 361.31406),(39 365.42523),(40 364.924),(41 364.8346),(42 368.74506),(43 367.55252),(44 370.07828),(45 368.7065),(46 373.70004),(47 373.78116),(48 361.58514),(49 360.5254),(50 360.59225),(51 367.54596),(52 368.38623),(53 361.6682),(54 365.57388),(55 364.94147),(56 358.14594),(57 352.59055),(58 356.07623),(59 357.90897),(60 361.37866),(61 360.46658),(62 360.63098),(63 364.30447),(64 364.9223),(65 367.34293),(66 363.87918),(67 359.2432),(68 358.67908),(69 357.87857),(70 353.23038),(71 346.54288),(72 349.84314),(73 350.99063),(74 348.64447),(75 352.21735),(76 348.29074),(77 347.70038),(78 350.34702),(79 349.60837),
(1 209.6371),(2 277.86227),(3 294.76218),(4 306.5923),(5 324.26047),(6 332.94946),(7 321.8534),(8 333.72873),(9 329.95285),(10 331.0271),(11 336.02704),(12 337.16138),(13 329.77277),(14 336.0905),(15 346.3787),(16 339.2634),(17 337.51907),(18 340.13535),(19 348.32455),(20 343.7276),(21 343.22934),(22 341.07285),(23 334.82025),(24 333.4889),(25 334.44296),(26 336.33603),(27 343.44305),(28 346.44858),(29 345.01303),(30 345.16254),(31 340.04843),(32 337.04144),(33 330.3687),(34 332.44156),(35 335.33054),(36 335.31674),(37 331.88498),(38 335.77332),(39 342.45923),(40 339.887),(41 338.78165),(42 339.82114),(43 334.83542),(44 339.94675),(45 345.49185),(46 343.93262),(47 343.74048),(48 338.81216),(49 337.12778),(50 337.931),(51 344.36612),(52 343.0986),(53 346.83423),(54 352.2335),(55 351.5239),(56 348.0063),(57 344.08127),(58 343.2331),(59 345.2389),(60 343.9848),(61 341.18924),(62 339.15826),(63 346.29907),(64 346.82736),(65 342.5738),(66 341.89566),(67 341.84082),(68 340.7833),(69 337.65698),(70 338.86053),(71 336.13562),(72 334.81174),(73 335.81726),(74 333.63983),(75 336.17343),(76 332.23895),(77 331.0575),(78 336.80417),(79 331.55377),
(1 204.66707),(2 267.39252),(3 279.60495),(4 288.10074),(5 302.52997),(6 311.31662),(7 296.95737),(8 310.4136),(9 312.78836),(10 314.99625),(11 315.70508),(12 318.22018),(13 308.63028),(14 313.9219),(15 331.0523),(16 321.79507),(17 320.4489),(18 328.42926),(19 337.19403),(20 335.77774),(21 335.79166),(22 331.61768),(23 324.90625),(24 324.84622),(25 332.60025),(26 330.74023),(27 340.33548),(28 340.24503),(29 337.849),(30 337.92105),(31 333.456),(32 332.461),(33 329.28513),(34 329.55435),(35 328.70056),(36 325.31537),(37 326.7276),(38 326.2428),(39 327.74072),(40 321.90125),(41 324.0278),(42 327.527),(43 322.09146),(44 328.8832),(45 326.61688),(46 333.54965),(47 335.0204),(48 327.4701),(49 324.2248),(50 324.49316),(51 328.95395),(52 327.63446),(53 327.63712),(54 328.9748),(55 329.1025),(56 326.0746),(57 326.60437),(58 326.2956),(59 322.68527),(60 322.1701),(61 324.43713),(62 324.40652),(63 323.61118),(64 324.39932),(65 320.53415),(66 322.61786),(67 322.51538),(68 323.79132),(69 320.06012),(70 316.40985),(71 318.71185),(72 314.3565),(73 311.24506),(74 311.10858),(75 311.841),(76 310.76144),(77 315.93436),(78 321.59305),(79 316.755),
(1 198.87125),(2 258.96082),(3 274.5497),(4 279.73813),(5 299.63312),(6 303.4025),(7 284.45798),(8 300.53854),(9 301.33347),(10 302.18628),(11 301.80048),(12 308.9732),(13 300.82153),(14 309.09195),(15 316.22247),(16 311.28943),(17 310.93597),(18 310.20334),(19 326.23956),(20 325.23187),(21 324.34357),(22 318.68018),(23 314.71353),(24 313.87793),(25 315.25974),(26 321.02777),(27 326.78052),(28 325.75034),(29 325.46628),(30 326.29965),(31 325.8502),(32 320.36426),(33 319.57022),(34 318.99197),(35 319.64835),(36 320.21893),(37 320.03622),(38 315.94534),(39 322.61304),(40 319.76523),(41 315.35803),(42 321.91882),(43 318.99374),(44 318.96802),(45 320.45694),(46 322.9577),(47 320.96762),(48 317.41068),(49 315.81613),(50 312.7691),(51 318.23587),(52 314.26028),(53 314.75525),(54 316.8825),(55 313.51898),(56 311.76587),(57 314.26285),(58 313.37976),(59 314.46472),(60 318.07742),(61 313.38797),(62 314.4467),(63 315.20883),(64 316.5506),(65 316.2153),(66 315.35605),(67 318.4242),(68 317.9502),(69 311.26328),(70 310.46756),(71 312.70074),(72 312.48175),(73 311.87207),(74 312.6158),(75 318.1644),(76 316.23663),(77 321.90704),(78 319.50513),(79 319.15796),
(1 186.1071),(2 241.16936),(3 257.36258),(4 263.7595),(5 280.70947),(6 286.54962),(7 276.24677),(8 289.67694),(9 287.05124),(10 280.6529),(11 283.12253),(12 291.6964),(13 282.10693),(14 290.46146),(15 300.38135),(16 291.91458),(17 294.128),(18 294.99405),(19 308.42578),(20 302.50363),(21 305.9613),(22 303.67624),(23 304.17517),(24 300.24033),(25 302.3473),(26 306.78653),(27 311.36316),(28 309.68906),(29 307.90347),(30 309.64774),(31 303.95377),(32 304.67923),(33 302.11722),(34 301.64514),(35 303.2244),(36 300.668),(37 301.64862),(38 297.86798),(39 305.65042),(40 299.90778),(41 300.0774),(42 299.46228),(43 302.49725),(44 298.1833),(45 297.7479),(46 297.8096),(47 294.29822),(48 291.24112),(49 293.67514),(50 298.1345),(51 305.1581),(52 300.6717),(53 299.7677),(54 296.76193),(55 295.6706),(56 292.8099),(57 293.04974),(58 291.40344),(59 289.10126),(60 290.10275),(61 292.0506),(62 292.4992),(63 292.24222),(64 291.4849),(65 292.11386),(66 294.01627),(67 295.66943),(68 298.606),(69 293.05515),(70 286.30246),(71 290.48196),(72 289.7686),(73 291.8709),(74 293.10727),(75 298.29172),(76 294.08725),(77 297.17896),(78 293.37888),(79 294.89325),
(1 186.03426),(2 238.67184),(3 258.30923),(4 262.10733),(5 278.356),(6 282.419),(7 263.48193),(8 280.7536),(9 285.4761),(10 280.54242),(11 273.08026),(12 280.67545),(13 274.43338),(14 281.66907),(15 289.99176),(16 286.2076),(17 289.2581),(18 289.194),(19 291.88412),(20 289.8335),(21 292.662),(22 290.89212),(23 291.4735),(24 289.39215),(25 292.3958),(26 293.42545),(27 305.24252),(28 305.19983),(29 297.40945),(30 295.19138),(31 293.78748),(32 296.373),(33 294.79913),(34 299.9572),(35 293.98813),(36 295.04208),(37 298.6751),(38 296.19077),(39 305.87564),(40 307.712),(41 300.1417),(42 300.874),(43 305.22638),(44 307.55832),(45 300.89218),(46 303.15182),(47 300.34296),(48 298.0929),(49 292.32),(50 288.2651),(51 303.5605),(52 299.2262),(53 301.3557),(54 297.7301),(55 295.52875),(56 293.8069),(57 294.12842),(58 293.6375),(59 293.24713),(60 296.70898),(61 296.4721),(62 294.30853),(63 297.02942),(64 293.453),(65 299.04224),(66 297.2124),(67 296.33685),(68 295.67145),(69 292.78513),(70 289.69687),(71 288.6849),(72 290.05383),(73 289.4437),(74 290.6874),(75 296.24066),(76 295.41077),(77 294.67905),(78 290.8775),(79 293.69766),
(1 177.87541),(2 229.7487),(3 246.14995),(4 251.0119),(5 269.67648),(6 269.33203),(7 257.33368),(8 270.96484),(9 266.9324),(10 263.96594),(11 259.51068),(12 271.89825),(13 267.20496),(14 270.6711),(15 276.21933),(16 273.7018),(17 271.5443),(18 274.74023),(19 273.423),(20 271.71262),(21 277.63788),(22 276.94403),(23 277.9974),(24 275.88522),(25 274.0379),(26 273.6696),(27 280.37143),(28 276.09335),(29 269.67584),(30 275.22147),(31 277.60126),(32 278.11462),(33 273.56192),(34 274.65778),(35 275.99698),(36 279.44305),(37 279.46237),(38 278.36972),(39 284.6862),(40 284.51953),(41 283.91367),(42 282.21567),(43 283.832),(44 281.57294),(45 283.1746),(46 284.56656),(47 283.95844),(48 279.7428),(49 279.65805),(50 276.1631),(51 280.3583),(52 277.74823),(53 280.18912),(54 281.29898),(55 279.25458),(56 280.5573),(57 279.99377),(58 276.93835),(59 280.57635),(60 278.4087),(61 281.62723),(62 281.6237),(63 284.1584),(64 280.5953),(65 284.75058),(66 285.22763),(67 283.2126),(68 283.58688),(69 282.3),(70 280.17484),(71 280.4832),(72 274.47385),(73 274.70264),(74 273.1468),(75 278.9998),(76 276.18213),(77 276.1917),(78 274.50995),(79 277.24103),
(1 169.65694),(2 217.82085),(3 231.66624),(4 237.68288),(5 247.89789),(6 248.82442),(7 240.53226),(8 258.25128),(9 254.6756),(10 249.962),(11 251.24146),(12 254.89868),(13 251.09065),(14 256.80594),(15 264.64456),(16 262.4682),(17 262.84348),(18 264.24692),(19 262.3669),(20 264.99683),(21 270.0779),(22 269.71283),(23 269.50845),(24 268.0732),(25 269.22128),(26 268.70105),(27 273.4666),(28 269.8809),(29 271.19086),(30 271.11655),(31 271.63522),(32 274.29715),(33 272.68515),(34 268.7955),(35 271.69394),(36 271.4434),(37 268.2647),(38 262.2004),(39 266.6532),(40 266.7655),(41 265.49408),(42 268.4752),(43 266.82498),(44 268.92276),(45 269.49762),(46 268.6678),(47 271.7465),(48 271.1145),(49 273.7818),(50 271.85397),(51 270.63757),(52 269.9415),(53 272.3038),(54 274.93246),(55 273.95013),(56 275.56522),(57 277.8149),(58 276.13925),(59 274.42633),(60 276.1524),(61 274.13632),(62 270.80798),(63 273.4048),(64 271.94333),(65 274.1385),(66 270.91165),(67 270.3631),(68 269.93344),(69 268.39246),(70 269.2922),(71 265.21786),(72 264.96738),(73 264.2775),(74 259.77795),(75 270.21616),(76 268.77472),(77 268.09814),(78 268.97595),(79 269.9699),
(1 171.57007),(2 220.50317),(3 237.0528),(4 241.12433),(5 256.20905),(6 252.80466),(7 243.64409),(8 254.9882),(9 255.08733),(10 252.91658),(11 251.64497),(12 262.33008),(13 260.03677),(14 263.07205),(15 260.54352),(16 258.07962),(17 257.88644),(18 259.66913),(19 254.4936),(20 255.96838),(21 258.35666),(22 258.417),(23 256.08118),(24 253.96495),(25 257.0779),(26 256.8459),(27 264.01413),(28 258.65253),(29 256.0291),(30 256.98203),(31 257.16666),(32 261.7124),(33 257.43637),(34 258.5375),(35 263.97308),(36 261.0361),(37 254.88608),(38 259.99292),(39 262.87704),(40 259.37424),(41 258.68344),(42 260.8343),(43 260.177),(44 259.835),(45 262.98392),(46 261.7313),(47 264.7209),(48 258.34677),(49 257.82825),(50 259.99316),(51 258.9919),(52 254.35745),(53 256.85434),(54 256.02176),(55 257.13654),(56 253.24458),(57 253.92503),(58 254.85301),(59 254.2174),(60 255.65305),(61 255.282),(62 254.3556),(63 258.9546),(64 257.55154),(65 255.316),(66 258.7915),(67 256.75244),(68 259.96338),(69 259.8428),(70 259.13077),(71 257.8831),(72 256.07608),(73 257.72736),(74 254.92447),(75 264.5132),(76 265.35947),(77 266.52863),(78 265.65555),(79 264.40588),
(1 162.83461),(2 215.90048),(3 236.52953),(4 241.90288),(5 250.97604),(6 242.22954),(7 238.7163),(8 245.8261),(9 253.63062),(10 247.9011),(11 247.72142),(12 248.95215),(13 250.51874),(14 252.07431),(15 252.17195),(16 249.0391),(17 249.93155),(18 253.8358),(19 246.11935),(20 250.76195),(21 247.78899),(22 250.59961),(23 252.19658),(24 251.9874),(25 255.02066),(26 252.81964),(27 257.2608),(28 252.56207),(29 251.73094),(30 256.03592),(31 255.14598),(32 256.52335),(33 254.07967),(34 251.90376),(35 253.41277),(36 251.35265),(37 252.39095),(38 250.71503),(39 252.45378),(40 255.1163),(41 250.1134),(42 250.47614),(43 248.84407),(44 249.62611),(45 247.84259),(46 247.01723),(47 252.22032),(48 250.99805),(49 246.8764),(50 249.6595),(51 253.63432),(52 247.55547),(53 251.50273),(54 253.69759),(55 250.39246),(56 249.77155),(57 250.07791),(58 252.85553),(59 253.0706),(60 253.88606),(61 251.00903),(62 251.14435),(63 254.30833),(64 254.13054),(65 255.20523),(66 255.97237),(67 252.60065),(68 258.50296),(69 255.34865),(70 260.13205),(71 257.8753),(72 252.89514),(73 250.08405),(74 252.72264),(75 260.0853),(76 258.9443),(77 259.39798),(78 256.4152),(79 257.05905),
(1 165.56024),(2 210.06415),(3 225.49934),(4 234.34566),(5 244.41212),(6 232.88991),(7 232.88918),(8 244.47473),(9 244.1942),(10 238.9429),(11 243.32977),(12 241.83202),(13 240.7536),(14 244.02068),(15 246.79439),(16 245.79799),(17 243.68861),(18 245.73294),(19 241.67734),(20 242.46921),(21 240.13252),(22 242.87445),(23 240.94553),(24 242.02718),(25 239.40398),(26 239.6618),(27 246.67656),(28 240.1291),(29 235.30196),(30 243.88136),(31 244.36632),(32 244.97156),(33 241.86453),(34 240.80937),(35 241.70769),(36 241.08975),(37 240.2252),(38 241.95421),(39 247.73358),(40 245.50548),(41 246.02592),(42 245.50789),(43 245.13356),(44 245.2773),(45 240.67407),(46 241.85228),(47 239.49815),(48 238.44016),(49 237.49594),(50 240.38972),(51 247.77898),(52 242.53136),(53 241.95508),(54 245.7483),(55 243.98207),(56 245.06653),(57 241.00137),(58 239.82463),(59 235.76958),(60 236.6831),(61 237.28867),(62 237.20277),(63 241.2182),(64 242.4195),(65 244.25687),(66 241.57413),(67 243.19867),(68 244.7378),(69 241.49734),(70 247.22717),(71 248.99251),(72 245.63065),(73 245.79886),(74 241.80763),(75 247.27458),(76 245.99129),(77 243.88199),(78 247.69783),(79 248.10262),
(1 163.28743),(2 209.21143),(3 229.17595),(4 235.85005),(5 249.2797),(6 238.73286),(7 232.99957),(8 238.52528),(9 242.56764),(10 238.15776),(11 241.3566),(12 238.67055),(13 237.21695),(14 241.02109),(15 241.17213),(16 241.35265),(17 237.39642),(18 241.37543),(19 237.23524),(20 237.24168),(21 234.54105),(22 236.81364),(23 237.25206),(24 238.82808),(25 234.63501),(26 238.78531),(27 245.32193),(28 241.26324),(29 235.9775),(30 239.63959),(31 241.20338),(32 237.30217),(33 236.6389),(34 236.08649),(35 237.43765),(36 236.94711),(37 237.09659),(38 235.31679),(39 242.69235),(40 241.7873),(41 240.70647),(42 240.40132),(43 239.2339),(44 239.06372),(45 238.19078),(46 239.2705),(47 235.36574),(48 235.26746),(49 233.37047),(50 234.07024),(51 240.16219),(52 235.62256),(53 236.12248),(54 236.26663),(55 238.75069),(56 237.71716),(57 235.48563),(58 233.57198),(59 233.125),(60 232.85101),(61 232.98315),(62 233.51688),(63 240.46724),(64 239.11647),(65 237.23135),(66 236.57002),(67 239.18315),(68 241.23024),(69 241.38477),(70 244.45497),(71 241.97063),(72 239.5999),(73 240.52866),(74 239.26811),(75 243.73477),(76 242.69312),(77 241.77902),(78 241.59558),(79 241.8836),
(1 163.89697),(2 202.61711),(3 227.46259),(4 232.03825),(5 241.34152),(6 233.60944),(7 227.02696),(8 233.51768),(9 235.93376),(10 235.29015),(11 238.53271),(12 238.9353),(13 237.06657),(14 239.1651),(15 241.28798),(16 241.82565),(17 240.82014),(18 245.00432),(19 238.08954),(20 237.08817),(21 239.83415),(22 236.77142),(23 235.55792),(24 232.64703),(25 232.96414),(26 231.82962),(27 238.70703),(28 233.98126),(29 234.62161),(30 235.1641),(31 240.88295),(32 240.85373),(33 243.65579),(34 240.45518),(35 239.66032),(36 235.65704),(37 235.06195),(38 235.04475),(39 238.01036),(40 237.43279),(41 239.98654),(42 239.84874),(43 235.37663),(44 233.32698),(45 234.52165),(46 234.8368),(47 233.49788),(48 233.28996),(49 235.52089),(50 234.26617),(51 239.52032),(52 235.80992),(53 232.95905),(54 234.18698),(55 235.0534),(56 236.77661),(57 235.97314),(58 234.38275),(59 233.83398),(60 233.39996),(61 233.90663),(62 230.97841),(63 237.67003),(64 235.91222),(65 238.91095),(66 232.43484),(67 232.2641),(68 234.55594),(69 237.45247),(70 236.87497),(71 235.39323),(72 232.86469),(73 235.0392),(74 236.56364),(75 242.08694),(76 241.6113),(77 242.65408),(78 239.88327),(79 239.0609),
(1 158.85947),(2 195.80548),(3 219.2836),(4 223.74365),(5 233.66827),(6 225.81303),(7 224.92636),(8 234.09856),(9 235.29616),(10 233.79893),(11 231.38695),(12 228.77736),(13 225.29485),(14 229.75522),(15 234.10876),(16 230.26381),(17 228.20023),(18 232.40625),(19 228.00314),(20 224.73027),(21 226.89322),(22 227.2403),(23 222.30083),(24 226.83476),(25 225.66446),(26 226.03146),(27 228.08783),(28 225.71426),(29 226.98317),(30 223.46172),(31 227.75096),(32 226.98726),(33 227.73587),(34 225.63596),(35 226.97693),(36 224.43134),(37 226.56242),(38 224.13748),(39 230.48013),(40 229.98569),(41 229.7968),(42 229.08052),(43 227.94803),(44 230.12393),(45 225.64815),(46 225.86545),(47 227.01045),(48 222.86969),(49 223.44875),(50 224.14966),(51 226.25848),(52 225.60245),(53 222.16644),(54 222.5797),(55 226.8627),(56 225.591),(57 224.45508),(58 224.79298),(59 223.34032),(60 223.75342),(61 223.03484),(62 219.86465),(63 227.9214),(64 224.63435),(65 223.34918),(66 223.6458),(67 222.04619),(68 224.2933),(69 221.5645),(70 219.84071),(71 221.14307),(72 219.48424),(73 220.00717),(74 220.10703),(75 230.27301),(76 228.82741),(77 226.06978),(78 223.25568),(79 222.95381),
