1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 14331.138),(2 47048.375),(3 108961.68),(4 193301.86),(5 291645.9),(6 395172),(7 490260),(8 546727.44),(9 628920.94),(10 726927.06),(11 819044.25),(12 897335.8),(13 980862.5),(14 1078047.6),(15 1225187.9),(16 1353845.6),(17 1462908.6),(18 1583857.6),(19 1720743.4),(20 1855927.6),(21 1995041.4),(22 2162110.3),(23 2306911),(24 2408134.3),(25 2474042),(26 2526092.3),(27 2580363.3),(28 2622453),(29 2680077.3),(30 2739666.3),(31 2803555.3),(32 2877247.3),(33 2958915.3),(34 3047794),(35 3120466),(36 3176410),(37 3219909.8),(38 3240272.3),(39 3249060.8),(40 3233873.3),(41 3214942),(42 3187131.8),(43 3137280.8),(44 3091402.3),(45 3059240.8),(46 3026081.3),(47 3027353.3),(48 3017258.3),(49 3050292.8),(50 3093062.8),(51 3152990.8),(52 3225188),(53 3313617),(54 3386406.8),(55 3454082),(56 3514492.3),(57 3560217.3),(58 3609378.3),(59 3667836.8),(60 3733969.3),(61 3859216.8),(62 4014860.8),(63 4201684),(64 4392871.5),(65 4568252.5),(66 4726569.5),(67 4907238.5),(68 5073629),(69 5251741),(70 5396811),(71 5524692.5),(72 5637458.5),(73 5750578.5),(74 5845965.5),(75 5931730.5),(76 6013621.5),(77 6101237.5),(78 6203814),(79 6319604),
(1 10697.166),(2 30870.58),(3 54999.87),(4 79568.65),(5 102457.99),(6 123164.5),(7 140972.38),(8 155533.1),(9 166775.33),(10 177772.89),(11 187720.61),(12 196237.53),(13 203317.34),(14 209470.56),(15 216238.64),(16 223706.89),(17 231763.98),(18 238681.58),(19 245484.89),(20 251316.56),(21 256041.97),(22 260931.83),(23 266064.22),(24 271009.9),(25 273571.3),(26 273711.44),(27 273149.13),(28 272088.2),(29 270944.8),(30 270248.22),(31 268793.84),(32 267807.4),(33 267899.7),(34 269046.13),(35 270399.06),(36 271689.9),(37 272255.34),(38 273394.34),(39 275356.25),(40 275973.3),(41 276152.9),(42 276608.44),(43 276378.5),(44 276024.13),(45 275822.03),(46 276525.94),(47 275439.56),(48 274456.06),(49 274836.75),(50 276723.34),(51 278444.7),(52 279275.75),(53 278408.7),(54 277854.03),(55 275780.44),(56 273492.44),(57 272185.78),(58 271269.75),(59 270221.6),(60 268423.34),(61 268610.75),(62 268692.03),(63 269449.3),(64 271144.3),(65 271974.88),(66 272837),(67 272761.16),(68 272439.22),(69 270736.3),(70 269244.44),(71 266714.22),(72 263236.4),(73 261216.73),(74 259535.81),(75 258165.42),(76 256222.9),(77 254586.25),(78 253356.73),(79 251605.47),
(1 11155.117),(2 32381.066),(3 57709.715),(4 83556.79),(5 107781.625),(6 131339),(7 152601.22),(8 171454.17),(9 185374.36),(10 197231.38),(11 207739.22),(12 216505.27),(13 225309.1),(14 232801.7),(15 241409.92),(16 249764.1),(17 259296),(18 267157.84),(19 274713.16),(20 281344.06),(21 286938.3),(22 293092.72),(23 297053.63),(24 300553.56),(25 301136.34),(26 300543.5),(27 300127.22),(28 300972.97),(29 302870.8),(30 305591.16),(31 306680.6),(32 307252.72),(33 308926.6),(34 311168.7),(35 312251.72),(36 312950.97),(37 312609.47),(38 312143),(39 312434.13),(40 310919.28),(41 309186.75),(42 307679.8),(43 304621.22),(44 303419.06),(45 302690.5),(46 302497.9),(47 302958.28),(48 303624.03),(49 305469.44),(50 307953.5),(51 309636.16),(52 311508.4),(53 311595.97),(54 309064.13),(55 304230.7),(56 300478.75),(57 297370.16),(58 294540.16),(59 291274.03),(60 287546.6),(61 285939.97),(62 283963.44),(63 282025.34),(64 282637.53),(65 283125.1),(66 282767.66),(67 281241.9),(68 281021.56),(69 280086.4),(70 279289.88),(71 277833.06),(72 276709.34),(73 275030.13),(74 273428.47),(75 272338.34),(76 271159.13),(77 270438.3),(78 268426.3),(79 267240.78),
(1 11521.365),(2 33104.414),(3 57892.395),(4 81734.805),(5 104059.07),(6 125593.586),(7 145749.28),(8 164189.22),(9 179538.39),(10 193193.78),(11 206376.16),(12 217789.33),(13 228538.5),(14 238135.63),(15 247614.42),(16 258178.98),(17 269374.84),(18 277376.38),(19 284955.75),(20 290378.38),(21 295816.97),(22 301890.1),(23 307090.78),(24 312381.5),(25 312984.94),(26 312222.9),(27 310968.4),(28 310647.53),(29 312073.22),(30 315658.47),(31 318877.16),(32 320627.5),(33 321408.16),(34 321308.25),(35 319080.1),(36 317470.2),(37 316200.78),(38 315059.44),(39 315013.7),(40 314554.84),(41 314329.63),(42 314505),(43 312806.63),(44 312390.63),(45 312449.8),(46 312346.63),(47 312386.03),(48 312818.7),(49 314671.78),(50 318773.1),(51 322298.13),(52 324702.25),(53 324440.9),(54 322394.84),(55 318570.72),(56 315573),(57 311944.3),(58 308715.63),(59 305474.25),(60 301520.78),(61 299242.8),(62 296219.28),(63 294053.3),(64 294468.63),(65 294930.2),(66 295444.63),(67 294652.5),(68 294329.9),(69 292853.34),(70 293121.28),(71 292985.53),(72 293581.7),(73 294291.22),(74 294501.75),(75 295129.28),(76 295402.03),(77 295593.7),(78 294491.28),(79 292271.6),
(1 10586.658),(2 29821.455),(3 51455.605),(4 72849.12),(5 93961.984),(6 112965.06),(7 128770.74),(8 141156.56),(9 151212.19),(10 161002.13),(11 170331.89),(12 178840.88),(13 187060.25),(14 194211.98),(15 203406.5),(16 213095.4),(17 224153.69),(18 232943.64),(19 240827.75),(20 246480.36),(21 252758.17),(22 258102.6),(23 262342.66),(24 267170.66),(25 268237.63),(26 268494.28),(27 267420.16),(28 266675.13),(29 267819.6),(30 270564.38),(31 272464.78),(32 274045.34),(33 275329.3),(34 277169.13),(35 276885.5),(36 275826.75),(37 275547.5),(38 275504.06),(39 276335.3),(40 276861.47),(41 275968.8),(42 275550.25),(43 274966.88),(44 274204.13),(45 272785.47),(46 270542.47),(47 266807.97),(48 264712.94),(49 264264.84),(50 264472.88),(51 265474.78),(52 266721.97),(53 266899.72),(54 264780.78),(55 259342.72),(56 254636.08),(57 250348.53),(58 247009.72),(59 244115.36),(60 241914.55),(61 242409.48),(62 242538.56),(63 243471.48),(64 245222.17),(65 245993.7),(66 246423.27),(67 245185.9),(68 244440.7),(69 242926.66),(70 241829.9),(71 240012.61),(72 238280.13),(73 237605.94),(74 236928.42),(75 236350.64),(76 235799.55),(77 237020),(78 238412.03),(79 239572.22),
(1 10789.152),(2 30975.543),(3 54639.293),(4 78522.84),(5 100569.83),(6 120770.336),(7 137641.53),(8 151612.9),(9 163787.16),(10 175769.86),(11 186629.98),(12 196305.28),(13 205471.45),(14 213717.03),(15 222485.16),(16 231080.98),(17 239224.45),(18 244622.27),(19 249209.06),(20 252723.11),(21 256196.28),(22 260129.33),(23 262642.06),(24 266563.5),(25 268194.6),(26 269100.34),(27 269517.94),(28 270941.13),(29 273530.4),(30 276038.7),(31 278279.13),(32 279931.8),(33 281204.75),(34 282843.88),(35 283549.4),(36 284636.8),(37 286463.03),(38 288490.4),(39 290829.3),(40 291833.4),(41 291977.1),(42 292501.63),(43 292654.4),(44 292524.3),(45 292646.97),(46 292222.7),(47 290482.38),(48 289450.1),(49 289801.4),(50 290417.7),(51 290241.22),(52 289781.16),(53 288234.66),(54 287223.22),(55 284001.13),(56 281633.97),(57 279968.78),(58 278206.13),(59 277219.5),(60 276637.75),(61 278252.88),(62 278047.53),(63 277416.63),(64 278091.8),(65 277842.3),(66 276693.47),(67 274578.38),(68 273669.94),(69 271670.63),(70 270520.34),(71 268026.63),(72 265519.88),(73 263753.66),(74 262554.75),(75 262792.5),(76 263782.66),(77 264906.3),(78 265158.72),(79 264649.9),
(1 10614.977),(2 30496.11),(3 53634.195),(4 77121.05),(5 98761.4),(6 118943.83),(7 136328.55),(8 150613.69),(9 161208.88),(10 170726.39),(11 179344.73),(12 187853.36),(13 196788.44),(14 206111.7),(15 214849.73),(16 223440.95),(17 231518.28),(18 237955.6),(19 243854.67),(20 247207.39),(21 250031.14),(22 253667.69),(23 255911.36),(24 259538.5),(25 259568.02),(26 260110.2),(27 261354.06),(28 263994.4),(29 267820.56),(30 271000.97),(31 272748.4),(32 272327.38),(33 270527.13),(34 269229.5),(35 267425.88),(36 266925.22),(37 267480.75),(38 268814.22),(39 270918.16),(40 271346.4),(41 272331.3),(42 275327.1),(43 277085.06),(44 277730.38),(45 278345.5),(46 279587.84),(47 278621.84),(48 277135.4),(49 275730),(50 274056.13),(51 272716.03),(52 271304.9),(53 268500.25),(54 265672.13),(55 262000.75),(56 259898.22),(57 258776.7),(58 257328),(59 256485.83),(60 255895.08),(61 257509.39),(62 258071.63),(63 258955.8),(64 260315.61),(65 260014.16),(66 259224.45),(67 256751.75),(68 255326.39),(69 252267.03),(70 250128.45),(71 246992.36),(72 245285.88),(73 245011.89),(74 244439.36),(75 244145.03),(76 243639.81),(77 242685.4),(78 240253.53),(79 237211.36),
(1 10075.075),(2 28060.738),(3 47874.742),(4 66929.34),(5 84630.016),(6 102529.13),(7 118830.31),(8 132333.17),(9 143071.97),(10 153390.78),(11 161973.81),(12 169613.75),(13 176775.22),(14 184797.55),(15 194212.69),(16 203405.75),(17 211064.53),(18 217579.64),(19 223289.03),(20 226912.38),(21 229974.16),(22 234261.39),(23 236310.4),(24 238757.47),(25 238593.33),(26 238447.19),(27 238327.06),(28 239933.7),(29 242226.8),(30 244670.31),(31 244999.83),(32 244182.16),(33 242204.63),(34 241893.66),(35 241095.42),(36 241107.75),(37 240967.58),(38 240544.48),(39 240365.28),(40 239871.2),(41 240859.89),(42 242511.89),(43 242196.56),(44 241715.3),(45 242004.89),(46 242863.47),(47 242353.86),(48 242868.8),(49 243919.95),(50 244880.27),(51 245248.61),(52 245457.42),(53 245028.89),(54 244859.19),(55 242885.88),(56 239730.3),(57 236767.22),(58 234164.66),(59 232368.36),(60 230241.66),(61 231034.58),(62 230967.1),(63 230860.77),(64 231625.58),(65 231425.75),(66 231298.31),(67 230666.4),(68 231331.42),(69 230512.9),(70 231076.03),(71 229834.11),(72 228858.56),(73 229286.44),(74 229980.61),(75 231271.61),(76 231177.95),(77 231605.83),(78 230375.98),(79 228837.39),
(1 10393.311),(2 29545.5),(3 51203.473),(4 72717.96),(5 93498.34),(6 114441.96),(7 132334.06),(8 148327.53),(9 162248.36),(10 175319.56),(11 186459.52),(12 195742.47),(13 204256.86),(14 211996.48),(15 220194.06),(16 227166.52),(17 234238.77),(18 239169.73),(19 242709.64),(20 244902.52),(21 246099.33),(22 248658.39),(23 250049.11),(24 252198.86),(25 251795.73),(26 250807.61),(27 251193.56),(28 253333.1),(29 256593.9),(30 258616.03),(31 259154),(32 258572.63),(33 257992.56),(34 258824.4),(35 260316.52),(36 262937.75),(37 265403.38),(38 267893.88),(39 269790.38),(40 270424.3),(41 270996.13),(42 273159),(43 274084.38),(44 274102.5),(45 273703.47),(46 272980.28),(47 270496.28),(48 268535.13),(49 267622.03),(50 266736.2),(51 265736.4),(52 265723.1),(53 266101.6),(54 266520.53),(55 264015.47),(56 260863.5),(57 258238.9),(58 256054.52),(59 254097.6),(60 250994.77),(61 250868),(62 250544.64),(63 250860.23),(64 251997.97),(65 252217),(66 253096.22),(67 254064.14),(68 255923.52),(69 256576.19),(70 256635.52),(71 255567.42),(72 255200.64),(73 255848.44),(74 255862.14),(75 255315.44),(76 254043.53),(77 253375.08),(78 252543.17),(79 250746.52),
(1 9899.008),(2 28056.242),(3 49019.62),(4 70093.305),(5 91064.875),(6 110450.055),(7 125922.38),(8 139077.83),(9 150580.52),(10 161754.81),(11 171255.69),(12 178486.44),(13 185918.25),(14 193179.27),(15 201106.61),(16 209119.1),(17 218110.16),(18 224873.67),(19 230316.81),(20 234381.36),(21 237370.75),(22 240447.52),(23 241458.58),(24 241917.58),(25 240452.03),(26 239016.28),(27 238676.69),(28 240212.3),(29 241788.95),(30 241866.58),(31 241066.7),(32 238925.86),(33 237755.88),(34 237773.14),(35 238826.75),(36 241683.94),(37 243809.75),(38 245340.55),(39 247016.42),(40 248720.08),(41 250748.8),(42 253433.78),(43 254930.69),(44 256197.38),(45 256866.19),(46 256316.4),(47 253858),(48 250696.94),(49 248553.88),(50 245442.45),(51 243638.28),(52 242536.7),(53 242406.75),(54 243447.03),(55 243371.47),(56 243334.56),(57 242629.66),(58 242475.33),(59 242053.22),(60 241396.98),(61 243217.39),(62 243836.8),(63 243544.73),(64 244390.66),(65 244932.95),(66 245866.89),(67 245692.36),(68 246399.25),(69 246499.97),(70 247116.22),(71 247039.83),(72 247430.81),(73 248434.64),(74 249774.73),(75 250891.53),(76 250278.9),(77 249584.02),(78 247213.3),(79 244064.8),
(1 9716.825),(2 27195.172),(3 47229.74),(4 66627.81),(5 86042.92),(6 104119.47),(7 118918.69),(8 131483.95),(9 141541.78),(10 150912.77),(11 159400.42),(12 166755.4),(13 174693.27),(14 183094.98),(15 192144.19),(16 200683.86),(17 210210.88),(18 218673.72),(19 227404.05),(20 233648.47),(21 239536.36),(22 245333.95),(23 248549.61),(24 250935.53),(25 249950.55),(26 248126.4),(27 247132.66),(28 247160.77),(29 247473.6),(30 247044.53),(31 246018.64),(32 244825.31),(33 243030.42),(34 242608.98),(35 243001.73),(36 244570.81),(37 246004.97),(38 246519.1),(39 246801.36),(40 246330.7),(41 246931.05),(42 247123.94),(43 247392.25),(44 248776.89),(45 250711.28),(46 252372.03),(47 251334.53),(48 250365.95),(49 249046.25),(50 247243.48),(51 245582.81),(52 244795.36),(53 244683.56),(54 245031.16),(55 242680.58),(56 240295.84),(57 238320.64),(58 236758.28),(59 235517.73),(60 234101.36),(61 234228.2),(62 234461.75),(63 234088.61),(64 234227.2),(65 233876.42),(66 233850.36),(67 232262.52),(68 231529.28),(69 229344.94),(70 228512.72),(71 227691.25),(72 227487.19),(73 228282.75),(74 229240.6),(75 231205.53),(76 232018.2),(77 233363.58),(78 233455.75),(79 232303.28),
(1 9458.071),(2 26375.936),(3 46008.05),(4 65303.363),(5 84424.7),(6 102729.94),(7 118576.73),(8 132682.39),(9 144419.81),(10 154996.58),(11 163079.14),(12 169795.4),(13 176584.69),(14 183401.94),(15 190573.22),(16 197155.22),(17 203852.89),(18 208549.31),(19 213398.1),(20 216718.28),(21 220258),(22 225689.19),(23 229570.75),(24 232457.19),(25 231478.4),(26 231191.38),(27 231525.16),(28 232988.97),(29 234819.27),(30 234762.22),(31 232848.6),(32 231218.95),(33 229933.95),(34 231271.69),(35 233970.16),(36 237241.19),(37 239311.97),(38 240092.5),(39 240883.94),(40 240325.16),(41 241159.9),(42 242687.9),(43 243166.34),(44 243900.98),(45 244500.97),(46 244790.03),(47 243539.25),(48 242255.72),(49 241766.64),(50 241133.88),(51 240525.1),(52 240988.17),(53 240710.19),(54 240285.33),(55 237332.69),(56 233753.8),(57 230722.7),(58 228560.36),(59 227802.8),(60 225934.4),(61 225660.73),(62 225272.86),(63 224959.77),(64 225408.75),(65 225689.89),(66 226560.75),(67 226184.86),(68 227209.39),(69 227834.06),(70 229034.36),(71 228707.23),(72 227604.95),(73 226814.2),(74 225649.52),(75 225195.97),(76 224006.05),(77 222478.17),(78 219246.75),(79 215411.64),
(1 10016.172),(2 28192.107),(3 49446.758),(4 70532.38),(5 91417.05),(6 111309.57),(7 127851.305),(8 141734.33),(9 153401.5),(10 163359.81),(11 170222.22),(12 176463.98),(13 183523.53),(14 191040.2),(15 198662.19),(16 205738.03),(17 213469.9),(18 220274.75),(19 226408.02),(20 230952.27),(21 235029.39),(22 239781.47),(23 242280.28),(24 244026.66),(25 242864.39),(26 242122.31),(27 241752.73),(28 243312.23),(29 245494.06),(30 246023.58),(31 244612.45),(32 242836.2),(33 240531.86),(34 240769.86),(35 242218.14),(36 244990.86),(37 246093.6),(38 246221.22),(39 247298.53),(40 247863.16),(41 250178.5),(42 252999.19),(43 254907.69),(44 257115.95),(45 258496.14),(46 258626.55),(47 256791.7),(48 254779.7),(49 253002.02),(50 251581.8),(51 250690.3),(52 251516.23),(53 252473.33),(54 251939.56),(55 249434.42),(56 248042.55),(57 246545.86),(58 244622.84),(59 242976.55),(60 240605.95),(61 240002.6),(62 239388.67),(63 238190.25),(64 237160.64),(65 235107.78),(66 233304.9),(67 230446.44),(68 228617.94),(69 226785.3),(70 226733.81),(71 226690.7),(72 227682.94),(73 228519.94),(74 228324.94),(75 228933.84),(76 229683.67),(77 230517.28),(78 229117.08),(79 226146.69),
(1 9576.475),(2 27161.072),(3 48255.934),(4 69326.09),(5 88800.164),(6 106491.195),(7 120379.67),(8 132244.8),(9 142552.98),(10 151664.9),(11 157016.58),(12 161249.22),(13 166786.84),(14 173472.98),(15 180889.03),(16 188896.34),(17 196778.67),(18 203096.66),(19 208429.42),(20 212882.19),(21 217814.11),(22 222524.53),(23 225576.36),(24 227398.1),(25 225715.56),(26 224399.64),(27 225380.77),(28 227473.38),(29 228092.66),(30 227530.9),(31 226271.75),(32 225421.13),(33 224230.61),(34 224539.81),(35 225200.89),(36 225846.56),(37 225936.39),(38 225626.19),(39 225608.67),(40 225797.95),(41 226771.97),(42 228343.92),(43 229473.5),(44 230047.25),(45 229787.3),(46 230102.77),(47 228873.97),(48 227264.98),(49 226560.95),(50 226170.17),(51 225588.48),(52 226467.67),(53 226385.94),(54 225936.78),(55 224086.27),(56 222794.52),(57 221936.47),(58 222403.9),(59 223020.56),(60 222245.39),(61 222205.84),(62 221530.05),(63 221143.88),(64 220941.63),(65 220201.5),(66 219601.39),(67 217784.73),(68 217627.3),(69 217005.3),(70 217246.5),(71 216510.53),(72 215863.61),(73 215422.31),(74 215782.19),(75 216504.7),(76 216015.33),(77 215422.4),(78 214082.52),(79 212437.88),
(1 8870.435),(2 24796.54),(3 43087.164),(4 61437.547),(5 78793.625),(6 94578.98),(7 107753.81),(8 119329.58),(9 128751.734),(10 136773.95),(11 142540.78),(12 148377.52),(13 155452.02),(14 162650.77),(15 169685.52),(16 176812.47),(17 183697.75),(18 189381.17),(19 194797.14),(20 198772.27),(21 201852.69),(22 205204.58),(23 207705.06),(24 209192.63),(25 208319.3),(26 208073.69),(27 209622.3),(28 212186.73),(29 213406.61),(30 213640.31),(31 212077.02),(32 211340.47),(33 211132.19),(34 211871.67),(35 211970.23),(36 212483.63),(37 213378.08),(38 213775.47),(39 214747.22),(40 215340.67),(41 216549.08),(42 217560.69),(43 217948.1),(44 216744.05),(45 215238.77),(46 213844.19),(47 210815.72),(48 208118.89),(49 206254.83),(50 204690.34),(51 203952.55),(52 205119.31),(53 204700.63),(54 204470.61),(55 202164.94),(56 199742.28),(57 197340.9),(58 195116.1),(59 192783.02),(60 189646.23),(61 189415.67),(62 188526),(63 188056.75),(64 188752.06),(65 189768.27),(66 192660.44),(67 194007.23),(68 195938.95),(69 196078.25),(70 197186.08),(71 196864.66),(72 196103.61),(73 195090.47),(74 194550.83),(75 194438.17),(76 194418.27),(77 195014.44),(78 194277.28),(79 193244.52),
(1 9111.998),(2 25405.709),(3 43817.836),(4 62065.91),(5 79303.9),(6 95277.516),(7 108537.484),(8 121336.625),(9 131840.23),(10 139915.34),(11 145684.17),(12 151958.98),(13 159984.95),(14 167030.23),(15 173106.4),(16 179135.86),(17 186188.83),(18 192962.27),(19 199363.95),(20 203673.16),(21 206521.36),(22 209497.89),(23 210549.11),(24 211772.25),(25 212300.58),(26 213349.16),(27 215175.27),(28 215933.4),(29 215856.56),(30 215854),(31 215102.27),(32 214715.42),(33 214453.6),(34 214917.33),(35 215927.2),(36 217151.78),(37 217963.55),(38 218449.6),(39 219418.5),(40 218890.48),(41 218931.52),(42 219308.06),(43 219601.77),(44 219480.23),(45 219713.2),(46 220753),(47 220636.5),(48 220146.44),(49 220720.11),(50 221379.56),(51 221279.2),(52 220484.4),(53 216713.8),(54 213359),(55 210141.53),(56 206539.78),(57 203807.6),(58 202505.7),(59 201496),(60 199560.5),(61 199290.34),(62 197851.64),(63 196659.53),(64 196414.97),(65 196242.77),(66 197930.48),(67 198821.78),(68 200358.77),(69 200010.97),(70 199183.4),(71 197676.44),(72 195697.97),(73 194744.69),(74 194322.64),(75 194734.66),(76 195542.06),(77 197725.1),(78 199271.56),(79 199589.02),
(1 9163.738),(2 26105.883),(3 45171.14),(4 63780.105),(5 81638.03),(6 98311.36),(7 111148),(8 122621.305),(9 131854.58),(10 137989.33),(11 141939.61),(12 146689.25),(13 152549.08),(14 158602.39),(15 165261.78),(16 171505.73),(17 178259.78),(18 184002.22),(19 189142.02),(20 193513.14),(21 196507.5),(22 199820.45),(23 201047.47),(24 201953.86),(25 201586.89),(26 202081.6),(27 202375.1),(28 201548.7),(29 200474.31),(30 199962.58),(31 199670.8),(32 201276.36),(33 202452.3),(34 204905.39),(35 206521.58),(36 208226.48),(37 210000.5),(38 210697.17),(39 210194.63),(40 208217.8),(41 206505.8),(42 205570.23),(43 204419.73),(44 203450.05),(45 202401.17),(46 202136.3),(47 201745.5),(48 200838.67),(49 200536.84),(50 200658.19),(51 200091.16),(52 199661.44),(53 197789.42),(54 196285.72),(55 194884.81),(56 193684.44),(57 192761.1),(58 191343.47),(59 190483.05),(60 189243.45),(61 189541.17),(62 189885.47),(63 190376.44),(64 191256.95),(65 192460.63),(66 194560.25),(67 195791.34),(68 197360.72),(69 198332.6),(70 200184.28),(71 200496.1),(72 200161.72),(73 200035.19),(74 199510.83),(75 199331.8),(76 199047.56),(77 199377.64),(78 199691.63),(79 199250.2),
(1 8723.822),(2 23961.682),(3 41427.918),(4 58474.523),(5 75003.94),(6 89967.03),(7 101326.31),(8 111402.54),(9 119723.65),(10 127547.3),(11 134384.52),(12 141223.16),(13 149155.97),(14 156886.4),(15 163792.72),(16 169512.13),(17 176144.98),(18 181117.7),(19 185257.86),(20 189434.08),(21 193091.16),(22 196924.88),(23 199480.63),(24 201687.13),(25 202374.08),(26 202435.02),(27 201782.9),(28 200404.86),(29 198844.16),(30 197637.27),(31 196634.36),(32 196786.72),(33 197671.97),(34 200181.72),(35 203218.08),(36 206231),(37 208890.5),(38 209699.39),(39 209424.52),(40 208278.3),(41 207155.69),(42 206563.66),(43 206482.2),(44 206932.53),(45 207854.81),(46 208428.75),(47 209251.06),(48 208773.88),(49 207682.81),(50 207020.72),(51 206415.97),(52 205737.63),(53 203660.84),(54 202633.44),(55 200880.23),(56 199057.16),(57 196719),(58 194142.67),(59 193514.83),(60 192621.72),(61 193376.98),(62 195036.16),(63 197091.98),(64 199326.67),(65 201250.3),(66 203926.9),(67 205596.7),(68 207042.72),(69 206348.31),(70 206103.6),(71 204704.92),(72 203305.55),(73 202692.63),(74 202396.7),(75 201946.7),(76 201144.17),(77 201094),(78 200591.17),(79 199502.34),
