1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 196009.19),(2 710338.2),(3 1457308),(4 2307633.8),(5 3225780),(6 4162388.8),(7 5049569.5),(8 5923892),(9 6726832),(10 7554110),(11 8528691),(12 9454508),(13 10412235),(14 11324301),(15 11991291),(16 12629123),(17 13236179),(18 13854272),(19 14420005),(20 14823036),(21 15261256),(22 15627435),(23 15709832),(24 15701704),(25 15633560),(26 15628277),(27 15687955),(28 15942365),(29 16379875),(30 17101696),(31 17923294),(32 18790328),(33 19381064),(34 19784264),(35 20170422),(36 20513216),(37 20707066),(38 20883256),(39 21300574),(40 21838496),(41 22642042),(42 23507760),(43 24391958),(44 25365534),(45 26340842),(46 27074362),(47 27673930),(48 27977994),(49 27876198),(50 27612822),(51 27383818),(52 27150726),(53 26992470),(54 26875144),(55 26871834),(56 27006402),(57 27394352),(58 27822848),(59 28306282),(60 28745554),(61 29114554),(62 29454474),(63 29795184),(64 29897630),(65 29971096),(66 29975090),(67 29858208),(68 29891606),(69 29818302),(70 29835526),(71 29963962),(72 30234306),(73 30643246),(74 31080814),(75 31560970),(76 32235830),(77 32982754),(78 33548784),(79 33895852),
(1 43729.313),(2 91158.25),(3 108712.11),(4 110446.234),(5 111416.664),(6 111755.59),(7 107986.41),(8 102422.92),(9 104887.62),(10 110304.42),(11 112254.9),(12 111706.64),(13 111336.52),(14 110747.28),(15 112258.27),(16 113072.5),(17 114536.41),(18 115200.625),(19 113410.06),(20 110979.34),(21 110169.82),(22 112566.17),(23 116064.98),(24 118762.74),(25 116186.3),(26 115166.77),(27 115482.31),(28 115654.1),(29 116432.68),(30 114159.15),(31 112189.69),(32 113407.57),(33 117065.94),(34 119041.87),(35 120357.73),(36 121482.43),(37 121433.375),(38 120150.95),(39 117308.06),(40 117881.84),(41 120735.82),(42 124651.71),(43 124064.21),(44 125275.61),(45 125855.34),(46 125668.016),(47 125946.695),(48 122227.73),(49 120574.95),(50 125726.86),(51 128789.65),(52 125129.945),(53 121014.8),(54 120050.74),(55 122561.9),(56 123770.1),(57 121853.84),(58 120241.02),(59 118802.14),(60 119672.734),(61 121567.11),(62 121436.06),(63 118718.66),(64 120107.305),(65 120587.49),(66 121249.92),(67 124060.18),(68 122444.39),(69 119510),(70 114918.33),(71 112644.6),(72 113802.445),(73 116509.05),(74 120569.15),(75 122100.13),(76 118616.21),(77 114569.14),(78 110044.625),(79 110128.16),
(1 42840.06),(2 87299.51),(3 100959.984),(4 103793.195),(5 108597.22),(6 108469.51),(7 102576.84),(8 98060.96),(9 99434.13),(10 102413.695),(11 104073.56),(12 102372.87),(13 99078.34),(14 100732.4),(15 104342.24),(16 104887.58),(17 106607.04),(18 107242.695),(19 105965.42),(20 101982.13),(21 101198.05),(22 103903.29),(23 105034.266),(24 104343.266),(25 105649.23),(26 108124.02),(27 108568.375),(28 106819.44),(29 106592.94),(30 104952.84),(31 105342.93),(32 106630.805),(33 108528.88),(34 109465.18),(35 110517.06),(36 112732.33),(37 113750.664),(38 112572.984),(39 111013.664),(40 109397.82),(41 110733.17),(42 114374.87),(43 113898),(44 112263.35),(45 114204.38),(46 117425.06),(47 117476.445),(48 115280.36),(49 115218.984),(50 115037.95),(51 114209.09),(52 114642.07),(53 113434.23),(54 114763.95),(55 116779.82),(56 117135.27),(57 115070.67),(58 113874.266),(59 113697.6),(60 114091.2),(61 114962.8),(62 114898.73),(63 114222.805),(64 113482.22),(65 112884.375),(66 113043.76),(67 113904.93),(68 113198.64),(69 110784.31),(70 108944.195),(71 109604.42),(72 110717.22),(73 115522.95),(74 116763.54),(75 114169.22),(76 112827.195),(77 110718.195),(78 109875.6),(79 111335.73),
(1 42981.215),(2 85192.48),(3 98533.44),(4 98741.76),(5 100783.086),(6 101413.15),(7 100371.88),(8 100867.9),(9 102725.54),(10 105883.836),(11 104997.15),(12 100166.56),(13 96103.76),(14 97918.695),(15 100781.73),(16 101603.945),(17 103114.664),(18 102506.43),(19 100563.055),(20 98307.71),(21 101546.945),(22 104446.96),(23 104297.24),(24 102238.93),(25 101849.43),(26 103556.46),(27 103884.94),(28 104080.62),(29 104347.74),(30 104676.69),(31 103784.95),(32 103530.02),(33 104165.15),(34 104741.2),(35 107226.945),(36 109090.22),(37 110008.54),(38 111548.62),(39 110276.32),(40 109217.445),(41 111126.89),(42 111907.21),(43 113166.14),(44 114554.71),(45 115393.664),(46 115697.47),(47 117220.62),(48 114784.44),(49 114308.734),(50 114273.984),(51 113900.77),(52 112273.76),(53 111656.02),(54 113808.76),(55 113649.21),(56 112833.38),(57 112545.445),(58 112490.22),(59 110700.08),(60 108797.016),(61 108928.695),(62 108020.96),(63 105809.086),(64 104665.77),(65 105859.44),(66 103841.54),(67 104431.55),(68 106977.836),(69 107930.94),(70 107481.46),(71 104992.2),(72 105865.89),(73 108424.24),(74 108990.93),(75 106990.984),(76 107104.76),(77 106737.57),(78 108100.82),(79 109721.35),
(1 42278.813),(2 83580.14),(3 95393.87),(4 95057.82),(5 95382.27),(6 95141.08),(7 93823.99),(8 95357.875),(9 97898.88),(10 98897.38),(11 95856.99),(12 93153.24),(13 94506.44),(14 97602.82),(15 97640.805),(16 97996.19),(17 99622.96),(18 99686.28),(19 97240.45),(20 96960.65),(21 97881.56),(22 98747.28),(23 98456.5),(24 99528.375),(25 99391.87),(26 98943.61),(27 98862.695),(28 100424.43),(29 100176.62),(30 99102.41),(31 98416.09),(32 97974.65),(33 98851.086),(34 101254.04),(35 102524.2),(36 101950.43),(37 103388.97),(38 104444.9),(39 102430.44),(40 102230.984),(41 101923.08),(42 103319.43),(43 105436.52),(44 105495.22),(45 107031.16),(46 106604.625),(47 105416.26),(48 106607.4),(49 107244.96),(50 105785.74),(51 105696.26),(52 105687.48),(53 103970.94),(54 103802.39),(55 104737.516),(56 105290.5),(57 104081.24),(58 103422.086),(59 102832.33),(60 103244.12),(61 104602.914),(62 105947.914),(63 105476.34),(64 101905.336),(65 99802.414),(66 97740.99),(67 98426.89),(68 100906.414),(69 104031.38),(70 104485.95),(71 103669.38),(72 102651.82),(73 102944.41),(74 102061.77),(75 99707.84),(76 98342.65),(77 100827.89),(78 105023.17),(79 104015.67),
(1 38147.074),(2 75754.305),(3 88248.53),(4 91300.45),(5 94612.05),(6 94560.555),(7 91628.164),(8 91459.93),(9 92802.516),(10 90788.78),(11 89934.69),(12 90714.016),(13 89698.6),(14 89053.984),(15 90093.77),(16 91892.805),(17 95175.66),(18 93750.234),(19 93384.27),(20 93367.59),(21 93040.07),(22 93768.68),(23 92954.25),(24 92937.914),(25 94816.8),(26 97449.7),(27 96951.484),(28 95875.34),(29 95414.31),(30 95084.72),(31 95589.63),(32 94216.57),(33 96085.26),(34 97806.74),(35 101732.05),(36 101825.71),(37 99724.55),(38 99094.625),(39 99096.44),(40 98067.57),(41 98911.45),(42 101203.68),(43 103724.72),(44 104029.87),(45 102836.57),(46 101807.06),(47 101236.72),(48 99925.17),(49 98906.02),(50 100664.29),(51 101529.586),(52 100228.58),(53 101550.69),(54 103069.21),(55 101394.2),(56 100321.75),(57 100417.95),(58 101369.766),(59 102833.57),(60 104899.49),(61 104249.016),(62 102377.15),(63 101166),(64 99358.19),(65 98916.87),(66 97213.03),(67 97627.15),(68 99789.66),(69 100647.016),(70 100558.81),(71 97526.9),(72 95287.89),(73 95622.234),(74 96635.74),(75 95756.75),(76 95522.984),(77 95127.164),(78 95392.23),(79 94201.75),
(1 40565.586),(2 78256.72),(3 87937.87),(4 91550.31),(5 93774.58),(6 92823.32),(7 89930.11),(8 89394.625),(9 88020.55),(10 86538.016),(11 87894.59),(12 91544.05),(13 92022.76),(14 89752.984),(15 89697.59),(16 94113.15),(17 94118.02),(18 90331.06),(19 90056.79),(20 91509.41),(21 91990.92),(22 91311.875),(23 92054.945),(24 91401.41),(25 90853.96),(26 93013.66),(27 93045.77),(28 93638.9),(29 93933.89),(30 95268.66),(31 93802.92),(32 91176.53),(33 93084.74),(34 96297.805),(35 96941.95),(36 97663.734),(37 95749.18),(38 94662.99),(39 95051.07),(40 97398.73),(41 100417.66),(42 101291.84),(43 101851.234),(44 100126.15),(45 99402.484),(46 100348.266),(47 99250),(48 99085.73),(49 98803.125),(50 98219.914),(51 96662.33),(52 95858.77),(53 96887.96),(54 96799.08),(55 95264.68),(56 95991.5),(57 96893.91),(58 97901.4),(59 98395.87),(60 99742.88),(61 100410.336),(62 99620.016),(63 97724.41),(64 97870.85),(65 97256.34),(66 95374.21),(67 94802.45),(68 96057.875),(69 96028.97),(70 95207.02),(71 94416.59),(72 94748.61),(73 95627.33),(74 94398.414),(75 94153.984),(76 93122.27),(77 93193.84),(78 94130.62),(79 96923.336),
(1 36379.188),(2 66364.305),(3 76830.29),(4 80344.06),(5 82305.03),(6 80828.43),(7 77088.79),(8 78501.39),(9 81130.29),(10 81984.5),(11 79926.37),(12 78450.54),(13 79377.83),(14 82531.03),(15 83934.83),(16 86880.914),(17 87471.805),(18 85604.76),(19 82249.664),(20 82417.71),(21 84250.35),(22 85545.85),(23 85159.875),(24 86860.96),(25 87913.1),(26 87159.48),(27 87788.08),(28 88219.95),(29 87159.81),(30 87269.76),(31 88509.016),(32 89810.14),(33 90321.414),(34 90564.46),(35 88337.59),(36 87310.125),(37 88090.586),(38 88028.85),(39 88613.195),(40 90697.99),(41 92890.24),(42 90474.266),(43 89278.445),(44 89596.07),(45 89945.92),(46 89905.79),(47 91280.78),(48 91730.07),(49 90732.125),(50 90236.59),(51 89304.305),(52 89058.62),(53 87520.19),(54 88102.55),(55 87849.9),(56 86472.97),(57 89148.28),(58 91194.19),(59 92274.29),(60 89885.85),(61 88397.266),(62 88576.234),(63 90286.05),(64 90924.18),(65 92745.11),(66 91240.81),(67 88222.31),(68 88363.62),(69 89993.055),(70 89539.62),(71 88443.766),(72 89150.26),(73 88818.07),(74 87507.23),(75 87633.48),(76 88398.38),(77 88627.44),(78 89941.375),(79 90196.28),
(1 36613.797),(2 68322.64),(3 78560.61),(4 82461.31),(5 85024.36),(6 84230.29),(7 80643.695),(8 80704.5),(9 81940.8),(10 81813.07),(11 83375.42),(12 83903.84),(13 83794.71),(14 82784.38),(15 84358.55),(16 86327.984),(17 87459.766),(18 86001.36),(19 85465.984),(20 85500.66),(21 83256.38),(22 82721.91),(23 84040.79),(24 86987.68),(25 88457.79),(26 89382.016),(27 91572.69),(28 90703.32),(29 89552.78),(30 88446.484),(31 89013.71),(32 92012.41),(33 94403.555),(34 92221.5),(35 89755.36),(36 89731.78),(37 89906.43),(38 90193.27),(39 91160.95),(40 91363.26),(41 94459.016),(42 95376.24),(43 94890.41),(44 92469.66),(45 89377.734),(46 91893.766),(47 93782.05),(48 90449.625),(49 90190.95),(50 92565.41),(51 93561.945),(52 94184.96),(53 92188.51),(54 92664.01),(55 93560.69),(56 91635.04),(57 90699.59),(58 92870.766),(59 95729.83),(60 96039.055),(61 95377.45),(62 93726.195),(63 92187.6),(64 92005.1),(65 91778.375),(66 91446.19),(67 92799.266),(68 94326.12),(69 96223.16),(70 95820.84),(71 91120.11),(72 89750.13),(73 88906.95),(74 90472.07),(75 92026.75),(76 93203.29),(77 91575.54),(78 91486.68),(79 90698.52),
(1 35743.855),(2 67639.586),(3 76969.28),(4 78794.375),(5 81317.99),(6 82063.19),(7 77020.445),(8 75990.44),(9 78217.21),(10 78342.91),(11 78159.79),(12 76707.86),(13 79146.2),(14 80034.62),(15 81920.82),(16 84319.71),(17 85681.16),(18 85360.13),(19 85663.83),(20 83661.555),(21 81688.6),(22 82181.45),(23 82129.18),(24 83614.39),(25 84887.414),(26 85224.23),(27 86555.13),(28 87823.336),(29 87610.35),(30 85727.61),(31 83569.28),(32 86110.15),(33 88037.91),(34 87392.76),(35 84946.57),(36 83910.695),(37 85753.69),(38 86683.35),(39 87328.77),(40 87523.39),(41 87832.96),(42 88159.91),(43 87964.39),(44 87524.016),(45 86065.695),(46 86094.07),(47 85934.32),(48 85560.05),(49 86065.336),(50 87219.836),(51 87757.67),(52 89032.266),(53 88070.91),(54 86809.51),(55 87436.52),(56 87459.42),(57 87538.31),(58 87209.5),(59 85892.94),(60 85867.836),(61 87017.54),(62 87945.95),(63 87841.63),(64 85528.83),(65 82848.484),(66 83352.76),(67 86616.766),(68 88689.91),(69 91071.56),(70 91489.02),(71 89703.17),(72 84974.84),(73 84624.25),(74 88150.8),(75 88778.54),(76 86367.28),(77 87804.03),(78 87699.96),(79 87397.21),
(1 36082.203),(2 66721.96),(3 73474.33),(4 75052.67),(5 78257.67),(6 79022.67),(7 74328.695),(8 73694.39),(9 76482.58),(10 78549.125),(11 77598.72),(12 76589.625),(13 77776.67),(14 78248.62),(15 78157.95),(16 79514.78),(17 80725.84),(18 77190.9),(19 76339.29),(20 79522.15),(21 81483.67),(22 83191.84),(23 84819.59),(24 83673.914),(25 82812.82),(26 81797.086),(27 82120.3),(28 83757.984),(29 82824.54),(30 82563.47),(31 82520.72),(32 83414.28),(33 84551.46),(34 84786.914),(35 81731.77),(36 79893.945),(37 80937.35),(38 82160.66),(39 83157.43),(40 84367.86),(41 85326.28),(42 85539.195),(43 83921.72),(44 81431.06),(45 81259.88),(46 83044.836),(47 84569.82),(48 84837.87),(49 84512.945),(50 85571.06),(51 85232.34),(52 84125.24),(53 84204.664),(54 84850.26),(55 84250.65),(56 84980.24),(57 84368.33),(58 83916.66),(59 84981.5),(60 85076.625),(61 85177.18),(62 85628.445),(63 85021.445),(64 81945.32),(65 79587.45),(66 80550.875),(67 83662.016),(68 85688.26),(69 87629.03),(70 89107.63),(71 86889.29),(72 82750.375),(73 83231.984),(74 86486.46),(75 88720.35),(76 87175.53),(77 84033.61),(78 82121.586),(79 82382.42),
(1 35939.33),(2 65463.14),(3 73352.52),(4 73939.375),(5 74021.766),(6 71694.27),(7 69378.82),(8 69809.48),(9 71939.234),(10 73296.56),(11 72817.85),(12 74318.29),(13 76688.9),(14 75186.59),(15 71776),(16 73809.74),(17 74603.08),(18 73619.266),(19 73846.016),(20 74660.13),(21 77048.02),(22 77664.45),(23 77765.305),(24 78961.16),(25 77914.04),(26 79222.484),(27 79212.64),(28 78530.85),(29 77143.74),(30 77667.914),(31 76075.62),(32 77606.03),(33 80647.92),(34 81697.73),(35 80318.7),(36 79337.15),(37 79735.18),(38 81975.99),(39 83375.14),(40 84306.74),(41 86216.42),(42 86532.94),(43 84915.055),(44 84875.92),(45 83703.17),(46 81430.266),(47 81501.45),(48 83060.89),(49 84184.78),(50 85336.11),(51 83288.61),(52 80811.35),(53 81476.2),(54 81607.375),(55 80687.984),(56 80405.38),(57 80079.06),(58 81869.695),(59 83810.16),(60 83899.59),(61 82666.305),(62 80381.555),(63 79829.87),(64 77632.32),(65 77328.125),(66 80291.89),(67 81596.27),(68 81640.67),(69 81187.234),(70 82701.945),(71 82073.125),(72 81133.29),(73 81668.33),(74 80750.734),(75 80248.76),(76 80903.66),(77 79136.87),(78 79110.484),(79 79636.82),
(1 33770.664),(2 63242.45),(3 71019.23),(4 72233.71),(5 74588.81),(6 71114.266),(7 68438.516),(8 68702.1),(9 70928.12),(10 70141.625),(11 70445.336),(12 71865.08),(13 72427.98),(14 71541.1),(15 70274.39),(16 71818.05),(17 73788.81),(18 73786.55),(19 75141.836),(20 74464.52),(21 75093.22),(22 76623.734),(23 76467.63),(24 77505.74),(25 77143.75),(26 78532.234),(27 78953.14),(28 76987.836),(29 76439.74),(30 75667.06),(31 74455.52),(32 76488.67),(33 79231.76),(34 79281.6),(35 78195.2),(36 77285.76),(37 77451.37),(38 77577.05),(39 79219.12),(40 80702.914),(41 82466.5),(42 83471.63),(43 82975.336),(44 81937.93),(45 79644.2),(46 78882.945),(47 78819.055),(48 78476.57),(49 80213.73),(50 83042.7),(51 84333.1),(52 83959.03),(53 82370.31),(54 80326.9),(55 81043.18),(56 81663.8),(57 81310.03),(58 81013.97),(59 80697.766),(60 80959.12),(61 82019.14),(62 80702.25),(63 80057.23),(64 79072.555),(65 79026.14),(66 81370.01),(67 82619.555),(68 82046.88),(69 82320.22),(70 83055.26),(71 81671.56),(72 81893.17),(73 80901.38),(74 79623.586),(75 79968.07),(76 81076.19),(77 81054.76),(78 81186.99),(79 79881.86),
(1 31449.125),(2 57685.297),(3 64614.76),(4 67233.85),(5 69806.46),(6 68221.734),(7 66216.65),(8 66936.5),(9 67118.65),(10 64737.996),(11 64653.566),(12 65575.35),(13 65805.56),(14 66446.52),(15 68060.86),(16 69515.99),(17 69905.02),(18 68347.125),(19 69151.086),(20 71540.91),(21 71960.47),(22 72659.47),(23 72866.06),(24 72610.16),(25 72609.625),(26 73434.47),(27 74602.375),(28 73583.87),(29 70910.76),(30 69773.984),(31 70959.99),(32 72423.08),(33 74983.734),(34 76566.91),(35 76667.414),(36 77403.43),(37 78033.39),(38 76143.016),(39 74972.18),(40 73819.62),(41 74192.36),(42 75509.836),(43 75601.92),(44 76082.79),(45 76191.305),(46 75649.836),(47 74683.414),(48 75244.26),(49 76047.305),(50 78066.266),(51 77179.695),(52 77852.33),(53 78792.42),(54 76953.09),(55 76003.94),(56 76214.664),(57 75970.9),(58 74785.805),(59 75167.266),(60 75997.88),(61 76701.414),(62 77952.3),(63 78101.3),(64 76169.82),(65 76427.516),(66 75673.39),(67 74506.52),(68 76419.99),(69 76244.37),(70 76557.266),(71 75267.01),(72 75273.03),(73 74910.086),(74 74379.57),(75 76232.445),(76 74466.44),(77 75298.445),(78 74877.86),(79 74421.47),
(1 32045.2),(2 55749.844),(3 60451.645),(4 64790.496),(5 68157.29),(6 67304.26),(7 64978.355),(8 64484.258),(9 64414.504),(10 64147.227),(11 66146.92),(12 67321.39),(13 66596.266),(14 65912.86),(15 69085.71),(16 69926.14),(17 69154.234),(18 68381.164),(19 68807.4),(20 69819.61),(21 70307.766),(22 69604.55),(23 69316.85),(24 68862.48),(25 69741.18),(26 71756.08),(27 71436.21),(28 70213.66),(29 69229.38),(30 68340.07),(31 68070.94),(32 69004.125),(33 72840.25),(34 73428.29),(35 73753.73),(36 74671.31),(37 74832.1),(38 75261.69),(39 75325.734),(40 73228.234),(41 71965.83),(42 73571.305),(43 74063.234),(44 73866.26),(45 73567.74),(46 73827.914),(47 75181.08),(48 75253.68),(49 76581.41),(50 77066.39),(51 75840.3),(52 75865.73),(53 75183.44),(54 75117.125),(55 74556.16),(56 74366.33),(57 74076.59),(58 73892.31),(59 72123.22),(60 72182.28),(61 74343.336),(62 75065.9),(63 74838.17),(64 75910.62),(65 75557.85),(66 72356.33),(67 70367.23),(68 70815.76),(69 72038.73),(70 72610.43),(71 72103.27),(72 72030.99),(73 70406.06),(74 70335.94),(75 72570.055),(76 73374.445),(77 72657.29),(78 71537.82),(79 69923.04),
(1 32828.523),(2 57780.28),(3 62539.81),(4 66944.55),(5 71817.055),(6 68985.414),(7 65236.63),(8 64202.066),(9 65958.25),(10 64481.01),(11 65447.965),(12 68356.19),(13 67067.78),(14 66123.89),(15 67815.1),(16 68640.99),(17 66999.13),(18 68187.24),(19 69633.8),(20 70551.53),(21 70570.59),(22 68061.805),(23 68047.33),(24 68612.56),(25 69665.25),(26 70601.91),(27 69770.984),(28 69011.19),(29 67987),(30 68107.72),(31 68998.61),(32 69783.23),(33 70955.85),(34 71922.94),(35 73258.44),(36 72779.39),(37 73076.85),(38 73611.83),(39 72758.19),(40 71146.78),(41 71476.93),(42 71607.234),(43 70836.57),(44 70928.164),(45 72374.87),(46 73429.8),(47 74400.15),(48 73573.83),(49 73423.72),(50 71943.98),(51 72361.805),(52 72632.26),(53 70978.92),(54 71281.95),(55 72463.31),(56 73410.35),(57 72132.875),(58 70496.61),(59 70308.47),(60 71327.93),(61 72491.69),(62 74708.49),(63 76014.12),(64 75332.59),(65 73332.03),(66 71278.36),(67 70530.49),(68 68487.87),(69 68581.11),(70 71621.02),(71 72516.28),(72 71000.93),(73 70152.695),(74 69507.516),(75 69856.03),(76 72567.484),(77 73913.734),(78 73019.09),(79 69283.9),
(1 30843.3),(2 55296.8),(3 60787.96),(4 64312.438),(5 66475.195),(6 63493.996),(7 61451.99),(8 61014.324),(9 61808.53),(10 64347.39),(11 65893.08),(12 65709.06),(13 65615.375),(14 64836.57),(15 64418.594),(16 65889.586),(17 65286.883),(18 64911.81),(19 65519.35),(20 66137.24),(21 67000.625),(22 68599.625),(23 66797.97),(24 65708.016),(25 65557.28),(26 65745.56),(27 65386.492),(28 65556.91),(29 66609.484),(30 66078.45),(31 66965.79),(32 67765.53),(33 66061.81),(34 66796.19),(35 69169.76),(36 69963.305),(37 69737.125),(38 69689.375),(39 69693.03),(40 70563.09),(41 71113.01),(42 71700.83),(43 70865.93),(44 70950.92),(45 71452.62),(46 71260.07),(47 72622.77),(48 72832.58),(49 70763.97),(50 69045.04),(51 69639.94),(52 70857.305),(53 72142.76),(54 72455.6),(55 70699.36),(56 70570.9),(57 69954.14),(58 68744.24),(59 69451.66),(60 70375.836),(61 70678.305),(62 72014.26),(63 73059.83),(64 72043.805),(65 71657.836),(66 69282.2),(67 66482.38),(68 66319.43),(69 67877.3),(70 68389.75),(71 70216.27),(72 69526.51),(73 70755.305),(74 69999.19),(75 69608.52),(76 71371.43),(77 70014.65),(78 68139.375),(79 67722.34),
(1 28676.365),(2 50533.652),(3 55573.227),(4 59703.94),(5 60146.09),(6 58627.406),(7 57688.3),(8 58628.523),(9 59789.27),(10 59920.984),(11 60006.81),(12 59730.418),(13 60324.504),(14 61082.52),(15 60705.49),(16 61873.297),(17 60337.996),(18 59628.7),(19 60958.883),(20 62576.742),(21 64647.242),(22 65742.31),(23 65181.535),(24 65462.164),(25 63405.9),(26 63304.93),(27 63142.637),(28 61326.996),(29 62524.867),(30 63705.613),(31 63490.855),(32 64854.617),(33 65096.71),(34 66005.19),(35 65050.24),(36 66114.516),(37 67287.445),(38 68588.414),(39 67327.98),(40 67493.586),(41 68989.15),(42 68970.7),(43 66977.96),(44 66136.09),(45 65899.51),(46 66970.86),(47 68394.88),(48 68003.51),(49 66547.664),(50 66342.27),(51 66744.266),(52 67340.97),(53 65426.465),(54 64072.34),(55 65031.02),(56 67170.3),(57 66362.26),(58 65058.207),(59 64730.313),(60 64299.25),(61 65195.375),(62 67216.61),(63 67722.83),(64 67602.26),(65 67157.695),(66 65615.36),(67 65018.926),(68 65131.945),(69 66219.875),(70 67345.914),(71 67277.734),(72 66130.79),(73 66409.055),(74 65677.29),(75 66251.2),(76 67577.2),(77 68704.04),(78 68317.125),(79 68115.125),
(1 28531.975),(2 49884.78),(3 55896.36),(4 56533.824),(5 57353.586),(6 55125.285),(7 56749.785),(8 59166.3),(9 59080),(10 57849.727),(11 59852.23),(12 60453.203),(13 59702.324),(14 59349.086),(15 58730.297),(16 57894.45),(17 58353.223),(18 60499.94),(19 60175.836),(20 60487.133),(21 61683.324),(22 62800.82),(23 62137.813),(24 61589.434),(25 62506.586),(26 62825.207),(27 62201.645),(28 59584.574),(29 60826.22),(30 61411.867),(31 62555.688),(32 64069.723),(33 65043.4),(34 63762.92),(35 63954.563),(36 65229.645),(37 63579.414),(38 64634.617),(39 64697.645),(40 65654.91),(41 66289.86),(42 65527.742),(43 64698.38),(44 63934.887),(45 65099.47),(46 64439.465),(47 64357.902),(48 64323.605),(49 65069.27),(50 65034.33),(51 65463.867),(52 65940.54),(53 65493.77),(54 65301.805),(55 65852.11),(56 65226.426),(57 64106.895),(58 63843.82),(59 64227.73),(60 64200.46),(61 64075.97),(62 64955.496),(63 65042.27),(64 64788.52),(65 64725.703),(66 64159.875),(67 64201.613),(68 65547.555),(69 65546.06),(70 66476.25),(71 65028.914),(72 64013.547),(73 63474.875),(74 64928.78),(75 65520.676),(76 67020.484),(77 66571.94),(78 67049.336),(79 66171.87),
