1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59226.395),(2 83237.734),(3 196077.77),(4 272423.97),(5 396472.38),(6 493458.75),(7 627808.94),(8 751736.2),(9 894881.2),(10 1041486.8),(11 1206857.4),(12 1389469.6),(13 1581972),(14 1780224.9),(15 1991879.4),(16 2218068),(17 2430253.3),(18 2667893.8),(19 2894398.3),(20 3123809.8),(21 3358099.8),(22 3596132.8),(23 3838154.8),(24 4073779.3),(25 4309484),(26 4561691),(27 4814727.5),(28 5089818),(29 5380584),(30 5693463.5),(31 6049341.5),(32 6435304),(33 6835269.5),(34 7264499.5),(35 7717470),(36 8128674.5),(37 8526569),(38 8895612),(39 9207722),(40 9581803),(41 9938000),(42 10326504),(43 10700145),(44 11118923),(45 11551663),(46 12116312),(47 12605713),(48 13169005),(49 13693857),(50 14248869),(51 14748007),(52 15215896),(53 15578781),(54 15921837),(55 16164896),(56 16438051),(57 16762893),(58 17092018),(59 17436006),(60 17828254),(61 18258194),(62 18695842),(63 19134890),(64 19559092),(65 19987466),(66 20412732),(67 20800344),(68 21218506),(69 21573024),(70 21982746),(71 22376262),(72 22773208),(73 23135864),(74 23534608),(75 23916406),(76 24362142),(77 24770346),(78 25165856),(79 25524630),
(1 5833.3066),(2 10569.889),(3 12562.552),(4 13344.237),(5 14751.797),(6 15833.077),(7 17033),(8 17592.865),(9 18652.615),(10 19666.068),(11 21081.582),(12 22171.602),(13 23090.365),(14 24048.217),(15 24899.594),(16 25591.537),(17 26469.13),(18 27178.563),(19 27889.604),(20 28486.795),(21 29223.262),(22 29930.938),(23 30739.066),(24 31468.475),(25 31934.346),(26 32303.668),(27 32624.154),(28 32739.992),(29 32953.797),(30 32988.047),(31 32926.16),(32 32463.998),(33 32003.861),(34 31417.162),(35 30736.164),(36 29773.818),(37 29103.027),(38 28387.158),(39 27605.793),(40 26709.465),(41 26038.488),(42 25529.8),(43 25187.203),(44 24874.2),(45 24539.89),(46 24582.555),(47 24426.309),(48 24642.273),(49 24842.023),(50 25237.389),(51 25639.004),(52 25884.406),(53 26341.27),(54 26692.746),(55 27384.81),(56 27933.455),(57 28886.96),(58 29155.871),(59 30000.732),(60 30418.076),(61 31253.256),(62 31103.41),(63 31846.506),(64 31857.254),(65 32247.795),(66 31878.313),(67 32091.387),(68 31691.262),(69 31919.61),(70 31595.828),(71 31526.527),(72 30737.992),(73 30846.496),(74 30303.473),(75 30332.787),(76 29630.344),(77 29225.707),(78 28265.969),(79 28042.395),
(1 5945.721),(2 10880.679),(3 12953.099),(4 13646.894),(5 15079.037),(6 16185.016),(7 17385.842),(8 17987.705),(9 19113.506),(10 20248.936),(11 21867.113),(12 22983.605),(13 24004.697),(14 24991.947),(15 25595.541),(16 26428.076),(17 26959.705),(18 27577.154),(19 28338.184),(20 29081),(21 29733.863),(22 30315.268),(23 30909.52),(24 31587.922),(25 32019.645),(26 32238.174),(27 32666.412),(28 32852.332),(29 33309.203),(30 33402.28),(31 33357.086),(32 32969.47),(33 33018.207),(34 32335.615),(35 31589.701),(36 30669.908),(37 29889.26),(38 28906.389),(39 28335.488),(40 27517.076),(41 26755.7),(42 26024.506),(43 25615.098),(44 25177.625),(45 24746.275),(46 24600.684),(47 24465.184),(48 24608.717),(49 24507.975),(50 24773.309),(51 25196.756),(52 25381.684),(53 25889.713),(54 26439.129),(55 27191.658),(56 27521.623),(57 28398.623),(58 28655.402),(59 29401.639),(60 29432.896),(61 30131.695),(62 30124.844),(63 30911.633),(64 30830.768),(65 31167.217),(66 30965.879),(67 31233.957),(68 30605.875),(69 30842.836),(70 30186.363),(71 30222.164),(72 29559.117),(73 29608.918),(74 29075.734),(75 29097.219),(76 28301.031),(77 28071.133),(78 27244.42),(79 27102.744),
(1 5709.533),(2 10145.415),(3 11807.111),(4 12389.342),(5 13846.491),(6 14926.079),(7 16057.1),(8 16762.42),(9 17884.412),(10 18889.402),(11 20163.955),(12 21144.113),(13 22115.486),(14 22837.04),(15 23421.555),(16 24081.594),(17 24472),(18 25092.83),(19 25805.023),(20 26573.693),(21 27199.363),(22 27709.822),(23 28285.164),(24 28991.95),(25 29316.963),(26 29812.316),(27 30383.553),(28 30709.664),(29 31007.457),(30 31022.504),(31 30977.285),(32 30696.203),(33 30354.33),(34 29598.957),(35 28932.53),(36 28270.912),(37 27669.771),(38 26790.057),(39 26190.914),(40 25512.172),(41 24831.328),(42 24357.871),(43 23861.582),(44 23612.031),(45 23534.137),(46 23560.57),(47 23485.822),(48 23866.945),(49 23978.184),(50 24340.467),(51 24701.54),(52 24912.04),(53 25411.838),(54 25856.662),(55 26484.266),(56 26870.424),(57 27635.797),(58 27703.387),(59 28346.24),(60 28431.295),(61 29210.99),(62 29426.559),(63 30093.246),(64 30099.785),(65 30552.023),(66 30326.182),(67 30642.963),(68 30259.398),(69 30611.79),(70 30167.393),(71 30089.328),(72 29645.385),(73 29759.348),(74 29274.041),(75 29355.85),(76 28577.959),(77 28129.42),(78 27244.453),(79 27009.371),
(1 5925.0796),(2 10679.915),(3 12605.527),(4 13361.002),(5 14792.393),(6 15936.115),(7 17219.123),(8 17818.24),(9 18882.17),(10 19814.05),(11 21117.184),(12 22149.172),(13 23200.732),(14 24165.195),(15 24974.596),(16 25654.977),(17 26268.965),(18 26864.145),(19 27396.26),(20 27971.293),(21 28528.436),(22 29129.121),(23 29749.355),(24 30433.488),(25 30676.156),(26 30991.508),(27 31160.525),(28 31400.15),(29 31812.049),(30 31826.303),(31 31658.703),(32 31253.404),(33 30994.816),(34 30358.996),(35 29631.828),(36 28857.924),(37 28095.854),(38 27314.969),(39 26789.445),(40 26063.973),(41 25659.627),(42 25231.873),(43 24709.35),(44 24579.74),(45 24518.293),(46 24637.012),(47 24630.693),(48 24935.332),(49 25169.95),(50 25587.879),(51 26110.645),(52 26308.271),(53 26879.492),(54 27385.283),(55 28301.465),(56 28599.746),(57 29271.107),(58 29498.967),(59 30389.615),(60 30419.441),(61 31317.955),(62 31159.227),(63 31580.777),(64 31351.92),(65 31780.373),(66 31494.39),(67 31709.275),(68 31337.617),(69 31461.674),(70 30731.672),(71 30652.941),(72 30050.418),(73 30258.54),(74 29620.262),(75 29404.23),(76 28574.371),(77 28317.299),(78 27724.936),(79 27766.674),
(1 5894.273),(2 10595.654),(3 12214.243),(4 12665.304),(5 13985.874),(6 15023.421),(7 16166.479),(8 16849.596),(9 17858.33),(10 18816.508),(11 19978.072),(12 21066.443),(13 22143.379),(14 23131.594),(15 23927.398),(16 24518.717),(17 25128.025),(18 25826.938),(19 26499.3),(20 27399.682),(21 28035.543),(22 28655.598),(23 29235.89),(24 29782.146),(25 30287.348),(26 30599.77),(27 30845.967),(28 31119.46),(29 31419.414),(30 31478.254),(31 31161.145),(32 30672.69),(33 30235.16),(34 29469.678),(35 28683.783),(36 27804.807),(37 27158.453),(38 26108.326),(39 25427.848),(40 24652.68),(41 23849.977),(42 23232.277),(43 22782.215),(44 22445.299),(45 22047.19),(46 21841.043),(47 21805.025),(48 21887.951),(49 22094.672),(50 22464.84),(51 23071.264),(52 23451.895),(53 24159.828),(54 24594.516),(55 25530.086),(56 25936.014),(57 26803.027),(58 27012.678),(59 27847.809),(60 27715.537),(61 28072.896),(62 27904.11),(63 28723.635),(64 28491.422),(65 29142.438),(66 28742.188),(67 28989.148),(68 28351.063),(69 28440.957),(70 27737.252),(71 27952.463),(72 27420.37),(73 27499.291),(74 27004.875),(75 26991.46),(76 26140.8),(77 25904.523),(78 25102.754),(79 25030.69),
(1 5682.968),(2 10289.741),(3 12220.316),(4 12764.071),(5 14083.379),(6 14925.577),(7 15916.726),(8 16692.127),(9 17906.443),(10 19050.959),(11 20459.676),(12 21527.771),(13 22566.734),(14 23566.412),(15 24496.387),(16 25263.523),(17 25906.908),(18 26765.607),(19 27697.168),(20 28671.555),(21 29189.56),(22 29769.39),(23 30536.03),(24 31245.105),(25 31624.266),(26 31925.318),(27 32344.543),(28 32648.066),(29 32851.81),(30 32487.758),(31 32222.787),(32 31646.104),(33 31029.168),(34 30079.402),(35 29075.219),(36 28045.277),(37 27107.225),(38 26170.342),(39 25370.729),(40 24589.018),(41 23912.443),(42 23193.924),(43 22789.438),(44 22696.336),(45 22606.914),(46 22570.26),(47 22743.31),(48 23126.072),(49 23637.574),(50 24111.807),(51 24869.982),(52 25374.678),(53 26138.781),(54 26734.455),(55 27749.191),(56 28105.176),(57 28969.465),(58 29362.555),(59 30403.816),(60 30590.229),(61 31444.795),(62 31311.217),(63 31988.05),(64 31562.09),(65 31822.701),(66 31282.049),(67 31335.27),(68 30688.16),(69 30742.42),(70 30170.734),(71 30066.17),(72 29141.84),(73 29157.049),(74 28515.36),(75 28430.459),(76 27553.234),(77 27513.234),(78 26809.732),(79 26716.707),
(1 5393.3486),(2 9592.215),(3 11637.048),(4 12339.765),(5 13418.076),(6 14172.382),(7 15229.374),(8 16016.191),(9 17052.094),(10 18066.291),(11 19364.979),(12 20326.242),(13 21402.31),(14 22387.385),(15 23254.295),(16 24049.094),(17 24695.36),(18 25269.287),(19 26104.598),(20 26912.717),(21 27425.8),(22 27944.52),(23 28426.7),(24 28967.223),(25 29383.686),(26 29677.55),(27 29890.268),(28 30010.295),(29 29999.3),(30 29763.73),(31 29430.94),(32 28847.033),(33 28301.713),(34 27512.396),(35 26901.324),(36 26272.885),(37 25568.47),(38 24597.268),(39 24075.563),(40 23302.928),(41 22550.822),(42 21758.457),(43 21251.26),(44 21103.045),(45 21178.445),(46 21399.822),(47 21761.424),(48 22135.057),(49 22384.91),(50 22754.932),(51 23426.982),(52 23939.568),(53 24727.174),(54 25145.748),(55 25915.996),(56 26337.586),(57 27244.1),(58 27377.666),(59 28282.111),(60 28228.209),(61 28665.725),(62 28611.836),(63 29310.152),(64 29054.959),(65 29322.2),(66 29013.68),(67 29082.285),(68 28429.969),(69 28306.178),(70 27797.826),(71 27710.422),(72 27101.865),(73 27057.924),(74 26236.846),(75 26211.56),(76 25516.988),(77 25291.854),(78 24441.205),(79 24547.264),
(1 5278.508),(2 9420.587),(3 11167.009),(4 11607.79),(5 12721.833),(6 13421.326),(7 14450.543),(8 15137.434),(9 16109.352),(10 16988.545),(11 18083.51),(12 18900.922),(13 19719.113),(14 20575.361),(15 21200.76),(16 21954.586),(17 22539.99),(18 22968.955),(19 23429.725),(20 23937.525),(21 24361.357),(22 24804.34),(23 25212.768),(24 25765.45),(25 26076.709),(26 26250.229),(27 26462.32),(28 26610.7),(29 26745.975),(30 26575.549),(31 26355.668),(32 25862.37),(33 25364.854),(34 24858.889),(35 24076.758),(36 23389.574),(37 22722.178),(38 21891.936),(39 21484.854),(40 21098.639),(41 20690.254),(42 20199.85),(43 19938.855),(44 19836.25),(45 19707.518),(46 19937.785),(47 20094.422),(48 20533.947),(49 20758.615),(50 21244.56),(51 21898.979),(52 22326.219),(53 22998.012),(54 23538.938),(55 24298.63),(56 24946.738),(57 25726.125),(58 25960.285),(59 26711.28),(60 26551.959),(61 27061.44),(62 26853.37),(63 27202.768),(64 26831.23),(65 27085.207),(66 26795.143),(67 26850.371),(68 26309.326),(69 26355.627),(70 25827.947),(71 25547.223),(72 24898.434),(73 24839.95),(74 24036.613),(75 23897.174),(76 23232.795),(77 23016.09),(78 22445.508),(79 22414.25),
(1 5207.1343),(2 9083.544),(3 10815.191),(4 11320.676),(5 12496.887),(6 13331.002),(7 14302.147),(8 14840.352),(9 15564.022),(10 16363.565),(11 17429.86),(12 18293.822),(13 19225.58),(14 20023.543),(15 20838.678),(16 21513.926),(17 22047.857),(18 22495.656),(19 22961.947),(20 23347.15),(21 23587.57),(22 24023.602),(23 24492.08),(24 24788.623),(25 25088.05),(26 25188.697),(27 25514.572),(28 25608.14),(29 25742.08),(30 25641.246),(31 25374.197),(32 24807.033),(33 24275.54),(34 23585.54),(35 23116.906),(36 22392.293),(37 21681.05),(38 20949.885),(39 20721.889),(40 20382.31),(41 20003.61),(42 19593.105),(43 19214.436),(44 19150.838),(45 19142.943),(46 19328.432),(47 19451.832),(48 19830.004),(49 20251.863),(50 20670.557),(51 21301.037),(52 21778.664),(53 22470.527),(54 22992.646),(55 23816.465),(56 24220.045),(57 25006.4),(58 25236.375),(59 25765.39),(60 25507.422),(61 25993.576),(62 25762.31),(63 26103.535),(64 25588.969),(65 25726.377),(66 25143.303),(67 25133.887),(68 24558.74),(69 24653.914),(70 23970.906),(71 23848.068),(72 23248.7),(73 23265.102),(74 22556.01),(75 22571.49),(76 21982.928),(77 21942.008),(78 21376.178),(79 21583.803),
(1 5352.436),(2 9578.757),(3 11279.041),(4 11692.728),(5 12932.132),(6 13684.628),(7 14599.873),(8 15140.066),(9 15762.415),(10 16598.303),(11 17722.97),(12 18719.566),(13 19645.701),(14 20592.002),(15 21465.488),(16 22083.832),(17 22784.287),(18 23226.945),(19 23697.465),(20 24322.064),(21 24857.98),(22 25271.201),(23 25677.861),(24 26041.164),(25 26311.123),(26 26464.504),(27 26823.787),(28 27016.19),(29 27100.143),(30 26957.783),(31 26659.637),(32 26180.047),(33 25676.068),(34 24935.375),(35 24220.076),(36 23641.455),(37 23076.102),(38 22328.014),(39 21969.264),(40 21597.725),(41 21108.217),(42 20699.234),(43 20422.145),(44 20433.059),(45 20338.102),(46 20478.953),(47 20532.379),(48 20928.602),(49 21211.035),(50 21637.281),(51 22187.957),(52 22545.383),(53 23182.912),(54 23609.621),(55 24293.066),(56 24655.824),(57 25454.734),(58 25567.547),(59 26068.164),(60 26024.385),(61 26421.188),(62 26083.158),(63 26441.145),(64 26002.72),(65 26230.514),(66 25710.008),(67 25799.02),(68 25327.457),(69 25409.813),(70 24938.035),(71 24814.531),(72 24125.158),(73 24166.459),(74 23516.693),(75 23437.885),(76 22691.9),(77 22465.363),(78 21825.375),(79 21744.898),
(1 5289.5317),(2 9285.288),(3 11074.387),(4 11752.768),(5 13178.916),(6 14250.604),(7 15573.652),(8 16312.933),(9 17324.766),(10 18315.336),(11 19563.477),(12 20650.838),(13 21648.533),(14 22637.572),(15 23422.441),(16 24060.504),(17 24744.607),(18 25401.896),(19 25968.158),(20 26511.854),(21 27076.088),(22 27471.52),(23 27852.912),(24 28028.02),(25 28007.111),(26 28173.314),(27 28602.838),(28 28604.8),(29 28300.17),(30 28057.877),(31 27477.238),(32 26845.346),(33 26083.664),(34 25109.777),(35 24237.666),(36 23431.793),(37 22593.396),(38 21758.473),(39 21273.113),(40 20877.738),(41 20435.176),(42 20169.646),(43 20025.879),(44 20183.314),(45 20390.959),(46 20882.06),(47 21202.016),(48 21785.486),(49 22427.4),(50 23059.053),(51 23789.043),(52 24511.963),(53 25484.895),(54 26186.531),(55 27031.5),(56 27369.021),(57 28208.3),(58 28372.705),(59 29071.37),(60 28803.725),(61 28907.873),(62 28500.164),(63 28819.791),(64 28310.195),(65 28170.803),(66 27440.877),(67 27353.31),(68 26549.246),(69 26374.236),(70 25623.969),(71 25390.457),(72 24654.455),(73 24423.69),(74 23530.299),(75 23413.307),(76 22743.6),(77 22386.613),(78 21790.742),(79 21894.7),
(1 5223.374),(2 9171.312),(3 10820.76),(4 11362.283),(5 12630.1),(6 13379.986),(7 14279.762),(8 14853.004),(9 15643.348),(10 16469.332),(11 17596.682),(12 18657.654),(13 19686.414),(14 20630.479),(15 21322.412),(16 21957.912),(17 22559.37),(18 23207.469),(19 23686.193),(20 24365.535),(21 24898.79),(22 25372.158),(23 25708.592),(24 25964.432),(25 26218.506),(26 26440.193),(27 26661.367),(28 26661.049),(29 26634.375),(30 26391.814),(31 26106.414),(32 25444.816),(33 25124.66),(34 24484.973),(35 23939.09),(36 23267.545),(37 22654.242),(38 21961.43),(39 21595.795),(40 21095.762),(41 20698.479),(42 20507.51),(43 20295.232),(44 20250.857),(45 20142.592),(46 20467.426),(47 20710.668),(48 21121.133),(49 21549.402),(50 21922.791),(51 22518.982),(52 22778.846),(53 23394.316),(54 23878.488),(55 24682.498),(56 24851.473),(57 25493.473),(58 25425.629),(59 25983.805),(60 25764.129),(61 26070.512),(62 25776.275),(63 26358.404),(64 26032.146),(65 26042.154),(66 25569.104),(67 25669.4),(68 25015.934),(69 25044.219),(70 24518.373),(71 24398.945),(72 23737.234),(73 23710.79),(74 23030.133),(75 22991.408),(76 22286.883),(77 22083.611),(78 21465.81),(79 21541.24),
(1 5210.8877),(2 9213.979),(3 11098.975),(4 11724.181),(5 13025.002),(6 13823.339),(7 14764.376),(8 15348.945),(9 16251.41),(10 17070.803),(11 18224.666),(12 19386.137),(13 20384.469),(14 21454.307),(15 22196.713),(16 22751.346),(17 23321.361),(18 24049.627),(19 24720.559),(20 25439.309),(21 26159.035),(22 26689.592),(23 26980.646),(24 27272.77),(25 27286.172),(26 27427.637),(27 27686.98),(28 27771.07),(29 27709.053),(30 27312.553),(31 26870.072),(32 26202.559),(33 25561.543),(34 24650.693),(35 23709.248),(36 22989.94),(37 22427.69),(38 21897.168),(39 21565.762),(40 21076.436),(41 20644.889),(42 20309.49),(43 20223.086),(44 20485.477),(45 20647.186),(46 21272.576),(47 21729.893),(48 22435.725),(49 22869.363),(50 23446.133),(51 24163.355),(52 24590.877),(53 25352.871),(54 25944.168),(55 26811.299),(56 27159.06),(57 27821.25),(58 27917.895),(59 28349.934),(60 27918.234),(61 28156.867),(62 27546.523),(63 27760.25),(64 27282.547),(65 27423.717),(66 26726.123),(67 26537.486),(68 25695.432),(69 25668.963),(70 24938.738),(71 24684.086),(72 23792.162),(73 23775.793),(74 23070.195),(75 22944.777),(76 22134.945),(77 22149.576),(78 21531.635),(79 21525.1),
(1 4896.693),(2 8377.569),(3 9939.741),(4 10419.493),(5 11679.068),(6 12313.852),(7 13254.901),(8 14003.069),(9 14943.429),(10 15654.318),(11 16712.578),(12 17731.994),(13 18539.717),(14 19417.143),(15 20182.191),(16 20705.152),(17 21136.78),(18 21825.271),(19 22337.459),(20 22975.875),(21 23526.63),(22 23899.535),(23 24064.723),(24 24377.107),(25 24564.426),(26 24734.209),(27 25025.967),(28 25176.959),(29 24976.021),(30 24514.06),(31 24095.709),(32 23537.186),(33 22987.504),(34 22308.611),(35 21640.807),(36 20987.758),(37 20657.998),(38 20154.283),(39 19795.344),(40 19134.201),(41 18819.074),(42 18700.186),(43 18743.566),(44 18967.512),(45 19224.262),(46 19657.8),(47 20013.959),(48 20418.256),(49 20677.277),(50 20850.336),(51 21426.707),(52 21708.117),(53 22404.541),(54 22719.584),(55 23288.828),(56 23223.637),(57 23823.385),(58 23713.486),(59 24189.242),(60 23721.209),(61 24029.8),(62 23540.324),(63 23892.37),(64 23337.273),(65 23400.492),(66 22776.838),(67 22812.625),(68 22025.383),(69 21915.307),(70 21163.83),(71 21077.93),(72 20237.748),(73 20359.33),(74 19718.44),(75 19781.336),(76 19154.494),(77 19314.42),(78 18763.604),(79 18961.96),
(1 5089.8394),(2 8719.302),(3 10135.293),(4 10632.756),(5 12126.5205),(6 12867.872),(7 13734.809),(8 14215.5),(9 15082.78),(10 15690.396),(11 16610.805),(12 17485.896),(13 18337.629),(14 19264.695),(15 19971.563),(16 20515.178),(17 21199.738),(18 21816.791),(19 22329.62),(20 22770.893),(21 23182.389),(22 23454.035),(23 23586.275),(24 23879.523),(25 24165.389),(26 24272.822),(27 24378.836),(28 24312.037),(29 24238.082),(30 23866.479),(31 23347.717),(32 22827.281),(33 22303.984),(34 21796.994),(35 21259.67),(36 20585.41),(37 20103.805),(38 19614.014),(39 19394.082),(40 19088.836),(41 18927.195),(42 19036.076),(43 19117.186),(44 19254.959),(45 19485.86),(46 19858.627),(47 20097.455),(48 20495.4),(49 20978.918),(50 21420.217),(51 21833.94),(52 22124.465),(53 22675.188),(54 23136.742),(55 23599.088),(56 23520.268),(57 23795.29),(58 23744.855),(59 24086.879),(60 23629.436),(61 23601.217),(62 23225.092),(63 23345.887),(64 22693.281),(65 22606.818),(66 22159.652),(67 22100.357),(68 21385.375),(69 21200.213),(70 20565.354),(71 20530.137),(72 19946.418),(73 19854.36),(74 19299.496),(75 19467.928),(76 19032.377),(77 19211.803),(78 18857.465),(79 19137.469),
(1 4860.0747),(2 8351.703),(3 9927.478),(4 10506.843),(5 11783.105),(6 12488.513),(7 13381.077),(8 13980.906),(9 14861.79),(10 15612.178),(11 16634.9),(12 17561.352),(13 18524.479),(14 19450.662),(15 19992.838),(16 20509.277),(17 21251.715),(18 21772.283),(19 22282.281),(20 22763.467),(21 23182.83),(22 23438.121),(23 23472.28),(24 23769.71),(25 23793.76),(26 23860.35),(27 23936.87),(28 23749.85),(29 23521.553),(30 23099.639),(31 22448.66),(32 21759.31),(33 21085.656),(34 20460.371),(35 19888.922),(36 19087.764),(37 18545.572),(38 17922.49),(39 17623.99),(40 17331.107),(41 17021.43),(42 16966.977),(43 16979.074),(44 17128.996),(45 17328.14),(46 17861.473),(47 18213.852),(48 18725.146),(49 19164.941),(50 19839.713),(51 20566.846),(52 21383.834),(53 22096.97),(54 22732.477),(55 23392.076),(56 23600.988),(57 24001.568),(58 23863.459),(59 24145.492),(60 23768.836),(61 23890.998),(62 23412.771),(63 23513.418),(64 22928.049),(65 22728.58),(66 22094.77),(67 21892.813),(68 21216.97),(69 21091.59),(70 20532.754),(71 20374.922),(72 19722.973),(73 19482.04),(74 18911.615),(75 18921.7),(76 18511.795),(77 18460.66),(78 17960.822),(79 18131.258),
(1 4709.2744),(2 8239.836),(3 9857.757),(4 10447.884),(5 11538.6455),(6 12161.046),(7 12996.945),(8 13666.775),(9 14570.743),(10 15502.342),(11 16518.258),(12 17451),(13 18240.414),(14 19060.809),(15 19751.148),(16 20396.518),(17 21099.963),(18 21676.678),(19 22254.395),(20 22783.654),(21 23195.572),(22 23472.852),(23 23599.975),(24 23858.033),(25 24002.045),(26 24105.447),(27 24222.184),(28 24203.557),(29 24105.484),(30 23669.281),(31 23189.254),(32 22675.518),(33 22189.348),(34 21499.416),(35 20977.84),(36 20436.623),(37 20109.137),(38 19510.83),(39 19243.16),(40 18718.87),(41 18366.627),(42 18174.725),(43 18076.39),(44 18111.273),(45 18329.584),(46 18839.867),(47 19262.035),(48 19900.623),(49 20499.326),(50 21001.03),(51 21598.324),(52 22043.14),(53 22720.887),(54 23081.053),(55 23682.584),(56 23743.932),(57 24154.088),(58 23884.219),(59 24031.75),(60 23604.809),(61 23932.45),(62 23484.033),(63 23759.068),(64 23156.727),(65 23139.707),(66 22447.78),(67 22377.934),(68 21614.479),(69 21681.482),(70 21127.889),(71 21114.234),(72 20339.613),(73 20310.275),(74 19718.74),(75 19885.635),(76 19459.697),(77 19636.566),(78 19285.797),(79 19608.2),
(1 4604.867),(2 8071.4507),(3 9813.069),(4 10442.441),(5 11653.966),(6 12110.567),(7 12920.893),(8 13573.568),(9 14470.218),(10 15433.829),(11 16516.51),(12 17433.764),(13 18249.299),(14 18997.164),(15 19672.271),(16 20182.283),(17 20770.29),(18 21356.469),(19 21834.037),(20 22198.818),(21 22594.418),(22 22990.299),(23 23409.113),(24 23807.79),(25 23937.178),(26 24077.805),(27 24286.799),(28 24327.27),(29 24283.281),(30 23810.72),(31 23220.281),(32 22615.123),(33 22031.4),(34 21331.54),(35 20637.453),(36 19943.588),(37 19391.457),(38 18663.738),(39 18289.574),(40 17757.395),(41 17415.277),(42 17297.295),(43 17281.059),(44 17347.895),(45 17755.717),(46 18255.182),(47 18849.64),(48 19524.105),(49 20084.35),(50 20530.434),(51 21032.223),(52 21202.844),(53 21843.71),(54 22016.941),(55 22623.953),(56 22603.55),(57 23044.17),(58 22877.365),(59 23094.78),(60 22612.12),(61 22715.457),(62 22088.213),(63 22275.389),(64 21796.568),(65 21805.28),(66 21023.965),(67 21127.445),(68 20483.08),(69 20506.219),(70 19786.404),(71 19789.87),(72 19146.58),(73 19248.594),(74 18587.158),(75 18654.611),(76 18205.965),(77 18359.328),(78 17911.164),(79 18148.777),
