1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76868.48),(2 94049.18),(3 59496.09),(4 155310.77),(5 189477.67),(6 177662.56),(7 288586.53),(8 335287.53),(9 333109.72),(10 447847),(11 516985.16),(12 523105.1),(13 637128.75),(14 733638),(15 754731.75),(16 895260.25),(17 1034139.2),(18 1060840.9),(19 1191611.5),(20 1342071),(21 1378674.9),(22 1520409),(23 1699419),(24 1739688.4),(25 1883056.4),(26 2050391),(27 2070666),(28 2165428.8),(29 2316615.5),(30 2386037),(31 2499383.8),(32 2661469.3),(33 2683064.8),(34 2794855.3),(35 2938288.3),(36 2954333),(37 3027799.8),(38 3174979),(39 3180323),(40 3280059.8),(41 3408339.3),(42 3422759.8),(43 3493558.8),(44 3590593),(45 3583102.8),(46 3633538),(47 3703838),(48 3664378.8),(49 3718100.8),(50 3791939.8),(51 3747732.3),(52 3788770),(53 3857529.3),(54 3825960.3),(55 3884529.8),(56 3976998.8),(57 3959526.3),(58 3985380.8),(59 4079953),(60 4089348.8),(61 4151066.8),(62 4240202.5),(63 4237106),(64 4321174.5),(65 4472502.5),(66 4542913.5),(67 4687810.5),(68 4954552.5),(69 5091730.5),(70 5292711.5),(71 5602012),(72 5747410),(73 5885100),(74 6171166.5),(75 6268314.5),(76 6463388.5),(77 6717905.5),(78 6844988),(79 7016463.5),
(1 11775.391),(2 38496.43),(3 70372.22),(4 100694.54),(5 126138.72),(6 145355.22),(7 159452.08),(8 169840.3),(9 176734.19),(10 182917.61),(11 188459.05),(12 191646.89),(13 193971.95),(14 195922.5),(15 195636.64),(16 194933.25),(17 194148.69),(18 194697.86),(19 196793.05),(20 200266.83),(21 203912.64),(22 207513.22),(23 208499.22),(24 207140.13),(25 205281.02),(26 204470.55),(27 203948.47),(28 203666.06),(29 205050.56),(30 208456.08),(31 214559.36),(32 222670.47),(33 230852.92),(34 238921.08),(35 244872.5),(36 248793.16),(37 250424.5),(38 249524.67),(39 247037.94),(40 243591.95),(41 239103.73),(42 233576.84),(43 227937.25),(44 223425.61),(45 219594.78),(46 217553.36),(47 216777.3),(48 217583.03),(49 218663.27),(50 220019.72),(51 221902.06),(52 222999.92),(53 223865.53),(54 224329.42),(55 225324.63),(56 227317.98),(57 229916.27),(58 232464.7),(59 234210.67),(60 235755.8),(61 238109.72),(62 239500.58),(63 240272.53),(64 241135.64),(65 241534),(66 240662.9),(67 240021.86),(68 238475.19),(69 236399.5),(70 234596.4),(71 234187.64),(72 234636.4),(73 235097.19),(74 235913.13),(75 237439.13),(76 238750.34),(77 239905.36),(78 240558.78),(79 240572.83),
(1 12160.105),(2 39505.61),(3 72853.125),(4 105448.195),(5 133940.58),(6 156757.2),(7 173838.6),(8 186820.5),(9 197370.73),(10 206556.16),(11 213143.25),(12 216554.28),(13 219142.38),(14 220169.58),(15 219133.94),(16 218135.56),(17 217051.63),(18 216396.31),(19 217026.13),(20 219728),(21 222739.1),(22 226291.4),(23 228967.7),(24 230745.19),(25 231514.73),(26 232362.05),(27 231745.53),(28 231700.1),(29 233006.64),(30 235564.72),(31 238673.06),(32 242650.14),(33 246403.84),(34 249811.94),(35 252634),(36 255107.13),(37 255663.88),(38 252626.67),(39 249724.77),(40 245691.33),(41 240827.4),(42 236868.77),(43 233866.53),(44 231351.56),(45 230014.23),(46 229665.78),(47 229351.13),(48 230102.66),(49 231087.92),(50 231847.61),(51 233521.19),(52 234559.45),(53 234659.4),(54 233649.23),(55 232880.75),(56 232716.61),(57 232096.23),(58 230876.6),(59 229617.66),(60 228857.7),(61 228737.23),(62 228132),(63 228614.66),(64 228636.64),(65 229755.95),(66 232229.42),(67 235915.92),(68 239152.36),(69 241206.38),(70 242049.5),(71 242175.48),(72 241778.75),(73 241228.08),(74 241535.61),(75 241400.6),(76 240175.4),(77 238505.47),(78 236325.83),(79 233517.9),
(1 11974.163),(2 38266.668),(3 69895.39),(4 100697.15),(5 126468.87),(6 146947.88),(7 161273.38),(8 170022.7),(9 174588.47),(10 178014.36),(11 180799.7),(12 182287.67),(13 183602.67),(14 184121.58),(15 183560.13),(16 183104.19),(17 182127.47),(18 181624.17),(19 182469.36),(20 185432.27),(21 189257.52),(22 193177.53),(23 196306.67),(24 199318.94),(25 202527.55),(26 205166.17),(27 206675.44),(28 207915.19),(29 210963.56),(30 215015.19),(31 219053.81),(32 222296.42),(33 224614.94),(34 226538.73),(35 228073.78),(36 228770.84),(37 226868.39),(38 223602.8),(39 220825.73),(40 217420.88),(41 215020.72),(42 213713.25),(43 212464.97),(44 212162.38),(45 212549.78),(46 212717.1),(47 214029.61),(48 215799.75),(49 217929.52),(50 218376.97),(51 217527.66),(52 215585.1),(53 212952.34),(54 209204.1),(55 204833.2),(56 202964.06),(57 201978.25),(58 202743.13),(59 205036.97),(60 207151.45),(61 211011.78),(62 213859.03),(63 215017.88),(64 215059.94),(65 215312.75),(66 215176.39),(67 214507.84),(68 213497.48),(69 211899.83),(70 209314.19),(71 206662.17),(72 205113.19),(73 205402.3),(74 207285.58),(75 210066.38),(76 212776.7),(77 215526.64),(78 217963.61),(79 219893.89),
(1 11873.947),(2 37605.9),(3 66959.31),(4 94101.9),(5 114795.69),(6 129326.32),(7 139239.45),(8 145819.33),(9 150618.83),(10 154908.08),(11 158303.61),(12 160748.83),(13 160861.13),(14 160060.73),(15 158741.28),(16 158194.6),(17 158258.81),(18 159987.5),(19 162601.64),(20 166146.84),(21 169893.86),(22 174286.02),(23 177203.33),(24 180374.97),(25 184328.45),(26 188157.55),(27 191939.9),(28 197068.63),(29 202162.81),(30 205770.63),(31 208588.52),(32 210845.8),(33 212257.28),(34 213429.5),(35 212966.34),(36 211331.88),(37 208423.22),(38 204887.92),(39 202048.81),(40 198897.17),(41 196577.19),(42 196182.28),(43 196405.98),(44 197622.84),(45 198493.56),(46 199302.3),(47 201030.45),(48 202867.27),(49 204549.83),(50 204904.39),(51 204054.44),(52 203174.2),(53 201975.81),(54 200299.78),(55 197809.77),(56 196246.14),(57 195514.9),(58 196889.33),(59 200318.6),(60 204788.11),(61 209518.31),(62 212770.48),(63 213877.34),(64 212857.27),(65 211109.38),(66 209064.78),(67 207688.77),(68 206979.98),(69 206077.92),(70 205012.6),(71 204702.56),(72 205488.95),(73 208041.06),(74 212154.84),(75 216905.13),(76 221560.25),(77 225749.56),(78 228456.52),(79 228389.75),
(1 11625.209),(2 37504.887),(3 68000.22),(4 96103.22),(5 117955.44),(6 133203.58),(7 142763.83),(8 148675.56),(9 153281.06),(10 156625.4),(11 158407.17),(12 158765.36),(13 158421.33),(14 157570.14),(15 157076.31),(16 156534.6),(17 155916),(18 156739.97),(19 159040.73),(20 161529.31),(21 163831.17),(22 167949.75),(23 172765.75),(24 177732.6),(25 182583.06),(26 188224.75),(27 193961.66),(28 200551.11),(29 206282.98),(30 210045.17),(31 211994.9),(32 212814),(33 214243.4),(34 215337.27),(35 216073.36),(36 214587.25),(37 211284.39),(38 207495.5),(39 203702.42),(40 198851.17),(41 193885.16),(42 190487.95),(43 188289.42),(44 187798.1),(45 188651.95),(46 190918.61),(47 193594.22),(48 196133.58),(49 198154.97),(50 200173.63),(51 202046.88),(52 203653.27),(53 205309.83),(54 206074.36),(55 206355.88),(56 207504.28),(57 207897.55),(58 208063.75),(59 207910.75),(60 207461.64),(61 207974.58),(62 207576.6),(63 206712.52),(64 205097.7),(65 203844.5),(66 202260.45),(67 200932.72),(68 200125.16),(69 200939.77),(70 204437.78),(71 208211.92),(72 212666.22),(73 217084.95),(74 221422.14),(75 225587.88),(76 228191.5),(77 229595.84),(78 229183.95),(79 226910.61),
(1 10975.354),(2 35273.957),(3 62836.94),(4 88485.96),(5 108332.2),(6 121883.36),(7 131279.5),(8 137736.06),(9 142138.39),(10 146279.52),(11 149946.02),(12 151597.06),(13 152912.72),(14 152777.03),(15 152826.77),(16 154126.23),(17 156306.63),(18 159438.75),(19 162638.39),(20 165704.33),(21 167501.6),(22 169887.94),(23 172281.1),(24 175085.83),(25 178427.7),(26 181977.61),(27 185941.77),(28 190153.14),(29 194828.67),(30 198897.33),(31 201867.88),(32 203447.72),(33 203432.25),(34 202103.16),(35 201009.08),(36 200156.67),(37 198035.83),(38 195549.36),(39 193351.78),(40 191400.19),(41 189815.75),(42 188713.5),(43 187333.36),(44 185986.02),(45 185168.45),(46 183766.06),(47 181741.16),(48 179418.84),(49 177641.02),(50 177135.8),(51 176776.02),(52 176102.31),(53 175947.67),(54 176468.98),(55 177732.4),(56 179804.88),(57 180987.27),(58 181937.25),(59 182799.3),(60 182791.28),(61 181972.13),(62 180673.97),(63 178843.1),(64 177689.55),(65 176246.9),(66 175069.72),(67 175894.42),(68 177748.9),(69 179906.55),(70 182218.98),(71 183857.03),(72 184983.25),(73 186427.86),(74 187407.3),(75 189110.55),(76 190139.4),(77 191446.95),(78 193677.19),(79 195743.27),
(1 10867.952),(2 34346.72),(3 60397.344),(4 83912.12),(5 101666),(6 113172.78),(7 121383.79),(8 127223.2),(9 132182.63),(10 136568.63),(11 140114.11),(12 143598.89),(13 145825.56),(14 146632.19),(15 146508.28),(16 147874.17),(17 150064.06),(18 152487.03),(19 154133.75),(20 156061.3),(21 157059.56),(22 157947.31),(23 159059.53),(24 160907.13),(25 164028.81),(26 168329.38),(27 172946.4),(28 177980.14),(29 182363.13),(30 184189.48),(31 184630.02),(32 185750.73),(33 187636.38),(34 188895.3),(35 189730.05),(36 189372.03),(37 187639.8),(38 185810.84),(39 185292.48),(40 185307.1),(41 186379.9),(42 187698.05),(43 189331.69),(44 190126.23),(45 190224.2),(46 190235.11),(47 189994.81),(48 188165.06),(49 186242.86),(50 184439.3),(51 184166.3),(52 184262.83),(53 184880.88),(54 186030.56),(55 186841.75),(56 187957.83),(57 188619.63),(58 189895.8),(59 191678.84),(60 192346),(61 192528.13),(62 191186.7),(63 188671.16),(64 186090.66),(65 184034.98),(66 182629.56),(67 181881.16),(68 181541.39),(69 182082.13),(70 183420.98),(71 183804.77),(72 183890.9),(73 184385.95),(74 185024.13),(75 185247.89),(76 186062.16),(77 188777.3),(78 192785.31),(79 196447.2),
(1 11070.51),(2 35152.387),(3 62628.973),(4 87387.38),(5 105193.58),(6 117115.92),(7 125728.67),(8 132696.3),(9 139663.89),(10 145799.98),(11 149786.81),(12 152050.31),(13 153699.02),(14 153469.61),(15 152264.61),(16 151226.58),(17 150785.88),(18 152022.36),(19 153873.34),(20 155575.83),(21 156093.52),(22 157351.48),(23 159610.52),(24 162785.75),(25 167901.9),(26 173332.19),(27 178375.92),(28 181788.02),(29 184982.31),(30 185627.4),(31 185757.56),(32 186561.05),(33 187824.27),(34 188856.64),(35 190076.6),(36 190006.02),(37 188215.52),(38 185998.1),(39 183914),(40 182457.53),(41 182376.02),(42 183566.56),(43 185562.3),(44 187702.13),(45 189803.98),(46 191356.67),(47 192695.16),(48 193592.58),(49 194673.23),(50 193933.06),(51 191591.97),(52 188191.7),(53 184904.86),(54 182123.63),(55 181033.55),(56 181327.52),(57 182040.45),(58 183249.45),(59 184282.25),(60 183775.13),(61 183459.88),(62 183142.19),(63 183285.98),(64 184426.36),(65 185486.06),(66 185590.73),(67 184298.94),(68 182125.48),(69 180495.78),(70 179632.89),(71 179345.61),(72 180871.08),(73 181784),(74 181783.11),(75 180452.67),(76 179197.94),(77 180105.94),(78 182180.22),(79 184926.44),
(1 10755.426),(2 33377.69),(3 58077.098),(4 79549.914),(5 94698.125),(6 104996.46),(7 112564.42),(8 117172.04),(9 121034.46),(10 124937.46),(11 127414.35),(12 129803.984),(13 131856.19),(14 132776.3),(15 132500.31),(16 133236.77),(17 133337.89),(18 134157.08),(19 135659.95),(20 137931.89),(21 140252.84),(22 142899.92),(23 145614.45),(24 148484.92),(25 151583.63),(26 154838.17),(27 157550.63),(28 159695.16),(29 161403.33),(30 162817.69),(31 163525.56),(32 163975.56),(33 164814.3),(34 165213.6),(35 165758.28),(36 166600),(37 166134.78),(38 164641.9),(39 164060.75),(40 163698.25),(41 163708.75),(42 163859.6),(43 163119.97),(44 162655.45),(45 163554.52),(46 165220.14),(47 166711.98),(48 168681.38),(49 171310.69),(50 173181.86),(51 175091.69),(52 177325.89),(53 179626.5),(54 179587.56),(55 177836.88),(56 175797.72),(57 174190.72),(58 174132.78),(59 173662.17),(60 171938.13),(61 170764.14),(62 169956.72),(63 170202.48),(64 171763.73),(65 173174.88),(66 173017.17),(67 172078.16),(68 170660.98),(69 169639.89),(70 169147.61),(71 168311.22),(72 168176.42),(73 168186.23),(74 167906.63),(75 168079.52),(76 168384.67),(77 169414.1),(78 170242.66),(79 171022.95),
(1 11499.942),(2 36532.348),(3 63806.36),(4 87446.516),(5 105152.82),(6 117689.09),(7 126802.22),(8 133150.02),(9 137696.44),(10 141413.53),(11 143163.56),(12 143341.06),(13 142994.52),(14 141234.78),(15 138999.52),(16 137210.95),(17 135889.36),(18 135990.03),(19 136854.86),(20 138900.25),(21 142079.3),(22 146631.23),(23 150967.52),(24 154626.22),(25 157483.61),(26 161132.38),(27 163752.72),(28 163369.86),(29 162801.44),(30 162336.6),(31 162097.73),(32 162680.63),(33 164432.22),(34 165749.67),(35 166247.48),(36 166742.38),(37 167608.63),(38 167786.14),(39 168026.63),(40 168372.42),(41 168926.67),(42 169876.92),(43 171274.58),(44 172437.27),(45 173818.03),(46 175953.81),(47 176392.81),(48 174785.86),(49 172975.11),(50 171137.89),(51 169135.44),(52 168058.52),(53 166920.86),(54 165499),(55 163633.8),(56 163752.39),(57 164771.03),(58 165365.38),(59 165316.08),(60 164567.19),(61 163615.78),(62 163568.7),(63 165243.08),(64 167578.67),(65 169897.11),(66 170414.97),(67 169691.56),(68 168739.14),(69 168738.5),(70 168890.78),(71 168125.44),(72 166848.14),(73 165296.92),(74 164082.19),(75 163555.86),(76 163165.08),(77 162322.86),(78 161484.19),(79 160981.53),
(1 11140.254),(2 34772.5),(3 61202.477),(4 84278.016),(5 100464.2),(6 110416.46),(7 116497.11),(8 121574.98),(9 126029.34),(10 129839.31),(11 132513.66),(12 132844.5),(13 133157.61),(14 133839.16),(15 134993.9),(16 136216.56),(17 137126.33),(18 138519.73),(19 139122.55),(20 140617.58),(21 141910.5),(22 142537.52),(23 143354.72),(24 146245.36),(25 149082.67),(26 150755.81),(27 151308.95),(28 150932.77),(29 151525.98),(30 152222.11),(31 153102.08),(32 154428.38),(33 155072.36),(34 154658.02),(35 153067.6),(36 151724.4),(37 151150.38),(38 151776.34),(39 153571.19),(40 154946.36),(41 155949.1),(42 156728.66),(43 158775.7),(44 161053.1),(45 161894.7),(46 163045.3),(47 164436.47),(48 164412.5),(49 164099.33),(50 163626.38),(51 163063.38),(52 162253.97),(53 161193.2),(54 159426.75),(55 156732.19),(56 154912.55),(57 153455.44),(58 152612.42),(59 152071.98),(60 151292.98),(61 150077.95),(62 148816.17),(63 148721.34),(64 150154.36),(65 151577.78),(66 153104.22),(67 154614.8),(68 155702.31),(69 157328),(70 158821.14),(71 160280.97),(72 160958.64),(73 160974.42),(74 159640.13),(75 159081.28),(76 158408.13),(77 158071.61),(78 158703.34),(79 159208.11),
(1 10664.066),(2 33270.434),(3 58674.28),(4 80162.36),(5 95635.73),(6 105769.59),(7 111972.18),(8 116170.484),(9 119790.24),(10 122985.42),(11 125295.04),(12 126332.15),(13 127546.25),(14 129107.64),(15 131464.47),(16 133535.13),(17 135408.77),(18 136977.61),(19 137826.36),(20 139014.2),(21 140286.84),(22 141605.8),(23 142133.78),(24 142561.98),(25 142764.13),(26 141963.75),(27 140310.03),(28 138713.27),(29 138042.53),(30 138826.34),(31 141234.2),(32 145012.06),(33 149241.72),(34 152852.53),(35 155330.47),(36 156599.48),(37 157376.7),(38 158124.16),(39 158798.14),(40 159284.98),(41 159726.6),(42 160648.5),(43 161248.4),(44 162371.83),(45 163749.33),(46 166350.86),(47 168980.2),(48 170257.05),(49 170218.83),(50 169032.61),(51 168323.19),(52 168213.48),(53 168660.9),(54 168369.84),(55 166859.97),(56 164872.94),(57 162519.4),(58 161197.92),(59 161077.17),(60 161583.16),(61 162716.81),(62 162219.3),(63 159520.47),(64 156339.14),(65 153294.42),(66 150662.53),(67 148988.73),(68 147832.83),(69 147866.58),(70 149128.38),(71 151038.88),(72 152608.98),(73 154202.66),(74 154663.27),(75 155780.64),(76 157645.9),(77 160093.11),(78 163475.16),(79 166167.98),
(1 10742.413),(2 33597.57),(3 58776.098),(4 80038.77),(5 94170.22),(6 102079.92),(7 106584.32),(8 109197.29),(9 111529.73),(10 113637.62),(11 115297.11),(12 116797.69),(13 118483.555),(14 120008.98),(15 121784.95),(16 124162.89),(17 127195.25),(18 130007.445),(19 132141.75),(20 133931.7),(21 135184.84),(22 136016.33),(23 136051.05),(24 135968.2),(25 136372.61),(26 137440.6),(27 139023.61),(28 139611.88),(29 141035.9),(30 142118.36),(31 143445.05),(32 145049.03),(33 145780.2),(34 145015.38),(35 143659.17),(36 142083.03),(37 140822.34),(38 139731.81),(39 139800.03),(40 140531.69),(41 142190.05),(42 144656.78),(43 146413.06),(44 147428.69),(45 148591.97),(46 150538.88),(47 153225.5),(48 155573.53),(49 156599.08),(50 156207.48),(51 155066.66),(52 154399.03),(53 153543.02),(54 152840.73),(55 152258.64),(56 152028.98),(57 151362.22),(58 151292.81),(59 151351.98),(60 151344.48),(61 151481.53),(62 151474.73),(63 150565.88),(64 148799.23),(65 146760.8),(66 145105.64),(67 143785.36),(68 143037.45),(69 142926.63),(70 143181.88),(71 143178.13),(72 142757.88),(73 142662.75),(74 143183.64),(75 145099.08),(76 147146.9),(77 148928.33),(78 149018.39),(79 147276.08),
(1 10438.625),(2 32611.58),(3 56386.35),(4 76049.77),(5 89937.75),(6 98593.43),(7 103493.516),(8 106357.34),(9 108992.45),(10 111302.25),(11 112924.74),(12 114292.13),(13 115841.95),(14 117782.74),(15 120542.07),(16 122704.85),(17 124679.836),(18 127347.82),(19 131561.53),(20 136103.47),(21 138648.47),(22 141019.81),(23 143137.05),(24 144722.3),(25 145133.84),(26 145178.94),(27 144875.94),(28 144505.45),(29 144528.45),(30 144877.17),(31 144513.83),(32 144819.3),(33 145576.9),(34 146418.25),(35 147715.67),(36 148307.86),(37 148396.45),(38 147912.27),(39 147813.14),(40 148271.78),(41 150328.95),(42 153093.53),(43 154983.23),(44 155526.98),(45 155282.56),(46 154957.6),(47 154996.48),(48 154998.36),(49 154985.33),(50 155143.45),(51 154538.73),(52 154266.47),(53 154603.66),(54 154964.2),(55 154655.69),(56 154512.27),(57 153951.92),(58 152812.86),(59 151563.06),(60 149962.19),(61 149594.81),(62 148970.73),(63 148043.83),(64 147611.47),(65 146490.27),(66 145663.45),(67 145716.36),(68 145594.25),(69 144937.81),(70 144749.05),(71 144044.33),(72 142846.55),(73 141100.3),(74 140312.64),(75 139509.5),(76 139043.89),(77 139615.33),(78 141416.73),(79 142931.66),
(1 10351.885),(2 31960.074),(3 55036.27),(4 74762.875),(5 88810.51),(6 98620.336),(7 105290.98),(8 109369.19),(9 112880.91),(10 115995.32),(11 118415.32),(12 119194.53),(13 119084.49),(14 119254.89),(15 120661.125),(16 123326.086),(17 127117.72),(18 130909.44),(19 134327.78),(20 137187),(21 138939.34),(22 139831.14),(23 140816.86),(24 141137.14),(25 141439.64),(26 141356.53),(27 140655.38),(28 139093.69),(29 137760.3),(30 137357.44),(31 137714.48),(32 138214.56),(33 139401.88),(34 140657.14),(35 141391.97),(36 141520.52),(37 141953.25),(38 142974.75),(39 144047.19),(40 145488.19),(41 147462.61),(42 149812.53),(43 151788.86),(44 152285.48),(45 152482.05),(46 152852.77),(47 152050.66),(48 151201.52),(49 149789.84),(50 148542.84),(51 147791.5),(52 148602.75),(53 150750.77),(54 152401.31),(55 153664.73),(56 154507.9),(57 154648.11),(58 154959.9),(59 154089.44),(60 152997.23),(61 152724.03),(62 152955.34),(63 153422.97),(64 153730.08),(65 153454.77),(66 152467.95),(67 151863.08),(68 152073.36),(69 151616.23),(70 150800.47),(71 149759.39),(72 148753.8),(73 147917.03),(74 148243.56),(75 149351.67),(76 150742.4),(77 152239.03),(78 153178.3),(79 153239.02),
(1 10046.9),(2 31006.318),(3 52711.676),(4 70369.19),(5 83162.46),(6 91829.086),(7 98339.08),(8 103878.01),(9 108872.82),(10 111830.34),(11 113866.87),(12 114994.625),(13 115677.875),(14 115235.45),(15 114558.164),(16 114872.89),(17 116031.39),(18 118462.375),(19 121910.73),(20 125393.62),(21 127523.914),(22 129004.414),(23 129213.69),(24 129410.9),(25 130103.65),(26 131466.8),(27 132451.23),(28 131890.2),(29 130754.16),(30 129672.805),(31 129827.7),(32 130694.695),(33 131699.23),(34 132549.53),(35 133053.11),(36 132087.73),(37 130664.914),(38 130244),(39 130805.16),(40 132155.33),(41 134013.66),(42 136710.25),(43 138967.53),(44 140508.78),(45 141793.25),(46 143186.92),(47 144126.83),(48 144604.84),(49 144202.5),(50 142982.75),(51 141591.78),(52 140737.83),(53 139898.28),(54 139177.56),(55 138853.77),(56 138392.77),(57 138092.75),(58 138630.23),(59 139279.66),(60 139801.39),(61 141708.08),(62 143290.72),(63 143760.67),(64 143935.13),(65 142558.16),(66 140504.31),(67 137628.4),(68 136024.88),(69 135468.08),(70 136080.23),(71 137550.84),(72 139108.6),(73 141312.6),(74 142891.97),(75 144526.83),(76 146122.4),(77 146822.02),(78 146051.7),(79 144270.17),
(1 10234.553),(2 32128.113),(3 55327.438),(4 74327.49),(5 87595.58),(6 95922.76),(7 101674.34),(8 105491.11),(9 108008.45),(10 109600.13),(11 110406.95),(12 110616.28),(13 111064.1),(14 111650.64),(15 112230.57),(16 113181.54),(17 114461.67),(18 116194.43),(19 118449.484),(20 120549.18),(21 121787),(22 122308.336),(23 121943.43),(24 121611.1),(25 121287.914),(26 121531.51),(27 123133.766),(28 124412.03),(29 126344.63),(30 126724.91),(31 127259.13),(32 126939.02),(33 125834.914),(34 124334.234),(35 123013.87),(36 121743.47),(37 121588.42),(38 122295.41),(39 124988.055),(40 127942.766),(41 130422.26),(42 132514.6),(43 133512.08),(44 134603.73),(45 136498.34),(46 138291.28),(47 139875.39),(48 140228.36),(49 140256.7),(50 140157.72),(51 140193.86),(52 140492.03),(53 140866.5),(54 139900.83),(55 139345.7),(56 139740.98),(57 140919.36),(58 142528.92),(59 143813.9),(60 144537.23),(61 146617.72),(62 148840.67),(63 151340.3),(64 153769.94),(65 154448.61),(66 154169.83),(67 153587.94),(68 152744.2),(69 151918.86),(70 151312.06),(71 151364.39),(72 151608.1),(73 152309.73),(74 152254.78),(75 151309.36),(76 149700.22),(77 148028.97),(78 146372.23),(79 145531.6),
