1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 36584.53),(2 52445.51),(3 57100.824),(4 116089.72),(5 145881.28),(6 165328.6),(7 234895.92),(8 265822.94),(9 286273.5),(10 352961.25),(11 379943.4),(12 391519.4),(13 455663.78),(14 471431.84),(15 475169.25),(16 534033.5),(17 536276.06),(18 545563.75),(19 597373.3),(20 587241.44),(21 575146.56),(22 609576.94),(23 584200.9),(24 577258.7),(25 623925.7),(26 600892.8),(27 590330.06),(28 630559.2),(29 608566.1),(30 606228.06),(31 659076.7),(32 652672.06),(33 703129),(34 773393),(35 789624.5),(36 838000.2),(37 937912.75),(38 973965.3),(39 1046399.3),(40 1155124),(41 1217866.9),(42 1319664.6),(43 1468280.6),(44 1539136.4),(45 1660954.4),(46 1816987),(47 1898694.6),(48 2027323.9),(49 2177143.3),(50 2234384.3),(51 2333895),(52 2456230.3),(53 2520535),(54 2615508.5),(55 2758421),(56 2838998.8),(57 2957898),(58 3103662),(59 3201806.8),(60 3311023.3),(61 3490328),(62 3603925.8),(63 3879276),(64 4076531.3),(65 4238932),(66 4483977.5),(67 4768297.5),(68 5162328.5),(69 5568489),(70 5938184),(71 6331193.5),(72 6740951.5),(73 7165580),(74 7560990.5),(75 8036585.5),(76 8465592),(77 8912737),(78 9431413),(79 9922895),
(1 5657.867),(2 16751.979),(3 28127.758),(4 36771.21),(5 42311.91),(6 45281.37),(7 47142.797),(8 48508.98),(9 49388.957),(10 50273.047),(11 50869.14),(12 51385.715),(13 52001.313),(14 52969),(15 54282.63),(16 55059.395),(17 55242.01),(18 55428.906),(19 55759.86),(20 56095.98),(21 56795.598),(22 57435.08),(23 57767.13),(24 57880.492),(25 57805.066),(26 58329.676),(27 59488.426),(28 60744.383),(29 61683.492),(30 62522.14),(31 62964.043),(32 63052.203),(33 63052.86),(34 62708.313),(35 62680.09),(36 62627.438),(37 62618.184),(38 62865.066),(39 62950.47),(40 62599.52),(41 61968.715),(42 61619.324),(43 62098.688),(44 62270.42),(45 62035.17),(46 61501.03),(47 61067.68),(48 60359.094),(49 59974.01),(50 59639.85),(51 59337.676),(52 59111.176),(53 59139.043),(54 58903.13),(55 58707.543),(56 58549.91),(57 58043.37),(58 57631.367),(59 57060.008),(60 56742.426),(61 56552.484),(62 56137.26),(63 55995.797),(64 55558.586),(65 55351.152),(66 56068.563),(67 57063.42),(68 57260.445),(69 56876.42),(70 56023.39),(71 55277.31),(72 54789.273),(73 54304.543),(74 54382.438),(75 54446.066),(76 54888),(77 55749.906),(78 56432.85),(79 57236.402),
(1 5523.1206),(2 16439.563),(3 27771.352),(4 35918.813),(5 41041.777),(6 43614.184),(7 45020.7),(8 46043.844),(9 46645.188),(10 46841.2),(11 46929.13),(12 47230.676),(13 48190.074),(14 49602.598),(15 50642.832),(16 51623.383),(17 52790.55),(18 53699.137),(19 54635.457),(20 55100.977),(21 55833.242),(22 56872.094),(23 57755.086),(24 58001.32),(25 57847.566),(26 57516.01),(27 57267.746),(28 57382.906),(29 57787.492),(30 58371.11),(31 58529.18),(32 58524.71),(33 58659.17),(34 58787.074),(35 58657.723),(36 58459.816),(37 58455.977),(38 58630.55),(39 58895.125),(40 59111.87),(41 59335.832),(42 59628.35),(43 59760.285),(44 59296.266),(45 58709.402),(46 58222.066),(47 57324.043),(48 56954.727),(49 56664.18),(50 56201.03),(51 55897.555),(52 55561.184),(53 55820.926),(54 56148.426),(55 56209.215),(56 56659.785),(57 57334.15),(58 57725.746),(59 57700.965),(60 57411.87),(61 56866.977),(62 56409.727),(63 55900.637),(64 55196.965),(65 54956.83),(66 54828.68),(67 54861.426),(68 54841.375),(69 54685.15),(70 54770.883),(71 54850.742),(72 54639.816),(73 54109.727),(74 53606.742),(75 53354.277),(76 53363.71),(77 53447.344),(78 53207.86),(79 53162.816),
(1 5492.265),(2 16251.734),(3 27225.246),(4 35027.39),(5 39565.492),(6 41901.957),(7 43389.586),(8 44143.887),(9 45066.54),(10 45968.03),(11 46522.01),(12 47206.598),(13 48109.37),(14 48824.69),(15 49159.484),(16 49952.4),(17 51409.184),(18 52979.234),(19 54590.72),(20 56294.605),(21 57690.484),(22 58913.05),(23 59722.504),(24 59739.59),(25 59512.023),(26 59246.906),(27 59326.504),(28 59506.93),(29 59761.36),(30 60115.97),(31 60271.02),(32 60178.65),(33 60076.258),(34 59800.215),(35 59721.246),(36 60239.332),(37 60627.113),(38 60661.363),(39 60564.152),(40 60217.29),(41 60055.29),(42 60589.863),(43 60973.094),(44 61195.71),(45 61261.887),(46 61017.195),(47 60598.137),(48 60347.684),(49 60107.316),(50 59844.28),(51 59606.848),(52 59064.91),(53 58556.125),(54 58082.72),(55 57821.27),(56 57754.227),(57 57558.906),(58 57196.1),(59 56941.113),(60 56847.234),(61 56906.203),(62 57065.785),(63 57117.598),(64 56844.836),(65 56726.56),(66 56744.773),(67 56802.125),(68 57331.1),(69 57991.773),(70 58421.977),(71 58591.31),(72 58235.99),(73 57506.35),(74 56370.56),(75 55653.03),(76 55175.04),(77 54701.555),(78 54113.574),(79 53768.41),
(1 5436.232),(2 16085.865),(3 26786.596),(4 34607.79),(5 39764.82),(6 43208.867),(7 45676.145),(8 47364.273),(9 48053.332),(10 48155.94),(11 48311.773),(12 49019.65),(13 50446.973),(14 51899.215),(15 53224.62),(16 54427.703),(17 55242.777),(18 56147.836),(19 57238.164),(20 58399.18),(21 59034.45),(22 59241.273),(23 59172.426),(24 59047.293),(25 58695.38),(26 58421.24),(27 58013.906),(28 57890.973),(29 57588.457),(30 57154.88),(31 56899.445),(32 57187.867),(33 57869.75),(34 58368.53),(35 58454.977),(36 58397.555),(37 57964.13),(38 56978.445),(39 56529.367),(40 56141.504),(41 56532.88),(42 56978.293),(43 56871.69),(44 56461.332),(45 55854.96),(46 55576.813),(47 55873.105),(48 56743.027),(49 57184.61),(50 57469.766),(51 57557.25),(52 57703.73),(53 57608.203),(54 57830.715),(55 58199.11),(56 58395.953),(57 58300.13),(58 57969.883),(59 58133.426),(60 58693.53),(61 58712.496),(62 57810.14),(63 56973.39),(64 56362.76),(65 56055.645),(66 56082.07),(67 56366.387),(68 56714.777),(69 56519.883),(70 56737.188),(71 56902.707),(72 56996.62),(73 56783.836),(74 56462.574),(75 56210.39),(76 55774.4),(77 55390.926),(78 55224.188),(79 55295.906),
(1 5351.248),(2 15621.165),(3 26055.664),(4 33690.754),(5 38167.406),(6 40601.84),(7 42210.965),(8 43349.395),(9 44047.688),(10 44274.797),(11 44437.895),(12 44898.535),(13 45786.75),(14 46913.63),(15 48234.875),(16 49227.016),(17 50111.285),(18 51176.926),(19 52073.152),(20 52960.063),(21 53665.758),(22 54209.066),(23 54788.87),(24 55356.49),(25 55813.176),(26 56606.316),(27 57147.402),(28 57430.88),(29 57746.098),(30 58546.535),(31 59686.98),(32 60764.258),(33 60867.184),(34 60785.53),(35 60386.73),(36 59899.434),(37 59429.707),(38 58655.297),(39 57716.934),(40 56721.39),(41 56190.27),(42 55810.47),(43 55674.664),(44 55986.27),(45 56351.695),(46 56786.26),(47 56914.39),(48 56991.805),(49 57048.16),(50 57276.25),(51 57489.26),(52 57747.305),(53 57988.688),(54 58213.465),(55 58194.617),(56 58387.457),(57 58461.62),(58 58746.023),(59 58888.336),(60 58942.953),(61 58634.61),(62 57959.453),(63 57284.49),(64 57197.41),(65 57509.01),(66 57506.703),(67 57583.59),(68 57867.805),(69 57721.188),(70 57349.824),(71 56669.043),(72 55908.992),(73 55775.11),(74 55840.793),(75 55899.88),(76 55698.676),(77 55505.37),(78 55517.99),(79 55662.566),
(1 4938.885),(2 14421.766),(3 23795.05),(4 30193.14),(5 34001.637),(6 36312.324),(7 38029.08),(8 39558.723),(9 41136.008),(10 42577.59),(11 43818.016),(12 44290.152),(13 44662.234),(14 45021.77),(15 45388.016),(16 45685.34),(17 45743.926),(18 46299.426),(19 46848.67),(20 47209.9),(21 47289.516),(22 47215.09),(23 46904.24),(24 47075.844),(25 47711.348),(26 49010.023),(27 50374.793),(28 51191.76),(29 51137.246),(30 51110.688),(31 51264.31),(32 51177.305),(33 50872.54),(34 51129.04),(35 51364.566),(36 51736.793),(37 52346.297),(38 52437.492),(39 52066.336),(40 51488.406),(41 51005.047),(42 50802.23),(43 51058.703),(44 51611.336),(45 52294.617),(46 53030.996),(47 53259.77),(48 53206.125),(49 53213.76),(50 53250.77),(51 53097),(52 52799.2),(53 52696.28),(54 52606.1),(55 52879.348),(56 53104.836),(57 53282.434),(58 53140.79),(59 52820.457),(60 52941.42),(61 53501.766),(62 53718.688),(63 53941),(64 54372.72),(65 54977.383),(66 55697.543),(67 55937.902),(68 55940.94),(69 55963.83),(70 55482.1),(71 54717.04),(72 54090.37),(73 54361.555),(74 54901.016),(75 55004.24),(76 54946.09),(77 55178.12),(78 55276.754),(79 55290.742),
(1 5118.3696),(2 14535.367),(3 23663.143),(4 30037.924),(5 34247.664),(6 37120.473),(7 39384.523),(8 41070.97),(9 42572.113),(10 43720.89),(11 44815.715),(12 45726.31),(13 46592.984),(14 47322.742),(15 48152.35),(16 48621.17),(17 48579.957),(18 48661.016),(19 48736.832),(20 48201.168),(21 47703.355),(22 47375.277),(23 47314.83),(24 47503.465),(25 47706.543),(26 47950.973),(27 48207.313),(28 48325.563),(29 48309.367),(30 48308.29),(31 48297.332),(32 48003.273),(33 47800.31),(34 47745.91),(35 47884.484),(36 48126.555),(37 48514.83),(38 48563.64),(39 48575.664),(40 48439.266),(41 48360.137),(42 48380.68),(43 48645.164),(44 48968.41),(45 49442.59),(46 49894.555),(47 50322.563),(48 50358.97),(49 50567.934),(50 51049.7),(51 51497.953),(52 51703.41),(53 51660.785),(54 51598.39),(55 51485.16),(56 51444.895),(57 52036.176),(58 52462.31),(59 52796.543),(60 52783.434),(61 52845.676),(62 52884.723),(63 52967.773),(64 52645.03),(65 52533.32),(66 52516.266),(67 52529.266),(68 52577.633),(69 52459.445),(70 52133.043),(71 51740.555),(72 51644.09),(73 51855.24),(74 52550.527),(75 52788.805),(76 53148.723),(77 53585.723),(78 53678.46),(79 53310.785),
(1 5188.1377),(2 14977.015),(3 24554.639),(4 31206.207),(5 34791.12),(6 36682.54),(7 38204.543),(8 39450.008),(9 40610.19),(10 41469.29),(11 41888.055),(12 42235.613),(13 42699.617),(14 43425.35),(15 44023.387),(16 44698.207),(17 44948.215),(18 45089.492),(19 45523.55),(20 45786.434),(21 45642.066),(22 45431.707),(23 45297.973),(24 45005.344),(25 44908.9),(26 45110.15),(27 45072.62),(28 45036.11),(29 44878.758),(30 44704.016),(31 44583.707),(32 44258.93),(33 43887.688),(34 44151.785),(35 45001.105),(36 46093.1),(37 46634.824),(38 46695.645),(39 46558.215),(40 46504.348),(41 46477.51),(42 46933.297),(43 47530.23),(44 47919.355),(45 48367.473),(46 48696.59),(47 48781.69),(48 48701.063),(49 48767.633),(50 48627.633),(51 48413.785),(52 48280.836),(53 48119.24),(54 47823.566),(55 47418.48),(56 47144.74),(57 46937.203),(58 46644.035),(59 46502.58),(60 46318.066),(61 46376.633),(62 46978.094),(63 47247.59),(64 47886.59),(65 48442.426),(66 48638.414),(67 48164.94),(68 47899.46),(69 47455.555),(70 47154.164),(71 46800.02),(72 46733.664),(73 47079.715),(74 47454.64),(75 47671.258),(76 48077.066),(77 48627.74),(78 49303.895),(79 49425.637),
(1 5191.062),(2 15098.507),(3 24958.56),(4 31749.871),(5 35367.473),(6 37326.594),(7 38635.12),(8 39416.402),(9 40065.74),(10 41398.582),(11 42727.863),(12 44052.2),(13 45209.777),(14 46359.45),(15 46663.875),(16 46768.96),(17 46823.223),(18 47000.83),(19 47226.75),(20 47099.668),(21 46509.4),(22 45781.727),(23 45220.863),(24 44788.363),(25 44801.15),(26 45503.45),(27 46081.69),(28 46439.527),(29 46273.7),(30 45989.996),(31 45658.67),(32 44886.94),(33 44176.918),(34 43926.977),(35 44120.21),(36 44843.145),(37 45950.734),(38 46778.04),(39 47479.02),(40 47533.344),(41 47140.35),(42 46677.188),(43 46273.094),(44 45759.813),(45 45440.168),(46 45684.145),(47 45900.688),(48 46133.2),(49 46927.85),(50 47808.258),(51 48376.277),(52 48884.004),(53 49114.23),(54 49014.906),(55 48834.81),(56 48508.207),(57 48141.293),(58 47372.65),(59 46896.387),(60 46731.45),(61 46787.51),(62 47055.64),(63 47126.65),(64 47453.734),(65 48180.22),(66 48905.95),(67 49255.563),(68 49583.887),(69 49607.504),(70 49426.78),(71 48971.082),(72 48776.83),(73 48469.27),(74 48471.46),(75 48345.93),(76 48148.477),(77 48072.082),(78 47784.54),(79 47789.984),
(1 5021.3057),(2 14302.26),(3 23493.39),(4 30156.348),(5 34202.18),(6 36420.793),(7 37606.1),(8 38173.81),(9 38636.01),(10 39228.188),(11 39961.324),(12 40661.22),(13 41445.855),(14 41765.43),(15 42053.176),(16 42505.1),(17 43062.516),(18 43292.004),(19 43212.023),(20 42801.344),(21 42344.88),(22 41825.58),(23 41723.906),(24 41853.707),(25 41989.074),(26 41695.95),(27 41698.813),(28 41992.04),(29 42467.656),(30 43369.57),(31 43951.293),(32 44025.07),(33 44074.535),(34 44363.582),(35 45172.305),(36 46104.13),(37 46904.96),(38 47163.41),(39 46959.91),(40 46318.004),(41 45591.43),(42 44813.133),(43 44230.016),(44 43534.793),(45 42846.35),(46 42397.984),(47 42133.336),(48 41846.215),(49 41934.914),(50 42281.234),(51 42755.75),(52 43407.176),(53 43966.43),(54 43837.133),(55 43472.46),(56 43172.176),(57 43012.703),(58 43041.367),(59 43367.05),(60 43638.094),(61 43726.78),(62 44076.4),(63 44690.383),(64 45423.938),(65 46280.547),(66 47086.547),(67 47413.867),(68 47626.813),(69 47317.72),(70 46969.055),(71 46442.207),(72 45963.38),(73 45771.25),(74 45416.766),(75 45499.633),(76 45474.883),(77 45381.12),(78 45273.477),(79 45009.504),
(1 4941.8354),(2 14242.753),(3 23093.32),(4 29359.668),(5 33188.184),(6 35257.844),(7 37087.34),(8 38663.75),(9 39705.598),(10 40625.68),(11 41610.17),(12 42195.043),(13 42583.977),(14 43140.99),(15 43657.516),(16 44469.875),(17 45472.957),(18 46045.508),(19 46165.61),(20 45701.79),(21 44687.195),(22 43357.086),(23 42358.992),(24 41787.105),(25 41835.895),(26 42428.13),(27 43213.906),(28 43429.637),(29 43812.418),(30 44317.91),(31 44777.438),(32 44874.156),(33 44698.668),(34 44651.316),(35 44897.867),(36 45199.387),(37 45189.902),(38 45285.387),(39 44983.29),(40 44339.047),(41 43739.816),(42 43170.402),(43 42622.543),(44 42290.652),(45 42416.664),(46 42867.61),(47 43163.45),(48 43083.71),(49 42973.766),(50 43056.79),(51 43455.91),(52 43681.715),(53 43797.055),(54 43890.53),(55 44028.16),(56 44329.37),(57 44710.098),(58 45539.023),(59 46286.85),(60 46596.438),(61 46846.785),(62 46919.438),(63 46976.516),(64 47311.777),(65 48100.13),(66 48693.918),(67 48859.773),(68 49064.707),(69 48658.895),(70 48391.027),(71 48161.15),(72 48116.53),(73 48089.477),(74 47960.426),(75 47839.957),(76 47352.695),(77 47216.75),(78 47458.938),(79 47433.8),
(1 4994.7725),(2 14497.138),(3 23842.793),(4 30294.744),(5 33988.387),(6 36445.04),(7 38269.418),(8 39391.273),(9 39995.863),(10 40572.695),(11 41255.68),(12 41904.18),(13 42328.168),(14 42617.496),(15 42876.965),(16 43309.336),(17 43766.836),(18 44121.555),(19 44105.324),(20 43538.668),(21 43178.926),(22 43274.973),(23 43519.363),(24 44060.703),(25 44860.773),(26 45654.156),(27 46245.906),(28 46790.875),(29 47274.695),(30 47353.703),(31 46934.324),(32 46139.266),(33 45336.547),(34 44884.91),(35 44924.293),(36 45326.844),(37 45660.383),(38 46006.023),(39 46175.848),(40 46370.69),(41 46671.516),(42 46938.85),(43 47142.766),(44 47368.758),(45 47637.574),(46 47694.953),(47 47450.69),(48 47295.094),(49 47025.344),(50 47048.965),(51 47659.332),(52 48362.758),(53 48867.73),(54 49144.184),(55 49346.58),(56 49511.035),(57 49458.613),(58 49428.113),(59 49234.895),(60 48995.258),(61 49054.594),(62 49240.46),(63 49355.586),(64 49522.203),(65 49656.6),(66 49922.54),(67 50082.438),(68 50374.246),(69 50409.324),(70 50469.258),(71 50718.31),(72 50377.535),(73 49579.72),(74 48834.363),(75 48229.78),(76 47860.64),(77 48031.395),(78 48287.344),(79 48296.69),
(1 4861.067),(2 13855.86),(3 22181.988),(4 27274.617),(5 30178.318),(6 32002.223),(7 33554.28),(8 35143.12),(9 36306.965),(10 37443.957),(11 38241.547),(12 38957.43),(13 39467.867),(14 39858.875),(15 40575.73),(16 41237),(17 41614.992),(18 41913.35),(19 41801.74),(20 41263.86),(21 40619.652),(22 40562.242),(23 40912.395),(24 41977.82),(25 42962.586),(26 43640.715),(27 43912.19),(28 43988.047),(29 43901.484),(30 43588.34),(31 43162.707),(32 42655.01),(33 42138.996),(34 42284.87),(35 42612.1),(36 42885.508),(37 43078.418),(38 43659.047),(39 44390.77),(40 44629.06),(41 45124.285),(42 45568.33),(43 45888.18),(44 45962.977),(45 46167.12),(46 46432.66),(47 46431.445),(48 46678),(49 46881.19),(50 47408.168),(51 47823.105),(52 47670.027),(53 47644.113),(54 47734.664),(55 47638.574),(56 47591.438),(57 47765.86),(58 47947.3),(59 48062.465),(60 48321.867),(61 48704.504),(62 49123.918),(63 49686.47),(64 49969.62),(65 50151.6),(66 50098.957),(67 49940.973),(68 49781.08),(69 49522.336),(70 49389.387),(71 49312.555),(72 48648.023),(73 47787.965),(74 46808.902),(75 46131.016),(76 45778.01),(77 45814.605),(78 45813.22),(79 45405.8),
(1 5045.2544),(2 14380.402),(3 22949.5),(4 28241.404),(5 31109.873),(6 32815.22),(7 34449.406),(8 35726.984),(9 36869.33),(10 37688.66),(11 38378.87),(12 39508.01),(13 40649.242),(14 41482.91),(15 42214.215),(16 42772.28),(17 43365.78),(18 43531.504),(19 43461.824),(20 43137.234),(21 42701.168),(22 42587.39),(23 42730.88),(24 43333.73),(25 44390.316),(26 45161.29),(27 45683.727),(28 45810.29),(29 45886.832),(30 45606.89),(31 44931.832),(32 44203.617),(33 43621.66),(34 43355.867),(35 43357.086),(36 43433.63),(37 43373.43),(38 43644.938),(39 44141.06),(40 44535.176),(41 44793.055),(42 44899.195),(43 44908.2),(44 45223.613),(45 45983.355),(46 46957.414),(47 47757.21),(48 48445.66),(49 48580.953),(50 48558.492),(51 48300.75),(52 47592.895),(53 46399.758),(54 45182.504),(55 44599.61),(56 44530.688),(57 45152.496),(58 45541.316),(59 45790.234),(60 45844.043),(61 45811.465),(62 45792.332),(63 45578.508),(64 45676.715),(65 45814.473),(66 45981.46),(67 45865.824),(68 45710.76),(69 45533.22),(70 45298.613),(71 45435.66),(72 45768.152),(73 46224.344),(74 46370.34),(75 46484.57),(76 46747.24),(77 46700.414),(78 46440),(79 46216.055),
(1 4735.1826),(2 13528.654),(3 21930.898),(4 27429.406),(5 30700.684),(6 32904.387),(7 34429.805),(8 35100.453),(9 35389.61),(10 35465.723),(11 35620.926),(12 36294.453),(13 37111.113),(14 37890.55),(15 38691.703),(16 39419.816),(17 40158.813),(18 40449.05),(19 40419.438),(20 40239.813),(21 40184.02),(22 40748.824),(23 41871.887),(24 42963.152),(25 43758.266),(26 43898.23),(27 43603.24),(28 43285.35),(29 43674.55),(30 44016.01),(31 44147.664),(32 44147),(33 43808.68),(34 43484.53),(35 43262.406),(36 43299.246),(37 43154.06),(38 42976.598),(39 43057.15),(40 42953.203),(41 42842.41),(42 42527.766),(43 42257.8),(44 42335.94),(45 42561.754),(46 42933.273),(47 43239.56),(48 43481.902),(49 43459.008),(50 43317.395),(51 42918.754),(52 42350.92),(53 41889.59),(54 41498.14),(55 40962.86),(56 40533.848),(57 40443.383),(58 40294.84),(59 40633.445),(60 41109.75),(61 41852.086),(62 42165.555),(63 42107.223),(64 42365.47),(65 42694.375),(66 42878.5),(67 42781.336),(68 42558.25),(69 42360.426),(70 42332.97),(71 42655.57),(72 43156.793),(73 43285.258),(74 43322.918),(75 43376.703),(76 43389.29),(77 43539.25),(78 43562.54),(79 43477.62),
(1 4511.6333),(2 12682.03),(3 20282.428),(4 25150.822),(5 28040.67),(6 29939.102),(7 31110.053),(8 31716.959),(9 31841.857),(10 32053.088),(11 32561.691),(12 33395.72),(13 34197.77),(14 34929.215),(15 35546.68),(16 35882.18),(17 36506.56),(18 37137.793),(19 37606.55),(20 37704.83),(21 37953.766),(22 38405.797),(23 38880.727),(24 39500.8),(25 40359.62),(26 40959.19),(27 41340.848),(28 41546.04),(29 41701.695),(30 41817.33),(31 41904.43),(32 42005.668),(33 42232.03),(34 42469.703),(35 42575.793),(36 42552.004),(37 42635.93),(38 42412.32),(39 42109.984),(40 41837.848),(41 41784.51),(42 41988.844),(43 42079.45),(44 42149.598),(45 41946.523),(46 41612.043),(47 41604.496),(48 41741.027),(49 41605.895),(50 41071.45),(51 40497.62),(52 40121.617),(53 40025.523),(54 39808.496),(55 39640.83),(56 40007.44),(57 40617.97),(58 41259.566),(59 41730.766),(60 41899.793),(61 41982.918),(62 41804.945),(63 41214.11),(64 40711.03),(65 40514.977),(66 40379.004),(67 40402.95),(68 40426.2),(69 40405.21),(70 40387.645),(71 40400.508),(72 40375.45),(73 40526.934),(74 40780.14),(75 40885.2),(76 40634.93),(77 40551.01),(78 40312.08),(79 40280.613),
(1 4575.983),(2 13006.87),(3 20567.928),(4 25328.027),(5 28119.916),(6 29816.621),(7 31085.092),(8 32209.227),(9 33016.8),(10 33699.023),(11 34243.03),(12 35063.914),(13 35902.594),(14 36314.887),(15 36543.93),(16 36755.586),(17 37001.465),(18 36843.797),(19 36561.098),(20 35776.594),(21 35181.4),(22 35244.508),(23 35852.594),(24 36783.87),(25 37717.734),(26 38218.59),(27 38344.395),(28 38434.977),(29 38411.773),(30 38137.973),(31 37974.34),(32 38128.223),(33 38828.605),(34 39519.65),(35 40059.8),(36 40209.594),(37 40407.96),(38 40429.688),(39 40518.84),(40 40470.027),(41 40210.28),(42 39959.043),(43 39868.594),(44 39994.125),(45 40051.688),(46 39724.066),(47 39340.46),(48 38898.82),(49 39099.313),(50 39192.402),(51 39285.418),(52 38958.652),(53 38948.82),(54 38827.027),(55 38736.477),(56 38943.99),(57 39510.4),(58 39906.758),(59 40006.42),(60 39944.734),(61 39899.21),(62 39816.766),(63 39738.242),(64 39828.816),(65 39881.336),(66 39748.938),(67 39322.617),(68 39102.973),(69 39098.2),(70 39219.61),(71 39517.465),(72 39528.324),(73 39410.61),(74 39172.207),(75 39103.39),(76 38791.656),(77 38330.62),(78 37596.87),(79 37182.86),
