1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 150216.56),(2 351625.4),(3 668817.3),(4 1105470.9),(5 1681877.6),(6 2458973.3),(7 3404882),(8 4995461.5),(9 6446648),(10 8088216.5),(11 9964053),(12 12087388),(13 14534379),(14 17646838),(15 20877764),(16 25103184),(17 29062944),(18 33424310),(19 39044316),(20 45574548),(21 51423092),(22 57581180),(23 66247860),(24 73546330),(25 82170570),(26 92526340),(27 102047784),(28 113503400),(29 126283240),(30 140291820),(31 156236720),(32 173664930),(33 192215760),(34 209161810),(35 228090510),(36 248512400),(37 269005380),(38 292841860),(39 311942560),(40 330158530),(41 347391460),(42 364830240),(43 382575740),(44 402556060),(45 421474400),(46 438410900),(47 452797100),(48 465058560),(49 475317340),(50 483931230),(51 488784480),(52 493249300),(53 493713250),(54 496453760),(55 497481470),(56 498741540),(57 497231740),(58 492036960),(59 482907100),(60 472705820),(61 462806940),(62 451392900),(63 438299870),(64 422220960),(65 402410270),(66 380823550),(67 359888400),(68 337136030),(69 315743940),(70 296671600),(71 277393860),(72 259281870),(73 241688450),(74 226701700),(75 211530510),(76 196838190),(77 182248400),(78 168376370),(79 156235060),
(1 8084.6123),(2 10517.246),(3 10462.735),(4 11300.889),(5 11812.459),(6 11710.679),(7 12309.582),(8 12257.594),(9 12584.466),(10 12491.453),(11 12554.396),(12 12942.657),(13 12625.45),(14 13297.201),(15 13644.113),(16 14206.283),(17 14385.226),(18 14644.571),(19 14428.704),(20 14653.16),(21 14441.955),(22 14495.602),(23 14754.118),(24 14900.633),(25 14995.174),(26 15131.566),(27 15460.1),(28 15321.815),(29 15356.653),(30 15474.737),(31 15641.086),(32 15484.027),(33 15613.498),(34 15260.741),(35 15226.11),(36 15329.377),(37 14921.459),(38 15009.611),(39 15307.337),(40 15159.645),(41 15255.145),(42 15258.695),(43 14778.018),(44 14874.566),(45 14717.614),(46 14578.802),(47 14455.457),(48 14437.071),(49 14302.914),(50 14108.893),(51 14096.565),(52 14099.69),(53 13619.003),(54 13801.026),(55 13529.361),(56 13598.845),(57 13250.103),(58 13637.002),(59 13174.657),(60 13073.281),(61 13333.214),(62 12863.948),(63 12866.34),(64 12620.095),(65 12749.593),(66 12648.399),(67 12721.358),(68 12483.706),(69 12227.781),(70 12354.562),(71 12549.672),(72 12348.4),(73 12538.39),(74 12574.331),(75 12483.031),(76 12530.657),(77 12605.64),(78 12656.447),(79 12423.034),
(1 8170.1543),(2 10548.06),(3 10367.862),(4 11087.842),(5 11386.596),(6 11421.719),(7 12122.594),(8 11967.033),(9 12366.026),(10 12166.074),(11 12445.549),(12 12781.356),(13 12425.878),(14 12992.255),(15 13344.133),(16 13841.033),(17 13789.986),(18 13906.3),(19 13728.98),(20 13984.201),(21 13968.259),(22 13968.939),(23 14390.012),(24 14353.479),(25 14510.847),(26 14687.871),(27 14704.684),(28 14950.492),(29 14994.536),(30 14846.426),(31 15048.599),(32 14800.806),(33 14922.518),(34 14635.728),(35 14837.759),(36 14905.224),(37 14703.482),(38 14696.7705),(39 14794.355),(40 14813.739),(41 14733.255),(42 14616.736),(43 14388.608),(44 14299.546),(45 14170.277),(46 14349.676),(47 14259.534),(48 14169.364),(49 14218.438),(50 13693.022),(51 13961.705),(52 13764.717),(53 13229.464),(54 13803.403),(55 13277.354),(56 13593.138),(57 13251.93),(58 13402.959),(59 13035.779),(60 12732.346),(61 13176.226),(62 12597.886),(63 12780.218),(64 12635.63),(65 12765.55),(66 12909.676),(67 12875.493),(68 12700.317),(69 12572.507),(70 12596.277),(71 12807.569),(72 12436.039),(73 12572.412),(74 12744.689),(75 12490.081),(76 12650.9),(77 12707.183),(78 12865.074),(79 12603.579),
(1 7880.596),(2 10388.245),(3 10243.442),(4 11095.472),(5 11168.084),(6 11199.508),(7 11812.529),(8 11730.257),(9 12188.947),(10 11826.29),(11 12092.91),(12 12196.756),(13 12138.48),(14 12666.654),(15 13063.132),(16 13568.217),(17 13706.941),(18 13706.097),(19 13648.248),(20 13712.328),(21 13743.917),(22 13876.14),(23 14026.18),(24 14236.809),(25 14242.093),(26 14385.088),(27 14570.3),(28 14588.098),(29 14684.132),(30 14395.472),(31 14852.594),(32 14495.204),(33 14577.333),(34 14408.608),(35 14379.038),(36 14438.437),(37 14336.3545),(38 14351.821),(39 14304.086),(40 14406.748),(41 14267.822),(42 14032.372),(43 13849.403),(44 13898.495),(45 13503.294),(46 13687.025),(47 13464.172),(48 13512.011),(49 13545.735),(50 13097.828),(51 13225.042),(52 13054.213),(53 12749.883),(54 13088.981),(55 12516.967),(56 12681.419),(57 12469.925),(58 12533.871),(59 12087.946),(60 12198.433),(61 12370.058),(62 12140.657),(63 12019.717),(64 11960.901),(65 12109.189),(66 12155.881),(67 12012.153),(68 11898.523),(69 11864.133),(70 11781.882),(71 12128.399),(72 11987.597),(73 12114.76),(74 12153.1045),(75 11916.572),(76 12071.933),(77 12052.744),(78 12162.009),(79 11981.297),
(1 7765.8096),(2 10199.66),(3 9991.524),(4 10914.068),(5 10953.073),(6 11000.551),(7 11715.574),(8 11513.703),(9 11709.526),(10 11691.342),(11 11871.604),(12 11836.582),(13 11783.012),(14 12490.022),(15 12846.641),(16 13367.382),(17 13205.236),(18 13247.303),(19 13167.083),(20 13352.095),(21 13235.395),(22 13253.033),(23 13553.343),(24 13963.914),(25 13724.603),(26 14092.009),(27 14324.401),(28 14082.992),(29 14512.197),(30 14167.756),(31 14521.958),(32 14305.323),(33 14106.479),(34 14208.394),(35 14071.913),(36 14168.47),(37 13918.081),(38 14040.918),(39 14160.255),(40 14326.209),(41 13842.649),(42 13866.341),(43 13596.603),(44 13673.545),(45 13323.678),(46 13585.781),(47 13323.55),(48 13507.866),(49 13407.656),(50 12897.699),(51 13196.198),(52 12882.74),(53 12533.714),(54 13006.637),(55 12649.081),(56 12770.123),(57 12504.81),(58 12733.627),(59 12475.8),(60 12234),(61 12532.23),(62 12283.874),(63 12214.331),(64 12110.37),(65 12062.816),(66 12179.181),(67 12050.109),(68 12091.885),(69 12088.534),(70 12156.261),(71 12252.357),(72 12100.482),(73 11999.693),(74 12032.901),(75 11758.272),(76 11846.002),(77 11933.68),(78 12053.357),(79 11843.814),
(1 7505.4136),(2 10182.383),(3 10023.715),(4 11126.635),(5 10867.868),(6 11083.436),(7 11743.379),(8 11470.7295),(9 11705.042),(10 11533.469),(11 11801.543),(12 11702.465),(13 11806.707),(14 12481.787),(15 12767.637),(16 12984.951),(17 13287.581),(18 13142.578),(19 13340.321),(20 13345.6),(21 13097.053),(22 13390.358),(23 13610.481),(24 13762.927),(25 13637.277),(26 13780.118),(27 13794.363),(28 13870.998),(29 13910.965),(30 13978.792),(31 14053.22),(32 13985.448),(33 13613.711),(34 13952.486),(35 13605.498),(36 13650.578),(37 13658.45),(38 13489.317),(39 13745.725),(40 13781.01),(41 13477.186),(42 13498.483),(43 13177.588),(44 13185.348),(45 13068.898),(46 13092.189),(47 12803.225),(48 12818.42),(49 12794.964),(50 12441.795),(51 12585.8125),(52 12528.453),(53 12305.531),(54 12753.04),(55 12160.802),(56 12254.869),(57 12080.945),(58 12320.979),(59 12112.469),(60 11874.031),(61 12222.028),(62 11879.153),(63 11695.648),(64 11797.521),(65 11678.155),(66 11899.852),(67 11901.597),(68 11799.139),(69 11960.182),(70 12140.293),(71 12126.156),(72 11764.595),(73 11464.828),(74 11607.808),(75 11534.457),(76 11565.306),(77 11684.427),(78 11681.225),(79 11597.659),
(1 7461.613),(2 10103.096),(3 9803.984),(4 11015.134),(5 10772.248),(6 11043.239),(7 11795.633),(8 11525.013),(9 11748.345),(10 11722.291),(11 11687.434),(12 11653.417),(13 11952.075),(14 12543.302),(15 12727.229),(16 12947.218),(17 13160.873),(18 13187.522),(19 13372.279),(20 13261.607),(21 13028.817),(22 13306.84),(23 13592.51),(24 13570.487),(25 13512.766),(26 13550.437),(27 13698.132),(28 13789.716),(29 13564.726),(30 13929.909),(31 13744.951),(32 13623.742),(33 13432.075),(34 13707.074),(35 13421.299),(36 13520.478),(37 13486.801),(38 13604.653),(39 13644.431),(40 13651.17),(41 13273.229),(42 13225.481),(43 12969.665),(44 12839.044),(45 12623.466),(46 12901.015),(47 12641.122),(48 12787.009),(49 12675.848),(50 12258.944),(51 12414.341),(52 12145.697),(53 12017.126),(54 12565.359),(55 12128.38),(56 12061.239),(57 11949.763),(58 12063.869),(59 11809.594),(60 11588.873),(61 11991.457),(62 11854.532),(63 11705.567),(64 11928.945),(65 11576.173),(66 11799.378),(67 11739.045),(68 11563.377),(69 11760.501),(70 11964.078),(71 11980.013),(72 11676.11),(73 11380.904),(74 11538.526),(75 11595.975),(76 11408.358),(77 11437.449),(78 11506.275),(79 11438.2),
(1 7307.84),(2 9993.864),(3 9663.359),(4 10686.599),(5 10346.285),(6 10850.129),(7 11491.025),(8 11139.732),(9 11347.82),(10 11423.084),(11 11202.954),(12 11334.506),(13 11809.068),(14 12144.843),(15 12291.706),(16 12449.607),(17 12678.805),(18 12687.8),(19 12675.618),(20 12700.572),(21 12640.753),(22 12616.982),(23 13082.15),(24 12998.026),(25 13168.399),(26 13166.673),(27 13296.063),(28 13443.972),(29 13295.268),(30 13538.5205),(31 13568.153),(32 13501.909),(33 13339.536),(34 13363.512),(35 13057.822),(36 13361.679),(37 13291.207),(38 13348.328),(39 13520.685),(40 13388.18),(41 13083.779),(42 12984.737),(43 12788.516),(44 12854.411),(45 12489.92),(46 12741.33),(47 12402.019),(48 12732.604),(49 12673.905),(50 12363.041),(51 12513.269),(52 12292.075),(53 12215.587),(54 12466.125),(55 12096.164),(56 12011),(57 12084.754),(58 12198.702),(59 11842.006),(60 11646.403),(61 11983.6),(62 12204.379),(63 12008.342),(64 11755.325),(65 11443.687),(66 11647.533),(67 11638.946),(68 11691.686),(69 11697.313),(70 12003.453),(71 11643.208),(72 11341.1455),(73 11183.136),(74 11342.753),(75 11284.241),(76 11371.814),(77 11241.254),(78 11359.507),(79 11347.198),
(1 7146.5),(2 9664.823),(3 9284.482),(4 10321.467),(5 9940.874),(6 10445.119),(7 11038.77),(8 10706.613),(9 10895.953),(10 10994.763),(11 10766.511),(12 10749.852),(13 11327.102),(14 11345.507),(15 11698.602),(16 11776.127),(17 12114.764),(18 12271.919),(19 12271.052),(20 12313.814),(21 12524.884),(22 12468.948),(23 12852.584),(24 12728.1455),(25 12773.403),(26 12785.567),(27 13032.603),(28 13039.95),(29 13054.762),(30 13216.722),(31 13256.671),(32 12986.974),(33 13121.337),(34 12820.623),(35 12756.17),(36 12830.446),(37 12976.382),(38 12973.773),(39 13132.526),(40 12979.79),(41 12652.888),(42 12565.863),(43 12284.033),(44 12030.247),(45 11969.3),(46 12150.964),(47 11925.39),(48 12052.17),(49 12121.764),(50 11744.076),(51 11820.979),(52 11594.941),(53 11722.789),(54 11975.433),(55 11715.727),(56 11556.821),(57 11616.442),(58 11742.069),(59 11574.819),(60 11121.351),(61 11395.281),(62 11425.813),(63 11258.838),(64 11124.891),(65 10901.841),(66 11186.644),(67 11084.71),(68 11132.406),(69 11150.536),(70 11307.678),(71 11044.103),(72 10760.821),(73 10669.429),(74 10600.937),(75 10514.258),(76 10680.804),(77 10616.282),(78 10745.851),(79 10685.672),
(1 7016.2534),(2 9518.599),(3 9115.329),(4 10191.464),(5 9810.277),(6 10335.498),(7 10858.557),(8 10319.904),(9 10735.786),(10 10710.053),(11 10596.201),(12 10656.899),(13 11202.072),(14 11221.837),(15 11513.156),(16 11910.843),(17 12150.876),(18 12269.064),(19 12074.536),(20 12179.26),(21 12355.488),(22 12134.812),(23 12429.94),(24 12378.481),(25 12309.274),(26 12481.236),(27 12622.216),(28 12473.394),(29 12513.705),(30 12575.963),(31 12831.005),(32 12523.944),(33 12522.114),(34 12276.583),(35 12308.985),(36 12242.337),(37 12280.917),(38 12371.326),(39 12273.636),(40 12359.706),(41 12172.27),(42 12144.399),(43 11914.987),(44 11802.915),(45 11561.655),(46 11778.528),(47 11480.579),(48 11674.391),(49 11640.477),(50 11281.98),(51 11516.572),(52 11320.4),(53 11167.388),(54 11405.4),(55 11242.765),(56 11068.648),(57 11087.106),(58 11025.72),(59 10844.236),(60 10490.198),(61 10916.442),(62 11071.057),(63 10977.607),(64 10865.993),(65 10555.861),(66 10793.606),(67 10977.868),(68 10547.131),(69 10763.506),(70 10937.782),(71 10688.081),(72 10474.253),(73 10333.238),(74 10294.294),(75 10516.627),(76 10476.955),(77 10417.148),(78 10406.257),(79 10468.579),
(1 6855.592),(2 9083.926),(3 8715.54),(4 9750.556),(5 9764.479),(6 10278.905),(7 10656.611),(8 10074.389),(9 10480.453),(10 10453.301),(11 10260.156),(12 10357.667),(13 10811.018),(14 10738.864),(15 10961.986),(16 11410.437),(17 11699.235),(18 11694.95),(19 11586.567),(20 11763.605),(21 11954.176),(22 11796.933),(23 12054.554),(24 12039.977),(25 12023.974),(26 12084.505),(27 12151.29),(28 11985.331),(29 12178.95),(30 12084.581),(31 12254.532),(32 11993.394),(33 12057.897),(34 11669.089),(35 11722.714),(36 11551.855),(37 11735.454),(38 11784.497),(39 11612.504),(40 11655.807),(41 11556.89),(42 11442.651),(43 11302.05),(44 11380.693),(45 10889.505),(46 11502.15),(47 11117.77),(48 11328.932),(49 11231.791),(50 10857.629),(51 11042.064),(52 10925.632),(53 10689.347),(54 11109.633),(55 10992.568),(56 10760.255),(57 10896.171),(58 10699.6455),(59 10692.729),(60 10445.312),(61 10701.999),(62 10997.976),(63 10772.651),(64 10464.144),(65 10257.533),(66 10549.022),(67 10477.979),(68 10293.683),(69 10467.116),(70 10625.306),(71 10414.143),(72 10272.124),(73 9969.833),(74 10023.71),(75 10089.639),(76 9893.324),(77 9800.572),(78 9929.855),(79 9977.231),
(1 6819.232),(2 9033.224),(3 8493.397),(4 9625.273),(5 9559.691),(6 10068.568),(7 10210.391),(8 9842.759),(9 10309.202),(10 10102.706),(11 9992.529),(12 10183.143),(13 10647.36),(14 10699.661),(15 10858.212),(16 11352.367),(17 11555.704),(18 11379.019),(19 11544.071),(20 11633.394),(21 11701.051),(22 11592.543),(23 11851.461),(24 11812.17),(25 11935.727),(26 11789.866),(27 11986.614),(28 11927.925),(29 11999.161),(30 12014.819),(31 12122.018),(32 12127.467),(33 11892.615),(34 11665.353),(35 11511.427),(36 11481.027),(37 11756.64),(38 11597.872),(39 11602.342),(40 11632.987),(41 11438.835),(42 11301.072),(43 11201.452),(44 11182.146),(45 10931.605),(46 11338.463),(47 11133.024),(48 11354.763),(49 11213.264),(50 10932.094),(51 10989.55),(52 11011.852),(53 10581.729),(54 11148.188),(55 10855.157),(56 10648.242),(57 10733.905),(58 10622.186),(59 10741.369),(60 10323.834),(61 10531.773),(62 10855.023),(63 10706.044),(64 10364.78),(65 10339.448),(66 10518.911),(67 10307.728),(68 10205.71),(69 10391.029),(70 10361.556),(71 10101.054),(72 9966.781),(73 9852.58),(74 10075.356),(75 9928.939),(76 9736.836),(77 9818.957),(78 9784.531),(79 9913.899),
(1 6868.829),(2 9081.148),(3 8470.152),(4 9481.042),(5 9495.619),(6 9910.103),(7 10018.183),(8 9775.522),(9 10207.657),(10 9922.523),(11 9867.664),(12 10233.418),(13 10622.697),(14 10717.62),(15 10891.727),(16 11331.9),(17 11547.593),(18 11447.096),(19 11567.109),(20 11617.494),(21 11665.1455),(22 11649.564),(23 11610.356),(24 11774.456),(25 11723.1),(26 11728.031),(27 11722.368),(28 11831.599),(29 11585.313),(30 11713.888),(31 11955.216),(32 11833.748),(33 11577.208),(34 11432.608),(35 11227.616),(36 11266.899),(37 11380.076),(38 11223.048),(39 11426.303),(40 11283.648),(41 10994.82),(42 10942.051),(43 10861.164),(44 10710.676),(45 10786.48),(46 11001.334),(47 10810.474),(48 10734.08),(49 10958.726),(50 10603.468),(51 10780.263),(52 10739.103),(53 10471.382),(54 10795.05),(55 10502.838),(56 10407.903),(57 10579.276),(58 10313.201),(59 10509.969),(60 10001.771),(61 10190.494),(62 10666.296),(63 10353.476),(64 10250.977),(65 10070.942),(66 10261.127),(67 10168.92),(68 9816.091),(69 10069.327),(70 10104.073),(71 9854.671),(72 9711.417),(73 9672.98),(74 9779.63),(75 9826.887),(76 9527.427),(77 9647.858),(78 9713.954),(79 9863.368),
(1 6448.76),(2 8581.411),(3 8042.455),(4 9052.198),(5 9210.187),(6 9677.642),(7 9579.74),(8 9430.031),(9 9673.587),(10 9580.313),(11 9501.672),(12 9778.207),(13 10317.988),(14 10288.429),(15 10542.945),(16 10874.616),(17 11041.27),(18 11089.643),(19 11179.994),(20 11126.513),(21 11082.98),(22 11218.029),(23 11338.596),(24 11261.954),(25 11292.904),(26 11279.529),(27 11392.793),(28 11518.432),(29 11169.965),(30 11501.942),(31 11493.547),(32 11310.826),(33 11063.022),(34 11104.952),(35 10943.355),(36 10879.222),(37 10918.84),(38 10818.927),(39 10787.862),(40 10775.897),(41 10625.363),(42 10474.455),(43 10424.374),(44 10358.36),(45 10394.73),(46 10651.69),(47 10566.779),(48 10484.357),(49 10774.226),(50 10516.518),(51 10580.037),(52 10623.081),(53 10179.623),(54 10537.209),(55 10434.953),(56 10212.258),(57 10268.73),(58 10035.133),(59 10232.23),(60 9760.942),(61 9890.426),(62 10259.54),(63 10081.63),(64 9872.954),(65 9770.132),(66 9993.077),(67 9852.583),(68 9485.073),(69 9648.87),(70 9848.53),(71 9587.518),(72 9509.9795),(73 9362.066),(74 9296.966),(75 9320.121),(76 9165.94),(77 9212.123),(78 9313.501),(79 9385.22),
(1 6520.929),(2 8681.712),(3 8076.6123),(4 9073.536),(5 9104.459),(6 9409.396),(7 9505.431),(8 9397.074),(9 9555.903),(10 9532.474),(11 9523.26),(12 9822.628),(13 10214.586),(14 10198.189),(15 10409.063),(16 10605.804),(17 10775.8),(18 10887.231),(19 10824.691),(20 10843.708),(21 11059.467),(22 11042.165),(23 11129.536),(24 11057.735),(25 11076.631),(26 11027.608),(27 11165.266),(28 11414.684),(29 11285.304),(30 11338.276),(31 11310.212),(32 11165.242),(33 11047.489),(34 11054.568),(35 10909.613),(36 10748.288),(37 10924.439),(38 10921.655),(39 10825.708),(40 10668.025),(41 10648.387),(42 10565.943),(43 10528.445),(44 10518.57),(45 10388.46),(46 10556.594),(47 10526.05),(48 10396.719),(49 10640.106),(50 10214.312),(51 10443.099),(52 10347.958),(53 10025.143),(54 10366.527),(55 10296.221),(56 10035.04),(57 10130.492),(58 10006.945),(59 10143.722),(60 9700.487),(61 9827.071),(62 10241.891),(63 10044.349),(64 9914.105),(65 9805.155),(66 10052.131),(67 9845.82),(68 9637.345),(69 9701.694),(70 9799.419),(71 9820.543),(72 9536.672),(73 9415.711),(74 9418.362),(75 9288.469),(76 9162.61),(77 9264.845),(78 9289.02),(79 9454.603),
(1 6230.77),(2 8172.0713),(3 7537.7817),(4 8433.214),(5 8584.672),(6 8889.453),(7 9045.636),(8 8888.944),(9 8980.525),(10 9043.83),(11 8995.983),(12 9350.971),(13 9815.182),(14 9889.077),(15 10124.482),(16 10243.131),(17 10319.939),(18 10659.61),(19 10418.791),(20 10446.465),(21 10567.046),(22 10561.802),(23 10540.894),(24 10535.083),(25 10527.579),(26 10442.017),(27 10591.123),(28 10697.846),(29 10564.637),(30 10655.732),(31 10589.605),(32 10414.222),(33 10335.528),(34 10396.983),(35 10348.386),(36 10218.511),(37 10100.109),(38 9956.089),(39 9987.603),(40 10100.045),(41 9817.837),(42 9773.21),(43 9803.334),(44 9741.459),(45 9754.809),(46 9751.357),(47 9925.11),(48 9760.378),(49 9999.888),(50 9582.536),(51 9755.309),(52 9678.545),(53 9506.019),(54 9755.4375),(55 9677.094),(56 9430.957),(57 9556.693),(58 9437.436),(59 9702.03),(60 9123.227),(61 9270.221),(62 9511.112),(63 9412.751),(64 9338.826),(65 9205.206),(66 9429.316),(67 9227.783),(68 8921.423),(69 8944.404),(70 8970.715),(71 9033.96),(72 8879.507),(73 8683.781),(74 8855.642),(75 8770.805),(76 8624.246),(77 8883.447),(78 8929.684),(79 9000.858),
(1 6130.7944),(2 8167.86),(3 7526.8545),(4 8540.579),(5 8565.511),(6 9015.967),(7 8999.8955),(8 8903.1),(9 9025.812),(10 9155.464),(11 9135.62),(12 9555.103),(13 10056.154),(14 10050.539),(15 10218.883),(16 10480.236),(17 10596.327),(18 10764.685),(19 10459.764),(20 10620.254),(21 10775.41),(22 10694.156),(23 10740.723),(24 10639.062),(25 10703.542),(26 10848.135),(27 10960.555),(28 10853.13),(29 10877.839),(30 10932.081),(31 11066.867),(32 10514.149),(33 10632.274),(34 10497.832),(35 10377.088),(36 10447.718),(37 10193.234),(38 10283.566),(39 10191.2705),(40 10246.361),(41 10075.528),(42 10098.391),(43 9925.745),(44 10033.657),(45 9951.684),(46 10210.042),(47 10166.962),(48 9926.344),(49 10269.975),(50 9946.745),(51 10145.691),(52 10143.229),(53 9893.424),(54 10045.022),(55 9986.299),(56 9702.736),(57 9953.238),(58 9775.752),(59 9931.46),(60 9441.985),(61 9452.639),(62 9918.326),(63 9759.588),(64 9729.526),(65 9596.389),(66 9686.944),(67 9532.095),(68 9151.725),(69 9177.162),(70 9275.953),(71 9330.505),(72 9125.028),(73 8904.497),(74 8871.974),(75 8851.818),(76 8839.109),(77 8845.165),(78 8817.814),(79 8900.679),
(1 6121.6934),(2 8097.2446),(3 7490.2065),(4 8457.699),(5 8356.794),(6 8824.55),(7 8774.601),(8 8721.053),(9 8850.728),(10 9039.416),(11 8857.745),(12 9190.785),(13 9603.912),(14 9670.9),(15 9778.519),(16 9922.576),(17 10074.619),(18 10148.967),(19 10014.76),(20 10215.654),(21 10247.977),(22 10460.25),(23 10400.146),(24 10176.572),(25 10229.012),(26 10425.504),(27 10372.691),(28 10418.33),(29 10331.004),(30 10296.434),(31 10461.519),(32 10103.89),(33 10152.814),(34 10056.934),(35 9901.594),(36 10001.935),(37 9911.67),(38 9958.826),(39 9902.635),(40 9961.815),(41 9871.059),(42 9700.508),(43 9534.753),(44 9586.036),(45 9675.391),(46 10133.735),(47 9831.759),(48 9853.952),(49 10148.136),(50 9881.138),(51 9992.496),(52 10055.664),(53 9776.854),(54 9959.896),(55 9904.038),(56 9674.622),(57 9874.397),(58 9760.384),(59 9883.063),(60 9491.48),(61 9479.714),(62 9730.852),(63 9605.714),(64 9611.627),(65 9498.971),(66 9445.414),(67 9390.024),(68 8930.221),(69 9033.307),(70 9151.674),(71 9272.808),(72 8924.034),(73 8721.363),(74 8736.725),(75 8585.131),(76 8571.096),(77 8643.472),(78 8763.07),(79 8659.036),
(1 5919.822),(2 7892.8516),(3 7272.4697),(4 8128.205),(5 8268.36),(6 8584.699),(7 8478.968),(8 8421.641),(9 8682.846),(10 8794.303),(11 8722.772),(12 9068.503),(13 9458.589),(14 9509.37),(15 9820.89),(16 9974.334),(17 10014.466),(18 10117.257),(19 10002.324),(20 10225.025),(21 10344.831),(22 10393.617),(23 10224.343),(24 10143.909),(25 10146.361),(26 10339.545),(27 10336.205),(28 10278.147),(29 10286.064),(30 10143.583),(31 10036.473),(32 9883.795),(33 9860.927),(34 9830.338),(35 9677.639),(36 9544.895),(37 9538.656),(38 9493.661),(39 9396.293),(40 9409.412),(41 9218.537),(42 9331.254),(43 9157.849),(44 9334.947),(45 9121.056),(46 9317.516),(47 9246.37),(48 9168.443),(49 9378.65),(50 8959.767),(51 9385.313),(52 9315.081),(53 9082.04),(54 9239.08),(55 9217.501),(56 9002.586),(57 9202.347),(58 9044.036),(59 9221.831),(60 8879.371),(61 8753.808),(62 9007.729),(63 8926.159),(64 9059.651),(65 8878.963),(66 8831.82),(67 8752.455),(68 8528.393),(69 8576.905),(70 8665.447),(71 8783.369),(72 8426.581),(73 8221.317),(74 8263.806),(75 8156.564),(76 8275.817),(77 8327.967),(78 8419.723),(79 8539.702),
