1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27250.838),(2 61165.25),(3 104545.1),(4 185348.92),(5 265863.97),(6 350038.1),(7 472925.22),(8 587863.94),(9 713500.8),(10 881769.3),(11 1048224.2),(12 1225511.3),(13 1435808.4),(14 1655319.4),(15 1879238.4),(16 2133094),(17 2395378.5),(18 2650415.8),(19 2963627.3),(20 3253355.3),(21 3531192),(22 3842218.3),(23 4139713.3),(24 4401514),(25 4697228.5),(26 5009807.5),(27 5277302),(28 5579734.5),(29 5888609.5),(30 6143188),(31 6407365.5),(32 6658666.5),(33 6866189.5),(34 7108047.5),(35 7317350.5),(36 7481052),(37 7689424.5),(38 7868841.5),(39 8004968.5),(40 8140684.5),(41 8256725.5),(42 8325915.5),(43 8411247),(44 8476451),(45 8495715),(46 8521365),(47 8539363),(48 8516887),(49 8506336),(50 8493224),(51 8450426),(52 8424551),(53 8429122),(54 8384098),(55 8393483),(56 8403060),(57 8409791),(58 8435658),(59 8473579),(60 8498621),(61 8545326),(62 8628368),(63 8715452),(64 8802560),(65 8925683),(66 9052964),(67 9190276),(68 9342509),(69 9488795),(70 9650756),(71 9784952),(72 9924317),(73 10095203),(74 10292992),(75 10509865),(76 10722669),(77 10972943),(78 11254061),(79 11516577),
(1 5296.125),(2 13405.901),(3 18101.688),(4 19425.861),(5 19829.012),(6 20071.867),(7 20428.396),(8 21170.434),(9 22058.53),(10 22896.008),(11 23140.037),(12 23012.748),(13 23519.455),(14 24422.79),(15 24923.236),(16 24782.686),(17 24053.36),(18 23652.227),(19 24106.156),(20 24531.53),(21 24883.191),(22 25425.8),(23 25757.482),(24 26095.69),(25 26587.406),(26 27083.148),(27 27640.156),(28 27777.383),(29 27506.375),(30 27197.086),(31 27319.79),(32 27665.686),(33 27767.285),(34 27445.36),(35 27090.385),(36 27041.846),(37 27571.42),(38 28271.254),(39 28606.549),(40 28422.55),(41 28697.715),(42 29075.594),(43 29546.816),(44 29928.6),(45 30206.38),(46 30847.766),(47 31432.076),(48 31943.223),(49 32457.111),(50 33073.016),(51 33570.113),(52 33372.9),(53 33027.793),(54 33074.348),(55 33603.62),(56 34357.24),(57 34858.863),(58 35125.813),(59 35132.484),(60 34868.77),(61 35107.84),(62 35421.6),(63 35527.305),(64 35320.273),(65 34996.855),(66 35089.76),(67 35199.195),(68 35207.035),(69 35246.164),(70 35318.203),(71 35434.617),(72 35582.27),(73 35688.56),(74 35723.68),(75 35479.723),(76 35390.695),(77 35610.73),(78 36114.527),(79 36508.477),
(1 5060.686),(2 12546.546),(3 16727.467),(4 18152.459),(5 18826.68),(6 18978.549),(7 19182.703),(8 19383.314),(9 19997.68),(10 20809.598),(11 21477.795),(12 21608.898),(13 21851.71),(14 22476.94),(15 22895.373),(16 22476.363),(17 21828.283),(18 21989.125),(19 22582.842),(20 22976.314),(21 23022.63),(22 23595.053),(23 24436.213),(24 25101.166),(25 25421.271),(26 25479.521),(27 25690.97),(28 25607.758),(29 25765.879),(30 26063.248),(31 26452.684),(32 26644.932),(33 26397.822),(34 26073.568),(35 25940.29),(36 26328.229),(37 26964.705),(38 27409.615),(39 27563.121),(40 27766.21),(41 28059.396),(42 28668.178),(43 29293.748),(44 29612.941),(45 29551.27),(46 29717.988),(47 29969.438),(48 30394.648),(49 30900.287),(50 31369.521),(51 31576.42),(52 31323.059),(53 31095.686),(54 31472.258),(55 32196.725),(56 32671.742),(57 32828.332),(58 33085.18),(59 33298.688),(60 33404.914),(61 33695.85),(62 34008.05),(63 34416.31),(64 34554.367),(65 33955.598),(66 33156.15),(67 32640.625),(68 32833.816),(69 33284.883),(70 33640.4),(71 34131.992),(72 34694.035),(73 34933.13),(74 35005.137),(75 35106.26),(76 35063.99),(77 34999.082),(78 35122.16),(79 35457.117),
(1 4902.0923),(2 12092.685),(3 16181.725),(4 17632.432),(5 18233.588),(6 18645.951),(7 18804.95),(8 18762.857),(9 19314.844),(10 20329.645),(11 21001.613),(12 20725.184),(13 20668.734),(14 21704.65),(15 22939.576),(16 22859.885),(17 22580.506),(18 22887.686),(19 23533.016),(20 24054.559),(21 24251.455),(22 24936.742),(23 25657.752),(24 25938.154),(25 25792.195),(26 25873.832),(27 26001.363),(28 25890.5),(29 26041.05),(30 26534.063),(31 26902.89),(32 27164.01),(33 27008.045),(34 26634.242),(35 26263.482),(36 25919.113),(37 26184.816),(38 26823.127),(39 27475.691),(40 28092.71),(41 28920.121),(42 29375.893),(43 29351.838),(44 28942.246),(45 28807.059),(46 28896.707),(47 28924.955),(48 29248.766),(49 29832.05),(50 30012.412),(51 30023.81),(52 29820.88),(53 29833.092),(54 30635.69),(55 31320.857),(56 31938.102),(57 32320.69),(58 32553.367),(59 32809.86),(60 32537.271),(61 32393.12),(62 32336.447),(63 32383.496),(64 32444.021),(65 32639.541),(66 32803.805),(67 33015.24),(68 33192.613),(69 33121.918),(70 33190.645),(71 33473.87),(72 33558.125),(73 33765.63),(74 33883.348),(75 33717.77),(76 33703.367),(77 33775.07),(78 33875.41),(79 33832.273),
(1 5126.392),(2 12858.979),(3 16971.86),(4 18098.23),(5 18611.03),(6 19043.105),(7 19018.584),(8 19138.443),(9 20132.264),(10 21141.508),(11 21523.285),(12 21274.717),(13 21286.506),(14 21869.043),(15 22486.24),(16 22321.086),(17 22100.477),(18 22181.848),(19 22641.59),(20 23144.428),(21 23567.393),(22 24216.563),(23 24596.855),(24 24604.645),(25 24878.557),(26 25275.781),(27 25753.434),(28 26016.346),(29 26200.104),(30 26473.27),(31 26808.547),(32 27250.836),(33 27688.281),(34 27982.502),(35 27920.695),(36 27938.213),(37 28439.373),(38 28659.195),(39 29019.994),(40 29803.092),(41 30729.426),(42 30926.535),(43 30743.86),(44 30514.465),(45 30650.633),(46 30689.023),(47 30682.932),(48 30598.498),(49 30486.463),(50 30177.652),(51 29753.252),(52 29737.787),(53 30216.959),(54 30792.42),(55 31219.172),(56 31392.518),(57 31517.184),(58 31208.617),(59 31138.123),(60 31440.146),(61 31669.15),(62 31657.621),(63 31740.713),(64 31771.287),(65 31733.012),(66 31773.443),(67 31961.742),(68 32309.785),(69 32592.066),(70 32580.805),(71 32441.443),(72 32262.227),(73 32286.074),(74 32035.307),(75 31939.256),(76 32084.203),(77 32058.316),(78 31907.207),(79 31877.727),
(1 5098.6206),(2 12789.903),(3 16993.807),(4 18194.248),(5 18524.625),(6 18918.547),(7 19360.484),(8 19720.031),(9 20154.115),(10 20602.496),(11 20796.14),(12 20501.625),(13 20518.266),(14 21318.637),(15 21757.316),(16 21299.91),(17 21137.594),(18 21703.285),(19 22579.717),(20 23260.475),(21 23544.498),(22 24088.34),(23 24537.896),(24 24516.914),(25 24779.95),(26 25289.117),(27 25686.389),(28 25526.895),(29 25957.848),(30 26840.098),(31 27454.863),(32 27603.273),(33 27115.715),(34 26510.566),(35 26704.184),(36 27605.148),(37 28441.104),(38 28750.035),(39 28898.709),(40 29175.031),(41 29865.402),(42 30464.908),(43 30322.912),(44 30069.006),(45 30132.428),(46 30308.568),(47 30794.594),(48 31448.963),(49 31874.166),(50 31710.535),(51 31298.549),(52 31273.852),(53 31642.54),(54 32170.291),(55 32546.014),(56 32810.58),(57 32831.613),(58 32522.055),(59 32236.844),(60 32187.168),(61 32235),(62 32231.418),(63 32100.135),(64 31696.88),(65 31391.52),(66 31358.043),(67 31820.572),(68 32415.14),(69 32515.184),(70 32055.22),(71 31806.686),(72 31723.395),(73 32015.193),(74 32249.42),(75 32299.354),(76 32389.752),(77 32208.795),(78 32002.037),(79 32011.344),
(1 5116.7266),(2 12554.454),(3 16677.813),(4 17636.686),(5 17840.559),(6 18017.344),(7 18094.662),(8 18292.629),(9 18879.113),(10 19769.145),(11 19828.275),(12 19122.771),(13 18937.268),(14 19299.469),(15 19494.398),(16 19209.775),(17 19300.068),(18 20101.217),(19 20405.113),(20 20463.445),(21 20706.813),(22 21079.771),(23 21349.4),(24 21618.992),(25 22101.516),(26 22127.912),(27 22052.592),(28 22085.762),(29 22568.002),(30 23257.592),(31 23630.813),(32 23747.342),(33 23445.848),(34 23171.355),(35 23183.273),(36 23558.945),(37 24137.408),(38 24262.994),(39 24131.342),(40 24300.646),(41 24808.549),(42 24966.613),(43 25145.768),(44 25312.139),(45 25764.7),(46 26315.072),(47 26650.525),(48 26859.398),(49 27287.922),(50 27448.564),(51 27545.06),(52 27908.652),(53 28401.729),(54 28770.805),(55 29299.555),(56 29526.38),(57 29804.205),(58 29861.42),(59 30012.055),(60 30059.66),(61 30036.281),(62 29964.793),(63 29764.629),(64 29768.605),(65 30063.9),(66 30302.299),(67 30470.2),(68 30634.172),(69 30883.04),(70 30844.365),(71 30709.32),(72 30518.822),(73 30590.854),(74 30528.648),(75 30396.287),(76 30428.58),(77 30137.941),(78 30001.969),(79 30228.318),
(1 5017.8643),(2 12255.474),(3 16110.356),(4 16941.463),(5 17404.41),(6 17367.314),(7 17060.922),(8 17309.303),(9 18186.28),(10 19036.771),(11 19025.861),(12 18407.697),(13 18570.533),(14 19145.06),(15 19276.148),(16 19104.518),(17 19240.453),(18 19734.547),(19 19871.168),(20 20012.959),(21 20217.953),(22 20837.436),(23 21272.385),(24 21583.262),(25 21804.223),(26 22026.072),(27 22045.982),(28 22066.82),(29 22509.023),(30 22921.457),(31 23011.822),(32 23205.662),(33 22996.205),(34 22843.502),(35 23200.752),(36 23783.752),(37 24424.842),(38 24790.348),(39 25082.002),(40 25055.986),(41 25050.188),(42 25201.244),(43 25647.332),(44 26176.045),(45 26865.91),(46 27415.86),(47 27811.367),(48 28270.402),(49 28388.607),(50 28118.883),(51 27851.309),(52 28086.814),(53 28527.887),(54 28832.707),(55 29283.82),(56 29727.527),(57 29809.908),(58 29606.25),(59 29690.297),(60 29773.793),(61 30049.023),(62 30481.256),(63 30755.896),(64 30768.736),(65 30860.096),(66 31278.846),(67 31477.7),(68 31395.162),(69 31268.537),(70 31195.54),(71 31345.887),(72 31299.197),(73 31062.967),(74 31023.975),(75 31056.79),(76 31101.088),(77 30803.71),(78 30565.152),(79 30869.797),
(1 4795.9688),(2 11663.471),(3 15344.03),(4 16218.838),(5 16276.77),(6 16407.754),(7 16392.88),(8 16449.39),(9 17293.04),(10 18059.254),(11 18087.91),(12 17598.773),(13 17779.146),(14 18380.672),(15 18647.475),(16 18808.494),(17 19237.309),(18 19998.924),(19 20456.563),(20 20358.049),(21 20287.732),(22 21003.781),(23 21573.006),(24 21828.63),(25 21541.494),(26 21307.063),(27 21456.436),(28 21584.041),(29 21983.709),(30 22363.445),(31 22371.012),(32 22160.127),(33 21520.213),(34 21273.766),(35 21547.143),(36 22230.586),(37 22696.885),(38 22830.385),(39 22936.953),(40 23212.781),(41 23577.07),(42 23747.473),(43 24133.281),(44 24625.168),(45 25106.63),(46 25720.203),(47 26194.748),(48 26393.408),(49 26682.254),(50 26875.174),(51 27041.195),(52 27445.273),(53 28148.914),(54 28937.695),(55 29614.424),(56 30269.98),(57 30720.238),(58 30862.729),(59 30928.57),(60 31152.291),(61 31522.414),(62 31610.734),(63 31813.025),(64 32100.201),(65 32481.975),(66 32673.125),(67 32562.992),(68 32386.518),(69 32166.129),(70 31758.344),(71 31807.65),(72 31735.832),(73 31589.508),(74 31616.482),(75 31659.973),(76 31691.291),(77 31455.96),(78 31172.78),(79 31281.846),
(1 4678.035),(2 11437.505),(3 14727.712),(4 15382.259),(5 15565.018),(6 15994.382),(7 15909.437),(8 16038.198),(9 16896.412),(10 17517.484),(11 17237.045),(12 16786.49),(13 17178.092),(14 17837.95),(15 17978.35),(16 17934.793),(17 18483.137),(18 19118.129),(19 19196.756),(20 19160.24),(21 19329.963),(22 19758.072),(23 19799.758),(24 19928.162),(25 19881.46),(26 19727.209),(27 19324.838),(28 19270.08),(29 19962.385),(30 20460.281),(31 20504.72),(32 20472.168),(33 20212.64),(34 20126.7),(35 20529.264),(36 21100.527),(37 21248.986),(38 21098.674),(39 21091.535),(40 21505.49),(41 21706.598),(42 21496.191),(43 21587.793),(44 21910.162),(45 22551.117),(46 23071.03),(47 23331.855),(48 23598.434),(49 23650.709),(50 23607.313),(51 23916.826),(52 24574.67),(53 25164.307),(54 25501.99),(55 25764.379),(56 26290.818),(57 26571.299),(58 26838.096),(59 26947.275),(60 26888.207),(61 26905.182),(62 26767.3),(63 26715.822),(64 26826.662),(65 27166.396),(66 27507.328),(67 27778.686),(68 27916.21),(69 27804.545),(70 27627.172),(71 27874.365),(72 28181.99),(73 28154.64),(74 27960.328),(75 27687.67),(76 27576.26),(77 27439.65),(78 27502.598),(79 27785.445),
(1 4544.188),(2 10979.444),(3 14108.515),(4 14826.12),(5 15020.366),(6 15098.363),(7 15182.915),(8 15565.304),(9 16293.2295),(10 16659.143),(11 16548.336),(12 16482.137),(13 17104.668),(14 17917.996),(15 18104.268),(16 18106.768),(17 18656.533),(18 19333.809),(19 19738.242),(20 19732.348),(21 19797.719),(22 20232.959),(23 20721.125),(24 20754.371),(25 20808.473),(26 20846.92),(27 20906.23),(28 21101.49),(29 21699.15),(30 22237.637),(31 22464.65),(32 22425.293),(33 22172.625),(34 22317.21),(35 22782.813),(36 23237.322),(37 23669.227),(38 23891.617),(39 24103.076),(40 24216.225),(41 24458.02),(42 24395.85),(43 24715.602),(44 24971.604),(45 25524.42),(46 26017.912),(47 26453.744),(48 26862.256),(49 27014.574),(50 27144.637),(51 27369.678),(52 27331.59),(53 27364.93),(54 27638.396),(55 28349.432),(56 29085.533),(57 29608.352),(58 29659.447),(59 29385.707),(60 29274.361),(61 29438.443),(62 29715.268),(63 29752.584),(64 29409.916),(65 29317.363),(66 29281.344),(67 29345.82),(68 29443.371),(69 29232.625),(70 29063.807),(71 28959.355),(72 28846.541),(73 28490.498),(74 28166.93),(75 27928.377),(76 27654.47),(77 27352.393),(78 27437),(79 27450.012),
(1 4482.945),(2 10840.288),(3 14051.698),(4 14831.74),(5 15007.716),(6 15089.918),(7 15213.43),(8 15529.89),(9 16318.107),(10 16678.498),(11 16450.574),(12 16470.203),(13 17066.273),(14 17830.396),(15 17969.549),(16 17900.479),(17 18505.648),(18 19276.156),(19 19698.66),(20 19944.54),(21 20151.785),(22 20409.79),(23 20402.854),(24 20593.97),(25 20987.938),(26 21195.934),(27 21252.742),(28 21298.541),(29 21697.455),(30 22025.11),(31 22159.238),(32 21935.826),(33 21694.768),(34 21906.445),(35 22454.613),(36 22912.025),(37 23016.063),(38 23011.822),(39 22892.926),(40 22811.926),(41 22950.957),(42 22990.97),(43 23282.758),(44 23566.758),(45 23948.975),(46 24298.846),(47 24487.04),(48 24642.318),(49 24580.582),(50 24462.396),(51 24867.533),(52 25441.063),(53 25877.096),(54 26175.209),(55 26352.97),(56 26425.865),(57 26386.61),(58 26469.373),(59 26595.1),(60 26571.89),(61 26691.682),(62 26701.703),(63 26547.701),(64 26538.266),(65 26511.77),(66 26628.602),(67 26628.67),(68 26769.11),(69 26963.867),(70 27103.604),(71 27533.951),(72 27426.73),(73 27172.904),(74 26815.197),(75 26505.951),(76 26496.621),(77 26573.137),(78 26788.959),(79 26901.945),
(1 4326.79),(2 10456.922),(3 13394.043),(4 14084.845),(5 14047.459),(6 13880.722),(7 13870.381),(8 14198.913),(9 15036.61),(10 15645.556),(11 15685.6045),(12 15652.673),(13 16380.771),(14 17039.914),(15 17177.762),(16 17227.453),(17 17503.217),(18 18116.908),(19 18481.86),(20 18962.348),(21 19319.018),(22 19493.625),(23 19543.857),(24 19646.459),(25 19945.656),(26 20254.88),(27 19987.783),(28 19922.072),(29 20340.178),(30 20782.23),(31 20818.598),(32 20480.402),(33 20360.547),(34 20506.498),(35 20816.357),(36 21105.033),(37 21168.332),(38 21038.086),(39 20927.568),(40 20908.375),(41 20912.268),(42 21212.953),(43 21725.754),(44 21980.957),(45 22519.453),(46 23008.66),(47 23191.617),(48 23402.322),(49 23624.66),(50 23843.2),(51 24275.549),(52 24757.375),(53 25049.643),(54 25202.53),(55 25105.238),(56 24771.896),(57 24713.406),(58 24716.357),(59 25154.31),(60 25464.727),(61 25891.203),(62 26097.871),(63 26157.611),(64 26169.084),(65 26477.17),(66 26737.816),(67 27259.5),(68 27650.203),(69 27699.543),(70 27471.625),(71 27166.867),(72 26789.717),(73 26691.613),(74 26929.533),(75 27271.154),(76 27545.438),(77 27517.213),(78 27421.795),(79 27458.893),
(1 4403.137),(2 10587.162),(3 13834.18),(4 14272.781),(5 13785.424),(6 13536.277),(7 13624.319),(8 14222.639),(9 14935.055),(10 15105.803),(11 14745.559),(12 14445.866),(13 15167.312),(14 15959.905),(15 16016.868),(16 16082.636),(17 16423.016),(18 16884.04),(19 17423.217),(20 18026.768),(21 18479.76),(22 18733.9),(23 18742.49),(24 18922.172),(25 19237.01),(26 19344.547),(27 19352.582),(28 19646.19),(29 20218.938),(30 20470.924),(31 20216.156),(32 20036.055),(33 20128.76),(34 20640.227),(35 21237.047),(36 21249.102),(37 21145.926),(38 21159.855),(39 21206.918),(40 21210.521),(41 21313.078),(42 21180.344),(43 21221.855),(44 21209.646),(45 21293.578),(46 21387.557),(47 21493.816),(48 21468.887),(49 21316.854),(50 21236.03),(51 21404.367),(52 21616.37),(53 21654.84),(54 21663.832),(55 21560.555),(56 21385.705),(57 21376.191),(58 21387.645),(59 21685.51),(60 21929.793),(61 21914.205),(62 21839.72),(63 21769.586),(64 21795.014),(65 21966.1),(66 21966.021),(67 22155.53),(68 22370.387),(69 22786.656),(70 22983.795),(71 22819.244),(72 22453.205),(73 22347.975),(74 22335.408),(75 22329.748),(76 22634.49),(77 22873.69),(78 22814.586),(79 22581.969),
(1 4265.439),(2 10405.063),(3 13532.1455),(4 14052.325),(5 13880.519),(6 13869.661),(7 13887.32),(8 14353.696),(9 14997.422),(10 15212.929),(11 14927.554),(12 14900.571),(13 15596.903),(14 16220.684),(15 16279.628),(16 16462.365),(17 16734.27),(18 17110.37),(19 17769.24),(20 18486.662),(21 18878.768),(22 19158.47),(23 19266.998),(24 19049.416),(25 18735.799),(26 18399.188),(27 18811.104),(28 19507.35),(29 19784.852),(30 19676.205),(31 19380.836),(32 19414.064),(33 19716.303),(34 20280.688),(35 20718.477),(36 20744.42),(37 20561.15),(38 20621.475),(39 20917.865),(40 21164.004),(41 21200.633),(42 20878.834),(43 20812.908),(44 20842.18),(45 21141.709),(46 21492.893),(47 21840.094),(48 22014.494),(49 22150.744),(50 22224.979),(51 22593.299),(52 23156.416),(53 23451.736),(54 23338.47),(55 23133.064),(56 22983.377),(57 23102.523),(58 23260.209),(59 23348.37),(60 23411.342),(61 23448.799),(62 23562.377),(63 23618.643),(64 23620.578),(65 23760.412),(66 23894.748),(67 24009.9),(68 24007.15),(69 23914.297),(70 23907.979),(71 23926.877),(72 23907.352),(73 24089.297),(74 24183.783),(75 24141.953),(76 24365.373),(77 24297.258),(78 24317.32),(79 24522.28),
(1 3999.8506),(2 9357.2295),(3 11963.836),(4 12663.859),(5 12812.827),(6 12600.296),(7 12850.712),(8 13369.484),(9 14095.071),(10 14304.229),(11 14061.704),(12 14103.415),(13 14798.718),(14 15285.656),(15 15313.318),(16 15404.548),(17 15602.464),(18 15901.582),(19 16365.45),(20 17159.23),(21 17566.324),(22 17425.645),(23 17282.64),(24 17136.969),(25 17175.672),(26 17157.254),(27 17524.424),(28 17799.072),(29 17778.654),(30 17482.203),(31 17366.86),(32 17518.018),(33 17980.895),(34 18262.91),(35 18429.227),(36 18592.482),(37 18369.096),(38 18291.654),(39 18479.41),(40 18795.38),(41 19107.693),(42 19304.887),(43 19663.883),(44 19915.246),(45 20172.64),(46 20439.805),(47 20694.543),(48 20894.293),(49 21324.191),(50 21726.96),(51 21978.12),(52 22076.322),(53 22058.14),(54 21883.225),(55 21827.783),(56 21878.908),(57 21874.172),(58 22046.072),(59 22065.51),(60 21962.574),(61 22083.818),(62 22284.672),(63 22162.611),(64 21966.178),(65 22018.01),(66 22399.633),(67 22769.986),(68 22848.918),(69 22805.502),(70 22775.836),(71 22777.82),(72 22542.463),(73 22443.74),(74 22398.693),(75 22545.852),(76 22646.502),(77 22471),(78 22268.553),(79 22199.42),
(1 4052.5732),(2 9349.789),(3 11810.837),(4 12480.304),(5 12584.84),(6 12544.648),(7 12748.296),(8 13109.275),(9 13723.866),(10 13739.858),(11 13408.798),(12 13483.174),(13 14076.189),(14 14714.249),(15 14896.454),(16 15080.092),(17 15493.652),(18 15639.011),(19 15881.2705),(20 16394.818),(21 16859.86),(22 17077.297),(23 17089.7),(24 16957.727),(25 16836.193),(26 16722.797),(27 17450.873),(28 18300.813),(29 18503.816),(30 18259.545),(31 18068.701),(32 18039.244),(33 18209.94),(34 18601.574),(35 18901.059),(36 19064.906),(37 19104.893),(38 19036.89),(39 19016.826),(40 18989.65),(41 19047.393),(42 19181.957),(43 19656.975),(44 19923.23),(45 20124.484),(46 20461.447),(47 20573.102),(48 20666.945),(49 20774.488),(50 20965.736),(51 21292.133),(52 21724.324),(53 21934.682),(54 21860.188),(55 21681.674),(56 21713.775),(57 21823.49),(58 21976.57),(59 22142.234),(60 22401.094),(61 22645.818),(62 22742.246),(63 22554.695),(64 22177.992),(65 22062.686),(66 22298.984),(67 22622.973),(68 22698.078),(69 22566.006),(70 22391.932),(71 22394.17),(72 22371.98),(73 22455.992),(74 22516.791),(75 22416.906),(76 22628.262),(77 22940.82),(78 23030.55),(79 23053.799),
(1 4117.2993),(2 9693.435),(3 12261.148),(4 12708.8),(5 12716.917),(6 12616.908),(7 12630.208),(8 12995.97),(9 13645.776),(10 13759.727),(11 13382.87),(12 13651.475),(13 14509.757),(14 15115.736),(15 15048.966),(16 15172.63),(17 15616.495),(18 15959.88),(19 16193.185),(20 16596.396),(21 16787.01),(22 17019.777),(23 17045.346),(24 17089.299),(25 17224.07),(26 17280.164),(27 17532.752),(28 18132.906),(29 18337.51),(30 18245.467),(31 18079.725),(32 18115.086),(33 18197.732),(34 18505.543),(35 18693.127),(36 18729.855),(37 18695.494),(38 18827.89),(39 19002.79),(40 18958.168),(41 18982.28),(42 19102.455),(43 19252.822),(44 19213.19),(45 19333.219),(46 19473.977),(47 19667.84),(48 19955.719),(49 20342.496),(50 20657.121),(51 20920.078),(52 20913.395),(53 20866.418),(54 20840.557),(55 20971.68),(56 21193.64),(57 21424.8),(58 21253.594),(59 21268.74),(60 21612.598),(61 21856.844),(62 22014.969),(63 22068.086),(64 21980.822),(65 21930.506),(66 21871.943),(67 22086.201),(68 22202.764),(69 21997.607),(70 21687.578),(71 21458.139),(72 21451.018),(73 21455.268),(74 21519.145),(75 21639.148),(76 21577.918),(77 21566.71),(78 21524.752),(79 21613.256),
