1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9481.581),(2 18127.023),(3 39478.32),(4 57872.375),(5 86120.914),(6 111008.336),(7 144494.45),(8 174072.73),(9 213735.77),(10 247733.42),(11 290072.6),(12 328987.44),(13 377512),(14 422453.5),(15 477876.66),(16 529414.9),(17 592132),(18 651562.8),(19 719114.3),(20 786711.8),(21 867741.06),(22 955897.2),(23 1060782.4),(24 1168005.9),(25 1289902.9),(26 1412208),(27 1554034.4),(28 1703572.6),(29 1875565.6),(30 2044097.4),(31 2235660.8),(32 2431278.3),(33 2621840.8),(34 2791202),(35 2964467.3),(36 3134525.3),(37 3309963),(38 3487600.8),(39 3679160),(40 3860073),(41 4051022),(42 4252239.5),(43 4449972.5),(44 4639570.5),(45 4828909),(46 5006564),(47 5205858.5),(48 5392168.5),(49 5579575.5),(50 5769668.5),(51 5958550.5),(52 6143808),(53 6333697.5),(54 6509206),(55 6716504),(56 6917448),(57 7120712),(58 7315674.5),(59 7494668),(60 7661336.5),(61 7842574.5),(62 7968258.5),(63 8093457.5),(64 8211676),(65 8312789.5),(66 8406401),(67 8486261),(68 8543316),(69 8587498),(70 8600792),(71 8612488),(72 8596220),(73 8569201),(74 8515993),(75 8464940),(76 8379668.5),(77 8308587.5),(78 8219953.5),(79 8156474.5),
(1 674.384),(2 1076.3563),(3 1078.367),(4 1106.6372),(5 1035.2166),(6 979.76654),(7 1003.43805),(8 963.2257),(9 989.0473),(10 1084.5728),(11 1133.8907),(12 1124.8911),(13 1080.8691),(14 1044.7708),(15 1063.6625),(16 1059.9326),(17 1095.6075),(18 1125.0808),(19 1117.8065),(20 1102.227),(21 1091.1018),(22 1104.3973),(23 1117.6705),(24 1118.138),(25 1104.7825),(26 1168.7389),(27 1191.2477),(28 1181.7455),(29 1139.481),(30 1117.3711),(31 1132.3665),(32 1173.2758),(33 1183.1954),(34 1195.499),(35 1204.7444),(36 1214.15),(37 1214.7212),(38 1195.0319),(39 1197.0634),(40 1209.4568),(41 1230.6592),(42 1248.0063),(43 1220.7803),(44 1225.0779),(45 1216.7668),(46 1216.8489),(47 1229.9374),(48 1203.794),(49 1215.5072),(50 1226.0154),(51 1213.9913),(52 1211.6918),(53 1195.372),(54 1202.9921),(55 1203.826),(56 1201.016),(57 1210.372),(58 1173.17),(59 1172.612),(60 1157.1337),(61 1127.9137),(62 1155.2668),(63 1145.2078),(64 1133.4738),(65 1142.4851),(66 1131.6913),(67 1129.5052),(68 1139.7761),(69 1128.0039),(70 1130.0219),(71 1153.1465),(72 1179.4578),(73 1168.4039),(74 1164.8104),(75 1176.9828),(76 1190.2852),(77 1175.4202),(78 1155.5864),(79 1160.4705),
(1 674.12225),(2 1100.581),(3 1096.8038),(4 1128.9647),(5 1042.088),(6 963.7413),(7 966.193),(8 938.7364),(9 973.6917),(10 1084.5942),(11 1111.6521),(12 1116.865),(13 1081.0851),(14 1018.0008),(15 1042.5085),(16 1054.8007),(17 1080.8472),(18 1102.1942),(19 1084.0299),(20 1095.8708),(21 1102.7603),(22 1108.5242),(23 1089.5037),(24 1062.9899),(25 1062.2434),(26 1108.4701),(27 1168.0023),(28 1168.1953),(29 1116.0975),(30 1074.1714),(31 1097.0646),(32 1164.5013),(33 1201.7335),(34 1192.064),(35 1189.8306),(36 1189.993),(37 1170.7013),(38 1149.6415),(39 1156.7983),(40 1188.5073),(41 1224.6675),(42 1221.3566),(43 1182.0576),(44 1165.9348),(45 1176.7577),(46 1179.1544),(47 1194.1292),(48 1180.3988),(49 1185.6567),(50 1159.1565),(51 1180.4956),(52 1200.7053),(53 1175.2389),(54 1180.9761),(55 1187.6056),(56 1213.2002),(57 1206.0441),(58 1149.3214),(59 1135.2742),(60 1121.2455),(61 1112.7987),(62 1127.4996),(63 1129.1019),(64 1117.4761),(65 1111.6729),(66 1093.6892),(67 1088.6107),(68 1118.4424),(69 1137.2892),(70 1126.358),(71 1111.3728),(72 1106.7119),(73 1125.5463),(74 1134.6317),(75 1145.38),(76 1137.5067),(77 1116.8862),(78 1138.5852),(79 1152.374),
(1 652.25),(2 1035.9373),(3 1051.7838),(4 1094.6661),(5 1000.51636),(6 945.9502),(7 923.4141),(8 892.2621),(9 958.91736),(10 1067.4856),(11 1080.6425),(12 1094.7429),(13 1061.2642),(14 992.2199),(15 986.8294),(16 1005.53577),(17 1048.6096),(18 1074.0729),(19 1073.4072),(20 1078.8892),(21 1079.8926),(22 1072.0488),(23 1048.8372),(24 1017.9892),(25 1010.1651),(26 1061.6879),(27 1117.0742),(28 1148.6885),(29 1107.3156),(30 1072.2157),(31 1044.2874),(32 1049.1527),(33 1104.681),(34 1118.8125),(35 1118.7731),(36 1133.251),(37 1105.335),(38 1074.588),(39 1083.2964),(40 1085.4528),(41 1133.2832),(42 1140.417),(43 1114.0404),(44 1103.4384),(45 1108.5924),(46 1125.5172),(47 1129.2018),(48 1114.6154),(49 1106.2404),(50 1096.8417),(51 1124.1609),(52 1119.7546),(53 1111.5494),(54 1122.9011),(55 1124.1066),(56 1152.5554),(57 1141.0424),(58 1102.788),(59 1095.2094),(60 1061.2653),(61 1034.7814),(62 1046.0059),(63 1055.9952),(64 1058.4163),(65 1048.9753),(66 1027.176),(67 1024.611),(68 1033.337),(69 1049.534),(70 1062.8075),(71 1082.2753),(72 1058.7012),(73 1037.8048),(74 1041.4293),(75 1063.7546),(76 1081.1891),(77 1097.9191),(78 1093.2524),(79 1067.4355),
(1 660.23553),(2 1044.6162),(3 1063.5244),(4 1115.0138),(5 1018.4422),(6 969.2612),(7 949.89307),(8 894.32434),(9 941.93134),(10 1060.4425),(11 1089.8794),(12 1107.5277),(13 1062.8358),(14 999.1626),(15 1000.94904),(16 997.1638),(17 1033.653),(18 1082.3275),(19 1106.1193),(20 1099.9102),(21 1078.8586),(22 1049.0239),(23 1034.966),(24 1037.4365),(25 1040.6019),(26 1050.7039),(27 1085.1307),(28 1132.0652),(29 1114.9955),(30 1087.9614),(31 1056.3688),(32 1037.0756),(33 1069.0703),(34 1104.6969),(35 1104.923),(36 1122.2296),(37 1125.6248),(38 1102.4635),(39 1074.7133),(40 1068.1763),(41 1085.7596),(42 1113.3572),(43 1108.1353),(44 1099.7126),(45 1104.153),(46 1109.2495),(47 1139.6323),(48 1114.7487),(49 1086.8358),(50 1070.6232),(51 1108.1869),(52 1111.4656),(53 1096.7887),(54 1108.3202),(55 1103.5144),(56 1125.4058),(57 1110.7212),(58 1074.9532),(59 1087.7108),(60 1081.163),(61 1031.5913),(62 1022.05865),(63 1018.17267),(64 1015.72925),(65 1019.52704),(66 1006.5086),(67 1007.03156),(68 1035.9885),(69 1042.108),(70 1030.547),(71 1039.8152),(72 1054.0162),(73 1047.6289),(74 1053.9635),(75 1042.3699),(76 1038.7562),(77 1055.0205),(78 1065.1915),(79 1047.9689),
(1 625.265),(2 973.00165),(3 977.76733),(4 1010.57983),(5 926.5274),(6 897.8008),(7 911.3111),(8 866.2359),(9 921.02167),(10 1006.4055),(11 1010.15076),(12 1038.08),(13 1000.7897),(14 957.7249),(15 965.1438),(16 948.0748),(17 979.3491),(18 1035.9946),(19 1072.6318),(20 1072.2998),(21 1036.0662),(22 1015.7323),(23 1003.3512),(24 993.94354),(25 1011.9398),(26 1030.658),(27 1057.0258),(28 1068.1876),(29 1050.0789),(30 1060.5303),(31 1040.6466),(32 1004.04517),(33 1028.161),(34 1056.7863),(35 1071.1879),(36 1083.0719),(37 1089.4635),(38 1085.054),(39 1070.3977),(40 1036.2665),(41 1036.4437),(42 1064.9595),(43 1073.382),(44 1068.0543),(45 1054.549),(46 1066.5427),(47 1075.9213),(48 1059.4325),(49 1051.7983),(50 1044.3668),(51 1072.7062),(52 1067.3855),(53 1049.6123),(54 1058.989),(55 1042.7957),(56 1061.7222),(57 1050.5535),(58 1023.6707),(59 1043.165),(60 1010.1981),(61 979.8681),(62 964.2251),(63 952.1656),(64 962.1633),(65 961.2785),(66 957.5336),(67 952.2238),(68 954.22595),(69 970.59705),(70 974.9683),(71 973.56555),(72 968.6834),(73 960.966),(74 962.5167),(75 965.1034),(76 979.90784),(77 1005.46),(78 1016.7894),(79 992.5045),
(1 596.0838),(2 939.6287),(3 933.865),(4 950.8756),(5 854.00037),(6 840.2533),(7 864.1856),(8 842.8757),(9 898.0453),(10 956.996),(11 939.7287),(12 965.6031),(13 932.8183),(14 914.52484),(15 960.40375),(16 960.0729),(17 967.3809),(18 990.0308),(19 999.95825),(20 987.01886),(21 981.11664),(22 973.1546),(23 973.92334),(24 980.5189),(25 994.0916),(26 1002.0785),(27 1014.0927),(28 1012.7478),(29 999.522),(30 1017.0798),(31 1001.9965),(32 996.0119),(33 988.0998),(34 986.18445),(35 997.2717),(36 1006.7951),(37 1009.92065),(38 1040.675),(39 1045.8748),(40 1005.4865),(41 996.7089),(42 1008.03577),(43 1033.1233),(44 1038.9487),(45 1032.5288),(46 1015.284),(47 1013.49084),(48 1000.15826),(49 986.1959),(50 984.27826),(51 1030.3029),(52 1035.7583),(53 1012.4301),(54 1010.7172),(55 1006.34595),(56 1022.7796),(57 1004.3521),(58 985.65735),(59 984.8131),(60 976.47626),(61 957.3397),(62 962.93286),(63 929.1477),(64 916.4389),(65 933.83545),(66 945.0248),(67 937.056),(68 925.4321),(69 927.84814),(70 931.1439),(71 939.7277),(72 950.41235),(73 935.7982),(74 932.64404),(75 929.2334),(76 923.67065),(77 968.0253),(78 979.0021),(79 964.99255),
(1 570.7559),(2 890.1801),(3 886.39594),(4 873.2407),(5 796.87335),(6 787.98224),(7 822.9645),(8 809.586),(9 875.4569),(10 910.6456),(11 892.7859),(12 910.2988),(13 876.17456),(14 867.5295),(15 906.14886),(16 899.0195),(17 916.0924),(18 925.0196),(19 923.52045),(20 913.8695),(21 916.88574),(22 918.87555),(23 927.3496),(24 927.44025),(25 943.61865),(26 948.2836),(27 953.7248),(28 963.0716),(29 962.41364),(30 982.4368),(31 981.936),(32 960.31775),(33 960.7857),(34 950.7612),(35 951.33307),(36 958.84344),(37 964.2433),(38 992.77246),(39 999.3605),(40 965.4959),(41 946.2149),(42 952.6668),(43 963.83014),(44 980.22174),(45 967.0383),(46 953.1191),(47 939.3903),(48 952.1292),(49 950.4528),(50 948.94617),(51 970.6377),(52 959.2634),(53 969.0632),(54 969.4144),(55 950.8999),(56 965.8145),(57 955.2226),(58 930.435),(59 928.9923),(60 916.29456),(61 909.91675),(62 907.31433),(63 887.87854),(64 861.62976),(65 861.5891),(66 897.5484),(67 902.2161),(68 892.9389),(69 896.6556),(70 901.1125),(71 898.9912),(72 906.77),(73 907.9408),(74 903.98895),(75 908.00604),(76 903.4808),(77 915.37885),(78 925.4011),(79 925.2464),
(1 537.2937),(2 847.75726),(3 856.43866),(4 832.6847),(5 767.1008),(6 766.6859),(7 786.17944),(8 784.5011),(9 858.9304),(10 897.5236),(11 870.5385),(12 870.1697),(13 838.94794),(14 836.8389),(15 882.6666),(16 900.28125),(17 896.839),(18 898.79034),(19 889.4176),(20 870.5085),(21 897.06555),(22 905.498),(23 908.9004),(24 909.8593),(25 918.61523),(26 923.5026),(27 919.34375),(28 918.59674),(29 911.68164),(30 914.70825),(31 921.0356),(32 935.3602),(33 948.14557),(34 950.63043),(35 913.62476),(36 893.17786),(37 891.0852),(38 925.565),(39 959.2102),(40 952.6801),(41 937.4602),(42 930.2017),(43 938.4206),(44 941.6918),(45 941.15094),(46 939.0905),(47 924.4446),(48 932.96796),(49 951.96967),(50 949.897),(51 941.8422),(52 944.38214),(53 949.075),(54 960.5929),(55 934.048),(56 920.39996),(57 913.01874),(58 906.1113),(59 918.69104),(60 896.8273),(61 878.9153),(62 886.14307),(63 867.38306),(64 835.8124),(65 835.5592),(66 846.2031),(67 859.0376),(68 865.9059),(69 852.4574),(70 851.4665),(71 862.93555),(72 861.31604),(73 848.4938),(74 852.4436),(75 865.12244),(76 866.35846),(77 863.95825),(78 848.95734),(79 856.83325),
(1 540.61816),(2 864.668),(3 880.2355),(4 869.5566),(5 781.81805),(6 749.3763),(7 784.5842),(8 782.67737),(9 857.4225),(10 897.5938),(11 899.4376),(12 894.0059),(13 829.48834),(14 816.14935),(15 855.46423),(16 903.6482),(17 922.55994),(18 918.27026),(19 898.1654),(20 877.0933),(21 889.1483),(22 907.7958),(23 918.29126),(24 919.1587),(25 907.63824),(26 904.2117),(27 911.05286),(28 914.5938),(29 918.7279),(30 916.72363),(31 903.70746),(32 922.33136),(33 935.20667),(34 966.9622),(35 934.3615),(36 899.82355),(37 885.4954),(38 906.27924),(39 927.53815),(40 939.6016),(41 939.24194),(42 943.398),(43 938.14905),(44 926.9365),(45 926.86194),(46 919.6999),(47 897.7739),(48 885.1988),(49 903.85333),(50 919.04486),(51 926.64545),(52 904.8411),(53 896.876),(54 922.1562),(55 918.56915),(56 900.4019),(57 861.0166),(58 844.4682),(59 858.687),(60 852.18115),(61 845.3134),(62 839.29706),(63 830.3627),(64 813.06244),(65 806.9214),(66 813.6337),(67 822.4627),(68 821.3674),(69 820.957),(70 821.0993),(71 834.4839),(72 845.6412),(73 853.07764),(74 824.2953),(75 823.9101),(76 824.46423),(77 837.8688),(78 857.9803),(79 877.3125),
(1 519.6522),(2 842.45026),(3 853.9265),(4 809.823),(5 738.08307),(6 719.3002),(7 738.8833),(8 761.74225),(9 838.50665),(10 885.9644),(11 882.00433),(12 860.26447),(13 809.81805),(14 787.4325),(15 822.4105),(16 854.2183),(17 888.18225),(18 902.3787),(19 905.794),(20 867.18335),(21 850.9175),(22 862.769),(23 886.02216),(24 900.2312),(25 903.71796),(26 895.27185),(27 884.6388),(28 888.9152),(29 883.3157),(30 888.6482),(31 881.7549),(32 894.80066),(33 919.505),(34 929.1246),(35 917.388),(36 896.95416),(37 881.8199),(38 888.8631),(39 901.9602),(40 899.37445),(41 894.41),(42 893.88257),(43 907.791),(44 902.82355),(45 909.2895),(46 906.5247),(47 877.8732),(48 857.59296),(49 867.6657),(50 879.43365),(51 887.0771),(52 867.94415),(53 873.669),(54 873.6671),(55 872.83875),(56 866.6933),(57 834.88794),(58 824.4539),(59 843.5268),(60 836.59454),(61 832.0292),(62 816.3478),(63 799.46063),(64 799.35944),(65 805.26697),(66 813.9753),(67 803.11444),(68 794.5716),(69 776.3676),(70 767.6938),(71 781.50507),(72 802.1179),(73 807.3368),(74 802.3576),(75 801.86035),(76 804.183),(77 780.0456),(78 786.77563),(79 808.16144),
(1 466.52603),(2 759.1468),(3 803.52374),(4 753.1329),(5 685.0498),(6 680.8406),(7 685.06635),(8 716.6464),(9 778.7039),(10 829.05237),(11 844.99585),(12 829.18976),(13 768.2698),(14 751.14923),(15 783.804),(16 824.2052),(17 853.62537),(18 861.7787),(19 861.5621),(20 818.4734),(21 810.91504),(22 816.99994),(23 839.75946),(24 843.0288),(25 858.2421),(26 857.4447),(27 855.19244),(28 848.0447),(29 848.20685),(30 848.64764),(31 839.1527),(32 843.97894),(33 859.1109),(34 885.2856),(35 874.09296),(36 850.11414),(37 829.86646),(38 833.94543),(39 848.3491),(40 872.48224),(41 862.1375),(42 842.1914),(43 841.06445),(44 855.3335),(45 865.1882),(46 870.4194),(47 849.46387),(48 822.49976),(49 820.57837),(50 825.40173),(51 828.0905),(52 821.2124),(53 827.1209),(54 833.54987),(55 824.56995),(56 832.28265),(57 801.6865),(58 772.41223),(59 770.9075),(60 776.40454),(61 783.92523),(62 770.2916),(63 749.76935),(64 730.66425),(65 745.8056),(66 753.36584),(67 758.37305),(68 746.69366),(69 745.04407),(70 743.8745),(71 734.46124),(72 757.1887),(73 764.8312),(74 752.14526),(75 754.69995),(76 761.4816),(77 775.7129),(78 783.82367),(79 796.39154),
(1 440.68677),(2 698.84546),(3 717.7216),(4 665.9821),(5 620.4634),(6 634.10046),(7 639.4273),(8 651.3406),(9 702.23785),(10 748.8761),(11 756.2597),(12 721.1868),(13 697.7036),(14 700.78357),(15 736.791),(16 759.9855),(17 784.5826),(18 779.7903),(19 773.66943),(20 754.284),(21 743.5258),(22 747.5023),(23 780.1145),(24 781.7233),(25 782.6071),(26 785.4324),(27 779.4051),(28 770.22534),(29 784.05524),(30 786.9093),(31 792.4112),(32 785.1565),(33 783.15674),(34 806.28925),(35 811.4168),(36 807.9675),(37 799.69275),(38 792.14655),(39 785.7994),(40 790.4595),(41 802.89404),(42 798.9009),(43 790.65393),(44 785.1452),(45 781.5365),(46 797.44775),(47 808.24536),(48 792.46295),(49 785.9352),(50 790.30475),(51 796.2597),(52 785.91675),(53 794.4311),(54 796.3662),(55 776.5356),(56 768.4444),(57 761.4485),(58 750.98975),(59 737.98773),(60 726.964),(61 729.1547),(62 730.1424),(63 722.34485),(64 714.4873),(65 712.6753),(66 721.7185),(67 708.8274),(68 701.78125),(69 706.5774),(70 715.4413),(71 725.376),(72 730.69226),(73 719.134),(74 716.82825),(75 717.4027),(76 704.60516),(77 712.82886),(78 725.359),(79 740.7784),
(1 424.09894),(2 672.3749),(3 685.3137),(4 629.163),(5 596.44104),(6 609.4549),(7 635.7719),(8 647.943),(9 663.8971),(10 699.33514),(11 702.1049),(12 679.4393),(13 672.4457),(14 685.9691),(15 719.3564),(16 747.185),(17 736.2443),(18 732.3987),(19 734.9988),(20 733.0518),(21 734.54895),(22 726.8565),(23 745.7544),(24 746.9385),(25 758.3358),(26 750.1503),(27 754.80023),(28 756.87885),(29 751.1002),(30 750.62384),(31 751.45123),(32 760.06665),(33 770.2792),(34 783.32104),(35 785.57355),(36 788.752),(37 778.4433),(38 778.8072),(39 768.79565),(40 776.3089),(41 786.1225),(42 776.1142),(43 769.3257),(44 773.39484),(45 794.4854),(46 781.42267),(47 781.284),(48 772.23773),(49 773.79254),(50 780.6718),(51 765.56067),(52 745.7181),(53 747.5675),(54 751.04016),(55 757.37836),(56 751.2467),(57 735.2867),(58 723.7207),(59 697.8528),(60 680.3341),(61 686.03143),(62 684.37524),(63 671.4959),(64 663.2311),(65 679.1624),(66 693.4695),(67 675.4391),(68 657.7311),(69 649.2982),(70 661.8543),(71 679.1259),(72 697.13416),(73 695.237),(74 681.3403),(75 687.86536),(76 691.0314),(77 688.3627),(78 698.19604),(79 693.49835),
(1 425.18802),(2 670.76385),(3 683.7862),(4 629.1858),(5 588.0405),(6 609.0685),(7 633.96985),(8 637.24365),(9 643.97174),(10 689.40497),(11 708.9367),(12 689.3311),(13 669.92017),(14 678.5764),(15 696.16974),(16 724.7109),(17 737.84564),(18 724.15356),(19 725.067),(20 711.2063),(21 704.28436),(22 702.533),(23 721.51984),(24 729.7876),(25 736.6752),(26 720.18164),(27 728.0313),(28 739.9933),(29 751.87604),(30 729.5213),(31 714.59076),(32 714.7702),(33 733.25183),(34 756.43805),(35 776.84143),(36 778.50366),(37 764.372),(38 760.00726),(39 756.5318),(40 762.57477),(41 779.63184),(42 783.7039),(43 761.0254),(44 760.5387),(45 760.32666),(46 783.2537),(47 775.9245),(48 750.4305),(49 741.4669),(50 749.237),(51 757.7296),(52 751.67395),(53 763.08685),(54 764.205),(55 746.82715),(56 745.16223),(57 734.48645),(58 726.63776),(59 709.35803),(60 683.1255),(61 682.60284),(62 678.00323),(63 668.4838),(64 662.87396),(65 670.49066),(66 677.7669),(67 674.32623),(68 695.34),(69 685.9307),(70 673.872),(71 670.43835),(72 670.8132),(73 663.77875),(74 674.3364),(75 689.5021),(76 690.6389),(77 686.32587),(78 683.5871),(79 699.6547),
(1 408.25012),(2 654.5687),(3 675.2091),(4 613.1149),(5 560.0975),(6 573.3241),(7 589.05884),(8 607.8158),(9 626.7988),(10 680.525),(11 690.5612),(12 652.64557),(13 617.7847),(14 634.52856),(15 670.5189),(16 677.43146),(17 680.40656),(18 676.62024),(19 686.4609),(20 692.4931),(21 665.35333),(22 644.222),(23 658.6308),(24 687.1421),(25 701.82983),(26 682.76605),(27 676.6185),(28 666.784),(29 673.31036),(30 692.3519),(31 680.96735),(32 675.38354),(33 688.7104),(34 690.8023),(35 694.9506),(36 705.5763),(37 702.4775),(38 703.2658),(39 708.461),(40 696.8762),(41 708.1539),(42 719.8025),(43 712.31256),(44 710.50726),(45 708.1711),(46 708.74097),(47 714.0953),(48 704.6293),(49 702.60065),(50 701.68365),(51 723.61285),(52 704.2841),(53 709.13806),(54 703.9033),(55 697.0369),(56 695.1877),(57 680.9737),(58 671.2705),(59 665.5636),(60 659.19415),(61 641.63354),(62 639.8013),(63 630.5646),(64 621.5507),(65 631.19904),(66 635.749),(67 629.27655),(68 629.28485),(69 633.4212),(70 654.62115),(71 673.77277),(72 673.1243),(73 657.8033),(74 630.9432),(75 641.83636),(76 646.59705),(77 650.85724),(78 656.78955),(79 646.8854),
(1 416.35925),(2 675.0334),(3 718.2726),(4 644.67255),(5 585.67755),(6 589.0269),(7 591.3364),(8 606.6119),(9 649.968),(10 710.20056),(11 712.62787),(12 667.56946),(13 621.4072),(14 623.8449),(15 666.3804),(16 707.3607),(17 714.2492),(18 716.90924),(19 695.4491),(20 687.4779),(21 661.979),(22 658.6835),(23 677.1908),(24 699.33453),(25 713.0271),(26 691.0089),(27 682.01154),(28 677.8686),(29 681.84375),(30 684.1618),(31 681.9636),(32 691.83655),(33 696.4372),(34 700.0453),(35 699.97565),(36 692.45233),(37 700.019),(38 705.50775),(39 712.82654),(40 698.28015),(41 687.7072),(42 701.2719),(43 696.58966),(44 685.45734),(45 687.79205),(46 697.29846),(47 702.2755),(48 680.95654),(49 683.0748),(50 682.8003),(51 703.3983),(52 693.4602),(53 683.0111),(54 676.8656),(55 658.48206),(56 666.2098),(57 671.2858),(58 665.8078),(59 650.107),(60 633.30804),(61 641.08185),(62 629.92175),(63 623.5882),(64 621.53033),(65 626.85205),(66 628.8446),(67 627.8794),(68 636.6571),(69 630.8663),(70 619.82104),(71 623.1994),(72 625.37854),(73 646.1999),(74 647.85583),(75 646.4135),(76 630.31354),(77 640.6208),(78 654.0934),(79 671.5318),
(1 403.3356),(2 654.9834),(3 703.03656),(4 643.4415),(5 580.2678),(6 588.3392),(7 595.99475),(8 600.82135),(9 633.687),(10 686.6047),(11 701.7433),(12 663.7968),(13 624.8491),(14 630.8138),(15 659.4894),(16 684.5011),(17 705.302),(18 712.6839),(19 709.9072),(20 688.1853),(21 660.9687),(22 659.21),(23 679.94495),(24 706.65),(25 707.5098),(26 687.8839),(27 673.33026),(28 658.1594),(29 664.9305),(30 676.69904),(31 682.95953),(32 684.41266),(33 687.89343),(34 683.7791),(35 671.32166),(36 682.648),(37 686.9923),(38 689.446),(39 688.97626),(40 691.16516),(41 701.0407),(42 698.486),(43 671.54114),(44 662.06305),(45 676.1568),(46 690.5152),(47 692.84064),(48 688.92365),(49 687.62274),(50 680.42017),(51 696.88257),(52 677.9787),(53 667.2618),(54 664.3635),(55 666.708),(56 670.1837),(57 659.43304),(58 661.90674),(59 647.2655),(60 634.5072),(61 638.25684),(62 629.3273),(63 622.47174),(64 614.754),(65 617.2369),(66 604.581),(67 592.3188),(68 595.9636),(69 599.9143),(70 609.9729),(71 626.40216),(72 623.5486),(73 613.7568),(74 609.47266),(75 622.7056),(76 621.7445),(77 636.3783),(78 633.5248),(79 641.9888),
