1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59108.8),(2 78669.65),(3 68071.86),(4 146341.05),(5 201460.89),(6 220042.92),(7 307908.06),(8 381273.4),(9 388765.22),(10 498230.6),(11 642296.44),(12 697813.94),(13 840934.06),(14 960951),(15 1014140.3),(16 1163041.5),(17 1271265.4),(18 1320989.6),(19 1447004),(20 1555239.9),(21 1603558.4),(22 1744504),(23 1876976.4),(24 1929126.5),(25 2075434.4),(26 2195303.3),(27 2249982.8),(28 2398073.8),(29 2495543),(30 2537784.3),(31 2687659.8),(32 2779249.8),(33 2788608.8),(34 2910044.8),(35 2991891.3),(36 3009532),(37 3145074.8),(38 3238131.3),(39 3253845),(40 3396923.8),(41 3507438),(42 3553832),(43 3721439),(44 3825260),(45 3873372.8),(46 4032419.3),(47 4160113.3),(48 4210441.5),(49 4375042),(50 4512070),(51 4597553.5),(52 4797761),(53 4975184.5),(54 5070390),(55 5279804.5),(56 5443605.5),(57 5535370.5),(58 5715626),(59 5864248.5),(60 5947752),(61 6141901.5),(62 6299973.5),(63 6387509.5),(64 6593404),(65 6740702.5),(66 6848274),(67 7052922.5),(68 7229432),(69 7346946.5),(70 7569500.5),(71 7735840),(72 7871044),(73 8088137.5),(74 8240083.5),(75 8381972),(76 8580481),(77 8721629),(78 8860059),(79 9094371),
(1 4869.3096),(2 13038.779),(3 20327.46),(4 25761.674),(5 29854.357),(6 32784.45),(7 35074.336),(8 37024.773),(9 38968.277),(10 40790.51),(11 41942.46),(12 42774.32),(13 43784.207),(14 44941.305),(15 46209.438),(16 46833.324),(17 48347.016),(18 49919.348),(19 51747.324),(20 53021.285),(21 53775.203),(22 54185.035),(23 54734.906),(24 55382.168),(25 56206.836),(26 56565.863),(27 56908.887),(28 56970.297),(29 57135.81),(30 57655.906),(31 58579.805),(32 59482.54),(33 59853.664),(34 60233.926),(35 60379.594),(36 60657.113),(37 61251.797),(38 61335.176),(39 61796.54),(40 61909.484),(41 62044.004),(42 62354.18),(43 61917.574),(44 61405.914),(45 60888.047),(46 60215.99),(47 59826.04),(48 59017.78),(49 58257.473),(50 58008.215),(51 57560.72),(52 57347.375),(53 57315.086),(54 57440.996),(55 57418.438),(56 57366.81),(57 57135.047),(58 57115.46),(59 57193.938),(60 57521.258),(61 57918.395),(62 58501.49),(63 58944.473),(64 59366.016),(65 59741.145),(66 60480.066),(67 60756.656),(68 61274.152),(69 61646.566),(70 61612.926),(71 61720.176),(72 61689.484),(73 61783.074),(74 62019.336),(75 62364.91),(76 62590.742),(77 62574.574),(78 63095.887),(79 63418.227),
(1 4833.555),(2 13007.619),(3 20089.871),(4 25373.078),(5 29166.787),(6 31623.506),(7 33434.52),(8 35247.85),(9 37094.035),(10 38912.13),(11 40199.535),(12 40599.22),(13 40883.586),(14 41290.887),(15 41960.49),(16 42640.887),(17 43809.953),(18 44987.47),(19 46320.95),(20 47287.133),(21 47788.168),(22 48085.066),(23 48723.75),(24 49647.48),(25 50730.547),(26 51586.406),(27 52232.887),(28 52269.31),(29 52243.43),(30 52286.62),(31 52393.39),(32 53106.887),(33 53719.105),(34 54470.965),(35 54970.273),(36 55252.613),(37 55857.81),(38 56004.25),(39 56686.32),(40 57243.35),(41 57471.418),(42 57958.855),(43 58432.523),(44 58347.246),(45 58141.688),(46 57588.09),(47 57360.313),(48 57065.313),(49 56844.445),(50 56718.066),(51 56707.65),(52 57540.848),(53 58345.168),(54 59138.285),(55 59689.574),(56 60058.9),(57 59946.18),(58 59538.457),(59 59448.26),(60 59209.484),(61 59124.688),(62 59203.195),(63 59386.234),(64 59767.793),(65 60266.336),(66 60753),(67 60914.61),(68 60964.547),(69 60852.285),(70 60682.363),(71 60702.152),(72 60269.223),(73 59919.477),(74 59786.273),(75 59345.984),(76 59201.285),(77 59047.906),(78 58998.145),(79 58941.582),
(1 4848.9536),(2 12773.391),(3 20014.477),(4 25571.275),(5 29751.254),(6 32643.605),(7 34763.316),(8 36676.95),(9 38478.758),(10 39952.094),(11 40596.73),(12 41018.188),(13 41232.72),(14 41600.19),(15 42502.37),(16 43394.117),(17 43901.58),(18 44333.195),(19 44945.55),(20 45774.08),(21 46784.383),(22 47915.234),(23 49134.57),(24 50085.453),(25 50936.906),(26 51545.414),(27 52459.383),(28 53252.297),(29 54028.063),(30 55101.563),(31 55953.11),(32 57050.598),(33 57624.656),(34 58263.89),(35 58521.9),(36 58685.34),(37 58947.93),(38 58870.094),(39 59272.28),(40 59520.016),(41 59750.043),(42 60252.945),(43 60536.19),(44 60538.383),(45 60390.566),(46 60159.504),(47 59908.27),(48 59551.51),(49 59227.105),(50 58847.89),(51 58289.3),(52 58336.34),(53 57827.746),(54 57407.637),(55 57146.02),(56 57435.465),(57 57626.39),(58 57541.656),(59 57623.02),(60 57524.676),(61 57893.617),(62 58309.418),(63 58721.492),(64 59295.508),(65 59584.9),(66 59593.832),(67 59553.94),(68 59463.15),(69 59371.61),(70 59477.07),(71 59756.195),(72 59303.957),(73 58715.87),(74 58770.18),(75 59113.375),(76 59518.316),(77 59890.613),(78 60084.047),(79 59957.727),
(1 4734.918),(2 12373.52),(3 19261.426),(4 24474.09),(5 28502.049),(6 31556.756),(7 33779.64),(8 35812.74),(9 37815.75),(10 39440.344),(11 40210.027),(12 40792.85),(13 41383.55),(14 42042.08),(15 43075.73),(16 44323.73),(17 45829.477),(18 46753.97),(19 47308.34),(20 47708.688),(21 48068.434),(22 48655.324),(23 49513.566),(24 50200.492),(25 50955.01),(26 51690.4),(27 52926.684),(28 54384.863),(29 55683.887),(30 56693.37),(31 57121.55),(32 57411.25),(33 57334.14),(34 57849.52),(35 58537.195),(36 58856.895),(37 59057.395),(38 58695.387),(39 59072.152),(40 58821.07),(41 58598.84),(42 58789.49),(43 58693.18),(44 58602.113),(45 58449.44),(46 58052.434),(47 58006.26),(48 58154.85),(49 58476.08),(50 58167.63),(51 57702.94),(52 57914.99),(53 58009.55),(54 58179.055),(55 58131.05),(56 58119.05),(57 58005.805),(58 57438.16),(59 57206.055),(60 57119.88),(61 57758.12),(62 58620.234),(63 59088.656),(64 59058.133),(65 58498.82),(66 57891.22),(67 57349.137),(68 57311.977),(69 57561.58),(70 57525.023),(71 57938.215),(72 57960.273),(73 58050.195),(74 58262.332),(75 58873.594),(76 59345.54),(77 59493.434),(78 59805.863),(79 59958.895),
(1 4713.3594),(2 12385.86),(3 19102.992),(4 24043.344),(5 27924.338),(6 30969.236),(7 32996.902),(8 34411.395),(9 35720.426),(10 37243.754),(11 38003.51),(12 38278.65),(13 38571.625),(14 39163.523),(15 40187.824),(16 41074.58),(17 42285.535),(18 43267.383),(19 43974.65),(20 44292.164),(21 44763.145),(22 45679.105),(23 46546.746),(24 47198.95),(25 48371.5),(26 49191.92),(27 50236.355),(28 51623.03),(29 52988.094),(30 53906.527),(31 54673.266),(32 55509.31),(33 56082.355),(34 56906.934),(35 57531.105),(36 57784.813),(37 58037.285),(38 57812.766),(39 58049.242),(40 57657.62),(41 57501.8),(42 57905.67),(43 57974.848),(44 57841.01),(45 57779.996),(46 57406.7),(47 57451.406),(48 57621.363),(49 57750.54),(50 57723.957),(51 57643.043),(52 57585.297),(53 57844.66),(54 58013.62),(55 58041.824),(56 57622.313),(57 57013.418),(58 56675.99),(59 56392.5),(60 56252.176),(61 56713.82),(62 57817.094),(63 58413.957),(64 58313.957),(65 57794.867),(66 57325.117),(67 57168.625),(68 56878.99),(69 56994.08),(70 56844.215),(71 56819.5),(72 56970.27),(73 57138.523),(74 57280.62),(75 57709.734),(76 58468.703),(77 59256.65),(78 59685.62),(79 59483.46),
(1 4665.2373),(2 12312.486),(3 18781.428),(4 23887.963),(5 27669.133),(6 30791.148),(7 33208.215),(8 35137.2),(9 36771.67),(10 38214.25),(11 39111.453),(12 39556.715),(13 40117.51),(14 40828.145),(15 41529.156),(16 42330.805),(17 43496.97),(18 44311.063),(19 44855.44),(20 45569.902),(21 46447.195),(22 47602.117),(23 48751.168),(24 49798.855),(25 50994.438),(26 51787.45),(27 52867.016),(28 53738.984),(29 54769.047),(30 55842.664),(31 56465.293),(32 57410.4),(33 57709.227),(34 58807.34),(35 59109.863),(36 59113.563),(37 58989.3),(38 58479.34),(39 58665.434),(40 58431.168),(41 58328.125),(42 58911.883),(43 59422.04),(44 59538.766),(45 59782.605),(46 59893.76),(47 59946.68),(48 59664.17),(49 59484.63),(50 59305.004),(51 58835.67),(52 58896.637),(53 58690.805),(54 58443.004),(55 58002.7),(56 57530.863),(57 57051.746),(58 56730.93),(59 56526.383),(60 56581.56),(61 56817.117),(62 57497.96),(63 57952.984),(64 58221.117),(65 58185.99),(66 58337.45),(67 58429.313),(68 58276.06),(69 58193.906),(70 58175.94),(71 58079.715),(72 57601.832),(73 56931.67),(74 56776.086),(75 57117.152),(76 57393.914),(77 57762.082),(78 57865.266),(79 57736.434),
(1 4597.092),(2 11991.434),(3 18430.744),(4 23264.986),(5 26599.033),(6 28684.115),(7 30100.566),(8 31428.168),(9 32833.02),(10 34115.227),(11 35031.58),(12 36085.75),(13 37192.547),(14 37962.78),(15 38850.94),(16 39718.727),(17 40822.02),(18 41783.72),(19 42258.62),(20 42568.44),(21 43193.055),(22 44269.766),(23 45388.34),(24 46424.047),(25 47487.695),(26 48260.35),(27 49024.64),(28 50103.94),(29 51106.277),(30 52082.156),(31 52424.41),(32 52684.574),(33 52754.527),(34 53790.535),(35 54527.26),(36 55113.82),(37 55540.91),(38 55057.355),(39 55160.313),(40 54869.418),(41 54635.72),(42 54761.523),(43 54846.22),(44 54856.71),(45 54987.918),(46 55141.805),(47 55475.918),(48 55600.664),(49 55299.688),(50 54829.863),(51 54770.996),(52 54761.293),(53 54798.195),(54 54793.887),(55 54898.45),(56 54829.395),(57 54473.895),(58 53784.31),(59 53212.88),(60 52788.49),(61 52706.29),(62 52587.74),(63 52261.2),(64 51976.816),(65 51424.066),(66 51280.527),(67 51487.08),(68 51772.465),(69 51939.613),(70 52122.79),(71 52113.156),(72 51857.74),(73 51602.22),(74 51410.996),(75 51591.78),(76 51980.918),(77 52195.05),(78 52601.09),(79 52955.336),
(1 4506.6387),(2 11793.742),(3 18134.219),(4 22648.984),(5 25637.13),(6 27661.592),(7 29045.232),(8 30480.664),(9 32053.117),(10 33527.047),(11 34378.516),(12 35138.516),(13 35863.24),(14 36919.49),(15 38099.777),(16 39417.48),(17 40531.11),(18 41299.938),(19 41871.027),(20 42432.324),(21 43326.74),(22 44531.895),(23 45936.47),(24 47306.254),(25 49001.816),(26 50273.99),(27 51486.75),(28 52265.74),(29 52952.418),(30 54006.973),(31 54622.797),(32 55168.113),(33 54973.25),(34 55162.625),(35 54966.8),(36 54612.844),(37 54653.24),(38 54517.66),(39 55045.316),(40 55215.363),(41 55198.23),(42 55303.004),(43 54901.496),(44 54627.938),(45 54520.09),(46 54769.668),(47 54783.527),(48 54427.297),(49 53835.16),(50 53460.73),(51 52971.645),(52 52641.434),(53 52468.11),(54 52308.543),(55 52597.176),(56 52828.906),(57 52943.74),(58 53044.543),(59 53240.91),(60 53605.363),(61 53813.082),(62 53885.313),(63 53816.332),(64 53898.97),(65 53947.188),(66 54151.715),(67 54255.938),(68 54585.375),(69 55012.887),(70 55544.766),(71 56107.824),(72 56208.066),(73 56072.234),(74 55928.27),(75 55782.094),(76 55590.406),(77 55262.53),(78 55216.16),(79 55043.55),
(1 4335.4307),(2 11287.995),(3 17503.447),(4 22216.045),(5 25644.42),(6 28073.613),(7 29640.86),(8 30856.137),(9 31922.666),(10 33006.316),(11 33803.996),(12 34595.777),(13 35620.258),(14 36769.926),(15 38054.668),(16 39288.984),(17 40319.137),(18 41102.094),(19 41728.68),(20 42494.137),(21 44079.055),(22 45828.75),(23 47384.406),(24 48652.09),(25 50089.598),(26 51156.445),(27 51758.69),(28 51918.297),(29 52085),(30 52126.3),(31 51836.953),(32 51627.21),(33 51198.973),(34 51094.27),(35 50913.652),(36 50874.684),(37 51122.02),(38 50945.54),(39 51130.465),(40 50756.42),(41 50388.984),(42 50374.42),(43 50134.72),(44 50056.37),(45 50111.2),(46 50286.418),(47 50277.195),(48 49802.93),(49 49140.02),(50 48492.563),(51 47931.9),(52 47843.074),(53 48032.52),(54 48551.85),(55 48933.086),(56 49117.97),(57 49438.22),(58 49715.824),(59 50459.28),(60 51248.73),(61 51356.477),(62 51118.344),(63 50530.266),(64 50078.08),(65 49932.89),(66 49987.625),(67 49794.9),(68 49890.99),(69 50043.27),(70 50067.57),(71 50189.34),(72 49958.313),(73 49437.883),(74 49142.703),(75 49267.29),(76 49290.79),(77 49177.63),(78 49176.344),(79 48825.926),
(1 4338.77),(2 11156.3125),(3 16988.268),(4 21341.273),(5 24625.336),(6 27214.746),(7 29051.06),(8 30380.668),(9 31513.035),(10 32517.97),(11 33145.203),(12 33685.055),(13 34257.004),(14 34954.59),(15 35703.273),(16 36423.188),(17 37156.08),(18 37525.46),(19 38070.223),(20 38460.453),(21 39163.664),(22 40349.15),(23 41635.625),(24 42859.895),(25 44389.17),(26 45315.742),(27 46227.613),(28 46937.2),(29 47449.01),(30 47535.594),(31 47515),(32 47667.09),(33 47475.492),(34 47563.49),(35 47595.055),(36 47646.945),(37 47776.016),(38 47710.664),(39 47563.2),(40 47495.957),(41 47290.418),(42 47170.16),(43 46959.2),(44 46638.844),(45 46152.223),(46 45555.004),(47 45215.785),(48 44989.74),(49 44837.387),(50 45024.246),(51 44770.09),(52 44611.31),(53 44231.086),(54 44210.723),(55 44389.76),(56 44585.773),(57 44919.367),(58 45126.664),(59 45478.22),(60 45818.25),(61 46349.793),(62 46770.53),(63 46525.54),(64 46215.293),(65 45960.418),(66 46368.914),(67 46804.477),(68 47083.406),(69 47233.65),(70 47213.973),(71 46781.91),(72 46372.613),(73 46204.082),(74 45920.8),(75 45601.81),(76 45430.85),(77 45006.74),(78 44961.508),(79 45084.465),
(1 4330.778),(2 11155.357),(3 16903.637),(4 20948.531),(5 23780.836),(6 25719.535),(7 27033.25),(8 28275.352),(9 29774.023),(10 31386.135),(11 32390.256),(12 33245.67),(13 33826.754),(14 34317.82),(15 34884.223),(16 35586.438),(17 36618.527),(18 37356.684),(19 38009.79),(20 38427.62),(21 39303.04),(22 40589.793),(23 41490.863),(24 42263.355),(25 43197.97),(26 43823.715),(27 44550.785),(28 45055.945),(29 45679.945),(30 46528.563),(31 47286.613),(32 48143.832),(33 48496.586),(34 48802.246),(35 48462.25),(36 48006.03),(37 47631.04),(38 47503.664),(39 47562.684),(40 47521.535),(41 47583.285),(42 47630.03),(43 47512.92),(44 47409.035),(45 47547.703),(46 47458.664),(47 47197.68),(48 46813.805),(49 46577.45),(50 46633.367),(51 46230.13),(52 46032.83),(53 45967.48),(54 45854.145),(55 45533.76),(56 45561.633),(57 46063.816),(58 46696.53),(59 47401.613),(60 47501.844),(61 47608.2),(62 47558.855),(63 47176.113),(64 46939.945),(65 46788.832),(66 46936.9),(67 46952.37),(68 47044.066),(69 47380.03),(70 47380.05),(71 47340.723),(72 47396.97),(73 47421.45),(74 47334.47),(75 47560.465),(76 47742.844),(77 47440.78),(78 47301.027),(79 47352.26),
(1 4338.585),(2 11059.597),(3 16641.115),(4 20651.643),(5 23595.275),(6 25765.826),(7 27110.88),(8 28362.793),(9 29876.387),(10 31319.371),(11 32297.885),(12 32976.82),(13 33672.89),(14 33790.223),(15 34169.08),(16 34516.625),(17 35151.973),(18 35732.375),(19 36183.52),(20 36749.047),(21 37560.477),(22 38415.426),(23 39385.965),(24 40378.984),(25 41328.004),(26 41795.816),(27 42220.88),(28 42418.79),(29 42743.45),(30 43208.098),(31 43816.14),(32 44568.91),(33 44675.98),(34 44716.47),(35 44089.64),(36 43541.754),(37 43631.434),(38 43884.44),(39 44467.47),(40 44620.91),(41 44685.414),(42 44734.36),(43 45108.773),(44 45439.043),(45 45782.086),(46 45728.992),(47 45468.24),(48 45065.656),(49 44831.414),(50 44790.59),(51 44762.176),(52 44963.29),(53 44835.473),(54 44596.76),(55 44088.184),(56 43860.016),(57 43971.53),(58 44322.945),(59 44900.027),(60 45200.957),(61 45418.688),(62 45542.527),(63 45363.79),(64 45024.137),(65 44768.973),(66 44647.727),(67 44480.047),(68 44517.344),(69 44785.63),(70 44974.258),(71 45200.63),(72 45174.945),(73 44896.984),(74 44732.65),(75 44675.223),(76 44759.934),(77 44625.1),(78 44830.34),(79 44973.266),
(1 4183.981),(2 10513.631),(3 15744.469),(4 19666.87),(5 22673.836),(6 24742.941),(7 26232.13),(8 27460.484),(9 28898.195),(10 30130.113),(11 30878.354),(12 31409.207),(13 31996.482),(14 32905.563),(15 34077.496),(16 34702.813),(17 35262.38),(18 35727.49),(19 35837.52),(20 36030.816),(21 36441.484),(22 36896.06),(23 37192.617),(24 37549.18),(25 38312.727),(26 38840.43),(27 39447.17),(28 40111.01),(29 40876.344),(30 41666.406),(31 42388.703),(32 43109.63),(33 43015.92),(34 43256.31),(35 43273.242),(36 43092.57),(37 43031.066),(38 42778.4),(39 43478.883),(40 43738.973),(41 44055.07),(42 44582.684),(43 44859.37),(44 45386.71),(45 45896.38),(46 46065.867),(47 46414.723),(48 46512.4),(49 46575.277),(50 46701.21),(51 46772.883),(52 46950.03),(53 47149.742),(54 47172.555),(55 47045.78),(56 46760.508),(57 46716.176),(58 46698.25),(59 47129.016),(60 47296.457),(61 47384.145),(62 47569.258),(63 47858.063),(64 48467.727),(65 49140.62),(66 49776.08),(67 50073.824),(68 50528.07),(69 50979.57),(70 51187.414),(71 51441.508),(72 51360.465),(73 50999.18),(74 50477.97),(75 49946.793),(76 49528.043),(77 49111.676),(78 49001.133),(79 48775.242),
(1 4172.148),(2 10648.6455),(3 16102.183),(4 19988.805),(5 22838.531),(6 24864.098),(7 26286.549),(8 27665.502),(9 28991.945),(10 30299.67),(11 31005.006),(12 31629.092),(13 32244.29),(14 33029.195),(15 34063.11),(16 34701.363),(17 35122.43),(18 35380.223),(19 35888.895),(20 36341.84),(21 36720.223),(22 37182.695),(23 37989.08),(24 38523.49),(25 39384.03),(26 39965.92),(27 40672.59),(28 41203.332),(29 41443.734),(30 41646.438),(31 41644.703),(32 41929.137),(33 41692.195),(34 42007.203),(35 42290.945),(36 42531.695),(37 42756.695),(38 42648.684),(39 42906.883),(40 42821.92),(41 42677.813),(42 42735.98),(43 42845.164),(44 42948.676),(45 43081.67),(46 43109.44),(47 43202.73),(48 43456.965),(49 43632.38),(50 43486.07),(51 43101.24),(52 43124.836),(53 43004.402),(54 42838.24),(55 42618.535),(56 42446.883),(57 42769.133),(58 43239.773),(59 43783.85),(60 43953.152),(61 43843.305),(62 43750.47),(63 43652.984),(64 43933.543),(65 44034.016),(66 44283.656),(67 44287.125),(68 44363.164),(69 44666.438),(70 44941.188),(71 45325.137),(72 45051.42),(73 44530.04),(74 44146.344),(75 43866.375),(76 43561.117),(77 43292.01),(78 43508.152),(79 43894.23),
(1 4098.9565),(2 10455.063),(3 15584.168),(4 19119.115),(5 21555.885),(6 23402.385),(7 24742.523),(8 26278.174),(9 27807.793),(10 29222.176),(11 30160.13),(12 30665.016),(13 31268.637),(14 31882.623),(15 32731.79),(16 33534.87),(17 34153.625),(18 34652.23),(19 35397.055),(20 36372.85),(21 37371.99),(22 38334.344),(23 39177.746),(24 39820.344),(25 40637.08),(26 41346.72),(27 42406.31),(28 43070.7),(29 43269.8),(30 43240.94),(31 43309.44),(32 43720.785),(33 43763.684),(34 43815.44),(35 43824.316),(36 44091.11),(37 44315.18),(38 44208.273),(39 44574.9),(40 44434.137),(41 44151.074),(42 43881.637),(43 43920.05),(44 43975.645),(45 43976.504),(46 43812.293),(47 43725.008),(48 44037.746),(49 44329.277),(50 44360.5),(51 43969.285),(52 43874.19),(53 43833.707),(54 43723.805),(55 43857.406),(56 43847.277),(57 43897.457),(58 44146.598),(59 44513.48),(60 44709.496),(61 45000.1),(62 45243.62),(63 45436.33),(64 45449.938),(65 45388.83),(66 45309.016),(67 45161.695),(68 44891.105),(69 44868.89),(70 44921.21),(71 45089.61),(72 44680.285),(73 44374.043),(74 44283.656),(75 44639.223),(76 45142.36),(77 45427.88),(78 45564.973),(79 45738.246),
(1 4064.139),(2 10369.153),(3 15468.838),(4 18894.24),(5 21419.547),(6 23295.018),(7 24742.38),(8 26193.268),(9 27452.982),(10 28687.717),(11 29633.418),(12 30302.852),(13 30999.826),(14 31783.488),(15 32786.29),(16 33826.434),(17 34984.293),(18 35744.934),(19 36626.547),(20 37589.887),(21 38388.586),(22 39084.84),(23 39675.71),(24 40469.617),(25 41482.016),(26 42279.17),(27 42931.684),(28 43397.414),(29 43648.29),(30 43946.066),(31 44414.777),(32 45260.613),(33 45495.742),(34 45826.332),(35 45675.152),(36 45121.65),(37 44664.242),(38 44033.906),(39 44140.047),(40 44209.844),(41 44362.36),(42 44452.77),(43 44456.844),(44 44370.94),(45 44298.043),(46 44048.9),(47 43710.004),(48 43431.33),(49 43310.62),(50 43107.426),(51 42771.08),(52 42720.004),(53 42530.332),(54 42259.027),(55 42263.668),(56 42429.906),(57 42806.75),(58 43263.74),(59 43510.242),(60 43594.21),(61 43741.63),(62 43742.797),(63 43740.86),(64 43948.816),(65 44248.664),(66 44372.824),(67 44325.69),(68 44270.69),(69 44554.297),(70 44645.855),(71 44701.37),(72 44432.28),(73 44219.355),(74 44070.996),(75 44337.492),(76 44615.94),(77 44821.438),(78 45114.977),(79 45190.953),
(1 3941.3523),(2 10021.928),(3 14955.928),(4 18436.053),(5 21037.336),(6 23019.225),(7 24709.188),(8 26366.945),(9 27751.05),(10 28672.67),(11 29117.693),(12 29439.143),(13 29899.98),(14 30631.082),(15 31466.152),(16 32283.555),(17 33064.086),(18 33763.973),(19 34533.035),(20 35482.254),(21 36596.3),(22 37661.656),(23 38424.367),(24 39043.203),(25 39806.527),(26 40213.727),(27 40823.633),(28 41442.66),(29 41739.547),(30 42039.617),(31 42233.08),(32 42824.063),(33 43091.473),(34 43166.535),(35 43065.566),(36 43052.617),(37 43214.465),(38 42827.184),(39 42727.2),(40 42279.637),(41 42337.168),(42 42383.13),(43 42642.594),(44 42800.633),(45 42912.613),(46 42766.28),(47 42589.777),(48 42224.164),(49 41968.29),(50 41897.51),(51 41495.258),(52 41117.29),(53 40777.918),(54 40762.51),(55 40962.04),(56 41416.19),(57 41915.57),(58 42652.23),(59 42881.47),(60 42973.15),(61 43182.715),(62 43182.203),(63 43192.406),(64 43272.742),(65 43204.137),(66 42822.637),(67 42487.918),(68 42273.2),(69 42502.184),(70 42641.22),(71 42970.64),(72 42926.164),(73 43169.492),(74 43227.727),(75 42909.934),(76 42703.105),(77 42612.047),(78 42474.977),(79 41741.87),
