1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11462.945),(2 37147.92),(3 75030.195),(4 119878.445),(5 173397.08),(6 229960.19),(7 291694.9),(8 355182.6),(9 418068.84),(10 476375.25),(11 531091.8),(12 577358.3),(13 614807.06),(14 652565),(15 685591),(16 709644.94),(17 735206),(18 742322.8),(19 759621.75),(20 776791.94),(21 790953.8),(22 804295.5),(23 813030.2),(24 827127.8),(25 848751.06),(26 869630.94),(27 899886),(28 934828.25),(29 990585.2),(30 1044786.2),(31 1104995.4),(32 1172073),(33 1244495.4),(34 1314836.4),(35 1391375.8),(36 1462138.6),(37 1541757.4),(38 1608717),(39 1680000),(40 1744774),(41 1821707.6),(42 1888564),(43 1960652.6),(44 2029661.4),(45 2084975.9),(46 2134579),(47 2170400),(48 2185609.3),(49 2214393.3),(50 2229915.3),(51 2257514.5),(52 2270373.8),(53 2294427.3),(54 2326912.8),(55 2378149.3),(56 2411373),(57 2445587.5),(58 2473102.3),(59 2505991.3),(60 2541535.8),(61 2577868),(62 2617213.5),(63 2646270.3),(64 2684767),(65 2725180.3),(66 2756269.5),(67 2819741.3),(68 2879114),(69 2938201.3),(70 2989674),(71 3040069.8),(72 3073438.8),(73 3111904.3),(74 3145615.3),(75 3167358.8),(76 3184993.3),(77 3209357.8),(78 3217822.8),(79 3248281.3),
(1 3130.4287),(2 7232.425),(3 10456.052),(4 12556.236),(5 14533.262),(6 16520.883),(7 18355.404),(8 20174.92),(9 21569.61),(10 23130.938),(11 24679.604),(12 26382.195),(13 28679.615),(14 30747.174),(15 32828.297),(16 34397.668),(17 36471.293),(18 38138.145),(19 39735.53),(20 41373.02),(21 43286.75),(22 46304.117),(23 48925.316),(24 51691.41),(25 54360.973),(26 56470.426),(27 58410.832),(28 60011.535),(29 60740.035),(30 60869.082),(31 61216.1),(32 61482.848),(33 61282.184),(34 60890.52),(35 60161.547),(36 59553.848),(37 58867.18),(38 58065.87),(39 56940.582),(40 56147.3),(41 55214.957),(42 54180.824),(43 53165.85),(44 52088.523),(45 51174.773),(46 50421.223),(47 49360.883),(48 48241.05),(49 47875.07),(50 46997.223),(51 46418.57),(52 46001.535),(53 45623.6),(54 45668.703),(55 45374.56),(56 45478.066),(57 45455.305),(58 45419.023),(59 45424.98),(60 45457.81),(61 45550.758),(62 45568.383),(63 45853.92),(64 45942.38),(65 45989.98),(66 46489.926),(67 46796.492),(68 47410.074),(69 48140.13),(70 48609.445),(71 49208.62),(72 49869.97),(73 50498.598),(74 51234.42),(75 51622.59),(76 52010.266),(77 52529.434),(78 52513.87),(79 52886.73),
(1 3105.92),(2 7127.166),(3 10452.014),(4 12775.671),(5 14736.958),(6 16701.021),(7 18335.254),(8 19759.598),(9 20939.23),(10 22291.064),(11 23702.24),(12 25275.422),(13 27323.89),(14 29338.582),(15 31489.922),(16 33259.543),(17 35145.58),(18 36498.457),(19 38131.55),(20 39728.457),(21 41350.008),(22 43973.72),(23 46508.246),(24 49026.06),(25 51317.6),(26 53084.543),(27 55059.996),(28 56744.43),(29 58024.133),(30 58666.457),(31 59166.3),(32 59258.113),(33 59019.387),(34 58843.016),(35 58077.844),(36 57316.93),(37 56782.46),(38 56224.273),(39 55811.234),(40 55266.63),(41 54377.68),(42 53589.953),(43 52623.887),(44 51524.383),(45 50483.68),(46 49595.09),(47 48621.777),(48 47484.695),(49 47187.86),(50 46517.402),(51 46014.652),(52 45407.97),(53 44733.195),(54 44475.594),(55 44063.34),(56 44000.266),(57 43805.03),(58 43725.97),(59 43500.766),(60 43371.977),(61 43381.93),(62 43189.86),(63 43344.58),(64 43416.266),(65 43606.156),(66 44233.813),(67 44607.387),(68 44967.65),(69 45705.926),(70 46233.46),(71 46571.855),(72 46888.66),(73 47107.523),(74 47417),(75 47713.305),(76 47950.4),(77 48177.918),(78 48514.895),(79 49185.48),
(1 3050.715),(2 6982.5737),(3 10089.802),(4 12118.579),(5 14103.013),(6 15926.123),(7 17384.645),(8 18869.045),(9 20108.012),(10 21669.17),(11 23238.666),(12 25310.69),(13 27566.213),(14 29505.957),(15 31847.914),(16 33755.266),(17 36027.996),(18 37879.695),(19 40147.285),(20 42335.113),(21 44253.1),(22 46923.516),(23 49250.316),(24 51777.07),(25 54101.902),(26 56120.74),(27 57299.434),(28 58502.297),(29 59087.984),(30 59056.824),(31 59248.79),(32 59122.97),(33 58613.24),(34 57965.992),(35 56987.582),(36 56024.684),(37 55171.027),(38 54417.28),(39 53630.06),(40 52644.023),(41 51904.023),(42 51059.992),(43 50147.438),(44 49139.066),(45 48361.645),(46 47591.703),(47 46263.734),(48 45036.555),(49 44699.375),(50 43987.21),(51 43439.363),(52 42834.902),(53 42366.418),(54 42269.836),(55 42212.953),(56 42386.03),(57 42299.12),(58 42374.207),(59 42194.277),(60 42233.305),(61 42741.695),(62 42969.734),(63 43471.24),(64 43545.598),(65 43654.566),(66 44236.887),(67 44599.977),(68 45085.066),(69 45751.836),(70 46550.406),(71 47504.17),(72 48282.008),(73 48949.926),(74 49784.71),(75 50461.223),(76 51066.266),(77 51745.855),(78 52129.266),(79 52671.57),
(1 2959.9775),(2 6659.0386),(3 9745.02),(4 11936.842),(5 13800.868),(6 15477.991),(7 17080.783),(8 18553.744),(9 19774.158),(10 21361.727),(11 23009.902),(12 24878.314),(13 26891.05),(14 28804.59),(15 30919.266),(16 32688.31),(17 34663.605),(18 36335.492),(19 38339.81),(20 40317.617),(21 41927.203),(22 44216.92),(23 46247.87),(24 48197.59),(25 49905.242),(26 51362.78),(27 53015.62),(28 54337.547),(29 54955.81),(30 55210.56),(31 55540.867),(32 55406.53),(33 54868.56),(34 54347.684),(35 53540.56),(36 52548.48),(37 51663.332),(38 50791.773),(39 49936.91),(40 49118.473),(41 48317.816),(42 47532.004),(43 46574.383),(44 45298.61),(45 44492.4),(46 43908.953),(47 43400.004),(48 42691.406),(49 42627.43),(50 42193.496),(51 41856.176),(52 41482.6),(53 41075.1),(54 40901.22),(55 40673.215),(56 40586.953),(57 40388.434),(58 40439.145),(59 40392.703),(60 40530.273),(61 40724.6),(62 40638.47),(63 40594.33),(64 40519.234),(65 40654.31),(66 41177.656),(67 41584.98),(68 41950.816),(69 42758.75),(70 43416.402),(71 44000.875),(72 44584.94),(73 45279.38),(74 46140.348),(75 47017.15),(76 47570),(77 48155.566),(78 48385.36),(79 49096.043),
(1 2823.4678),(2 6488.2437),(3 9555.65),(4 11559.974),(5 13243.686),(6 14862.37),(7 16230.253),(8 17557.225),(9 18790.365),(10 20109.02),(11 21695.844),(12 23720.375),(13 25733.9),(14 27668.58),(15 29715.592),(16 31539.969),(17 33554.53),(18 35201.69),(19 36950.477),(20 38783.77),(21 40584.977),(22 43088.293),(23 45207.44),(24 47269.72),(25 49397.58),(26 51006.22),(27 52354.07),(28 53466.105),(29 53973.48),(30 54218.234),(31 54675.645),(32 54333.523),(33 53736.996),(34 53088.547),(35 52360.883),(36 52020.71),(37 51624.074),(38 51084.496),(39 50552.457),(40 49977.145),(41 49328.83),(42 48789.41),(43 47732.266),(44 46447.836),(45 45438.082),(46 44807.996),(47 43916.746),(48 42849.93),(49 42525.43),(50 42049.51),(51 41664.152),(52 41103.53),(53 40679.496),(54 40655.395),(55 40508.24),(56 40620.957),(57 40391.17),(58 40150.254),(59 39892.88),(60 39976.082),(61 40057.477),(62 39918.664),(63 39758.754),(64 39555.83),(65 39482.883),(66 39826.805),(67 40063.145),(68 40372.863),(69 41102.42),(70 41741.727),(71 42269.26),(72 42987.77),(73 43565.586),(74 44268.664),(75 44652.836),(76 44980.297),(77 45315.06),(78 45541.895),(79 46424.176),
(1 2931.2563),(2 6676.4556),(3 9711.935),(4 11887.357),(5 13985.704),(6 15654.674),(7 17178.422),(8 18727.11),(9 20075.297),(10 21613.408),(11 23196.43),(12 25055.037),(13 27065.852),(14 28927.05),(15 31103.756),(16 32749.84),(17 34473.695),(18 35940.75),(19 37590.74),(20 39402.832),(21 41219.9),(22 43633.09),(23 45745.504),(24 47773.53),(25 49632.402),(26 51224.977),(27 52612.023),(28 53876.62),(29 54043.58),(30 53890.082),(31 54168.74),(32 53910.89),(33 53117.98),(34 52406.58),(35 51606.64),(36 50745.87),(37 49714.82),(38 49083.02),(39 48416.594),(40 47737.31),(41 47078.547),(42 46494.832),(43 45617.574),(44 44630.938),(45 43937.117),(46 43418.9),(47 42853.18),(48 42012.7),(49 41644.367),(50 41060.14),(51 40866.332),(52 40596.63),(53 40197.56),(54 40217.617),(55 39985.8),(56 39844.016),(57 39446.66),(58 39332.387),(59 39257.297),(60 39372.496),(61 39490.74),(62 39410.24),(63 39325.992),(64 39171.504),(65 39223.645),(66 39614.125),(67 39923.617),(68 40370.184),(69 40906.492),(70 41381.766),(71 41872.92),(72 42260.68),(73 42565.87),(74 43165.793),(75 43607.926),(76 44144.758),(77 44641.14),(78 44669.727),(79 45072.97),
(1 2901.1511),(2 6676.6665),(3 9763.957),(4 11892.309),(5 13946.656),(6 15990.036),(7 17526.746),(8 18781.29),(9 19880.988),(10 21200.79),(11 22554.188),(12 24244.053),(13 26226.58),(14 28114.375),(15 30223.615),(16 32165.463),(17 34431.625),(18 35973.934),(19 37815.973),(20 40299.94),(21 42798.766),(22 45571.543),(23 47819.305),(24 49980.547),(25 51936.66),(26 53486.207),(27 54543.23),(28 55580.78),(29 55884.75),(30 56037.813),(31 56423.836),(32 56294.59),(33 55724.74),(34 55262.83),(35 54630.055),(36 53832.652),(37 53056.758),(38 52128.793),(39 51164.402),(40 50287.516),(41 49197.27),(42 48274.99),(43 47299.164),(44 46297.477),(45 45311.586),(46 44395.613),(47 43450.65),(48 42632),(49 42422.973),(50 41674.75),(51 41141.633),(52 40695.82),(53 40346.547),(54 40272.883),(55 40080.63),(56 39950.383),(57 39756.566),(58 39703.477),(59 39690.34),(60 39845.035),(61 40219.508),(62 40381.027),(63 40832.316),(64 40944.63),(65 41115.96),(66 41715.824),(67 42100.484),(68 42491.16),(69 43019.797),(70 43284.23),(71 43670.16),(72 44274.25),(73 44580.21),(74 45158.254),(75 45479.523),(76 45842.035),(77 46447.746),(78 46664.92),(79 47199.79),
(1 2988.669),(2 6762.567),(3 9800.173),(4 11807.705),(5 13587.803),(6 15256.902),(7 16891.207),(8 18221.137),(9 19281.262),(10 20657.266),(11 22279.063),(12 24074.71),(13 26044.197),(14 27829.266),(15 29813.664),(16 31575.186),(17 33665.56),(18 35395.996),(19 37343.836),(20 39519.523),(21 41665.36),(22 44430.63),(23 46673.164),(24 48511.367),(25 50267.824),(26 51729.727),(27 52772.973),(28 53837.1),(29 54494.98),(30 54799.992),(31 55297.863),(32 55439.293),(33 55077.82),(34 54680.38),(35 53872.438),(36 53094.195),(37 52337.656),(38 51386.145),(39 50322.754),(40 49188.508),(41 47864.51),(42 46642.605),(43 45464.008),(44 44303.81),(45 43288.313),(46 42381.355),(47 41267.375),(48 40328.707),(49 39882.625),(50 39004.887),(51 38522.293),(52 38131.37),(53 37928.477),(54 37966.168),(55 37776.125),(56 37722.027),(57 37484.895),(58 37408.168),(59 37623.26),(60 37686.27),(61 37577.26),(62 37272.797),(63 37229.773),(64 37087.098),(65 36947.34),(66 37315.434),(67 37645.14),(68 38073.465),(69 38690.523),(70 39211.14),(71 39839.28),(72 40523.434),(73 41416.32),(74 42078.594),(75 42730.965),(76 43328.07),(77 43799.28),(78 43969.703),(79 44548.008),
(1 2873.8486),(2 6569.9355),(3 9638.224),(4 11773.174),(5 13676.746),(6 15323.776),(7 16701.143),(8 17960.36),(9 18964.79),(10 20125.246),(11 21487.154),(12 23206.404),(13 25149.945),(14 27042.307),(15 29179.438),(16 31065.742),(17 33291.824),(18 35192.54),(19 37424.832),(20 39596.96),(21 41766.31),(22 44457.082),(23 46584.35),(24 48256.082),(25 49810.625),(26 51235.863),(27 52076.996),(28 52615.242),(29 52923.316),(30 52904.703),(31 53134.16),(32 53068.574),(33 52877.105),(34 52634.402),(35 51961.46),(36 51225.066),(37 50415.77),(38 49695.37),(39 48712.445),(40 47613.688),(41 46490.18),(42 45596.36),(43 44739.74),(44 43721.34),(45 42734.223),(46 42010.043),(47 41115.215),(48 40073.273),(49 39610.4),(50 38932.44),(51 38569.574),(52 38345.113),(53 38167.438),(54 38093.773),(55 37532.582),(56 37291.1),(57 36912.043),(58 36811.28),(59 36527.426),(60 36248.67),(61 36209.914),(62 36056.12),(63 36032.68),(64 35817.6),(65 35650.992),(66 36047.316),(67 36379.375),(68 36605.734),(69 37002.086),(70 37572.883),(71 38298.27),(72 39088.766),(73 39965.805),(74 40829.195),(75 41554.914),(76 42207.324),(77 42758.273),(78 42929.902),(79 43448.848),
(1 2758.9167),(2 6238.5483),(3 9145.639),(4 11152.483),(5 12917.64),(6 14688.295),(7 16206.484),(8 17569.441),(9 18607.313),(10 19704.4),(11 21096.746),(12 22630.033),(13 24439.174),(14 26210.39),(15 28319.217),(16 29978.59),(17 31982.633),(18 33668.465),(19 35602.566),(20 37578.89),(21 39461.617),(22 41849.637),(23 43762.543),(24 45843.875),(25 47692.547),(26 49385.363),(27 50774.14),(28 51692.56),(29 52209.695),(30 52091.563),(31 52128.63),(32 51636.734),(33 50959.652),(34 50389.918),(35 49666.043),(36 48828.938),(37 47999.37),(38 47227.844),(39 46271.477),(40 45306.176),(41 44246.734),(42 43529.53),(43 42605.367),(44 41663.05),(45 40780.527),(46 39785.52),(47 38722.53),(48 37643.008),(49 37247.332),(50 36965.94),(51 36864.02),(52 36518.902),(53 36315.94),(54 36269.813),(55 35878.855),(56 35824.465),(57 35772.523),(58 35965.41),(59 35888.094),(60 35821.88),(61 35935.598),(62 35865.063),(63 35959.297),(64 35842.598),(65 35900.734),(66 36478.504),(67 37021.68),(68 37561.34),(69 38059.457),(70 38463.504),(71 38667.777),(72 38926.793),(73 39305.65),(74 39897.277),(75 40395.793),(76 40790.746),(77 41196.02),(78 41535.305),(79 42099.273),
(1 2683.5645),(2 6013.021),(3 8607.1),(4 10465.483),(5 12176.864),(6 13792.487),(7 15240.723),(8 16495.873),(9 17648.248),(10 18992.639),(11 20142.383),(12 21634.184),(13 23375.18),(14 25054.611),(15 27211.398),(16 29032.893),(17 31148.826),(18 32847.8),(19 34748.402),(20 36715.28),(21 38607.332),(22 41159.355),(23 43111.707),(24 44873.277),(25 46351.457),(26 47818.824),(27 49148.57),(28 49870.82),(29 50219.8),(30 50426.04),(31 50680.023),(32 50303.484),(33 49697),(34 49505.934),(35 48876.633),(36 48052.74),(37 47123.105),(38 45916.336),(39 45026.637),(40 44223.56),(41 43086.99),(42 42190.215),(43 41080.45),(44 39975.574),(45 38963.832),(46 38201),(47 37302.934),(48 36462.477),(49 36178.51),(50 35758.234),(51 35692.023),(52 35472.734),(53 35232.63),(54 35270.73),(55 35025.527),(56 34998.547),(57 34862.727),(58 34762.496),(59 34622.336),(60 34582.547),(61 34621.29),(62 34633.727),(63 34994.89),(64 35222.266),(65 35358.617),(66 36015.74),(67 36181.426),(68 36684.152),(69 37143.887),(70 37742.64),(71 38371.285),(72 38962.406),(73 39697.547),(74 40208.715),(75 40764.547),(76 41291.14),(77 41911.457),(78 42407.633),(79 43205.402),
(1 2669.644),(2 5925.6914),(3 8528.949),(4 10382.88),(5 12235.511),(6 13902.192),(7 15131.801),(8 16117.859),(9 17065.06),(10 18297.154),(11 19616.463),(12 21482.633),(13 23421.742),(14 25053.688),(15 26891.768),(16 28458.775),(17 30328.666),(18 31747.467),(19 33461.37),(20 35359.582),(21 37131.117),(22 39128.527),(23 40642.344),(24 42004.055),(25 43304.176),(26 44458.305),(27 45458.004),(28 46033.473),(29 46295.555),(30 46279.758),(31 46269.418),(32 45822.73),(33 45431.207),(34 45133.277),(35 44649.79),(36 43861.242),(37 42997.336),(38 42139.176),(39 41406.64),(40 40580.17),(41 39728.332),(42 38925.598),(43 37976.13),(44 37166.867),(45 36620.797),(46 36135.605),(47 35545.086),(48 34800.72),(49 34689.836),(50 34405.887),(51 34092.766),(52 33817.023),(53 33567.527),(54 33411.957),(55 33095.184),(56 32903.96),(57 32623.467),(58 32611.723),(59 32669.113),(60 32584.313),(61 32461.18),(62 32330.254),(63 32520.865),(64 32581.072),(65 32668.799),(66 33119.668),(67 33266.438),(68 33454.125),(69 33794.37),(70 34223.867),(71 34604.164),(72 35132.86),(73 35784.996),(74 36330.12),(75 36757.805),(76 37168.777),(77 37682.55),(78 38011.086),(79 38612.6),
(1 2713.0122),(2 6066.376),(3 8846.501),(4 10831.326),(5 12799.312),(6 14663.548),(7 16139.846),(8 17512.477),(9 18630.06),(10 19962.32),(11 21601.672),(12 23654.092),(13 25903.107),(14 27795.078),(15 29821.502),(16 31596.723),(17 33600.945),(18 35168.746),(19 37115.54),(20 39230.477),(21 40913.62),(22 43148.85),(23 45054.086),(24 47074.44),(25 48783.285),(26 50175.395),(27 50992.668),(28 51954.59),(29 52397.754),(30 52503.89),(31 52825.55),(32 52406.207),(33 51811.35),(34 51318.293),(35 50663.125),(36 49629.39),(37 48562.445),(38 47472.563),(39 46307.254),(40 45148.266),(41 43774.94),(42 42695.46),(43 41704.72),(44 40565.844),(45 39493.2),(46 38781.086),(47 38101.98),(48 37476.742),(49 37266.656),(50 36789.75),(51 36586.6),(52 36339.89),(53 35917.285),(54 35752.52),(55 35322.58),(56 35292.594),(57 35081.438),(58 34815.137),(59 34665.992),(60 34648.32),(61 34643.02),(62 34620.953),(63 35002.324),(64 35178.97),(65 35287.465),(66 35754.496),(67 35881.574),(68 36175.293),(69 36614.715),(70 37341.184),(71 38172.957),(72 38821.35),(73 39577.73),(74 40313.75),(75 40938.76),(76 41422.25),(77 42134.85),(78 42407.453),(79 42830.35),
(1 2594.2432),(2 5727.4272),(3 8173.3),(4 9955.013),(5 11790.697),(6 13516.382),(7 15111.101),(8 16701.139),(9 18011.025),(10 19612.219),(11 20971.695),(12 22506.912),(13 24300.84),(14 25938.977),(15 27829.28),(16 29403.54),(17 31300.672),(18 32799.98),(19 34584.293),(20 36593.227),(21 38255.76),(22 40291.797),(23 41951.277),(24 43412.46),(25 44526.758),(26 45648.95),(27 46053.645),(28 46417.063),(29 46498.25),(30 46332.74),(31 46474.266),(32 46080.027),(33 45673.055),(34 45236.082),(35 44357.56),(36 43542.58),(37 42869.957),(38 41914.066),(39 40799.223),(40 39855.008),(41 38821.254),(42 37990.457),(43 37164.617),(44 36493.46),(45 35841.58),(46 35166.72),(47 34267.55),(48 33428.395),(49 33082.58),(50 32733.742),(51 32632.146),(52 32360.715),(53 32072.252),(54 31886.908),(55 31767.578),(56 31718.023),(57 31703.168),(58 31679.822),(59 31651.451),(60 31601.268),(61 31612.459),(62 31638.61),(63 32086.387),(64 32324.984),(65 32280.506),(66 32535.03),(67 32803.21),(68 33114.895),(69 33596.773),(70 34142.703),(71 34791.54),(72 35253.418),(73 35813.89),(74 36196.43),(75 36689.38),(76 37304.945),(77 38029.617),(78 38730.305),(79 39351.758),
(1 2602.1558),(2 5638.81),(3 8077.646),(4 9776.069),(5 11475.073),(6 12971.727),(7 14249.373),(8 15450.801),(9 16665.42),(10 18111.447),(11 19402.057),(12 21032.063),(13 22787.656),(14 24334.545),(15 26117.555),(16 27751.748),(17 29927.328),(18 31709.734),(19 33645.637),(20 35960.508),(21 38416.63),(22 40588.137),(23 42517.48),(24 44194.438),(25 45860.563),(26 47292.586),(27 48125.87),(28 48973.93),(29 49331.984),(30 49278.727),(31 49320.41),(32 48910.125),(33 48249.32),(34 47776.78),(35 47017.656),(36 46169.375),(37 45585.336),(38 44814.203),(39 43927.484),(40 43098.188),(41 42037.207),(42 40798.563),(43 39703.242),(44 38623.39),(45 37675.355),(46 36746.215),(47 35802.926),(48 34966.703),(49 34538.48),(50 33884.65),(51 33444.316),(52 33049.13),(53 32778.887),(54 32845.063),(55 32881.76),(56 33025.31),(57 32940.742),(58 32881.656),(59 32683.938),(60 32420.297),(61 32326.127),(62 32266.385),(63 32581.873),(64 32557.662),(65 32542.879),(66 33091.004),(67 33512.813),(68 33859.516),(69 34200.71),(70 34631.813),(71 35110.664),(72 35591.715),(73 36097.098),(74 36641.29),(75 37280.996),(76 37991.836),(77 38775.242),(78 39455.727),(79 40127.332),
(1 2634.7642),(2 5680.0283),(3 8189.941),(4 9982.97),(5 11889.108),(6 13587.457),(7 14921.372),(8 16413.635),(9 17809.467),(10 19454.045),(11 21011.563),(12 22921.816),(13 25059.94),(14 26918.629),(15 28982.781),(16 30666.209),(17 32909.676),(18 34869.063),(19 37069.2),(20 39480.47),(21 41798.195),(22 44107.586),(23 45962.92),(24 47599.88),(25 49114.25),(26 50264.613),(27 50654.35),(28 51264.023),(29 51275.508),(30 50974.91),(31 50808.887),(32 50129.586),(33 49428.688),(34 48597.246),(35 47502.074),(36 46515.906),(37 45550.76),(38 44550.023),(39 43533.832),(40 42298.33),(41 41055.723),(42 39921.85),(43 38833.24),(44 37826.637),(45 36936.113),(46 36090.047),(47 35204.086),(48 34529.65),(49 34135.44),(50 33605.098),(51 33154.67),(52 32826.88),(53 32746.838),(54 32851.023),(55 32666.541),(56 32735.826),(57 32700.9),(58 32783.445),(59 32590.943),(60 32316.527),(61 32498.498),(62 32620.504),(63 32911.566),(64 32954.93),(65 32991.742),(66 33447.4),(67 33686.508),(68 34114.164),(69 34580.734),(70 34986.582),(71 35424.17),(72 35952.566),(73 36455.137),(74 36959.535),(75 37424.69),(76 38026.76),(77 38582.086),(78 39052.547),(79 39502.617),
(1 2527.4375),(2 5485.3037),(3 7821.5024),(4 9436.026),(5 11086.206),(6 12447.406),(7 13595.751),(8 14757.658),(9 15757.169),(10 16985.178),(11 18187.004),(12 19543.348),(13 21217.014),(14 22739.879),(15 24209.367),(16 25649.54),(17 27382.395),(18 28856.158),(19 30460.656),(20 32360.771),(21 33960.37),(22 35515.902),(23 36701.82),(24 37763.81),(25 38871.285),(26 39849.863),(27 40240.33),(28 40716.426),(29 40799.93),(30 40629.06),(31 40354.51),(32 39723.438),(33 39203.65),(34 38563.63),(35 37667.125),(36 36753.793),(37 35866.836),(38 35030.484),(39 34352.516),(40 33622.215),(41 32973.75),(42 32300.713),(43 31654.795),(44 30964.344),(45 30368.344),(46 30051.271),(47 29531.322),(48 29233.92),(49 29275.65),(50 28851.535),(51 28584.758),(52 28366.586),(53 28113.396),(54 28119.045),(55 28028.63),(56 27933.133),(57 27757.404),(58 27723.023),(59 27736.242),(60 27621.256),(61 27720.045),(62 27611.63),(63 27543.48),(64 27449.768),(65 27391.268),(66 27833.521),(67 28003.314),(68 28201.203),(69 28287.418),(70 28563.533),(71 28851.984),(72 29241.09),(73 29783.303),(74 30288.537),(75 30783.09),(76 31270.313),(77 31746.041),(78 31973.95),(79 32331.002),
