1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33709.457),(2 109627.336),(3 218473.45),(4 343965.53),(5 475726.72),(6 604158.06),(7 725759.5),(8 837764),(9 926765.8),(10 1006445),(11 1194194.6),(12 1326285),(13 1464932.6),(14 1617598.5),(15 1729854.1),(16 1827081),(17 1930079.6),(18 2016611.6),(19 2117807.3),(20 2262266.3),(21 2451417),(22 2661324.8),(23 2882262.8),(24 3119411.8),(25 3371878),(26 3731075.8),(27 4051103.8),(28 4409172.5),(29 4754698.5),(30 5076185.5),(31 5425989.5),(32 5650046),(33 5904113.5),(34 6089268),(35 6245179.5),(36 6393233.5),(37 6573114.5),(38 6726618.5),(39 6893431.5),(40 7056246),(41 7213167.5),(42 7302340),(43 7365591.5),(44 7373498.5),(45 7360206),(46 7315501.5),(47 7214145.5),(48 7070381.5),(49 6896466.5),(50 6685775.5),(51 6488110),(52 6312979.5),(53 6199714),(54 6070516),(55 6007944),(56 5947950.5),(57 5934900),(58 5895694.5),(59 5905712.5),(60 5891684),(61 5871789.5),(62 5875838.5),(63 5811412.5),(64 5783760),(65 5784414.5),(66 5763920),(67 5747651.5),(68 5653299.5),(69 5624061.5),(70 5550359),(71 5488422.5),(72 5450941.5),(73 5421197.5),(74 5403980),(75 5408117.5),(76 5429833.5),(77 5478410.5),(78 5461153),(79 5425200.5),
(1 7137.5605),(2 18778.584),(3 30668.25),(4 41655.59),(5 50948.023),(6 57941.918),(7 63279.992),(8 67468.914),(9 70628.086),(10 73600.76),(11 76092.06),(12 78283.87),(13 80686.55),(14 84672.07),(15 87623.57),(16 90404.445),(17 92156.63),(18 93424.18),(19 94551.98),(20 96090.84),(21 97159.69),(22 98037.81),(23 98792.24),(24 99583.08),(25 100535.836),(26 101898.34),(27 102429.17),(28 102848.03),(29 103354.75),(30 103266.06),(31 103599.24),(32 103323.85),(33 103295.8),(34 103192.39),(35 103408.57),(36 104102.53),(37 104343.805),(38 105163.81),(39 105355.85),(40 105396.85),(41 106001),(42 106265.52),(43 106615.164),(44 106881.914),(45 107249.93),(46 107908.85),(47 108303.89),(48 109209.48),(49 109135.55),(50 109693.33),(51 109829.586),(52 109653.195),(53 109688.74),(54 109783.625),(55 110454.484),(56 111359.33),(57 111840.23),(58 112097.77),(59 113389.22),(60 113874.24),(61 113776.21),(62 113489.86),(63 112349.25),(64 112104.81),(65 111395.49),(66 110357.45),(67 109148.5),(68 107925.94),(69 107074.39),(70 106903.33),(71 106621.24),(72 106780.11),(73 107009.9),(74 107068.65),(75 106634.45),(76 106268.7),(77 106355.555),(78 106954.06),(79 107733.49),
(1 7190.3735),(2 18614.545),(3 30170.467),(4 41240.047),(5 50180.59),(6 57021.223),(7 61975.57),(8 65772.83),(9 68140.69),(10 70088.11),(11 71560.445),(12 72925.27),(13 74198.11),(14 76397.39),(15 78863.836),(16 81082.62),(17 82487.25),(18 84258.91),(19 85742.25),(20 87197.78),(21 88606.18),(22 89640.5),(23 90026.58),(24 90413.984),(25 90833.14),(26 91812.01),(27 92088.74),(28 92345.28),(29 92931.77),(30 93995.74),(31 95495.28),(32 96868.69),(33 98173.125),(34 99687.73),(35 100661.8),(36 100895.25),(37 100651.336),(38 101026.9),(39 101287.234),(40 102000.875),(41 102804.84),(42 103520.52),(43 104210.06),(44 104602.69),(45 104439.47),(46 104046.02),(47 103608.24),(48 103450.87),(49 103664.21),(50 104557.24),(51 104545.305),(52 104530.42),(53 104262.32),(54 104123.34),(55 103563.33),(56 103553),(57 103871.7),(58 103957.78),(59 103464.45),(60 103000.45),(61 102941.86),(62 102805.46),(63 102493.305),(64 101973.125),(65 101386.54),(66 101310.805),(67 100926.56),(68 101163.9),(69 101094.4),(70 100309.39),(71 99815.21),(72 98385.86),(73 97678.59),(74 97470.78),(75 97120.41),(76 97537.56),(77 97765.02),(78 98491.85),(79 99736.41),
(1 7128.429),(2 18098.38),(3 29091.404),(4 39817.94),(5 48945.816),(6 55746.57),(7 60886.098),(8 65153.816),(9 68162.99),(10 70763.48),(11 72401.84),(12 73822.14),(13 74979.67),(14 76695.69),(15 77788.56),(16 78940.43),(17 80019.1),(18 81236.83),(19 82241.89),(20 83136.055),(21 84099.83),(22 84920.11),(23 86482.21),(24 87953.42),(25 89642.086),(26 91628.98),(27 92593.06),(28 93424.086),(29 94802.68),(30 95613.13),(31 96561.914),(32 97050.25),(33 97414.48),(34 98173.93),(35 98175.34),(36 97917.22),(37 97622.625),(38 98687.36),(39 99248.89),(40 100025.08),(41 100673.81),(42 100627.375),(43 99975.71),(44 99824.96),(45 100015.34),(46 101091.83),(47 101648.68),(48 102142.31),(49 102332.734),(50 103148.91),(51 103434.73),(52 103842.445),(53 103627.36),(54 103720.875),(55 103102),(56 102466.53),(57 101906.52),(58 102258.73),(59 102035.39),(60 101946.93),(61 102171.78),(62 102022.375),(63 101543.67),(64 101493.63),(65 100759.1),(66 100444.46),(67 99589.24),(68 98803.305),(69 98261.9),(70 97791.734),(71 97934.914),(72 97995.86),(73 98822.47),(74 99736.78),(75 100746.66),(76 102418.18),(77 103295.84),(78 104514.6),(79 104248.805),
(1 6922.0557),(2 18095.275),(3 29350.945),(4 39896.19),(5 48497.426),(6 55083.254),(7 60151.684),(8 63957.047),(9 67046.38),(10 69260.71),(11 71477.63),(12 73184.58),(13 75454.74),(14 77993.055),(15 79950.44),(16 80834.945),(17 82165.35),(18 83463.31),(19 84631.14),(20 85264.25),(21 86181.97),(22 87464.49),(23 88209.8),(24 88371.51),(25 88351.164),(26 88670.8),(27 88882.164),(28 89485.88),(29 90333.05),(30 91117.76),(31 91607.24),(32 91846.72),(33 92575.87),(34 92758.58),(35 92404.375),(36 91955.87),(37 91618.75),(38 92686.41),(39 93236.195),(40 94137.64),(41 94693.36),(42 95100.51),(43 95360.85),(44 95674.43),(45 96087),(46 96260.05),(47 96229.94),(48 96313.125),(49 96509.35),(50 97376.97),(51 97833.78),(52 98078.414),(53 98482.18),(54 98342.79),(55 98207.13),(56 98042.68),(57 98336.29),(58 98775.086),(59 99235.91),(60 99890.92),(61 100637.734),(62 101546.58),(63 102300.38),(64 102242.2),(65 101864.305),(66 101509.03),(67 100833.3),(68 101048.73),(69 101006.09),(70 100604.15),(71 100176.664),(72 99556.95),(73 99882.09),(74 99485.8),(75 99339.555),(76 99185.68),(77 99401.45),(78 99654.79),(79 100195.5),
(1 6524.2295),(2 16653.063),(3 26653.512),(4 36047.434),(5 43563.668),(6 49755.2),(7 54158.33),(8 57536.18),(9 59749.348),(10 61450.17),(11 62857.57),(12 63716.883),(13 65024.645),(14 66966),(15 68216.85),(16 69438.1),(17 71065.91),(18 72502.61),(19 73276.79),(20 74206.65),(21 74774.516),(22 75831.47),(23 76982.47),(24 78018.09),(25 79394.05),(26 81071.15),(27 81703.97),(28 82465.41),(29 83278.2),(30 84523.93),(31 84996.73),(32 85446.74),(33 85556.805),(34 86023.92),(35 86145.96),(36 86257.805),(37 86613.53),(38 87686.195),(39 88141.08),(40 88680.516),(41 89130.97),(42 89757.414),(43 90149.695),(44 90494.91),(45 90580.64),(46 90235.945),(47 89889.64),(48 89620.97),(49 89713.07),(50 91047.69),(51 91188.38),(52 91256.805),(53 91251.61),(54 91677.69),(55 92083.08),(56 91848.18),(57 91848.945),(58 91994.91),(59 91484.164),(60 91326.21),(61 91421.266),(62 92918.97),(63 93840.81),(64 94035.13),(65 93900.63),(66 93332.09),(67 92825.92),(68 92212.66),(69 91525.03),(70 91337.36),(71 90865.6),(72 90473.14),(73 91278.984),(74 91927.39),(75 91726.375),(76 91436.39),(77 91254.71),(78 90765.49),(79 90025.47),
(1 6738.474),(2 17615.51),(3 28235.94),(4 37871.6),(5 45327.01),(6 51016.445),(7 54976.652),(8 58121.77),(9 60082.223),(10 62258.992),(11 64256.56),(12 65874.53),(13 68054.26),(14 70861.766),(15 72788.57),(16 74311.01),(17 75507.03),(18 76947.49),(19 77826.32),(20 78709.484),(21 79925.53),(22 80975.75),(23 81859.19),(24 82287.57),(25 83185.49),(26 84735.94),(27 85577.22),(28 86298.07),(29 86841.77),(30 87350.04),(31 87748.29),(32 87815.28),(33 88362.62),(34 89125.44),(35 89778.19),(36 90390.086),(37 90850.15),(38 92575.22),(39 93850.73),(40 94514.92),(41 94691.11),(42 94445.95),(43 93961.78),(44 92914.67),(45 91429.07),(46 90440.02),(47 90070.31),(48 90227.3),(49 90931.08),(50 91974.39),(51 91986.516),(52 91509.29),(53 90907.664),(54 90716.81),(55 90785.42),(56 90751.34),(57 91144.35),(58 90966.89),(59 90592.84),(60 90475.18),(61 89624.81),(62 89826.71),(63 89459.82),(64 89568.81),(65 89887.93),(66 89884.51),(67 89227.016),(68 88579.74),(69 88040.35),(70 87794.51),(71 87317.7),(72 87241.04),(73 87205.51),(74 87549.85),(75 88011.04),(76 88640.445),(77 88735.08),(78 88077.35),(79 87805.695),
(1 6286.6055),(2 16233.6455),(3 25779.254),(4 34299.875),(5 41281.168),(6 46936.566),(7 50673.895),(8 54161.625),(9 56149.07),(10 58107.95),(11 60072.605),(12 62177.67),(13 64110.12),(14 67320.38),(15 69368.984),(16 71205.734),(17 72649.27),(18 73500.16),(19 74127.836),(20 74978.36),(21 75849.836),(22 77517.016),(23 79260.54),(24 80720.18),(25 81868.92),(26 83935.76),(27 84376.76),(28 84823.31),(29 84895.33),(30 85005.62),(31 85300.39),(32 85239),(33 85539.56),(34 85927.945),(35 86266.305),(36 86580.66),(37 86695.195),(38 87152.73),(39 86885.984),(40 86316.28),(41 86599.41),(42 85971.08),(43 85527.34),(44 84916.91),(45 83999.31),(46 83932.836),(47 83188.84),(48 82766.62),(49 82599.945),(50 83500.055),(51 83331.66),(52 82548.08),(53 82241.234),(54 82660.63),(55 83085.53),(56 83473.164),(57 83580.56),(58 83990.414),(59 84474.9),(60 85471.92),(61 86492.33),(62 87852),(63 88076.39),(64 88046.06),(65 87634.92),(66 87247.625),(67 87178.266),(68 86795.73),(69 86873.96),(70 87190.06),(71 86682.74),(72 86108.27),(73 85514.9),(74 85940.555),(75 85846.36),(76 85314.72),(77 85215.81),(78 85209.85),(79 85045.47),
(1 6010.2876),(2 15709.075),(3 25026.285),(4 33529.797),(5 40017.87),(6 45159.14),(7 49098.55),(8 52577.324),(9 54700.594),(10 56591.45),(11 58144.793),(12 59977.508),(13 62002.83),(14 64777.125),(15 67053.38),(16 68866.57),(17 70476.836),(18 71781.6),(19 72733.414),(20 73605.305),(21 74333.53),(22 75149.62),(23 76043.664),(24 76791.945),(25 77911.445),(26 80066.24),(27 80891.016),(28 81669.42),(29 82004.91),(30 82350.234),(31 82710.414),(32 82862.68),(33 83365.39),(34 84077.29),(35 84699.086),(36 85019.53),(37 84873.58),(38 85031.695),(39 84869.98),(40 84393.52),(41 84507.85),(42 84553.26),(43 84581.25),(44 84777.11),(45 84937.47),(46 85285.74),(47 85295.14),(48 85033.14),(49 84906.67),(50 84630.16),(51 84491.05),(52 84467.055),(53 84333.586),(54 84550.83),(55 84420.82),(56 84124.984),(57 83941.53),(58 83607.67),(59 83083.164),(60 83183.87),(61 83556.805),(62 84307.05),(63 84596.44),(64 84680.516),(65 84576.07),(66 84708.31),(67 84819.46),(68 84313.96),(69 84220.42),(70 84035.234),(71 84236.35),(72 84514.93),(73 84668.27),(74 85565.11),(75 86372.805),(76 87835.79),(77 89348.17),(78 90018.93),(79 90466.8),
(1 5854.536),(2 15198.369),(3 23560.96),(4 31132.268),(5 37324.168),(6 42039.895),(7 45320.953),(8 48517.125),(9 51409.99),(10 54502.08),(11 57241.223),(12 59716.902),(13 62274.824),(14 65170.863),(15 67517.57),(16 69660.04),(17 71753.945),(18 73212.85),(19 74390.07),(20 75551.664),(21 76823.93),(22 77652.92),(23 77917.86),(24 77707.5),(25 77466.32),(26 78316.51),(27 78844.68),(28 79655.23),(29 79673.91),(30 79686.99),(31 79206.58),(32 79200.02),(33 79146.17),(34 79087.836),(35 78855.9),(36 79173.984),(37 79411.47),(38 80784.94),(39 81448.63),(40 82106.914),(41 83029.58),(42 83790),(43 84225.34),(44 85167.14),(45 85640.33),(46 85653.98),(47 85516.94),(48 85409.125),(49 85207.13),(50 85233.03),(51 85088.734),(52 84784.04),(53 84791.75),(54 84912.58),(55 85494.12),(56 85632.8),(57 85499.26),(58 85006.42),(59 84414.19),(60 84500.32),(61 84393.02),(62 84370.18),(63 84581.53),(64 83985.18),(65 83240.46),(66 82639.945),(67 82286.02),(68 82349.94),(69 82588.18),(70 82311.32),(71 81916.18),(72 81320.45),(73 80752.625),(74 80523.39),(75 80307.836),(76 79933.055),(77 79381.2),(78 78673.555),(79 78172.52),
(1 6016.399),(2 15375.605),(3 24670.648),(4 32991.023),(5 39260.918),(6 44333.043),(7 47960.74),(8 51665.703),(9 54188.01),(10 56892.76),(11 58823.043),(12 60333.195),(13 62080.516),(14 65236.152),(15 67346.35),(16 69252.16),(17 70762.99),(18 71896.65),(19 73250.96),(20 74699.44),(21 75572.305),(22 76482.15),(23 77269.61),(24 77513.4),(25 77768.12),(26 78941.805),(27 79547.69),(28 79836.99),(29 79999.18),(30 80231.69),(31 80497.59),(32 80868.31),(33 80546.17),(34 80085.79),(35 79099.49),(36 78563.55),(37 77831.91),(38 77977.125),(39 77960.836),(40 78029.09),(41 77918.85),(42 78425.625),(43 79194.41),(44 80306.336),(45 80962.8),(46 81330.164),(47 81137.92),(48 80957.414),(49 80556.46),(50 80896.22),(51 80845),(52 80878.375),(53 81051.52),(54 81285.484),(55 81971.35),(56 82463.305),(57 82712.83),(58 82601.625),(59 82391.67),(60 82388.01),(61 82475.49),(62 83192.82),(63 83448.766),(64 83125.305),(65 83111.05),(66 83011.19),(67 82890.63),(68 83417.18),(69 83231.46),(70 82931.336),(71 82121.43),(72 81919.125),(73 80510.35),(74 80075.89),(75 79529.76),(76 79263.79),(77 78422.08),(78 77741.086),(79 77236.25),
(1 6065.9614),(2 15580.933),(3 24395.426),(4 32512.121),(5 38488.14),(6 43050.805),(7 46343.465),(8 48793.914),(9 50504.945),(10 52469.977),(11 54029.758),(12 55493.3),(13 56849.844),(14 58990.027),(15 60504.55),(16 61740.98),(17 63268.89),(18 64931.563),(19 66047.14),(20 66995.62),(21 67781.33),(22 68292.85),(23 68080.05),(24 68171.664),(25 68020.28),(26 68865.99),(27 68810.32),(28 69004.734),(29 69142.51),(30 69996.445),(31 70797.78),(32 71010.31),(33 71139.02),(34 71328.9),(35 70516.836),(36 70099.36),(37 69975.79),(38 70958.46),(39 70913.32),(40 71385.62),(41 71651.85),(42 71829.8),(43 72033.805),(44 72740.97),(45 73553.766),(46 74076.64),(47 73974.38),(48 73803.58),(49 73372.53),(50 73441.414),(51 73550.516),(52 73996.87),(53 74379.07),(54 74999.83),(55 75251.516),(56 75844.984),(57 76256.15),(58 76361.01),(59 75924.54),(60 76536.016),(61 76715.21),(62 77601.71),(63 77983.73),(64 78174.305),(65 78504.46),(66 78764.31),(67 79128.51),(68 80099.3),(69 81113.305),(70 81878.45),(71 82082.336),(72 81901.18),(73 81073.69),(74 80764.86),(75 80456.04),(76 80302.625),(77 80292.9),(78 79998.96),(79 79825.125),
(1 5671.679),(2 14373.149),(3 22687.898),(4 30385.406),(5 36675.31),(6 41718.313),(7 45308.363),(8 48429.94),(9 50967.08),(10 52643.98),(11 53936.69),(12 55262.633),(13 56915.02),(14 59240.457),(15 61007.156),(16 62127.56),(17 63279.664),(18 64119.066),(19 64610.758),(20 64875.12),(21 64728.766),(22 64055.664),(23 63921.656),(24 63645.336),(25 63844.19),(26 64317.453),(27 64544.977),(28 64760.94),(29 64632.5),(30 65139.957),(31 66170.17),(32 66842.09),(33 67343.695),(34 67343.62),(35 66629.84),(36 66128.266),(37 65753.23),(38 65886.77),(39 65559.125),(40 65092.23),(41 64920.77),(42 64657.023),(43 64452.145),(44 64549.863),(45 64610.887),(46 64976.21),(47 65582.41),(48 65922.664),(49 66433.22),(50 67252.57),(51 67703.586),(52 68090.48),(53 68765.48),(54 69000),(55 68742.07),(56 68659.35),(57 68534.28),(58 68880.31),(59 68705.945),(60 69002.055),(61 69042.484),(62 69657.62),(63 69337.305),(64 69202.234),(65 69308.31),(66 69369.375),(67 69625.13),(68 70492.73),(69 71283.56),(70 72230.59),(71 73310.46),(72 74040.484),(73 74140.46),(74 74387.23),(75 74074.04),(76 74241.44),(77 74237.73),(78 73897.75),(79 73309.68),
(1 5684.6123),(2 14181.203),(3 22259.088),(4 29463.986),(5 35099.836),(6 39459.05),(7 42630.066),(8 45084.25),(9 47035.91),(10 48285.94),(11 50078.75),(12 51477.324),(13 52449.582),(14 53830.29),(15 54951.742),(16 55938.62),(17 56907.266),(18 57752.168),(19 58921.418),(20 59653.16),(21 60612.516),(22 60933.95),(23 61603.67),(24 62117.277),(25 62960.176),(26 64419.555),(27 64931.98),(28 65281.11),(29 65444.71),(30 65236.9),(31 65694.07),(32 65612.99),(33 65635.39),(34 65947.39),(35 66042.76),(36 65981.43),(37 65519.117),(38 65753.23),(39 65485.24),(40 65224.418),(41 65083.85),(42 64799.285),(43 64740.367),(44 64888.586),(45 65026.418),(46 65171.824),(47 65094.813),(48 64838.008),(49 64685.09),(50 64633.277),(51 64234.523),(52 64276.06),(53 64635.723),(54 65126.434),(55 65207.605),(56 65498.11),(57 65852.58),(58 66532.03),(59 66989.37),(60 67911.5),(61 68978.67),(62 70310.28),(63 71052.61),(64 71677.5),(65 71968.29),(66 72273.43),(67 72476.734),(68 72933.46),(69 73700.914),(70 74101.91),(71 74227.39),(72 73964.875),(73 73119.2),(74 72714.16),(75 72256.77),(76 71841.75),(77 70989.09),(78 70411.17),(79 69901.78),
(1 5462.178),(2 13910.605),(3 21647.96),(4 28569.914),(5 33720.83),(6 37751.746),(7 41174.53),(8 43902.254),(9 45647.31),(10 47127.844),(11 48412.492),(12 49560.992),(13 51041.215),(14 53178.965),(15 54209.824),(16 55214.332),(17 55763.78),(18 56319.047),(19 57270),(20 58124.76),(21 59044.22),(22 59634.47),(23 60100.285),(24 60354.75),(25 60855.164),(26 61442.055),(27 61842.734),(28 62142.59),(29 62782.555),(30 63914.285),(31 65121.586),(32 66125.01),(33 67057.836),(34 67368.46),(35 67316.695),(36 67228.72),(37 66746.94),(38 66925.65),(39 66805.82),(40 67020.25),(41 67348.19),(42 67142.73),(43 67227.35),(44 67236.84),(45 67290.555),(46 67736.695),(47 67620.44),(48 67396.62),(49 67294.68),(50 67682.875),(51 67684.445),(52 67647.7),(53 67964.2),(54 68149.3),(55 68075.7),(56 68076.07),(57 68446.27),(58 68806.6),(59 69761.52),(60 70759.62),(61 71653.06),(62 72843.375),(63 73643.04),(64 73901.08),(65 74105.516),(66 73929.336),(67 73863.484),(68 73760.945),(69 73517.086),(70 73562.984),(71 73250.695),(72 73273.55),(73 73096.375),(74 72638.2),(75 72296.38),(76 71989.12),(77 71862),(78 71643.57),(79 71365.47),
(1 5516.6875),(2 13980.787),(3 21786.688),(4 28421.697),(5 33243.867),(6 36895.406),(7 39641.3),(8 41986.824),(9 43164.594),(10 44386.117),(11 45682.777),(12 46737.3),(13 48335.508),(14 50618.742),(15 52068.168),(16 53094.594),(17 53618.934),(18 54628.65),(19 55532.563),(20 56484.023),(21 57572.02),(22 58587.3),(23 59683.47),(24 59975.508),(25 60219.86),(26 61235.816),(27 61774.883),(28 61936.15),(29 62238.19),(30 62872.68),(31 63916.023),(32 64731.156),(33 65287.402),(34 65579.78),(35 65862.586),(36 65747.37),(37 65697.85),(38 66505.05),(39 66643.42),(40 66609.49),(41 66532.81),(42 66712.3),(43 66204.945),(44 65737.58),(45 65102.555),(46 64831.21),(47 64743.344),(48 64544.758),(49 64570.79),(50 64798.445),(51 64688.754),(52 64469.117),(53 64442.19),(54 64419.598),(55 64386.95),(56 63934.273),(57 63256.258),(58 62466.05),(59 61907.82),(60 61732.477),(61 61926.246),(62 62471.11),(63 62408.754),(64 62279.656),(65 61842.668),(66 61124.51),(67 60237.594),(68 59515.82),(69 58956.215),(70 58777.414),(71 58613.766),(72 58813.684),(73 59213.035),(74 59601.543),(75 59608.625),(76 59704.8),(77 59680.7),(78 59514.61),(79 59491.582),
(1 5195.0273),(2 12986.519),(3 20195.248),(4 26412.883),(5 31198.62),(6 34736.848),(7 37163.48),(8 39403.01),(9 40799.156),(10 42189.855),(11 43653.32),(12 44654.54),(13 45854.35),(14 47832.24),(15 48955.684),(16 50238.195),(17 51308.28),(18 52528.246),(19 53521.277),(20 54337.938),(21 55065.164),(22 55974.895),(23 56888.773),(24 57866.586),(25 58763.176),(26 59773.957),(27 60416.246),(28 60646.766),(29 61183.25),(30 61846.04),(31 62941),(32 63282.523),(33 63672.258),(34 63770.652),(35 63449.25),(36 63210.445),(37 62820.41),(38 62941.266),(39 62622.39),(40 62298.414),(41 62248.258),(42 62202.527),(43 61675.234),(44 61441.156),(45 61270.59),(46 60792.71),(47 60158.895),(48 59689.836),(49 59641.938),(50 60433.977),(51 60536.805),(52 60191.363),(53 60007.02),(54 59885.258),(55 59421.617),(56 58809.637),(57 58623.88),(58 58628.88),(59 58558.566),(60 58635.99),(61 58644.895),(62 59372.95),(63 59715.637),(64 60011.977),(65 60209.668),(66 60197.766),(67 60091.008),(68 60388.465),(69 60457.03),(70 60513.29),(71 60558.105),(72 60860.992),(73 61387.09),(74 61835.67),(75 61869.805),(76 61623.008),(77 61385.574),(78 61199.65),(79 60910.207),
(1 4995.0825),(2 12391.636),(3 19408.154),(4 25417.775),(5 29951.736),(6 33433.375),(7 36211.74),(8 38827.773),(9 40664.11),(10 42130.137),(11 43711.51),(12 45050.48),(13 46506.67),(14 48275.58),(15 49618.574),(16 50471.93),(17 50922.387),(18 51307.402),(19 51732.14),(20 52256.797),(21 52728.66),(22 53261.977),(23 53808.246),(24 54257.14),(25 54998.96),(26 55722.574),(27 56163.473),(28 56243.316),(29 56438.24),(30 56750.41),(31 57325.42),(32 57537.24),(33 57539.168),(34 57158.59),(35 56565.965),(36 56273.89),(37 55987.492),(38 56048.25),(39 55830.12),(40 55635.516),(41 56034.69),(42 56247.074),(43 56133.273),(44 56109.906),(45 56273.47),(46 56356.203),(47 56552.176),(48 56456.27),(49 56440.703),(50 56709.773),(51 56787.06),(52 56640.984),(53 56739.32),(54 56680.152),(55 56930.707),(56 57044.457),(57 57447.258),(58 57876.297),(59 57855.95),(60 57943.473),(61 57878.223),(62 58262.33),(63 58547.004),(64 58420.023),(65 58754.99),(66 58742.59),(67 59135.496),(68 59561.82),(69 59970.69),(70 60228.598),(71 60239.62),(72 60251.566),(73 60430.035),(74 60545.754),(75 60555.566),(76 60521.574),(77 60290.38),(78 59879.293),(79 59649.438),
