1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11790.065),(2 36594.67),(3 72158.445),(4 110662.43),(5 150138.77),(6 192808.7),(7 236365.92),(8 284523.03),(9 334768.06),(10 384643.16),(11 445370.13),(12 497921.88),(13 562668.3),(14 624126.06),(15 690301.2),(16 756456.06),(17 818312.5),(18 868651.5),(19 911127.56),(20 955635.7),(21 1005083.7),(22 1050274.1),(23 1096230.6),(24 1142843.9),(25 1187309.4),(26 1236738.3),(27 1269800.4),(28 1307204.5),(29 1349311),(30 1384902.4),(31 1416599.5),(32 1435152.4),(33 1464704),(34 1493715.4),(35 1529082),(36 1555532.4),(37 1580274.9),(38 1589772),(39 1604690),(40 1617752),(41 1637327.6),(42 1661101),(43 1684459.4),(44 1687903.6),(45 1704989.6),(46 1718164.6),(47 1742699),(48 1762717.1),(49 1793975.4),(50 1833960.6),(51 1890874.6),(52 1956579.4),(53 2033632.5),(54 2098077.8),(55 2182046.8),(56 2246608.3),(57 2315227),(58 2367534.3),(59 2412108.8),(60 2458222),(61 2511018),(62 2558702.3),(63 2623069.3),(64 2677804),(65 2760106.3),(66 2854778.3),(67 2961093),(68 3084493.3),(69 3212770.8),(70 3329463.3),(71 3452508),(72 3542863),(73 3635067),(74 3689759.8),(75 3740323.8),(76 3778448.3),(77 3817451.3),(78 3840953.8),(79 3882134.3),
(1 4426.887),(2 11648.613),(3 17694.113),(4 21933.857),(5 24554.648),(6 26354.29),(7 28281.982),(8 30450.15),(9 32338.674),(10 33783.69),(11 34643.098),(12 35553.613),(13 36740.125),(14 38207.5),(15 39851.184),(16 41342.676),(17 43150.836),(18 44719.164),(19 46960.453),(20 48836.58),(21 50348.793),(22 51361.91),(23 52224.53),(24 52956.31),(25 53729.137),(26 54597.957),(27 55310.688),(28 55934.492),(29 56111.934),(30 56149.703),(31 56720.29),(32 57526.215),(33 58153.082),(34 58279.586),(35 58369.645),(36 58065.62),(37 57440.69),(38 56852.61),(39 56109.355),(40 55331.7),(41 54289.492),(42 53505.563),(43 52422.97),(44 51753.42),(45 51128.953),(46 50357.273),(47 49566.176),(48 48679.688),(49 47828.895),(50 47291.293),(51 46954.555),(52 46883.95),(53 46444.973),(54 45916.055),(55 45767.23),(56 45925.965),(57 46735.492),(58 47257.69),(59 47672.06),(60 48105.805),(61 48320.215),(62 48942.168),(63 49019.14),(64 49877.813),(65 50415.543),(66 51739.543),(67 53644.895),(68 55538.094),(69 58372.734),(70 60258.035),(71 62185.125),(72 64616.38),(73 66725.04),(74 69666.84),(75 72687.16),(76 75772.18),(77 78975.23),(78 81776.84),(79 84866.89),
(1 4322.842),(2 11361.403),(3 16946.105),(4 20811.459),(5 23229.62),(6 25244.355),(7 27448.322),(8 29555.207),(9 31262.598),(10 32468.328),(11 33205.18),(12 33893.813),(13 34941.21),(14 36067.203),(15 37406.547),(16 38850.71),(17 40576.44),(18 42239.258),(19 44007.484),(20 45169.5),(21 46198.402),(22 46794.11),(23 47607.65),(24 48589.223),(25 49363.906),(26 49785.78),(27 49929.234),(28 50250.35),(29 50884.277),(30 51742.8),(31 52836.93),(32 53833.926),(33 54441.375),(34 54397.805),(35 53871.098),(36 53069.344),(37 52385.484),(38 51749.85),(39 50805.51),(40 49692.01),(41 48487.184),(42 47476.82),(43 46353.17),(44 45759.867),(45 45469.703),(46 44642.14),(47 43571.777),(48 42341.156),(49 41632.656),(50 41875.46),(51 41613.16),(52 41395.965),(53 40739.684),(54 40075.17),(55 39852.21),(56 39496.063),(57 39656.7),(58 40092.92),(59 41043.29),(60 41967.79),(61 42910.266),(62 44141.254),(63 44832.082),(64 45904.2),(65 46575.418),(66 48432.004),(67 50342.633),(68 51666.918),(69 54010.18),(70 55727.344),(71 57354.32),(72 59405.78),(73 61038.19),(74 63264.27),(75 65655.49),(76 68451.53),(77 71135.13),(78 73744.21),(79 76547.9),
(1 4465.764),(2 11611.56),(3 17273.271),(4 20968.809),(5 23441.16),(6 25579.574),(7 27578.982),(8 29322.549),(9 30635.535),(10 31224.486),(11 31489.191),(12 32447.412),(13 33501.79),(14 34979.727),(15 36223.605),(16 37227.42),(17 38634.496),(18 39986.688),(19 41943.4),(20 43317.08),(21 44894.93),(22 45918.113),(23 46838.81),(24 47930.715),(25 48804.52),(26 49519.645),(27 49644.313),(28 50164.777),(29 51056.098),(30 52111.656),(31 53246.85),(32 54207.01),(33 54999.594),(34 55078.95),(35 54612.676),(36 53854.387),(37 53484.11),(38 53388.22),(39 52930.633),(40 52433.08),(41 51258.96),(42 49480.64),(43 47886.664),(44 46764.688),(45 46006.9),(46 44474.34),(47 43005.22),(48 41582.047),(49 41018.96),(50 41425.664),(51 41393.496),(52 41020.4),(53 40103.715),(54 39118.77),(55 38936.734),(56 38861.496),(57 39376),(58 39600.22),(59 40008.652),(60 40809.1),(61 41580.23),(62 42785.973),(63 43523.137),(64 44368.28),(65 45047.945),(66 46741.62),(67 48566.594),(68 49602.72),(69 51786.38),(70 53769.453),(71 55316.09),(72 57560.355),(73 59317.605),(74 61775.15),(75 64347.31),(76 67244.08),(77 70751.37),(78 73711.18),(79 77437.17),
(1 4255.819),(2 11038.199),(3 16710.652),(4 20960.934),(5 23830.791),(6 25616.611),(7 26987.846),(8 27999.047),(9 29018.62),(10 30105.693),(11 30930.441),(12 31951.525),(13 33000.074),(14 34069.96),(15 34990.523),(16 35858.242),(17 36919.414),(18 37900.066),(19 39389.332),(20 40970.24),(21 42664.61),(22 43849.59),(23 45151.098),(24 46380.598),(25 47643.805),(26 49001.76),(27 49941.297),(28 51009.457),(29 52425.453),(30 53576.574),(31 54479.45),(32 55154.547),(33 55669.758),(34 55212.79),(35 54707.777),(36 54027.96),(37 53359.45),(38 53127.88),(39 52569.08),(40 51815.89),(41 50440.91),(42 48817.684),(43 47141.316),(44 45774.066),(45 44597.203),(46 42859.758),(47 41170.85),(48 39706.094),(49 38930.508),(50 38827.945),(51 38367.36),(52 37879.566),(53 37047.016),(54 36178.344),(55 36214.47),(56 36403.445),(57 36901.723),(58 37233.707),(59 38006.195),(60 38948.85),(61 39499.996),(62 40277.434),(63 40419.676),(64 41357.97),(65 42344.383),(66 44051.543),(67 45716.617),(68 46931.69),(69 49359.75),(70 51589.258),(71 53606.266),(72 56358.69),(73 58019.934),(74 60254.586),(75 62924.2),(76 66192.04),(77 69658.766),(78 72879.82),(79 75945.82),
(1 4130.7856),(2 10615.139),(3 15806.304),(4 19433.338),(5 21800.523),(6 23631.523),(7 25146.182),(8 26470.52),(9 27548.55),(10 28966.697),(11 30343.803),(12 31737.572),(13 32931.395),(14 33994.504),(15 34883.426),(16 35657.73),(17 37251.473),(18 38647.254),(19 40275.68),(20 41501.76),(21 43009.49),(22 44229.254),(23 45537.633),(24 47159.9),(25 48496.23),(26 49450.438),(27 50057.95),(28 50908.87),(29 51859.203),(30 52201.234),(31 52385.734),(32 52546.516),(33 53024.5),(34 52968.684),(35 52478.72),(36 51716.137),(37 50955.754),(38 50535.668),(39 50179.125),(40 50056.824),(41 49450.332),(42 48587.46),(43 47424.242),(44 46118.395),(45 45093.703),(46 43626.516),(47 42784.82),(48 42068.477),(49 41272.28),(50 40976.258),(51 40170.46),(52 39362.51),(53 38655.664),(54 37995.168),(55 37734.516),(56 37478.426),(57 37648.184),(58 37939.094),(59 39092.81),(60 40359.125),(61 41278.227),(62 41880.727),(63 42131.316),(64 43038.055),(65 43542.527),(66 44477.6),(67 45540.773),(68 46765.336),(69 49284.855),(70 51487.707),(71 53652.574),(72 55960.895),(73 57941.805),(74 60411.754),(75 63411.64),(76 66478.59),(77 69348.26),(78 71930.25),(79 74553.59),
(1 4243.3887),(2 10945.41),(3 16384.156),(4 20227.297),(5 22526.53),(6 24237.975),(7 25862.793),(8 27586.238),(9 29105.027),(10 30556.252),(11 31660.752),(12 32967.12),(13 34155.277),(14 35413.383),(15 36451.496),(16 37599.61),(17 38998.06),(18 40233.33),(19 41725.555),(20 42793.855),(21 43759.344),(22 44643.137),(23 45291.168),(24 46167.863),(25 46731.965),(26 47544.25),(27 48085.207),(28 48764.62),(29 49719.6),(30 50144.7),(31 50402.14),(32 50708.96),(33 51153.7),(34 51019.35),(35 49995.496),(36 49245.61),(37 48630.523),(38 48144.652),(39 47407.77),(40 46962.805),(41 46188.59),(42 45490.7),(43 44197.574),(44 42958.355),(45 42312.973),(46 41463.375),(47 41414.836),(48 41245.906),(49 40847.36),(50 40688.066),(51 40143.637),(52 39815.52),(53 39133.36),(54 38405.355),(55 38144.457),(56 37496.195),(57 37665.176),(58 37583.105),(59 38255.203),(60 39190.93),(61 39874.9),(62 40619.44),(63 40988.754),(64 41727.504),(65 42361.418),(66 43727.34),(67 44810.773),(68 45432.31),(69 47761.418),(70 49995.453),(71 51522.973),(72 53642.918),(73 55597.297),(74 58525.52),(75 61202.28),(76 64188.754),(77 67237.305),(78 69811.18),(79 72701.375),
(1 4036.2637),(2 10322.346),(3 15422.333),(4 19097.076),(5 21542.215),(6 23353.79),(7 25022.643),(8 26720.273),(9 28401.54),(10 29731.678),(11 30514.625),(12 31086.973),(13 31885.178),(14 33139.65),(15 34372.688),(16 35508.457),(17 36978.273),(18 38014.266),(19 39423.33),(20 40774.72),(21 42019.395),(22 43114.05),(23 44156.52),(24 45008.375),(25 46051.37),(26 46883.55),(27 47499.89),(28 48132.848),(29 49116.97),(30 50166.76),(31 50798.81),(32 51278.85),(33 51698.047),(34 51533.715),(35 50966.98),(36 50226.02),(37 49331.07),(38 48932.805),(39 48262.625),(40 47708.348),(41 46794.9),(42 46182.33),(43 45215.063),(44 44649.07),(45 44236.59),(46 43270.88),(47 42612.17),(48 41651.08),(49 40861.207),(50 40295.457),(51 39517.453),(52 39325.363),(53 39206.164),(54 38695.516),(55 38484.734),(56 37869.914),(57 38071.438),(58 38261.082),(59 38740.734),(60 39278.09),(61 39581.93),(62 40194.027),(63 40449.098),(64 41404.266),(65 42285.234),(66 43674.277),(67 45303.72),(68 46224.387),(69 48143.164),(70 49961.313),(71 51355.242),(72 53613.03),(73 55524.87),(74 58267.973),(75 61327.39),(76 64424.242),(77 67579.65),(78 70484.21),(79 73674.74),
(1 4103.6284),(2 10662.421),(3 15888.74),(4 19677.443),(5 21937.182),(6 23410.043),(7 25189.85),(8 26768.219),(9 28197.24),(10 29042.074),(11 29524.635),(12 30103.186),(13 30965.383),(14 32025.69),(15 33208.574),(16 34275.805),(17 35559.42),(18 36905.35),(19 38571.97),(20 39928.094),(21 41296.066),(22 41991.6),(23 42779.406),(24 43293.074),(25 43739.87),(26 44599.58),(27 45305.742),(28 46194.902),(29 47331.438),(30 48098.51),(31 48898.742),(32 49625.34),(33 50102.11),(34 49995.45),(35 49773.08),(36 49509.863),(37 49086.887),(38 48788.742),(39 47943.63),(40 47213.332),(41 46399.344),(42 45587.297),(43 44831.805),(44 44133.613),(45 43467.83),(46 42576.395),(47 41961.902),(48 41104.023),(49 40318.87),(50 39645.703),(51 38949.6),(52 38719.504),(53 38475.254),(54 38130.445),(55 37663.88),(56 36965.723),(57 37048.01),(58 37271.535),(59 38066.77),(60 38883.195),(61 39405.49),(62 40003.87),(63 40502.65),(64 41715.996),(65 42379.793),(66 43294.01),(67 44308.38),(68 44767.54),(69 46322.688),(70 47770.344),(71 49224.434),(72 51390.6),(73 53116.234),(74 55527.53),(75 58008.45),(76 60577.305),(77 63210.668),(78 65375.367),(79 67726.88),
(1 3937.7754),(2 10279.254),(3 15398.265),(4 19434.146),(5 22081.238),(6 24088.77),(7 26062.014),(8 27730.44),(9 28919.965),(10 29956.229),(11 30528.164),(12 31773.654),(13 33177.383),(14 34153.605),(15 35177.055),(16 36405.234),(17 37667.81),(18 38612.824),(19 40295.24),(20 41743.277),(21 43165.824),(22 43700.33),(23 43817.68),(24 44074.746),(25 44061.273),(26 44822.508),(27 45564.355),(28 46242.27),(29 47145.336),(30 47668.652),(31 48086.77),(32 48576.188),(33 48925.95),(34 48309.92),(35 47973.45),(36 47986.023),(37 47872.445),(38 47663.44),(39 46865.676),(40 46279.34),(41 45394.3),(42 44700.902),(43 43448.008),(44 42482.55),(45 41651.555),(46 40455.89),(47 39870),(48 38871.977),(49 38066.457),(50 37162.445),(51 36169.934),(52 35913.66),(53 35535.742),(54 34949.926),(55 34915.406),(56 34496.863),(57 34790.348),(58 35070.74),(59 35529.51),(60 36187.17),(61 36708.28),(62 37740.46),(63 38227.094),(64 39042.56),(65 39368.273),(66 40167.84),(67 41443.11),(68 42130.516),(69 43796.53),(70 45423.49),(71 46781.38),(72 48673.348),(73 50052.94),(74 52186.637),(75 54824.08),(76 57486.285),(77 60195.824),(78 62719.285),(79 65324.813),
(1 3904.899),(2 10094.805),(3 14907.514),(4 18298.807),(5 20659.28),(6 22430.55),(7 24132.121),(8 25524.836),(9 26337.754),(10 26814.467),(11 27031.635),(12 27898.605),(13 29172.395),(14 30455.043),(15 31925.03),(16 33143.03),(17 33964.426),(18 34863.117),(19 35879.18),(20 36506.754),(21 37462.586),(22 38192.53),(23 38452.62),(24 38534.703),(25 38838.78),(26 39715.082),(27 40756.523),(28 41652.555),(29 42627.97),(30 43359.37),(31 44102.99),(32 44792.9),(33 45359.637),(34 45167.06),(35 45035.586),(36 44708.004),(37 44159.17),(38 43819.465),(39 43144.336),(40 42843.145),(41 42417.39),(42 41761.1),(43 40830.813),(44 39898.87),(45 39121.348),(46 38408.414),(47 37914.33),(48 36945.99),(49 36065.277),(50 35377.367),(51 34828.19),(52 34680.56),(53 34129.184),(54 33744.742),(55 33793.477),(56 33506.934),(57 33880.605),(58 34346.973),(59 35090.44),(60 35741.434),(61 36494.96),(62 37572.406),(63 38011.73),(64 38649.492),(65 39020.234),(66 40017.87),(67 40773.258),(68 41528.402),(69 43214.438),(70 44741.836),(71 46406.355),(72 47757.715),(73 48909.9),(74 50606.496),(75 52773.277),(76 55062.637),(77 57411.06),(78 59311.688),(79 61332.773),
(1 3888.729),(2 9801.224),(3 14311.423),(4 17474.986),(5 19611.074),(6 21197.875),(7 22966.96),(8 24692.646),(9 25829.94),(10 26682.184),(11 27417.932),(12 28459.6),(13 30016.3),(14 31691.676),(15 33106.598),(16 34032.848),(17 34851.453),(18 35596.14),(19 36883.188),(20 38030.418),(21 39190.938),(22 40098.973),(23 40747.79),(24 40817.87),(25 41391.688),(26 42279.656),(27 43031.055),(28 43763.125),(29 44711.707),(30 45364.03),(31 45703.844),(32 45670.33),(33 45890.25),(34 45687.063),(35 45663.273),(36 45703.34),(37 45102.2),(38 44347.523),(39 43404.95),(40 42510.688),(41 41504.69),(42 40421.047),(43 39230.492),(44 37603.39),(45 36623.15),(46 35806.66),(47 35633.766),(48 35154.19),(49 34637.03),(50 34320.14),(51 34085.707),(52 33984.38),(53 33495.402),(54 32736.51),(55 32457.943),(56 32018.99),(57 32022.207),(58 32371.39),(59 33172.957),(60 33918.88),(61 34594.074),(62 35636.12),(63 36078.926),(64 36732.22),(65 36990.508),(66 37659.26),(67 38398.98),(68 38945.836),(69 40296.844),(70 41446.625),(71 42817.566),(72 44663.67),(73 46453.66),(74 48337.402),(75 50435.15),(76 52580.535),(77 55146.004),(78 57423.395),(79 59917.97),
(1 3897.2012),(2 9814.599),(3 14515.566),(4 17817.46),(5 19870.648),(6 21352.178),(7 22940.71),(8 24291.186),(9 25370.986),(10 26348.46),(11 26886.838),(12 27737.709),(13 28892.799),(14 30199.799),(15 31343.592),(16 32179.775),(17 33118.934),(18 33889.832),(19 35077.113),(20 36422.37),(21 37747.035),(22 38609.59),(23 39393.62),(24 39925.223),(25 40706.098),(26 41948.605),(27 42455.01),(28 42933.957),(29 43504.008),(30 43815.73),(31 44278.777),(32 44488.938),(33 44606.16),(34 44200.715),(35 44031.535),(36 43916.004),(37 43549.758),(38 43186.688),(39 42703.203),(40 42301.63),(41 41511.402),(42 40817.45),(43 39769.316),(44 38870.7),(45 38364.832),(46 37903.55),(47 37502.426),(48 36906.49),(49 36210.867),(50 36074.49),(51 35814.04),(52 35709.14),(53 35035.098),(54 33928.395),(55 33435.367),(56 32929.336),(57 32822.62),(58 32956.87),(59 33492.12),(60 34517),(61 35542.246),(62 36600.844),(63 37245.31),(64 38236.426),(65 38659.855),(66 39534.33),(67 41099.51),(68 41899.86),(69 43223.277),(70 44134.457),(71 45090.563),(72 46810.473),(73 48935.03),(74 51253.277),(75 53266.375),(76 55335.188),(77 57440.766),(78 59349.94),(79 61254.42),
(1 3751.9475),(2 9359.919),(3 13848.18),(4 16878.605),(5 18827.664),(6 20301.559),(7 21764.182),(8 23115.717),(9 24264.498),(10 25281.2),(11 25787.809),(12 26661.932),(13 27496.404),(14 28556.998),(15 29739.494),(16 30511.236),(17 31170.314),(18 31636.021),(19 32799.367),(20 34009.75),(21 35329.195),(22 36201.31),(23 37040.855),(24 37652.05),(25 38655.617),(26 39927.89),(27 40470.2),(28 40892.06),(29 41262.668),(30 41513.65),(31 41750.97),(32 42036.65),(33 42081.72),(34 41696.61),(35 41722.93),(36 41780.727),(37 41554.01),(38 41166.324),(39 40591.11),(40 40185.49),(41 39619.2),(42 39031.25),(43 38332.08),(44 37531.816),(45 36844.043),(46 35848.156),(47 35044.51),(48 34257.48),(49 33410.3),(50 33125.453),(51 32627.457),(52 32460.453),(53 31864.582),(54 31118.154),(55 31048.764),(56 30809.986),(57 31166.688),(58 31474.693),(59 32061.38),(60 32982.79),(61 33682.27),(62 34375.453),(63 34750.7),(64 35504.316),(65 36054.07),(66 36830.043),(67 37797.41),(68 38195.89),(69 39035.383),(70 40134.016),(71 41363.926),(72 43218.63),(73 45039.11),(74 47323.94),(75 49749.938),(76 52340.926),(77 54982.465),(78 57208.965),(79 59821.89),
(1 3695.7183),(2 9305.619),(3 13796.062),(4 17076.715),(5 19013.5),(6 20296.701),(7 21656.283),(8 23126.498),(9 24216.61),(10 25370.53),(11 26241.9),(12 27193.021),(13 28362.621),(14 29718.564),(15 31009.45),(16 31865.059),(17 32654.826),(18 33680.4),(19 34913.508),(20 35740.836),(21 36743.727),(22 37261.78),(23 37485.85),(24 37978.953),(25 38593.445),(26 39727.266),(27 40040.67),(28 40407.7),(29 40995.055),(30 41314.133),(31 41688.504),(32 42065.164),(33 42221.96),(34 42004.02),(35 42131.734),(36 42296.695),(37 42175.004),(38 41950.29),(39 41485.96),(40 40835.594),(41 40122.957),(42 39183.234),(43 38452.86),(44 37754.77),(45 37017.094),(46 35826.137),(47 34940.285),(48 34333.594),(49 33797.31),(50 33818.094),(51 33633.652),(52 33542.02),(53 33061.64),(54 32281.521),(55 32150.102),(56 32078.604),(57 32201.158),(58 32406.361),(59 32985.813),(60 33967.99),(61 34637.09),(62 35281.273),(63 35751.496),(64 36513.723),(65 36528.324),(66 37071.36),(67 37923.418),(68 38572.65),(69 39943.23),(70 41267.34),(71 42515.445),(72 44167.074),(73 45583.926),(74 46965.12),(75 49015.742),(76 51086.02),(77 53398.277),(78 55300.117),(79 57595.32),
(1 3738.0122),(2 9223.716),(3 13488.242),(4 16629.23),(5 18680.158),(6 20176.268),(7 21637.176),(8 22825.95),(9 23854.648),(10 24845.37),(11 25510.484),(12 26291.7),(13 27444.018),(14 28882.266),(15 30134.959),(16 30917.697),(17 31676.791),(18 32502.35),(19 33381.58),(20 34004.2),(21 35168.086),(22 35933.76),(23 36463.777),(24 37247.49),(25 38016.734),(26 39089.563),(27 39706.77),(28 40174.84),(29 40656.902),(30 40726.7),(31 41108.953),(32 41543.336),(33 41357.76),(34 41022.746),(35 40969.18),(36 40642.11),(37 40227.277),(38 39831.51),(39 39260.957),(40 38883.918),(41 38425.2),(42 38122.203),(43 37547.82),(44 37044.848),(45 36470.88),(46 35306.58),(47 34263.37),(48 33408.69),(49 32826.11),(50 32763.783),(51 32432.65),(52 32277.928),(53 31646.436),(54 30598.96),(55 30205.477),(56 29712.709),(57 29939.557),(58 30031.516),(59 30514.477),(60 31323.127),(61 31852.5),(62 32566.057),(63 32972.863),(64 33687.188),(65 33913.17),(66 34536.684),(67 35521.992),(68 36099.203),(69 37793.97),(70 39300.23),(71 40302.21),(72 42375.695),(73 44327.1),(74 46318.83),(75 48359.8),(76 50624.883),(77 53056.49),(78 55190.586),(79 57194.93),
(1 3506.9656),(2 8559.54),(3 12371.005),(4 15197.471),(5 17044.451),(6 18692.412),(7 20294.947),(8 21531.473),(9 22496.54),(10 23280.54),(11 23753.33),(12 24290.623),(13 24843.99),(14 25628.309),(15 26604.287),(16 27252.662),(17 27760.215),(18 28232.604),(19 28971.188),(20 29541.52),(21 30460.523),(22 31504.043),(23 32293.336),(24 33017.477),(25 34168.74),(26 35848.75),(27 36896.676),(28 37619.426),(29 38337.832),(30 38771.6),(31 39074.3),(32 39058.625),(33 38908.42),(34 38710.17),(35 38732.344),(36 38580.324),(37 38025.125),(38 37404.28),(39 36600.074),(40 36057.258),(41 35455.504),(42 35043.445),(43 34407.11),(44 33867.84),(45 33392.99),(46 32546.53),(47 31825.773),(48 31077.367),(49 30688.113),(50 30803.355),(51 30722.488),(52 30511.805),(53 30025.521),(54 29335.268),(55 29009.635),(56 28598.885),(57 28937.463),(58 29192.754),(59 29468.201),(60 30081.137),(61 30363.541),(62 30842.236),(63 31110.88),(64 31621.783),(65 31843.457),(66 32445.572),(67 33242.984),(68 33654.824),(69 34936.188),(70 35849.2),(71 36762.918),(72 38338.926),(73 40117.53),(74 42108.51),(75 43874.184),(76 45787.934),(77 47795.184),(78 49515.12),(79 50898.516),
(1 3618.263),(2 9078.738),(3 13422.88),(4 16492.105),(5 18673.064),(6 20575.014),(7 22118.559),(8 23293.854),(9 24432.246),(10 25403.523),(11 25985.246),(12 26937.088),(13 27676.205),(14 28343.441),(15 28992.998),(16 29802.035),(17 30688.014),(18 31119.232),(19 31757.084),(20 32301.85),(21 33399.723),(22 34401.758),(23 35092.652),(24 35822.383),(25 36354.44),(26 37143.89),(27 37532.125),(28 38038.57),(29 38594.27),(30 38815.44),(31 39046.117),(32 39058.313),(33 39049.305),(34 38859.168),(35 38961.953),(36 39014.438),(37 38231.89),(38 37573.914),(39 36522.26),(40 35515.75),(41 34697.016),(42 34229.195),(43 33594.273),(44 32851.473),(45 32209.568),(46 31415.55),(47 31252.08),(48 30838.555),(49 30334.73),(50 29827.96),(51 29241.137),(52 28865.133),(53 28396.736),(54 28026.383),(55 27711.195),(56 27414.566),(57 27857.994),(58 28480.879),(59 29327.793),(60 30318.313),(61 31163.535),(62 32115.855),(63 32828.793),(64 33717.19),(65 34029.992),(66 34882.49),(67 35516.645),(68 36098.06),(69 37606.42),(70 38511.176),(71 39930.082),(72 41627.234),(73 43140.316),(74 44953.71),(75 46437.6),(76 48032.773),(77 49395.316),(78 50855.184),(79 52569.918),
