1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9452.156),(2 10069.163),(3 22993.408),(4 28413.828),(5 47781.83),(6 58589.08),(7 82826.18),(8 95184.76),(9 122192.414),(10 141165.83),(11 172110.14),(12 193896.38),(13 229366.58),(14 254127.83),(15 290725.3),(16 314517.72),(17 354182.16),(18 377816.25),(19 416394.03),(20 448489.9),(21 491644.34),(22 527664.7),(23 569416.2),(24 606584.5),(25 653270.2),(26 689599.8),(27 734017.06),(28 762819.2),(29 815849.7),(30 845444.7),(31 894504.5),(32 931028.8),(33 982442.06),(34 1024556.8),(35 1078376.5),(36 1119294.1),(37 1175103.4),(38 1219534.4),(39 1273574),(40 1326257.6),(41 1377232.4),(42 1417711),(43 1471717.4),(44 1514290.9),(45 1559303.1),(46 1597884.1),(47 1648844),(48 1686964),(49 1743571),(50 1785523),(51 1839427.6),(52 1884216.6),(53 1936114.9),(54 1976501.4),(55 2031311),(56 2072793.4),(57 2127005),(58 2180225.3),(59 2230846.8),(60 2285085.8),(61 2332541.8),(62 2385122.3),(63 2445606.5),(64 2501051.3),(65 2560867),(66 2618065.3),(67 2679763),(68 2737475.3),(69 2798046.8),(70 2853302.3),(71 2928103.3),(72 2993917.3),(73 3073081.3),(74 3136521.3),(75 3210883.3),(76 3280575.8),(77 3365275.3),(78 3450202.8),(79 3530651),
(1 1214.654),(2 2919.5513),(3 4011.7415),(4 4607.42),(5 5098.185),(6 5493.1353),(7 5566.095),(8 5461.975),(9 5271.158),(10 5026.685),(11 4774.269),(12 4610.0786),(13 4615.3975),(14 4712.8696),(15 4946.174),(16 5166.717),(17 5329.7495),(18 5380.5737),(19 5325.522),(20 5290.391),(21 5252.378),(22 5209.5957),(23 5111.866),(24 5050.934),(25 5076.899),(26 5107.2725),(27 5098.9365),(28 5061.108),(29 5050.7773),(30 5130.905),(31 5150.82),(32 5127.176),(33 5067.11),(34 5038.5137),(35 5040.498),(36 5112.5127),(37 5196.9),(38 5158.8374),(39 5090.964),(40 5055.4614),(41 5056.8667),(42 5067.685),(43 4993.001),(44 5025.219),(45 5031.7695),(46 5040.6475),(47 5092.677),(48 5142.0137),(49 5230.6206),(50 5309.8394),(51 5326.1816),(52 5279.1523),(53 5204.804),(54 5111.576),(55 5020.279),(56 5050.809),(57 5124.547),(58 5149.965),(59 5161.736),(60 5181.607),(61 5200.1357),(62 5219.5854),(63 5185.908),(64 5204.5454),(65 5225.2925),(66 5255.7847),(67 5262.549),(68 5259.741),(69 5276.127),(70 5355.8193),(71 5416.21),(72 5440.9473),(73 5398.9287),(74 5336.75),(75 5306.339),(76 5239.3525),(77 5168.234),(78 5173.7036),(79 5256.4043),
(1 1189.8069),(2 2872.828),(3 3940.2712),(4 4511.5757),(5 5036.7983),(6 5440.869),(7 5508.238),(8 5320.674),(9 4999.0425),(10 4727.048),(11 4528.7524),(12 4354.3423),(13 4254.5205),(14 4302.6167),(15 4464.531),(16 4649.3716),(17 4725.2617),(18 4793.3623),(19 4873.9463),(20 4919.0854),(21 4965.568),(22 4970.886),(23 4893.9604),(24 4814.401),(25 4758.6963),(26 4719.7866),(27 4721.8276),(28 4707.6514),(29 4706.5303),(30 4823.706),(31 4898.8105),(32 4888.384),(33 4790.662),(34 4749.3813),(35 4789.282),(36 4880.8687),(37 4959.1045),(38 5045.6357),(39 5100.3657),(40 5035.9736),(41 5013.678),(42 5003.329),(43 5035.1387),(44 5084.0586),(45 5051.873),(46 5005.33),(47 5033.226),(48 5071.786),(49 5065.4272),(50 5077.2007),(51 5071.5723),(52 5058.9136),(53 5052.6807),(54 5089.49),(55 5123.593),(56 5139.555),(57 5194.37),(58 5204.7544),(59 5221.451),(60 5229.6426),(61 5216.916),(62 5224.5903),(63 5173.524),(64 5137.3066),(65 5100.751),(66 5085.831),(67 5097.0195),(68 5081.161),(69 5051.685),(70 5063.529),(71 5092.4043),(72 5037.216),(73 5026.075),(74 5047.7397),(75 5094.4673),(76 5086.3506),(77 5087.625),(78 5046.223),(79 4953.142),
(1 1142.623),(2 2698.6575),(3 3726.4014),(4 4354.056),(5 4961.4033),(6 5313.745),(7 5318.592),(8 5134.1914),(9 4857.097),(10 4589.8784),(11 4356.3486),(12 4200.6436),(13 4159.276),(14 4214.2383),(15 4324.2104),(16 4458.4297),(17 4612.868),(18 4678.2563),(19 4707.4907),(20 4785.0107),(21 4909.566),(22 4955.6914),(23 4917.156),(24 4865.059),(25 4770.051),(26 4675.737),(27 4672.033),(28 4675.313),(29 4618.394),(30 4592.183),(31 4635.646),(32 4681.909),(33 4678.986),(34 4743.7085),(35 4811.5024),(36 4925.6597),(37 5004.512),(38 5054.667),(39 5065.02),(40 5025.9146),(41 4934.735),(42 4866.765),(43 4882.7383),(44 4920.7383),(45 4909.0913),(46 4912.963),(47 5016.5576),(48 5075.6846),(49 5106.2104),(50 5137.454),(51 5139.2954),(52 5081.2954),(53 5080.181),(54 5142.8496),(55 5169.6855),(56 5109.8096),(57 5030.0313),(58 4981.2974),(59 4937.99),(60 4882.42),(61 4815.935),(62 4773.1587),(63 4781.8613),(64 4788.7207),(65 4780.0527),(66 4781.602),(67 4716.979),(68 4654.569),(69 4597.9146),(70 4624.4053),(71 4667.9463),(72 4745.958),(73 4831.41),(74 4868.61),(75 4885.9185),(76 4845.4966),(77 4846.2305),(78 4797.565),(79 4703.8325),
(1 1200.8046),(2 2846.4683),(3 3926.1907),(4 4572.547),(5 5125.9883),(6 5440.273),(7 5426.9272),(8 5167.107),(9 4836.115),(10 4526.2817),(11 4304.2295),(12 4159.3174),(13 4217.676),(14 4389.108),(15 4574.992),(16 4696.972),(17 4732.5576),(18 4741.566),(19 4703.644),(20 4697.635),(21 4778.0996),(22 4838.9756),(23 4877.7754),(24 4866.5513),(25 4808.1284),(26 4765.378),(27 4771.218),(28 4742.4688),(29 4627.0313),(30 4488.8),(31 4413.6685),(32 4416.307),(33 4465.367),(34 4519.645),(35 4630.428),(36 4711.788),(37 4780.2744),(38 4872.901),(39 4943.4644),(40 4900.889),(41 4827.3286),(42 4758.963),(43 4698.9634),(44 4642.311),(45 4623.853),(46 4678.299),(47 4693.092),(48 4720.947),(49 4800.7363),(50 4825.564),(51 4810.1396),(52 4844.2275),(53 4900.8193),(54 4923.2075),(55 5006.4395),(56 5059.988),(57 5010.0225),(58 4879.13),(59 4692.866),(60 4542.8237),(61 4516.8477),(62 4601.3203),(63 4681.86),(64 4804.744),(65 4823.4204),(66 4741.5415),(67 4643.92),(68 4622.8745),(69 4615.435),(70 4643.1484),(71 4688.7764),(72 4782.4785),(73 4801.598),(74 4802.416),(75 4792.2456),(76 4788.6157),(77 4784.5444),(78 4808.3228),(79 4854.9956),
(1 1119.4227),(2 2628.2742),(3 3569.9314),(4 4242.483),(5 4853.9517),(6 5175.2515),(7 5054.765),(8 4679.448),(9 4326.5825),(10 4109.3213),(11 3998.9126),(12 3964.0957),(13 4092.9875),(14 4274.696),(15 4405.103),(16 4467.5093),(17 4453.7554),(18 4415.888),(19 4356.4976),(20 4380.486),(21 4498.867),(22 4566.839),(23 4559.287),(24 4573.194),(25 4576.5835),(26 4523.7876),(27 4444.772),(28 4366.519),(29 4246.4453),(30 4135.947),(31 4078.3547),(32 4051.645),(33 4076.2026),(34 4143.731),(35 4233.8823),(36 4282.019),(37 4334.233),(38 4407.429),(39 4547.3203),(40 4622.879),(41 4627.7754),(42 4559.0566),(43 4483.381),(44 4380.5566),(45 4284.5293),(46 4260.7754),(47 4246.5806),(48 4223.0044),(49 4235.7544),(50 4253.9175),(51 4337.4634),(52 4401.6523),(53 4490.001),(54 4631.3657),(55 4737.397),(56 4745.2935),(57 4667.653),(58 4544.4146),(59 4333.9204),(60 4186.463),(61 4193.231),(62 4336.3257),(63 4483.074),(64 4640.8594),(65 4704.057),(66 4679.6353),(67 4608.573),(68 4510.004),(69 4435.007),(70 4403.435),(71 4378.062),(72 4433.817),(73 4466.9326),(74 4492.7163),(75 4481.129),(76 4480.753),(77 4553.592),(78 4668.2383),(79 4739.7085),
(1 1127.8756),(2 2654.4998),(3 3605.8928),(4 4241.9185),(5 4822.0894),(6 5125.2764),(7 4994.9688),(8 4628.4663),(9 4308.849),(10 4108.406),(11 3970.2854),(12 3943.908),(13 4111.6826),(14 4312.325),(15 4418.082),(16 4423.777),(17 4441.069),(18 4451.8467),(19 4383.2827),(20 4470.1865),(21 4630.7056),(22 4716.881),(23 4735.0103),(24 4676.0356),(25 4579.8228),(26 4461.8555),(27 4348.2686),(28 4304.42),(29 4262.513),(30 4210.449),(31 4173.906),(32 4180.154),(33 4165.7607),(34 4253.0864),(35 4325.6133),(36 4343.791),(37 4398.418),(38 4467.782),(39 4538.8604),(40 4531.76),(41 4510.019),(42 4507.604),(43 4488.708),(44 4357.6567),(45 4273.124),(46 4287.9995),(47 4271.831),(48 4289.5083),(49 4356.871),(50 4455.1816),(51 4553.059),(52 4581.5127),(53 4558.029),(54 4512.2095),(55 4477.603),(56 4413.0127),(57 4315.8247),(58 4246.8936),(59 4184.1416),(60 4161.2627),(61 4233.542),(62 4331.8276),(63 4403.063),(64 4503.5024),(65 4585.1436),(66 4553.5156),(67 4480.8716),(68 4401.5264),(69 4300.654),(70 4207.1436),(71 4169.463),(72 4223.7095),(73 4331.9487),(74 4459.9097),(75 4596.7188),(76 4596.1577),(77 4611.724),(78 4648.4063),(79 4619.634),
(1 1110.9843),(2 2576.0386),(3 3403.0127),(4 3986.7263),(5 4542.7236),(6 4856.9165),(7 4712.398),(8 4341.2695),(9 4015.4792),(10 3819.4534),(11 3650.849),(12 3576.3325),(13 3757.5688),(14 3992.5796),(15 4063.5674),(16 4047.6497),(17 4115.277),(18 4201.048),(19 4198.759),(20 4231.5625),(21 4383.7144),(22 4573.542),(23 4633.2817),(24 4559.0586),(25 4403.2065),(26 4243.8955),(27 4112.455),(28 3986.0518),(29 3932.8853),(30 3950.3813),(31 4053.8562),(32 4135.527),(33 4144.132),(34 4232.763),(35 4244.747),(36 4246.547),(37 4328.2197),(38 4439.256),(39 4438.4014),(40 4343.854),(41 4242.228),(42 4174.409),(43 4057.5647),(44 3900.7156),(45 3853.8403),(46 3926.5999),(47 4019.182),(48 4075.8372),(49 4158.165),(50 4265.716),(51 4361.226),(52 4426.4536),(53 4430.733),(54 4385.689),(55 4332.024),(56 4308.063),(57 4281.7964),(58 4216.923),(59 4173.1826),(60 4157.731),(61 4091.9497),(62 4069.044),(63 4090.352),(64 4123.23),(65 4124.681),(66 4158.2935),(67 4218.946),(68 4241.328),(69 4201.4473),(70 4156.7603),(71 4149.5522),(72 4154.842),(73 4186.447),(74 4289.507),(75 4420.167),(76 4447.6704),(77 4448.201),(78 4435.706),(79 4363.9688),
(1 1052.1797),(2 2425.4636),(3 3230.7742),(4 3774.3396),(5 4367.4575),(6 4670.3403),(7 4498.6733),(8 4068.4788),(9 3765.9182),(10 3624.554),(11 3463.8984),(12 3446.6807),(13 3659.7983),(14 3876.087),(15 3976.5767),(16 3992.088),(17 4002.7222),(18 4000.3037),(19 3984.8828),(20 4045.325),(21 4163.16),(22 4293.477),(23 4276.157),(24 4191.8877),(25 4074.1528),(26 3958.6829),(27 3866.653),(28 3825.014),(29 3808.6497),(30 3831.1836),(31 3948.885),(32 4017.7373),(33 4014.4236),(34 3991.9136),(35 3970.4067),(36 3966.804),(37 4047.2322),(38 4114.6445),(39 4216.4893),(40 4180.746),(41 4164.929),(42 4132.9272),(43 4114.127),(44 4074.181),(45 4010.6438),(46 3977.1423),(47 3949.051),(48 3973.0713),(49 3993.4187),(50 4015.0574),(51 4076.9634),(52 4162.604),(53 4238.345),(54 4267.9395),(55 4305.6396),(56 4397.987),(57 4482.4097),(58 4400.7373),(59 4244.727),(60 4045.4785),(61 3849.3325),(62 3764.578),(63 3784.4055),(64 3912.1177),(65 4079.177),(66 4227.075),(67 4340.3135),(68 4410.002),(69 4386.1396),(70 4294.0747),(71 4131.997),(72 4054.1987),(73 4034.4463),(74 4143.0493),(75 4295.0293),(76 4363.5654),(77 4340.879),(78 4311.114),(79 4332.9766),
(1 1052.1538),(2 2331.0542),(3 2968.45),(4 3353.58),(5 3783.687),(6 4066.2146),(7 4002.9966),(8 3738.4543),(9 3565.5823),(10 3547.9678),(11 3462.5652),(12 3396.558),(13 3491.6587),(14 3684.0974),(15 3742.4937),(16 3679.304),(17 3690.9253),(18 3673.1116),(19 3610.9026),(20 3649.7634),(21 3806.0437),(22 3958.0671),(23 4028.2756),(24 3964.6372),(25 3863.4136),(26 3786.1565),(27 3710.07),(28 3702.21),(29 3719.7056),(30 3732.68),(31 3736.8262),(32 3739.743),(33 3742.1436),(34 3797.2056),(35 3798.9504),(36 3787.7068),(37 3778.5864),(38 3844.484),(39 3935.7332),(40 3950.589),(41 3918.9878),(42 3913.934),(43 3881.1353),(44 3805.7312),(45 3755.33),(46 3714.0315),(47 3654.7808),(48 3642.629),(49 3699.4233),(50 3771.8672),(51 3840.07),(52 3900.1926),(53 3929.3706),(54 3942.1206),(55 3969.199),(56 3954.4414),(57 3889.7595),(58 3865.1545),(59 3829.7444),(60 3743.5427),(61 3657.8872),(62 3660.8066),(63 3678.7334),(64 3731.502),(65 3829.241),(66 3962.8755),(67 4052.098),(68 4088.3066),(69 4070.3364),(70 3989.529),(71 3896.2795),(72 3786.179),(73 3751.612),(74 3771.044),(75 3828.0664),(76 3904.982),(77 3973.1282),(78 4043.3372),(79 4072.6958),
(1 978.84705),(2 2175.3965),(3 2766.3005),(4 3104.7524),(5 3456.499),(6 3697.425),(7 3670.9248),(8 3483.6523),(9 3345.8206),(10 3303.459),(11 3181.5715),(12 3137.4263),(13 3281.2896),(14 3431.003),(15 3414.156),(16 3372.3538),(17 3385.0737),(18 3382.308),(19 3356.553),(20 3442.5234),(21 3582.328),(22 3676.6367),(23 3666.77),(24 3619.6287),(25 3608.6926),(26 3589.8582),(27 3510.666),(28 3463.5315),(29 3459.0264),(30 3453.2249),(31 3464.369),(32 3457.315),(33 3434.6973),(34 3465.4858),(35 3502.678),(36 3510.591),(37 3539.5867),(38 3589.3787),(39 3626.7676),(40 3646.397),(41 3626.6228),(42 3616.9927),(43 3572.672),(44 3494.2273),(45 3435.9263),(46 3431.375),(47 3461.7031),(48 3527.7896),(49 3591.1692),(50 3661.8286),(51 3733.3281),(52 3738.4182),(53 3656.345),(54 3598.4941),(55 3564.0615),(56 3509.6638),(57 3486.0317),(58 3517.7825),(59 3537.8142),(60 3523.3677),(61 3511.9714),(62 3521.2427),(63 3566.0925),(64 3577.8164),(65 3522.4006),(66 3502.0815),(67 3485.8647),(68 3502.7498),(69 3550.001),(70 3563.4524),(71 3590.944),(72 3589.7434),(73 3612.8),(74 3650.4792),(75 3644.6729),(76 3609.7874),(77 3614.0198),(78 3627.258),(79 3667.736),
(1 979.6481),(2 2148.032),(3 2753.196),(4 3153.7695),(5 3540.4578),(6 3709.0083),(7 3585.8633),(8 3424.615),(9 3361.2222),(10 3305.9368),(11 3162.6628),(12 3083.7573),(13 3197.8267),(14 3327.481),(15 3361.2793),(16 3411.444),(17 3485.0903),(18 3488.7615),(19 3460.8994),(20 3533.1814),(21 3618.7393),(22 3687.8928),(23 3615.1636),(24 3511.083),(25 3462.1243),(26 3466.1785),(27 3392.309),(28 3353.7424),(29 3372.6848),(30 3368.0725),(31 3365.2542),(32 3402.617),(33 3424.5884),(34 3500.8372),(35 3554.7478),(36 3559.4395),(37 3594.7236),(38 3655.5713),(39 3625.6624),(40 3569.2634),(41 3489.385),(42 3485.8972),(43 3542.1025),(44 3582.2146),(45 3554.7058),(46 3560.2302),(47 3627.6177),(48 3716.216),(49 3760.6074),(50 3735.1707),(51 3709.311),(52 3647.0725),(53 3607.0151),(54 3633.1448),(55 3666.9849),(56 3656.3096),(57 3660.0754),(58 3631.354),(59 3601.5393),(60 3583.676),(61 3530.7817),(62 3562.6575),(63 3627.1548),(64 3656.4185),(65 3564.7263),(66 3490.686),(67 3438.464),(68 3448.1677),(69 3449.2097),(70 3449.1506),(71 3507.4233),(72 3565.436),(73 3623.992),(74 3653.2512),(75 3705.753),(76 3742.1006),(77 3706.8347),(78 3649.2903),(79 3636.7146),
(1 922.93286),(2 1960.3489),(3 2425.0308),(4 2684.3342),(5 2985.1108),(6 3141.6528),(7 3071.5925),(8 2951.348),(9 2952.0496),(10 2975.8318),(11 2946.057),(12 2951.0688),(13 3008.2217),(14 3053.6072),(15 3043.179),(16 3076.5476),(17 3130.5264),(18 3098.4026),(19 3092.6965),(20 3151.9436),(21 3230.0708),(22 3291.06),(23 3305.189),(24 3292.7397),(25 3274.4531),(26 3227.1204),(27 3139.584),(28 3036.0627),(29 3049.9993),(30 3062.4917),(31 3075.277),(32 3087.5261),(33 3166.7522),(34 3251.6853),(35 3277.5564),(36 3286.0447),(37 3264.4258),(38 3245.2922),(39 3253.3945),(40 3220.74),(41 3122.3794),(42 3102.4805),(43 3141.8828),(44 3193.0942),(45 3216.689),(46 3257.761),(47 3318.42),(48 3343.197),(49 3385.307),(50 3432.2502),(51 3390.4758),(52 3360.525),(53 3356.285),(54 3347.366),(55 3308.0728),(56 3302.5913),(57 3353.4622),(58 3356.3857),(59 3339.481),(60 3316.6013),(61 3297.4033),(62 3293.408),(63 3290.1892),(64 3314.511),(65 3336.7993),(66 3326.385),(67 3324.0774),(68 3336.8308),(69 3310.2922),(70 3294.0396),(71 3235.7788),(72 3180.6047),(73 3195.7507),(74 3276.9165),(75 3342.1194),(76 3360.217),(77 3350.7158),(78 3368.2432),(79 3388.5337),
(1 905.8492),(2 1934.2704),(3 2429.323),(4 2683.905),(5 2954.1309),(6 3070.6724),(7 2993.0955),(8 2878.5613),(9 2861.8801),(10 2889.3035),(11 2879.74),(12 2967.6682),(13 3139.3125),(14 3204.0972),(15 3173.8132),(16 3164.7551),(17 3146.4534),(18 3095.5151),(19 3047.7695),(20 3102.6042),(21 3208.1602),(22 3233.8528),(23 3234.4622),(24 3282.1392),(25 3337.7944),(26 3330.9653),(27 3232.9607),(28 3191.7937),(29 3171.1868),(30 3126.5393),(31 3092.1821),(32 3125.5466),(33 3189.9136),(34 3231.4592),(35 3241.1416),(36 3250.6787),(37 3202.5444),(38 3168.633),(39 3182.688),(40 3196.0437),(41 3188.6611),(42 3192.8633),(43 3224.3872),(44 3256.9246),(45 3259.3396),(46 3279.229),(47 3313.832),(48 3362.944),(49 3447.6406),(50 3490.0454),(51 3483.5828),(52 3416.8765),(53 3324.6875),(54 3246.642),(55 3258.0857),(56 3305.194),(57 3362.8418),(58 3398.53),(59 3393.0195),(60 3385.888),(61 3360.5337),(62 3394.3713),(63 3459.3447),(64 3473.4546),(65 3423.4128),(66 3372.6506),(67 3303.449),(68 3251.0208),(69 3244.0999),(70 3267.8435),(71 3277.9966),(72 3307.2651),(73 3349.087),(74 3351.22),(75 3361.511),(76 3404.2495),(77 3434.8792),(78 3468.4475),(79 3488.0042),
(1 893.6167),(2 1873.4045),(3 2325.8848),(4 2640.425),(5 2936.9458),(6 2959.4355),(7 2803.4246),(8 2648.9028),(9 2595.2363),(10 2563.1108),(11 2564.9243),(12 2713.8845),(13 2903.2312),(14 2984.8938),(15 3005.1216),(16 3005.7024),(17 2946.797),(18 2836.7236),(19 2785.1863),(20 2863.1782),(21 2916.1672),(22 2952.4966),(23 2962.1099),(24 2988.3484),(25 3023.2542),(26 3027.2341),(27 3011.0095),(28 2938.1885),(29 2885.835),(30 2838.309),(31 2838.516),(32 2850.3325),(33 2915.8508),(34 2962.627),(35 2974.1082),(36 3004.069),(37 3046.8813),(38 3081.8333),(39 3131.3235),(40 3140.0037),(41 3120.017),(42 3081.8813),(43 3050.0432),(44 3007.3418),(45 2966.3203),(46 3011.9116),(47 3085.3132),(48 3151.5537),(49 3235.2322),(50 3298.681),(51 3287.1458),(52 3220.4988),(53 3168.4873),(54 3122.5393),(55 3134.2803),(56 3206.5847),(57 3243.8372),(58 3250.2449),(59 3230.6099),(60 3202.3372),(61 3221.1824),(62 3320.717),(63 3362.5522),(64 3398.4783),(65 3336.2012),(66 3276.7756),(67 3170.9631),(68 3133.7607),(69 3153.1716),(70 3176.4526),(71 3207.2478),(72 3237.436),(73 3305.2874),(74 3348.0574),(75 3344.8577),(76 3372.01),(77 3382.184),(78 3429.5093),(79 3444.3232),
(1 826.1083),(2 1756.3103),(3 2238.2776),(4 2550.4373),(5 2827.1606),(6 2847.004),(7 2691.7065),(8 2527.2449),(9 2480.2566),(10 2489.4548),(11 2482.0784),(12 2579.703),(13 2713.4746),(14 2806.3132),(15 2826.9556),(16 2841.4385),(17 2834.5356),(18 2769.5906),(19 2740.4636),(20 2769.9407),(21 2816.5215),(22 2851.3125),(23 2842.3047),(24 2864.353),(25 2906.0115),(26 2920.2227),(27 2885.18),(28 2843.6384),(29 2802.3354),(30 2746.1287),(31 2718.979),(32 2715.8386),(33 2781.5837),(34 2831.089),(35 2860.8186),(36 2894.8035),(37 2917.987),(38 2938.5532),(39 2961.8645),(40 2931.391),(41 2904.2813),(42 2872.3638),(43 2838.035),(44 2781.3318),(45 2777.5356),(46 2858.658),(47 2945.4177),(48 3039.6477),(49 3116.929),(50 3129.5981),(51 3096.0596),(52 3037.0776),(53 2969.5498),(54 2909.6584),(55 2921.0112),(56 2984.9321),(57 3058.8354),(58 3133.4182),(59 3157.8208),(60 3157.0303),(61 3200.2368),(62 3237.5676),(63 3219.558),(64 3164.772),(65 3090.7842),(66 3035.829),(67 2996.2986),(68 2929.6687),(69 2894.6301),(70 2911.164),(71 2974.541),(72 3076.1042),(73 3159.5261),(74 3243.128),(75 3291.4792),(76 3280.9785),(77 3221.6687),(78 3165.0762),(79 3154.355),
(1 828.2062),(2 1744.4364),(3 2256.9229),(4 2602.6707),(5 2870.3247),(6 2892.2021),(7 2704.4854),(8 2498.2139),(9 2422.3687),(10 2407.7224),(11 2422.8726),(12 2559.4277),(13 2735.2278),(14 2838.8787),(15 2853.0413),(16 2785.781),(17 2744.7346),(18 2717.1003),(19 2637.0881),(20 2634.9138),(21 2693.0032),(22 2761.5447),(23 2791.876),(24 2834.5303),(25 2862.4111),(26 2852.57),(27 2800.9512),(28 2764.9988),(29 2716.2312),(30 2672.4944),(31 2666.2336),(32 2675.8892),(33 2668.0007),(34 2718.6753),(35 2796.3833),(36 2837.2139),(37 2904.2996),(38 2948.6802),(39 2947.6086),(40 2896.5056),(41 2873.4338),(42 2840.2185),(43 2806.9731),(44 2793.9414),(45 2822.5667),(46 2895.0217),(47 2968.6375),(48 3057.6304),(49 3094.5571),(50 3093.4167),(51 3046.0386),(52 2959.1611),(53 2899.6772),(54 2840.663),(55 2836.1936),(56 2875.6367),(57 2966.435),(58 3059.8281),(59 3113.2607),(60 3102.2986),(61 3130.166),(62 3177.4915),(63 3170.2239),(64 3078.2915),(65 3002.6465),(66 2973.3625),(67 2929.954),(68 2926.3071),(69 2936.4585),(70 2931.1843),(71 2956.0518),(72 3012.4065),(73 3058.1035),(74 3086.125),(75 3106.9844),(76 3123.5688),(77 3076.5137),(78 3066.7522),(79 3084.7708),
