1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 37235.387),(2 102886.94),(3 228776.44),(4 382162.1),(5 582398.3),(6 819424.7),(7 1095051.9),(8 1425914),(9 1798262),(10 2209231.3),(11 2657125.8),(12 3154875.8),(13 3696426.8),(14 4287250.5),(15 4929974),(16 5621954.5),(17 6397879.5),(18 7219202.5),(19 8091105.5),(20 8996882),(21 9993415),(22 11000178),(23 12058931),(24 13128681),(25 14199968),(26 15304184),(27 16477683),(28 17617328),(29 18818520),(30 20000930),(31 21211278),(32 22497856),(33 23831264),(34 25193168),(35 26531018),(36 27878618),(37 29350182),(38 30839618),(39 32368114),(40 33953572),(41 35587900),(42 37274196),(43 38915996),(44 40571576),(45 42172830),(46 43656028),(47 45093828),(48 46463264),(49 47779508),(50 49072496),(51 50258156),(52 51366964),(53 52378612),(54 53309984),(55 54127604),(56 54899780),(57 55635840),(58 56349524),(59 56951564),(60 57469844),(61 57853804),(62 58159044),(63 58379772),(64 58514508),(65 58656076),(66 58818560),(67 59001984),(68 59328320),(69 59650564),(70 60035732),(71 60436210),(72 60948770),(73 61538668),(74 62264416),(75 63070932),(76 63903508),(77 64791980),(78 65715490),(79 66682644),
(1 6001.8516),(2 16362.541),(3 24732.742),(4 29715.592),(5 32478.988),(6 34571.44),(7 35759.105),(8 35831.367),(9 35708.793),(10 36450.293),(11 36976.89),(12 37473.023),(13 38092.492),(14 38402.12),(15 38833.86),(16 39159.902),(17 40135.7),(18 41425.227),(19 41963.105),(20 42149.387),(21 42302.566),(22 42447.97),(23 42539.434),(24 42615.23),(25 42357.14),(26 41604.188),(27 40991.99),(28 40535.074),(29 40698.746),(30 41512.26),(31 42306.875),(32 42924.156),(33 42973.67),(34 42774.613),(35 42345.54),(36 42214.96),(37 42588.348),(38 42927.54),(39 43215.457),(40 43421.023),(41 43381.492),(42 42839.44),(43 42166.805),(44 41771.098),(45 41508.926),(46 41316.44),(47 41291.92),(48 41516.656),(49 41966.54),(50 42297.066),(51 43050.145),(52 43217.1),(53 42713.934),(54 41958.895),(55 41483.324),(56 41186.953),(57 41188.44),(58 41033.867),(59 41060.723),(60 41122.813),(61 41289.86),(62 41057.875),(63 40504.465),(64 39922.54),(65 39099.54),(66 38758.19),(67 38984.72),(68 39900.44),(69 41299.008),(70 42259.297),(71 42512.836),(72 42697.656),(73 42976.227),(74 42858.32),(75 42846.938),(76 42831.633),(77 43254.305),(78 43548.85),(79 43509.957),
(1 5684.221),(2 15137.245),(3 22387.459),(4 26651.152),(5 29366.154),(6 31148.219),(7 31720.475),(8 31739.611),(9 31732.086),(10 32266.389),(11 33081.8),(12 34074.19),(13 34591.813),(14 34857.23),(15 35061.98),(16 35749.34),(17 36418.93),(18 36900.04),(19 37231.414),(20 37072.438),(21 36900.18),(22 36759.387),(23 36743.234),(24 36770.67),(25 37042.06),(26 37540.348),(27 38099.07),(28 38407.727),(29 38950.61),(30 39266.61),(31 39385.355),(32 39384.258),(33 39184.934),(34 38856.11),(35 38621.89),(36 38252.09),(37 37818.313),(38 37443.707),(39 37558.13),(40 37931.85),(41 38116.59),(42 38244.695),(43 38438.6),(44 38315.258),(45 37693.543),(46 37391.574),(47 37851.02),(48 38236.69),(49 38647.645),(50 38910.44),(51 39131.324),(52 39445.254),(53 39273.56),(54 38917.53),(55 38479.164),(56 38187.246),(57 37857.918),(58 38026.047),(59 38340.844),(60 38611.555),(61 38688.47),(62 38732.19),(63 38742.71),(64 38339.367),(65 37890.88),(66 37785.664),(67 38124.113),(68 38533.008),(69 38498.395),(70 38539.34),(71 38248.805),(72 37833.46),(73 37403.95),(74 37108.297),(75 36759.957),(76 36604.074),(77 37236.67),(78 37689.92),(79 37694.906),
(1 5449.3125),(2 14693.633),(3 21876.62),(4 26038.23),(5 28499.75),(6 30208.557),(7 31102.336),(8 31321.896),(9 31301.07),(10 31716.875),(11 32462.896),(12 33389.78),(13 33995.87),(14 34316.76),(15 34275.063),(16 34145.707),(17 34579.234),(18 35407.82),(19 35647.266),(20 35775.84),(21 35676.02),(22 35729.72),(23 35898.65),(24 36534.992),(25 36475.688),(26 36409),(27 36675.316),(28 36597.848),(29 36818.156),(30 37350.004),(31 37321.13),(32 37045.84),(33 37017.496),(34 37127.19),(35 37284.64),(36 37972.22),(37 38324.203),(38 38541.504),(39 38563.01),(40 38542.48),(41 38623.832),(42 38646.08),(43 38811.445),(44 38882.73),(45 38548.41),(46 38721.07),(47 39347.34),(48 40406.36),(49 41182.203),(50 41835.93),(51 42542.805),(52 42779.203),(53 42239.87),(54 41320.043),(55 40435.48),(56 39631.457),(57 38733.07),(58 38362.473),(59 38187.11),(60 37567.23),(61 37387.297),(62 37163.355),(63 37589.25),(64 37996.465),(65 38711.8),(66 39395.4),(67 39749.184),(68 39789.133),(69 39812.555),(70 39741.07),(71 38994.176),(72 38111.17),(73 37603.305),(74 37176.074),(75 36739.957),(76 36855.715),(77 37553.426),(78 38051.152),(79 37912.305),
(1 5589.0366),(2 14825.615),(3 21634.44),(4 25695.2),(5 28570.19),(6 30577.92),(7 31611.166),(8 31919.387),(9 32564.314),(10 33500.32),(11 34276.35),(12 35022.047),(13 35359.2),(14 35376.84),(15 35050.27),(16 34867.64),(17 35614.83),(18 36432.61),(19 36624.785),(20 36483.46),(21 36075.47),(22 35760.59),(23 35786.594),(24 35746.406),(25 35300.773),(26 35240.44),(27 35489.387),(28 35385.605),(29 35363.406),(30 34920.78),(31 34551.547),(32 34672.555),(33 34939.707),(34 35538.223),(35 36268.027),(36 36566.53),(37 36375.023),(38 36019.875),(39 35754.77),(40 35574.02),(41 35382.027),(42 35281.1),(43 35656.055),(44 35900.66),(45 35701.195),(46 35645.68),(47 35763.73),(48 36023.86),(49 36744.83),(50 37639.813),(51 38358.69),(52 38795.39),(53 38603.83),(54 38224.125),(55 37594.266),(56 36989.19),(57 36692.035),(58 36899.855),(59 37027.098),(60 36962.715),(61 37424.01),(62 37792.535),(63 38166.973),(64 38540.92),(65 38741.93),(66 38939.79),(67 39035.223),(68 39285.926),(69 39455.926),(70 39358.19),(71 38959.195),(72 38295.395),(73 37500.664),(74 36621.773),(75 35423.08),(76 35203.742),(77 36284.684),(78 37330.59),(79 37708.484),
(1 5383.4087),(2 14175.84),(3 21009.016),(4 25103.113),(5 27809.754),(6 29755.328),(7 30944.951),(8 31410.373),(9 32342.59),(10 33641.26),(11 34883.098),(12 35535.1),(13 35994.57),(14 36401.14),(15 36749.406),(16 37165.145),(17 37809.754),(18 38520.402),(19 38805.047),(20 38674.6),(21 37821.71),(22 37565.11),(23 38260.32),(24 38632.258),(25 38236.11),(26 38030.336),(27 37867.527),(28 37264.19),(29 37571.3),(30 37726.863),(31 37972.477),(32 38764.945),(33 39321.48),(34 39257.89),(35 38629.027),(36 37661.547),(37 36618.336),(38 35910.17),(39 35567.402),(40 35322.34),(41 35352.574),(42 35206.035),(43 35122.363),(44 35059.477),(45 35332.34),(46 35647.24),(47 35757.7),(48 36036.49),(49 36254.77),(50 35609.516),(51 35134.44),(52 35235.484),(53 35619.33),(54 35677.15),(55 35662.473),(56 35813.586),(57 35928.79),(58 36264.617),(59 36468.957),(60 37024.836),(61 37849.016),(62 38359.707),(63 38563.3),(64 38778.973),(65 38771.13),(66 39030.164),(67 39949.848),(68 40778.207),(69 41344.855),(70 41040.2),(71 39878.867),(72 38653.84),(73 37600.28),(74 37049.11),(75 36909.047),(76 37660.07),(77 38297.883),(78 38376.74),(79 37925.164),
(1 5301.452),(2 14003.119),(3 20949.174),(4 25122.797),(5 27642.607),(6 28686.51),(7 28766.918),(8 28973.455),(9 29414.596),(10 30309.611),(11 31506.816),(12 32172.885),(13 32637.068),(14 33018.723),(15 33452.313),(16 33985.285),(17 34627.53),(18 35277.36),(19 35770.992),(20 35837.914),(21 35944.64),(22 36798.883),(23 37695.484),(24 38250.12),(25 37843.254),(26 37136.395),(27 36707.37),(28 36841.184),(29 37360.285),(30 37252.055),(31 37542.406),(32 37706.32),(33 37383.46),(34 37092.63),(35 36995.883),(36 36694.434),(37 36664.832),(38 36245.77),(39 35916.004),(40 35767.945),(41 35788.34),(42 35403.965),(43 35196.137),(44 35248.844),(45 35702.95),(46 36465.332),(47 36685.652),(48 37168.695),(49 37464.145),(50 37568.24),(51 37942.97),(52 38583.668),(53 39040.99),(54 39263.008),(55 38973.09),(56 38794.277),(57 38953.004),(58 39108.97),(59 39378.04),(60 39939.395),(61 40317.74),(62 40421.383),(63 40521.625),(64 40516.367),(65 40574.74),(66 40652.594),(67 40478.93),(68 40340.484),(69 40191.434),(70 40148.242),(71 39830.824),(72 39119.277),(73 38434.74),(74 37885.395),(75 37458.242),(76 37423.625),(77 37583.492),(78 37826.742),(79 37931.293),
(1 5373.7144),(2 14360.408),(3 21599.115),(4 26095.053),(5 28987.52),(6 30967.762),(7 31826.89),(8 32048.977),(9 32125.4),(10 32561.283),(11 33260.375),(12 34237.992),(13 34964.574),(14 35339.08),(15 35617.82),(16 35843.27),(17 36225.746),(18 36961.73),(19 37303.59),(20 36917.973),(21 36524.594),(22 36618.67),(23 36470.24),(24 36115.992),(25 35921.637),(26 35996.832),(27 36320.84),(28 36835.492),(29 37470.41),(30 37963.305),(31 38331.188),(32 38180.965),(33 37932.902),(34 37641.38),(35 37155.824),(36 36404.05),(37 35526.082),(38 34332.656),(39 34089.082),(40 34506.887),(41 35155.594),(42 35741.77),(43 36049.69),(44 36091.523),(45 36494.72),(46 37129.95),(47 38014.72),(48 38909.35),(49 39294.69),(50 39422.62),(51 39481.348),(52 39159.582),(53 38723.996),(54 38486.367),(55 38521.582),(56 38409.594),(57 37946.445),(58 37645.69),(59 37616.008),(60 37788.695),(61 37595.875),(62 37515.43),(63 37551.984),(64 37293.25),(65 37270.8),(66 37596.613),(67 37848.465),(68 37963.23),(69 37745.117),(70 37168.87),(71 36337.16),(72 35747.89),(73 35786.64),(74 36226.69),(75 36451.668),(76 36346.215),(77 36545.78),(78 36627.844),(79 36212.11),
(1 5300.283),(2 14075.475),(3 21035.201),(4 25289.17),(5 27913.959),(6 29529.387),(7 29986.582),(8 29721.24),(9 29208.799),(10 29523.508),(11 30195.113),(12 30795.527),(13 31218.691),(14 31705.174),(15 32123.713),(16 32677.314),(17 33538.43),(18 34427.973),(19 34543.67),(20 34246.81),(21 34494.766),(22 34806.777),(23 34613.793),(24 34299.992),(25 34098.617),(26 34176.23),(27 34431.863),(28 34443.375),(29 34364.13),(30 34589.383),(31 34822.563),(32 34604.277),(33 34391.582),(34 34395.94),(35 34285.426),(36 34109.137),(37 34022.24),(38 34234.89),(39 34576.29),(40 34791.336),(41 34766.336),(42 34090.293),(43 33284.645),(44 32572.771),(45 32834.832),(46 33847.21),(47 34936.625),(48 35403.31),(49 35619.027),(50 35957.72),(51 36178.004),(52 35915.152),(53 35487.645),(54 35049.945),(55 34469.754),(56 34366.93),(57 34654.453),(58 35067.844),(59 35156.234),(60 34776.734),(61 34580.348),(62 34767.28),(63 34788.68),(64 34721.254),(65 34873.754),(66 35288.273),(67 35379.293),(68 35020.426),(69 34604.836),(70 34052.516),(71 33461.484),(72 33109.203),(73 33055.484),(74 32917.75),(75 32728.096),(76 32519.432),(77 32356.836),(78 32403.082),(79 32486.035),
(1 5146.4365),(2 13594.254),(3 20059.389),(4 23969.994),(5 26444.885),(6 27457.564),(7 27487.994),(8 27149.693),(9 27174.346),(10 27993.17),(11 28659.785),(12 29338.574),(13 29736.064),(14 29998.32),(15 30398.314),(16 30804.596),(17 31278.266),(18 31627.072),(19 31687.314),(20 31673.115),(21 31826.125),(22 32019.674),(23 32055.766),(24 32102.287),(25 32413.006),(26 32635.072),(27 32880.945),(28 33023.15),(29 33389.79),(30 33652.26),(31 33570.844),(32 33162.7),(33 32812.707),(34 32627.621),(35 32073.977),(36 31506.49),(37 31321.297),(38 31151.379),(39 31225.441),(40 31303.895),(41 31280.346),(42 31223.164),(43 31182.006),(44 31269.986),(45 31413.334),(46 31602.234),(47 31471.81),(48 31451.412),(49 31714.15),(50 31910.844),(51 32341.914),(52 32767.146),(53 33033.168),(54 32962.793),(55 32844.008),(56 33086.574),(57 33306.09),(58 33507.25),(59 33802),(60 33837.89),(61 34058.785),(62 34248.95),(63 34321.25),(64 34361.883),(65 34482.78),(66 34541.11),(67 34164.934),(68 33776.72),(69 33780.824),(70 33673.063),(71 33282.12),(72 32834.57),(73 32640.797),(74 32629.088),(75 32611.307),(76 32177.088),(77 31487.68),(78 30951.947),(79 30891.625),
(1 5199.8657),(2 13654.184),(3 20282.316),(4 24117.43),(5 26581.635),(6 27853.428),(7 27949.568),(8 27620.182),(9 27441.64),(10 27915.824),(11 28364.83),(12 28771.568),(13 29338.361),(14 30030.99),(15 31183.082),(16 32129.098),(17 32872.19),(18 33255.105),(19 33154.465),(20 32634.094),(21 32656.273),(22 32751.932),(23 32507.504),(24 32382.242),(25 32577.254),(26 32957.195),(27 33572.17),(28 34220.61),(29 34785.914),(30 34786.477),(31 33563.46),(32 32483.95),(33 31853.367),(34 31719.438),(35 31903.84),(36 32170.01),(37 32451.031),(38 32528.365),(39 32672.867),(40 32515.55),(41 32552.406),(42 32530.965),(43 32431.834),(44 32358.902),(45 32407.346),(46 32634.748),(47 32939.645),(48 33310.645),(49 33153.81),(50 32849.113),(51 33104.105),(52 33537.887),(53 33765.523),(54 33713.555),(55 33652.98),(56 33536.055),(57 33523.027),(58 33469.063),(59 33588.313),(60 33505.25),(61 33646.266),(62 33478.594),(63 33022.26),(64 32724.29),(65 32667.236),(66 32693.701),(67 32459.55),(68 32434.066),(69 32047),(70 31722.537),(71 31665.33),(72 31553.072),(73 31491.016),(74 31423.416),(75 31421.258),(76 31451.5),(77 31388.578),(78 31238.258),(79 31427.764),
(1 5213.564),(2 13671.463),(3 20155.975),(4 23993.715),(5 26490.277),(6 27806.334),(7 27914.986),(8 27549.572),(9 27163.871),(10 27394.572),(11 27723.846),(12 28145.617),(13 28665.621),(14 29087.693),(15 29970.412),(16 30762.053),(17 31654.826),(18 32146.2),(19 32233.229),(20 32338.908),(21 32768.633),(22 33218.047),(23 33496.145),(24 33746.37),(25 33494.434),(26 33347.555),(27 33370.477),(28 33435.836),(29 33311.527),(30 32591.63),(31 31865.484),(32 31991.215),(33 32144.166),(34 32308.35),(35 32693.719),(36 32774.523),(37 32626.174),(38 32481.314),(39 32477.223),(40 32408.137),(41 32219.684),(42 31760.354),(43 31689.525),(44 31968.445),(45 32263.16),(46 32583.326),(47 32737.186),(48 32582.758),(49 32641.248),(50 32686.281),(51 32872.05),(52 33046.66),(53 33109.04),(54 33609.203),(55 33957.97),(56 33901.86),(57 33943.82),(58 33913.313),(59 33732.33),(60 33405.39),(61 33307.242),(62 33485.613),(63 33509.316),(64 33142.98),(65 32838.85),(66 32757.941),(67 32658.314),(68 32566.219),(69 32423.805),(70 32436.025),(71 32630.379),(72 32652.99),(73 32424.777),(74 32115.219),(75 32073.865),(76 32164.115),(77 32110.777),(78 31936.83),(79 31885.316),
(1 4925.4233),(2 12898.947),(3 19041.693),(4 22894.582),(5 25227.322),(6 25977.463),(7 25376.422),(8 24277.959),(9 23753.04),(10 24072.59),(11 24673.111),(12 25307.51),(13 25892.51),(14 26580.043),(15 27409.068),(16 27992.299),(17 28774.766),(18 29246.793),(19 29352.398),(20 29033.69),(21 28772.26),(22 28750.979),(23 28901.518),(24 29152.596),(25 29142.611),(26 29361.512),(27 30081.367),(28 30766.078),(29 31275.734),(30 30856.213),(31 30217.373),(32 29750.28),(33 29416.193),(34 29270.1),(35 29310.867),(36 29366.879),(37 29805.549),(38 30220.201),(39 30456.754),(40 30508.885),(41 30008.494),(42 29694.674),(43 29786.734),(44 30134.898),(45 30716.305),(46 31362.826),(47 31575.76),(48 31741.777),(49 32138.654),(50 32230.406),(51 31888.594),(52 31611.44),(53 30970.154),(54 30668.412),(55 30756.982),(56 31304.24),(57 31981.184),(58 32406.621),(59 32138.951),(60 31463.213),(61 30850.03),(62 30364.56),(63 30149.355),(64 29915.182),(65 30302.996),(66 30885.828),(67 30969.178),(68 30448.027),(69 29668.662),(70 29283.988),(71 29374.576),(72 29400.78),(73 29406.668),(74 29758.617),(75 30077.85),(76 30191.832),(77 29941.3),(78 29533.482),(79 29236.246),
(1 4968.619),(2 12919.423),(3 18962.818),(4 22262.643),(5 24246.254),(6 25308.066),(7 25256.533),(8 25059.791),(9 25048.287),(10 25605.547),(11 26168.914),(12 26498.006),(13 26740.328),(14 26810.783),(15 27037.357),(16 27178.352),(17 27539.148),(18 28066.68),(19 28538.965),(20 28852.445),(21 28768.365),(22 28964.316),(23 28968.893),(24 28956.46),(25 29106.8),(26 29795.668),(27 30635.549),(28 31404.277),(29 31382.154),(30 30383.465),(31 29820.598),(32 30022.451),(33 30499.506),(34 30857.975),(35 31383.598),(36 31839.193),(37 32211.713),(38 32179.588),(39 31745.164),(40 31191.346),(41 31028.041),(42 31187.338),(43 31282.004),(44 31542.729),(45 31909.926),(46 32217.922),(47 32022.514),(48 31815.967),(49 31666.535),(50 31469.115),(51 31700.06),(52 31417.242),(53 31363.729),(54 32008.219),(55 32875.14),(56 33471.984),(57 33559.53),(58 33188.6),(59 32478.88),(60 31864.598),(61 31634.025),(62 31375.154),(63 31460.62),(64 32231.549),(65 33118.33),(66 33318.477),(67 32853.59),(68 32315.46),(69 31869.064),(70 32010.129),(71 32049.955),(72 31882.813),(73 31519.96),(74 31392.361),(75 31387.42),(76 31061.645),(77 30339.316),(78 29573.133),(79 28919.896),
(1 4925.0625),(2 12584.929),(3 18306.54),(4 21359.533),(5 23364.92),(6 24339.662),(7 24255.549),(8 24084.08),(9 23848.473),(10 24080.158),(11 24790.941),(12 25591.275),(13 26117.85),(14 26786.607),(15 27700.496),(16 28387.006),(17 29097.373),(18 29675.586),(19 29970.607),(20 30087.809),(21 29848.787),(22 29653.45),(23 29089.426),(24 28695.432),(25 28738.518),(26 29082.637),(27 29318.65),(28 29530.31),(29 29332.697),(30 28797.74),(31 28578.27),(32 28549.295),(33 28569.441),(34 28592.674),(35 28793.145),(36 28842.242),(37 28906.867),(38 28666.719),(39 28355.592),(40 28600.93),(41 28920.012),(42 29020.168),(43 29031.191),(44 29050.45),(45 29334.822),(46 29669.287),(47 29793.834),(48 30177.408),(49 30449.23),(50 30480.645),(51 30250.816),(52 29947.484),(53 29898.178),(54 30185.252),(55 30564.264),(56 31076.213),(57 31552.139),(58 31739.93),(59 31326.496),(60 30859.58),(61 30804.08),(62 30613.277),(63 30318.16),(64 30457.355),(65 30855.834),(66 30734.361),(67 29856.967),(68 28904.314),(69 28352.414),(70 28398.71),(71 28580.803),(72 28898.65),(73 29236.402),(74 29630.563),(75 30050.076),(76 30288.885),(77 30045.488),(78 29315.96),(79 28729.107),
(1 4983.9946),(2 12788.037),(3 18279.064),(4 21451.055),(5 23565.525),(6 24459.314),(7 24334.541),(8 24195.293),(9 24004.818),(10 24251.494),(11 24524.045),(12 24895.623),(13 25588.787),(14 26112.271),(15 26939.771),(16 27473.26),(17 27679.549),(18 27814.086),(19 28129.479),(20 27996.266),(21 27978.32),(22 28296.637),(23 28219.137),(24 28024.092),(25 28117.834),(26 28303.857),(27 28470.629),(28 28654.531),(29 28623.352),(30 28497.08),(31 28352.771),(32 28024.225),(33 27624.686),(34 27381.559),(35 27329.639),(36 27470.564),(37 27685.828),(38 27714.043),(39 27905.506),(40 27976.984),(41 28221.873),(42 28487.951),(43 28400.408),(44 28145.32),(45 28188.105),(46 28552.664),(47 28805.336),(48 29215.574),(49 29491.246),(50 29645.475),(51 29785.559),(52 29610.627),(53 29510.328),(54 29717.697),(55 30227.828),(56 30928.467),(57 31206.877),(58 31179.717),(59 30726.105),(60 30447.814),(61 30477.305),(62 30458.063),(63 30700.6),(64 30760.092),(65 30810.68),(66 30687.049),(67 30470.92),(68 30228),(69 30080.92),(70 30043.234),(71 29842.145),(72 29215.814),(73 28868.074),(74 28383.893),(75 28077.463),(76 27864.223),(77 27734),(78 27512.936),(79 27412.975),
(1 4893.4077),(2 12380.158),(3 17707.777),(4 20670.15),(5 22493.375),(6 23486.816),(7 23648.428),(8 23493.025),(9 23047.848),(10 23011.12),(11 23151.922),(12 23362.563),(13 23337.068),(14 23412.232),(15 24224.648),(16 24928.178),(17 25369.758),(18 25495.45),(19 25405.527),(20 25117.955),(21 24758.35),(22 24901.916),(23 25193.416),(24 25555.902),(25 25841.375),(26 26123.186),(27 26480.352),(28 26835),(29 27358.78),(30 27450.64),(31 27055.66),(32 26515.17),(33 26264.232),(34 26173.705),(35 26327.912),(36 26648.31),(37 27145.352),(38 27524.72),(39 27717.14),(40 27715.984),(41 27805.557),(42 27908.758),(43 27697.617),(44 27783.06),(45 28127.707),(46 28264.428),(47 28193.453),(48 28077.547),(49 28323.764),(50 28421.459),(51 28374.81),(52 28156.73),(53 28245.85),(54 28676.938),(55 28856.633),(56 28753.742),(57 28537.547),(58 28653.016),(59 28931.537),(60 29173),(61 28987.037),(62 28798.025),(63 28528.855),(64 28378.762),(65 28296.012),(66 27952.107),(67 27677.273),(68 27639.166),(69 27515.314),(70 27291.742),(71 26840.012),(72 26382.639),(73 26414.102),(74 26608.447),(75 26915.629),(76 27185.908),(77 27054.955),(78 26910.68),(79 26719.658),
(1 4761.919),(2 11852.897),(3 16586.834),(4 19049.701),(5 20394.822),(6 21086.607),(7 21340.79),(8 21425.023),(9 21345.014),(10 21568.014),(11 21856.021),(12 22163.469),(13 22561.826),(14 23183.363),(15 24383.768),(16 25246.537),(17 25412.453),(18 25214.158),(19 24997.67),(20 24925.813),(21 25277.2),(22 25686.404),(23 25615.994),(24 25447.012),(25 25107.31),(26 25042.271),(27 25242.963),(28 25439.395),(29 25359.002),(30 25376.188),(31 25449.918),(32 25275.416),(33 25249.506),(34 25628.2),(35 25955.176),(36 26016.846),(37 25945.152),(38 25932.842),(39 26197.451),(40 26465.775),(41 26542.488),(42 26693.234),(43 26939.066),(44 27150.594),(45 26939.035),(46 26310.205),(47 25890.48),(48 25820.982),(49 26257.447),(50 26484.436),(51 26494.584),(52 26700.693),(53 26942.064),(54 26987.041),(55 27082.977),(56 27573.783),(57 27981.445),(58 28046.764),(59 28177.236),(60 28386.816),(61 28449.346),(62 28238.2),(63 28107.375),(64 28034.43),(65 28049.082),(66 27740.543),(67 27518.537),(68 27285.934),(69 26891.105),(70 26484.266),(71 25922.422),(72 25631.531),(73 25770.164),(74 25856.006),(75 25957.105),(76 25991.81),(77 25808.213),(78 25595.242),(79 25212.125),
(1 4858.5024),(2 12091.475),(3 16878.74),(4 19450.836),(5 21117.99),(6 21882.695),(7 22038.393),(8 22164.727),(9 22165.746),(10 22447.748),(11 22847.254),(12 23239.62),(13 23596.008),(14 24060.436),(15 25200.936),(16 26186.732),(17 26472.615),(18 26416.184),(19 26280.955),(20 26217.836),(21 26174.434),(22 25819.018),(23 25254.14),(24 25069.373),(25 24807.305),(26 24901.295),(27 25330.18),(28 25413.004),(29 25252.697),(30 25162.506),(31 25152.39),(32 25123.318),(33 25410.53),(34 25749.629),(35 25836.592),(36 25839.707),(37 25651.893),(38 25278.348),(39 25228.525),(40 24986.398),(41 24830.832),(42 24983.258),(43 25308.896),(44 25378.977),(45 25055.8),(46 24920.111),(47 24573.713),(48 24234.023),(49 24446.479),(50 24667.322),(51 24993.887),(52 25520.531),(53 25663.686),(54 25751.75),(55 25798.244),(56 26159.816),(57 26669.219),(58 26945.852),(59 27376.31),(60 27662.723),(61 27795.777),(62 27373.842),(63 26853.158),(64 26636.363),(65 26245.58),(66 25746.744),(67 25584.936),(68 25918.314),(69 26320.12),(70 26672.777),(71 26735.934),(72 26655.842),(73 26562.822),(74 26378.988),(75 25970.271),(76 25492.668),(77 24947.674),(78 24406.545),(79 23951.598),
