1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76690.66),(2 95744.9),(3 79649.46),(4 177868.75),(5 214952.67),(6 194637.55),(7 373091.34),(8 455458.66),(9 494075.47),(10 618638),(11 699254.06),(12 735061),(13 854533.2),(14 926090.3),(15 975468.2),(16 1130615.1),(17 1238981.1),(18 1328382.6),(19 1493616.5),(20 1622970.6),(21 1703521),(22 1880635),(23 2003346.6),(24 2079502.6),(25 2251832.8),(26 2341640.3),(27 2398095.5),(28 2522905),(29 2569546.3),(30 2580517.3),(31 2713173.8),(32 2771675.3),(33 2831038.8),(34 2988170.8),(35 3090798),(36 3152736.8),(37 3362865.3),(38 3493060),(39 3604169),(40 3830513.3),(41 3998673.8),(42 4159090.8),(43 4435742.5),(44 4643945),(45 4832269.5),(46 5112370.5),(47 5340747.5),(48 5610278),(49 5957070),(50 6222931.5),(51 6508616),(52 6921814.5),(53 7022194.5),(54 7251874.5),(55 7594549.5),(56 7860425.5),(57 8108798.5),(58 8452159),(59 8709208),(60 8927563),(61 9274244),(62 9477505),(63 9744624),(64 10047738),(65 10258910),(66 10470845),(67 10786050),(68 11048595),(69 11289753),(70 11619648),(71 11872603),(72 12109248),(73 12409772),(74 12704303),(75 13001631),(76 13380561),(77 13705952),(78 14029228),(79 14277891),
(1 6194.5356),(2 16857.402),(3 25670.3),(4 31207.803),(5 34471.566),(6 36538.64),(7 37357.434),(8 37262.75),(9 37540.098),(10 38612.277),(11 39700.797),(12 40002.176),(13 40666.563),(14 41944.7),(15 43031.18),(16 43566.12),(17 43716.84),(18 44587),(19 45737.477),(20 46738.355),(21 47371.94),(22 47810.84),(23 48055.535),(24 48051.832),(25 47477.54),(26 47305.234),(27 47440.82),(28 47777.95),(29 48099.836),(30 47861.832),(31 47973.477),(32 48443.234),(33 48259.945),(34 47918.984),(35 47557.04),(36 47153.832),(37 46610.52),(38 46355.97),(39 46414.785),(40 46774.26),(41 46976.766),(42 46950.688),(43 46463.977),(44 45876.594),(45 45655.824),(46 45378.523),(47 45240.32),(48 45122.375),(49 45057.996),(50 44909.71),(51 44659.305),(52 44600.926),(53 44692.477),(54 45003.668),(55 45239.74),(56 45576.62),(57 45761.344),(58 45406.855),(59 44749.258),(60 43993.37),(61 43690.9),(62 43565.12),(63 43368.63),(64 43976.99),(65 44958.566),(66 45394.04),(67 45369.56),(68 44964.496),(69 44495.246),(70 44384.188),(71 44585.188),(72 44654.49),(73 45106.35),(74 45706.85),(75 46021.758),(76 46076.504),(77 45928.535),(78 45528.945),(79 45491.074),
(1 5802.4414),(2 15770.258),(3 24032.729),(4 28860.66),(5 31579.805),(6 33234.984),(7 34198.164),(8 34630),(9 35141.547),(10 35822.66),(11 36429.48),(12 36540.246),(13 37108.355),(14 38179.516),(15 39369.06),(16 40235.348),(17 40501.766),(18 40685.18),(19 40968.5),(20 40998.28),(21 40961.2),(22 41007.445),(23 41206.19),(24 41610.95),(25 42108.637),(26 42734.258),(27 43520.08),(28 44234.73),(29 44562.227),(30 44851.434),(31 45409.184),(32 45935.78),(33 45741.78),(34 45215.285),(35 44716.754),(36 44612.496),(37 44385.145),(38 43813.957),(39 43251.332),(40 42835.84),(41 42731.145),(42 42848.547),(43 43110.484),(44 43344.402),(45 43315.85),(46 43079.016),(47 42767.004),(48 43035.773),(49 43327.855),(50 43672.32),(51 43787.375),(52 43660.934),(53 43329.652),(54 42937.758),(55 43189.637),(56 43478.273),(57 43482.93),(58 43203.32),(59 42619.785),(60 41812.598),(61 41281.004),(62 40878.016),(63 40605.145),(64 40803.473),(65 41136.906),(66 41351.848),(67 41257.363),(68 40992.01),(69 41060.39),(70 41343.94),(71 41564.457),(72 41976.918),(73 42630.336),(74 43309.88),(75 43930.496),(76 43698.652),(77 43416.887),(78 43286.477),(79 43509.895),
(1 5718.6074),(2 15318.262),(3 23113.217),(4 27754.305),(5 30469.217),(6 32123.549),(7 33256.195),(8 34712.934),(9 36343.406),(10 37784.79),(11 38795.973),(12 38800.76),(13 38758.234),(14 39102.734),(15 39687.234),(16 40281.242),(17 40694.047),(18 41299.56),(19 42003.047),(20 42252.117),(21 42058.227),(22 42058.902),(23 42217.37),(24 42378.13),(25 42147.605),(26 42111.766),(27 42385.293),(28 43034.97),(29 43735.03),(30 44591.582),(31 45367.785),(32 45566.9),(33 44924.027),(34 44409.97),(35 43849.4),(36 43496.773),(37 42903.824),(38 42439.234),(39 42649.594),(40 43001.664),(41 43392.043),(42 43281.637),(43 43062.082),(44 43396.83),(45 43399.48),(46 43176.44),(47 42486.152),(48 41798.953),(49 41580.426),(50 41830.84),(51 41920.082),(52 41935.13),(53 42153.816),(54 42578.047),(55 42858.68),(56 42964.11),(57 43180.637),(58 43187.258),(59 43258.25),(60 42854.277),(61 42353.707),(62 41691.926),(63 41270.504),(64 41066.94),(65 41007.035),(66 40975.984),(67 40762.816),(68 40489.094),(69 40396.066),(70 40632.684),(71 40754.777),(72 40973.7),(73 40918.99),(74 40843.734),(75 40811.336),(76 40707.336),(77 41201.805),(78 41690.098),(79 41994.277),
(1 5602.3506),(2 15069.38),(3 22560.617),(4 27128.09),(5 29804.309),(6 31768.16),(7 32855.375),(8 33370.465),(9 34250.504),(10 35415.133),(11 36333.65),(12 36527.36),(13 36894.83),(14 37501.645),(15 37962.652),(16 38138.285),(17 37875.746),(18 37845.094),(19 38126.797),(20 38779.25),(21 39518.492),(22 40384),(23 40838.37),(24 41109.97),(25 41230.42),(26 41310.74),(27 41462.62),(28 41747.91),(29 42180.164),(30 42839.703),(31 43240.426),(32 43346.047),(33 43202.402),(34 43382.76),(35 43777.766),(36 43903.098),(37 43651.08),(38 43225.258),(39 42998.766),(40 42866.83),(41 42577.125),(42 42127.348),(43 41523.344),(44 40985.234),(45 40436.395),(46 40348.773),(47 40828.125),(48 41188.992),(49 41524.965),(50 41780.16),(51 41691.44),(52 41692.703),(53 41528.137),(54 41590.99),(55 41879.508),(56 41512.25),(57 40931.91),(58 40425.48),(59 39831.156),(60 39350.813),(61 39081.746),(62 39095.688),(63 39679.605),(64 40420.09),(65 40925.35),(66 41030.766),(67 41176.645),(68 41236.43),(69 40952.273),(70 40618.67),(71 40203.152),(72 40334.066),(73 40391.75),(74 40622.555),(75 41257.867),(76 41329.074),(77 41352.83),(78 41397.996),(79 41803.668),
(1 5741.16),(2 15564.265),(3 23636.318),(4 28712.92),(5 31688.322),(6 33051.523),(7 33465.5),(8 33787.668),(9 34553.203),(10 35221.707),(11 35445.855),(12 35687.266),(13 36895.047),(14 38321.13),(15 39312.95),(16 39706.215),(17 40100.477),(18 40256.742),(19 40051.875),(20 39534.84),(21 39147.992),(22 39063.81),(23 39032.125),(24 39141.62),(25 39142.56),(26 39704.684),(27 40470.734),(28 40965.176),(29 41250.242),(30 41567.33),(31 41864.58),(32 42120.25),(33 42091.26),(34 42318.215),(35 42792.504),(36 42976.316),(37 42672.324),(38 42117.387),(39 41454.29),(40 40938.574),(41 40466.996),(42 40253.496),(43 40150.457),(44 39761.48),(45 39117.918),(46 39102.23),(47 39487.97),(48 39784.027),(49 40214.184),(50 40120.457),(51 39582.473),(52 39612.168),(53 39758.293),(54 39858.016),(55 40478.56),(56 40571.586),(57 40291.215),(58 39692.36),(59 39348.83),(60 39234.793),(61 39211.12),(62 39534.863),(63 39799.375),(64 39946.152),(65 40417.082),(66 40934.48),(67 41711.406),(68 42311.074),(69 42349.387),(70 41884.13),(71 41065.63),(72 40418.09),(73 40048.41),(74 40246.285),(75 40406.17),(76 40266.45),(77 40198.78),(78 39915.34),(79 40053.76),
(1 5507.3022),(2 14803.382),(3 22497.732),(4 26955.299),(5 29496.486),(6 30890.01),(7 31383.17),(8 31881.89),(9 33042.82),(10 34231.52),(11 34872.754),(12 35050.21),(13 35637.65),(14 36385.766),(15 36912.625),(16 37261.08),(17 37553.117),(18 37978.37),(19 38304.54),(20 38248.02),(21 38195.42),(22 38323.344),(23 38596.824),(24 38592.453),(25 38454.207),(26 38527.652),(27 38824.81),(28 39265.02),(29 39600.074),(30 39994.12),(31 40599.43),(32 41365.707),(33 41982.492),(34 42130.35),(35 42270.45),(36 41950.08),(37 41257.32),(38 40774.63),(39 40532.52),(40 40128.316),(41 39835.78),(42 40232.7),(43 40568.72),(44 40733.31),(45 40390.93),(46 40305.65),(47 40181.54),(48 40043.047),(49 40097.96),(50 40081.535),(51 39922.055),(52 39556.684),(53 38858.684),(54 38164.637),(55 37521.84),(56 37136.57),(57 36951.81),(58 37229.727),(59 37794.684),(60 38246.145),(61 38652.23),(62 39219.477),(63 39541.28),(64 39626.965),(65 39325.508),(66 39017.406),(67 39173.625),(68 39331.004),(69 39261.85),(70 38979),(71 38773.89),(72 38971.504),(73 39186.52),(74 39403.97),(75 39502.78),(76 39380.734),(77 39508.25),(78 39564.04),(79 39472.563),
(1 5591.8115),(2 15002.152),(3 22658.002),(4 27154.846),(5 29715.674),(6 31066.643),(7 31558.473),(8 32128.385),(9 33031.207),(10 33898.02),(11 34245.547),(12 34438.445),(13 35248.15),(14 36402.36),(15 37011.145),(16 37438.223),(17 38122.26),(18 38666.492),(19 38747.91),(20 38709.36),(21 38985.793),(22 39068.86),(23 38912.367),(24 38535.438),(25 38217.73),(26 38395.99),(27 38961.363),(28 39395.69),(29 40032.74),(30 40464.88),(31 40808.598),(32 41033.125),(33 41407.133),(34 41814.94),(35 41742.566),(36 41170.93),(37 40475.695),(38 39914.918),(39 39580.2),(40 39393.97),(41 39722.223),(42 40114.605),(43 40573.438),(44 41212.336),(45 41640.777),(46 42060.87),(47 42138.617),(48 42307.6),(49 42663.06),(50 42572.387),(51 42325.684),(52 41819.797),(53 41595.563),(54 41333.23),(55 40925.086),(56 40651.387),(57 40524.42),(58 40541.56),(59 41029.555),(60 41665.9),(61 42204.117),(62 42229.605),(63 41850.855),(64 41580.973),(65 41294.79),(66 41012.7),(67 40808.28),(68 40297.58),(69 39680.633),(70 39152.934),(71 38989.145),(72 39103.926),(73 38930.52),(74 38710.156),(75 38688.742),(76 38414.08),(77 38047.32),(78 37914.59),(79 38227.715),
(1 5444.7534),(2 14634.813),(3 22553.816),(4 27276.24),(5 29986.014),(6 31487.607),(7 31947.281),(8 32003.398),(9 32296.803),(10 32735.393),(11 33800.43),(12 34674.906),(13 36008.953),(14 37610.746),(15 38400.336),(16 38670.473),(17 38771.563),(18 39108.79),(19 39240.277),(20 39198.156),(21 39555.06),(22 40030.953),(23 40049.637),(24 39721.914),(25 39188.57),(26 39263.06),(27 39749.723),(28 39902.277),(29 39866.246),(30 40022.51),(31 40387.254),(32 40487.97),(33 40728.266),(34 41349.723),(35 41413.76),(36 40775.285),(37 39774.73),(38 39021.59),(39 38603.973),(40 38562.543),(41 38816.152),(42 39148.813),(43 39105.97),(44 38927.914),(45 38702.547),(46 38936.137),(47 39404.992),(48 39910.363),(49 40725.914),(50 41004.97),(51 40716.203),(52 40433.195),(53 40133.97),(54 39873.594),(55 40084.453),(56 40025.7),(57 39917.887),(58 39669.94),(59 39293.363),(60 39031.527),(61 39041.055),(62 39094.33),(63 39211.438),(64 39359.566),(65 39515.914),(66 39574.445),(67 39631.117),(68 39194.79),(69 38610.56),(70 38226.53),(71 38073.48),(72 38070.3),(73 38223.84),(74 38437.746),(75 38291.49),(76 37928.13),(77 37761.96),(78 37889.83),(79 38193.46),
(1 5277.8467),(2 14093.205),(3 21298.652),(4 25645.262),(5 28300.031),(6 29971.531),(7 30669.375),(8 31026.316),(9 31278.305),(10 31252.738),(11 31474.018),(12 31824.588),(13 32818.348),(14 34102.348),(15 34797.8),(16 35062.4),(17 35241.38),(18 35612.695),(19 35904.063),(20 36179.047),(21 36855.875),(22 37194.383),(23 37060.734),(24 36727.62),(25 36297.656),(26 36319.746),(27 36344.656),(28 36283.008),(29 36521.016),(30 37048.57),(31 37352.684),(32 37422.867),(33 37255.336),(34 37471.332),(35 37481.63),(36 37046.797),(37 36646.598),(38 36523.777),(39 36303.688),(40 35828.39),(41 35544.082),(42 35037.793),(43 34574.63),(44 34330.973),(45 34373.477),(46 34790.516),(47 35112.24),(48 35404.42),(49 35727.78),(50 35857),(51 35878.37),(52 36012.793),(53 35873.125),(54 35845),(55 35601.813),(56 35462.23),(57 35389.332),(58 35243.086),(59 35113.277),(60 35231.414),(61 35533.457),(62 35790.875),(63 35546.74),(64 35384.81),(65 35284.72),(66 34971.813),(67 34926.895),(68 34995.082),(69 35144.473),(70 35227.27),(71 35092.848),(72 35158.293),(73 35233.793),(74 35565.113),(75 36062.477),(76 36162.71),(77 35905.3),(78 35759.363),(79 35830.656),
(1 5344.7646),(2 14173.7705),(3 21229.133),(4 25319.113),(5 27611.117),(6 28912.965),(7 29340.715),(8 29786.99),(9 30754.164),(10 31799.617),(11 32318.984),(12 32554.14),(13 32960.16),(14 33448.125),(15 33751.316),(16 33833.26),(17 34098.42),(18 34367.28),(19 34528.125),(20 34925.24),(21 35513.332),(22 35689.645),(23 35489.297),(24 35193.72),(25 34985.42),(26 35437.152),(27 35920.56),(28 36100.87),(29 36288.863),(30 36241.34),(31 36233.645),(32 36189.418),(33 35913.457),(34 35648.8),(35 35279),(36 34730.01),(37 34470.023),(38 34313.316),(39 34182.848),(40 34368.867),(41 34534.29),(42 34601.816),(43 34519.902),(44 34494.08),(45 34523.3),(46 34483.707),(47 34470.168),(48 34515.51),(49 34824.7),(50 35066.66),(51 35148.555),(52 35544.66),(53 35974.6),(54 36155.19),(55 36196.54),(56 35967.152),(57 35857.723),(58 35767.766),(59 35529.855),(60 35382.875),(61 35520.984),(62 35995.938),(63 36291.883),(64 36320.813),(65 36222.586),(66 35976.71),(67 36144.973),(68 36521.62),(69 36828.773),(70 36974.39),(71 36494.16),(72 35893.293),(73 35466.574),(74 35286.742),(75 35136.49),(76 34743.99),(77 34517.473),(78 34367.543),(79 34278.273),
(1 5159.188),(2 13558.802),(3 20438.877),(4 24336.754),(5 26647.828),(6 27976.418),(7 28812.441),(8 29572.582),(9 30608.65),(10 31487.084),(11 31828.096),(12 32034.918),(13 32686.951),(14 33416.773),(15 33973.617),(16 34363.05),(17 34127.33),(18 34057.08),(19 33827.402),(20 33563.98),(21 33436.94),(22 33420.336),(23 33521.277),(24 33520.26),(25 33546.21),(26 33621.777),(27 33746.11),(28 34008.918),(29 34332.72),(30 34531.89),(31 34663.023),(32 34693.625),(33 34625.38),(34 34545.176),(35 34488.48),(36 34107.61),(37 34075.754),(38 34079.723),(39 33869.03),(40 33522.074),(41 33193.043),(42 32755.982),(43 32350.566),(44 32205.781),(45 32442.309),(46 32807.336),(47 32842.375),(48 32554.04),(49 32534.918),(50 32454.45),(51 32986.05),(52 33928.168),(53 34527.97),(54 34640.254),(55 34661.016),(56 34579.805),(57 34589.477),(58 34775.285),(59 35118.734),(60 35220.754),(61 35253.47),(62 35564.44),(63 35665.535),(64 35475.797),(65 35270.676),(66 35137.707),(67 35112.016),(68 35622.305),(69 35987.836),(70 36187.43),(71 36178.695),(72 36297.61),(73 35988.098),(74 35762.45),(75 35363.04),(76 34987.414),(77 34898.336),(78 34933.156),(79 34758.457),
(1 5080.6),(2 13311.162),(3 19770.326),(4 23545.938),(5 25789.922),(6 26997.918),(7 27567.416),(8 27998.432),(9 28638.756),(10 29116.992),(11 29303.984),(12 29551.545),(13 29980.732),(14 30507.582),(15 30715.758),(16 30972.371),(17 31031.877),(18 30915.578),(19 30957.176),(20 30991.168),(21 31055.355),(22 31062.22),(23 30877.266),(24 30782.88),(25 30739.043),(26 30898.021),(27 31198.22),(28 31589.941),(29 32242.96),(30 32942.16),(31 33724.19),(32 34319.914),(33 34411.95),(34 34637.74),(35 34548.33),(36 34409.82),(37 34274.33),(38 34143.18),(39 33977.99),(40 33499.676),(41 33044.31),(42 32694.537),(43 32686.486),(44 32743.646),(45 32795.063),(46 32629.66),(47 32696.107),(48 32665.51),(49 32762.316),(50 32730.81),(51 32895.19),(52 33067.254),(53 33030.2),(54 32972.793),(55 32878.42),(56 32962.12),(57 33127.504),(58 33090.914),(59 32763.627),(60 32461.271),(61 32481.836),(62 32762.035),(63 32987.207),(64 33070.535),(65 33293.953),(66 33411.297),(67 33846.625),(68 34216.14),(69 34403.938),(70 34474.438),(71 34638.996),(72 34882.035),(73 35186.344),(74 35279.063),(75 35269.984),(76 35501.3),(77 35641.746),(78 35445.867),(79 35103.914),
(1 5034.015),(2 13185.44),(3 19676.48),(4 23455.215),(5 25539.385),(6 26753.05),(7 27461.38),(8 27904.666),(9 28505.4),(10 29139.664),(11 29872.01),(12 30665.508),(13 31769.473),(14 32865.938),(15 33437.973),(16 33539.938),(17 33460.727),(18 33307.836),(19 33026.434),(20 32706.84),(21 32712.47),(22 32988.297),(23 33124.645),(24 33143.156),(25 33227.22),(26 33503.9),(27 33606.074),(28 33394.336),(29 33530.355),(30 33870.64),(31 34468.527),(32 34966.37),(33 35095.727),(34 35147.957),(35 34677.43),(36 34195.523),(37 33954.24),(38 33896.04),(39 34107.742),(40 34030.633),(41 33672.63),(42 33041.71),(43 32287.422),(44 32076.44),(45 32258.52),(46 32685.434),(47 32813.945),(48 32738.336),(49 32552.879),(50 31843.531),(51 31620.578),(52 31823.53),(53 31615.625),(54 31192.586),(55 31082.797),(56 31175.598),(57 31392.467),(58 31696.693),(59 31971.787),(60 31928.723),(61 32052.432),(62 32269.096),(63 31820.398),(64 31466.322),(65 31309.805),(66 31174.814),(67 31257.39),(68 31630.42),(69 32051.365),(70 32592.008),(71 32971.246),(72 33377.473),(73 33459.418),(74 33482.387),(75 33676.64),(76 33905.055),(77 34064.62),(78 34010.28),(79 34021.43),
(1 5028.071),(2 12844.214),(3 18722.06),(4 21844.328),(5 23805.604),(6 25193.563),(7 26142.521),(8 27152.762),(9 28167.07),(10 28822.941),(11 29080.295),(12 29400.824),(13 29882.56),(14 30330.518),(15 30286.285),(16 29878.492),(17 29800.99),(18 30094.396),(19 30374.227),(20 30553.305),(21 30828.787),(22 31127.807),(23 31420.02),(24 31665.512),(25 31817.457),(26 32163.875),(27 32597.795),(28 33000.555),(29 33318.168),(30 33472.055),(31 33609.895),(32 33698.945),(33 33546.027),(34 33400.977),(35 33085.72),(36 32847.51),(37 32572.18),(38 32475.629),(39 32395.17),(40 32178.537),(41 31787.482),(42 31451.885),(43 31314.445),(44 31592.324),(45 31821.14),(46 31862.688),(47 31568.277),(48 31478.445),(49 31434.932),(50 31320.104),(51 31389.957),(52 31546.92),(53 31430.023),(54 31208.463),(55 31013.54),(56 31029.99),(57 31121.201),(58 31143.336),(59 31378.36),(60 31428.004),(61 31468.518),(62 31596.518),(63 31206.027),(64 30883.162),(65 30791.357),(66 31091.656),(67 31290.398),(68 31190.049),(69 31073.176),(70 31023.04),(71 31205.111),(72 31230.137),(73 31230.125),(74 31227.492),(75 31331.889),(76 31375.55),(77 31410.271),(78 31418.104),(79 31673.625),
(1 4999.4067),(2 12919.861),(3 18964.268),(4 22189.223),(5 23818.238),(6 24567.563),(7 25076.398),(8 25656.531),(9 26490.53),(10 27206.52),(11 27926.932),(12 28586.951),(13 29398.033),(14 30193.137),(15 30991.867),(16 31718.854),(17 32307.764),(18 32421.184),(19 32028.387),(20 31843.8),(21 32088.877),(22 32382.617),(23 32549.316),(24 32661.332),(25 33053.805),(26 33405.215),(27 33605.688),(28 33733.438),(29 33851.355),(30 33837.543),(31 34005.72),(32 34014.664),(33 33562.12),(34 32999.566),(35 32307.568),(36 31876.111),(37 31605.496),(38 31005.373),(39 30489.69),(40 30238.46),(41 30427.912),(42 30799.99),(43 30920.322),(44 31149.41),(45 31185.094),(46 31176.467),(47 31034.65),(48 30891.934),(49 30573.598),(50 30148.34),(51 29913.688),(52 29865.111),(53 29813.354),(54 29924.76),(55 30193.67),(56 30390.406),(57 30563.326),(58 30736.203),(59 31025.973),(60 31305.002),(61 31635.459),(62 31702.97),(63 31351.736),(64 31296.17),(65 31315.488),(66 31240.54),(67 31126.598),(68 31172.486),(69 31253.037),(70 31083.543),(71 30831.037),(72 30801.447),(73 30957.783),(74 31209.18),(75 31574.701),(76 31639.8),(77 31462.67),(78 30980.883),(79 30663.512),
(1 4980.917),(2 12868.339),(3 18880.535),(4 22022.412),(5 23526.654),(6 24511.564),(7 25150.914),(8 25856.3),(9 26715.637),(10 27073.912),(11 27385.768),(12 27847.83),(13 28840.766),(14 29772.33),(15 30398.068),(16 30779.98),(17 31014.9),(18 31108.154),(19 31298.078),(20 31550.531),(21 31836.008),(22 32029.246),(23 31922.72),(24 31762.82),(25 31777.875),(26 32104.697),(27 32422.291),(28 32295.904),(29 32104.432),(30 31868.104),(31 31617.264),(32 31861.082),(33 31955.154),(34 31872.021),(35 31589.648),(36 31487.355),(37 31524.7),(38 31483.793),(39 31245.846),(40 31213.654),(41 31378.549),(42 31556.682),(43 31512.348),(44 31593.23),(45 31554.098),(46 31380.734),(47 30876.246),(48 30291.797),(49 30059.547),(50 29820.268),(51 29790.666),(52 29871.107),(53 29996.645),(54 30345.146),(55 30672.498),(56 30788.057),(57 30627.72),(58 30671.586),(59 30806.438),(60 30951.58),(61 30995.053),(62 30792.615),(63 30346.162),(64 30185.715),(65 30225.701),(66 30118.58),(67 30180.52),(68 30013.508),(69 30089.996),(70 30194.432),(71 30081.396),(72 30047.744),(73 29923.693),(74 30152.389),(75 30641.357),(76 30922.31),(77 30827.822),(78 30323.451),(79 30078.959),
(1 4820.8535),(2 12336.967),(3 17660.088),(4 20352.377),(5 21770.586),(6 22842.242),(7 23639.34),(8 24280.424),(9 25049.566),(10 25590.537),(11 26196.107),(12 26963.36),(13 27982.928),(14 28230.71),(15 28279.803),(16 28659.574),(17 28958.803),(18 28969.613),(19 29057.047),(20 29388.172),(21 29691.205),(22 29908.756),(23 29989.473),(24 30335.588),(25 30806.225),(26 31044.99),(27 31149.682),(28 31113.557),(29 31129),(30 31059.113),(31 30826.018),(32 30578.236),(33 30323.537),(34 30080.006),(35 29880.994),(36 29603.738),(37 29660.924),(38 29936.906),(39 30348.37),(40 30635.629),(41 30693.068),(42 30851.379),(43 30869.395),(44 30854.963),(45 30597.271),(46 30564.01),(47 30368.49),(48 30089.852),(49 29989.715),(50 29960.436),(51 29867.035),(52 29968.799),(53 30067.744),(54 30294.865),(55 30530.342),(56 30402.715),(57 30145.725),(58 30230.592),(59 30387.38),(60 30589.389),(61 30882.201),(62 31226.133),(63 31046.248),(64 30954.568),(65 31048.47),(66 31291.182),(67 31379.594),(68 31502.832),(69 31718.926),(70 31815.531),(71 31543.252),(72 31268.305),(73 31189.129),(74 31592.092),(75 32283.906),(76 32703.32),(77 32856.934),(78 32675.623),(79 32374.12),
