1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1470166.4),(2 1670623.1),(3 545811.6),(4 2241146),(5 2622938.8),(6 1570018.6),(7 3263461.3),(8 3768659.3),(9 2870363.3),(10 4408740.5),(11 4980217.5),(12 4202848.5),(13 5655276),(14 6226492),(15 5420386),(16 6855815.5),(17 7361890.5),(18 6592413.5),(19 7787273.5),(20 8232952.5),(21 7237159.5),(22 8232480),(23 8565133),(24 7502405.5),(25 8258808),(26 8543644),(27 7524649.5),(28 8218038.5),(29 8611129),(30 7733113.5),(31 8584483),(32 9135812),(33 8704915),(34 9527925),(35 10249145),(36 9988683),(37 10880884),(38 11760467),(39 11715085),(40 12701293),(41 13711551),(42 13790712),(43 14715293),(44 15541085),(45 15396841),(46 15962120),(47 16566717),(48 16556672),(49 16989018),(50 17559682),(51 17365134),(52 17869224),(53 18510472),(54 18270950),(55 18805756),(56 19384944),(57 19063162),(58 19803854),(59 20509426),(60 20329218),(61 21341146),(62 22283994),(63 22751702),(64 23635704),(65 24761606),(66 25030310),(67 26352656),(68 27723310),(69 27961968),(70 29271878),(71 30453798),(72 30970414),(73 32213198),(74 33401102),(75 33743372),(76 34617710),(77 35695350),(78 36209116),(79 37155612),
(1 5666.0728),(2 8452.314),(3 9815.002),(4 10411.95),(5 10226.07),(6 10244.515),(7 10540.239),(8 10870.057),(9 11011.25),(10 11155.315),(11 11478.758),(12 11779.664),(13 12078.257),(14 12372.921),(15 12561.047),(16 12861.016),(17 12973.782),(18 13192.947),(19 13412.545),(20 13599.417),(21 13766.201),(22 13627.99),(23 13832.897),(24 14040.478),(25 14389.887),(26 14335.903),(27 14598.147),(28 14818.286),(29 14833.5),(30 14890.159),(31 14960.544),(32 15064.677),(33 15348.894),(34 15522.885),(35 15642.363),(36 15694.24),(37 15800.2295),(38 15814.664),(39 15907.781),(40 16165.745),(41 16357.5205),(42 16542.037),(43 16658.291),(44 16436.316),(45 16522.229),(46 16585.066),(47 16581.984),(48 16626.39),(49 16587.682),(50 16650.443),(51 16713.488),(52 16871.5),(53 16884.094),(54 16836.12),(55 16790.395),(56 16493.906),(57 16396.934),(58 16432.203),(59 16322.376),(60 16064.625),(61 15963.6),(62 15642.549),(63 15805.873),(64 15644.182),(65 15271.951),(66 15097.801),(67 15153.996),(68 15340.74),(69 15326.698),(70 15439.191),(71 15232.023),(72 15148.902),(73 15134.893),(74 15314.716),(75 15383.699),(76 15562.493),(77 15718.004),(78 15714.99),(79 15761.398),
(1 5609.763),(2 8062.594),(3 9329.725),(4 10047.635),(5 10080.207),(6 10286.21),(7 10446.477),(8 10479.853),(9 10640.352),(10 10672.72),(11 11031.735),(12 11361.488),(13 11633.876),(14 11936.373),(15 12154.751),(16 12350.751),(17 12475.198),(18 12654.882),(19 12893.442),(20 13153.532),(21 13474.66),(22 13435.963),(23 13621.357),(24 13669.788),(25 13574.815),(26 13771.321),(27 13936.134),(28 14042.604),(29 14031.168),(30 14320),(31 14424.739),(32 14561.542),(33 14865.339),(34 15208.574),(35 15211.019),(36 15353.914),(37 15324.731),(38 15166.968),(39 15117.79),(40 15272.6),(41 15611.076),(42 15654.891),(43 16005.257),(44 15866.057),(45 15896.684),(46 15910.117),(47 15770.796),(48 15835.59),(49 15888.785),(50 15881.352),(51 15949.836),(52 16135.52),(53 16325.232),(54 16300.024),(55 15990.849),(56 15678.38),(57 15608.346),(58 15634.595),(59 15652.167),(60 15652.546),(61 15633.077),(62 15521.3),(63 15584.759),(64 15137.713),(65 15002.61),(66 15050.166),(67 15220.316),(68 15325.356),(69 15209.599),(70 15209.751),(71 15020.024),(72 14849.915),(73 14917.549),(74 15039.957),(75 15234.744),(76 15326.2),(77 15405.692),(78 15245.196),(79 15275.421),
(1 5422.893),(2 7726.415),(3 8862.264),(4 9340.255),(5 9296.145),(6 9575.058),(7 9645.659),(8 9674.264),(9 10004.3),(10 10071.327),(11 10330.361),(12 10644.222),(13 10895.862),(14 10984.565),(15 11202.345),(16 11418.633),(17 11721.3955),(18 12010.952),(19 11997.004),(20 12112.153),(21 12392.6455),(22 12356.659),(23 12485.509),(24 12719.113),(25 12737.368),(26 12945.176),(27 12999.442),(28 13334.418),(29 13379.755),(30 13479.936),(31 13314.813),(32 13486.977),(33 13665.631),(34 13951.611),(35 13998.573),(36 14066.815),(37 14281.591),(38 14283.246),(39 14211.582),(40 14282.068),(41 14408.329),(42 14454.923),(43 14798.888),(44 14886.131),(45 14740.919),(46 14791.71),(47 14602.895),(48 14574.267),(49 14765.048),(50 14882.487),(51 15229.118),(52 15050.756),(53 15012.762),(54 14950.773),(55 14978.239),(56 14927.872),(57 14642.784),(58 14422.081),(59 14320.82),(60 14238.017),(61 14303.925),(62 14282.496),(63 14209.44),(64 14013.253),(65 13736.404),(66 13858.235),(67 14050.838),(68 14241.612),(69 14225.338),(70 14215.531),(71 13969.159),(72 13779.87),(73 13983.267),(74 14029.593),(75 14262.614),(76 14240.957),(77 14328.382),(78 14393.539),(79 14486.913),
(1 5417.3706),(2 7709.499),(3 8835.77),(4 9493.203),(5 9479.791),(6 9738.386),(7 9766.16),(8 9862.408),(9 10256.585),(10 10321.9),(11 10786.882),(12 10975.085),(13 11365.023),(14 11625.961),(15 11811.085),(16 11970.1),(17 12160.267),(18 12357.198),(19 12500.179),(20 12694.768),(21 12939.449),(22 12855.96),(23 13024.278),(24 13074.8),(25 13316.746),(26 13448.592),(27 13588.968),(28 13672.073),(29 13783.962),(30 13742.914),(31 13706.185),(32 13896.904),(33 14185.514),(34 14350.071),(35 14438.237),(36 14615.833),(37 14745.773),(38 14843.354),(39 14686.8),(40 14506.622),(41 14638.8955),(42 14733.857),(43 14936.315),(44 15045.303),(45 15049.43),(46 14892.436),(47 14985.806),(48 14993.538),(49 15078.588),(50 15027.932),(51 15235.595),(52 15256.674),(53 15332.18),(54 15362.726),(55 15356.039),(56 15063.776),(57 14978.087),(58 14929.089),(59 14796.404),(60 14673.499),(61 14663.631),(62 14474.51),(63 14591.279),(64 14348.893),(65 14117.322),(66 14097.564),(67 14143.024),(68 14323.404),(69 14218.996),(70 14253.203),(71 14012),(72 13955.063),(73 14089.334),(74 13976.878),(75 14069.791),(76 14446.226),(77 14463.4375),(78 14437.126),(79 14549.973),
(1 5179.6836),(2 7426.88),(3 8643.304),(4 9135.415),(5 9061.556),(6 9367.045),(7 9421.35),(8 9720.7295),(9 10146.974),(10 10186.361),(11 10510.2705),(12 10819.814),(13 10773.523),(14 10945.174),(15 11240.541),(16 11761.597),(17 11917.896),(18 12181.835),(19 12037.884),(20 12330.1455),(21 12532.586),(22 12531.516),(23 12526.4375),(24 12490.818),(25 12679.038),(26 12908.09),(27 13005.6),(28 13288.367),(29 13456.221),(30 13576.993),(31 13521.891),(32 13579.152),(33 13841.23),(34 13994.879),(35 14085.751),(36 14389.679),(37 14459.776),(38 14601.394),(39 14646.868),(40 14623.981),(41 14731.848),(42 14818.77),(43 15061.494),(44 14947.9375),(45 14840.132),(46 14833.911),(47 14705.158),(48 14968.21),(49 15046.286),(50 15113.37),(51 15251.992),(52 15023.264),(53 14859.37),(54 14865.3125),(55 14864.751),(56 14788.8955),(57 14717.139),(58 14683.9795),(59 14560.322),(60 14238.417),(61 14168.801),(62 13843.058),(63 13927.128),(64 13916.614),(65 13935.391),(66 14025.247),(67 14134.272),(68 14151.169),(69 14126.8),(70 14061.884),(71 13839.844),(72 13858.473),(73 14086.635),(74 14168.262),(75 14114.3545),(76 14270.326),(77 14417.006),(78 14566.181),(79 14681.535),
(1 5158.769),(2 7322.197),(3 8373.497),(4 8916.599),(5 9156.259),(6 9189.854),(7 9409.239),(8 9559.963),(9 9894.251),(10 10027.995),(11 10185.082),(12 10326.51),(13 10500.709),(14 10804.071),(15 11200.772),(16 11542.645),(17 11761.21),(18 11982.924),(19 11932.548),(20 12133.915),(21 12255.297),(22 12332.948),(23 12303.429),(24 12519.98),(25 12842.86),(26 12921.199),(27 12996.669),(28 12940.576),(29 13165.0625),(30 13064.978),(31 13065.518),(32 13018.802),(33 13288.042),(34 13344.247),(35 13407.096),(36 13593.673),(37 13809.365),(38 13943.731),(39 14097.164),(40 14175.9375),(41 14240.623),(42 14227.366),(43 14286.449),(44 14381.0205),(45 14268.655),(46 14350.9375),(47 14169.121),(48 14243.176),(49 14461.174),(50 14658.904),(51 14902.371),(52 14616.679),(53 14666.817),(54 14715.364),(55 14605.22),(56 14458.24),(57 14333.601),(58 14395.973),(59 14304.589),(60 14036.818),(61 13834.169),(62 13673.723),(63 13603.961),(64 13537.563),(65 13503.642),(66 13677.434),(67 13633.137),(68 13632.445),(69 13625.952),(70 13642.151),(71 13407.778),(72 13375.794),(73 13583.867),(74 13747.16),(75 13913.067),(76 13958.36),(77 14081.329),(78 14097.851),(79 14116.494),
(1 4957.785),(2 7024.387),(3 8082.32),(4 8571.642),(5 8763.232),(6 8881.435),(7 8999.085),(8 9314.409),(9 9482.721),(10 9504.57),(11 9767.394),(12 10118.576),(13 10303.564),(14 10543.61),(15 10895.986),(16 11120.058),(17 11274.417),(18 11436.123),(19 11604.007),(20 11962.053),(21 11957.771),(22 12000.565),(23 11990.545),(24 12035.767),(25 12186.309),(26 12253.13),(27 12335.559),(28 12420.207),(29 12545.606),(30 12629.606),(31 12909.006),(32 13271.54),(33 13468.86),(34 13532.298),(35 13672.799),(36 13736.789),(37 13954.265),(38 14049.501),(39 14034.44),(40 14196.901),(41 14260.086),(42 14209.096),(43 14458.175),(44 14715.855),(45 14776.302),(46 14740.956),(47 14691.644),(48 14812.761),(49 14788.371),(50 14992.828),(51 15235.459),(52 14935.819),(53 15042.737),(54 15087.306),(55 15247.111),(56 14921.346),(57 14664.276),(58 14410.278),(59 14210.907),(60 14114.68),(61 13922.669),(62 13820.498),(63 13893.651),(64 13735.535),(65 13597.903),(66 13678.083),(67 13661.728),(68 13699.671),(69 13682.748),(70 13634.3125),(71 13440.229),(72 13293.56),(73 13405.383),(74 13446.88),(75 13542.506),(76 13642.839),(77 13761.657),(78 13862.901),(79 14028.64),
(1 4612.828),(2 6708.083),(3 7760.6123),(4 8383.504),(5 8435.318),(6 8630.874),(7 8866.359),(8 8948.702),(9 9147.976),(10 9286.114),(11 9426.237),(12 9705.407),(13 9937.286),(14 10106.046),(15 10370.672),(16 10558.982),(17 10731.39),(18 10796.411),(19 10969.081),(20 11106.348),(21 11134.398),(22 10983.191),(23 10981.46),(24 11123.37),(25 11447.035),(26 11583.277),(27 11582.268),(28 11740.618),(29 11663.356),(30 11653.232),(31 11799.696),(32 11875.14),(33 12024.378),(34 12057.124),(35 12202.99),(36 12345.211),(37 12541.118),(38 12617.539),(39 12688.498),(40 12791.0625),(41 12770.001),(42 12867.12),(43 12962.137),(44 12994.986),(45 13075.699),(46 13200.731),(47 13156.635),(48 13209.631),(49 13197.048),(50 13313.625),(51 13501.847),(52 13228.754),(53 13234.941),(54 13130.678),(55 13041.916),(56 12822.614),(57 12774.575),(58 12683.199),(59 12613.819),(60 12642.562),(61 12559.856),(62 12416.866),(63 12512.708),(64 12304.789),(65 12343.3955),(66 12357.951),(67 12388.619),(68 12497.488),(69 12547.367),(70 12432.887),(71 12140.077),(72 12209.923),(73 12454.881),(74 12572.987),(75 12712.148),(76 12750.599),(77 12657.316),(78 12732.747),(79 12776.818),
(1 4638.5),(2 6689.643),(3 7740.41),(4 8193.223),(5 8285.113),(6 8524.295),(7 8661.465),(8 8838.581),(9 9063.777),(10 9156.542),(11 9360.337),(12 9505.001),(13 9654.969),(14 9952.426),(15 10256.441),(16 10555.351),(17 10764.456),(18 11022.807),(19 11199.639),(20 11358.058),(21 11315.613),(22 11301.808),(23 11192.69),(24 11291.339),(25 11369.803),(26 11541.364),(27 11521.301),(28 11719.503),(29 11740.586),(30 11712.978),(31 11813.57),(32 11992.16),(33 12206.479),(34 12254.395),(35 12335.758),(36 12475.198),(37 12590.792),(38 12738.343),(39 12885.685),(40 12909.718),(41 13014.413),(42 12940.792),(43 13192.315),(44 13280.309),(45 13249.728),(46 13378.565),(47 13263.2295),(48 13342.338),(49 13382.07),(50 13467.506),(51 13564.167),(52 13436.3),(53 13452.886),(54 13381.571),(55 13517.179),(56 13354.45),(57 13282.4795),(58 13184.151),(59 12968.375),(60 13093.522),(61 12943.184),(62 12746.848),(63 12759.018),(64 12655.666),(65 12686.065),(66 12639.291),(67 12732.344),(68 12833.127),(69 12737.381),(70 12664.434),(71 12521.435),(72 12486.55),(73 12697.05),(74 12820.477),(75 12988.122),(76 13044.714),(77 13115.223),(78 13299.65),(79 13333.913),
(1 4571.4424),(2 6379.275),(3 7418.393),(4 7872.608),(5 7857.229),(6 8182.9927),(7 8269.158),(8 8326.046),(9 8653.012),(10 8872.135),(11 9135.663),(12 9252.013),(13 9374.069),(14 9605.032),(15 9965.404),(16 10270.266),(17 10413.459),(18 10434.525),(19 10690.511),(20 10734.07),(21 10826.111),(22 10817.0625),(23 10616.125),(24 10839.989),(25 11127.928),(26 11259.683),(27 11314.025),(28 11306.829),(29 11503.325),(30 11441.716),(31 11501.402),(32 11711.948),(33 11801.321),(34 11753.458),(35 11691.561),(36 11871.955),(37 11907.727),(38 12056.272),(39 12043.171),(40 12023.672),(41 12045.588),(42 12234.602),(43 12240.123),(44 12300.086),(45 12211.859),(46 12086.425),(47 11996.017),(48 12172.442),(49 12347.73),(50 12581.449),(51 12657.568),(52 12488.828),(53 12425.025),(54 12297.519),(55 12330.743),(56 12201.451),(57 12067.929),(58 12082.49),(59 11957.708),(60 11996.342),(61 11960.962),(62 11831.049),(63 11824.854),(64 11669.419),(65 11681.133),(66 11643.481),(67 11656.18),(68 11753.604),(69 11588.577),(70 11772.304),(71 11535.884),(72 11636.385),(73 11972.139),(74 11956.06),(75 11988.329),(76 12079.17),(77 12107.722),(78 12181.134),(79 12387.183),
(1 4325.861),(2 6057.52),(3 7036.7666),(4 7488.1235),(5 7675.9146),(6 7932.7803),(7 7946.5903),(8 8048.2),(9 8290.34),(10 8478.283),(11 8802.929),(12 8950.353),(13 9176.585),(14 9509.75),(15 9797.088),(16 10050.915),(17 10051.904),(18 10046.752),(19 10243.734),(20 10447.038),(21 10389.221),(22 10218.803),(23 10246.756),(24 10412.291),(25 10681.94),(26 10884.998),(27 10940.002),(28 11104.356),(29 10993.999),(30 11111.374),(31 11351.872),(32 11534.158),(33 11638.935),(34 11607.833),(35 11657.402),(36 11780.856),(37 11908.099),(38 12032.355),(39 12113.112),(40 12227.663),(41 12134.648),(42 12148.183),(43 12261.326),(44 12506.712),(45 12475.691),(46 12488.057),(47 12386.776),(48 12433.085),(49 12501.289),(50 12601.737),(51 12766.715),(52 12651.356),(53 12495.352),(54 12346.549),(55 12418.126),(56 12340.371),(57 12364.442),(58 12116.339),(59 12136.636),(60 12066.328),(61 12035.581),(62 11987.425),(63 11988.18),(64 11680.953),(65 11612.437),(66 11601.884),(67 11570.743),(68 11524.625),(69 11615.578),(70 11661.341),(71 11493.768),(72 11435.218),(73 11629.962),(74 11643.957),(75 11759.267),(76 11674.948),(77 11847.523),(78 12013.418),(79 11971.942),
(1 4289.7046),(2 5911.2495),(3 6994.224),(4 7488.789),(5 7661.8154),(6 7912.6147),(7 7913.409),(8 8239.215),(9 8400.37),(10 8611.46),(11 8828.32),(12 8895.728),(13 8994.294),(14 9332.975),(15 9585.651),(16 9949.8545),(17 10105.886),(18 10263.607),(19 10407.743),(20 10510.189),(21 10527.461),(22 10496.233),(23 10513.856),(24 10702.815),(25 10908.16),(26 11093.765),(27 11149.4375),(28 11253.631),(29 11219.266),(30 11302.985),(31 11454.16),(32 11606.56),(33 11669.578),(34 11538.124),(35 11536.11),(36 11762.743),(37 11929.579),(38 11864.219),(39 11839.009),(40 11978.5625),(41 12019.14),(42 12011.14),(43 12136.569),(44 12128.889),(45 12195.621),(46 12128.117),(47 12111.758),(48 12164.736),(49 12180.105),(50 12310.912),(51 12518.004),(52 12421.225),(53 12327.059),(54 12168.068),(55 12108.255),(56 12125.826),(57 12201.182),(58 12084.41),(59 12062.55),(60 12047.444),(61 12049.132),(62 11950.583),(63 11887.247),(64 11742.905),(65 11707.594),(66 11502.688),(67 11477.08),(68 11508.482),(69 11439.496),(70 11464.179),(71 11475.872),(72 11635.189),(73 11736.065),(74 11836.747),(75 11837.632),(76 11925.173),(77 11948.889),(78 12077.582),(79 12139.721),
(1 4051.0247),(2 5641.0957),(3 6731.424),(4 7075.9004),(5 7209.201),(6 7480.024),(7 7611.545),(8 7730.1875),(9 7964.154),(10 8036.8496),(11 8167.582),(12 8326.724),(13 8432.46),(14 8595.707),(15 8719.416),(16 9014.955),(17 9193.143),(18 9298.662),(19 9409.924),(20 9577.325),(21 9597.486),(22 9461.625),(23 9569.699),(24 9649.389),(25 9571.931),(26 9681.013),(27 9875.718),(28 10078.839),(29 9935.496),(30 10070.549),(31 10356.28),(32 10508.97),(33 10494.157),(34 10362.385),(35 10411.205),(36 10535.528),(37 10762.923),(38 10813.894),(39 10814.628),(40 10852.844),(41 10821.376),(42 10834.678),(43 11057.759),(44 11099.542),(45 11127.142),(46 11115.727),(47 11114.192),(48 11161.425),(49 11134.079),(50 11272.981),(51 11278.814),(52 11198.386),(53 11167.152),(54 11081.693),(55 11129.145),(56 11047.172),(57 10940.106),(58 10874.166),(59 10953.211),(60 10964.224),(61 10844.055),(62 10768.945),(63 10685.522),(64 10549.433),(65 10545.543),(66 10526.084),(67 10622.295),(68 10665.492),(69 10592.905),(70 10533.862),(71 10548.931),(72 10593.842),(73 10740.023),(74 10766.141),(75 10816.809),(76 10902.304),(77 10997.566),(78 11113.109),(79 11199.375),
(1 4041.5203),(2 5580.9175),(3 6542.506),(4 7011.911),(5 7157.7104),(6 7329.844),(7 7400.9214),(8 7546.0786),(9 7876.904),(10 7915.842),(11 8195.884),(12 8256.074),(13 8442.189),(14 8772.108),(15 9015.95),(16 9217.634),(17 9311.056),(18 9358.167),(19 9560.1),(20 9673.172),(21 9849.046),(22 9874.577),(23 9926.974),(24 10010.141),(25 9988.672),(26 10078.38),(27 10058.009),(28 10106.892),(29 10142.367),(30 10155.298),(31 10325.675),(32 10246.857),(33 10405.939),(34 10411.268),(35 10456.429),(36 10557.32),(37 10671.609),(38 10707.291),(39 10712.0625),(40 10703),(41 10600.903),(42 10700.962),(43 10847.595),(44 10778.7),(45 10761.358),(46 10768.901),(47 10809.205),(48 10712.517),(49 10722.356),(50 10737.32),(51 10841.876),(52 10778.007),(53 10777.762),(54 10757.216),(55 10771.372),(56 10752.446),(57 10684.87),(58 10723.876),(59 10730.636),(60 10603.768),(61 10592.95),(62 10586.057),(63 10565.455),(64 10318.667),(65 10227.7),(66 10292.639),(67 10446.799),(68 10446.577),(69 10397.319),(70 10363.441),(71 10362.269),(72 10504.12),(73 10439.604),(74 10449.182),(75 10437.196),(76 10540.624),(77 10545.596),(78 10621.698),(79 10766.948),
(1 3921.934),(2 5421.302),(3 6337.1294),(4 6570.8765),(5 6762.546),(6 7087.469),(7 7156.964),(8 7312.226),(9 7502.4727),(10 7525.5327),(11 7569.6323),(12 7825.198),(13 7844.966),(14 8055.4897),(15 8153.963),(16 8410.034),(17 8476.19),(18 8649.015),(19 8812.218),(20 9018.749),(21 9118.359),(22 9095.303),(23 9094.517),(24 9200.411),(25 9223.1455),(26 9380.205),(27 9322.52),(28 9392.09),(29 9414.292),(30 9459.832),(31 9570.941),(32 9627.836),(33 9736.892),(34 9612.041),(35 9743.502),(36 9895.021),(37 10079.753),(38 10127.067),(39 10088.219),(40 10033.713),(41 9984.663),(42 9856.042),(43 9946.251),(44 10156.158),(45 10074.221),(46 10138.367),(47 10159.36),(48 10155.042),(49 10133.519),(50 10191.718),(51 10364.456),(52 10364.293),(53 10316.642),(54 10400.344),(55 10318.079),(56 10251.411),(57 10192.879),(58 10160.036),(59 10198.9795),(60 10052.452),(61 10021.25),(62 10002.714),(63 10003.235),(64 9867.069),(65 9788.332),(66 9689.127),(67 9753.13),(68 9808.125),(69 9797.186),(70 9786.625),(71 9835.487),(72 9916.561),(73 9863.289),(74 9873.294),(75 9927.825),(76 10069.565),(77 10082.902),(78 10073.642),(79 10034.556),
(1 3751.5398),(2 5296.7295),(3 6138.7783),(4 6513.8203),(5 6576.7065),(6 6784.505),(7 6922.9),(8 7057.8447),(9 7292.564),(10 7317.8687),(11 7554.4526),(12 7737.169),(13 7773.8755),(14 7968.8887),(15 7989.997),(16 8409.212),(17 8578.625),(18 8593.738),(19 8762.771),(20 8850.913),(21 8947.452),(22 8855.736),(23 8818.927),(24 8986.631),(25 9026.072),(26 9189.895),(27 9275.416),(28 9262.203),(29 9139.928),(30 9135.395),(31 9285.786),(32 9383.786),(33 9523.692),(34 9510.27),(35 9538.855),(36 9590.297),(37 9644.905),(38 9622.043),(39 9658.708),(40 9703.116),(41 9755.902),(42 9678.92),(43 9873.624),(44 9943.847),(45 10038.798),(46 9939.176),(47 10030.819),(48 9914.211),(49 9905.61),(50 10110.849),(51 10094.861),(52 10029.473),(53 10034.473),(54 10187.08),(55 10168.235),(56 10042.609),(57 9954.332),(58 9972.41),(59 9950.451),(60 9851.23),(61 9850.494),(62 9745.217),(63 9840.135),(64 9691.173),(65 9630.356),(66 9572.914),(67 9693.499),(68 9679.715),(69 9764.707),(70 9771.933),(71 9609.14),(72 9758.119),(73 9806.969),(74 9760.155),(75 9847.916),(76 9861.677),(77 9898.689),(78 9977.831),(79 10067.323),
(1 3661.05),(2 5090.257),(3 5877.8906),(4 6255.504),(5 6382.9585),(6 6606.3037),(7 6702.516),(8 6750.442),(9 6986.6973),(10 7017.272),(11 7163.247),(12 7363.1455),(13 7513.9375),(14 7605.0425),(15 7802.0215),(16 8048.476),(17 8088.5347),(18 8353.094),(19 8460.828),(20 8617.668),(21 8684.174),(22 8644.961),(23 8719.985),(24 8799.879),(25 8784.937),(26 8835.865),(27 8902.814),(28 9085.511),(29 9072.682),(30 9131.515),(31 9290.592),(32 9389.175),(33 9454.636),(34 9529.748),(35 9604.738),(36 9627.615),(37 9672.555),(38 9727.491),(39 9624.955),(40 9705.585),(41 9706.032),(42 9837.76),(43 9927.135),(44 10061.838),(45 10042.728),(46 10018.489),(47 10063.975),(48 10119.763),(49 10107.303),(50 10098.019),(51 10228.03),(52 10107.969),(53 10040.144),(54 10036.1),(55 9984.755),(56 9996.545),(57 9908.241),(58 9837.527),(59 9889.459),(60 9757.994),(61 9731.3125),(62 9698.354),(63 9688.895),(64 9547.68),(65 9517.769),(66 9518.518),(67 9548.345),(68 9602.2295),(69 9634.768),(70 9561.025),(71 9424.145),(72 9337.312),(73 9411.663),(74 9388.088),(75 9468.632),(76 9648.867),(77 9702.355),(78 9747.545),(79 9818.024),
