1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43891.28),(2 66007.43),(3 74909.914),(4 141367.5),(5 184815.39),(6 185850.52),(7 246803.88),(8 313454.66),(9 309973.13),(10 412610.13),(11 459639.53),(12 463045.4),(13 550666.5),(14 634484.8),(15 656411.8),(16 802254),(17 920463.5),(18 965466.8),(19 1103558.4),(20 1225542.6),(21 1277080.1),(22 1445458.6),(23 1582513.5),(24 1624952),(25 1786148),(26 1914547.1),(27 1957578.6),(28 2140567.8),(29 2281226.3),(30 2341255),(31 2522289.8),(32 2672555.5),(33 2716915.3),(34 2892246.8),(35 3022980),(36 3092723),(37 3254176.8),(38 3409078),(39 3477534.8),(40 3664103.3),(41 3832965.8),(42 3942700.3),(43 4156728.8),(44 4355818.5),(45 4440533.5),(46 4656583.5),(47 4835585),(48 4921824),(49 5094343.5),(50 5249298.5),(51 5288212),(52 5489221.5),(53 5651610.5),(54 5682782),(55 5811678.5),(56 5948146.5),(57 5969630.5),(58 6126442),(59 6268182.5),(60 6287397.5),(61 6416568),(62 6558341.5),(63 6574737.5),(64 6695389.5),(65 6791903.5),(66 6774688.5),(67 6817296.5),(68 6920456),(69 6880093.5),(70 6945725.5),(71 7011297.5),(72 6978500),(73 7018670.5),(74 7080434),(75 7011388.5),(76 7067264),(77 7106010.5),(78 7066382),(79 7095684.5),
(1 5353.4253),(2 16157.0205),(3 28038.266),(4 37933.715),(5 44724.125),(6 48586.016),(7 51095.69),(8 53147.26),(9 55088.188),(10 56345.32),(11 57684.793),(12 58663.09),(13 59807.22),(14 60542.074),(15 60770.19),(16 60993.3),(17 61151.453),(18 61037.11),(19 60796.855),(20 60888.426),(21 61279.19),(22 61996.945),(23 62480.637),(24 63085.152),(25 63570.773),(26 63811.227),(27 63785.863),(28 63706.074),(29 64044.234),(30 64267.48),(31 64654.254),(32 64734.26),(33 65059.734),(34 65502.83),(35 66580.41),(36 67557.7),(37 68188.586),(38 68212.49),(39 67950.59),(40 67818.49),(41 67336.27),(42 67427.85),(43 67564.6),(44 67238.87),(45 67471.805),(46 68097.414),(47 68721.96),(48 69551.42),(49 70802.44),(50 70991.2),(51 70749.6),(52 70468.125),(53 70612.2),(54 71295.37),(55 72246.73),(56 73154.87),(57 73608.695),(58 72717.42),(59 72091.7),(60 72061.695),(61 72192.97),(62 72693.35),(63 73229.195),(64 73459.33),(65 73428.03),(66 73011.234),(67 72252.98),(68 71489.89),(69 70781.42),(70 69981.71),(71 69157.79),(72 69090.984),(73 70174.79),(74 71599.69),(75 72455.836),(76 72821.39),(77 72701.91),(78 72554.125),(79 72950.44),
(1 5185.513),(2 15375.765),(3 26457.967),(4 35655.758),(5 42021.418),(6 46153.04),(7 49112.973),(8 51104.93),(9 52672.844),(10 54112.117),(11 55608.72),(12 57305.05),(13 58932.117),(14 59991.406),(15 60378.543),(16 60370.26),(17 60508.203),(18 60247.03),(19 60189.68),(20 60728.883),(21 61394.777),(22 62159.53),(23 62481.613),(24 63107.254),(25 63330.97),(26 63424.777),(27 63307.254),(28 63392.785),(29 63438.902),(30 63161.55),(31 62995.57),(32 62235.67),(33 62018.28),(34 62667.57),(35 63435.895),(36 64086.242),(37 64663.75),(38 64589.07),(39 64202.652),(40 63803.137),(41 63563.855),(42 64188.19),(43 64822.883),(44 65756.08),(45 66710.984),(46 68169.984),(47 69130.61),(48 69986.664),(49 70883.766),(50 70839.195),(51 70613.94),(52 70482.1),(53 70911.82),(54 71100.23),(55 71090.94),(56 71813.38),(57 72580.38),(58 72393.555),(59 71985.92),(60 71399.66),(61 70635.99),(62 70054.89),(63 69357.71),(64 68426.58),(65 67863.48),(66 67499.82),(67 67866.055),(68 68367.43),(69 68634.02),(70 68512.664),(71 68085.4),(72 67824.125),(73 67658.836),(74 67670.695),(75 67247.05),(76 67116.195),(77 67204.8),(78 67213.67),(79 67139.086),
(1 4936.7407),(2 14626.91),(3 24813.996),(4 33405.395),(5 39727.016),(6 43747.46),(7 46518.074),(8 48767.836),(9 50945.105),(10 52819.926),(11 54284.504),(12 55414.652),(13 57198.742),(14 58425.875),(15 59551.176),(16 60639.145),(17 62149.492),(18 63460.043),(19 64944.766),(20 66297.48),(21 67329.43),(22 68254.89),(23 68474.09),(24 68689.32),(25 69278.61),(26 69563.19),(27 69375.99),(28 69386.59),(29 68872.22),(30 68277.58),(31 67765.07),(32 66999.99),(33 66403.664),(34 65927.46),(35 65572.73),(36 65594.336),(37 65958.805),(38 65966.85),(39 65888.45),(40 66153.805),(41 66460.05),(42 66814.914),(43 66606.3),(44 66636.11),(45 66673.82),(46 67185.25),(47 67787.445),(48 68477.76),(49 69456.15),(50 69599.055),(51 69190.65),(52 68543.05),(53 68556.14),(54 68835.43),(55 69296.08),(56 69672.7),(57 70139.64),(58 70253.75),(59 70266.81),(60 70149.68),(61 70136.63),(62 69685.06),(63 69109.51),(64 68758.81),(65 68372.27),(66 67843.75),(67 67507.92),(68 67138.32),(69 67081.05),(70 67263.86),(71 67195.21),(72 66946.27),(73 66430.05),(74 66006.67),(75 65437.95),(76 64814.824),(77 64374.145),(78 64218.09),(79 64201.207),
(1 5343.599),(2 15959.597),(3 27378.545),(4 36679.875),(5 43447.9),(6 47806.684),(7 50234.64),(8 51640.41),(9 52553.02),(10 53216.41),(11 54182.89),(12 55426.516),(13 56861.36),(14 58269),(15 59817.594),(16 60985.79),(17 62007.008),(18 62995.63),(19 64174.688),(20 65151.81),(21 65973.805),(22 66699.22),(23 67273.29),(24 67852.62),(25 68716.055),(26 69190.586),(27 69475.96),(28 69557.22),(29 69476.94),(30 69758.875),(31 70319.53),(32 70549.16),(33 71123.125),(34 71371.12),(35 71823.74),(36 71797.46),(37 71510.87),(38 70660.73),(39 70082.21),(40 69388.664),(41 68796.47),(42 68479.266),(43 68343.28),(44 68509.57),(45 68422.7),(46 68796.08),(47 68963.81),(48 69091.71),(49 69099.09),(50 68912.42),(51 68403.58),(52 67667.06),(53 67392.03),(54 67850.85),(55 69007.195),(56 70364.04),(57 71442.73),(58 72032.27),(59 72093.92),(60 71823.87),(61 71313.87),(62 70857.24),(63 70439.586),(64 70370.84),(65 70187.98),(66 69851.07),(67 69367.08),(68 68488.57),(69 67458.7),(70 66549.85),(71 65924.08),(72 65892.45),(73 66056.72),(74 65893.984),(75 66039.78),(76 66115.875),(77 65927.01),(78 65769.62),(79 65310),
(1 4945.2275),(2 14727.64),(3 25190.375),(4 33655.47),(5 39502.64),(6 43241.637),(7 45779.688),(8 48182.113),(9 50066.43),(10 51297.56),(11 52582.613),(12 53869.863),(13 55033.746),(14 56212.734),(15 57702.477),(16 58906.035),(17 59782.152),(18 60773.098),(19 61715.44),(20 62382.668),(21 62519.27),(22 62507.867),(23 62618.5),(24 62431.668),(25 62966.242),(26 63134.992),(27 63247.58),(28 63386.41),(29 63477.51),(30 63421.9),(31 63398.074),(32 63330.832),(33 63493.574),(34 63954.324),(35 64394.21),(36 64550.754),(37 64646.29),(38 64511.957),(39 64612.023),(40 64783.49),(41 64881.41),(42 65177.145),(43 64899.074),(44 64512.32),(45 64328.523),(46 64128.824),(47 63957.375),(48 63676.043),(49 63654.81),(50 63893.297),(51 63608.52),(52 63483.797),(53 63556.168),(54 64047.08),(55 64363.336),(56 64670.39),(57 64221.367),(58 63319.164),(59 62696.367),(60 62223.637),(61 62030.777),(62 62321.52),(63 62975.242),(64 63363.58),(65 63643.652),(66 63733.434),(67 64244.156),(68 64708.355),(69 65037.457),(70 65553.984),(71 65699.91),(72 65822.86),(73 65717.16),(74 65011.92),(75 64462.258),(76 64276.523),(77 63860.42),(78 63457.844),(79 63207.402),
(1 5046.4507),(2 15150.678),(3 25840.475),(4 34429.426),(5 40473.824),(6 44338.402),(7 46643.305),(8 48272.03),(9 49209.91),(10 49577.176),(11 50234.1),(12 51466.49),(13 53006.266),(14 54400.09),(15 55378.93),(16 56080.18),(17 56275.773),(18 56275.77),(19 56286.586),(20 56282.297),(21 56724.645),(22 57109.863),(23 57565.793),(24 58018.594),(25 59243.543),(26 59552.88),(27 59476.31),(28 59550.098),(29 59605.355),(30 59869.082),(31 60474.93),(32 61007.418),(33 61414.258),(34 62140.23),(35 63427.414),(36 64388.33),(37 65372.066),(38 66185.305),(39 67150.79),(40 68278.65),(41 68465.984),(42 68870.484),(43 69081.87),(44 69181.84),(45 69715.945),(46 70077.88),(47 70670.96),(48 71034.945),(49 71105.484),(50 70738.54),(51 70345.11),(52 69267.445),(53 68601.734),(54 68278.79),(55 68166.31),(56 68036.52),(57 67786.07),(58 67675.195),(59 67663.4),(60 67603.54),(61 67235.22),(62 66911.98),(63 66569.5),(64 66513.14),(65 66420.45),(66 66386.016),(67 66378.484),(68 66048.55),(69 65458.24),(70 64995.02),(71 64856.31),(72 65066.734),(73 65256.08),(74 65362.02),(75 65734.086),(76 65587.09),(77 64984.566),(78 64330.64),(79 63896.324),
(1 4899.6104),(2 14826.023),(3 25496.27),(4 34242.332),(5 40460.652),(6 44104.723),(7 46080.086),(8 47707.383),(9 48874.21),(10 50074.48),(11 51594.32),(12 53090.945),(13 55117.25),(14 56512.848),(15 57703.85),(16 58894),(17 59218.06),(18 58945.355),(19 58599.945),(20 57930.047),(21 57236.164),(22 56667.773),(23 56256.875),(24 56123.703),(25 56555.953),(26 56569),(27 56157.29),(28 56374.313),(29 56648.227),(30 57572.84),(31 58859.906),(32 59935),(33 61015.38),(34 61797.676),(35 62238.207),(36 62721.215),(37 62880.992),(38 63008.492),(39 63653.727),(40 64074.703),(41 64180.426),(42 64872.383),(43 65715.586),(44 66575.43),(45 67929.84),(46 68617.61),(47 68550.45),(48 68106.69),(49 67169.625),(50 66247.24),(51 65988.914),(52 66028.82),(53 66300.46),(54 67256.06),(55 68156.59),(56 68966.48),(57 69101.03),(58 68975.1),(59 68326.21),(60 67602.36),(61 66960.02),(62 66582.69),(63 66356.625),(64 66280.45),(65 66286.11),(66 65809.77),(67 65203.152),(68 64169.445),(69 63224.918),(70 62536.313),(71 62298.176),(72 62376.367),(73 62563.29),(74 62973.473),(75 63109.62),(76 63153.445),(77 62725.336),(78 62034.215),(79 61163.85),
(1 4892.0005),(2 14512.216),(3 24502.262),(4 32325.504),(5 37865.824),(6 41328.297),(7 43378.14),(8 45048.19),(9 46105.727),(10 46441.082),(11 46919.465),(12 47907.418),(13 48842.605),(14 49942.8),(15 50875.234),(16 51976.906),(17 52630.67),(18 53145.85),(19 53549.52),(20 53650.69),(21 53544.8),(22 53565.285),(23 53949.797),(24 54100.063),(25 54335.29),(26 54618.254),(27 54884.406),(28 54998.17),(29 54853.875),(30 55048.098),(31 55993.85),(32 57157.71),(33 57862.258),(34 57987.883),(35 57818.344),(36 57605.33),(37 57572.777),(38 57990.582),(39 58346.918),(40 58325.766),(41 58757.21),(42 59224.883),(43 59680.277),(44 59768.277),(45 60139.39),(46 60128.7),(47 60295.082),(48 60633.082),(49 61027.098),(50 60970.258),(51 61262.566),(52 61415.023),(53 61497.273),(54 62440.063),(55 63374.566),(56 64113.434),(57 64800.566),(58 65329.89),(59 65593.22),(60 65208.45),(61 64641.234),(62 63954.926),(63 63704.65),(64 63643.902),(65 63582.184),(66 63687.418),(67 63909.16),(68 63599.63),(69 63521.258),(70 62888.543),(71 61994.71),(72 61061.81),(73 60343.344),(74 60606.105),(75 61202.86),(76 61989.383),(77 62882.85),(78 63537.86),(79 64015.39),
(1 4799.8726),(2 14282.472),(3 24303.105),(4 32135.773),(5 37052.785),(6 39951.434),(7 41543.316),(8 42788.258),(9 43724.023),(10 44625.055),(11 45861.15),(12 47120.555),(13 48919.72),(14 50265.38),(15 50677.96),(16 50514.863),(17 50127.37),(18 50081.27),(19 50340.684),(20 50681.402),(21 51592.04),(22 52365.61),(23 52421.89),(24 52488.055),(25 52813.133),(26 53572.094),(27 54227.246),(28 54556.27),(29 54535.28),(30 54681.445),(31 54995.504),(32 55351.04),(33 55665.215),(34 55699.848),(35 55657.184),(36 55120.668),(37 54019.203),(38 52978.938),(39 52630.46),(40 52452.176),(41 52765.258),(42 53389.848),(43 54235.063),(44 54742.97),(45 55133),(46 55548.24),(47 55672.957),(48 55715.63),(49 55658.68),(50 55311.72),(51 54773.652),(52 54428.3),(53 54347.516),(54 54609.64),(55 55043.02),(56 55163.97),(57 55252.62),(58 55803.59),(59 56835.05),(60 57251.28),(61 57325.363),(62 57733.56),(63 58392.05),(64 58474.39),(65 58348.24),(66 58539.72),(67 58832.414),(68 58960.73),(69 59036.96),(70 58660.113),(71 58188.29),(72 57812.3),(73 57260.33),(74 57377.637),(75 57638.207),(76 57908.445),(77 58759.3),(78 59723.785),(79 60742.766),
(1 4954.6177),(2 14615.396),(3 24679.957),(4 32720.887),(5 38155.633),(6 41245.773),(7 43036.813),(8 44210.33),(9 45156.99),(10 45937.074),(11 46672.938),(12 47664.563),(13 48614.414),(14 49450.047),(15 49772.332),(16 50146.164),(17 50255.316),(18 50391.098),(19 50772.742),(20 50970.62),(21 50867.88),(22 50645.176),(23 50553.246),(24 50911.918),(25 51336.656),(26 51234.6),(27 51211.59),(28 50683.99),(29 50602.773),(30 50991.016),(31 51550.637),(32 52192.48),(33 53307.79),(34 54162.188),(35 54322.25),(36 53610.31),(37 52886.023),(38 52398.28),(39 52050.063),(40 51938.004),(41 52109.332),(42 52471.566),(43 52415.273),(44 51929.094),(45 51401.297),(46 51616.21),(47 52225.68),(48 52733.99),(49 52881.34),(50 52785.695),(51 52336.695),(52 51908.152),(53 51914.67),(54 52346.234),(55 52750.438),(56 53125.69),(57 53544.785),(58 54108.55),(59 54600.902),(60 55014.11),(61 55152.27),(62 54917.4),(63 54613.86),(64 54389.33),(65 54333.95),(66 54283.04),(67 54563.777),(68 55079.484),(69 55666.293),(70 56133.96),(71 56485.047),(72 56945.2),(73 56842.094),(74 57098.316),(75 57395.855),(76 57490.58),(77 57532.145),(78 57742.836),(79 57971.098),
(1 4782.6953),(2 14261.878),(3 24245.213),(4 32279.924),(5 37496.605),(6 40739.16),(7 42674.016),(8 43769.504),(9 44157.008),(10 44216.09),(11 44475.93),(12 45377.79),(13 46433.195),(14 47282.24),(15 47603.633),(16 47983.79),(17 47944.93),(18 47920.266),(19 48177.016),(20 48425.617),(21 48580.49),(22 48674.883),(23 48977.73),(24 49102.063),(25 49177.746),(26 49310.137),(27 48742.9),(28 47990.34),(29 47180.19),(30 46796.113),(31 46893.387),(32 47839.703),(33 48944.992),(34 49505.473),(35 49249.242),(36 48737.5),(37 48285.992),(38 47991.207),(39 48396.973),(40 48873.688),(41 49582.36),(42 50056.06),(43 49998.67),(44 49950.945),(45 50188.895),(46 50882.316),(47 51482.297),(48 52101.715),(49 52535.895),(50 52911.5),(51 53354.492),(52 53393.605),(53 53706.26),(54 54003.305),(55 53978.535),(56 54044.758),(57 54106.035),(58 54156.953),(59 54259.76),(60 54733.51),(61 55146.727),(62 55358.227),(63 55518.62),(64 55697.207),(65 55524.492),(66 55167.41),(67 54826.313),(68 54271.293),(69 53764.867),(70 54094.605),(71 54327.336),(72 54775.117),(73 55284.78),(74 55656.242),(75 55984.355),(76 56143.043),(77 56089.633),(78 55682.855),(79 55134.84),
(1 4708.2827),(2 13764.429),(3 22948.81),(4 29712.498),(5 33533.992),(6 35632.816),(7 37122.055),(8 38314.688),(9 39304.56),(10 39839.844),(11 40685.17),(12 41728.484),(13 43180.633),(14 44102.336),(15 44354.78),(16 44419.973),(17 44054.363),(18 44204.7),(19 44769.953),(20 45608.83),(21 46298.664),(22 46399.707),(23 46208.234),(24 45865.58),(25 45585.516),(26 45537.28),(27 45736.758),(28 46158.793),(29 46408.875),(30 46758.805),(31 47124.688),(32 47306.8),(33 47232.793),(34 47083.08),(35 46652.363),(36 46112.375),(37 45867.496),(38 46097.08),(39 46577.3),(40 47017.484),(41 47437.76),(42 47611.594),(43 47573.844),(44 47309.164),(45 47019.016),(46 46855.9),(47 46953.56),(48 47803.36),(49 49078.88),(50 50110.37),(51 50707.77),(52 50699.805),(53 50373.31),(54 50661.004),(55 51052.16),(56 51148.195),(57 51231.85),(58 51339.17),(59 51503.176),(60 51875.246),(61 52459.348),(62 52857.25),(63 52906.656),(64 52964.914),(65 52933.59),(66 53087.543),(67 53259.727),(68 52860.88),(69 52287.2),(70 51882.973),(71 51382.656),(72 50957.195),(73 50940.965),(74 51195.84),(75 51634.01),(76 51669.79),(77 51729.824),(78 51645.344),(79 51050.32),
(1 4452.8125),(2 13070.673),(3 21983.6),(4 28737.316),(5 32794.75),(6 35194.535),(7 36919.15),(8 38345.086),(9 39460.13),(10 40482.64),(11 41489.42),(12 42352.395),(13 43343.555),(14 44285.06),(15 45118.75),(16 45877.945),(17 45855.42),(18 45530.125),(19 45475.98),(20 45169.09),(21 44776),(22 44644.773),(23 44452.215),(24 44761.99),(25 45173.344),(26 45714.848),(27 46231.8),(28 46269.164),(29 46125.668),(30 46219.53),(31 46797.203),(32 47420.953),(33 47988.117),(34 48289.434),(35 48965.08),(36 49678.617),(37 50028.785),(38 50158.336),(39 50703.125),(40 50791.457),(41 51002.266),(42 51446.24),(43 51439.87),(44 51642.715),(45 51827.91),(46 51766.26),(47 51897.953),(48 52267.92),(49 52431.15),(50 52784.184),(51 52982.84),(52 52841.15),(53 52790.383),(54 52894.152),(55 52821.383),(56 52211.563),(57 51560.355),(58 51202.746),(59 51186.918),(60 51336.77),(61 51390.195),(62 51415.484),(63 51122.84),(64 51098.344),(65 50999.715),(66 50953.715),(67 51194.324),(68 51393.74),(69 51410.47),(70 51330.887),(71 51153.58),(72 50699.03),(73 50246.184),(74 50060.14),(75 49893.61),(76 49823.93),(77 50010.703),(78 50639.008),(79 51029.9),
(1 4454.0576),(2 12836.901),(3 21494.484),(4 27981.21),(5 32040.473),(6 34658.633),(7 36477.113),(8 37644.152),(9 38518.03),(10 39089.492),(11 39673.742),(12 41000.305),(13 42252.53),(14 43284.617),(15 44283.97),(16 45117.605),(17 45956.11),(18 46963.83),(19 47786.75),(20 48044.438),(21 47548.113),(22 47338.92),(23 47079.543),(24 47266.277),(25 47725.367),(26 47992.32),(27 48161.402),(28 48379.277),(29 48970.83),(30 49638.543),(31 49892.195),(32 50059.54),(33 50344.348),(34 50078.77),(35 50749.39),(36 51446.313),(37 51955.91),(38 51589.664),(39 51460.97),(40 51107.29),(41 50907.965),(42 50996.03),(43 51240.31),(44 51117.52),(45 51135.91),(46 51315.64),(47 51694.508),(48 52475.555),(49 53063.484),(50 53543.16),(51 54161.176),(52 54243.74),(53 54374.664),(54 54412.355),(55 54500.863),(56 54127.75),(57 53764.336),(58 53476.22),(59 53844.758),(60 54462.816),(61 54913.14),(62 55497.645),(63 56153.184),(64 56384.01),(65 56066.813),(66 55587.137),(67 55034.87),(68 54326.47),(69 54221.55),(70 54225.023),(71 54141.934),(72 54001.54),(73 53919.516),(74 53929.723),(75 53734.97),(76 53620.355),(77 53338.86),(78 53004.3),(79 52730.438),
(1 4292.491),(2 12365.784),(3 20613.482),(4 27013.334),(5 31229.834),(6 34099),(7 36187.277),(8 37465.426),(9 38334.637),(10 39108.473),(11 39994.2),(12 41059.668),(13 41964.54),(14 42607.23),(15 43248.21),(16 44337.32),(17 45325.133),(18 45953.902),(19 45961.594),(20 45865.96),(21 45917.8),(22 46148.902),(23 46371.18),(24 46793.535),(25 46915.277),(26 47238.31),(27 47286.617),(28 47227.047),(29 47725.406),(30 48603.83),(31 49338.35),(32 49709.88),(33 49972.71),(34 49918.613),(35 50276.28),(36 50810.695),(37 50965.938),(38 50745.504),(39 50585.207),(40 50356.277),(41 50357.418),(42 50117.51),(43 49429.016),(44 49000.207),(45 49042.57),(46 49393.902),(47 49891.38),(48 50388.69),(49 50909.21),(50 51409.574),(51 51936.78),(52 51921.242),(53 51990.695),(54 52390.355),(55 53029.438),(56 53459.73),(57 53409.734),(58 52902.668),(59 52478.246),(60 52388.31),(61 52556.594),(62 53080.18),(63 53526.637),(64 53884.973),(65 53431.777),(66 52902.06),(67 52305.3),(68 51455.426),(69 50906.19),(70 50491.55),(71 50285.695),(72 50300.04),(73 50085.473),(74 49563.633),(75 49129.777),(76 49017.953),(77 48678.375),(78 48381.742),(79 48138.652),
(1 4531.5986),(2 13162.232),(3 22037.69),(4 28789.61),(5 33091.004),(6 35978.383),(7 37760.805),(8 38965.08),(9 39892.664),(10 40472.555),(11 40974.44),(12 41427.09),(13 41891.12),(14 42414.15),(15 42854.074),(16 43610.66),(17 44440.777),(18 45115.234),(19 45372.61),(20 45521.516),(21 45599.3),(22 45530.94),(23 45485.547),(24 45287.977),(25 45690.027),(26 46092.973),(27 46013.77),(28 45902.004),(29 46427.824),(30 46976.01),(31 47433.54),(32 47884.863),(33 48084.79),(34 47969.28),(35 47815.82),(36 47721.12),(37 47485.54),(38 47264.766),(39 46934.367),(40 47079.59),(41 47490.38),(42 48051.56),(43 48293.09),(44 48139.37),(45 48195.36),(46 48316.867),(47 48760.152),(48 49684.395),(49 50788.035),(50 51487.508),(51 52249.188),(52 52501.715),(53 52977.496),(54 53325.594),(55 53212.664),(56 52591.453),(57 52200.2),(58 52174.457),(59 52053.355),(60 51930.94),(61 51809.93),(62 51463.703),(63 51195.84),(64 51055.22),(65 51087.703),(66 50910.246),(67 50787.605),(68 50110.332),(69 49076.977),(70 48166.32),(71 47482.164),(72 47232.62),(73 47674.996),(74 48074.133),(75 48095.26),(76 47959.688),(77 48137.594),(78 48232.742),(79 47990.953),
(1 4392.2583),(2 12596.047),(3 20814.846),(4 26977.979),(5 31053.875),(6 33546.24),(7 35486.344),(8 36979.07),(9 38138.28),(10 38737.19),(11 39440.41),(12 40209.57),(13 41079.402),(14 41718.08),(15 42528.836),(16 42928.277),(17 43373.54),(18 44138.082),(19 44590.414),(20 45246.918),(21 46012.395),(22 46725.402),(23 47154.758),(24 47591.082),(25 47850.652),(26 47687.805),(27 47184.535),(28 46813.43),(29 46858.266),(30 47224.773),(31 47714.844),(32 48276.316),(33 48342.266),(34 48290.457),(35 47958.625),(36 47727.625),(37 47592.92),(38 47868.598),(39 48027.176),(40 48564.484),(41 48748.316),(42 49019.69),(43 48755.09),(44 48136.53),(45 47972.703),(46 48148.426),(47 48498.266),(48 48867.184),(49 49644.938),(50 49830.906),(51 50179.56),(52 50319.293),(53 50434.695),(54 50631.523),(55 50386.918),(56 50016.55),(57 49813.203),(58 49806.93),(59 49736.93),(60 49672.656),(61 49697.063),(62 49770.582),(63 49924.84),(64 50065.176),(65 50260.324),(66 50289.777),(67 50350.563),(68 50509.07),(69 50534.254),(70 50486.055),(71 50365.6),(72 50104.023),(73 49759.703),(74 49286.855),(75 49181.418),(76 49215.31),(77 49049.05),(78 49223.39),(79 49302.69),
