1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79968.5),(2 287553.34),(3 640973.9),(4 1111552.9),(5 1710631.1),(6 2453861.8),(7 3313199.8),(8 4320218.5),(9 5494197),(10 6846318.5),(11 8387188),(12 10069677),(13 11898195),(14 13872037),(15 15899707),(16 17921342),(17 20020182),(18 22022088),(19 24213294),(20 26380534),(21 28526650),(22 30733712),(23 33042440),(24 35233404),(25 37494820),(26 39685050),(27 41890860),(28 44160948),(29 46418436),(30 48585196),(31 50680684),(32 52646524),(33 54641876),(34 56541108),(35 58317180),(36 60120212),(37 62060140),(38 63999904),(39 66142196),(40 68131750),(41 70288970),(42 72712776),(43 75359510),(44 78035280),(45 80679704),(46 83507400),(47 86574920),(48 90051800),(49 93386376),(50 96836344),(51 100344310),(52 103803130),(53 107344960),(54 111064260),(55 114724184),(56 118458530),(57 122194090),(58 125825410),(59 129769090),(60 133703144),(61 137699140),(62 141749060),(63 146303000),(64 150635870),(65 154837490),(66 159026510),(67 162896860),(68 166535550),(69 169629860),(70 172510500),(71 175399730),(72 177938050),(73 180311150),(74 182514480),(75 184564420),(76 186591700),(77 188452220),(78 190081740),(79 191178930),
(1 4461.3184),(2 5469.856),(3 5938.0894),(4 6380.979),(5 6730.0806),(6 6886.297),(7 7139.3564),(8 7188.666),(9 7298.6484),(10 7530.8486),(11 7787.7417),(12 7909.95),(13 8105.2764),(14 8171.282),(15 8219.175),(16 8284.705),(17 8465.999),(18 8463.271),(19 8705.805),(20 8790.67),(21 8820.887),(22 8820.187),(23 8778.217),(24 9081.469),(25 9245.434),(26 9353.381),(27 9495.642),(28 9647.636),(29 9669.745),(30 9786.412),(31 9919.466),(32 10097.894),(33 10169.949),(34 10378.505),(35 10417.459),(36 10653.511),(37 10689.718),(38 10812.019),(39 11118.662),(40 11110.151),(41 10983.738),(42 10930.381),(43 10928.985),(44 11062.01),(45 11059.69),(46 10761.74),(47 10776.98),(48 10784.945),(49 10848.024),(50 10776.643),(51 10856.838),(52 10926.205),(53 10897.062),(54 10718.723),(55 10688.439),(56 10793.015),(57 10917.7),(58 10727.01),(59 10738.789),(60 10789.605),(61 10782.957),(62 10953.067),(63 10870.847),(64 10668.328),(65 10794.275),(66 10821.917),(67 10728.788),(68 10806.148),(69 10889.165),(70 10987.266),(71 11041.878),(72 10932.374),(73 10745.209),(74 10744.901),(75 10746.952),(76 10704.774),(77 10527.599),(78 10505.897),(79 10382.345),
(1 4532.2344),(2 5515.9478),(3 6127.0684),(4 6474.317),(5 6810.366),(6 6865.683),(7 7132.957),(8 7268.0186),(9 7402.299),(10 7653.762),(11 7839.57),(12 8014.411),(13 8144.873),(14 8204.226),(15 8105.063),(16 8145.2344),(17 8205.866),(18 8211.408),(19 8323.498),(20 8451.706),(21 8529.412),(22 8515.597),(23 8524.088),(24 8743.237),(25 9051.886),(26 9201.614),(27 9207.054),(28 9232.336),(29 9380.381),(30 9259.546),(31 9267.864),(32 9331.737),(33 9343.457),(34 9553.777),(35 9527.74),(36 9756.46),(37 9847.837),(38 9949.363),(39 10088.2295),(40 10158.909),(41 10154.588),(42 10174.459),(43 10111.868),(44 10376.697),(45 10510.699),(46 10505.526),(47 10506.751),(48 10485.651),(49 10379.882),(50 10346.573),(51 10411.292),(52 10368.249),(53 10246.979),(54 10163.398),(55 10092.084),(56 10107.217),(57 10121.466),(58 9869.766),(59 9795.716),(60 9837.109),(61 9783.232),(62 10038.16),(63 9998.396),(64 9937.904),(65 9893.238),(66 9964.676),(67 9953.539),(68 9992.283),(69 9901.367),(70 9856.688),(71 9808.957),(72 9759.3),(73 9665.4375),(74 9729.228),(75 9904.52),(76 9570.444),(77 9470.099),(78 9624.6875),(79 9593.529),
(1 4315.725),(2 5131.0806),(3 5852.6235),(4 6351.2324),(5 6490.998),(6 6661.906),(7 6703.4614),(8 7029.318),(9 7102.3975),(10 7342.973),(11 7436.9194),(12 7456.2246),(13 7674.262),(14 7743.7036),(15 7759.115),(16 7787.39),(17 7921.8438),(18 7915.517),(19 8199.95),(20 8227.065),(21 8201.876),(22 8240.138),(23 8170.803),(24 8392.694),(25 8494.65),(26 8644.679),(27 8550.826),(28 8570.068),(29 8703.59),(30 8696.838),(31 8885.328),(32 8879.203),(33 8886.554),(34 8995.883),(35 9062.412),(36 9132.613),(37 9260.133),(38 9452.336),(39 9666.751),(40 9794.632),(41 9903.955),(42 9965.394),(43 9802.485),(44 9919.699),(45 10044.893),(46 10034.487),(47 9981.798),(48 9981.995),(49 9872.4795),(50 10099.732),(51 10243.293),(52 10025.687),(53 10032.459),(54 10131.734),(55 10083.728),(56 9865.831),(57 9840.25),(58 9706.113),(59 9641.091),(60 9632.358),(61 9702.016),(62 9659.706),(63 9503.371),(64 9626.732),(65 9582.08),(66 9611.919),(67 9595.749),(68 9611.33),(69 9531.907),(70 9411.158),(71 9312.992),(72 9447.386),(73 9319.512),(74 9227.711),(75 9148.358),(76 9140.139),(77 9009.342),(78 9079.574),(79 9219.556),
(1 4127.411),(2 4926.325),(3 5602.7017),(4 5960.969),(5 6167.9023),(6 6375.277),(7 6435.4863),(8 6672.128),(9 6815.9424),(10 7125.1895),(11 7210.269),(12 7332.32),(13 7491.364),(14 7550.806),(15 7693.028),(16 7641.894),(17 7768.9277),(18 7753.833),(19 7869.222),(20 7967.172),(21 8116.3496),(22 8122.439),(23 8124.8984),(24 8130.8247),(25 8193.703),(26 8327.462),(27 8331.919),(28 8328.585),(29 8530.892),(30 8537.503),(31 8863.303),(32 8828.726),(33 8870.351),(34 9144.248),(35 9198.891),(36 9268.959),(37 9441.363),(38 9488.027),(39 9522.216),(40 9514.865),(41 9710.949),(42 9823.103),(43 9760.042),(44 9752.895),(45 9728.979),(46 9642.002),(47 9551.473),(48 9552.109),(49 9425.749),(50 9489.761),(51 9447.611),(52 9230.139),(53 9331.645),(54 9415.154),(55 9482.626),(56 9479.812),(57 9518.73),(58 9440.162),(59 9371.793),(60 9341.612),(61 9337.855),(62 9318.617),(63 9328.703),(64 9375.33),(65 9296.075),(66 9356.193),(67 9396.607),(68 9469.498),(69 9559.947),(70 9467.523),(71 9463.305),(72 9574.481),(73 9468.367),(74 9493.064),(75 9450.074),(76 9555.064),(77 9473.137),(78 9330.063),(79 9277.395),
(1 3937.9512),(2 4776.447),(3 5493.434),(4 5806.7324),(5 5994.954),(6 6226.1094),(7 6406.615),(8 6623.853),(9 6842.967),(10 7055.5444),(11 7141.626),(12 7184.136),(13 7330.25),(14 7315.62),(15 7586.728),(16 7449.2983),(17 7729.995),(18 7705.8486),(19 7792.7695),(20 7846.973),(21 7884.427),(22 7847.3955),(23 7821.5176),(24 7978.3237),(25 7961.405),(26 8185.6167),(27 8117.007),(28 8316.297),(29 8493.014),(30 8437.581),(31 8632.389),(32 8614.934),(33 8648.416),(34 8779.241),(35 8908.382),(36 8835.496),(37 8857.129),(38 8986.605),(39 9131.869),(40 9132.573),(41 9176.723),(42 9304.16),(43 9335.516),(44 9350.634),(45 9289.352),(46 9206.899),(47 9157.011),(48 8999.471),(49 9028.71),(50 9014.163),(51 8875.867),(52 8751.5625),(53 8802.147),(54 8902.857),(55 8948.031),(56 8889.358),(57 8877.829),(58 8702.079),(59 8779.08),(60 8743.868),(61 8666.916),(62 8757.721),(63 8546.779),(64 8444.089),(65 8481.944),(66 8425.519),(67 8415.501),(68 8352.432),(69 8401.559),(70 8412.221),(71 8349.363),(72 8403.3),(73 8467.464),(74 8422.852),(75 8473.328),(76 8333.971),(77 8211.246),(78 8211.675),(79 8184.0996),
(1 3952.7358),(2 4874.0576),(3 5620.6597),(4 5818.214),(5 5914.584),(6 6190.007),(7 6405.6978),(8 6688.0566),(9 6858.702),(10 7179.8667),(11 7241.644),(12 7352.2188),(13 7494.071),(14 7563.944),(15 7641.723),(16 7516.9463),(17 7619.9146),(18 7496.4873),(19 7718.113),(20 7727.2),(21 7702.748),(22 7689.29),(23 7636.7627),(24 7778.986),(25 7927.027),(26 8111.95),(27 8154.14),(28 8409.364),(29 8421.783),(30 8456.833),(31 8516.443),(32 8387.374),(33 8457.187),(34 8635.191),(35 8657.184),(36 8620.899),(37 8613.005),(38 8792.055),(39 9022.772),(40 8957.162),(41 8939.345),(42 9027.16),(43 8967.103),(44 9104.882),(45 8959.301),(46 8837.746),(47 8759.518),(48 8803.985),(49 8964.312),(50 8933.858),(51 8876.093),(52 8692.533),(53 8599.132),(54 8621.522),(55 8575.592),(56 8541.308),(57 8551.349),(58 8343.295),(59 8331.857),(60 8293.304),(61 8242.595),(62 8273.769),(63 8109.5586),(64 8173.8433),(65 8316.366),(66 8291.365),(67 8405.303),(68 8273.424),(69 8238.178),(70 8352.289),(71 8222.141),(72 8361.89),(73 8244.019),(74 8143.819),(75 8193.219),(76 8301.558),(77 8367.072),(78 8416.89),(79 8464.603),
(1 3817.6816),(2 4626.1255),(3 5425.33),(4 5561.5024),(5 5742.0537),(6 5923.706),(7 6228.0244),(8 6444.274),(9 6736.728),(10 7007.261),(11 6962.763),(12 7154.9385),(13 7234.1797),(14 7290.252),(15 7292.1577),(16 7214.7695),(17 7252.5986),(18 7298.237),(19 7387.8555),(20 7481.2256),(21 7423.43),(22 7413.8726),(23 7425.841),(24 7629.8755),(25 7805.1255),(26 7978.61),(27 8074.5015),(28 8175.7),(29 8383.761),(30 8516.469),(31 8596.518),(32 8648.919),(33 8717.988),(34 8728.834),(35 8680.705),(36 8611.191),(37 8677.937),(38 8879.5205),(39 9004.257),(40 9038.988),(41 8967.368),(42 9032.801),(43 8942.273),(44 9052.016),(45 9102.154),(46 8994.282),(47 8997.442),(48 8959.724),(49 8961.232),(50 9120.259),(51 9012.565),(52 8765.029),(53 8580.559),(54 8679.104),(55 8643.877),(56 8544.148),(57 8559.682),(58 8531.172),(59 8440.018),(60 8469.651),(61 8474.712),(62 8463.401),(63 8344.585),(64 8513.353),(65 8636.329),(66 8560.219),(67 8672.21),(68 8675.217),(69 8638.496),(70 8548.422),(71 8449.298),(72 8640.727),(73 8530.649),(74 8596.342),(75 8634.265),(76 8639.637),(77 8633.457),(78 8631.19),(79 8640.279),
(1 3710.6484),(2 4358.326),(3 5114.659),(4 5384.4844),(5 5490.837),(6 5650.839),(7 5759.9004),(8 6004.876),(9 6318.0645),(10 6424.8804),(11 6481.7646),(12 6805.2617),(13 6686.65),(14 6747.6147),(15 6635.154),(16 6728.3125),(17 6920.7964),(18 6934.352),(19 7098.322),(20 7051.8076),(21 6960.1484),(22 6998.5767),(23 7229.7056),(24 7450.0537),(25 7535.6104),(26 7659.541),(27 7560.4653),(28 7704.302),(29 7797.658),(30 7956.733),(31 8040.125),(32 8052.696),(33 8043.6836),(34 8063.5117),(35 8151.922),(36 8154.5728),(37 8125.6025),(38 8113.692),(39 8259.984),(40 8283.489),(41 8241.448),(42 8219.4795),(43 8144.493),(44 8125.6226),(45 8168.209),(46 8205.964),(47 8181.908),(48 8202.124),(49 8224.42),(50 8286.552),(51 8172.3633),(52 8166.0283),(53 8088.3193),(54 8085.6367),(55 7998.17),(56 7949.2393),(57 8062.788),(58 8133.3857),(59 8179.593),(60 8093.923),(61 8085.3745),(62 8093.6426),(63 8072.747),(64 8237.67),(65 8291.766),(66 8289.684),(67 8255.416),(68 8255.278),(69 8328.451),(70 8160.325),(71 8057.709),(72 8165.27),(73 8284.651),(74 8412.237),(75 8447.882),(76 8297.511),(77 8445.02),(78 8483.656),(79 8389.508),
(1 3733.8752),(2 4379.93),(3 5097.701),(4 5233.2417),(5 5457.3325),(6 5613.09),(7 5774.617),(8 5975.9194),(9 6260.691),(10 6351.5205),(11 6419.1855),(12 6548.7974),(13 6613.437),(14 6726.889),(15 6658.203),(16 6735.9536),(17 6837.4536),(18 6918.494),(19 7140.8994),(20 7074.08),(21 7196.461),(22 7171.669),(23 7345.2554),(24 7481.5317),(25 7550.8394),(26 7616.0415),(27 7794.789),(28 7855.8613),(29 7962.3154),(30 8044.4053),(31 8088.4063),(32 8160.7144),(33 8218.935),(34 8278.408),(35 8391.196),(36 8497.283),(37 8517.794),(38 8502.282),(39 8665.741),(40 8627.255),(41 8646.725),(42 8621.417),(43 8596.105),(44 8521.532),(45 8502.216),(46 8622.037),(47 8623.65),(48 8442.515),(49 8336.141),(50 8441.032),(51 8509.594),(52 8399.422),(53 8381.315),(54 8196.038),(55 8154.4956),(56 8010.5283),(57 8069.9385),(58 8088.0957),(59 7993.3525),(60 7979.8345),(61 7926.6616),(62 7921.7344),(63 7923.4395),(64 7932.7983),(65 7944.7583),(66 8028.8633),(67 7982.077),(68 7913.2324),(69 8001.1006),(70 8039.552),(71 7896.968),(72 7893.238),(73 7942.501),(74 8005.657),(75 8107.5474),(76 8123.104),(77 8261.7705),(78 8254.313),(79 8232.057),
(1 3543.812),(2 4127.5645),(3 4825.7183),(4 4961.5854),(5 5239.802),(6 5376.376),(7 5442.5225),(8 5643.7354),(9 5980.2153),(10 6052.9624),(11 6134.977),(12 6261.609),(13 6401.5435),(14 6515.0615),(15 6515.7637),(16 6564.1255),(17 6562.3027),(18 6622.272),(19 6636.0723),(20 6590.17),(21 6689.8403),(22 6762.5815),(23 6890.2886),(24 6913.891),(25 7145.6353),(26 7180.2295),(27 7265.6294),(28 7411.0234),(29 7537.0664),(30 7644.379),(31 7663.7505),(32 7724.3853),(33 7785.92),(34 7934.5503),(35 7976.1514),(36 8046.584),(37 8134.5396),(38 8216.534),(39 8345.004),(40 8335.554),(41 8420.96),(42 8357.183),(43 8275.768),(44 8215.331),(45 8144.8145),(46 8154.0728),(47 8061.703),(48 8082.01),(49 8120.8164),(50 8053.393),(51 8004.942),(52 7934.258),(53 7880.6484),(54 7820.914),(55 7819.593),(56 7675.306),(57 7667.326),(58 7658.4316),(59 7661.017),(60 7661.8496),(61 7676.1377),(62 7639.657),(63 7534.7964),(64 7531.1025),(65 7589.7896),(66 7603.777),(67 7551.693),(68 7625.9976),(69 7674.994),(70 7676.792),(71 7691.7964),(72 7691.5645),(73 7651.956),(74 7726.9966),(75 7802.201),(76 7824.827),(77 7959.7847),(78 7904.8696),(79 7936.399),
(1 3472.8691),(2 4181.006),(3 4798.472),(4 4961.8115),(5 5193.1943),(6 5498.0737),(7 5425.996),(8 5726.125),(9 5897.4414),(10 5965.2886),(11 6029.9893),(12 6239.2915),(13 6370.077),(14 6389.4653),(15 6464.116),(16 6416.6045),(17 6417.6265),(18 6487.4277),(19 6651.875),(20 6673.8623),(21 6813.378),(22 6899.004),(23 6994.0806),(24 7106.6904),(25 7267.4297),(26 7272.223),(27 7354.03),(28 7378.227),(29 7475.4565),(30 7585.4385),(31 7619.6514),(32 7624.7715),(33 7664.2383),(34 7697.428),(35 7843.182),(36 7763.5723),(37 7857.2383),(38 7841.488),(39 7900.1787),(40 7973.5967),(41 8058.18),(42 8029.398),(43 7953.9243),(44 7897.022),(45 7848.401),(46 7969.4395),(47 7991.937),(48 8059.1045),(49 7924.9697),(50 7947.587),(51 7897.468),(52 7842.998),(53 7841.2856),(54 7849.533),(55 7872.7607),(56 7876.86),(57 7890.9185),(58 7897.802),(59 7941.088),(60 7959.644),(61 7935.5366),(62 7890.4644),(63 7886.221),(64 7975.8037),(65 7906.721),(66 7862.246),(67 7873.702),(68 7880.3),(69 7868.996),(70 7880.248),(71 7955.6123),(72 7835.7876),(73 7912.999),(74 7936.9683),(75 7984.895),(76 7909.617),(77 7981.463),(78 8040.8433),(79 7876.8813),
(1 3399.294),(2 4016.875),(3 4733.0557),(4 4954.5195),(5 5193.146),(6 5422.317),(7 5476.8003),(8 5708.415),(9 5718.5664),(10 5769.0234),(11 5936.735),(12 6058.5947),(13 6076.264),(14 6213.681),(15 6337.1587),(16 6447.988),(17 6477.3228),(18 6547.168),(19 6615.0796),(20 6610.3096),(21 6522.368),(22 6647.8887),(23 6795.743),(24 6918.9683),(25 7050.4907),(26 7147.5195),(27 7242.7173),(28 7149.581),(29 7253.3384),(30 7304.399),(31 7321.515),(32 7379.6377),(33 7519.852),(34 7664.7705),(35 7796.8853),(36 7608.1426),(37 7606.9873),(38 7700.534),(39 7836.5103),(40 7844.9634),(41 7859.835),(42 7840.6694),(43 7828.0713),(44 7784.0557),(45 7738.6167),(46 7758.157),(47 7718.596),(48 7631.8804),(49 7631.9),(50 7558.453),(51 7498.0884),(52 7613.249),(53 7455.096),(54 7522.7827),(55 7549.3447),(56 7600.684),(57 7720.322),(58 7672.0913),(59 7623.3247),(60 7534.838),(61 7613.4253),(62 7564.7017),(63 7653.3687),(64 7667.399),(65 7665.54),(66 7662.785),(67 7762.56),(68 7698.638),(69 7727.1978),(70 7674.7734),(71 7686.922),(72 7778.271),(73 7857.1963),(74 7775.271),(75 7855.429),(76 7931.256),(77 7915.996),(78 7816.784),(79 7708.6045),
(1 3388.799),(2 4030.3171),(3 4647.3145),(4 4874.26),(5 5070.2813),(6 5332.864),(7 5441.034),(8 5745.283),(9 5862.774),(10 5911.859),(11 6013.5254),(12 6054.79),(13 6109.5864),(14 6154.264),(15 6313.3687),(16 6380.0044),(17 6340.07),(18 6419.079),(19 6475.4653),(20 6573.9214),(21 6575.8115),(22 6599.128),(23 6797.9126),(24 6946.818),(25 7236.506),(26 7286.5747),(27 7378.151),(28 7300.8335),(29 7429.8394),(30 7476.245),(31 7484.489),(32 7548.1846),(33 7646.1265),(34 7790.901),(35 7896.666),(36 7860.8315),(37 7879.124),(38 8037.401),(39 8188.7705),(40 8211.209),(41 8164.497),(42 8188.7734),(43 8327.352),(44 8289.108),(45 8313.506),(46 8315.275),(47 8221.026),(48 8126.662),(49 8127.036),(50 8098.051),(51 8099.786),(52 8082.611),(53 7842.1846),(54 7883.1743),(55 7845.8145),(56 7849.0415),(57 7825.3823),(58 7801.3755),(59 7777.1934),(60 7735.39),(61 7736.506),(62 7785.8086),(63 7797.9805),(64 7897.09),(65 7907.6714),(66 7859.6577),(67 7914.896),(68 7865.64),(69 7853.1196),(70 7817.5166),(71 7829.525),(72 7872.3413),(73 7888.949),(74 7826.0796),(75 7836.492),(76 7908.2793),(77 7828.5513),(78 7734.025),(79 7754.1978),
(1 3393.297),(2 3965.6682),(3 4660.0947),(4 4930.4966),(5 4984.2144),(6 5240.0405),(7 5300.106),(8 5487.279),(9 5598.694),(10 5675.441),(11 5733.109),(12 6046.879),(13 5931.8867),(14 6010.4375),(15 6063.9175),(16 6158.1807),(17 6319.7236),(18 6320.406),(19 6461.9756),(20 6558.446),(21 6598.1543),(22 6616.8164),(23 6852.676),(24 6986.001),(25 7064.97),(26 7186.9204),(27 7230.3804),(28 7278.333),(29 7447.4937),(30 7460.1284),(31 7549.7324),(32 7551.549),(33 7625.639),(34 7712.485),(35 7652.8315),(36 7698.4053),(37 7757.6167),(38 7791.4214),(39 7903.895),(40 7959.992),(41 7931.3076),(42 8016.8335),(43 8049.2485),(44 7988.675),(45 8009.4175),(46 8085.3633),(47 8085.8125),(48 7918.001),(49 7970.176),(50 8013.034),(51 7909.13),(52 7914.876),(53 7717.8833),(54 7716.0547),(55 7684.199),(56 7724.7153),(57 7803.126),(58 7770.1567),(59 7754.334),(60 7714.223),(61 7773.618),(62 7783.182),(63 7814.7227),(64 7865.2),(65 7903.498),(66 7831.876),(67 7803.1304),(68 7738.197),(69 7739.626),(70 7801.877),(71 7831.586),(72 7734.3276),(73 7638.928),(74 7646.1255),(75 7657.2847),(76 7629.1865),(77 7658.822),(78 7578.2676),(79 7684.7593),
(1 3207.6028),(2 3867.8367),(3 4495.3555),(4 4648.467),(5 4774.456),(6 4918.101),(7 5057.5317),(8 5244.0386),(9 5451.7407),(10 5559.3164),(11 5671.2324),(12 5955.481),(13 5847.509),(14 5906.976),(15 5906.8433),(16 6036.681),(17 6095.4204),(18 6168.9),(19 6302.7725),(20 6316.7437),(21 6335.3354),(22 6478.1685),(23 6558.506),(24 6634.1694),(25 6688.0923),(26 6769.1255),(27 6753.723),(28 6744.8145),(29 6885.0537),(30 6841.0093),(31 6869.161),(32 6977.758),(33 7142.8022),(34 7161.6284),(35 7072.2603),(36 7150.8174),(37 7271.771),(38 7327.0654),(39 7448.333),(40 7438.385),(41 7384.6655),(42 7522.443),(43 7557.6636),(44 7557.9956),(45 7665.5283),(46 7674.669),(47 7652.2896),(48 7595.661),(49 7565.9287),(50 7651.5845),(51 7633.7383),(52 7582.44),(53 7444.948),(54 7518.546),(55 7562.513),(56 7656.6255),(57 7638.558),(58 7605.3706),(59 7499.935),(60 7586.689),(61 7642.5996),(62 7680.1616),(63 7729.652),(64 7718.004),(65 7637.001),(66 7644.428),(67 7568.485),(68 7557.404),(69 7567.6226),(70 7604.6616),(71 7648.2793),(72 7523.4404),(73 7536.186),(74 7562.852),(75 7591.001),(76 7600.717),(77 7593.077),(78 7528.927),(79 7514.4526),
(1 3185.761),(2 3774.0266),(3 4337.027),(4 4488.988),(5 4605.264),(6 4767.6597),(7 4968.588),(8 5209.908),(9 5351.8276),(10 5327.406),(11 5606.692),(12 5799.3965),(13 5698.1177),(14 5747.965),(15 5933.589),(16 5883.5015),(17 6003.0576),(18 6054.363),(19 6143.8643),(20 6186.943),(21 6206.401),(22 6236.994),(23 6457.5547),(24 6506.8667),(25 6563.5767),(26 6599.2676),(27 6655.39),(28 6727.1787),(29 6880.073),(30 6928.138),(31 7074.792),(32 7129.455),(33 7138.3794),(34 7219.1714),(35 7261.4336),(36 7338.575),(37 7344.3135),(38 7386.3296),(39 7524.7485),(40 7571.4395),(41 7578.132),(42 7705.02),(43 7722.1284),(44 7770.9727),(45 7738.4614),(46 7646.716),(47 7633.206),(48 7589.8726),(49 7610.6978),(50 7636.2773),(51 7677.491),(52 7695.4424),(53 7574.588),(54 7611.9307),(55 7697.5977),(56 7699.4727),(57 7719.412),(58 7666.7915),(59 7655.1636),(60 7690.656),(61 7601.947),(62 7670.7124),(63 7573.429),(64 7635.9224),(65 7702.073),(66 7601.737),(67 7500.214),(68 7670.0474),(69 7688.4277),(70 7571.082),(71 7472.6333),(72 7464.221),(73 7484.185),(74 7434.8716),(75 7497.247),(76 7439.5444),(77 7357.311),(78 7251.9224),(79 7268.6807),
(1 3063.3848),(2 3655.9128),(3 4122.4355),(4 4323.128),(5 4510.718),(6 4641.1797),(7 4797.688),(8 4989.3364),(9 5090.034),(10 5164.9097),(11 5378.021),(12 5526.014),(13 5441.13),(14 5520.495),(15 5633.0156),(16 5650.7197),(17 5747.84),(18 5808.125),(19 5835.0835),(20 5892.95),(21 5868.6924),(22 5947.402),(23 6080.6357),(24 6159.3784),(25 6268.475),(26 6267.6733),(27 6310.3247),(28 6351.042),(29 6444.2397),(30 6567.441),(31 6677.025),(32 6775.69),(33 6738.1157),(34 6836.894),(35 6893.537),(36 6825.421),(37 6941.854),(38 7005.082),(39 7044.451),(40 7134.391),(41 7131.239),(42 7207.6885),(43 7214.4033),(44 7242.2056),(45 7291.1255),(46 7266.3794),(47 7318.1924),(48 7217.4023),(49 7175.2417),(50 7223.356),(51 7242.268),(52 7157.02),(53 7092.277),(54 7127.1543),(55 7210.49),(56 7262.633),(57 7287.8394),(58 7309.3975),(59 7299.343),(60 7269.5625),(61 7293.166),(62 7361.986),(63 7248.5547),(64 7279.496),(65 7345.451),(66 7260.762),(67 7288.094),(68 7272.4346),(69 7212.7935),(70 7172.974),(71 7209.265),(72 7197.576),(73 7134.7427),(74 7037.367),(75 7061.441),(76 7005.809),(77 6980.344),(78 6950.6216),(79 6828.2534),
