1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 760.22943),(2 1016.8009),(3 1169.8699),(4 1311.6874),(5 1433.8741),(6 1517.3892),(7 1585.4487),(8 1664.3691),(9 1731.5702),(10 1800.2756),(11 1862.0577),(12 1909.1163),(13 1969.7898),(14 2001.019),(15 2033.0504),(16 2047.8989),(17 2064.0579),(18 2096.4788),(19 2120.588),(20 2123.5967),(21 2157.6829),(22 2200.2178),(23 2235.0972),(24 2249.0957),(25 2272.05),(26 2330.6816),(27 2397.764),(28 2470.3125),(29 2517.2468),(30 2582.343),(31 2638.008),(32 2691.0676),(33 2745.5288),(34 2813.4473),(35 2870.516),(36 2927.8633),(37 2980.5962),(38 3043.8503),(39 3093.394),(40 3141.0437),(41 3193.438),(42 3245.7422),(43 3273.0125),(44 3290.6348),(45 3318.67),(46 3308.6367),(47 3322.9077),(48 3301.1978),(49 3246.484),(50 3193.1372),(51 3148.0715),(52 3092.984),(53 3024.2827),(54 2960.3665),(55 2917.5315),(56 2860.542),(57 2801.5686),(58 2766.1309),(59 2722.5435),(60 2682.556),(61 2666.4702),(62 2648.7666),(63 2618.5654),(64 2600.364),(65 2609.3718),(66 2580.0693),(67 2574.735),(68 2588.468),(69 2571.843),(70 2568.8691),(71 2574.3018),(72 2568.3125),(73 2566.4805),(74 2562.7498),(75 2582.6807),(76 2573.4707),(77 2569.6206),(78 2574.8696),(79 2576.6921),
(1 749.02606),(2 989.4944),(3 1138.418),(4 1277.013),(5 1389.4707),(6 1464.9211),(7 1538.9523),(8 1629.9901),(9 1712.4691),(10 1801.7438),(11 1832.1907),(12 1879.7933),(13 1937.9683),(14 1966.4279),(15 2003.8395),(16 2011.5149),(17 2039.6605),(18 2054.0195),(19 2088.791),(20 2111.0188),(21 2140.2388),(22 2188.3083),(23 2222.4182),(24 2255.9836),(25 2283.7651),(26 2338.0244),(27 2384.7874),(28 2423.4036),(29 2502.5984),(30 2582.6868),(31 2629.6384),(32 2709.087),(33 2765.338),(34 2832.1948),(35 2876.8308),(36 2938.6062),(37 2996.0498),(38 3058.771),(39 3113.71),(40 3162.492),(41 3214.087),(42 3258.3665),(43 3299.3228),(44 3316.989),(45 3350.9944),(46 3370.9827),(47 3386.2976),(48 3362.7979),(49 3359.9934),(50 3323.439),(51 3290.0425),(52 3249.3157),(53 3196.592),(54 3151.4063),(55 3097.368),(56 3015.4824),(57 2962.9263),(58 2943.8853),(59 2885.6443),(60 2834.491),(61 2801.0796),(62 2757.0754),(63 2724.8164),(64 2705.9856),(65 2688.9119),(66 2663.1511),(67 2659.2683),(68 2656.7637),(69 2644.8),(70 2638.561),(71 2632.3845),(72 2614.1362),(73 2612.7788),(74 2611.8386),(75 2623.843),(76 2602.7688),(77 2611.713),(78 2612.59),(79 2603.136),
(1 754.1529),(2 993.41205),(3 1140.2891),(4 1288.6533),(5 1404.7858),(6 1479.462),(7 1558.4497),(8 1627.475),(9 1711.1979),(10 1784.1943),(11 1836.7119),(12 1890.6307),(13 1939.7751),(14 1958.5446),(15 1994.143),(16 2012.337),(17 2032.4034),(18 2034.436),(19 2057.5305),(20 2074.309),(21 2105.7786),(22 2123.174),(23 2176.165),(24 2200.9607),(25 2232.9087),(26 2241.2727),(27 2291.0813),(28 2311.5916),(29 2388.9875),(30 2444.4907),(31 2497.8635),(32 2576.1572),(33 2587.7385),(34 2628.9414),(35 2671.322),(36 2703.6782),(37 2753.197),(38 2820.7925),(39 2865.9722),(40 2900.6772),(41 2929.6272),(42 2958.9763),(43 2974.5696),(44 3010.7407),(45 3016.0012),(46 3023.0388),(47 3034.8035),(48 3041.0913),(49 3053.463),(50 2997.2336),(51 2978.8552),(52 2939.37),(53 2893.8264),(54 2860.862),(55 2830.3555),(56 2786.947),(57 2751.9143),(58 2727.2017),(59 2695.5405),(60 2666.0898),(61 2640.8762),(62 2599.5503),(63 2579.5654),(64 2565.3625),(65 2546.5278),(66 2520.6462),(67 2511.0005),(68 2502.5264),(69 2488.8193),(70 2494.614),(71 2499.0703),(72 2483.1062),(73 2498.2793),(74 2480.2415),(75 2499.9868),(76 2489.292),(77 2478.5957),(78 2489.2651),(79 2479.4658),
(1 730.89624),(2 964.3911),(3 1095.8524),(4 1245.5979),(5 1353.6006),(6 1421.2385),(7 1475.5814),(8 1541.7421),(9 1615.7124),(10 1687.391),(11 1722.6582),(12 1771.1696),(13 1799.5999),(14 1822.1672),(15 1839.8027),(16 1845.5897),(17 1865.5548),(18 1880.6461),(19 1890.224),(20 1921.3578),(21 1955.4656),(22 1989.6982),(23 2029.4176),(24 2050.0952),(25 2090.929),(26 2102.4595),(27 2145.3506),(28 2209.8918),(29 2267.82),(30 2331.9727),(31 2359.1643),(32 2426.63),(33 2448.3596),(34 2501.375),(35 2535.3318),(36 2573.4207),(37 2614.2986),(38 2664.9634),(39 2705.8518),(40 2729.6357),(41 2757.9624),(42 2808.4285),(43 2831.9485),(44 2844.0767),(45 2835.8103),(46 2848.878),(47 2839.2065),(48 2831.201),(49 2817.5205),(50 2782.9077),(51 2774.8684),(52 2732.9382),(53 2693.4756),(54 2663.4812),(55 2626.8555),(56 2591.8892),(57 2551.7637),(58 2525.3542),(59 2480.5503),(60 2442.7039),(61 2421.6826),(62 2378.5442),(63 2356.44),(64 2342.57),(65 2341.0967),(66 2328.8572),(67 2323.518),(68 2318.8062),(69 2318.4353),(70 2331.8325),(71 2329.4197),(72 2329.3796),(73 2329.2354),(74 2337.897),(75 2335.7166),(76 2322.0144),(77 2324.703),(78 2338.0977),(79 2315.574),
(1 709.77563),(2 944.6812),(3 1088.9595),(4 1224.4841),(5 1322.4999),(6 1397.0208),(7 1450.3044),(8 1517.2526),(9 1589.5302),(10 1633.5017),(11 1656.2631),(12 1702.6779),(13 1728.1697),(14 1732.2253),(15 1747.9034),(16 1760.5652),(17 1784.2649),(18 1800.7538),(19 1811.076),(20 1839.4456),(21 1870.0059),(22 1908.9825),(23 1936.9606),(24 1945.2721),(25 1978.5641),(26 2002.2234),(27 2055.1636),(28 2084.5293),(29 2118.9443),(30 2176.1897),(31 2203.7385),(32 2242.2908),(33 2284.816),(34 2320.8325),(35 2339.4377),(36 2362.6174),(37 2405.0735),(38 2447.3557),(39 2491.2837),(40 2521.3171),(41 2558.1257),(42 2600.4473),(43 2610.0593),(44 2622.9436),(45 2623.5342),(46 2640.711),(47 2621.5012),(48 2607.1824),(49 2582.4648),(50 2559.5503),(51 2550.5747),(52 2507.579),(53 2485.953),(54 2466.3416),(55 2440.1548),(56 2417.7104),(57 2404.423),(58 2392.398),(59 2367.7878),(60 2359.6052),(61 2363.1511),(62 2354.277),(63 2344.0762),(64 2323.5146),(65 2330.8098),(66 2327.0002),(67 2312.1272),(68 2297.6897),(69 2289.7002),(70 2306.8247),(71 2307.1475),(72 2317.5183),(73 2308.802),(74 2320.108),(75 2330.7512),(76 2329.6357),(77 2332.4333),(78 2341.26),(79 2320.9065),
(1 719.2912),(2 943.0492),(3 1089.1838),(4 1233.3828),(5 1330.6166),(6 1398.4124),(7 1448.6667),(8 1517.03),(9 1595.6013),(10 1640.4185),(11 1672.5773),(12 1727.3009),(13 1766.809),(14 1777.6051),(15 1803.2715),(16 1832.636),(17 1848.2634),(18 1858.4845),(19 1894.561),(20 1905.2908),(21 1926.447),(22 1982.7356),(23 2006.4452),(24 2013.1992),(25 2045.8539),(26 2095.9443),(27 2133.97),(28 2173.6284),(29 2232.484),(30 2281.2422),(31 2324.9246),(32 2370.7104),(33 2410.8616),(34 2461.1252),(35 2494.831),(36 2535.4194),(37 2580.3088),(38 2614.6716),(39 2636.3293),(40 2690.0254),(41 2695.863),(42 2731.1067),(43 2732.7107),(44 2739.2085),(45 2734.4539),(46 2744.4912),(47 2714.084),(48 2681.808),(49 2673.7615),(50 2627.5215),(51 2621.5671),(52 2554.9802),(53 2524.657),(54 2492.5386),(55 2452.2368),(56 2422.136),(57 2386.2305),(58 2370.964),(59 2359.575),(60 2322.1404),(61 2309.6606),(62 2299.3457),(63 2285.2705),(64 2283.2761),(65 2297.4526),(66 2301.5703),(67 2302.4827),(68 2291.2993),(69 2288.54),(70 2316.2576),(71 2318.0195),(72 2309.1235),(73 2287.6394),(74 2304.1448),(75 2312.7556),(76 2301.9868),(77 2309.8643),(78 2305.4346),(79 2310.0662),
(1 701.39813),(2 920.83575),(3 1055.1849),(4 1189.8197),(5 1285.4565),(6 1343.5178),(7 1394.9014),(8 1457.4065),(9 1519.8109),(10 1569.1257),(11 1602.7319),(12 1654.9495),(13 1684.4233),(14 1714.374),(15 1723.6313),(16 1748.4518),(17 1792.2362),(18 1801.3855),(19 1825.4727),(20 1840.9747),(21 1848.2633),(22 1879.4452),(23 1923.4973),(24 1933.8833),(25 1953.3948),(26 2011.2314),(27 2054.3162),(28 2087.4353),(29 2155.4749),(30 2203.8098),(31 2269.1836),(32 2313.704),(33 2354.1177),(34 2405.4944),(35 2464.3594),(36 2519.056),(37 2558.5193),(38 2597.8372),(39 2637.854),(40 2684.342),(41 2704.5293),(42 2741.2832),(43 2758.6719),(44 2784.1292),(45 2810.9236),(46 2830.1384),(47 2812.045),(48 2780.3022),(49 2753.982),(50 2717.0232),(51 2685.887),(52 2640.5093),(53 2615.4695),(54 2581.6104),(55 2528.3762),(56 2496.8381),(57 2461.7236),(58 2454.7197),(59 2438.2908),(60 2431.8477),(61 2420.7537),(62 2401.448),(63 2402.8677),(64 2378.3127),(65 2391.4905),(66 2380.4434),(67 2375.6382),(68 2372.1074),(69 2373.242),(70 2388.0107),(71 2380.8582),(72 2392.5261),(73 2382.9854),(74 2400.2815),(75 2422.9136),(76 2419.9014),(77 2429.3132),(78 2416.9875),(79 2411.5486),
(1 704.4271),(2 916.155),(3 1043.4163),(4 1172.8813),(5 1269.0468),(6 1326.3297),(7 1366.3328),(8 1437.4071),(9 1496.6616),(10 1535.8884),(11 1570.9937),(12 1601.785),(13 1634.2078),(14 1645.2749),(15 1682.1749),(16 1695.9282),(17 1745.2733),(18 1768.7646),(19 1793.1469),(20 1811.9392),(21 1838.9327),(22 1863.7996),(23 1908.7948),(24 1940.4055),(25 1975.8595),(26 2019.1626),(27 2047.0277),(28 2088.6616),(29 2139.3572),(30 2192.5933),(31 2226.0327),(32 2260.0344),(33 2301.5051),(34 2330.9653),(35 2381.2542),(36 2413.5122),(37 2443.0183),(38 2497.5676),(39 2524.5203),(40 2573.6301),(41 2584.7356),(42 2605.4063),(43 2637.2688),(44 2662.416),(45 2665.347),(46 2660.4202),(47 2659.7898),(48 2629.7795),(49 2607.5225),(50 2577.6904),(51 2544.3772),(52 2496.9736),(53 2485.8357),(54 2451.1497),(55 2425.4731),(56 2408.2644),(57 2391.474),(58 2356.2478),(59 2343.3376),(60 2324.251),(61 2299.0486),(62 2303.5564),(63 2295.81),(64 2297.6567),(65 2308.2986),(66 2306.0881),(67 2307.7043),(68 2288.6306),(69 2276.8845),(70 2290.121),(71 2289.9202),(72 2290.6067),(73 2287.599),(74 2292.3591),(75 2308.9155),(76 2309.435),(77 2294.466),(78 2289.174),(79 2290.3184),
(1 689.79987),(2 899.7822),(3 1023.00616),(4 1149.7445),(5 1233.6823),(6 1297.487),(7 1344.6808),(8 1400.248),(9 1463.7617),(10 1510.7224),(11 1546.9238),(12 1605.011),(13 1644.8384),(14 1674.187),(15 1699.2534),(16 1723.081),(17 1754.4362),(18 1767.7303),(19 1792.2374),(20 1819.8446),(21 1845.235),(22 1881.756),(23 1943.2751),(24 1971.7795),(25 2010.7634),(26 2061.154),(27 2086.7515),(28 2132.6653),(29 2195.019),(30 2258.7207),(31 2320.8237),(32 2369.2378),(33 2401.4812),(34 2438.7554),(35 2486.6855),(36 2553.8682),(37 2584.697),(38 2617.186),(39 2640.6028),(40 2685.706),(41 2709.5776),(42 2744.9084),(43 2778.5063),(44 2799.3428),(45 2811.6184),(46 2832.7888),(47 2816.9321),(48 2802.164),(49 2779.8267),(50 2760.4937),(51 2723.1545),(52 2673.5374),(53 2649.3516),(54 2598.179),(55 2550.1714),(56 2506.539),(57 2471.4382),(58 2437.4163),(59 2418.7676),(60 2398.473),(61 2379.7446),(62 2380.8904),(63 2369.7334),(64 2371.6445),(65 2350.647),(66 2346.8901),(67 2338.9407),(68 2325.5242),(69 2336.7249),(70 2341.0356),(71 2342.6396),(72 2336.9404),(73 2336.7568),(74 2344.8494),(75 2346.8792),(76 2357.5864),(77 2358.8318),(78 2369.2822),(79 2373.8445),
(1 673.13727),(2 879.2596),(3 1019.2464),(4 1139.6396),(5 1226.8325),(6 1288.9119),(7 1335.3295),(8 1392.941),(9 1446.9711),(10 1487.2754),(11 1522.0045),(12 1561.1533),(13 1594.3054),(14 1620.994),(15 1642.7882),(16 1643.5273),(17 1663.1146),(18 1658.0084),(19 1686.9315),(20 1702.5912),(21 1745.0211),(22 1762.6649),(23 1804.9639),(24 1814.6514),(25 1825.65),(26 1858.514),(27 1913.0659),(28 1960.0785),(29 2007.9487),(30 2056.076),(31 2101.4087),(32 2126.883),(33 2150.4587),(34 2204.169),(35 2232.8948),(36 2288.5925),(37 2315.4255),(38 2366.457),(39 2400.176),(40 2446.8882),(41 2486.013),(42 2506.078),(43 2530.7407),(44 2552.943),(45 2566.8098),(46 2571.591),(47 2556.4211),(48 2539.3523),(49 2527.424),(50 2488.4893),(51 2464.1145),(52 2407.5955),(53 2387.9082),(54 2347.7449),(55 2331.5225),(56 2288.572),(57 2274.7424),(58 2267.374),(59 2241.7502),(60 2216.8372),(61 2207.4797),(62 2198.5376),(63 2174.775),(64 2168.2537),(65 2168.6553),(66 2158.864),(67 2156.541),(68 2152.9878),(69 2168.5862),(70 2196.8435),(71 2203.9067),(72 2214.3223),(73 2220.0952),(74 2229.474),(75 2241.3135),(76 2235.8533),(77 2252.2354),(78 2248.2053),(79 2258.4912),
(1 675.47565),(2 885.54),(3 1019.1716),(4 1139.3071),(5 1232.4105),(6 1287.6611),(7 1357.9009),(8 1427.444),(9 1484.0521),(10 1533.2041),(11 1548.6372),(12 1594.7861),(13 1648.0863),(14 1673.648),(15 1692.9539),(16 1712.5272),(17 1741.7347),(18 1743.7389),(19 1771.649),(20 1777.0168),(21 1816.0309),(22 1849.4442),(23 1891.445),(24 1926.4154),(25 1943.7731),(26 1983.1752),(27 2037.6552),(28 2090.128),(29 2157.3247),(30 2196.053),(31 2257.2095),(32 2314.4846),(33 2349.0894),(34 2401.3691),(35 2446.6475),(36 2496.0076),(37 2535.867),(38 2578.8562),(39 2619.7625),(40 2665.8752),(41 2706.877),(42 2711.3792),(43 2731.9336),(44 2724.7292),(45 2717.5977),(46 2709.6729),(47 2707.457),(48 2701.311),(49 2677.6064),(50 2641.2175),(51 2609.483),(52 2563.981),(53 2517.561),(54 2480.2134),(55 2446.431),(56 2402.058),(57 2375.4692),(58 2355.8838),(59 2336.0376),(60 2310.7422),(61 2276.1956),(62 2270.2678),(63 2246.7734),(64 2252.392),(65 2253.5796),(66 2253.7185),(67 2257.912),(68 2251.076),(69 2272.5857),(70 2275.0488),(71 2291.8828),(72 2293.5083),(73 2302.0515),(74 2325.701),(75 2336.0334),(76 2348.9414),(77 2345.0933),(78 2363.2844),(79 2352.664),
(1 652.7255),(2 851.9964),(3 982.1407),(4 1099.7173),(5 1178.0986),(6 1235.2158),(7 1287.2456),(8 1353.7493),(9 1388.298),(10 1421.8024),(11 1449.2642),(12 1493.7375),(13 1517.7708),(14 1531.8976),(15 1545.0463),(16 1574.1724),(17 1600.3239),(18 1600.965),(19 1619.5867),(20 1636.8083),(21 1659.9508),(22 1684.1549),(23 1736.1713),(24 1753.6028),(25 1782.1093),(26 1822.3439),(27 1869.9473),(28 1906.945),(29 1954.489),(30 2000.9807),(31 2038.1985),(32 2065.2139),(33 2098.7603),(34 2151.0225),(35 2188.8706),(36 2237.9907),(37 2260.9795),(38 2310.1147),(39 2351.805),(40 2393.4304),(41 2433.0269),(42 2460.959),(43 2483.3584),(44 2511.1836),(45 2516.3071),(46 2517.1553),(47 2521.1409),(48 2504.412),(49 2486.8137),(50 2465.4724),(51 2455.2156),(52 2423.9004),(53 2406.3252),(54 2386.9983),(55 2352.143),(56 2326.5288),(57 2283.362),(58 2278.6257),(59 2256.3608),(60 2248.7307),(61 2251.5261),(62 2238.9846),(63 2221.5498),(64 2206.7507),(65 2208.8352),(66 2203.6238),(67 2206.266),(68 2203.2322),(69 2219.8577),(70 2222.615),(71 2245.1165),(72 2239.6423),(73 2259.743),(74 2270.623),(75 2270.9006),(76 2267.8867),(77 2249.6047),(78 2254.3777),(79 2242.8374),
(1 650.05054),(2 848.9348),(3 986.8754),(4 1092.9302),(5 1184.9204),(6 1240.094),(7 1296.0997),(8 1348.1545),(9 1402.5701),(10 1452.423),(11 1488.0145),(12 1550.8157),(13 1565.5969),(14 1592.5328),(15 1607.5198),(16 1625.4592),(17 1631.802),(18 1646.8088),(19 1679.9598),(20 1703.5386),(21 1726.0618),(22 1760.2288),(23 1802.9163),(24 1814.3462),(25 1854.4434),(26 1888.904),(27 1939.8789),(28 1994.0624),(29 2041.4105),(30 2086.7825),(31 2121.4143),(32 2163.6587),(33 2196.1753),(34 2243.5508),(35 2273.8071),(36 2344.3196),(37 2378.28),(38 2425.2983),(39 2481.6868),(40 2522.3674),(41 2577.8582),(42 2627.6006),(43 2675.6794),(44 2695.057),(45 2711.0022),(46 2717.605),(47 2715.2087),(48 2711.3877),(49 2691.2854),(50 2697.4434),(51 2676.7295),(52 2629.3816),(53 2611.9226),(54 2577.6492),(55 2551.2258),(56 2531.2434),(57 2521.3982),(58 2488.289),(59 2477.5637),(60 2462.823),(61 2431.576),(62 2412.7302),(63 2390.4153),(64 2373.7856),(65 2373.32),(66 2373.3826),(67 2364.8086),(68 2365.3765),(69 2350.8008),(70 2344.5696),(71 2347.0608),(72 2336.8494),(73 2325.1448),(74 2330.9539),(75 2333.934),(76 2317.8809),(77 2318.7249),(78 2300.1733),(79 2283.3247),
(1 637.55444),(2 832.59906),(3 973.8539),(4 1073.0374),(5 1145.4159),(6 1203.719),(7 1257.2657),(8 1307.4802),(9 1369.1293),(10 1410.7311),(11 1451.0902),(12 1484.8291),(13 1518.4662),(14 1534.4625),(15 1551.3942),(16 1560.6425),(17 1566.6647),(18 1586.7808),(19 1629.1982),(20 1643.7605),(21 1654.7023),(22 1695.013),(23 1739.2449),(24 1752.1022),(25 1785.1144),(26 1814.8982),(27 1855.57),(28 1911.2538),(29 1951.9347),(30 1999.1122),(31 2049.1257),(32 2091.121),(33 2132.2644),(34 2166.8289),(35 2202.741),(36 2249.9795),(37 2288.7388),(38 2325.4631),(39 2379.922),(40 2412.7588),(41 2451.1206),(42 2474.8594),(43 2499.4268),(44 2517.4297),(45 2549.9417),(46 2563.2854),(47 2551.7358),(48 2530.6743),(49 2510.8586),(50 2498.2468),(51 2467.4978),(52 2442.5095),(53 2417.667),(54 2386.2698),(55 2369.2166),(56 2358.8608),(57 2340.2612),(58 2321.16),(59 2329.6416),(60 2314.992),(61 2298.219),(62 2278.306),(63 2274.5432),(64 2265.584),(65 2258.9963),(66 2249.0896),(67 2257.1387),(68 2262.9417),(69 2252.992),(70 2280.7363),(71 2287.097),(72 2291.7302),(73 2294.0405),(74 2287.7742),(75 2293.2966),(76 2296.4492),(77 2296.0754),(78 2303.226),(79 2318.7878),
(1 627.4547),(2 823.2166),(3 959.6203),(4 1068.9784),(5 1147.5922),(6 1212.9692),(7 1259.7699),(8 1326.6508),(9 1385.621),(10 1422.7344),(11 1465.9059),(12 1503.5344),(13 1551.3474),(14 1548.7693),(15 1569.6511),(16 1593.3022),(17 1596.1581),(18 1616.0631),(19 1644.787),(20 1657.8658),(21 1692.5077),(22 1742.7557),(23 1792.3566),(24 1836.6096),(25 1866.6183),(26 1905.7025),(27 1950.9077),(28 2009.3115),(29 2050.5852),(30 2102.1523),(31 2165.701),(32 2213.6667),(33 2264.9497),(34 2301.6797),(35 2364.266),(36 2430.3574),(37 2489.5232),(38 2546.529),(39 2603.11),(40 2648.148),(41 2704.8171),(42 2752.3801),(43 2779.756),(44 2797.354),(45 2806.1672),(46 2809.9324),(47 2794.7085),(48 2783.0232),(49 2770.95),(50 2756.477),(51 2731.263),(52 2701.788),(53 2679.9622),(54 2650.8013),(55 2612.7122),(56 2575.5833),(57 2573.2048),(58 2542.7412),(59 2534.2524),(60 2517.8625),(61 2491.8218),(62 2452.77),(63 2422.575),(64 2424.6926),(65 2403.8325),(66 2395.21),(67 2387.4578),(68 2391.6682),(69 2386.861),(70 2394.6821),(71 2404.6323),(72 2401.1138),(73 2413.805),(74 2413.861),(75 2419.9175),(76 2410.9316),(77 2413.6716),(78 2413.4412),(79 2404.096),
(1 617.4731),(2 812.0128),(3 950.39044),(4 1049.8971),(5 1129.306),(6 1180.0022),(7 1221.2439),(8 1282.8785),(9 1354.0144),(10 1402.5045),(11 1440.0557),(12 1485.7771),(13 1509.5237),(14 1510.6135),(15 1533.9343),(16 1538.3973),(17 1553.8445),(18 1586.3616),(19 1602.1895),(20 1627.8523),(21 1642.4454),(22 1670.1935),(23 1700.1647),(24 1737.4985),(25 1764.2576),(26 1800.604),(27 1863.2607),(28 1912.0771),(29 1975.3491),(30 2030.1372),(31 2082.0825),(32 2128.5442),(33 2175.0117),(34 2231.6838),(35 2278.3506),(36 2323.4626),(37 2381.0542),(38 2442.878),(39 2516.2007),(40 2575.2375),(41 2615.229),(42 2656.2656),(43 2685.1519),(44 2714.243),(45 2759.0757),(46 2785.8013),(47 2795.9526),(48 2799.159),(49 2786.6824),(50 2763.2148),(51 2756.679),(52 2714.104),(53 2685.615),(54 2657.866),(55 2627.3035),(56 2591.7954),(57 2576.1448),(58 2535.6497),(59 2505.9004),(60 2473.0664),(61 2458.344),(62 2446.6865),(63 2439.4202),(64 2430.786),(65 2416.6355),(66 2422.5322),(67 2419.4915),(68 2421.879),(69 2406.1982),(70 2418.0225),(71 2423.9207),(72 2433.141),(73 2449.5002),(74 2450.1667),(75 2461.282),(76 2452.2327),(77 2457.6018),(78 2458.4175),(79 2461.0388),
(1 611.37006),(2 801.03296),(3 919.9872),(4 1020.3207),(5 1098.5245),(6 1139.1757),(7 1185.4714),(8 1239.1204),(9 1300.947),(10 1348.3733),(11 1386.954),(12 1444.104),(13 1465.2916),(14 1495.8943),(15 1519.9338),(16 1519.7335),(17 1514.9928),(18 1547.0082),(19 1566.9667),(20 1584.8733),(21 1602.4816),(22 1634.0171),(23 1655.4324),(24 1686.914),(25 1714.7649),(26 1745.2988),(27 1799.0189),(28 1845.781),(29 1891.9275),(30 1934.6125),(31 1967.8136),(32 2013.0319),(33 2040.9742),(34 2076.7554),(35 2112.9988),(36 2162.652),(37 2203.157),(38 2266.5977),(39 2319.4487),(40 2366.9404),(41 2393.0964),(42 2433.7056),(43 2470.8599),(44 2486.8718),(45 2514.4026),(46 2522.5076),(47 2521.0994),(48 2513.8325),(49 2501.6677),(50 2478.1453),(51 2462.39),(52 2421.2112),(53 2414.8513),(54 2387.5974),(55 2361.2585),(56 2341.479),(57 2335.3745),(58 2314.4592),(59 2294.8289),(60 2269.6946),(61 2267.077),(62 2264.4597),(63 2264.5542),(64 2249.276),(65 2226.3152),(66 2230.7183),(67 2222.1912),(68 2218.7576),(69 2211.6545),(70 2219.7693),(71 2233.7417),(72 2225.272),(73 2232.2166),(74 2237.485),(75 2236.5999),(76 2239.8523),(77 2253.4631),(78 2254.5972),(79 2257.1848),
