1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98721.94),(2 313428.53),(3 603777.25),(4 1044225.8),(5 1569419.9),(6 2139041),(7 2855123.3),(8 3632546),(9 4405339.5),(10 5258122),(11 6173908),(12 7028678.5),(13 8030824),(14 9090117),(15 10144415),(16 11349228),(17 12656679),(18 13979643),(19 15467091),(20 16954530),(21 18352778),(22 19885558),(23 21423966),(24 22869914),(25 24445974),(26 25995136),(27 27518016),(28 29200104),(29 30834558),(30 32485632),(31 34309770),(32 36077844),(33 37871468),(34 39862944),(35 41839796),(36 43758852),(37 45844348),(38 47982092),(39 50173012),(40 52614412),(41 54924000),(42 57132304),(43 59596256),(44 62082212),(45 64613664),(46 67396890),(47 70260376),(48 73048910),(49 75982040),(50 78823656),(51 81557816),(52 84470264),(53 87417224),(54 90346500),(55 93538090),(56 96676070),(57 99820136),(58 103334460),(59 106500760),(60 109241690),(61 112163336),(62 114945960),(63 117415896),(64 119901530),(65 122258280),(66 124300010),(67 126604440),(68 128702330),(69 130628860),(70 133108310),(71 135513020),(72 137577010),(73 140024320),(74 142373650),(75 144344900),(76 146694640),(77 149026900),(78 151196260),(79 153763600),
(1 7825.1963),(2 14299.13),(3 17026.64),(4 18929.95),(5 19605.432),(6 20395.922),(7 21091.293),(8 21309.484),(9 21800.285),(10 21704.31),(11 21755.658),(12 21908.99),(13 21820.703),(14 22325.201),(15 22761.525),(16 22491.877),(17 22569.748),(18 22633.65),(19 22435.338),(20 22769.758),(21 22967.31),(22 23427.867),(23 23649.57),(24 23617.447),(25 23971.014),(26 24335.89),(27 24972.299),(28 24671.436),(29 24683.625),(30 24262.424),(31 24444.488),(32 24689.11),(33 24582.064),(34 25452.283),(35 25490.498),(36 25612.365),(37 25402.563),(38 25122.982),(39 25288.836),(40 25333.773),(41 25476.77),(42 25976.035),(43 25783.365),(44 25795.4),(45 25969.834),(46 25857.646),(47 25947.889),(48 26066.47),(49 26372.045),(50 26170.373),(51 25643.596),(52 25736.082),(53 26037.22),(54 25873.59),(55 26264.117),(56 26312.387),(57 26371.406),(58 26794.99),(59 26884.21),(60 27311.32),(61 27520.273),(62 27203.299),(63 26885.297),(64 26650.293),(65 26697.79),(66 26828.3),(67 26426.19),(68 26532.666),(69 26594.37),(70 26604.352),(71 27321.842),(72 27678.004),(73 27977.383),(74 28310.34),(75 28719.281),(76 28977.633),(77 29291.855),(78 29454.488),(79 29394.799),
(1 7780.0244),(2 14174.616),(3 16906.693),(4 18680.115),(5 19026.723),(6 20032.799),(7 20911.08),(8 21300.762),(9 21820.617),(10 21926.906),(11 22295.678),(12 22574.848),(13 22641.97),(14 22945.203),(15 23290.525),(16 23435.766),(17 23651.123),(18 23660.244),(19 23344.115),(20 22995.607),(21 23352.576),(22 23580.154),(23 23814.889),(24 23866.55),(25 23736.877),(26 23748.664),(27 23938.47),(28 23992.066),(29 23997.316),(30 24221.605),(31 24259.023),(32 24182.92),(33 24495.574),(34 24823.658),(35 24996.14),(36 25023.984),(37 24844.193),(38 25009.115),(39 24878.49),(40 24961.598),(41 25070.553),(42 25534.406),(43 25971.066),(44 25524.799),(45 24867.926),(46 25081.338),(47 25158.414),(48 24862.03),(49 24796.957),(50 24553.832),(51 24823.771),(52 25094.973),(53 24831.748),(54 25015.805),(55 25363.887),(56 26023.582),(57 26267.162),(58 26643.477),(59 26935.65),(60 27058.426),(61 27132.152),(62 27440.254),(63 27293.863),(64 27496.082),(65 27521.766),(66 27738.219),(67 27888.33),(68 28041.115),(69 28114.299),(70 28545.787),(71 28791.852),(72 28565.197),(73 28756.383),(74 28927.607),(75 29074.129),(76 29098.771),(77 28629.309),(78 28575.332),(79 28653.977),
(1 7548.692),(2 13491.132),(3 15844.379),(4 17549.55),(5 17764.602),(6 18636.86),(7 19735.453),(8 19979.588),(9 20379.879),(10 20797.246),(11 21788.377),(12 22010.982),(13 21843.76),(14 22117.393),(15 22695.436),(16 22972.834),(17 23061.482),(18 22610.709),(19 22177.69),(20 22305.238),(21 22711.703),(22 22752.553),(23 22916.83),(24 23000.871),(25 22986.127),(26 22935.953),(27 22900.629),(28 22341.547),(29 22343.5),(30 22393.516),(31 22237.096),(32 22438.18),(33 22656.242),(34 22798.209),(35 22888.648),(36 23109.838),(37 23353.467),(38 23534.555),(39 23811.25),(40 24228.828),(41 24596.691),(42 25210.33),(43 25369.127),(44 24644.748),(45 24328.084),(46 24787.754),(47 24466.97),(48 24424.412),(49 24514.023),(50 24480.19),(51 24534.828),(52 24888.78),(53 24672.232),(54 24457.637),(55 24477.084),(56 24649.951),(57 25160.195),(58 25349.184),(59 25424.701),(60 25371.643),(61 25044.615),(62 25419.846),(63 25501.79),(64 25602.328),(65 25867.764),(66 26014.348),(67 26224.127),(68 26125.863),(69 25961.084),(70 25972.135),(71 25858.088),(72 26120.951),(73 26321.135),(74 26908.578),(75 27513.014),(76 27255.186),(77 27049.537),(78 27094.604),(79 27451.646),
(1 7325.8525),(2 12914.701),(3 15252.871),(4 17055.422),(5 17150.21),(6 17650.236),(7 18339.48),(8 18418.525),(9 18460.053),(10 18437.604),(11 18919.393),(12 19030.502),(13 18831.629),(14 19400.61),(15 19901.406),(16 20067.482),(17 20272.807),(18 20447.715),(19 20637.943),(20 20741.271),(21 20644.082),(22 20701.955),(23 21072.12),(24 21635.895),(25 21949.078),(26 21960.43),(27 21838.291),(28 21324.021),(29 21466.71),(30 21691.91),(31 21941.266),(32 21845.775),(33 22252.994),(34 22295.537),(35 22349.844),(36 22280.467),(37 21860.125),(38 21620.154),(39 21543.318),(40 21868.645),(41 22081.29),(42 22493.182),(43 22806.982),(44 22602.715),(45 22787.535),(46 22432.79),(47 22428.451),(48 22809.174),(49 22592.1),(50 22437.35),(51 22672.756),(52 22515.834),(53 22454.496),(54 22523.758),(55 22686.97),(56 23417.236),(57 24006.62),(58 23853.326),(59 23909.62),(60 23812.313),(61 23815.508),(62 23840.652),(63 23968.836),(64 23992.826),(65 23925.254),(66 23840.117),(67 23659.11),(68 23750.771),(69 23667.031),(70 23589.043),(71 23779.59),(72 24327.59),(73 24682.537),(74 25138.525),(75 25301.271),(76 25260.873),(77 25138.373),(78 25226.762),(79 25402.396),
(1 7364.5137),(2 12904.729),(3 15430.609),(4 17236.826),(5 17167.734),(6 17627.14),(7 18191.389),(8 18171.246),(9 17983.053),(10 18048.799),(11 18727.254),(12 19224.873),(13 19170.62),(14 19329.887),(15 19361.63),(16 19843.836),(17 20222.717),(18 20049.42),(19 19797.53),(20 20273.717),(21 20702.014),(22 20948),(23 21334.268),(24 21723.645),(25 21534.81),(26 21002.027),(27 20826.219),(28 20331.184),(29 20651.021),(30 20720.568),(31 20643.906),(32 21274.873),(33 21879.814),(34 21992.957),(35 22545.404),(36 22560.037),(37 22434.107),(38 22261.5),(39 21967.377),(40 22334.916),(41 22616.518),(42 22888.854),(43 23152.672),(44 23094.516),(45 23137.283),(46 23359.611),(47 23277.652),(48 23467.799),(49 23583.092),(50 23700.82),(51 23785.81),(52 23899.63),(53 23908.309),(54 23915.576),(55 24221.215),(56 24536.49),(57 24525.91),(58 24538.35),(59 24442.996),(60 24105.096),(61 24095.145),(62 24137.191),(63 24218.213),(64 23789.025),(65 23489.438),(66 23519.848),(67 23423.826),(68 23562.273),(69 23490.62),(70 23241.328),(71 23629.43),(72 23864.936),(73 23818.58),(74 24166.293),(75 24378.605),(76 24720.36),(77 24959.402),(78 24891.508),(79 25380.383),
(1 7507.263),(2 13243.404),(3 15581.904),(4 16834.844),(5 16701.262),(6 16824.092),(7 17308.082),(8 17608.781),(9 17824.693),(10 18089.652),(11 18579.588),(12 18795.71),(13 18725.125),(14 18938.639),(15 18832.057),(16 18933.107),(17 19544.713),(18 19672.053),(19 19628.645),(20 19520.453),(21 19713.406),(22 20104.24),(23 20401.357),(24 20576.518),(25 20731.49),(26 20811.387),(27 20854.586),(28 20924.914),(29 20702.99),(30 20543.754),(31 20840.102),(32 21365.95),(33 22068.758),(34 22453.094),(35 22937.063),(36 22595.717),(37 22517.643),(38 22687.912),(39 22372.57),(40 22715.955),(41 23229.842),(42 23429.234),(43 23678.998),(44 23518.744),(45 23524.277),(46 23750.287),(47 24278.78),(48 25046.432),(49 25426.139),(50 25215.55),(51 24862.635),(52 24793.586),(53 24553.156),(54 24481.242),(55 24428.277),(56 24305.908),(57 24294.6),(58 24528.193),(59 24580.379),(60 24505.943),(61 24221.135),(62 24054.213),(63 24157.883),(64 23963.986),(65 23638.277),(66 23249.695),(67 22769.63),(68 22833.033),(69 22703.502),(70 22518.53),(71 22927.662),(72 23208.277),(73 23245.79),(74 23376.137),(75 23588.424),(76 24084.725),(77 24330.385),(78 24190.326),(79 24314.574),
(1 7406.429),(2 13093.141),(3 15456.291),(4 16549.797),(5 16847.236),(6 17568.115),(7 18190.955),(8 18290.605),(9 18257.287),(10 18894.826),(11 19616.832),(12 19620.986),(13 19380.834),(14 19739.371),(15 20072.936),(16 20452.771),(17 20773.895),(18 20485.29),(19 20321.705),(20 20428.73),(21 20181.629),(22 20577.877),(23 21002.879),(24 21078.137),(25 21385.807),(26 21213.111),(27 21309.02),(28 20709.887),(29 20765.336),(30 21285.398),(31 21594.566),(32 21572.406),(33 21484.846),(34 21841.182),(35 22047.678),(36 21789.994),(37 21570.563),(38 21292.05),(39 21502.793),(40 22069.389),(41 22219.36),(42 22723.727),(43 22505.85),(44 22296.14),(45 22236.412),(46 22434.252),(47 23076.871),(48 23595.004),(49 23821.07),(50 23813.215),(51 23621.629),(52 23652.846),(53 23734.863),(54 23583.963),(55 23897.26),(56 23698.57),(57 23377.863),(58 23457.605),(59 23743.963),(60 24253.23),(61 24384.063),(62 23755.797),(63 23321.62),(64 23510.44),(65 23330.877),(66 23042.203),(67 23102.906),(68 23357.063),(69 23641.564),(70 23933.16),(71 23904.049),(72 23859.633),(73 23719.178),(74 23676.713),(75 23874.121),(76 24239.11),(77 24420.09),(78 24423.7),(79 24497.346),
(1 7236.3667),(2 12261.987),(3 14565.28),(4 16173.193),(5 16211.333),(6 16617.709),(7 17113.354),(8 17550.188),(9 18159.848),(10 18452.016),(11 18842.344),(12 18855.1),(13 18560.65),(14 19198.379),(15 19515.404),(16 19799.531),(17 20037.586),(18 19858.959),(19 19793.848),(20 19571.021),(21 19444.709),(22 19825.762),(23 20123.662),(24 20342.6),(25 20305.168),(26 20239.6),(27 20183.227),(28 19990.207),(29 20188.111),(30 20059.432),(31 19922.346),(32 19867.313),(33 19921.865),(34 20163.398),(35 20321.057),(36 20126.422),(37 20393.656),(38 20334.158),(39 20411.318),(40 20605.549),(41 20778.201),(42 21050.322),(43 20734.523),(44 20896.557),(45 20906.217),(46 20954.1),(47 21416.268),(48 21687.633),(49 21573.28),(50 21462.428),(51 21387.633),(52 21505.902),(53 21489.195),(54 21522.295),(55 21945.55),(56 21548.729),(57 21798.71),(58 21867.14),(59 21840.914),(60 22448.705),(61 22632.568),(62 22323.525),(63 22029.674),(64 21797.102),(65 21888.756),(66 21698.549),(67 21774.838),(68 21817.262),(69 21837.182),(70 22090.701),(71 22074.3),(72 22137.398),(73 22582.68),(74 22484.965),(75 22676.494),(76 22805.916),(77 22891.453),(78 22759.182),(79 22529.883),
(1 6860.6826),(2 12143.514),(3 14295.215),(4 15539.363),(5 15856.348),(6 16517.678),(7 16921.533),(8 16958.008),(9 17107.26),(10 17422.824),(11 18144.465),(12 18014.586),(13 18029.658),(14 18217.443),(15 18236.375),(16 18574.947),(17 18981.9),(18 19137.941),(19 19156.807),(20 18951.633),(21 18707.414),(22 18949.531),(23 19455.732),(24 19679.59),(25 19682.19),(26 19457.129),(27 19342.676),(28 19424.48),(29 19767.834),(30 19734.19),(31 19779.717),(32 19521.295),(33 19455.43),(34 19715.78),(35 19807.926),(36 19618.92),(37 19507.488),(38 19456.266),(39 19631.756),(40 20061.656),(41 20109.105),(42 20349.117),(43 20456.041),(44 20420.318),(45 20225.523),(46 20234.414),(47 20474.95),(48 20757.24),(49 21007.535),(50 21074.557),(51 20902.037),(52 21149.102),(53 21522.637),(54 21706.951),(55 21628.287),(56 21469.654),(57 21676.068),(58 22080.602),(59 22309.242),(60 22398.4),(61 22135.523),(62 22203.03),(63 22077.441),(64 21742),(65 21597.873),(66 21782.68),(67 21884.969),(68 22035.865),(69 22062.572),(70 21921.795),(71 21758.451),(72 21962.846),(73 22108.732),(74 22206.176),(75 22591.53),(76 22506.484),(77 22295.68),(78 22277.58),(79 22481.797),
(1 7141.488),(2 12488.92),(3 14630.911),(4 15835.8545),(5 16065.981),(6 16642.006),(7 16805.787),(8 17086.955),(9 17635.275),(10 18114.42),(11 18629.31),(12 18437.916),(13 18338.93),(14 18473.803),(15 18651.215),(16 18936.91),(17 19386.322),(18 19144.975),(19 18763.078),(20 18538.357),(21 18425.729),(22 18566.082),(23 18754.764),(24 19155.133),(25 19073.875),(26 19004.953),(27 18794.719),(28 18852.303),(29 19414.787),(30 19608.426),(31 19723.87),(32 20038.568),(33 20026.275),(34 20171.941),(35 20316.45),(36 20181.16),(37 20113.287),(38 20067.9),(39 20247.377),(40 20461.326),(41 20854.074),(42 21328.842),(43 21545.434),(44 21116.344),(45 20512.736),(46 20450.035),(47 20654.523),(48 20832.387),(49 20716.254),(50 20780.334),(51 21179.416),(52 21351.525),(53 21558.803),(54 21841.578),(55 22037.453),(56 22023.771),(57 21612.838),(58 21676.104),(59 21951.164),(60 22322.98),(61 22532.932),(62 22325.908),(63 22076.645),(64 21825.43),(65 21494.271),(66 21618.172),(67 21692.682),(68 21949.068),(69 22300.623),(70 22495.09),(71 22704.553),(72 22981.678),(73 23161.031),(74 23443.273),(75 23800.121),(76 23620.45),(77 23327.371),(78 23385.426),(79 23664.45),
(1 6853.0493),(2 12018.013),(3 14359.812),(4 15438.524),(5 15571.196),(6 16167.8125),(7 16556.416),(8 16958.195),(9 17012.95),(10 17278.383),(11 17926.695),(12 17752.195),(13 17676.344),(14 17985.314),(15 18253.521),(16 18603.275),(17 18677.723),(18 18307.146),(19 18086.574),(20 18028.89),(21 18180.996),(22 18278.78),(23 18382.793),(24 18390.162),(25 18432.408),(26 18495.994),(27 18395.06),(28 18444.336),(29 18643.2),(30 19156.355),(31 19567.434),(32 19377.84),(33 19004.918),(34 19268.818),(35 19507.738),(36 19736.041),(37 19730.367),(38 19396.922),(39 19453.521),(40 19522.213),(41 19744.375),(42 20118.969),(43 20289.629),(44 20195.422),(45 19831.873),(46 19692.164),(47 19982.473),(48 19871.342),(49 19916.695),(50 19920.648),(51 20241.314),(52 20671.646),(53 21181.838),(54 21339.424),(55 21170.922),(56 21445.225),(57 21512.148),(58 21434.496),(59 21498.545),(60 21446.979),(61 21474.406),(62 21236.455),(63 20858.48),(64 20564.043),(65 20464.697),(66 20614.875),(67 20842.129),(68 20865.014),(69 20866.904),(70 21046.824),(71 21237.1),(72 21546.291),(73 21532.143),(74 21837.059),(75 21847.096),(76 21593.004),(77 21523.992),(78 21357.145),(79 21541.627),
(1 6842.7607),(2 11794.054),(3 13903.645),(4 14856.82),(5 15078.603),(6 15954.336),(7 16358.615),(8 16552.563),(9 16410.852),(10 16782.682),(11 17255.203),(12 16975.094),(13 17012.547),(14 17473.992),(15 17909.332),(16 18242.88),(17 18271.03),(18 18072.01),(19 18191.809),(20 17998.975),(21 18088.926),(22 18254.102),(23 18467.205),(24 18613.543),(25 18269.697),(26 18207.402),(27 18193.29),(28 18396.264),(29 18146.912),(30 18257.79),(31 18891.365),(32 19111.703),(33 18734.1),(34 18779.793),(35 18917.508),(36 19274.295),(37 19367.633),(38 19405.309),(39 19146.498),(40 19166.377),(41 19454.146),(42 19568.67),(43 19954.875),(44 19854.191),(45 19539.938),(46 19260.053),(47 19420.213),(48 19518.1),(49 19726.941),(50 19846.031),(51 20118.387),(52 20553.57),(53 21022.342),(54 21317.875),(55 21260.607),(56 21440.676),(57 21682.89),(58 21759.688),(59 21235.375),(60 21248.615),(61 21313.74),(62 21108.332),(63 20943.672),(64 20730.145),(65 20530.406),(66 20720.236),(67 20801.873),(68 20822.352),(69 21009.654),(70 21099.287),(71 21451.8),(72 21434.295),(73 21275.668),(74 21665.846),(75 21811.104),(76 21842.498),(77 21398.852),(78 21291.494),(79 21969.219),
(1 6522.474),(2 11386.794),(3 13589.448),(4 14439.504),(5 14522.083),(6 15277.384),(7 15532.057),(8 15354.805),(9 15728.359),(10 16024.072),(11 16360.961),(12 16360.681),(13 16455.564),(14 16657.176),(15 16980.09),(16 17303.91),(17 17121.11),(18 17006.01),(19 17254.967),(20 17506.697),(21 17779.426),(22 17898.74),(23 18183.174),(24 18250.49),(25 18455.396),(26 18597.963),(27 18089.994),(28 18108.012),(29 17838.77),(30 18242.342),(31 18894.125),(32 18988.271),(33 18827.688),(34 18930.23),(35 18873.398),(36 18995.58),(37 19409.557),(38 19286.027),(39 18895.256),(40 18765.625),(41 19278.592),(42 19892.963),(43 19913.43),(44 19585.096),(45 19591.68),(46 19749.43),(47 19626.426),(48 19662.828),(49 19740.809),(50 19987.115),(51 20132.215),(52 20487.697),(53 20901.693),(54 20775.895),(55 20607.6),(56 20792.26),(57 21073.738),(58 20962.787),(59 20649.346),(60 20480.84),(61 20529.1),(62 20554.535),(63 20627.848),(64 20355.932),(65 20454.555),(66 20961.023),(67 20957.871),(68 21285.828),(69 21353.428),(70 21441.611),(71 21399.744),(72 21195.82),(73 21271.33),(74 21274.266),(75 21251.451),(76 21132.27),(77 21092.654),(78 21243.613),(79 21546.443),
(1 6477.2017),(2 11044.859),(3 13049.153),(4 14207),(5 14248.041),(6 14980.152),(7 15208.922),(8 15420.615),(9 15807.908),(10 16111.978),(11 16569.445),(12 16668.6),(13 16719.408),(14 16927.36),(15 16997.865),(16 17123.936),(17 17019.791),(18 17123.102),(19 17785.65),(20 17755.387),(21 17820.121),(22 17937.955),(23 17831.73),(24 18018.61),(25 18419.576),(26 18434.033),(27 18498.504),(28 18369.5),(29 18413.113),(30 18609.533),(31 18609.316),(32 18631.074),(33 18261.701),(34 18523.904),(35 18297.781),(36 18315.293),(37 18580.863),(38 18399.006),(39 18300.188),(40 18153.05),(41 18481.723),(42 19208.24),(43 19136.63),(44 18814.502),(45 18792.139),(46 19226.096),(47 19076.813),(48 18941.244),(49 19083.396),(50 19195.854),(51 19176.494),(52 19410.342),(53 19499.492),(54 19810.129),(55 19975.275),(56 19960.355),(57 19972.115),(58 19909.732),(59 19889.154),(60 19771.816),(61 19610.023),(62 19525.834),(63 19380.64),(64 19235.758),(65 19264.668),(66 19397.307),(67 19754.932),(68 20001.72),(69 19738.082),(70 20115.771),(71 20593.5),(72 20771.674),(73 20599.297),(74 20667.396),(75 20918.637),(76 20855.494),(77 20996.143),(78 21522.928),(79 21588.594),
(1 6505.184),(2 11272.671),(3 13350.573),(4 14367.312),(5 14616.446),(6 15138.634),(7 15225.453),(8 15405.171),(9 15658.961),(10 16194.037),(11 16662.004),(12 16612.291),(13 16554.324),(14 16590.041),(15 16784.72),(16 17121.113),(17 17230.246),(18 17079.777),(19 17395.08),(20 17696.303),(21 17665.479),(22 17488.719),(23 17480.475),(24 17748.703),(25 17957.66),(26 17594.68),(27 17482.994),(28 17734.629),(29 18151.105),(30 18246.129),(31 18092.67),(32 17917.604),(33 18055.52),(34 18134.342),(35 17861.191),(36 18041.959),(37 18310.402),(38 18200.379),(39 18127.951),(40 18206.553),(41 18452.871),(42 18701.113),(43 18739.365),(44 18661.455),(45 18483.809),(46 18767.18),(47 18847.564),(48 18730.074),(49 18609.703),(50 18546.682),(51 19170.576),(52 19796.855),(53 20050.94),(54 20218.225),(55 20265.262),(56 20545.797),(57 20852.555),(58 20759.697),(59 20715.604),(60 20697.563),(61 20776.365),(62 20792.646),(63 20567.082),(64 20060.598),(65 20155.992),(66 20475.72),(67 20904.389),(68 20912.951),(69 20822.598),(70 20805.133),(71 20914.176),(72 21153.914),(73 20953.445),(74 21059.422),(75 21605),(76 21641.227),(77 21532.836),(78 21457.762),(79 21473.883),
(1 6120.3945),(2 10386.003),(3 12428.173),(4 13055.283),(5 13167.418),(6 13817.368),(7 13778.296),(8 13882.167),(9 14217.996),(10 14753.012),(11 15051.897),(12 14959.955),(13 15278.022),(14 15396.104),(15 15831.797),(16 16444.645),(17 16305.573),(18 16278.277),(19 16214.778),(20 16139.268),(21 16424.428),(22 16399.068),(23 16300.586),(24 16335.046),(25 16485.977),(26 16617.031),(27 16517.229),(28 16673.498),(29 16882.283),(30 16829.967),(31 16976.51),(32 16805.531),(33 17098.963),(34 17036.344),(35 16931.818),(36 17318.842),(37 17494.97),(38 17640.652),(39 17749.564),(40 17882.188),(41 18147.768),(42 18155.666),(43 17997.658),(44 18026.254),(45 18276.906),(46 18321.701),(47 18514.264),(48 18621.494),(49 18420.203),(50 18599.055),(51 18992.06),(52 19262.947),(53 19205.545),(54 19247.137),(55 19334.918),(56 19320.98),(57 19445.822),(58 19231.852),(59 19025.498),(60 19174.646),(61 19197.174),(62 19368.643),(63 19358.994),(64 19208.97),(65 19038.63),(66 19257.459),(67 19391.648),(68 19359.895),(69 19719.309),(70 19997.646),(71 20298.684),(72 20234.115),(73 19939.723),(74 20158.258),(75 20298.18),(76 20516.846),(77 20496.982),(78 19965.686),(79 19835.645),
(1 6158.8164),(2 10586.38),(3 12685.531),(4 13570.017),(5 13739.935),(6 14355.9),(7 14440.942),(8 14590.631),(9 14570.864),(10 14879.014),(11 15098.234),(12 15208.652),(13 15533.967),(14 15602.191),(15 15898.269),(16 16382.082),(17 16285.975),(18 16026.812),(19 15961.376),(20 16055.055),(21 16409.621),(22 16377.344),(23 16489.691),(24 16440.48),(25 16894.113),(26 16744.621),(27 16636.123),(28 16745.248),(29 16766.197),(30 16676.162),(31 16776.086),(32 16685.012),(33 16771.275),(34 16575.7),(35 16505.426),(36 16750.582),(37 17167.9),(38 17301.188),(39 17034.596),(40 17009.209),(41 17484.537),(42 17408.498),(43 17448.502),(44 17465.691),(45 17429.807),(46 17679.498),(47 18152.16),(48 18325.832),(49 18128.146),(50 17733.105),(51 18073.777),(52 18317.258),(53 18439.781),(54 18676.498),(55 18363.389),(56 18627.943),(57 18825.027),(58 18747.477),(59 18773.682),(60 18993.186),(61 18943.547),(62 19001.146),(63 18814.975),(64 18815.76),(65 18949.887),(66 19113.107),(67 19126.246),(68 19087.223),(69 19070.945),(70 19248.195),(71 19451.408),(72 19628.404),(73 19729.22),(74 19580),(75 19554.633),(76 19567.84),(77 19776.016),(78 19836.176),(79 19726.045),
(1 6066.6333),(2 10162.331),(3 12016.179),(4 12848.992),(5 12879.238),(6 13575.491),(7 13735.353),(8 13871.537),(9 13779.858),(10 14158.015),(11 14292.339),(12 14169.911),(13 14502.0625),(14 14601.697),(15 14871.801),(16 15161.821),(17 15251.689),(18 15067.513),(19 14890.112),(20 14769.482),(21 15088.176),(22 15364.715),(23 15434.319),(24 15533.696),(25 15612.059),(26 15593.194),(27 15373.646),(28 15254.464),(29 15468.04),(30 15647.606),(31 15876.705),(32 15791.794),(33 15906.236),(34 15804.42),(35 16015.11),(36 16073.7),(37 16226.999),(38 16452.748),(39 16444.236),(40 16467.604),(41 16575.617),(42 16971.912),(43 17084.748),(44 17041.012),(45 16844.191),(46 16820.713),(47 16968.297),(48 17219.229),(49 17303.31),(50 17602.752),(51 17950.615),(52 17694.648),(53 17675.2),(54 17843.813),(55 17768.592),(56 17779.1),(57 18183.193),(58 18188.732),(59 18253.314),(60 18152.074),(61 18181.287),(62 18189.348),(63 18042.91),(64 17982.643),(65 17738.309),(66 17794.746),(67 17831.764),(68 18118.705),(69 18252.314),(70 18425.236),(71 18650.227),(72 18658.832),(73 18831.105),(74 18662.877),(75 18708.51),(76 18882.729),(77 18886.178),(78 18926.914),(79 18962.521),
