1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3688.8962),(2 9294.407),(3 15611.237),(4 22432.25),(5 29780.666),(6 37683.86),(7 47253.24),(8 57758.965),(9 70020.586),(10 82446.164),(11 94369.23),(12 107312.68),(13 123683.21),(14 140292.83),(15 158418.48),(16 178718.38),(17 196260.2),(18 217242.31),(19 242310.5),(20 265022.84),(21 287613.9),(22 315614.75),(23 345011.53),(24 368343.25),(25 399978.88),(26 425003.03),(27 447532.66),(28 469306.78),(29 485618.34),(30 500332.34),(31 510392.25),(32 520801.53),(33 531118.25),(34 537778.1),(35 544912),(36 550306.56),(37 549189.56),(38 548283.2),(39 543884),(40 538470.94),(41 530782.56),(42 523282.25),(43 509458.9),(44 499308.34),(45 489112.25),(46 476881.16),(47 460892.84),(48 442004.72),(49 420440.16),(50 403067.9),(51 385499.78),(52 371585.6),(53 358970.53),(54 349765.25),(55 346954.56),(56 346899.5),(57 351344.25),(58 347647.13),(59 355690),(60 368246.72),(61 385505.16),(62 403931.1),(63 422198.03),(64 451976.34),(65 478305.84),(66 505318),(67 538502.06),(68 572933.75),(69 613231.44),(70 650179.44),(71 691681.44),(72 736318.3),(73 782400.94),(74 818518.25),(75 858887.7),(76 904604.06),(77 941821.44),(78 969749),(79 999842),
(1 2439.5144),(2 6573.7285),(3 11288.9),(4 15761.585),(5 19637.307),(6 22986.035),(7 25856.264),(8 28600.666),(9 31137.914),(10 33220.582),(11 35285.105),(12 37006.547),(13 38825.563),(14 40366.42),(15 41943.266),(16 43215.008),(17 44383.05),(18 45303.113),(19 46331.77),(20 47086.305),(21 47734.207),(22 48746.297),(23 49932.707),(24 51240.754),(25 52461.813),(26 53720.67),(27 55061.418),(28 56067.73),(29 56859.02),(30 57385.805),(31 58007.465),(32 58902.32),(33 59856.805),(34 60728.117),(35 61674.79),(36 62351.08),(37 62924.465),(38 63454.49),(39 64172.406),(40 64826.563),(41 65669.16),(42 66531.66),(43 67366.04),(44 68178.05),(45 69076.74),(46 70074.445),(47 71098.67),(48 71817.34),(49 72593.26),(50 73099.74),(51 73958.35),(52 75055.25),(53 76105.86),(54 77056.76),(55 77811.62),(56 78649.22),(57 79484.76),(58 80225.03),(59 80949.06),(60 81728.555),(61 82844.055),(62 84013.49),(63 84842.46),(64 85776.57),(65 86819.73),(66 87815.516),(67 88944.91),(68 90290.39),(69 91591.05),(70 92587.33),(71 93426.76),(72 93836.02),(73 94150.37),(74 94133.78),(75 93486.18),(76 93200.02),(77 92553.63),(78 91725.125),(79 91343.02),
(1 2359.4558),(2 6381.0293),(3 10947.45),(4 15193.791),(5 18927.205),(6 22305.045),(7 25278.605),(8 27930.494),(9 30122.887),(10 32034.107),(11 33996.527),(12 36054.938),(13 38094.594),(14 40034.92),(15 41896.99),(16 43674.348),(17 45127.332),(18 46349.61),(19 47644.38),(20 48548.93),(21 49369.25),(22 50427.668),(23 51829.81),(24 53166.055),(25 54405.082),(26 55404.164),(27 56427.523),(28 57335.523),(29 57935.832),(30 58575.133),(31 59222.207),(32 59930.69),(33 60861.42),(34 61958.215),(35 62737.684),(36 63728.637),(37 64234.473),(38 64683.41),(39 65276.68),(40 65864.555),(41 66222.195),(42 66635.79),(43 67196.79),(44 67612.34),(45 68287.266),(46 68687.27),(47 69495.555),(48 70057.81),(49 70585.4),(50 71161.5),(51 71718.16),(52 72510.375),(53 73554.336),(54 74363.05),(55 74995.08),(56 75534.92),(57 76108.27),(58 76550.625),(59 76906.69),(60 77358.17),(61 78217.516),(62 79052.555),(63 80123.766),(64 80791.11),(65 81400.484),(66 81761.73),(67 81930.82),(68 82661.24),(69 83603.586),(70 84840.55),(71 85935.82),(72 86574.46),(73 87303.14),(74 88163.484),(75 88457.47),(76 88749.33),(77 88945.06),(78 88997.21),(79 89036.47),
(1 2390.97),(2 6402.819),(3 10872.838),(4 15261.075),(5 19136.473),(6 22372.4),(7 25013.57),(8 27284.74),(9 29535.258),(10 31525.15),(11 33051.79),(12 34559.457),(13 36180.59),(14 37799.35),(15 39546.36),(16 41055.46),(17 42262.035),(18 43412.703),(19 44419.293),(20 45189.902),(21 45753.16),(22 46477.215),(23 47270.477),(24 47972.746),(25 48729.12),(26 49719.773),(27 50759.156),(28 51907.09),(29 52570.574),(30 53230.992),(31 53911.83),(32 55045.883),(33 56431.844),(34 57912.707),(35 58950.137),(36 60076.223),(37 60990.25),(38 61962.68),(39 63013.465),(40 63922.117),(41 64626.95),(42 64987.855),(43 65343.4),(44 65715.89),(45 66163.62),(46 66742.516),(47 67073.086),(48 67515.1),(49 67735.55),(50 68381.37),(51 68761.11),(52 69146.49),(53 69593.164),(54 69956.81),(55 70867.42),(56 71578.62),(57 72078.68),(58 72664.44),(59 73143.19),(60 73731.91),(61 74478.63),(62 75201.1),(63 76047.19),(64 76902.44),(65 77346.66),(66 77844.38),(67 78102.56),(68 78180.12),(69 78378.34),(70 78901.28),(71 79447.19),(72 79899.625),(73 80045.95),(74 80152.46),(75 79791.445),(76 79392.31),(77 78805.38),(78 78326.78),(79 77572.305),
(1 2474.2256),(2 6639.713),(3 11188.199),(4 15562.916),(5 19453.39),(6 22626.041),(7 25244.633),(8 27588.504),(9 29556.234),(10 31491.955),(11 33323.28),(12 35061.973),(13 36931.188),(14 38840.38),(15 40522.47),(16 41956.38),(17 43242.504),(18 44436.54),(19 45434.125),(20 46198.535),(21 46724.383),(22 47569.918),(23 48570.277),(24 49735.125),(25 50696.5),(26 51910.27),(27 52754.492),(28 53613.91),(29 54203.555),(30 54664.31),(31 54888.7),(32 55464.688),(33 56626.863),(34 57907.676),(35 58628.355),(36 59201.324),(37 59996.363),(38 60832.48),(39 61741.59),(40 62852.098),(41 63663.613),(42 64355.977),(43 65089.156),(44 65672.46),(45 66152.22),(46 66477.15),(47 66999.305),(48 67445.56),(49 67579.14),(50 67989.96),(51 68556.305),(52 69262.57),(53 70115.71),(54 70746.84),(55 71339.63),(56 71612.6),(57 71729.27),(58 71530.36),(59 71243.01),(60 71218.266),(61 71125.38),(62 70625.55),(63 70447.086),(64 70314.01),(65 70029.805),(66 69820.29),(67 70089.12),(68 70456.48),(69 70773.65),(70 71079.664),(71 71523.18),(72 72116.305),(73 72720.234),(74 73012.11),(75 72736.93),(76 72492.77),(77 72517.82),(78 72408.95),(79 72146.85),
(1 2587.9507),(2 7069.573),(3 12133.655),(4 16744.078),(5 20789.127),(6 23878.15),(7 26208.928),(8 28112.352),(9 29830.188),(10 31319.975),(11 32716.559),(12 34334.34),(13 36323.24),(14 38113.184),(15 39948.145),(16 41446.785),(17 42701.883),(18 43696.777),(19 44314.402),(20 44684.387),(21 45073.23),(22 45592.367),(23 46359.223),(24 47213.32),(25 48107.99),(26 49017.918),(27 49969.395),(28 50790.547),(29 51723.414),(30 52583.324),(31 53299.023),(32 54354.934),(33 55167.14),(34 56162.29),(35 56947.188),(36 57355.453),(37 57915.08),(38 58690.805),(39 59650),(40 60689.22),(41 61560.176),(42 62541.97),(43 63360.64),(44 63922.406),(45 64416.03),(46 64806.64),(47 65670.37),(48 66473.164),(49 67113.5),(50 67710.08),(51 68568.03),(52 69366.76),(53 70306.26),(54 71075.164),(55 71740.734),(56 72085.51),(57 72142.32),(58 72528.32),(59 72669.2),(60 73329.21),(61 74249.43),(62 74849.56),(63 75497.12),(64 76038.62),(65 76234.61),(66 76445.95),(67 76665.43),(68 77020.07),(69 77568.44),(70 78338.65),(71 78955.78),(72 79461.55),(73 79700.56),(74 79447.07),(75 78542.65),(76 77604.97),(77 77205.68),(78 77099.66),(79 76975.88),
(1 2455.3997),(2 6679.1597),(3 11479.971),(4 15813.6875),(5 19426.809),(6 22327.574),(7 24631.88),(8 26524.482),(9 28228.041),(10 29715.309),(11 31312.697),(12 33158.36),(13 35265.93),(14 37298.082),(15 39463.445),(16 41228.066),(17 42737.97),(18 43924.285),(19 44850.4),(20 45530.676),(21 46206.863),(22 47187.293),(23 48190.215),(24 48952.895),(25 49641.113),(26 50364.83),(27 50982.496),(28 51470.105),(29 52095.516),(30 52556.652),(31 53119.813),(32 53792.918),(33 54648.816),(34 55694.62),(35 56715.227),(36 57365.715),(37 57971.77),(38 58480.598),(39 58994.082),(40 59425.527),(41 59791.555),(42 60429.203),(43 61231.46),(44 61718.555),(45 62129.68),(46 62534.723),(47 63133.41),(48 63688.152),(49 64165.723),(50 64912.297),(51 65677.26),(52 66176.87),(53 66826.83),(54 67377.56),(55 67901.75),(56 68226.65),(57 68543.06),(58 69187.06),(59 69686.2),(60 70408.97),(61 71242.82),(62 72034.25),(63 72613.07),(64 73377.24),(65 74058.87),(66 74300.484),(67 74688.87),(68 75009.22),(69 75556.414),(70 76206.305),(71 76821.125),(72 77269.05),(73 77572.65),(74 77572.18),(75 76632.21),(76 75687.73),(77 75040.18),(78 74403.37),(79 73750.45),
(1 2374.2144),(2 6365.043),(3 10838.13),(4 14882.697),(5 18399.057),(6 21353.979),(7 23932.125),(8 26068.488),(9 27750.383),(10 29152.658),(11 30548.66),(12 32132.432),(13 34011.41),(14 35772.543),(15 37740.008),(16 39601.2),(17 41147.484),(18 42577.355),(19 43741.09),(20 44653.113),(21 45486.094),(22 46536.023),(23 47941.88),(24 49264.67),(25 50506.613),(26 51663.043),(27 52598.277),(28 53210.184),(29 53900.66),(30 54381.316),(31 55014.31),(32 55843.52),(33 56727.934),(34 57220.617),(35 57761.35),(36 57971.684),(37 58278.66),(38 58578.33),(39 58866.83),(40 59124.766),(41 59401.79),(42 59706.605),(43 60350.79),(44 60969.816),(45 61719.656),(46 62462.754),(47 63216.508),(48 63614.85),(49 63621.465),(50 63839.84),(51 64600.34),(52 65169.48),(53 65951.31),(54 66656.32),(55 67415.05),(56 68015.945),(57 68432),(58 68554.24),(59 68982.89),(60 69564.35),(61 70269.07),(62 70908.125),(63 71256.164),(64 71503.79),(65 71704.34),(66 71938.555),(67 72136.82),(68 72184.164),(69 72436.49),(70 72751.78),(71 73198.54),(72 73323.34),(73 73340.95),(74 73462.29),(75 73307.98),(76 72911.336),(77 72576.72),(78 72455.78),(79 72411.625),
(1 2409.299),(2 6364.783),(3 10803.514),(4 14897.129),(5 18489.596),(6 21380.367),(7 23732.375),(8 25608.375),(9 27207.56),(10 28704.479),(11 30152.613),(12 31883.773),(13 33907.258),(14 35693.766),(15 37481.023),(16 38941.49),(17 40128.664),(18 41157.566),(19 42114.61),(20 42716.426),(21 43365.883),(22 44469.883),(23 45859.945),(24 47021.91),(25 47964.598),(26 48875.723),(27 49593.766),(28 49936.96),(29 50205.22),(30 50463.555),(31 50948.49),(32 51813.965),(33 52881.88),(34 53624.145),(35 54206.742),(36 54567.125),(37 54886.773),(38 55542.926),(39 56285.797),(40 56859.54),(41 57288.195),(42 57816.742),(43 58068.33),(44 58296.76),(45 58631.055),(46 59186.055),(47 59808.72),(48 60396.137),(49 61119.31),(50 61767.824),(51 62229.938),(52 62709.97),(53 63471.65),(54 64048.023),(55 64788.504),(56 65173.008),(57 65239.46),(58 65206.082),(59 64874),(60 64606.453),(61 64835.477),(62 65237.445),(63 65921.16),(64 66623.69),(65 66803.14),(66 66772),(67 66604.11),(68 66522.17),(69 66365.15),(70 66339.82),(71 66483.71),(72 66654.93),(73 67100.195),(74 67878.68),(75 68598.555),(76 69256.53),(77 69759.21),(78 70266.984),(79 70802.18),
(1 2314.6953),(2 6011.8174),(3 10222.318),(4 14274.145),(5 17658.936),(6 20511.451),(7 22878.768),(8 24810.8),(9 26515.611),(10 28089.29),(11 29614.422),(12 31222.752),(13 33194.484),(14 34821.57),(15 36157.2),(16 37115.168),(17 38080.965),(18 38939.34),(19 39788.79),(20 40411.996),(21 41084.625),(22 41824.24),(23 42732.375),(24 43611.24),(25 44353.527),(26 45289.95),(27 46434.582),(28 47227.895),(29 48011.344),(30 48554.04),(31 49129.89),(32 49723.65),(33 50518.586),(34 51115.94),(35 51656.883),(36 52212.52),(37 52634.402),(38 53168.047),(39 53586.785),(40 54046.21),(41 54640.938),(42 55084.895),(43 55686.938),(44 56091.367),(45 56673.855),(46 57395.188),(47 58266.223),(48 59095.46),(49 59779.59),(50 60315.598),(51 61090.152),(52 61757.285),(53 62822.426),(54 63842.05),(55 64990.8),(56 66151.17),(57 66996.945),(58 68105.31),(59 68697.21),(60 69094.46),(61 69725.21),(62 70532.016),(63 71538.6),(64 72321.4),(65 72598.9),(66 72783.99),(67 72874.9),(68 73049.55),(69 73142.69),(70 73264.21),(71 73382.59),(72 73418.12),(73 73168.875),(74 72946.734),(75 72708.805),(76 72852.266),(77 73063.78),(78 73300.734),(79 73244.49),
(1 2278.97),(2 6048.9077),(3 10286.693),(4 14249.116),(5 17632.111),(6 20403.879),(7 22682.99),(8 24590.947),(9 26262.227),(10 27622.434),(11 28871.393),(12 30390.527),(13 32142.697),(14 33689.215),(15 34968.49),(16 36091.383),(17 36989.94),(18 37979.484),(19 38746.832),(20 39416.684),(21 40163.85),(22 41113.445),(23 42273.73),(24 43530.4),(25 44493.645),(26 45303.16),(27 45678.27),(28 45993.008),(29 46540.41),(30 47098.78),(31 47641.316),(32 48362.58),(33 49215.46),(34 50074.27),(35 50579.254),(36 51088.36),(37 51542.824),(38 52007.316),(39 52442.34),(40 52890.176),(41 53273.87),(42 53745.895),(43 54469.34),(44 55083.855),(45 56047.164),(46 57168.08),(47 58005.414),(48 58762.293),(49 59535.566),(50 60329.152),(51 61234.703),(52 62120.426),(53 62913.758),(54 63595.043),(55 64133.684),(56 64709.38),(57 65107.12),(58 65286.434),(59 65191.477),(60 65176.813),(61 65132.707),(62 65119.34),(63 65331.355),(64 65529.74),(65 65753.375),(66 66023.836),(67 66266.516),(68 66363.234),(69 66419.984),(70 66493.39),(71 66722.734),(72 66959.16),(73 66955.19),(74 67221.984),(75 67348.484),(76 67739.17),(77 68335.984),(78 69103.94),(79 69446.96),
(1 2246.4646),(2 5991.8555),(3 10174.097),(4 14053.43),(5 17282.588),(6 19885.797),(7 22011.662),(8 23680.205),(9 25026.77),(10 26068.955),(11 27250.557),(12 28633.3),(13 30397.975),(14 31932.223),(15 33385.99),(16 34583.47),(17 35686.65),(18 36545.484),(19 37091.836),(20 37425.08),(21 37663.953),(22 38098.027),(23 38675.727),(24 39158.047),(25 39557.973),(26 39957.227),(27 40176.016),(28 40709.996),(29 41492.77),(30 42369.74),(31 43311.324),(32 44282.195),(33 45330.52),(34 46154.207),(35 46722.74),(36 47144.39),(37 47351.082),(38 47841.902),(39 48166.145),(40 48617.6),(41 49089.17),(42 49954.508),(43 50708.8),(44 51488.492),(45 52855.17),(46 54315.42),(47 55690.594),(48 56833.688),(49 57780.645),(50 58636.777),(51 59605.76),(52 60424.285),(53 61325.996),(54 62153.23),(55 63090.28),(56 63605.324),(57 63745.91),(58 63629.996),(59 63605.78),(60 63547.836),(61 63744.95),(62 63765.74),(63 63772.72),(64 63666.05),(65 63712.816),(66 63755.855),(67 63765.93),(68 63944.516),(69 63961.96),(70 63925.24),(71 64098.6),(72 64226.434),(73 64420.63),(74 64814.977),(75 65033.293),(76 65327.47),(77 65569.28),(78 65752.54),(79 65885.86),
(1 2298.101),(2 6111.546),(3 10327.782),(4 14159.693),(5 17370.912),(6 20038.191),(7 22291.95),(8 24012.76),(9 25364.094),(10 26550.746),(11 27777.777),(12 29288.516),(13 31068.955),(14 32602.887),(15 34208.313),(16 35433.633),(17 36474.016),(18 37267.08),(19 37778.734),(20 38147.42),(21 38608.33),(22 39170.332),(23 39849.883),(24 40585.785),(25 41399.49),(26 42041.59),(27 42161.668),(28 42443.47),(29 42915.695),(30 43544.97),(31 44365.918),(32 45440.156),(33 46630.074),(34 47430.59),(35 47949.7),(36 48130.26),(37 48050.97),(38 48003.47),(39 47948.594),(40 48089.105),(41 48346.34),(42 49081.207),(43 50018.617),(44 50983.242),(45 52222.277),(46 53125.62),(47 54023.055),(48 54758.3),(49 55185.117),(50 55642.203),(51 56374.566),(52 56924.93),(53 57463.586),(54 57816.58),(55 58253.176),(56 58691.395),(57 59229.367),(58 59133.24),(59 59328.008),(60 59619.566),(61 60137.69),(62 60207.445),(63 60201.137),(64 60491.42),(65 60758.52),(66 60751.414),(67 60613.59),(68 60704.508),(69 60778.25),(70 61048.242),(71 60988.98),(72 60747.816),(73 60660.688),(74 60713.78),(75 60700.77),(76 60717.793),(77 60543.242),(78 60547.9),(79 60830.934),
(1 2274.7278),(2 6018.4478),(3 10175.195),(4 14034.632),(5 17410.232),(6 20137.906),(7 22474.193),(8 24236.086),(9 25608.402),(10 26797.086),(11 27976),(12 29243.79),(13 31177.87),(14 32720.338),(15 34256.934),(16 35326.523),(17 36302.074),(18 37271.625),(19 38137.535),(20 38963.035),(21 39939.676),(22 40992.023),(23 42004.934),(24 43189.04),(25 44164.906),(26 45119.895),(27 45834.758),(28 46616.22),(29 47404.492),(30 48059.496),(31 48879.457),(32 49728.42),(33 50525.656),(34 51120.066),(35 51455.254),(36 51605.184),(37 51958.86),(38 52213.64),(39 52683.227),(40 53324.37),(41 53656.15),(42 54232.207),(43 54937.62),(44 55501.645),(45 56379.848),(46 57296.03),(47 58278.426),(48 59236.934),(49 60045.598),(50 60400.92),(51 60813.484),(52 61237.336),(53 61679.883),(54 61962.22),(55 62119.516),(56 62258.816),(57 62731.32),(58 63265.863),(59 63616.22),(60 63903.78),(61 64352.723),(62 64548.62),(63 64366.895),(64 64396.59),(65 64094.32),(66 63582.383),(67 63089.934),(68 62599.68),(69 62270.23),(70 62026.91),(71 61764.773),(72 61461.58),(73 61229.668),(74 61160.797),(75 61192.652),(76 61403.38),(77 61631.555),(78 61627.61),(79 61752.184),
(1 2320.7803),(2 6141.482),(3 10422.923),(4 14262.624),(5 17575.97),(6 19950.861),(7 21796.375),(8 23274.799),(9 24651.33),(10 25844.885),(11 27134.965),(12 28584.305),(13 30401.408),(14 31725.932),(15 32753.684),(16 33648.613),(17 34470.773),(18 35372.324),(19 36042.207),(20 36662.133),(21 37271.168),(22 38084.813),(23 38853.703),(24 39661.305),(25 40225.574),(26 40677.57),(27 41293.113),(28 42198.99),(29 43195.71),(30 44120.33),(31 44868.16),(32 45572.777),(33 46047.34),(34 46512.8),(35 46839.25),(36 47078.15),(37 47385.29),(38 47848.19),(39 48321.184),(40 48989.563),(41 49556.953),(42 50138.473),(43 50599.21),(44 50815.39),(45 51123.098),(46 51544.363),(47 52336.5),(48 53091.316),(49 54073.465),(50 54991.684),(51 55771.254),(52 56601.793),(53 57436.977),(54 57758.277),(55 57773.207),(56 57774.625),(57 58007.844),(58 58614.57),(59 59222.05),(60 60058.844),(61 60962.06),(62 61640.637),(63 62144.563),(64 62476.695),(65 62666.547),(66 62566.367),(67 62494.77),(68 62480.375),(69 62694.594),(70 62853.94),(71 63158.62),(72 63288.367),(73 63255.598),(74 63150.95),(75 63348.367),(76 63680.2),(77 64054.71),(78 64098.6),(79 64072.418),
(1 2290.5298),(2 6030.6016),(3 10224.475),(4 13974.846),(5 17103.71),(6 19432.303),(7 21355.488),(8 22911.727),(9 24311.95),(10 25772.338),(11 27237.277),(12 28697.27),(13 30214.76),(14 31441.576),(15 32502.328),(16 33301.906),(17 33883.77),(18 34514.78),(19 35159.453),(20 35855.496),(21 36454.824),(22 37013.2),(23 37552.883),(24 38047.58),(25 38392.145),(26 38981.24),(27 39718.68),(28 40700.23),(29 41996.484),(30 43187.387),(31 44220.4),(32 45286.32),(33 46116.363),(34 46956.22),(35 47546.945),(36 48030.742),(37 48489.24),(38 49068.805),(39 49845.137),(40 50456.77),(41 50975.344),(42 51386.68),(43 51567.93),(44 51843.44),(45 52400.035),(46 53093.36),(47 53711.57),(48 54315.52),(49 54852.613),(50 55176.594),(51 55546.152),(52 55850.887),(53 56369.56),(54 56924.633),(55 57318.313),(56 57572.953),(57 57698.035),(58 58008.664),(59 58322.4),(60 58552.93),(61 58776.824),(62 59167.223),(63 59473.332),(64 59602.56),(65 59613.1),(66 59700.08),(67 59977.656),(68 60314.77),(69 60805.395),(70 61129.977),(71 61434.504),(72 61631.145),(73 61631.293),(74 61645.348),(75 61735.926),(76 61543.42),(77 61733.2),(78 62147.875),(79 62498.84),
(1 2184.7625),(2 5689.1353),(3 9471.799),(4 12966.12),(5 15804.596),(6 18151.68),(7 19977.834),(8 21536.123),(9 22904.984),(10 24147.328),(11 25363.314),(12 26784.705),(13 28235.629),(14 29328.832),(15 30337.088),(16 31244.049),(17 32320.418),(18 33489.664),(19 34534.676),(20 35269.125),(21 36015.816),(22 36832.734),(23 37603.918),(24 38253.65),(25 38913.254),(26 39723.504),(27 40509.34),(28 41846.55),(29 43149.676),(30 44302.87),(31 45237.83),(32 46241.164),(33 46956.63),(34 47656.254),(35 48302.348),(36 48852.676),(37 49498.88),(38 50040.844),(39 50570.32),(40 51067.03),(41 51379.504),(42 51532.184),(43 51868.29),(44 52189.12),(45 52824.496),(46 53594.95),(47 54319.254),(48 55064.156),(49 55568.96),(50 55904.08),(51 56455.387),(52 56724.773),(53 57156.703),(54 57494.99),(55 57945.88),(56 58253.355),(57 58570.707),(58 58862.332),(59 59316.03),(60 59676.023),(61 59963.523),(62 60499.137),(63 60775.45),(64 60993.305),(65 60945.535),(66 60650.85),(67 60487.09),(68 60497.55),(69 60219.84),(70 59943.16),(71 59987.97),(72 60308.176),(73 60839.37),(74 61661.043),(75 62221.516),(76 62577.08),(77 63116.453),(78 63674.496),(79 64084.703),
(1 2190.3254),(2 5647.2217),(3 9559.544),(4 13066.554),(5 16017.286),(6 18481.537),(7 20574.38),(8 22237.947),(9 23548.334),(10 24485.64),(11 25357.764),(12 26413.826),(13 27827.887),(14 28863.95),(15 30024.674),(16 31113.963),(17 32238.352),(18 33305.906),(19 34098.46),(20 34578.746),(21 34760.58),(22 34821.305),(23 35029.33),(24 35432.215),(25 36091.184),(26 36898.957),(27 37645.1),(28 38743.105),(29 39698.574),(30 40567.895),(31 41123.727),(32 41663.535),(33 42162.547),(34 42702.027),(35 43306.844),(36 43886.918),(37 44789.566),(38 45482.844),(39 46037.125),(40 46515.46),(41 46943.035),(42 46994.71),(43 47131.766),(44 47494.01),(45 47769.773),(46 48298.063),(47 48961.613),(48 49788.707),(49 50347.137),(50 50760.32),(51 51355.5),(52 51764.594),(53 52159),(54 52637.46),(55 53137.332),(56 53638.844),(57 54304.13),(58 54788),(59 55065.832),(60 55332.72),(61 55685.586),(62 55938.516),(63 56338.41),(64 56703.113),(65 57093.547),(66 57255.86),(67 57266.55),(68 57355.42),(69 57455.63),(70 57606.523),(71 57874.863),(72 58166.305),(73 58374.934),(74 58951.5),(75 59189.645),(76 59302.86),(77 59442.293),(78 59388.563),(79 59356.945),
