1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 66292.805),(2 84721.9),(3 49769.49),(4 127652.75),(5 155575.83),(6 124768.9),(7 203755.67),(8 246352.5),(9 205140.06),(10 283483.72),(11 311983.22),(12 283493.25),(13 372274.34),(14 382246.13),(15 346697.78),(16 424197.9),(17 452925.6),(18 421610.72),(19 504061.84),(20 528511.7),(21 496923.47),(22 577643),(23 647810.5),(24 598639.2),(25 694920.06),(26 752571.3),(27 727022.94),(28 837315.94),(29 898859.7),(30 863505.8),(31 979123.8),(32 1052100.4),(33 1031276.44),(34 1143472.8),(35 1238548.5),(36 1215229.6),(37 1349159.6),(38 1494794),(39 1470079.5),(40 1604021.1),(41 1719586.9),(42 1708392),(43 1855952),(44 1971279.4),(45 1985034),(46 2142359.5),(47 2289405.3),(48 2313432.3),(49 2479145.8),(50 2640170.3),(51 2685763),(52 2881170),(53 3109619.8),(54 3153779.8),(55 3367962),(56 3553165.8),(57 3631363),(58 3781772.8),(59 3942202.3),(60 4002759.3),(61 4187044),(62 4366251.5),(63 4446550),(64 4633640),(65 4813984.5),(66 4894544),(67 5062742.5),(68 5282247.5),(69 5336976.5),(70 5491710.5),(71 5633272.5),(72 5663090.5),(73 5800301.5),(74 5888817.5),(75 5895992.5),(76 5993356),(77 6108322.5),(78 6098696.5),(79 6238019.5),
(1 9152.6455),(2 29851.773),(3 55246.293),(4 79685.52),(5 99706.9),(6 114865.7),(7 124477.016),(8 131466.86),(9 134785.67),(10 136602.25),(11 138634.83),(12 140299.67),(13 142976.78),(14 146734.45),(15 151411.19),(16 156931.9),(17 162885.39),(18 167882.64),(19 171461.8),(20 173280.77),(21 174034.19),(22 174367.45),(23 174246.56),(24 174509.64),(25 175123.03),(26 177081.02),(27 180022.98),(28 183022.9),(29 186138.84),(30 188709.36),(31 189705.94),(32 189295.4),(33 187084.84),(34 183850.94),(35 180746.83),(36 177743.6),(37 175076.61),(38 173046.55),(39 170526.33),(40 168710.23),(41 167468.64),(42 167120.06),(43 167939.94),(44 168178.31),(45 168619.1),(46 169175.89),(47 169359.27),(48 169863.61),(49 170407.7),(50 170992.83),(51 170008.3),(52 168308.08),(53 166698.33),(54 165432.84),(55 164752.5),(56 165123.86),(57 167211.78),(58 170452.02),(59 174549.06),(60 178799.5),(61 182587.83),(62 185217.28),(63 187077.72),(64 188708.48),(65 190104.77),(66 191271.58),(67 192316.28),(68 193806.56),(69 196702.83),(70 199286.94),(71 201496.08),(72 203386.31),(73 203991.7),(74 204141.39),(75 204509.48),(76 205385.22),(77 206820.53),(78 209334.53),(79 212236.25),
(1 8767.905),(2 28731.666),(3 52681.9),(4 75368.37),(5 94453.16),(6 109140.21),(7 119251.195),(8 125462.07),(9 128227.48),(10 129378.99),(11 129982.47),(12 131125.02),(13 133065.84),(14 136212.58),(15 139673.72),(16 143701.45),(17 147482.23),(18 150555.88),(19 153537.75),(20 155465.13),(21 156337.27),(22 157221.31),(23 157103.95),(24 157738.1),(25 158580.02),(26 159749.84),(27 161106.86),(28 162683.77),(29 164045.14),(30 165516.84),(31 166613.44),(32 166665.72),(33 165749.47),(34 164488.88),(35 163283.77),(36 162717.86),(37 163070.28),(38 164645.73),(39 165763.84),(40 165608.17),(41 164310.13),(42 163136.53),(43 162084.77),(44 161086.77),(45 160349.45),(46 159185.67),(47 158770.45),(48 159604.98),(49 160917.83),(50 162306.83),(51 163003.48),(52 163839.9),(53 165105.86),(54 165803.38),(55 166847.73),(56 167758.45),(57 168757.7),(58 169748.47),(59 170190.42),(60 170313.39),(61 171009.8),(62 172364.86),(63 174446.83),(64 176433.81),(65 178361.63),(66 180698.97),(67 182952.81),(68 185378),(69 187657.17),(70 188446.98),(71 188928.14),(72 189375.17),(73 189445.83),(74 189685.33),(75 189126),(76 189088.44),(77 189277.3),(78 189251),(79 189524.97),
(1 8873.554),(2 28742.355),(3 52558.887),(4 74677.44),(5 92428.24),(6 104626.9),(7 111241.96),(8 114071.44),(9 113864.38),(10 112928.3),(11 112879.72),(12 114246.414),(13 116545.77),(14 120172.81),(15 125200.055),(16 129759.47),(17 134583.02),(18 138044.55),(19 139468.42),(20 139412.86),(21 139607.2),(22 140184.13),(23 140100.83),(24 139755.98),(25 140242.3),(26 141941.69),(27 144312.97),(28 147581.56),(29 150095.17),(30 152313.06),(31 154317.2),(32 155184.1),(33 154942.67),(34 154548.22),(35 154664.52),(36 155553.97),(37 157210.67),(38 158957.69),(39 159861.33),(40 160942.86),(41 162185.27),(42 163015.7),(43 163353.2),(44 164226.61),(45 165534.25),(46 166612.73),(47 167721.2),(48 168507.25),(49 168323.42),(50 167761.2),(51 166348.94),(52 165633.56),(53 165352.64),(54 165847.84),(55 167353.69),(56 168982.39),(57 169207.36),(58 168414.98),(59 166312.69),(60 163514.5),(61 161273.08),(62 159640.7),(63 159060.55),(64 158804.67),(65 159005.56),(66 159594.58),(67 159180.58),(68 157479.52),(69 155992.4),(70 154275.83),(71 153885.08),(72 153895.81),(73 154147.25),(74 155130.25),(75 154940.39),(76 155973.39),(77 157740.27),(78 159269.97),(79 161633.06),
(1 8776.628),(2 28482.783),(3 52568.24),(4 76163.59),(5 95743.81),(6 109647.94),(7 118000.22),(8 122598.67),(9 124496.06),(10 124830.69),(11 125447.35),(12 127098.914),(13 129734.15),(14 133110.25),(15 136862.63),(16 140742.38),(17 144013.92),(18 146419.22),(19 147965.56),(20 149561.97),(21 150851.19),(22 152460.98),(23 154224.66),(24 155388.27),(25 155947.06),(26 156207.77),(27 156727.08),(28 157622.16),(29 159843.89),(30 161320.5),(31 162636.64),(32 164045.56),(33 165507.05),(34 166812.45),(35 168207.39),(36 168658.56),(37 168708.5),(38 168728.39),(39 167957.2),(40 167686.56),(41 167295.08),(42 167529.98),(43 168215.34),(44 168972.89),(45 171221.92),(46 173889.3),(47 175619.95),(48 177420.97),(49 179601.31),(50 180944.7),(51 181740.5),(52 182336.78),(53 181387.1),(54 179720.39),(55 178384.81),(56 176177.72),(57 173867.33),(58 171793.66),(59 169863.28),(60 167770.63),(61 165738.4),(62 164310.89),(63 163224.55),(64 163606.94),(65 165159.78),(66 167216.34),(67 168744.3),(68 169756.72),(69 170742.88),(70 171234.02),(71 171767.25),(72 172518.38),(73 173045.42),(74 173522.81),(75 174047.17),(76 175135.72),(77 176771.88),(78 179312.27),(79 181280.55),
(1 8796.516),(2 28426.125),(3 52121.27),(4 74835.55),(5 92995.22),(6 106239.61),(7 114149.86),(8 118718.2),(9 120798.35),(10 123117.266),(11 126573.25),(12 130411.12),(13 134958.7),(14 140095.53),(15 144827.44),(16 148090.39),(17 150261.69),(18 151196.9),(19 151364.3),(20 151215.11),(21 150985.53),(22 150599.64),(23 149648.31),(24 149485.39),(25 149300.53),(26 149702.8),(27 150584.11),(28 151385.42),(29 152525.19),(30 153980.33),(31 154512.88),(32 154466.48),(33 154977.89),(34 156029.67),(35 156996.92),(36 157786.97),(37 159118.08),(38 159824.98),(39 159404.89),(40 159425.78),(41 159890.27),(42 161141.67),(43 162570.44),(44 163110),(45 163815.3),(46 164607.81),(47 165779.8),(48 166653.1),(49 166567.22),(50 165193.23),(51 163413.61),(52 162142.27),(53 161640.03),(54 161325.31),(55 161810.31),(56 162550.4),(57 163730.6),(58 164512.22),(59 165770.58),(60 166285.63),(61 166785.03),(62 167400.63),(63 167911.83),(64 168592.27),(65 168774.86),(66 168155.67),(67 167338.81),(68 167325.14),(69 167681.22),(70 168323.67),(71 169958.11),(72 171943.81),(73 174135.56),(74 176041.86),(75 178155.7),(76 180553.78),(77 182840.03),(78 184799.39),(79 185732.48),
(1 8897.519),(2 28660.955),(3 52219.074),(4 74633.086),(5 92984.36),(6 106380.82),(7 115064.84),(8 120304.14),(9 122671.4),(10 124388.945),(11 125993.36),(12 128225.625),(13 131007.62),(14 134255.95),(15 137970.89),(16 141245.25),(17 143799.23),(18 145353.31),(19 145739.17),(20 145067.16),(21 144451.97),(22 143585.7),(23 142793.47),(24 142880.11),(25 143191.27),(26 143881.95),(27 145465.55),(28 146801.6),(29 148232.56),(30 149843.08),(31 150660.97),(32 150861.28),(33 151524.63),(34 152729.73),(35 153758.52),(36 154730.78),(37 155390.06),(38 156100.64),(39 156703.97),(40 157094.78),(41 157760.75),(42 159072.92),(43 161438.69),(44 163821.06),(45 166910.39),(46 169748.31),(47 171599.05),(48 172549.02),(49 172043.53),(50 170300.19),(51 169377.33),(52 169357.89),(53 169595.44),(54 170508.83),(55 172349.2),(56 174450.97),(57 176181.98),(58 176392.55),(59 176696.9),(60 177183.36),(61 177907.63),(62 178387.38),(63 178396.52),(64 177902.56),(65 177422.58),(66 176943.63),(67 176951.44),(68 177336.44),(69 177754.55),(70 178511.2),(71 179195.52),(72 179064.38),(73 177724.69),(74 176967.02),(75 175724.17),(76 175314.98),(77 174925.3),(78 174451.08),(79 174580.55),
(1 8750.46),(2 28024.55),(3 50893.184),(4 72198.68),(5 89022.336),(6 101538.13),(7 109329.67),(8 113641.7),(9 115254.17),(10 115347.54),(11 115652.66),(12 117306.05),(13 119595.48),(14 122915.516),(15 125861.09),(16 128502.91),(17 131356.94),(18 133661.45),(19 135202.03),(20 136266.39),(21 136355.08),(22 136029.13),(23 135924.55),(24 135371.27),(25 134576.03),(26 134509.69),(27 134439.38),(28 134069.6),(29 134161.52),(30 133601.28),(31 132276),(32 130632.69),(33 129020.49),(34 127559.1),(35 127163.3),(36 128061.3),(37 130752.76),(38 133735.23),(39 135920.45),(40 137511.27),(41 138245.7),(42 138876.17),(43 139212.75),(44 140378.63),(45 142341.56),(46 145167.56),(47 147987.4),(48 149943.94),(49 151260.67),(50 151769.16),(51 152930.81),(52 154438.63),(53 157109.17),(54 159869.55),(55 162934.81),(56 165786.98),(57 167868.88),(58 167668.06),(59 166574.28),(60 164495.45),(61 162798.63),(62 161276.03),(63 159992.9),(64 159761.58),(65 159362.34),(66 158751.95),(67 158462.55),(68 157659.84),(69 157013.38),(70 156013.72),(71 155341.31),(72 154139.3),(73 152975.25),(74 152057.81),(75 150582.77),(76 149447.77),(77 149564.61),(78 150681.8),(79 151411.25),
(1 8318.186),(2 26381.107),(3 48339.62),(4 69500.22),(5 87322.23),(6 100170.29),(7 107743.32),(8 111707.12),(9 113728.125),(10 114800.15),(11 115111.57),(12 116238.94),(13 118345.88),(14 121269.88),(15 125172.18),(16 128395.266),(17 130973.805),(18 132588.55),(19 132856.83),(20 131783.64),(21 130109.6),(22 128664.34),(23 128310.664),(24 127400.734),(25 126588.234),(26 126637),(27 126617.24),(28 127151.74),(29 126835.05),(30 126691.984),(31 127021.766),(32 127397.32),(33 128205.2),(34 128694.555),(35 129074.08),(36 129873.69),(37 131366.05),(38 134596.03),(39 137379.14),(40 140083.17),(41 142317.81),(42 144272.81),(43 145442.61),(44 146722.45),(45 147733.3),(46 148386.69),(47 149258.81),(48 148370.73),(49 147430.4),(50 146430.55),(51 146380.45),(52 146410.47),(53 147232.38),(54 148223.6),(55 149965.6),(56 151586.17),(57 153206.28),(58 153834.27),(59 152962.17),(60 150720.47),(61 148879.44),(62 147293.3),(63 145379.31),(64 142934.92),(65 140257.06),(66 137301.88),(67 134930.72),(68 132931.89),(69 131632.94),(70 131615.67),(71 132261.77),(72 132826.66),(73 133340.23),(74 133673.95),(75 133677.19),(76 133122.89),(77 132704.81),(78 133118.16),(79 134010.44),
(1 8351.967),(2 26809.195),(3 48463.152),(4 68865.47),(5 85315.875),(6 97103.125),(7 103890.25),(8 107116.23),(9 108411.805),(10 109801.22),(11 111619.26),(12 113573.586),(13 115979.195),(14 119057.43),(15 122457.13),(16 125739.15),(17 128917.97),(18 131561),(19 133224.2),(20 133966.72),(21 133532.22),(22 132075.1),(23 129952.66),(24 128743),(25 128740.92),(26 129075.695),(27 129159.35),(28 129079),(29 128624.68),(30 127608.98),(31 126498.5),(32 125789.32),(33 124942.87),(34 124664.91),(35 125317.88),(36 127467.33),(37 130372.28),(38 134457.95),(39 137971.48),(40 141158.53),(41 143712.36),(42 145644.27),(43 147112.25),(44 148102.55),(45 147770.33),(46 146783.67),(47 146159.34),(48 144415.16),(49 142991.83),(50 142371.84),(51 142910.86),(52 143883.25),(53 144810.42),(54 146363.5),(55 147451.75),(56 146859.22),(57 144960.19),(58 142282.53),(59 138947),(60 136216.86),(61 134400.78),(62 132855.27),(63 131853.3),(64 131558.64),(65 131750.36),(66 131762.39),(67 131831.52),(68 131739.03),(69 131919.48),(70 132871.61),(71 134588.02),(72 136467.06),(73 137191.6),(74 137620.47),(75 137600.89),(76 137465.55),(77 137216.22),(78 137432.67),(79 137975.53),
(1 8240.041),(2 26633.371),(3 48772.74),(4 69176.484),(5 85282.65),(6 97154.516),(7 104619.7),(8 109191.055),(9 111783.88),(10 113924.17),(11 116046.65),(12 118589.55),(13 122525.03),(14 127150.1),(15 131480.11),(16 135046.61),(17 137390.36),(18 137847.81),(19 137311.56),(20 136905.75),(21 135541.7),(22 134062.78),(23 132795.64),(24 131834.28),(25 131374.3),(26 131351.31),(27 131513.2),(28 131120.45),(29 131256.8),(30 130465.66),(31 129553.02),(32 129122.76),(33 129595.39),(34 130394.6),(35 131435.75),(36 132493.53),(37 133389.66),(38 134464.95),(39 135662.53),(40 136381.48),(41 136020.67),(42 135616.34),(43 135079.2),(44 133945.27),(45 132556.36),(46 130143.63),(47 127985.445),(48 126345.83),(49 125269.836),(50 124381.67),(51 125362.31),(52 127006.31),(53 128856.586),(54 129846.58),(55 129982.96),(56 129834.96),(57 129516.92),(58 129404.43),(59 129590.19),(60 130030.99),(61 130577.61),(62 130835.16),(63 131120.13),(64 130428.71),(65 128983.97),(66 127901.09),(67 127730.945),(68 127790.92),(69 128976.46),(70 130090.516),(71 131359.5),(72 132349.6),(73 132820.81),(74 133441.8),(75 134459.5),(76 134694.4),(77 133962.92),(78 133067.38),(79 132856.69),
(1 8573.955),(2 27584.576),(3 50380.508),(4 71054.12),(5 86242.69),(6 95201.46),(7 99345.46),(8 101042.54),(9 101032.57),(10 101633.555),(11 102971.78),(12 104833.68),(13 107787.76),(14 111062.14),(15 114868.39),(16 118003.7),(17 120099.43),(18 121608.86),(19 122543.18),(20 123286.17),(21 123333.516),(22 122779.01),(23 122200.336),(24 121913.53),(25 121662.766),(26 121613.43),(27 121363.55),(28 120889.055),(29 120632.375),(30 120848.11),(31 120594.05),(32 121286.63),(33 121974.06),(34 122669.09),(35 123565.85),(36 124875.21),(37 125622.05),(38 125100.73),(39 124096.57),(40 122487.24),(41 120691.375),(42 118732.16),(43 116897.48),(44 115154.96),(45 114278.875),(46 113988.32),(47 114104.73),(48 114371),(49 113970.61),(50 113679.95),(51 113967.586),(52 114174.25),(53 113910.42),(54 113497.89),(55 112738.63),(56 112472.87),(57 112331.48),(58 112772.13),(59 114094.625),(60 115724.6),(61 117528.58),(62 119074.2),(63 120627.055),(64 121686.06),(65 122006.05),(66 121440.14),(67 120335.12),(68 118601.31),(69 117589.43),(70 117858.914),(71 118361.12),(72 118468.45),(73 118355.76),(74 118318.234),(75 117771.734),(76 116865.23),(77 116016.46),(78 115452.92),(79 115961.83),
(1 7590.07),(2 24137.54),(3 43045.92),(4 59948.035),(5 73008.7),(6 82475.45),(7 88676.875),(8 92582.13),(9 96045.01),(10 99997.836),(11 103332.1),(12 106961.6),(13 110389.76),(14 113445.8),(15 116084.12),(16 118561.836),(17 120761.62),(18 122466.625),(19 123345.16),(20 124019.516),(21 124658.914),(22 125362.97),(23 125681.6),(24 126564.78),(25 128230.09),(26 129755.625),(27 130126.75),(28 129012.37),(29 127115.45),(30 124493.87),(31 121636.836),(32 118926.12),(33 117075.625),(34 115681.46),(35 114676.34),(36 114236.28),(37 114497.87),(38 114428.47),(39 113682.586),(40 112982.3),(41 112412.87),(42 111163.914),(43 109737.51),(44 108813.01),(45 108933.484),(46 109236.96),(47 109337.74),(48 109192.45),(49 109214.086),(50 109604.1),(51 110842.27),(52 112193.41),(53 113942.3),(54 114816.945),(55 115707.164),(56 116873.33),(57 118615.484),(58 120750.68),(59 122761.016),(60 124686.76),(61 126143.266),(62 127141.586),(63 127283.4),(64 127225.125),(65 127565.3),(66 127719.7),(67 127094.43),(68 125522.11),(69 124157.01),(70 122878.766),(71 121916.336),(72 121170.88),(73 121197.67),(74 121517.38),(75 121957.266),(76 121575.07),(77 121593.63),(78 121879.664),(79 122923.72),
(1 7848.7886),(2 25110.252),(3 45252.598),(4 63681.81),(5 77540.01),(6 87074.016),(7 92956.836),(8 96994.22),(9 99983.62),(10 102936.1),(11 105816.695),(12 108457.38),(13 110962.14),(14 113456.22),(15 115805.2),(16 118395.65),(17 122373.18),(18 126341.914),(19 130003.58),(20 131778.17),(21 132969.45),(22 133623.5),(23 133940.75),(24 134559.66),(25 135239.34),(26 135981.08),(27 136766.23),(28 137601.89),(29 137839.72),(30 137005.86),(31 135455.73),(32 133396.6),(33 131014.45),(34 128136.02),(35 126289.66),(36 125794.01),(37 126427.086),(38 126513.39),(39 125894.6),(40 125000.06),(41 123839.78),(42 121939.45),(43 120000.88),(44 118102.96),(45 116545.414),(46 115277.15),(47 114207.75),(48 113582.78),(49 113656.08),(50 114673.734),(51 116041.734),(52 117724.15),(53 119363.87),(54 120633.32),(55 122112.35),(56 123254.44),(57 123975.336),(58 124906.12),(59 126020.59),(60 126912.51),(61 127398.72),(62 127354.22),(63 126877.31),(64 125990.97),(65 125163.07),(66 125259.336),(67 126200.92),(68 127479.61),(69 129060.36),(70 130027.62),(71 130483.234),(72 130328.055),(73 129943.82),(74 129670.79),(75 129645.15),(76 130132.57),(77 131253.97),(78 132538.25),(79 133480.89),
(1 7554.435),(2 23632.97),(3 42181.48),(4 59514.63),(5 73116.7),(6 83530.99),(7 90836.55),(8 95859.43),(9 99128.18),(10 101667.43),(11 104566.8),(12 108387.81),(13 112372.09),(14 115350.21),(15 118003.44),(16 120495.484),(17 123665.79),(18 126083.1),(19 127413.59),(20 127416.71),(21 126645.31),(22 126313.98),(23 126405.22),(24 128117.555),(25 129447.875),(26 131297.78),(27 133633.81),(28 135539.39),(29 136428.84),(30 136318.02),(31 135956.13),(32 135107.3),(33 133994.78),(34 132454.44),(35 130839.02),(36 129292.305),(37 127966.28),(38 127144.93),(39 126367.664),(40 125609.68),(41 125512.984),(42 125700.11),(43 125716.48),(44 126355.195),(45 126486),(46 126402.945),(47 126300.914),(48 125240.08),(49 124645.06),(50 125106.75),(51 125847.65),(52 126013.86),(53 126830.78),(54 127255.84),(55 127358.13),(56 127233.164),(57 127163.086),(58 127622.23),(59 128213.25),(60 128645.04),(61 128852.43),(62 127801.82),(63 126865.57),(64 125718.34),(65 125119.96),(66 125758.23),(67 127155.98),(68 128033.19),(69 128961.62),(70 129256.336),(71 129526.98),(72 129656.914),(73 130073.875),(74 130668.8),(75 131737.23),(76 133110.63),(77 134334.95),(78 135512.61),(79 136043.44),
(1 7770.7793),(2 24467.408),(3 43045.656),(4 59659.176),(5 72432.586),(6 80718.67),(7 85546.445),(8 87550.74),(9 87878.266),(10 87873.46),(11 89504.71),(12 92440.6),(13 95443.984),(14 98354.32),(15 101079.086),(16 103735.336),(17 106380.44),(18 108802.51),(19 110998.51),(20 112622.96),(21 113348.414),(22 113632.82),(23 113802.78),(24 114648.42),(25 115853.59),(26 118215.164),(27 121159.97),(28 124205.19),(29 126671.5),(30 127733.24),(31 128860.59),(32 129513.01),(33 130096.08),(34 131252.48),(35 132657.31),(36 133989.33),(37 135779.6),(38 137053.75),(39 137464.69),(40 136713.75),(41 135267.23),(42 133275.17),(43 131791.66),(44 130609.695),(45 129359.13),(46 127983.484),(47 127076.91),(48 126937.66),(49 126835.98),(50 127188.48),(51 128013.05),(52 127624.74),(53 126475.14),(54 125008.71),(55 123454.2),(56 122565.78),(57 122234.28),(58 121685.82),(59 121151.5),(60 121049.71),(61 121130.49),(62 121052.46),(63 120425.695),(64 120098.03),(65 119546.06),(66 119400.89),(67 120207.37),(68 121244.63),(69 122862.92),(70 124256.48),(71 124896.76),(72 125179.8),(73 125630.03),(74 125731.266),(75 126682.62),(76 127096.38),(77 127596.13),(78 127834.234),(79 128176.555),
(1 7308.666),(2 22678.957),(3 40298.2),(4 55692.902),(5 66833.99),(6 73415.805),(7 77002.47),(8 78717.96),(9 79078.15),(10 79169.68),(11 79897.45),(12 81838.03),(13 84342.73),(14 86403.266),(15 88335.47),(16 90274.79),(17 91829.414),(18 92768.75),(19 93685.24),(20 94454.74),(21 94625.31),(22 94761.266),(23 95341.44),(24 96386.64),(25 98358.49),(26 101280.1),(27 103680.77),(28 104782.164),(29 105830.48),(30 106619.9),(31 107229.45),(32 107418.18),(33 107321.086),(34 107665.516),(35 108694.17),(36 110051.24),(37 111979.2),(38 114571.836),(39 116941.8),(40 118611.99),(41 119084.836),(42 118431.31),(43 117466.8),(44 115898.14),(45 115730.38),(46 115806.15),(47 116183.78),(48 116905.56),(49 117193.41),(50 117161.99),(51 116518.56),(52 115750.93),(53 114443.734),(54 113252.79),(55 112092.55),(56 111412.68),(57 111159.32),(58 110276.64),(59 109529.68),(60 108383.555),(61 107281.19),(62 106183.016),(63 105290.79),(64 105060.555),(65 105415.72),(66 106061.18),(67 106698.34),(68 107270.47),(69 107726.09),(70 107728.22),(71 107296.22),(72 106725.24),(73 106430.984),(74 106753.125),(75 107639.21),(76 108495.336),(77 109626.07),(78 110935.17),(79 111671.81),
(1 7214.0044),(2 22505.773),(3 39869.176),(4 55117.14),(5 66233.25),(6 73149.97),(7 76607.15),(8 78837.734),(9 79864.98),(10 80770.02),(11 82302.58),(12 84363.43),(13 86382.625),(14 87468.36),(15 87921.266),(16 88434.3),(17 89259.91),(18 90137.96),(19 90845.71),(20 91101.195),(21 90975.2),(22 90552.695),(23 89936.71),(24 89418.55),(25 89229.414),(26 89532.24),(27 90315.336),(28 91628.766),(29 92237.54),(30 91811.68),(31 91635.62),(32 91730.04),(33 91364.914),(34 91360.414),(35 92050.21),(36 92766.234),(37 93347.05),(38 94550.164),(39 95921.87),(40 97071.46),(41 97913.99),(42 99286.555),(43 100705.27),(44 101469.63),(45 102235.12),(46 102161.08),(47 101869.086),(48 101821.55),(49 101925.29),(50 102463.07),(51 103502.02),(52 104108.36),(53 104958.45),(54 105274.914),(55 104729.11),(56 103652.96),(57 102959.234),(58 102047.336),(59 101373.125),(60 100595.086),(61 100749.695),(62 101176.61),(63 101431.37),(64 101943.07),(65 102974.51),(66 103699.23),(67 103939.8),(68 103670.24),(69 103323.53),(70 102348.93),(71 101545.734),(72 100451.86),(73 99654.31),(74 99502.01),(75 100051.02),(76 100884),(77 102149.695),(78 103638.77),(79 104249.17),
