1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80120.06),(2 216411.8),(3 407789.34),(4 701719.7),(5 985827.8),(6 1287097.6),(7 1648004),(8 1994989),(9 2330686.5),(10 2710764.8),(11 3060194.8),(12 3384686.8),(13 3726406.3),(14 4049348.8),(15 4348848),(16 4681786.5),(17 5017947.5),(18 5311162),(19 5681136.5),(20 6096229.5),(21 6520672),(22 7045890.5),(23 7600447.5),(24 8136474),(25 8756471),(26 9427535),(27 10135456),(28 11002026),(29 11832800),(30 12629225),(31 13489179),(32 14402467),(33 15250984),(34 16210903),(35 17147934),(36 18048524),(37 19011562),(38 20028058),(39 20950142),(40 21856258),(41 22783054),(42 23608494),(43 24395552),(44 25322922),(45 26202378),(46 27085514),(47 28008694),(48 28843970),(49 29712954),(50 30743736),(51 31686352),(52 32726040),(53 34060080),(54 35329092),(55 36885760),(56 38683080),(57 40417412),(58 42374236),(59 44374390),(60 46251132),(61 48325540),(62 50453120),(63 52368400),(64 54520588),(65 56727004),(66 58775332),(67 60861492),(68 62826804),(69 64252492),(70 65734484),(71 67286840),(72 68697704),(73 70319800),(74 71872616),(75 73099290),(76 74409390),(77 75625610),(78 76544050),(79 77440024),
(1 8845.498),(2 16996.678),(3 20291.021),(4 21312.328),(5 21553.291),(6 22940.174),(7 24119.352),(8 24764.361),(9 25227.373),(10 25820.916),(11 25832.67),(12 25615.24),(13 25752.38),(14 25919.332),(15 26054.602),(16 26087.352),(17 26295.576),(18 26166.002),(19 26315.6),(20 26292.523),(21 26352.217),(22 26620.701),(23 26666.84),(24 26709.457),(25 26333.674),(26 26791.389),(27 27201.389),(28 27751.184),(29 27708.334),(30 27622.96),(31 27219.287),(32 27028.729),(33 26669.7),(34 26257.566),(35 26046.762),(36 26270.59),(37 26742.19),(38 27154.262),(39 27096.723),(40 26865.16),(41 26960.768),(42 27490.174),(43 27720.748),(44 27842.717),(45 27599.418),(46 27711.2),(47 27742.412),(48 28002.807),(49 28324.967),(50 28423.559),(51 28844.512),(52 29391.523),(53 29659.428),(54 30044.77),(55 29650.498),(56 29919.46),(57 30380.13),(58 30802.627),(59 31050.04),(60 30543.748),(61 30255.592),(62 30660.326),(63 31418.902),(64 31810.252),(65 31360.482),(66 31054.283),(67 30992.174),(68 30781.713),(69 30893.322),(70 30982.402),(71 31236.508),(72 31927.932),(73 32378.246),(74 32258.193),(75 31476.047),(76 31143.828),(77 31422.643),(78 31651.8),(79 31716.209),
(1 8634.137),(2 15924.215),(3 18813.27),(4 20516.148),(5 21155.791),(6 22232.475),(7 22683.934),(8 23127.02),(9 23460.398),(10 24019.115),(11 24345.074),(12 24125.64),(13 23969.07),(14 24167.846),(15 24371.898),(16 24632.59),(17 24644.434),(18 24371.396),(19 24480.74),(20 24485.033),(21 24616.88),(22 25021.73),(23 25667.434),(24 25597.33),(25 25270.938),(26 25485.81),(27 25600.844),(28 25731.938),(29 25891.61),(30 25607.543),(31 25379.393),(32 25386.73),(33 25127.121),(34 24707.686),(35 24704.314),(36 24701.107),(37 24572.455),(38 24892.502),(39 25291.975),(40 25807.64),(41 26073.51),(42 26400.912),(43 26227.31),(44 26485.07),(45 27324.668),(46 27635.799),(47 27968.357),(48 28205.68),(49 28562.637),(50 28550.723),(51 28461.488),(52 28494.88),(53 28783.12),(54 28924.371),(55 29192.563),(56 29683.014),(57 29771.1),(58 29689.623),(59 29323.223),(60 29343.545),(61 29418.637),(62 29647.02),(63 29952.09),(64 29918.314),(65 29502.742),(66 29024.443),(67 28794.674),(68 28441.443),(69 28195.342),(70 28183.033),(71 28279.21),(72 28388.959),(73 28898.988),(74 28948.637),(75 28673.182),(76 28776.398),(77 28944.47),(78 28855.809),(79 28767.24),
(1 8579.885),(2 16283.495),(3 19664.799),(4 21055.62),(5 21354.492),(6 22287.201),(7 23152.912),(8 23655.482),(9 23946.352),(10 24090.133),(11 23864.387),(12 23908.252),(13 24244.076),(14 24348.256),(15 24482.658),(16 24131.465),(17 23785.104),(18 24032.582),(19 23786.596),(20 23603.078),(21 23708.22),(22 24024.652),(23 24447.725),(24 24608.188),(25 24583.938),(26 25043.035),(27 25522.541),(28 25544.494),(29 25283.295),(30 24770.678),(31 24540.773),(32 24896.168),(33 24979.416),(34 25253.709),(35 25254.459),(36 24669.78),(37 25089.97),(38 25481.629),(39 25538.434),(40 25725.473),(41 26000.719),(42 26271.867),(43 26122.479),(44 25717.53),(45 25815.01),(46 25775.594),(47 26107.078),(48 26653.154),(49 26884.402),(50 26930.045),(51 26962.273),(52 26791.594),(53 26970.744),(54 27124.242),(55 27286.45),(56 27170.05),(57 27089.875),(58 27665.896),(59 27907.242),(60 27297.79),(61 27229.836),(62 27139.424),(63 27624.705),(64 28073.107),(65 28305.188),(66 27797.201),(67 27503.86),(68 27490.764),(69 27780.658),(70 27823.709),(71 27558.252),(72 27814.5),(73 28361.305),(74 28061.084),(75 27901.588),(76 28023.379),(77 28309.172),(78 28573.824),(79 28665.81),
(1 8059.4907),(2 15099.065),(3 17983.842),(4 19081.05),(5 19786.77),(6 20770.107),(7 21644.824),(8 22088.166),(9 22470.809),(10 23167.348),(11 23442.5),(12 23076.74),(13 22747.572),(14 22693.217),(15 22999.04),(16 22991.691),(17 22979.72),(18 22678.4),(19 22393.209),(20 22680.129),(21 23169.498),(22 23842.213),(23 24270.465),(24 24446.887),(25 23916.602),(26 23688.88),(27 23608.578),(28 23989.36),(29 24302.205),(30 24032.143),(31 23804.46),(32 23663.53),(33 23510.898),(34 23191.924),(35 23049.953),(36 22979.129),(37 23282.947),(38 23568.729),(39 23648.36),(40 24030.55),(41 24495.47),(42 24692.098),(43 24590.83),(44 24799.605),(45 24868.965),(46 24992.643),(47 25344.438),(48 26040.912),(49 26345.344),(50 26356.793),(51 26637.572),(52 26571.557),(53 26702.33),(54 26733.63),(55 26930.043),(56 27112.56),(57 27296.76),(58 27729.875),(59 28045.346),(60 27998.693),(61 27725.54),(62 27699.85),(63 28307.49),(64 28794.518),(65 28868.438),(66 28966.111),(67 29103.697),(68 29463.387),(69 29520.445),(70 29177.31),(71 28858.547),(72 29047.271),(73 29214.54),(74 29209.113),(75 29435.512),(76 29369.123),(77 29430.926),(78 29305.932),(79 29206.033),
(1 8015.6865),(2 15132.032),(3 18048.709),(4 19480.105),(5 20280.5),(6 21248.861),(7 22027.943),(8 22734.793),(9 23386.781),(10 23879.182),(11 23620.947),(12 23039.453),(13 22968.125),(14 23142.533),(15 23489.988),(16 23628.166),(17 23683.043),(18 23807.98),(19 24036.781),(20 24224.146),(21 24455.875),(22 24598.127),(23 24840.307),(24 25011.012),(25 24849.4),(26 24815.463),(27 24695.623),(28 25390.314),(29 25532.785),(30 25191.207),(31 25222.707),(32 25243.254),(33 24995.695),(34 24909.766),(35 25013.818),(36 24919.549),(37 25344.258),(38 25563.68),(39 25789.047),(40 25963.713),(41 26233.85),(42 26335.678),(43 26579.775),(44 27148.098),(45 28060.918),(46 28322.19),(47 28581.93),(48 28429.057),(49 28368.832),(50 28369.86),(51 28432.39),(52 28360.783),(53 28288.387),(54 28554.844),(55 28676.207),(56 29058.201),(57 29315.236),(58 29701.791),(59 29994.902),(60 29727.053),(61 29465.342),(62 29329.672),(63 29405.877),(64 29275.166),(65 28877.174),(66 28548.99),(67 28410.146),(68 28793.86),(69 28836.508),(70 28505.275),(71 28389.633),(72 28487.049),(73 28314.709),(74 28425.443),(75 28638.51),(76 28666.475),(77 28748.943),(78 29030.727),(79 29094.658),
(1 7974.1323),(2 15057.673),(3 17800.182),(4 19044.676),(5 19780.006),(6 20610.246),(7 21214.729),(8 21788.129),(9 22743.28),(10 23259.766),(11 23244.283),(12 23411.275),(13 22870.021),(14 22774.02),(15 23224.379),(16 23553.871),(17 23573.746),(18 23746.178),(19 23790.102),(20 23588.818),(21 23851.111),(22 24085.113),(23 24389.3),(24 25116.86),(25 26016.02),(26 25784.375),(27 25273.365),(28 24867.355),(29 24644.178),(30 24610.045),(31 24760.922),(32 24769.537),(33 24688.03),(34 24906.531),(35 25059.283),(36 24903.18),(37 24654.178),(38 24587.172),(39 24732.172),(40 24921.443),(41 25081.574),(42 24937.63),(43 25525.594),(44 25877.047),(45 26062.992),(46 26252.172),(47 26180.059),(48 25975.615),(49 26131.55),(50 26481.04),(51 26589.178),(52 26188.574),(53 26081.836),(54 26624.572),(55 27085.623),(56 27552.453),(57 28140.063),(58 28300.754),(59 28207.191),(60 27802.18),(61 27662.074),(62 27814.104),(63 27954.836),(64 27841.088),(65 27617.438),(66 27866.549),(67 27584.314),(68 27228.85),(69 27047.86),(70 26957.498),(71 27250.338),(72 27707.875),(73 27532.502),(74 27359.436),(75 27586.453),(76 27582.008),(77 27915.611),(78 27502.885),(79 27369.068),
(1 7741.1904),(2 14866.327),(3 17501.355),(4 18608.33),(5 19282.756),(6 20316.09),(7 20977.773),(8 21129.162),(9 21482.92),(10 21544.041),(11 21327.383),(12 21023.646),(13 21327.969),(14 21421.271),(15 21631.377),(16 21679.967),(17 21603.555),(18 22045.832),(19 22047.623),(20 22081.563),(21 22176.79),(22 22587.521),(23 23028.787),(24 23659.56),(25 23703.697),(26 23621.525),(27 23290.377),(28 23475.852),(29 23651.107),(30 23802.564),(31 24164.936),(32 24137.846),(33 24301.193),(34 24395.482),(35 24002.244),(36 23770.436),(37 23669.166),(38 23919.246),(39 23421.111),(40 23362.434),(41 23264.563),(42 23079.291),(43 22910.861),(44 23120.86),(45 23642.99),(46 24111.541),(47 24075.318),(48 24280.166),(49 24745.248),(50 24841.936),(51 25215.654),(52 25286.525),(53 24978.465),(54 25134.982),(55 25505.582),(56 25823.39),(57 25968.605),(58 25762.541),(59 25598.51),(60 25755.78),(61 25494.06),(62 25778.797),(63 26261.283),(64 26471.975),(65 26722.768),(66 26912.838),(67 27089.213),(68 27321.348),(69 27609.572),(70 27300.066),(71 27393.176),(72 27196.61),(73 26834.596),(74 27402.049),(75 27222.215),(76 26933.967),(77 26893.973),(78 26441.648),(79 26311.258),
(1 7689.4756),(2 14425.777),(3 17436.455),(4 19064.639),(5 19673.879),(6 20454.414),(7 21377.746),(8 21697.217),(9 22051.959),(10 22062.537),(11 21409.158),(12 21297.357),(13 21562.637),(14 21870.588),(15 21986.365),(16 21853.451),(17 21926.35),(18 21878.986),(19 21723.3),(20 21813.727),(21 21809.227),(22 22015.893),(23 22125.088),(24 22375.357),(25 22744.723),(26 22852.252),(27 23148.697),(28 23594.563),(29 23616.514),(30 23896.277),(31 24284.982),(32 24720.648),(33 24891.713),(34 25029.6),(35 24732.533),(36 24468.959),(37 24852.074),(38 25592.092),(39 25977.066),(40 26046.732),(41 26114.037),(42 26337.158),(43 26755.621),(44 26823.371),(45 26571.223),(46 26500.936),(47 26634.998),(48 27005.379),(49 26905.29),(50 26508.2),(51 26475.81),(52 26147.121),(53 26186.967),(54 26432.47),(55 27017.166),(56 27272.033),(57 27602.72),(58 27766.275),(59 27983.023),(60 27863.445),(61 27533.527),(62 27695.805),(63 27668.07),(64 27482.842),(65 27702.879),(66 27952.361),(67 28077.014),(68 27895.975),(69 28043.342),(70 28295.76),(71 28068.191),(72 27372.613),(73 27305.42),(74 27724.063),(75 28022.262),(76 28010.76),(77 27987.227),(78 28022.639),(79 27912.035),
(1 7773.2476),(2 14253.208),(3 16844.3),(4 18236.475),(5 19183.37),(6 20040.639),(7 21195.328),(8 21917.604),(9 22410.346),(10 22371.576),(11 22010.479),(12 22052.12),(13 22449.754),(14 22858.465),(15 23239.61),(16 23250.271),(17 22864.72),(18 22569.275),(19 22336.418),(20 22287.746),(21 22547.508),(22 22762.488),(23 22923.744),(24 23105.557),(25 23535.566),(26 23653.54),(27 24179.2),(28 24079.85),(29 23467.01),(30 23242.365),(31 23364.719),(32 23624.012),(33 23820.771),(34 24065.037),(35 23931.205),(36 24096.707),(37 24272.797),(38 24873.965),(39 24973.541),(40 24991.963),(41 25302.523),(42 25517.518),(43 25893.908),(44 26284.803),(45 26949.596),(46 27155.795),(47 26910.293),(48 26504.252),(49 26977.17),(50 27288.697),(51 27320.361),(52 27107.73),(53 26717.605),(54 26690.951),(55 27151.11),(56 27641.35),(57 28170.37),(58 28757.11),(59 28661.314),(60 29132.16),(61 29321.002),(62 29272.947),(63 29052.758),(64 28678.936),(65 28841.645),(66 28480.355),(67 28010.021),(68 27590.91),(69 27732.016),(70 28277.201),(71 28017.979),(72 27431.697),(73 27470.324),(74 27817),(75 28194.525),(76 28048.488),(77 27910.283),(78 28187.813),(79 28401.031),
(1 7817.0063),(2 14082.874),(3 16506.691),(4 17734.877),(5 18592.303),(6 19637.066),(7 20217.842),(8 20598.883),(9 21079.45),(10 21142.91),(11 20782.533),(12 20759.834),(13 20621.068),(14 20558),(15 20505.246),(16 20244.984),(17 20528.746),(18 20624.064),(19 20291.139),(20 20307.797),(21 20852.832),(22 21634.023),(23 22187.768),(24 22188.334),(25 22422.219),(26 22508.94),(27 22406.639),(28 22598.91),(29 22420.03),(30 22311.502),(31 22004.953),(32 22165.475),(33 22425.633),(34 22727.496),(35 22929.662),(36 22813.305),(37 22878.002),(38 23232.281),(39 23474.705),(40 23275.875),(41 23367.393),(42 23793.262),(43 23840.871),(44 24082.959),(45 24538.678),(46 24814.37),(47 24723.982),(48 24824.928),(49 24938.396),(50 24659.926),(51 24400.574),(52 24851.934),(53 24646.047),(54 24949.223),(55 25218.707),(56 25262.012),(57 25530.799),(58 25478.057),(59 25236.23),(60 25474.816),(61 25784.5),(62 26009.322),(63 26228.04),(64 26468.99),(65 26823.55),(66 27230.209),(67 27568.553),(68 27641.248),(69 27808.676),(70 28395.395),(71 28202.303),(72 27801.756),(73 27622.85),(74 27646.37),(75 27775.268),(76 27639.53),(77 27748.035),(78 28073.688),(79 28257.166),
(1 7527.7007),(2 13849.064),(3 16228.349),(4 17236.846),(5 17981.48),(6 18452.322),(7 19253.313),(8 20111.889),(9 20670.404),(10 20767.84),(11 20208.963),(12 19889.674),(13 19690.74),(14 19593.545),(15 19738.049),(16 19899.713),(17 20358.121),(18 20878.41),(19 20883.137),(20 20921.498),(21 21529.951),(22 21717.887),(23 21561.258),(24 21912.688),(25 22272.654),(26 22248.361),(27 21772.729),(28 21290.459),(29 20997.7),(30 21142.186),(31 21284.3),(32 21457.049),(33 21644.578),(34 21929.064),(35 22046.063),(36 21778.123),(37 21605.941),(38 21935.234),(39 22423.184),(40 22644.137),(41 23196.08),(42 23638.078),(43 23863.303),(44 24172.695),(45 24566.758),(46 24662.285),(47 24764.814),(48 24376.691),(49 24475.986),(50 24061.383),(51 23442.965),(52 23581.723),(53 24062.484),(54 24564.398),(55 24748.346),(56 24643.361),(57 24292.154),(58 24655.885),(59 25193.912),(60 26040.885),(61 25762.775),(62 25274.926),(63 25005.742),(64 24863.586),(65 25062.734),(66 25390.033),(67 25112.322),(68 24896.986),(69 25563.25),(70 26062.172),(71 26040.078),(72 25806.34),(73 25584.852),(74 25470.621),(75 25208.975),(76 25422.104),(77 25770.299),(78 26428.074),(79 26575.93),
(1 7105.122),(2 13053.499),(3 15016.036),(4 16133.754),(5 16833.58),(6 17349.605),(7 17765.734),(8 18411.316),(9 19093.746),(10 19214.607),(11 18952.443),(12 18789.83),(13 18541.063),(14 18504.65),(15 18786.309),(16 19165.43),(17 19474.35),(18 19619.938),(19 19337.258),(20 19399.313),(21 19772.18),(22 19920.65),(23 19711.271),(24 19529.873),(25 19570.146),(26 19741.295),(27 19387.275),(28 19077.996),(29 19001.004),(30 19313.426),(31 19502.389),(32 19504.04),(33 19372.08),(34 19429.504),(35 19679.71),(36 19701.873),(37 19808.477),(38 20160.396),(39 20701.52),(40 21034.033),(41 21268.969),(42 21650.281),(43 22028.945),(44 22717.809),(45 23354.91),(46 23451.701),(47 23508.29),(48 23297.467),(49 23337.186),(50 23334.521),(51 23329.896),(52 23219.135),(53 22909.021),(54 23117.293),(55 23348.201),(56 23163.09),(57 23356.588),(58 23793.781),(59 24437.686),(60 24589.834),(61 24557.98),(62 24263.348),(63 24421.346),(64 24792.613),(65 25070.396),(66 25045.604),(67 24624.078),(68 24722.184),(69 24594.045),(70 24380.598),(71 24195.701),(72 23800.535),(73 23815.928),(74 23832.18),(75 23879.514),(76 23733.2),(77 23849.625),(78 24100.422),(79 24205.678),
(1 7414.6963),(2 13011.025),(3 14625.966),(4 15531.904),(5 16297.577),(6 16916.43),(7 17108.11),(8 17152.074),(9 17824.688),(10 18060.746),(11 17736.883),(12 17635.033),(13 17511.46),(14 17507.953),(15 17824.316),(16 18110.813),(17 18513.535),(18 18323.842),(19 18387.367),(20 18608.162),(21 18851.826),(22 18847.328),(23 18801.162),(24 18936.098),(25 19221.434),(26 19181.738),(27 18977.184),(28 18575.861),(29 18415.799),(30 18877.273),(31 19167.85),(32 19335.33),(33 19401.008),(34 19143.092),(35 19373.215),(36 19701.424),(37 20045.672),(38 20164.314),(39 20363.238),(40 20565.863),(41 20536.799),(42 20795.213),(43 21288.469),(44 21755.29),(45 22055.145),(46 21942.637),(47 22039.816),(48 22453.438),(49 22788.703),(50 22523.744),(51 22265.535),(52 22466.955),(53 22500.596),(54 22543.793),(55 22534.473),(56 22731.89),(57 22916.947),(58 23385.477),(59 23742.184),(60 23738.652),(61 23831.375),(62 23881.773),(63 24191.53),(64 24562.342),(65 24407.205),(66 24375.416),(67 24238.299),(68 24009.297),(69 24139.443),(70 24021.986),(71 23901.068),(72 23904.594),(73 24252.826),(74 24350.273),(75 24156.111),(76 23981.521),(77 24036.193),(78 24047.586),(79 24066.86),
(1 7300.3545),(2 13261.56),(3 15077.8545),(4 15873.597),(5 16652.23),(6 17466.205),(7 17926.715),(8 18077.713),(9 18444.125),(10 18123.105),(11 17592.053),(12 17616.332),(13 17787.957),(14 17883.936),(15 18134.201),(16 18505.367),(17 19059.758),(18 18951.26),(19 18941.77),(20 19342.193),(21 19555.816),(22 19206.176),(23 18837.459),(24 18865.568),(25 19149.123),(26 19608.559),(27 19796.53),(28 19613.602),(29 19533.637),(30 19196.29),(31 18700.678),(32 18497.813),(33 18667.346),(34 18910.365),(35 19170.363),(36 19159.875),(37 19252.13),(38 19204.396),(39 19240.264),(40 19609.86),(41 19826.81),(42 20008.63),(43 20253.582),(44 20737.305),(45 21184.887),(46 21266.932),(47 21369.88),(48 21525.736),(49 21679.545),(50 21463.787),(51 21256.05),(52 21506.533),(53 21578.227),(54 21762.355),(55 21925.23),(56 22145.148),(57 22641.691),(58 23025.875),(59 23033.334),(60 22884.002),(61 22509.674),(62 22708.766),(63 23256.178),(64 23334.861),(65 23285.053),(66 23163.107),(67 23123.533),(68 23039.248),(69 23192.617),(70 23279.027),(71 23410.426),(72 23434.74),(73 23538.969),(74 23617.145),(75 23574.115),(76 23597.99),(77 23866.127),(78 23743.346),(79 23354.986),
(1 6823.4663),(2 12248.165),(3 13974.257),(4 14684.226),(5 15629.051),(6 16446.871),(7 16981.47),(8 17477.398),(9 17799.629),(10 17595.502),(11 17265.768),(12 16931.258),(13 16680.307),(14 16628.102),(15 16908.293),(16 17412.756),(17 17579.572),(18 17478.246),(19 17588.994),(20 17991.414),(21 18182.082),(22 18377.72),(23 18561.838),(24 18404.586),(25 18200.518),(26 18251.014),(27 18454.36),(28 18623.277),(29 18415.713),(30 18262.85),(31 18112.803),(32 18075.926),(33 18105.398),(34 18182.5),(35 18331.318),(36 18492.146),(37 18595.156),(38 18794.148),(39 18927.65),(40 18985.314),(41 19234.152),(42 19356.768),(43 20040.334),(44 20583.545),(45 20793.096),(46 20970.945),(47 21265.953),(48 21586.428),(49 21877.234),(50 21595.328),(51 21438.117),(52 21615.844),(53 21916.355),(54 21980.652),(55 21590.783),(56 21594.867),(57 21886.453),(58 22226.928),(59 22236.703),(60 21971.46),(61 21686.268),(62 21819.732),(63 22228.46),(64 22259.096),(65 22240.922),(66 22390.115),(67 22589.973),(68 22704.922),(69 22757.334),(70 22586.164),(71 22695.121),(72 22741.863),(73 22802.78),(74 22684.76),(75 22818.037),(76 23030.402),(77 23283.39),(78 23364.318),(79 22836.328),
(1 7087.6353),(2 12462.175),(3 14310.496),(4 14930.635),(5 15813.424),(6 16630.326),(7 17063.727),(8 17451.268),(9 17829),(10 17959.691),(11 17572.74),(12 17302.07),(13 17279.117),(14 17102.916),(15 17046.477),(16 17337.191),(17 17439.926),(18 17515.8),(19 17651.607),(20 18336.334),(21 18325.063),(22 18176.951),(23 18438.307),(24 18421.086),(25 18223.475),(26 18404.186),(27 18558.48),(28 18414.896),(29 17968.008),(30 17946.695),(31 17955.535),(32 18134.758),(33 18138.28),(34 18337.617),(35 18320.39),(36 18449.574),(37 18880.68),(38 19206.541),(39 19005.19),(40 18869.363),(41 19196.95),(42 19529.52),(43 19715.293),(44 20121.922),(45 20524.854),(46 20754.004),(47 20994.56),(48 21150.705),(49 21454.033),(50 21211.27),(51 20967.64),(52 21081.646),(53 21134.512),(54 21074.055),(55 21080.174),(56 20880.916),(57 20884.746),(58 21145.813),(59 21201.057),(60 21105.297),(61 21070.324),(62 21559.926),(63 22046.59),(64 22230.78),(65 21998.309),(66 21794.865),(67 21716.732),(68 21770.459),(69 21948.201),(70 22062.299),(71 21965.535),(72 22079.396),(73 22008.3),(74 21757.32),(75 21602.6),(76 21597.871),(77 21945.945),(78 22179.682),(79 22137.518),
(1 6864.1235),(2 12313.794),(3 13915.012),(4 14217.154),(5 15071.547),(6 15635.098),(7 15585.702),(8 16002.398),(9 16531.998),(10 16458.973),(11 16086.107),(12 16166.42),(13 16526.738),(14 16665.498),(15 16633.133),(16 16932.758),(17 17135.627),(18 17194.71),(19 17495.549),(20 17647.248),(21 17487.238),(22 17404.082),(23 17472.648),(24 17766.416),(25 17586.096),(26 17471.176),(27 17370.09),(28 17086.535),(29 16641.799),(30 16698.91),(31 16457.139),(32 16242.676),(33 16414.81),(34 16773.668),(35 16924.424),(36 17425.582),(37 17755.975),(38 17764.041),(39 17915.543),(40 17967.129),(41 18248.287),(42 18417.076),(43 18685.678),(44 19050.71),(45 19311.531),(46 19441.395),(47 19778.494),(48 19853.508),(49 19765.395),(50 19611.338),(51 19594.95),(52 19865.543),(53 19966.709),(54 20088.967),(55 20339.084),(56 19992.582),(57 20446.32),(58 20922.438),(59 21133.043),(60 20781.342),(61 20933.193),(62 21127.248),(63 21517.563),(64 21824.633),(65 21889.758),(66 21558.291),(67 21665.193),(68 21645.678),(69 21550.504),(70 21507.516),(71 21387.025),(72 21330.686),(73 21168.252),(74 21047.207),(75 20983.441),(76 21198.826),(77 21454.742),(78 21571.602),(79 21507.621),
(1 6859.959),(2 11952.261),(3 13513.021),(4 13862.669),(5 14488.001),(6 15156.797),(7 15185.688),(8 15508.449),(9 15811.441),(10 15900.426),(11 16094.032),(12 15802),(13 16021.011),(14 16234.648),(15 16426.342),(16 17141.309),(17 17678.236),(18 18069.451),(19 18241.943),(20 18208.87),(21 17689.152),(22 17393.38),(23 17838.38),(24 18140.738),(25 18144.285),(26 18209.305),(27 18494.025),(28 18472.225),(29 18177.469),(30 18163.354),(31 17899.793),(32 17749.22),(33 18134.506),(34 18338.7),(35 18430.137),(36 18231.23),(37 18089.557),(38 17968.982),(39 17767.705),(40 17744.367),(41 18051.012),(42 18127.563),(43 17961.588),(44 17801.771),(45 18035.334),(46 18585.486),(47 18882.4),(48 19010.076),(49 19462.904),(50 19358.469),(51 19068.34),(52 19342.48),(53 19296.887),(54 19666.676),(55 19683.623),(56 19621.145),(57 20026.94),(58 20373.36),(59 20764.965),(60 20564.139),(61 20223.656),(62 20443.053),(63 20812.344),(64 21048.54),(65 21124.861),(66 21476.219),(67 21557.004),(68 21450.814),(69 21433.576),(70 21334.465),(71 21266.11),(72 21511.15),(73 21435.521),(74 21308.104),(75 21245.918),(76 21614.008),(77 21617.984),(78 21529.45),(79 20996.21),
