1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42341.215),(2 106031.77),(3 187498.2),(4 334413.94),(5 457536),(6 561103.1),(7 713420.8),(8 842559.7),(9 950493.3),(10 1118661),(11 1261395.5),(12 1364443.3),(13 1545466.6),(14 1663956.9),(15 1747325),(16 1891197),(17 2008959.9),(18 2084653.4),(19 2213228),(20 2299776.3),(21 2344918),(22 2431261.3),(23 2500110.5),(24 2567575),(25 2704037.5),(26 2781727.3),(27 2810967),(28 2885865.3),(29 2856628.3),(30 2842329.3),(31 2891229),(32 2926582),(33 2945759.3),(34 3024022.3),(35 3100941.3),(36 3157066.8),(37 3291659),(38 3426352.3),(39 3548850),(40 3728788.3),(41 3888046),(42 4045450),(43 4263612.5),(44 4477150.5),(45 4694108.5),(46 4993481),(47 5297154),(48 5588166),(49 5897877.5),(50 6115136),(51 6291810.5),(52 6515204.5),(53 6744616),(54 6957790.5),(55 7210856),(56 7414677.5),(57 7571718.5),(58 7757826.5),(59 7901765.5),(60 8032308.5),(61 8234576),(62 8426380),(63 8574485),(64 8757423),(65 8913925),(66 9027705),(67 9199450),(68 9372607),(69 9490606),(70 9630286),(71 9746984),(72 9794416),(73 9923972),(74 10052617),(75 10154375),(76 10330055),(77 10497743),(78 10651109),(79 10857039),
(1 4967.0522),(2 10507.069),(3 11866.181),(4 11686.51),(5 11671.85),(6 11553.841),(7 11169.294),(8 11625.14),(9 12482.473),(10 12859.884),(11 12780.505),(12 12697.155),(13 12794.104),(14 12969.863),(15 13324.075),(16 13624.575),(17 13948.09),(18 13940.129),(19 14164.657),(20 14333.697),(21 14283.39),(22 14397.013),(23 14769.463),(24 15054.401),(25 15102.796),(26 15276.052),(27 15735.739),(28 15810.643),(29 15738.975),(30 15695.796),(31 15610.86),(32 15356.827),(33 15512.817),(34 15750.608),(35 15822.719),(36 15825.351),(37 15937.802),(38 16107.202),(39 16259.548),(40 16168.859),(41 16254.051),(42 16127.472),(43 15969.307),(44 16044.554),(45 16534.234),(46 16810.537),(47 16775.516),(48 16509.982),(49 16591.531),(50 16604.557),(51 16476.688),(52 16345.51),(53 16367.014),(54 16361.472),(55 16174.095),(56 16076.696),(57 16122.19),(58 16155.575),(59 16178.821),(60 16105.7295),(61 16249.044),(62 16596.732),(63 16724.719),(64 16854.46),(65 16771.107),(66 16581.629),(67 16614.83),(68 16615.809),(69 16912.23),(70 17231.291),(71 17298.76),(72 17167.988),(73 16993.082),(74 16764.889),(75 16861.393),(76 16958.127),(77 17038.314),(78 16945.016),(79 17117.71),
(1 4756.295),(2 10023.944),(3 11340.749),(4 11267.232),(5 11149.865),(6 10910.157),(7 10785.879),(8 11232.02),(9 11700.384),(10 12102.818),(11 12123.022),(12 12029.832),(13 11983.976),(14 12070.567),(15 12462.96),(16 12867.825),(17 13041.033),(18 13009.402),(19 13133.128),(20 13534.154),(21 13649.606),(22 13634.83),(23 14023.468),(24 14320.884),(25 14513.613),(26 14677.543),(27 15189.947),(28 15426.149),(29 15368.865),(30 15566.795),(31 15881.772),(32 15926.335),(33 16015.039),(34 16207.456),(35 16228.639),(36 16108.554),(37 16079.283),(38 16210.619),(39 16405.707),(40 16397.258),(41 16441.434),(42 16309.305),(43 16170.589),(44 16387.959),(45 16683.574),(46 16735.62),(47 16631.215),(48 16654.451),(49 16732.648),(50 16661.828),(51 16681.129),(52 16706.723),(53 16528.406),(54 16602.715),(55 16677.248),(56 16802.379),(57 16918.514),(58 16774.254),(59 16902.44),(60 16835.26),(61 16658.293),(62 16644.514),(63 16937.37),(64 17175.092),(65 17136.354),(66 16836.527),(67 16748.02),(68 17094.572),(69 17425.096),(70 17603.502),(71 17866.104),(72 17809.49),(73 17554.535),(74 17335.438),(75 17504.277),(76 17544.982),(77 17421.965),(78 17414.518),(79 17679.443),
(1 4792.6216),(2 10069.925),(3 10973.858),(4 10703.196),(5 10647.962),(6 10499.397),(7 10363.095),(8 10971.413),(9 11522.302),(10 11677.088),(11 11679.6455),(12 11613.434),(13 11758.8125),(14 11891.552),(15 12395.325),(16 12655.169),(17 12659.387),(18 12808.644),(19 13053.514),(20 13234.277),(21 13365.917),(22 13469.986),(23 13696.144),(24 13921.0625),(25 14074.035),(26 14347.564),(27 14606.137),(28 14672.063),(29 14850.695),(30 15024.304),(31 15078.326),(32 15145.162),(33 15263.794),(34 15488.598),(35 15490.673),(36 15388.196),(37 15490.862),(38 15646.323),(39 15777.192),(40 15881.708),(41 15806.549),(42 15588.227),(43 15380.463),(44 15593.589),(45 15902.799),(46 15833.092),(47 15745.442),(48 15671.949),(49 15744.432),(50 15800.049),(51 15753.731),(52 15761.387),(53 15633.218),(54 15282.433),(55 15457.819),(56 15696.824),(57 15693.987),(58 15627.181),(59 15803.068),(60 15810.858),(61 15917.632),(62 16101.856),(63 16074.387),(64 16143.368),(65 16292.887),(66 16536.309),(67 16615.326),(68 16520.242),(69 16718.34),(70 16933.307),(71 17010.305),(72 16995.867),(73 17071.838),(74 17137.459),(75 17061.482),(76 16941.422),(77 17079.258),(78 17437.588),(79 17519.17),
(1 4622.224),(2 9534.485),(3 10427.945),(4 10232.239),(5 10318.042),(6 10270.807),(7 10270.872),(8 10744.478),(9 10914.813),(10 11122.323),(11 11063.2705),(12 11121.566),(13 11312.783),(14 11796.978),(15 12184.23),(16 12154.741),(17 11982.898),(18 12071.744),(19 12581.858),(20 12784.019),(21 12819.84),(22 13027.396),(23 13255.8125),(24 13331.539),(25 13417.829),(26 13649.8),(27 13990.057),(28 14215.82),(29 14177.978),(30 14176.597),(31 14205.758),(32 14625.464),(33 14868.036),(34 14591.876),(35 14361.873),(36 14183.418),(37 14312.695),(38 14497.452),(39 14795.59),(40 14943.751),(41 14975.617),(42 14905.33),(43 14936.532),(44 15198.185),(45 15267.619),(46 15154.895),(47 15058.342),(48 15032.484),(49 14999.171),(50 14980.837),(51 15137.514),(52 15473.237),(53 15395.648),(54 15110.545),(55 15001.56),(56 15057.42),(57 15108.789),(58 15018.965),(59 15191.467),(60 15235.418),(61 15378.045),(62 15493.622),(63 15275.944),(64 15011.715),(65 15094.021),(66 15378.485),(67 15430.774),(68 15339.622),(69 15647.802),(70 15941.5),(71 15909.218),(72 16035.291),(73 16175.915),(74 16144.691),(75 15948.96),(76 15922.774),(77 16093.207),(78 16283.222),(79 16291.982),
(1 4562.4233),(2 9421.32),(3 10373.595),(4 10165.71),(5 10113.086),(6 9837.081),(7 9733.783),(8 10457.131),(9 10901.688),(10 11222.887),(11 11410.894),(12 11270.942),(13 11300.564),(14 11738.451),(15 12345.069),(16 12442.348),(17 12194.391),(18 12117.661),(19 12471.001),(20 12855.752),(21 13039.22),(22 13205.217),(23 13212.092),(24 13083.256),(25 13193.629),(26 13552.485),(27 13770.321),(28 13878.438),(29 13757.809),(30 13834.946),(31 13932.737),(32 14298.172),(33 14649.515),(34 14411.282),(35 14291.047),(36 14178.985),(37 14113.456),(38 14398.94),(39 14521.974),(40 14577.256),(41 14713.23),(42 14742.662),(43 14765.233),(44 14997.925),(45 14956.671),(46 14916.091),(47 14897.633),(48 14969.251),(49 14836.169),(50 14843.084),(51 15053.101),(52 15006.432),(53 14949.828),(54 14961.315),(55 15080.96),(56 15171.688),(57 15073.166),(58 14943.481),(59 14907.979),(60 15281.553),(61 15301.614),(62 15326.872),(63 15317.6455),(64 15427.387),(65 15470.592),(66 15282.27),(67 15172.106),(68 15341.512),(69 15716.897),(70 15955.4795),(71 15803.948),(72 15568.205),(73 15787.763),(74 15778.808),(75 15811.277),(76 16055.757),(77 16147.123),(78 16237.128),(79 16153.44),
(1 4852.81),(2 10026.68),(3 11079.875),(4 10624.002),(5 10299.288),(6 10190.231),(7 10359.785),(8 11124.342),(9 11721.465),(10 11896.373),(11 11804.805),(12 11788.038),(13 11864.056),(14 11972.702),(15 12315.089),(16 12242.023),(17 11993.026),(18 12150.811),(19 12593.848),(20 12737.238),(21 12810.963),(22 12967.894),(23 13040.205),(24 13074.424),(25 13376.723),(26 13677.793),(27 13643.074),(28 13559.15),(29 13627.911),(30 13686.844),(31 13704.223),(32 14014.677),(33 14312.486),(34 14412.839),(35 14388.772),(36 14282.629),(37 14281.042),(38 14393.292),(39 14546.286),(40 14544.12),(41 14526.801),(42 14514.401),(43 14835.482),(44 15174.055),(45 15072.17),(46 14844.849),(47 14701.089),(48 14805.032),(49 15017.674),(50 15325.371),(51 15526.988),(52 15282.445),(53 15029.519),(54 15028.656),(55 15066.221),(56 15105.237),(57 15072.71),(58 15055.436),(59 15138.356),(60 15405.558),(61 15594.424),(62 15504.629),(63 15482.305),(64 15715.465),(65 16026.777),(66 15974.258),(67 15929.727),(68 16113.814),(69 16182.055),(70 16629.754),(71 16762.25),(72 16527.824),(73 16523.266),(74 16482.42),(75 16545.467),(76 16659.129),(77 16665.217),(78 16862.008),(79 16885.17),
(1 4412.882),(2 9122.399),(3 10131.167),(4 9816.304),(5 9541.15),(6 9351.857),(7 9358.669),(8 10032.956),(9 10540.026),(10 10601.174),(11 10471.761),(12 10465.012),(13 10615.221),(14 10926.715),(15 11281.973),(16 11339.456),(17 10999.998),(18 10999.99),(19 11466.897),(20 11737.916),(21 11864.712),(22 11930.961),(23 11997.697),(24 12094.937),(25 12353.935),(26 12511.567),(27 12610.98),(28 12662.482),(29 12938.864),(30 12988.786),(31 13033.387),(32 13361.571),(33 13551.258),(34 13491.512),(35 13251.287),(36 13351.742),(37 13442.339),(38 13619.981),(39 13907.308),(40 14094.453),(41 14199.603),(42 14161.675),(43 14059.869),(44 13995.568),(45 13881.318),(46 13845.864),(47 13890.548),(48 13933.88),(49 14051.702),(50 14026.5),(51 13969.663),(52 13829.039),(53 13694.277),(54 13819.728),(55 14084.643),(56 13991.549),(57 13846.731),(58 13935.761),(59 14214.756),(60 14264.595),(61 14248.845),(62 14350.997),(63 14340.758),(64 14385.849),(65 14542.043),(66 14691.442),(67 14672.638),(68 14677.286),(69 14736.12),(70 14702.046),(71 14929.488),(72 15344.084),(73 15555.975),(74 15377.629),(75 15518.146),(76 15630.772),(77 15418.518),(78 15295.033),(79 15470.161),
(1 4589.6514),(2 9467.329),(3 10419.034),(4 10074.398),(5 9887.353),(6 9694.478),(7 9722.792),(8 10406.601),(9 10947.176),(10 11044.187),(11 10758.226),(12 10815.928),(13 11110.236),(14 11341.67),(15 11639.367),(16 11606.16),(17 11453.134),(18 11492.674),(19 11935.719),(20 12218.822),(21 12290.025),(22 12348.146),(23 12426.792),(24 12773.261),(25 13132.355),(26 13373.846),(27 13545.269),(28 13597.182),(29 13582.856),(30 13591.443),(31 13615.534),(32 13623.607),(33 13555.94),(34 13589.401),(35 13948.809),(36 14119.282),(37 13944.029),(38 13924.438),(39 14035.36),(40 14186.65),(41 14277.822),(42 14188.945),(43 14156.251),(44 14047.796),(45 13957.397),(46 13893.816),(47 13987.05),(48 14120.966),(49 14149.173),(50 14009.655),(51 13973.005),(52 13939.539),(53 13903.783),(54 13971.634),(55 14042.594),(56 13876.09),(57 13825.634),(58 13948.235),(59 14219.871),(60 14477.423),(61 14518.354),(62 14591.958),(63 14515.44),(64 14336.019),(65 14235.879),(66 14381.95),(67 14708.398),(68 14837.865),(69 15198.391),(70 15284.952),(71 15427.546),(72 15644.261),(73 15834.015),(74 15969.648),(75 16025.702),(76 15953.613),(77 15836.967),(78 15780.009),(79 15920.722),
(1 4417.6445),(2 8835.273),(3 9735.321),(4 9533.565),(5 9393.221),(6 9153.342),(7 9137.092),(8 9619.762),(9 10115.648),(10 10275.62),(11 10206.006),(12 10138.712),(13 10177.178),(14 10504.328),(15 10826.779),(16 10768.213),(17 10751.172),(18 10987.892),(19 11400.311),(20 11560.911),(21 11703.99),(22 11821.879),(23 11797.231),(24 12117.9795),(25 12355.839),(26 12469.286),(27 12608.176),(28 12813.368),(29 12933.693),(30 12800.108),(31 12874.912),(32 12875.272),(33 12767.964),(34 12808.838),(35 13174.953),(36 13325.269),(37 13225.313),(38 13284.103),(39 13456.75),(40 13463.802),(41 13318.11),(42 13348.776),(43 13436.488),(44 13482.852),(45 13371.447),(46 13152.824),(47 13082.988),(48 13149.924),(49 13256.914),(50 13257.179),(51 13097.07),(52 12993.572),(53 12851.3545),(54 12905.25),(55 13107.489),(56 13002.345),(57 12999.079),(58 13166.133),(59 13468.467),(60 13616.865),(61 13579.324),(62 13570.613),(63 13576.362),(64 13483.293),(65 13376.685),(66 13338.713),(67 13559.795),(68 13818.423),(69 13895.321),(70 13969.231),(71 14224.895),(72 14253.82),(73 14304.563),(74 14548.026),(75 14880.928),(76 15062.087),(77 14831.923),(78 14936.847),(79 15202.529),
(1 4239.5674),(2 8580.563),(3 9418.236),(4 9297.587),(5 9080.216),(6 8840.619),(7 8891.177),(8 9518.995),(9 9893.174),(10 10030.691),(11 10099.406),(12 10041.997),(13 9982.969),(14 10195.853),(15 10398.37),(16 10539.608),(17 10625.057),(18 10779.563),(19 11038.339),(20 11168.507),(21 11336.756),(22 11372.084),(23 11338.284),(24 11523.066),(25 12095.101),(26 12515.735),(27 12596.358),(28 12685.589),(29 12679.303),(30 12670.772),(31 12764.693),(32 12761.789),(33 12584.427),(34 12717.699),(35 13086.605),(36 13165.67),(37 13071.889),(38 12945.139),(39 12811.988),(40 12818.836),(41 12914.524),(42 13150.856),(43 13137.927),(44 13068.841),(45 13222.009),(46 13098.521),(47 13021.268),(48 13103.956),(49 13093.437),(50 12901.247),(51 12768.792),(52 12800.692),(53 12971.847),(54 13045.202),(55 13038.766),(56 12913.911),(57 12996.117),(58 13108.067),(59 13240.402),(60 13382.745),(61 13320.563),(62 13372.115),(63 13432.405),(64 13355.675),(65 13348.394),(66 13483.705),(67 13682.528),(68 13927.302),(69 13978.262),(70 14270.257),(71 14391.98),(72 14433.722),(73 14327.197),(74 14389.633),(75 14695.894),(76 14656.316),(77 14397.616),(78 14485.699),(79 14487.192),
(1 4262.7314),(2 8555.445),(3 9365.384),(4 9018.32),(5 8678.154),(6 8578.0625),(7 8633.783),(8 9266.988),(9 9705.337),(10 9693.174),(11 9665.878),(12 9725.798),(13 9862.055),(14 10207.632),(15 10428.409),(16 10278.001),(17 10190.155),(18 10335.764),(19 10704.589),(20 10974.073),(21 11154.081),(22 11087.939),(23 11044.886),(24 11393.969),(25 11867.181),(26 11942.979),(27 12028.578),(28 12221.325),(29 12066.662),(30 12209.668),(31 12472.506),(32 12484.547),(33 12217.394),(34 12195.863),(35 12352.735),(36 12599.383),(37 12489.376),(38 12325.6),(39 12477.947),(40 12653.394),(41 12847.982),(42 12829.421),(43 12428.594),(44 12220.364),(45 12479.5),(46 12617.224),(47 12477.031),(48 12251.22),(49 12322.817),(50 12419.514),(51 12536.096),(52 12458.291),(53 12308.002),(54 12354.806),(55 12170.162),(56 12244.248),(57 12621.304),(58 12638.896),(59 12652.029),(60 12611.093),(61 12684.238),(62 12987.287),(63 13075.715),(64 13059.089),(65 13225.885),(66 13419.152),(67 13335.147),(68 13263.314),(69 13332.088),(70 13511.124),(71 13831.82),(72 13978.659),(73 14021.348),(74 14057.479),(75 13987.106),(76 13719.248),(77 13661.065),(78 13889.782),(79 14035.513),
(1 4230.563),(2 8238.4),(3 8706.376),(4 8415.97),(5 8403.974),(6 8367.494),(7 8387.803),(8 8904.116),(9 9298.629),(10 9368.133),(11 9377.328),(12 9419.747),(13 9416.089),(14 9648.08),(15 9783.956),(16 9821.906),(17 9810.481),(18 10091.141),(19 10757.883),(20 11056.275),(21 11109.959),(22 11169.549),(23 11302.6455),(24 11610.672),(25 11760.693),(26 11793.408),(27 11863.437),(28 11996.9795),(29 12159.486),(30 12281.691),(31 12409.596),(32 12320.38),(33 12238.979),(34 12377.282),(35 12692.698),(36 12824.339),(37 12693.88),(38 12590.736),(39 12692.764),(40 12673.457),(41 12719.465),(42 12840.353),(43 12727.317),(44 12456.387),(45 12383.193),(46 12326.317),(47 12362.1045),(48 12327.778),(49 12398.295),(50 12295.234),(51 12194.035),(52 12186.264),(53 12175.022),(54 12425.153),(55 12606.641),(56 12804.912),(57 12621.413),(58 12585.192),(59 12712.961),(60 12760.716),(61 12823.782),(62 12871.812),(63 12856.124),(64 12760.748),(65 12849.869),(66 13090.953),(67 13307.002),(68 13248.04),(69 13288.39),(70 13499.308),(71 13512.825),(72 13821.736),(73 14027.624),(74 14105.782),(75 13982.218),(76 13848.013),(77 13844.091),(78 13835.517),(79 13721.348),
(1 4137.1504),(2 8093.2695),(3 8631.216),(4 8459.71),(5 8685.141),(6 8519.944),(7 8429.011),(8 8858.972),(9 9096.229),(10 9318.352),(11 9403.175),(12 9599.92),(13 9757.247),(14 9916.2),(15 10055.002),(16 10006.932),(17 9929.268),(18 10164.713),(19 10668.6045),(20 10952.989),(21 10951.836),(22 11041.725),(23 11175.509),(24 11182.164),(25 11278.097),(26 11433.802),(27 11540.346),(28 11563.394),(29 11471.568),(30 11609.087),(31 12058.168),(32 12100.042),(33 11977.94),(34 11938.313),(35 12055.499),(36 12148.021),(37 12094.328),(38 12065.552),(39 12135.416),(40 12202.413),(41 12163.22),(42 12178.839),(43 12224.347),(44 12047.911),(45 12017.671),(46 11951.252),(47 11921.49),(48 11922.468),(49 12022.116),(50 11876.304),(51 11908.05),(52 11807.276),(53 11848.416),(54 11916.905),(55 11855.99),(56 11894.194),(57 12012.11),(58 12116.934),(59 12169.072),(60 12235.85),(61 12249.137),(62 12276.2),(63 12346.073),(64 12418.054),(65 12578.737),(66 12763.265),(67 12873.294),(68 12748.512),(69 12829.842),(70 12914.401),(71 12765.378),(72 12888.812),(73 12970.776),(74 12809.118),(75 12670.716),(76 12673.562),(77 12932.0625),(78 13001.695),(79 12895.508),
(1 4053.6543),(2 7943.951),(3 8510.882),(4 8385.571),(5 8329.539),(6 8119.685),(7 8193.784),(8 8783.737),(9 9296.731),(10 9309.427),(11 9417.598),(12 9405.439),(13 9559.1455),(14 9741.484),(15 9872.118),(16 9836.949),(17 9813.617),(18 10039.65),(19 10407.717),(20 10708.807),(21 10716.193),(22 10707.603),(23 10791.134),(24 10864.407),(25 11109.339),(26 11270.171),(27 11277.183),(28 11356.396),(29 11299.388),(30 11390.238),(31 11614.268),(32 11475.491),(33 11426.404),(34 11538.598),(35 11819.177),(36 11837.234),(37 11700.852),(38 11769.751),(39 11954.364),(40 12024.674),(41 12111.009),(42 12093.159),(43 11867.111),(44 11820.407),(45 11969.657),(46 12022.64),(47 11876.123),(48 11923.117),(49 11900.354),(50 11712.721),(51 11691.463),(52 11799.352),(53 11880.764),(54 11970.929),(55 12027.813),(56 12110.408),(57 12046.464),(58 12024.212),(59 12135.256),(60 12272.867),(61 12255.759),(62 12190.268),(63 12286.898),(64 12345.483),(65 12343.734),(66 12318.102),(67 12501.001),(68 12575.178),(69 12667.917),(70 12845.34),(71 12771.436),(72 12732.856),(73 12796.099),(74 12815.98),(75 12878.747),(76 13023.473),(77 12966.888),(78 12878.154),(79 12833.053),
(1 4008.5015),(2 7829.077),(3 8407.498),(4 8193.766),(5 7991.496),(6 7916.0605),(7 8117.858),(8 8795.665),(9 9164.48),(10 9163.921),(11 9149.087),(12 9121.857),(13 9316.838),(14 9417.184),(15 9428.914),(16 9456.884),(17 9547.033),(18 9741.419),(19 9920.404),(20 10043.069),(21 10132.994),(22 10292.731),(23 10420.769),(24 10484.243),(25 10733.384),(26 10850.934),(27 10902.872),(28 10835.506),(29 10836.721),(30 11161.123),(31 11265.599),(32 11051.028),(33 11054.665),(34 11072.15),(35 11261.629),(36 11308.049),(37 11369.237),(38 11387.474),(39 11481.359),(40 11444.046),(41 11454.361),(42 11498.264),(43 11237.973),(44 11113.018),(45 11173.432),(46 11113.348),(47 11114.06),(48 11187.602),(49 11126.291),(50 11052.487),(51 11217.951),(52 11318.677),(53 11348.23),(54 11310.262),(55 11236.449),(56 11276.723),(57 11350.449),(58 11526.907),(59 11673.11),(60 11642.7705),(61 11568.197),(62 11606.114),(63 11522.196),(64 11586.34),(65 11892.868),(66 11913.273),(67 12047.548),(68 12162.213),(69 12197.118),(70 12308.398),(71 12538.619),(72 12603.852),(73 12433.468),(74 12300.29),(75 12431.536),(76 12454.788),(77 12278.041),(78 12233.483),(79 12122.179),
(1 3921.8972),(2 7569.875),(3 8124.9395),(4 7901.794),(5 7775.7407),(6 7632.3154),(7 7758.828),(8 8243.273),(9 8498.536),(10 8666.122),(11 8657.964),(12 8639.0205),(13 8805.023),(14 8989.926),(15 9107.432),(16 9012.387),(17 9038.239),(18 9245.664),(19 9575.489),(20 9629.923),(21 9653.466),(22 9810.521),(23 9820.094),(24 10137.282),(25 10517.448),(26 10913.987),(27 10925.224),(28 10622.896),(29 10478.557),(30 10742.597),(31 10714.556),(32 10623.348),(33 10636.58),(34 10739.112),(35 10980.312),(36 11037.22),(37 10876.909),(38 10785.229),(39 10691.203),(40 10750.063),(41 10829.8955),(42 10920.898),(43 10990.103),(44 10985.556),(45 10934.983),(46 10818.961),(47 10963.531),(48 10965.42),(49 10850.268),(50 10747.415),(51 10778.851),(52 10830.72),(53 10915.129),(54 11004.046),(55 10951.027),(56 10932.3),(57 11121.747),(58 11252.87),(59 11406.018),(60 11458.918),(61 11286.571),(62 11170.112),(63 11382.339),(64 11665.586),(65 11590.964),(66 11472.435),(67 11536.228),(68 11707.251),(69 11987.97),(70 12145.444),(71 12295.037),(72 12264.095),(73 12195.808),(74 12119.109),(75 12024.766),(76 12006.535),(77 11970.086),(78 11873.543),(79 11815.822),
(1 3949.1716),(2 7618.2954),(3 8017.8),(4 7771.336),(5 7764.373),(6 7520.395),(7 7599.6914),(8 8301.011),(9 8477.765),(10 8421.657),(11 8409.834),(12 8516.421),(13 8842.543),(14 8978.418),(15 8906.033),(16 8805.668),(17 8964.75),(18 9189.199),(19 9376.436),(20 9379.494),(21 9441.251),(22 9546.069),(23 9715.342),(24 10059.989),(25 10556.889),(26 10660.385),(27 10428.845),(28 10282.092),(29 10119.13),(30 10268.729),(31 10244.545),(32 10142.731),(33 10409.265),(34 10643.861),(35 10670.226),(36 10560.491),(37 10440.756),(38 10375.893),(39 10361.247),(40 10326.179),(41 10534.834),(42 10634.131),(43 10703.574),(44 10698.259),(45 10746.069),(46 10748.471),(47 10851.775),(48 10872.048),(49 10662.033),(50 10643.716),(51 10658.313),(52 10864.151),(53 10808.401),(54 10689.183),(55 10730.981),(56 10801.003),(57 11013.933),(58 11013.159),(59 11014.351),(60 11014.17),(61 10956.77),(62 10886.377),(63 11030.644),(64 11240.776),(65 11408.402),(66 11390.067),(67 11531.75),(68 11547.48),(69 11670.823),(70 11897.327),(71 12119.065),(72 12150.453),(73 12083.38),(74 12118.441),(75 12105.565),(76 11945.204),(77 11923.111),(78 12021.135),(79 12202.253),
