1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80683.2),(2 142426.64),(3 170870.75),(4 327259.16),(5 462068.13),(6 564329.44),(7 802569.2),(8 1001106.2),(9 1136308),(10 1436710.1),(11 1683298.6),(12 1887292.1),(13 2277041.3),(14 2613894.3),(15 2878750.8),(16 3310506.8),(17 3709327),(18 4005518),(19 4461050),(20 4875692.5),(21 5195545.5),(22 5660862.5),(23 6128000.5),(24 6459972),(25 6909380),(26 7350064),(27 7702360.5),(28 8153977.5),(29 8596518),(30 8994322),(31 9491741),(32 10045294),(33 10469315),(34 10949291),(35 11454373),(36 11871784),(37 12312545),(38 12794285),(39 13180248),(40 13667821),(41 14176733),(42 14564155),(43 15043376),(44 15552733),(45 15966580),(46 16434584),(47 16974210),(48 17413576),(49 17941954),(50 18555270),(51 19055898),(52 19631928),(53 20265432),(54 20737538),(55 21367408),(56 22033968),(57 22535072),(58 23179104),(59 23861638),(60 24410742),(61 25062486),(62 25775890),(63 26413098),(64 27175334),(65 27978966),(66 28623002),(67 29479562),(68 30398568),(69 31113648),(70 32014126),(71 32962982),(72 33769404),(73 34642416),(74 35638630),(75 36481376),(76 37411908),(77 38378950),(78 39251236),(79 40203670),
(1 2845.4316),(2 4671.4663),(3 4970.939),(4 5440.4297),(5 5562.6978),(6 5529.094),(7 5703.668),(8 5855.258),(9 5932.2705),(10 5929.263),(11 5969.8037),(12 5993.793),(13 6121.9985),(14 6140.874),(15 6205.652),(16 6145.9507),(17 6192.822),(18 6176.0537),(19 6209.7876),(20 6333.824),(21 6348.473),(22 6315.0273),(23 6340.697),(24 6415.491),(25 6453.018),(26 6402.8496),(27 6305.3687),(28 6168.858),(29 6190.45),(30 6249.1133),(31 6381.0996),(32 6569.3345),(33 6649.6035),(34 6565.223),(35 6501.9053),(36 6609.676),(37 6536.2046),(38 6599.745),(39 6600.892),(40 6683.8423),(41 6811.6313),(42 6890.073),(43 6887.6),(44 6955.689),(45 7015.3145),(46 7118.0977),(47 7088.36),(48 7192.7046),(49 7153.7607),(50 7164.3066),(51 7159.751),(52 7154.5303),(53 7193.3843),(54 7111.699),(55 7182.1123),(56 7167.593),(57 7260.5205),(58 7354.83),(59 7226.923),(60 7196.263),(61 7154.6123),(62 7121.26),(63 7226.0186),(64 7238.287),(65 7138.323),(66 7107.2124),(67 7081.4204),(68 7055.367),(69 7125.2656),(70 7139.426),(71 7100.407),(72 7034.4673),(73 6939.589),(74 6937.42),(75 6996.2197),(76 6854.5503),(77 6816.091),(78 6802.923),(79 6713.9277),
(1 2825.7268),(2 4483.104),(3 4688.204),(4 5043.369),(5 5217.8057),(6 5186.5293),(7 5288.153),(8 5464.0703),(9 5584.5815),(10 5623.165),(11 5644.154),(12 5618.788),(13 5707.4644),(14 5716.51),(15 5756.9697),(16 5650.566),(17 5659.6294),(18 5687.997),(19 5852.7188),(20 5968.2183),(21 6043.3877),(22 6082.9727),(23 6100.0703),(24 6157.7554),(25 6279.569),(26 6295.6772),(27 6204.1035),(28 6150.0146),(29 6166.711),(30 6137.4746),(31 6273.8545),(32 6382.4634),(33 6385.851),(34 6454.5513),(35 6513.6567),(36 6587.329),(37 6534.636),(38 6544.307),(39 6467.2075),(40 6582.524),(41 6707.0527),(42 6808.048),(43 6765.527),(44 6817.9087),(45 6915.684),(46 6984.4214),(47 6903.4375),(48 6962.0317),(49 7046.9404),(50 7140.409),(51 7142.9644),(52 7092.8945),(53 7059.3457),(54 7133.202),(55 7097.5103),(56 7052.942),(57 7092.2085),(58 7144.302),(59 7090.9375),(60 7166.8145),(61 7159.102),(62 7199.052),(63 7158.851),(64 7060.5522),(65 7032.4814),(66 6997.345),(67 6980.4707),(68 6956.972),(69 7042.744),(70 6991.6074),(71 6918.7544),(72 6845.4175),(73 6800.6855),(74 6802.3643),(75 6812.434),(76 6808.753),(77 6794.6436),(78 6812.932),(79 6648.745),
(1 2766.3596),(2 4444.877),(3 4665.258),(4 4982.37),(5 5214.0947),(6 5197.35),(7 5378.8555),(8 5525.664),(9 5625.9277),(10 5586.7373),(11 5565.78),(12 5477.0347),(13 5616.1675),(14 5639.386),(15 5711.509),(16 5648.0366),(17 5740.464),(18 5800.2876),(19 5890.983),(20 6064.41),(21 6168.5283),(22 6117.6445),(23 6120.8525),(24 6232.743),(25 6350.7437),(26 6322.7954),(27 6353.4033),(28 6230.207),(29 6411.318),(30 6511.4263),(31 6617.5425),(32 6734.2085),(33 6742.2524),(34 6656.8003),(35 6731.5483),(36 6835.8945),(37 6849.3594),(38 6790.47),(39 6792.7554),(40 7007.8667),(41 7028.3145),(42 7025.3794),(43 7064.885),(44 7120.2305),(45 7138.3267),(46 7282.742),(47 7334.93),(48 7369.446),(49 7406.317),(50 7377.505),(51 7357.399),(52 7408.999),(53 7359.4556),(54 7386.746),(55 7320.0313),(56 7289.558),(57 7241.316),(58 7244.1772),(59 7337.5913),(60 7227.991),(61 7280.2246),(62 7309.562),(63 7186.715),(64 7172.8613),(65 7168.506),(66 7173.379),(67 7132.998),(68 7063.4976),(69 7005.699),(70 6917.242),(71 6885.0894),(72 6854.3433),(73 6758.6353),(74 6745.998),(75 6763.248),(76 6682.268),(77 6724.554),(78 6669.4746),(79 6705.3833),
(1 2796.0137),(2 4372.86),(3 4590.5913),(4 4915.433),(5 5100.9204),(6 5169.1055),(7 5329.9),(8 5467.254),(9 5510.481),(10 5509.3726),(11 5469.338),(12 5416.894),(13 5612.159),(14 5638.925),(15 5700.478),(16 5529.771),(17 5497.3247),(18 5547.9517),(19 5763.645),(20 5932.6636),(21 5967.211),(22 5887.8037),(23 5910.252),(24 5901.47),(25 6038.368),(26 6057.8433),(27 6038.5337),(28 5905.9653),(29 6024.35),(30 6103.5615),(31 6240.6025),(32 6246.7734),(33 6307.731),(34 6314.1553),(35 6390.9126),(36 6457.3047),(37 6476.2603),(38 6522.07),(39 6475.8193),(40 6525.209),(41 6598.7),(42 6538.3965),(43 6604.524),(44 6600.3564),(45 6701.638),(46 6609.84),(47 6605.746),(48 6678.661),(49 6716.6294),(50 6810.429),(51 6859.6387),(52 6867.164),(53 6879.046),(54 6950.0957),(55 6882.231),(56 6920.743),(57 6860.358),(58 6836.8906),(59 6822.799),(60 6795.5645),(61 6819.463),(62 6864.9063),(63 6863.026),(64 6821.1323),(65 6831.472),(66 6729.721),(67 6702.917),(68 6580.5376),(69 6563.6294),(70 6551.476),(71 6447.999),(72 6491.226),(73 6493.4023),(74 6410.4395),(75 6355.758),(76 6358.3384),(77 6328.0107),(78 6204.3345),(79 6270.6567),
(1 2694.0593),(2 4183.9487),(3 4406.817),(4 4675.5684),(5 4794.7944),(6 4781.9604),(7 4938.2656),(8 5157.824),(9 5209.201),(10 5171.5024),(11 5144.36),(12 5133.567),(13 5301.5864),(14 5330.2646),(15 5417.6865),(16 5327.9756),(17 5335.8047),(18 5480.917),(19 5593.3354),(20 5686.428),(21 5817.456),(22 5799.32),(23 5833.369),(24 5965.331),(25 6088.9224),(26 6089.2183),(27 6022.2954),(28 6057.677),(29 6195.383),(30 6209.7935),(31 6318.084),(32 6293.9697),(33 6319.622),(34 6249.4014),(35 6357.711),(36 6389.107),(37 6497.845),(38 6512.6367),(39 6469.4004),(40 6528.3784),(41 6511.878),(42 6541.9883),(43 6588.3535),(44 6558.565),(45 6694.31),(46 6648.984),(47 6684.6694),(48 6748.0557),(49 6773.538),(50 6665.0425),(51 6749.0317),(52 6839.111),(53 6726.401),(54 6782.582),(55 6786.661),(56 6757.637),(57 6720.76),(58 6786.0264),(59 6817.819),(60 6796.6475),(61 6774.725),(62 6757.2104),(63 6639.766),(64 6623.88),(65 6653.8755),(66 6672.3564),(67 6626.734),(68 6590.6724),(69 6542.5396),(70 6475.141),(71 6431.417),(72 6487.916),(73 6477.427),(74 6426.1094),(75 6368.81),(76 6385.191),(77 6333.645),(78 6286.9517),(79 6240.141),
(1 2619.0938),(2 4110.4263),(3 4345.2603),(4 4675.317),(5 4867.3394),(6 4900.97),(7 5102.1143),(8 5269.787),(9 5230.775),(10 5246.677),(11 5220.5313),(12 5145.665),(13 5424.8),(14 5494.745),(15 5554.9956),(16 5435.54),(17 5445.651),(18 5490.3823),(19 5638.04),(20 5681.3027),(21 5651.01),(22 5658.18),(23 5706.1997),(24 5782.4355),(25 5834.9487),(26 5814.401),(27 5802.1167),(28 5814.9326),(29 5887.6445),(30 5947.685),(31 6070.9854),(32 6049.638),(33 6090.0815),(34 6088.291),(35 6178.846),(36 6233.2656),(37 6315.059),(38 6248.137),(39 6318.3887),(40 6448.9688),(41 6443.253),(42 6421.4956),(43 6502.426),(44 6549.406),(45 6671.2466),(46 6701.2437),(47 6717.7275),(48 6683.8267),(49 6728.582),(50 6685.469),(51 6726.72),(52 6809.34),(53 6821.783),(54 6777.1655),(55 6672.4673),(56 6636.0083),(57 6619.409),(58 6630.7563),(59 6662.8594),(60 6693.681),(61 6677.404),(62 6599.7188),(63 6621.4517),(64 6566.5195),(65 6652.7295),(66 6588.0313),(67 6549.892),(68 6566.1294),(69 6512.338),(70 6439.7305),(71 6394.101),(72 6371.561),(73 6354.844),(74 6354.8936),(75 6406.9453),(76 6373.1924),(77 6306.709),(78 6319.404),(79 6203.542),
(1 2638.5078),(2 4113.065),(3 4292.871),(4 4645.8916),(5 4725.717),(6 4793.6597),(7 4966.4375),(8 5106.2227),(9 5131.1157),(10 5133.969),(11 5075.1826),(12 5067.809),(13 5221.075),(14 5283.829),(15 5312.534),(16 5209.8716),(17 5330.273),(18 5390.8267),(19 5498.1006),(20 5587.5522),(21 5578.044),(22 5629.1514),(23 5719.666),(24 5818.9556),(25 5811.273),(26 5730.096),(27 5620.0493),(28 5702.316),(29 5764.2725),(30 5821.2466),(31 5809.007),(32 5757.078),(33 5844.6836),(34 5882.6494),(35 5873.065),(36 5946.811),(37 6056.6333),(38 5997.9097),(39 6027.5283),(40 5967.856),(41 6038.189),(42 6039.469),(43 5960.61),(44 6043.7354),(45 6070.496),(46 6112.369),(47 6238.6133),(48 6297.812),(49 6324.6206),(50 6258.7944),(51 6375.5825),(52 6390.698),(53 6461.052),(54 6335.8296),(55 6262.911),(56 6353.6396),(57 6336.4346),(58 6382.126),(59 6304.4224),(60 6367.136),(61 6373.1304),(62 6297.0176),(63 6202.2217),(64 6190.552),(65 6131.836),(66 6032.5254),(67 6082.921),(68 6009.184),(69 5973.27),(70 5912.9023),(71 5875.1445),(72 5877.3037),(73 5854.4683),(74 5859.6895),(75 5884.592),(76 5786.2974),(77 5732.698),(78 5745.8037),(79 5776.6304),
(1 2576.9492),(2 4070.2444),(3 4290.4116),(4 4511.3384),(5 4563.4473),(6 4661.243),(7 4842.1978),(8 4917.4736),(9 4929.3984),(10 4954.9663),(11 4883.0405),(12 4917.673),(13 5231.0156),(14 5319.2344),(15 5266.953),(16 5233.849),(17 5247.3423),(18 5307.3604),(19 5451.429),(20 5489.9907),(21 5490.549),(22 5563.53),(23 5651.917),(24 5640.733),(25 5682.597),(26 5659.1094),(27 5581.331),(28 5619.1504),(29 5642.3047),(30 5693.05),(31 5658.8096),(32 5636.272),(33 5655.5),(34 5642.089),(35 5762.7676),(36 5792.561),(37 5862.3296),(38 5743.7725),(39 5785.919),(40 5855.6655),(41 5880.64),(42 5903.817),(43 5816.571),(44 5963.103),(45 6078.254),(46 6089.0093),(47 6127.95),(48 6149.9473),(49 6172.368),(50 6285.9814),(51 6341.397),(52 6298.4478),(53 6314.7695),(54 6230.704),(55 6316.2456),(56 6261.5923),(57 6256.843),(58 6239.253),(59 6216.4385),(60 6286.628),(61 6252.731),(62 6164.5034),(63 6103.6675),(64 6125.215),(65 6099.571),(66 6083.6304),(67 6112.1104),(68 5990.066),(69 5956.415),(70 5902.523),(71 5843.697),(72 5804.5435),(73 5870.3174),(74 5860.925),(75 5814.313),(76 5688.669),(77 5618.704),(78 5558.8687),(79 5586.8345),
(1 2545.443),(2 3939.8284),(3 4156.771),(4 4462.3237),(5 4538.71),(6 4560.6216),(7 4641.5376),(8 4806.8286),(9 4826.905),(10 4934.75),(11 4867.6113),(12 4852.4536),(13 4996.438),(14 5035.5967),(15 4992.611),(16 4938.1904),(17 4999.5728),(18 4977.875),(19 5158.267),(20 5215.1396),(21 5269.426),(22 5367.184),(23 5402.8413),(24 5458.0884),(25 5409.6875),(26 5405.5356),(27 5385.5977),(28 5424.7056),(29 5484.1714),(30 5577.318),(31 5561.9165),(32 5552.2197),(33 5625.363),(34 5611.2656),(35 5617.999),(36 5680.0835),(37 5753.4834),(38 5760.0874),(39 5910.893),(40 5893.185),(41 5892.1904),(42 5912.2275),(43 5920.5864),(44 5975.0767),(45 5967.2764),(46 6049.163),(47 6081.3384),(48 6148.5186),(49 6102.4873),(50 6153.0264),(51 6116.7715),(52 6129.963),(53 6072.0767),(54 6003.341),(55 6108.2065),(56 6165.9614),(57 6256.0527),(58 6196.9097),(59 6177.5225),(60 6216.8657),(61 6212.2646),(62 6218.6777),(63 6105.7437),(64 5941.5854),(65 5884.204),(66 5916.0806),(67 5815.091),(68 5741.888),(69 5720.4478),(70 5705.4976),(71 5706.114),(72 5690.0664),(73 5744.1855),(74 5713.689),(75 5799.7676),(76 5807.804),(77 5788.8237),(78 5738.565),(79 5710.164),
(1 2471.6636),(2 3805.3445),(3 4036.973),(4 4231.1733),(5 4276.3184),(6 4323.933),(7 4444.7476),(8 4464.6563),(9 4447.18),(10 4579.5415),(11 4529.389),(12 4593.8955),(13 4727.0757),(14 4772.072),(15 4816.0483),(16 4915.8086),(17 4910.51),(18 4882.1016),(19 4998.267),(20 5052.0596),(21 5097.898),(22 5156.9346),(23 5182.394),(24 5243.291),(25 5226.1865),(26 5239.3906),(27 5194.1753),(28 5347.183),(29 5368.1133),(30 5447.856),(31 5439.211),(32 5457.9263),(33 5433.986),(34 5461.674),(35 5513.0513),(36 5638.9497),(37 5630.7227),(38 5580.023),(39 5648.188),(40 5618.7407),(41 5711.339),(42 5724.8623),(43 5712.3984),(44 5750.722),(45 5804.996),(46 5853.1514),(47 5851.9),(48 5902.907),(49 5904.6387),(50 5979.836),(51 5913.263),(52 5946.163),(53 5881.31),(54 5843.649),(55 5870.682),(56 5848.728),(57 5870.3325),(58 5861.755),(59 5901.7363),(60 5801.5493),(61 5716.202),(62 5666.863),(63 5633.7144),(64 5521.79),(65 5514.514),(66 5574.4336),(67 5532.7866),(68 5420.3223),(69 5422.822),(70 5458.6963),(71 5382.0166),(72 5359.4087),(73 5278.256),(74 5269.0425),(75 5299.009),(76 5172.863),(77 5150.071),(78 5114.2),(79 5108.2686),
(1 2436.4404),(2 3728.9521),(3 3965.4849),(4 4228.9253),(5 4340.938),(6 4463.4736),(7 4513.7686),(8 4525.322),(9 4502.6475),(10 4705.44),(11 4664.693),(12 4706.882),(13 4853.328),(14 4984.4097),(15 4977.8926),(16 4942.097),(17 4898.804),(18 4850.624),(19 4922.6724),(20 4996.4946),(21 5034.715),(22 5032.2417),(23 5165.8735),(24 5217.9375),(25 5176.037),(26 5256.333),(27 5261.5605),(28 5302.529),(29 5227.9907),(30 5343.096),(31 5316.2627),(32 5354.5693),(33 5335.5684),(34 5381.796),(35 5348.718),(36 5400.782),(37 5379.7236),(38 5448.983),(39 5569.297),(40 5516.512),(41 5547.416),(42 5666.853),(43 5725.062),(44 5637.5425),(45 5606.2456),(46 5689.3096),(47 5764.8354),(48 5671.914),(49 5736.5474),(50 5812.453),(51 5742.561),(52 5790.6387),(53 5757.3794),(54 5790.3643),(55 5737.3535),(56 5834.89),(57 5838.9233),(58 5796.7563),(59 5800.873),(60 5720.7354),(61 5795.9756),(62 5752.3384),(63 5740.324),(64 5719.456),(65 5681.6816),(66 5624.7393),(67 5569.5176),(68 5441.9673),(69 5397.934),(70 5435.6367),(71 5290.855),(72 5279.1743),(73 5278.065),(74 5238.8374),(75 5237.2993),(76 5181.5054),(77 5150.9263),(78 5074.532),(79 5044.4463),
(1 2369.3188),(2 3550.5393),(3 3710.1946),(4 4012.5693),(5 4133.602),(6 4185.05),(7 4266.644),(8 4333.6416),(9 4298.5366),(10 4432.608),(11 4356.4956),(12 4395.508),(13 4550.177),(14 4641.387),(15 4702.7397),(16 4668.87),(17 4688.771),(18 4684.9126),(19 4757.022),(20 4829.401),(21 4909.1235),(22 4903.531),(23 5018.029),(24 5056.7876),(25 5018.4956),(26 5019.7363),(27 5015.7695),(28 5071.243),(29 5085.783),(30 5151.137),(31 5120.8433),(32 5164.0913),(33 5265.9346),(34 5301.8467),(35 5278.6914),(36 5357.8115),(37 5322.8135),(38 5387.6567),(39 5410.5513),(40 5354.5874),(41 5432.6978),(42 5510.163),(43 5584.766),(44 5540.002),(45 5600.0835),(46 5615.7573),(47 5720.118),(48 5761.162),(49 5747.191),(50 5637.6646),(51 5717.363),(52 5720.916),(53 5641.698),(54 5621.0825),(55 5549.2637),(56 5648.682),(57 5615.078),(58 5674.1074),(59 5612.8657),(60 5573.057),(61 5592.504),(62 5454.954),(63 5455.7285),(64 5407.7583),(65 5373.434),(66 5282.681),(67 5258.858),(68 5281.4336),(69 5268.7637),(70 5230.343),(71 5173.1133),(72 5085.739),(73 5048.5913),(74 5076.9316),(75 5251.172),(76 5254.78),(77 5215.729),(78 5121.045),(79 5147.59),
(1 2394.9883),(2 3576.9097),(3 3864.4138),(4 4162.521),(5 4185.7773),(6 4206.5728),(7 4329.4985),(8 4380.248),(9 4361.9917),(10 4453.639),(11 4352.432),(12 4445.0234),(13 4541.332),(14 4604.1816),(15 4638.703),(16 4566.191),(17 4607.4644),(18 4665.791),(19 4783.6694),(20 4762.3667),(21 4889.518),(22 4896.2134),(23 4997.987),(24 5002.4526),(25 4982.6807),(26 4983.701),(27 5025.1074),(28 5019.559),(29 5076.625),(30 5220.218),(31 5209.918),(32 5230.5845),(33 5160.4004),(34 5140.566),(35 5229.3506),(36 5348.3535),(37 5322.1367),(38 5478.5703),(39 5483.6006),(40 5467.0933),(41 5508.886),(42 5580.976),(43 5634.9287),(44 5554.1763),(45 5621.9546),(46 5647.3477),(47 5718.1616),(48 5736.9307),(49 5783.5513),(50 5686.496),(51 5852.501),(52 5822.414),(53 5790.1357),(54 5775.162),(55 5777.2417),(56 5775.794),(57 5782.3687),(58 5843.816),(59 5826.0776),(60 5851.5537),(61 5810.624),(62 5801.754),(63 5732.139),(64 5653.981),(65 5625.6416),(66 5489.7905),(67 5478.21),(68 5409.6514),(69 5425.0063),(70 5411.999),(71 5337.607),(72 5282.1943),(73 5278.993),(74 5276.6406),(75 5264.063),(76 5111.265),(77 5036.5376),(78 5017.248),(79 5000.669),
(1 2282.852),(2 3335.0166),(3 3512.4763),(4 3773.3015),(5 3821.5974),(6 3945.8513),(7 4068.9524),(8 4073.9875),(9 4103.254),(10 4172.655),(11 4034.705),(12 4186.5635),(13 4314.46),(14 4353.3843),(15 4382.923),(16 4306.165),(17 4430.333),(18 4420.5337),(19 4574.9067),(20 4590.5938),(21 4566.3984),(22 4614.1123),(23 4676.2373),(24 4749.5415),(25 4736.0317),(26 4685.549),(27 4680.4414),(28 4681.9595),(29 4720.464),(30 4777.157),(31 4780.2188),(32 4871.696),(33 4931.3735),(34 5002.8877),(35 5075.302),(36 5120.741),(37 5057.537),(38 5107.6265),(39 5163.9863),(40 5210.594),(41 5140.7915),(42 5169.569),(43 5214.1333),(44 5217.9673),(45 5257.4434),(46 5350.036),(47 5388.558),(48 5411.4443),(49 5442.1997),(50 5394.115),(51 5430.6616),(52 5360.4756),(53 5394.743),(54 5459.2607),(55 5519.9663),(56 5483.3276),(57 5467.426),(58 5448.6177),(59 5448.7393),(60 5376.0293),(61 5299.9585),(62 5283.01),(63 5288.012),(64 5284.724),(65 5184.4644),(66 5129.018),(67 5045.596),(68 5026.386),(69 4996.7783),(70 5090.3096),(71 5092.4316),(72 4972.2065),(73 4946.712),(74 4875.336),(75 4813.8564),(76 4815.866),(77 4829.7666),(78 4726.5757),(79 4716.4224),
(1 2248.6594),(2 3349.7515),(3 3580.2249),(4 3735.1301),(5 3777.4067),(6 3859.5156),(7 4017.081),(8 4115.2046),(9 4150.682),(10 4123.6123),(11 4033.4656),(12 4190.1665),(13 4275.1196),(14 4376.449),(15 4366.965),(16 4425.7466),(17 4484.0947),(18 4432.6353),(19 4577.0356),(20 4579.601),(21 4570.6177),(22 4462.5645),(23 4560.7534),(24 4585.16),(25 4617.17),(26 4591.137),(27 4687.9756),(28 4715.2505),(29 4727.1997),(30 4735.092),(31 4772.586),(32 4717.565),(33 4786.232),(34 4906.7773),(35 4920.002),(36 4924.251),(37 4942.8633),(38 4993.793),(39 5006.229),(40 5100.1504),(41 5062.2754),(42 5131.929),(43 5200.8413),(44 5252.675),(45 5282.9805),(46 5306.682),(47 5346.5103),(48 5381.478),(49 5401.8755),(50 5410.1514),(51 5457.9575),(52 5372.212),(53 5330.5107),(54 5377.593),(55 5424.6196),(56 5383.5664),(57 5380.4927),(58 5368.168),(59 5334.432),(60 5304.559),(61 5339.3784),(62 5277.594),(63 5239.1685),(64 5233.1563),(65 5181.1226),(66 5143.0195),(67 5099.708),(68 5080.4155),(69 4969.857),(70 5030.1934),(71 4979.5054),(72 4928.254),(73 4945.866),(74 4870.3325),(75 4815.5503),(76 4879.112),(77 4843.6),(78 4701.031),(79 4725.512),
(1 2291.1194),(2 3332.4248),(3 3516.2354),(4 3757.1104),(5 3872.971),(6 3942.5303),(7 4089.9004),(8 4120.636),(9 4074.305),(10 4192.2627),(11 4100.9917),(12 4196.4756),(13 4253.3438),(14 4395.1704),(15 4336.947),(16 4358.1714),(17 4411.8804),(18 4462.2896),(19 4621.1855),(20 4595.5435),(21 4642.0225),(22 4635.7095),(23 4712.002),(24 4756.357),(25 4741.3623),(26 4670.6074),(27 4668.116),(28 4672.4106),(29 4751.1045),(30 4683.4297),(31 4780.8516),(32 4773.5977),(33 4789.0405),(34 4771.0225),(35 4846.6777),(36 4805.123),(37 4889.971),(38 4956.07),(39 4953.3525),(40 4950.271),(41 4973.757),(42 5110.206),(43 5068.486),(44 5108.139),(45 5116.1147),(46 5167.3467),(47 5145.2627),(48 5167.3306),(49 5174.291),(50 5256.722),(51 5279.366),(52 5259.0103),(53 5294.6694),(54 5242.4507),(55 5240.193),(56 5170.0864),(57 5205.6963),(58 5213.3784),(59 5233.7183),(60 5204.1226),(61 5167.5737),(62 5173.9946),(63 5204.6143),(64 5186.166),(65 5122.104),(66 5051.265),(67 5059.65),(68 5034.1943),(69 4922.9243),(70 4910.849),(71 4962.0327),(72 5009.221),(73 4922.028),(74 4789.3647),(75 4782.3545),(76 4838.836),(77 4827.8286),(78 4786.528),(79 4791.6074),
