1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23605.787),(2 72787.46),(3 162424.63),(4 289664.94),(5 452663.16),(6 635920.56),(7 831765),(8 1088119.9),(9 1371996.1),(10 1714618.6),(11 2062223.5),(12 2444639.8),(13 2802780.8),(14 3227706.8),(15 3670809),(16 4189693),(17 4757907),(18 5318257.5),(19 5873426),(20 6503410.5),(21 7090739.5),(22 7637389.5),(23 8151447.5),(24 8665360),(25 9156417),(26 9587495),(27 9960185),(28 10324380),(29 10672530),(30 10960183),(31 11265160),(32 11529933),(33 11744993),(34 11944572),(35 12163400),(36 12321011),(37 12514629),(38 12665331),(39 12855416),(40 13009523),(41 13168099),(42 13277316),(43 13436917),(44 13563517),(45 13756460),(46 13935985),(47 14153251),(48 14459723),(49 14873275),(50 15348220),(51 15828349),(52 16304764),(53 16786882),(54 17324678),(55 17852662),(56 18331030),(57 18710896),(58 19002200),(59 19190656),(60 19282264),(61 19313226),(62 19288280),(63 19220580),(64 19160142),(65 19140144),(66 19253634),(67 19404546),(68 19646074),(69 19851960),(70 20003564),(71 20071152),(72 20097362),(73 20210848),(74 20377510),(75 20528328),(76 20646752),(77 20785226),(78 21035666),(79 21373644),
(1 6501.4585),(2 12921.633),(3 15396.898),(4 16932.445),(5 18326.035),(6 19659.572),(7 20619.775),(8 21482.506),(9 22788.832),(10 22943.113),(11 22674.434),(12 22379.547),(13 22874.25),(14 22693.316),(15 22303.67),(16 21736.188),(17 21460.201),(18 21876.54),(19 22206.756),(20 22158.777),(21 22751.785),(22 23249.36),(23 23803.574),(24 24290.607),(25 24292.564),(26 24184.287),(27 24794.484),(28 25278.531),(29 25185.832),(30 25050.102),(31 24407.076),(32 24027.365),(33 23385.814),(34 23120.46),(35 23211.4),(36 23069.938),(37 22883.877),(38 23089.418),(39 23521.006),(40 23982.09),(41 23968.592),(42 23490.262),(43 23165.598),(44 23120.875),(45 23131.195),(46 23353.584),(47 23186.156),(48 22458.545),(49 21831.13),(50 21716.367),(51 21988.475),(52 22180.53),(53 21772.686),(54 21649.154),(55 21909.139),(56 22266.559),(57 22240.855),(58 21886.045),(59 21738.865),(60 21504.805),(61 21626.516),(62 21481.582),(63 21524.105),(64 21843.025),(65 22012.305),(66 22302.002),(67 22319.986),(68 22026.441),(69 21739.77),(70 21476.668),(71 21576.455),(72 21510.035),(73 21258.8),(74 21556.025),(75 21932.16),(76 22170.377),(77 22272.416),(78 22897.67),(79 23397.818),
(1 6476.91),(2 12622.647),(3 14304.961),(4 15478.659),(5 16913.088),(6 17806.436),(7 18243.57),(8 19205.738),(9 20126.268),(10 19750.14),(11 19125.91),(12 18749.805),(13 19234.994),(14 19560.113),(15 19655.781),(16 19578.111),(17 19723.385),(18 20308.563),(19 20590.06),(20 20631.484),(21 21104.898),(22 21485.617),(23 21777.732),(24 22157.746),(25 22584.422),(26 22723.158),(27 23085.182),(28 23113.572),(29 22620.273),(30 22523.953),(31 22452.654),(32 22348.924),(33 21915.076),(34 21573.613),(35 21938.145),(36 22282.154),(37 22052.088),(38 22113.91),(39 22449.672),(40 22636.883),(41 22745.535),(42 22256.729),(43 22121.008),(44 22114.615),(45 21744.898),(46 21779.479),(47 21600.982),(48 20923.38),(49 20462.895),(50 20681.904),(51 21047.451),(52 21085.438),(53 20882.908),(54 20788.797),(55 21163.23),(56 21418.11),(57 20842.97),(58 20425.795),(59 20502.826),(60 20067.738),(61 19831.254),(62 19875.186),(63 19887.504),(64 20179.793),(65 20334.229),(66 20599.037),(67 20548.273),(68 20384.291),(69 19739.902),(70 19614.768),(71 19759.922),(72 19785.088),(73 19619.477),(74 19747.75),(75 20083.383),(76 20140.188),(77 20458.684),(78 20843.818),(79 20771.637),
(1 6278.4736),(2 12402.835),(3 14399.029),(4 15735.319),(5 16898.96),(6 17352.9),(7 17674.74),(8 18318.326),(9 19342.213),(10 19394.246),(11 18841.842),(12 18674.1),(13 19143.4),(14 19293.232),(15 19577.066),(16 19646.227),(17 20059.57),(18 20628.52),(19 21136.629),(20 21173.828),(21 21310.8),(22 21604.805),(23 21880.3),(24 21857.693),(25 22113.328),(26 22305.922),(27 22368.578),(28 22067.203),(29 21782.65),(30 22131.854),(31 22199.277),(32 22409.896),(33 22508.836),(34 22060.43),(35 21938.648),(36 22010.1),(37 22048.377),(38 22050.486),(39 22046.496),(40 21849.43),(41 22033.678),(42 22161.742),(43 22476.193),(44 22382.39),(45 22348.62),(46 22548.443),(47 22523.965),(48 22226.186),(49 21813.338),(50 21453.201),(51 21512.08),(52 21940.223),(53 21981.047),(54 21989.19),(55 22052.887),(56 21859.135),(57 21394.44),(58 21015.256),(59 20857.133),(60 20478.455),(61 20120.193),(62 20010.541),(63 20253.545),(64 20469.338),(65 20926.086),(66 20988.143),(67 20452.424),(68 20063.982),(69 20262.855),(70 20316.902),(71 20073.176),(72 20108.719),(73 20455.469),(74 20580.043),(75 20627.295),(76 20406.041),(77 20622.625),(78 20919.365),(79 20701.283),
(1 5787.18),(2 11307.193),(3 13063.465),(4 14396.502),(5 15589.636),(6 16263.649),(7 16605.695),(8 16943.03),(9 17562.643),(10 17996.54),(11 17947.787),(12 17854.098),(13 17939.719),(14 18205.467),(15 18682.148),(16 18731.168),(17 19032.588),(18 19113.918),(19 19331.545),(20 19439.455),(21 19650.975),(22 20137.383),(23 20413.148),(24 20706.693),(25 20633.166),(26 20647.432),(27 20486.49),(28 20271.201),(29 20093.283),(30 20431.268),(31 20336.814),(32 20148.969),(33 20235.32),(34 20286.531),(35 20033.033),(36 19863.986),(37 19967.018),(38 19847.418),(39 19358.484),(40 19137.807),(41 19550.113),(42 19865.133),(43 20140.594),(44 20032.316),(45 20026.586),(46 20427.656),(47 20511.984),(48 20363.424),(49 19977.713),(50 19550.16),(51 19710.38),(52 20473.588),(53 20958.602),(54 21029.875),(55 20898.648),(56 20736.805),(57 20655.875),(58 20254.398),(59 20128.148),(60 20079.46),(61 19902.656),(62 19926.545),(63 20183.264),(64 20346.682),(65 20485.533),(66 20390.955),(67 19820.723),(68 19546.355),(69 19762.59),(70 19814.322),(71 19671.51),(72 20069.021),(73 20150.58),(74 20085.32),(75 20221.762),(76 19976.445),(77 19926.111),(78 20096.855),(79 19672.703),
(1 5746.852),(2 11286.459),(3 13092.546),(4 14500.348),(5 15256.997),(6 15977.998),(7 16503.857),(8 16576.328),(9 17090.39),(10 17532.797),(11 17684.252),(12 17515.35),(13 17528.203),(14 17633.238),(15 18025.984),(16 17894.754),(17 18070.338),(18 17959.488),(19 18025.98),(20 18175.408),(21 18584.22),(22 18953.477),(23 19057.041),(24 19244.348),(25 19391.893),(26 19644.443),(27 19268.809),(28 18615.914),(29 18431.648),(30 18554.209),(31 18643.17),(32 18793.531),(33 18614.217),(34 18519.186),(35 18369.775),(36 18345.447),(37 18522.299),(38 18424.076),(39 18186.281),(40 18394.375),(41 18570.395),(42 18732.703),(43 18707.006),(44 18825.807),(45 18927.523),(46 19455.781),(47 19427.191),(48 18992.72),(49 19040.963),(50 18996.65),(51 18940.367),(52 19321.266),(53 19856.031),(54 19998.137),(55 20028.98),(56 20008.068),(57 19773.05),(58 19094.055),(59 18819.033),(60 18762.926),(61 18905.822),(62 19174.6),(63 19330.43),(64 19596.342),(65 19479.291),(66 19404.494),(67 19177.467),(68 19080.463),(69 19363.922),(70 19799.041),(71 20012.244),(72 19994.723),(73 19754.467),(74 19907.15),(75 20022.535),(76 19808.934),(77 19874.22),(78 19923.113),(79 19429.121),
(1 5636.36),(2 11048.75),(3 12926.874),(4 14203.577),(5 15140.554),(6 15898.106),(7 16101.129),(8 16697.416),(9 17321.135),(10 17336.684),(11 17107.352),(12 17041.994),(13 17452.223),(14 17594.656),(15 17563.246),(16 17261.041),(17 17355.574),(18 17412.018),(19 17881.71),(20 18393.527),(21 18752.45),(22 18766.303),(23 18498.836),(24 18486.84),(25 18702.842),(26 19187.47),(27 18782.309),(28 18474.678),(29 18259.629),(30 17916.758),(31 18016.424),(32 18254.57),(33 18253.158),(34 18072.504),(35 17845.5),(36 18062.467),(37 18326.006),(38 18128.102),(39 18012.506),(40 18410.164),(41 18804.947),(42 18780.162),(43 18765.264),(44 18874.432),(45 18739.535),(46 18948.148),(47 18723.977),(48 18214.957),(49 18279.566),(50 18682.285),(51 18998.143),(52 19589.45),(53 19764.672),(54 19693.451),(55 20036.354),(56 19902.713),(57 19276.328),(58 18847.12),(59 18961.53),(60 18833.104),(61 18822.387),(62 18839.988),(63 18962.232),(64 19053.277),(65 19243.012),(66 19153.973),(67 18973.195),(68 18992.527),(69 19180.07),(70 19223.35),(71 19390.754),(72 19329.02),(73 19358.516),(74 19612.281),(75 19716.23),(76 19643.693),(77 19214.908),(78 18923.05),(79 18942.875),
(1 5498.041),(2 10491.261),(3 11982.652),(4 13196.045),(5 14192.405),(6 14927.553),(7 15285.76),(8 15677.771),(9 15843.149),(10 16012.941),(11 15959.749),(12 16156.664),(13 16538.625),(14 16729.531),(15 16440.518),(16 16330.612),(17 16724.412),(18 16555.678),(19 16993.111),(20 17561.213),(21 17912.246),(22 18061.63),(23 18169.604),(24 18243.824),(25 18098.348),(26 18231.24),(27 17957.451),(28 17827.633),(29 17322.584),(30 17203.756),(31 17417.26),(32 17611.857),(33 17275.463),(34 17224.932),(35 17313.588),(36 17487.393),(37 17574.34),(38 17369.209),(39 17412.43),(40 17542.064),(41 17744.64),(42 17804.916),(43 17736.178),(44 17572.47),(45 17346.904),(46 17614.705),(47 17571.453),(48 17183.375),(49 17261.375),(50 17631.307),(51 17891.469),(52 18139.975),(53 17975.506),(54 18210.93),(55 18325.662),(56 17996.535),(57 17497.049),(58 17552.06),(59 17683.947),(60 17480.408),(61 17518.254),(62 17754.97),(63 17719.164),(64 17371.666),(65 17433.186),(66 17569.848),(67 17588.682),(68 17583.668),(69 17257.2),(70 17196.125),(71 17157.506),(72 17054.91),(73 16982.03),(74 17180.766),(75 17372.525),(76 17179.57),(77 16729.014),(78 16971.822),(79 17106.725),
(1 5099.404),(2 9853.616),(3 11747.345),(4 13092.915),(5 14013.384),(6 14779.155),(7 15187.753),(8 15397.146),(9 15842.823),(10 16301.756),(11 16281.514),(12 16168.758),(13 16117.682),(14 16253.502),(15 16324.75),(16 16333.071),(17 16555.688),(18 16391.3),(19 16475.912),(20 16936.654),(21 17608.965),(22 18143.197),(23 18455.04),(24 18470.102),(25 18410),(26 18387.373),(27 18287.54),(28 18389.76),(29 17862.78),(30 17455.383),(31 17462.523),(32 17460.25),(33 17048.232),(34 16992.734),(35 16933.09),(36 16932.781),(37 16926.725),(38 17210.488),(39 17132.65),(40 17056.646),(41 17021.03),(42 17149.227),(43 17221.67),(44 17198.813),(45 16972.803),(46 16851.607),(47 16793.371),(48 16547.91),(49 16575.373),(50 16742.082),(51 16926.906),(52 16634.74),(53 16294.731),(54 16321.779),(55 16222.752),(56 16391.51),(57 16606.518),(58 16829.268),(59 17059.129),(60 17194.656),(61 17458.615),(62 17782.104),(63 17708.219),(64 17147.258),(65 17134.445),(66 17314.773),(67 17334.857),(68 17455.977),(69 17220.76),(70 16837.596),(71 16762.64),(72 16611.246),(73 16478.607),(74 16726.498),(75 16677.01),(76 16581.664),(77 16564.357),(78 16690.678),(79 16886.303),
(1 5010.576),(2 9620.229),(3 11314.981),(4 12599.04),(5 13510.08),(6 14205.93),(7 14376.212),(8 14787.225),(9 15415.7),(10 15692.137),(11 16011.666),(12 16016.046),(13 15854.865),(14 16065.095),(15 16127.081),(16 16321.467),(17 16601.506),(18 16576.133),(19 16368.139),(20 16508.748),(21 16829.326),(22 17078.22),(23 17251.168),(24 17551.81),(25 17866.045),(26 17749.36),(27 17781.098),(28 17648.49),(29 17328.594),(30 17198.205),(31 17244.94),(32 17262.316),(33 17160.418),(34 16939.816),(35 16536.87),(36 16282.478),(37 16060.15),(38 16145.445),(39 15921.932),(40 15702.286),(41 15643.788),(42 16066.953),(43 16294.897),(44 16414.79),(45 16456.297),(46 16467.633),(47 16455.215),(48 16388.23),(49 16398.957),(50 16475.465),(51 16516.316),(52 16151.45),(53 15979.629),(54 15907.45),(55 15814.169),(56 15802.429),(57 16030.568),(58 16115.392),(59 16221.926),(60 16629.5),(61 16827.729),(62 16705.064),(63 16344.985),(64 16185.988),(65 16488.32),(66 16673.29),(67 16656.646),(68 16901.322),(69 16889.594),(70 16614.05),(71 16481.264),(72 16155.802),(73 15927.257),(74 15795.23),(75 15721.596),(76 15935.417),(77 16130.863),(78 16174.456),(79 16386.963),
(1 4990.1626),(2 9222.193),(3 10934.673),(4 12106.911),(5 12950.041),(6 13737.475),(7 14249.328),(8 14829.825),(9 15099.931),(10 15208.851),(11 15610.337),(12 15766.469),(13 15903.565),(14 16050.566),(15 15922.965),(16 16160.459),(17 16300.276),(18 16340.926),(19 16324.29),(20 16372.41),(21 16561.564),(22 16615.121),(23 16749.701),(24 16606.482),(25 16865.06),(26 17217.809),(27 17370.414),(28 17005.059),(29 16773.99),(30 17110.967),(31 17434.996),(32 17394.281),(33 17076.771),(34 16930.875),(35 16775.764),(36 16474.3),(37 16176.287),(38 16141.404),(39 16318.394),(40 16449.566),(41 16346.911),(42 16620.615),(43 16610.799),(44 16545.887),(45 16725.154),(46 16949.162),(47 16941.555),(48 16901.52),(49 16831.582),(50 16668.623),(51 16521.283),(52 16174.782),(53 16040.049),(54 16088.035),(55 16132.083),(56 16042.142),(57 15985.526),(58 15840.535),(59 16054.897),(60 16417.787),(61 16523.17),(62 16221.791),(63 15751.87),(64 15702.676),(65 15849.623),(66 16086.905),(67 16043.834),(68 16084.005),(69 16128.077),(70 15987.695),(71 15905.42),(72 15898.644),(73 16045.334),(74 15977.098),(75 15989.554),(76 16267.836),(77 16437.99),(78 16500.67),(79 16577.344),
(1 4844.5425),(2 8782.943),(3 10277.847),(4 11214.755),(5 12165.453),(6 12882.882),(7 13228.006),(8 13631.146),(9 13842.407),(10 13856.703),(11 14070.163),(12 14322.793),(13 14559.0625),(14 15015.508),(15 15151.164),(16 15403.865),(17 15258.574),(18 15251.695),(19 15535.066),(20 15492.672),(21 15286.54),(22 15086.098),(23 15144.679),(24 15068.121),(25 15417.547),(26 15913.238),(27 16275.908),(28 16188.265),(29 16401.156),(30 16710),(31 16677.803),(32 16558.752),(33 16344.821),(34 16042.294),(35 16131.399),(36 15877.816),(37 15520.942),(38 15482.742),(39 15505.439),(40 15523.248),(41 15704.599),(42 15977.071),(43 16023.735),(44 16058.753),(45 16221.3125),(46 16335.636),(47 16252.009),(48 16081.315),(49 15855.443),(50 15614.953),(51 15290.968),(52 14742.66),(53 14633.098),(54 14602.684),(55 14581.377),(56 14622.618),(57 14696.605),(58 14642.224),(59 14847.568),(60 15213.713),(61 15435.949),(62 15291.811),(63 14862.839),(64 14614.101),(65 14431.259),(66 14516.061),(67 14778.83),(68 14716.0205),(69 14781.172),(70 14668.117),(71 14627.206),(72 14713.324),(73 15038.465),(74 15215.139),(75 15070.581),(76 15288.114),(77 15463.974),(78 15699.096),(79 15919.003),
(1 4604.163),(2 8278.29),(3 9785.84),(4 10933.737),(5 11773.248),(6 12406.388),(7 12784.263),(8 12927.325),(9 13004.879),(10 13161.903),(11 13640.902),(12 13956.107),(13 14039.806),(14 14351.473),(15 14450.296),(16 14520.296),(17 14513.589),(18 14459.702),(19 14618.658),(20 14526.336),(21 14559.246),(22 14389.515),(23 14238.308),(24 14302.086),(25 14509.637),(26 14521.04),(27 14690.747),(28 15012.604),(29 15276.284),(30 15573.325),(31 15505.191),(32 15670.356),(33 15564.059),(34 15328.402),(35 15426.826),(36 15388.942),(37 15094.198),(38 14963.871),(39 14993.131),(40 14994.362),(41 14954.414),(42 15077.207),(43 15030.7705),(44 14925.674),(45 15219.86),(46 15691.747),(47 15754.552),(48 15635.451),(49 15396.059),(50 14941.189),(51 14490.469),(52 14215.681),(53 14072.796),(54 13726.775),(55 13748.572),(56 13874.826),(57 14044.055),(58 13981.438),(59 13986.977),(60 14318.115),(61 14656.985),(62 14507.829),(63 14364.275),(64 14305.338),(65 14352.302),(66 14338.306),(67 14225.951),(68 14145.378),(69 14265.168),(70 14088.144),(71 14188.007),(72 14671.437),(73 14928.546),(74 14944.54),(75 14760.089),(76 14798.99),(77 14817.675),(78 15007.55),(79 15187.473),
(1 4424.373),(2 8215.77),(3 9764.978),(4 10768.778),(5 11533.774),(6 12149.28),(7 12667.578),(8 13109.599),(9 13247.73),(10 13226.336),(11 13520.314),(12 13875.775),(13 13860.13),(14 13869.297),(15 13929.254),(16 14045.102),(17 14090.209),(18 14075.352),(19 14263.683),(20 14265.626),(21 14669.395),(22 14818.305),(23 14447.96),(24 14307.089),(25 14554.408),(26 14588.883),(27 14472.669),(28 14684.262),(29 15098.212),(30 15425.397),(31 15495.374),(32 15524.031),(33 15412.126),(34 15424.14),(35 15411.436),(36 15359.494),(37 15292.235),(38 15146.286),(39 15138.595),(40 15320.095),(41 15199.3),(42 15038.617),(43 14705.65),(44 14607.089),(45 14719.013),(46 14849.765),(47 14771.6875),(48 14820.256),(49 14753.518),(50 14270.012),(51 13995.28),(52 13798.177),(53 13748.688),(54 13521.12),(55 13411.79),(56 13258.501),(57 13271.191),(58 13590.552),(59 13936.303),(60 14013.288),(61 14045.2),(62 13760.037),(63 13861.089),(64 14003.206),(65 14554.459),(66 14656.405),(67 14489),(68 14565.423),(69 14699.169),(70 14535.3),(71 14545.203),(72 14616.608),(73 14774.382),(74 14934.234),(75 14766.873),(76 14552.651),(77 14488.645),(78 14630.025),(79 14731.614),
(1 4390.5186),(2 8143.377),(3 9686.856),(4 10488.971),(5 11255.376),(6 11991.584),(7 12359.419),(8 12768.161),(9 12961.6875),(10 13067.096),(11 13294.13),(12 13657.557),(13 13799.686),(14 13988.694),(15 13720.373),(16 13845.617),(17 13786.846),(18 13990.31),(19 14266.556),(20 14353.213),(21 14429.743),(22 14446.95),(23 14276.564),(24 14067.652),(25 14282.497),(26 14270.794),(27 14105.447),(28 14035.013),(29 14484.244),(30 14826.558),(31 15006.749),(32 15166.064),(33 15379.223),(34 15470.226),(35 15135.274),(36 15044.061),(37 15003.007),(38 14906.05),(39 14833.917),(40 14940.518),(41 14723.862),(42 14755.773),(43 14794.888),(44 14627.207),(45 14474.426),(46 14520.914),(47 14472.606),(48 14647.444),(49 14276.077),(50 14038.862),(51 13963.091),(52 13760.453),(53 13698.486),(54 13741.557),(55 13496.723),(56 13282.61),(57 13192.486),(58 13604.268),(59 13880.331),(60 13790.733),(61 14049.056),(62 13875.124),(63 13820.667),(64 14117.359),(65 14542.718),(66 14685.034),(67 14641.88),(68 14739.544),(69 14755.116),(70 14501.69),(71 14363.267),(72 14278.394),(73 14492.461),(74 14678.746),(75 14506.356),(76 14309.058),(77 14200.49),(78 14266.228),(79 14335.631),
(1 4210.514),(2 7835.7725),(3 9542.491),(4 10490.057),(5 11147.231),(6 11592.778),(7 12125.646),(8 12584.653),(9 12499.926),(10 12629),(11 12904.855),(12 13199.346),(13 13372.488),(14 13515.259),(15 13543.334),(16 13380.205),(17 13189.183),(18 13481.356),(19 13757.901),(20 13661.188),(21 13624.271),(22 13657.853),(23 13568.313),(24 13593.064),(25 13698.421),(26 13497.312),(27 13707.087),(28 13903.102),(29 14162.839),(30 14617.843),(31 14600.052),(32 14601.972),(33 14745.666),(34 14629.557),(35 14354.241),(36 14322.025),(37 14243.705),(38 14311.99),(39 14295.775),(40 14087.241),(41 13781.102),(42 13869.894),(43 14088.411),(44 13721.573),(45 13539.645),(46 13673.594),(47 13657.052),(48 13649.59),(49 13511.385),(50 13391.917),(51 13271.785),(52 13389.929),(53 13279.978),(54 13294.25),(55 13109.461),(56 12826.869),(57 12892.823),(58 13169.929),(59 13505.512),(60 13553.347),(61 13798.978),(62 13837.121),(63 14015.266),(64 14094.645),(65 14198.077),(66 14430.354),(67 14560.869),(68 14570.738),(69 14522.177),(70 14372.151),(71 14277.419),(72 14201.032),(73 14136.896),(74 14182.941),(75 14054.299),(76 13860.722),(77 13860.192),(78 13932.691),(79 13992.454),
(1 4116.725),(2 7595.1123),(3 9078.335),(4 9953.325),(5 10443.211),(6 10609.678),(7 11144.09),(8 11833.42),(9 11915.919),(10 11921.334),(11 12159.442),(12 12459.525),(13 12413.379),(14 12547.033),(15 12572.634),(16 12449.697),(17 12261.7),(18 12642.783),(19 13055.909),(20 13236.16),(21 13392.73),(22 13466.616),(23 13259.669),(24 13343.717),(25 13290.546),(26 13177.068),(27 13304.509),(28 13348.071),(29 13243.337),(30 13510.6455),(31 13556.852),(32 13427.441),(33 13305.705),(34 13168.009),(35 13223.429),(36 13445.763),(37 13377.3125),(38 13407.53),(39 13386.56),(40 13268.228),(41 13203.64),(42 13262.043),(43 13404.884),(44 13144.7705),(45 12867.475),(46 12877.757),(47 12754.23),(48 12597.565),(49 12413.053),(50 12300.87),(51 12441.081),(52 12479.438),(53 12537.396),(54 12652.864),(55 12586.042),(56 12565.03),(57 12851.254),(58 12895.176),(59 13006.796),(60 13096.822),(61 13220.23),(62 13496.92),(63 13979.923),(64 13804.478),(65 13787.859),(66 13982.416),(67 14162.256),(68 14206.558),(69 14317.114),(70 14315.89),(71 14110.4795),(72 13753.906),(73 13489.718),(74 13436.936),(75 13216.095),(76 12955.084),(77 12991.648),(78 12969.915),(79 13073.828),
(1 3846.2097),(2 7003.0356),(3 8436.233),(4 9182.706),(5 9660.927),(6 10211.414),(7 10770.636),(8 11282.25),(9 11289.463),(10 11230.393),(11 11427.454),(12 11647.669),(13 11692.128),(14 11732.208),(15 11872.896),(16 11867.108),(17 11842.993),(18 11938.657),(19 12132.03),(20 12385.712),(21 12539.858),(22 12521.474),(23 12402.52),(24 12376.074),(25 12521.444),(26 12743.127),(27 12620.426),(28 12430.8955),(29 12222.619),(30 12293.679),(31 12319.071),(32 12270.78),(33 12175.8955),(34 12234.164),(35 12363.844),(36 12484.217),(37 12476.061),(38 12415.116),(39 12410.335),(40 12172.118),(41 12014.448),(42 12086.95),(43 12153.723),(44 12129.463),(45 11917.299),(46 11849.127),(47 11703.176),(48 11614.495),(49 11460.5),(50 11399.887),(51 11576.985),(52 11615.075),(53 11812.664),(54 11840.007),(55 11892.859),(56 12038.847),(57 12465.481),(58 12400.156),(59 12256.423),(60 12341.436),(61 12722.182),(62 12965.766),(63 13264.235),(64 13328.473),(65 13323.018),(66 13365.328),(67 13500.582),(68 13714.57),(69 13654.112),(70 13370.428),(71 13058.821),(72 13027.096),(73 12703.861),(74 12504.351),(75 12268.352),(76 12080.296),(77 12036.064),(78 12049.026),(79 12195.98),
(1 3870.1052),(2 6951.738),(3 8296.167),(4 9223.591),(5 9977.406),(6 10637.415),(7 11030.349),(8 11403.64),(9 11338.706),(10 11299.274),(11 11468.284),(12 11748.724),(13 12000.35),(14 11947.027),(15 11912.548),(16 11710.496),(17 11775.154),(18 11714.91),(19 11640.35),(20 11890.157),(21 11968.017),(22 11965.661),(23 11730.369),(24 11646.967),(25 11893.312),(26 12222.956),(27 12278.242),(28 12253.798),(29 12155.6),(30 12081.637),(31 12006.319),(32 12029.035),(33 11953.89),(34 11994.115),(35 12049.993),(36 12141.347),(37 12218.74),(38 12332.788),(39 12425.668),(40 12284.48),(41 12198.555),(42 12160.831),(43 12114.929),(44 12153.935),(45 12054.198),(46 11980.997),(47 11818.808),(48 11614.953),(49 11778.494),(50 11655.086),(51 11627.661),(52 11730.244),(53 11901.137),(54 11922.805),(55 12028.671),(56 12127.5625),(57 12368.442),(58 12286.055),(59 12039.537),(60 12104.777),(61 12184.48),(62 12182.98),(63 12490.277),(64 12976.383),(65 12809.675),(66 12820.836),(67 12951.051),(68 13064.5625),(69 13117.04),(70 13021.11),(71 12778.62),(72 12797.458),(73 12515.144),(74 12291.421),(75 12137.219),(76 12243.597),(77 12353.646),(78 12244.915),(79 12449.963),
