1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 169254.83),(2 463810),(3 793416.5),(4 1202980.1),(5 1608182.4),(6 1952046.6),(7 2324070.3),(8 2698090.8),(9 2980483.8),(10 3275501.8),(11 3561113.3),(12 3661250.3),(13 3694328.3),(14 3741347.3),(15 3764650.3),(16 3737022.8),(17 3633175.3),(18 3565280.3),(19 3613369.3),(20 3590779.3),(21 3555647),(22 3601955.3),(23 3725123.8),(24 3764456),(25 3757916.8),(26 3974414),(27 4404733),(28 4807266.5),(29 5313965.5),(30 6221090),(31 7017115.5),(32 7441190),(33 8296191.5),(34 9248479),(35 9921252),(36 10229265),(37 10864444),(38 11471333),(39 12285363),(40 12906000),(41 13272815),(42 13745216),(43 14366565),(44 14823520),(45 15255299),(46 15536581),(47 15815309),(48 16133863),(49 16187720),(50 16302328),(51 16563779),(52 16467932),(53 16451052),(54 16368004),(55 16093925),(56 16009619),(57 15957296),(58 15663072),(59 15474136),(60 15442187),(61 15341469),(62 15102357),(63 14836495),(64 14571216),(65 14340851),(66 14031439),(67 13701924),(68 13408855),(69 13290828),(70 13283196),(71 13130261),(72 13072416),(73 13400485),(74 13393333),(75 13190360),(76 13655515),(77 14685699),(78 15888173),(79 17221778),
(1 549.82794),(2 722.6684),(3 808.45544),(4 790.67725),(5 830.9694),(6 822.4295),(7 845.79),(8 836.4592),(9 852.7809),(10 856.80524),(11 857.1754),(12 843.30505),(13 856.81445),(14 844.0756),(15 863.524),(16 851.1977),(17 860.3523),(18 858.35077),(19 848.6833),(20 848.3285),(21 873.2839),(22 867.7271),(23 856.0532),(24 858.5181),(25 864.6726),(26 855.66077),(27 848.2263),(28 837.02686),(29 859.70605),(30 860.2694),(31 847.7952),(32 847.47253),(33 865.8581),(34 854.72253),(35 852.3987),(36 832.68945),(37 839.2171),(38 831.2417),(39 866.6926),(40 852.0367),(41 865.81067),(42 870.8712),(43 885.80835),(44 863.59143),(45 868.75037),(46 862.7361),(47 881.788),(48 872.8214),(49 870.03186),(50 860.2212),(51 880.921),(52 856.6154),(53 869.8169),(54 868.5108),(55 893.04474),(56 882.92505),(57 907.72644),(58 885.5929),(59 890.4212),(60 864.93665),(61 890.60535),(62 870.6793),(63 897.1266),(64 881.1043),(65 905.45197),(66 876.0896),(67 890.31604),(68 852.31964),(69 857.5578),(70 868.4428),(71 857.5264),(72 840.72925),(73 865.1795),(74 852.90857),(75 866.9012),(76 850.40765),(77 857.43024),(78 858.94336),(79 872.4646),
(1 539.2309),(2 697.88385),(3 764.5519),(4 765.3937),(5 780.9791),(6 786.58026),(7 811.6922),(8 817.63654),(9 829.639),(10 816.2198),(11 807.9585),(12 796.36505),(13 798.6163),(14 803.70935),(15 817.55225),(16 810.86444),(17 809.6597),(18 809.775),(19 809.86554),(20 826.39056),(21 843.342),(22 840.48584),(23 831.0856),(24 820.03815),(25 808.4894),(26 797.37976),(27 822.01044),(28 827.93634),(29 834.0774),(30 842.0703),(31 833.6049),(32 831.1924),(33 842.3504),(34 825.0132),(35 828.28644),(36 817.5672),(37 821.4602),(38 820.76825),(39 832.46747),(40 824.3887),(41 855.2887),(42 841.30554),(43 856.24927),(44 843.57294),(45 866.6522),(46 862.8921),(47 867.93567),(48 853.0004),(49 852.63916),(50 854.18176),(51 866.04596),(52 844.6502),(53 847.0892),(54 839.8943),(55 849.90155),(56 849.79034),(57 861.6934),(58 848.0746),(59 851.97034),(60 844.1479),(61 849.76996),(62 831.0454),(63 851.4873),(64 847.25806),(65 863.136),(66 841.7385),(67 828.15906),(68 809.87256),(69 838.51074),(70 832.218),(71 832.9415),(72 832.5212),(73 839.95886),(74 819.09894),(75 827.5568),(76 820.76),(77 834.3398),(78 831.9916),(79 830.05566),
(1 533.0947),(2 695.18933),(3 750.86847),(4 732.14215),(5 759.20496),(6 762.46875),(7 777.0496),(8 788.3213),(9 797.42535),(10 776.3821),(11 769.9055),(12 772.85596),(13 775.6302),(14 783.6173),(15 797.36066),(16 787.6273),(17 796.63806),(18 789.9913),(19 794.59),(20 798.7503),(21 822.26794),(22 799.79443),(23 793.9324),(24 796.2425),(25 805.67053),(26 793.23254),(27 808.4778),(28 806.4786),(29 795.4268),(30 795.95135),(31 796.74744),(32 797.7777),(33 794.5146),(34 778.9851),(35 796.0174),(36 795.8618),(37 806.16956),(38 796.9942),(39 804.8605),(40 802.0355),(41 818.93256),(42 816.94025),(43 815.88544),(44 794.3603),(45 804.71674),(46 795.5862),(47 805.1451),(48 813.43884),(49 829.81866),(50 832.4285),(51 828.806),(52 809.2678),(53 821.36975),(54 816.923),(55 818.6002),(56 797.22144),(57 819.7924),(58 802.9015),(59 821.4705),(60 810.16815),(61 806.87335),(62 794.57635),(63 812.0262),(64 797.63855),(65 821.9874),(66 809.31055),(67 806.7492),(68 790.3833),(69 817.6024),(70 813.61816),(71 825.94336),(72 804.5199),(73 804.5472),(74 795.1227),(75 812.9058),(76 816.1662),(77 809.8528),(78 805.0649),(79 796.1687),
(1 525.00104),(2 677.04205),(3 736.5248),(4 719.6825),(5 746.0897),(6 738.5032),(7 757.25385),(8 772.81244),(9 783.9092),(10 772.51434),(11 774.8689),(12 766.7221),(13 776.1439),(14 783.1139),(15 800.1067),(16 783.59265),(17 798.8438),(18 790.059),(19 793.4141),(20 795.067),(21 789.53485),(22 775.77686),(23 791.6978),(24 786.0896),(25 780.05255),(26 770.83374),(27 790.52435),(28 779.784),(29 775.7722),(30 770.14746),(31 769.1547),(32 762.74207),(33 773.3703),(34 762.5516),(35 775.68286),(36 778.0722),(37 786.65515),(38 774.1907),(39 796.5425),(40 785.90265),(41 792.5743),(42 798.71844),(43 802.87354),(44 778.43134),(45 782.3475),(46 775.25323),(47 776.36597),(48 788.35675),(49 800.91016),(50 789.2141),(51 803.7533),(52 795.2188),(53 811.4249),(54 808.95337),(55 791.3855),(56 783.22675),(57 806.5607),(58 798.982),(59 801.3836),(60 795.7851),(61 786.5238),(62 775.8375),(63 802.1943),(64 794.98724),(65 811.0968),(66 794.4953),(67 802.12805),(68 796.0357),(69 800.74207),(70 794.57513),(71 804.5504),(72 793.1819),(73 795.5816),(74 785.19403),(75 801.4987),(76 806.2888),(77 815.1716),(78 792.06335),(79 790.4873),
(1 502.36865),(2 641.658),(3 707.3811),(4 701.0421),(5 717.49713),(6 718.91876),(7 729.97565),(8 730.3153),(9 752.641),(10 740.83105),(11 749.61536),(12 751.6466),(13 760.41956),(14 751.9579),(15 758.7428),(16 758.9339),(17 772.0975),(18 760.0715),(19 758.58),(20 769.53046),(21 779.0515),(22 764.0356),(23 764.99207),(24 761.6948),(25 762.94116),(26 749.5533),(27 768.99426),(28 767.7677),(29 766.64215),(30 754.58386),(31 757.3262),(32 755.03534),(33 758.62274),(34 740.5109),(35 750.7977),(36 748.1512),(37 750.89746),(38 740.5807),(39 774.7482),(40 761.9266),(41 788.16437),(42 778.6054),(43 781.36816),(44 766.0916),(45 779.79114),(46 785.4472),(47 800.1679),(48 789.56903),(49 803.06683),(50 788.7297),(51 801.9875),(52 801.35767),(53 791.38367),(54 780.2891),(55 781.6293),(56 782.6615),(57 808.6258),(58 792.5011),(59 795.82745),(60 782.76855),(61 782.9354),(62 779.55914),(63 790.0677),(64 782.11945),(65 792.026),(66 772.80054),(67 792.3417),(68 772.28876),(69 784.9629),(70 764.46625),(71 774.83575),(72 772.1962),(73 769.479),(74 764.83276),(75 785.04254),(76 782.36755),(77 795.96906),(78 775.14136),(79 780.451),
(1 486.25873),(2 621.61115),(3 682.7294),(4 689.8586),(5 707.028),(6 697.66406),(7 714.47833),(8 715.16833),(9 726.5922),(10 723.1616),(11 723.03955),(12 717.9131),(13 722.0447),(14 719.7471),(15 738.5058),(16 734.10767),(17 748.18335),(18 737.1987),(19 743.98645),(20 754.7087),(21 767.4584),(22 750.418),(23 750.3413),(24 744.1589),(25 735.54114),(26 724.51605),(27 748.0193),(28 739.7301),(29 743.76245),(30 743.1695),(31 749.1452),(32 743.28687),(33 738.9116),(34 738.37964),(35 745.8932),(36 735.91077),(37 754.85016),(38 746.3729),(39 777.5006),(40 752.9046),(41 769.1876),(42 759.03125),(43 754.3729),(44 759.86127),(45 760.5207),(46 767.45776),(47 759.0947),(48 748.3257),(49 760.8725),(50 756.45233),(51 769.3015),(52 759.3749),(53 752.6152),(54 752.0093),(55 764.4652),(56 754.93176),(57 768.5004),(58 757.5504),(59 766.52295),(60 749.95105),(61 758.06476),(62 746.6793),(63 758.26764),(64 745.15265),(65 749.60345),(66 741.2965),(67 765.7197),(68 748.71625),(69 754.40283),(70 748.5643),(71 750.1314),(72 746.7041),(73 761.3895),(74 748.578),(75 769.4101),(76 760.5498),(77 775.0289),(78 752.3577),(79 758.8995),
(1 494.59775),(2 632.54565),(3 704.25964),(4 674.119),(5 685.43494),(6 697.7002),(7 716.3779),(8 706.53455),(9 717.4985),(10 720.14557),(11 721.1998),(12 724.46466),(13 729.73816),(14 718.23505),(15 737.1992),(16 726.1634),(17 738.95306),(18 745.6287),(19 744.36566),(20 748.42694),(21 752.00146),(22 750.42224),(23 748.2763),(24 725.372),(25 736.4407),(26 732.4749),(27 741.913),(28 723.7235),(29 728.2928),(30 721.16486),(31 722.2019),(32 725.3806),(33 729.8262),(34 722.75494),(35 733.1465),(36 723.7062),(37 744.1875),(38 728.9529),(39 746.5719),(40 737.20764),(41 744.85004),(42 747.0785),(43 745.1659),(44 742.37305),(45 743.22986),(46 738.8199),(47 748.09784),(48 734.1762),(49 743.7156),(50 747.7924),(51 752.1011),(52 746.0643),(53 753.18933),(54 741.61346),(55 755.65265),(56 752.18304),(57 759.3173),(58 749.70544),(59 746.00433),(60 740.87),(61 747.5165),(62 740.7041),(63 758.4495),(64 741.28156),(65 743.229),(66 735.24567),(67 748.20276),(68 737.4178),(69 755.0103),(70 754.3222),(71 759.64594),(72 736.65564),(73 748.5351),(74 723.4675),(75 746.46185),(76 744.2491),(77 754.2921),(78 739.61206),(79 750.6209),
(1 482.09534),(2 620.45447),(3 671.55035),(4 643.38367),(5 656.41876),(6 663.2207),(7 673.49146),(8 679.6741),(9 680.01385),(10 680.8032),(11 680.822),(12 677.4729),(13 684.1075),(14 681.2522),(15 701.2551),(16 689.1013),(17 694.6998),(18 685.7883),(19 690.2584),(20 692.1095),(21 710.6712),(22 703.2517),(23 697.32605),(24 674.4573),(25 698.574),(26 693.9932),(27 715.3031),(28 698.3849),(29 689.6701),(30 677.75336),(31 691.4914),(32 694.35706),(33 702.8976),(34 700.81854),(35 706.62317),(36 696.1268),(37 709.3474),(38 691.8964),(39 723.9758),(40 704.30347),(41 708.1558),(42 704.5397),(43 708.1343),(44 687.9829),(45 699.99817),(46 701.45795),(47 704.0586),(48 707.89246),(49 716.5985),(50 716.1116),(51 719.80457),(52 712.4411),(53 725.8288),(54 725.4641),(55 733.44464),(56 732.7356),(57 736.72394),(58 705.0453),(59 716.46765),(60 715.5761),(61 721.20233),(62 701.2686),(63 708.14166),(64 722.6739),(65 722.18524),(66 700.49475),(67 705.84283),(68 713.3447),(69 716.2806),(70 704.9919),(71 713.92395),(72 701.38574),(73 714.0855),(74 703.10187),(75 718.2937),(76 717.5748),(77 716.8993),(78 709.7079),(79 717.86255),
(1 470.81628),(2 601.8579),(3 658.53625),(4 650.7933),(5 659.12787),(6 660.54144),(7 662.1207),(8 664.87933),(9 673.12103),(10 669.31415),(11 667.1703),(12 665.64154),(13 669.5311),(14 678.92926),(15 689.1754),(16 674.55115),(17 678.22034),(18 675.2226),(19 680.7553),(20 679.28375),(21 689.11224),(22 678.0833),(23 692.9759),(24 670.30676),(25 685.4864),(26 689.2895),(27 692.9482),(28 686.1305),(29 699.84576),(30 680.416),(31 682.85785),(32 680.96313),(33 698.4003),(34 695.63727),(35 693.8296),(36 685.6415),(37 694.2993),(38 692.36084),(39 715.0311),(40 701.04),(41 711.7553),(42 716.2867),(43 714.7944),(44 701.6972),(45 703.4809),(46 704.0005),(47 708.2261),(48 712.0044),(49 725.34094),(50 716.503),(51 728.4129),(52 704.90576),(53 724.46185),(54 710.427),(55 721.59845),(56 711.0608),(57 719.30493),(58 707.9763),(59 707.1194),(60 699.29114),(61 710.49695),(62 698.0771),(63 709.20184),(64 707.65344),(65 715.6365),(66 706.3517),(67 709.5263),(68 696.36316),(69 698.49524),(70 692.8161),(71 711.74854),(72 713.4156),(73 718.06964),(74 704.29346),(75 714.39453),(76 704.90826),(77 708.49445),(78 694.2918),(79 715.1433),
(1 454.66147),(2 575.61285),(3 632.21564),(4 628.40625),(5 640.0871),(6 636.95575),(7 651.8035),(8 654.4082),(9 663.9713),(10 658.25964),(11 663.17914),(12 646.82385),(13 659.59503),(14 659.9864),(15 679.9606),(16 660.62714),(17 660.3763),(18 657.7766),(19 668.5473),(20 665.3568),(21 678.1167),(22 659.1441),(23 658.2647),(24 651.3028),(25 650.6985),(26 653.376),(27 670.6925),(28 671.31024),(29 668.3958),(30 661.9502),(31 676.2795),(32 659.4429),(33 671.7438),(34 664.1602),(35 674.5517),(36 658.83105),(37 663.05225),(38 661.5938),(39 685.3732),(40 678.04297),(41 684.8325),(42 688.42865),(43 692.67834),(44 674.79236),(45 682.68066),(46 680.68665),(47 681.49066),(48 681.5309),(49 674.1722),(50 682.7115),(51 703.7113),(52 678.01135),(53 681.24243),(54 683.03656),(55 694.38104),(56 689.57166),(57 702.41547),(58 695.7157),(59 693.4454),(60 679.10266),(61 686.7782),(62 677.3736),(63 689.5614),(64 682.4999),(65 685.6961),(66 680.9135),(67 688.0676),(68 679.05676),(69 682.61884),(70 687.2683),(71 713.211),(72 708.74713),(73 692.95905),(74 688.66125),(75 704.5037),(76 701.1648),(77 695.2526),(78 685.4428),(79 678.24634),
(1 443.32446),(2 559.174),(3 616.7449),(4 618.4785),(5 614.603),(6 617.8678),(7 632.38696),(8 641.4797),(9 642.96063),(10 636.7766),(11 637.955),(12 629.46106),(13 643.54596),(14 634.3594),(15 653.6446),(16 642.28217),(17 648.3226),(18 644.82385),(19 646.8498),(20 654.27795),(21 668.67145),(22 650.0975),(23 645.549),(24 640.5805),(25 647.2109),(26 644.05536),(27 672.1386),(28 652.30286),(29 657.0233),(30 652.08984),(31 641.6329),(32 645.1055),(33 650.8508),(34 640.11584),(35 650.4084),(36 648.5607),(37 657.2589),(38 652.9266),(39 660.99054),(40 659.4355),(41 666.6049),(42 676.6647),(43 671.4078),(44 657.0037),(45 658.589),(46 670.309),(47 674.1768),(48 661.8357),(49 658.3941),(50 665.2446),(51 693.3818),(52 676.4178),(53 672.05334),(54 672.5083),(55 680.73334),(56 677.6163),(57 702.0733),(58 681.61755),(59 680.0989),(60 665.7761),(61 672.47266),(62 664.5262),(63 674.3108),(64 672.66064),(65 683.2091),(66 677.8274),(67 682.5448),(68 661.8896),(69 667.7074),(70 673.8995),(71 681.7851),(72 673.8262),(73 676.7375),(74 673.1026),(75 691.6984),(76 680.4682),(77 683.10535),(78 665.6131),(79 682.95685),
(1 447.53824),(2 560.00183),(3 610.68195),(4 606.68097),(5 607.4454),(6 607.16785),(7 619.9607),(8 633.5585),(9 643.31665),(10 628.75073),(11 644.82275),(12 628.55524),(13 639.4621),(14 631.90454),(15 654.08356),(16 633.3188),(17 660.5544),(18 656.62415),(19 654.62646),(20 665.3007),(21 659.18195),(22 646.9406),(23 649.9174),(24 645.8979),(25 648.77606),(26 639.3247),(27 651.9436),(28 648.9297),(29 654.90765),(30 645.9233),(31 649.0671),(32 638.5017),(33 655.8567),(34 650.7523),(35 647.2198),(36 648.862),(37 651.29504),(38 643.70416),(39 649.74225),(40 658.4091),(41 668.0014),(42 654.89575),(43 655.77295),(44 644.8046),(45 658.1484),(46 656.91266),(47 664.37213),(48 660.6451),(49 647.5547),(50 655.3638),(51 663.4547),(52 656.5054),(53 653.69476),(54 646.5337),(55 656.80237),(56 657.5981),(57 663.33295),(58 647.5121),(59 649.22406),(60 636.55927),(61 651.4093),(62 643.1437),(63 654.81),(64 642.8066),(65 648.57623),(66 647.8113),(67 657.33344),(68 651.15424),(69 651.6648),(70 651.4281),(71 663.9738),(72 654.82764),(73 662.2461),(74 653.8708),(75 680.3633),(76 659.4898),(77 664.9009),(78 644.86334),(79 655.4887),
(1 423.258),(2 533.466),(3 594.2467),(4 589.2142),(5 585.468),(6 591.3184),(7 596.1874),(8 613.1414),(9 608.8613),(10 604.8459),(11 617.63776),(12 607.6377),(13 619.8671),(14 606.7399),(15 623.8518),(16 608.13837),(17 623.09894),(18 618.58203),(19 611.9976),(20 611.1167),(21 619.98663),(22 615.93396),(23 602.7577),(24 598.4042),(25 605.3407),(26 597.6372),(27 627.57983),(28 622.4176),(29 625.06),(30 627.03455),(31 623.4303),(32 620.5655),(33 630.7355),(34 625.1881),(35 615.2493),(36 613.29724),(37 622.70917),(38 620.93866),(39 645.302),(40 635.59467),(41 645.5532),(42 641.01373),(43 641.95526),(44 641.79944),(45 639.52216),(46 625.3785),(47 640.92365),(48 621.63776),(49 628.98016),(50 616.5308),(51 646.8391),(52 626.7466),(53 633.1208),(54 631.82635),(55 636.7852),(56 641.46814),(57 644.2664),(58 626.1993),(59 633.378),(60 626.2818),(61 632.631),(62 620.06573),(63 622.8059),(64 614.8943),(65 622.9531),(66 612.7778),(67 625.31256),(68 624.86926),(69 638.44574),(70 627.45984),(71 632.2371),(72 627.0228),(73 638.34717),(74 635.4258),(75 657.08936),(76 634.4102),(77 636.5459),(78 621.7838),(79 634.1782),
(1 416.486),(2 519.57306),(3 583.1023),(4 578.5352),(5 572.5441),(6 578.2932),(7 603.0452),(8 612.52655),(9 621.03534),(10 605.44684),(11 607.2204),(12 605.3213),(13 616.4658),(14 610.49994),(15 620.4657),(16 612.06036),(17 629.0055),(18 622.723),(19 615.5646),(20 622.05225),(21 623.7297),(22 608.47095),(23 606.42566),(24 596.22473),(25 600.67847),(26 600.0341),(27 635.321),(28 628.49384),(29 629.0713),(30 618.73285),(31 616.9823),(32 615.28925),(33 617.1047),(34 620.3409),(35 618.89343),(36 613.7504),(37 617.0279),(38 609.1216),(39 633.6422),(40 633.25385),(41 641.8048),(42 635.08936),(43 627.4016),(44 622.77246),(45 623.1684),(46 624.24384),(47 631.74036),(48 625.61035),(49 617.9932),(50 617.8717),(51 636.45306),(52 626.00806),(53 621.4551),(54 625.3456),(55 638.449),(56 644.6222),(57 655.7278),(58 626.0772),(59 634.2252),(60 623.18024),(61 644.52527),(62 623.1246),(63 636.8716),(64 622.77795),(65 629.84454),(66 626.4148),(67 632.7516),(68 620.4418),(69 630.9066),(70 632.8143),(71 623.12036),(72 622.3953),(73 629.07715),(74 617.3523),(75 635.6221),(76 622.51776),(77 619.1156),(78 614.2209),(79 614.9746),
(1 403.30127),(2 504.33362),(3 552.6976),(4 561.22046),(5 565.24524),(6 564.7636),(7 574.54517),(8 577.2143),(9 580.9126),(10 576.824),(11 583.34424),(12 578.5215),(13 591.0597),(14 579.8889),(15 597.9591),(16 577.7588),(17 589.40717),(18 591.62775),(19 589.8391),(20 594.80994),(21 597.8971),(22 596.6045),(23 597.62244),(24 586.64),(25 594.4563),(26 584.05),(27 593.5492),(28 589.73065),(29 592.8297),(30 589.69165),(31 588.08716),(32 589.58466),(33 597.33673),(34 589.0688),(35 597.3913),(36 589.35236),(37 588.4559),(38 585.0041),(39 607.0717),(40 606.94366),(41 609.3508),(42 592.7684),(43 606.6007),(44 598.4352),(45 601.2852),(46 602.0475),(47 612.3158),(48 611.54596),(49 611.11945),(50 598.85504),(51 621.4216),(52 615.62164),(53 613.8599),(54 608.18976),(55 610.2129),(56 612.70654),(57 608.2108),(58 591.22614),(59 602.11255),(60 593.58374),(61 615.89655),(62 606.7258),(63 615.3655),(64 603.5476),(65 614.8609),(66 613.07306),(67 614.62463),(68 598.89484),(69 608.85547),(70 614.37555),(71 618.42834),(72 603.6817),(73 609.5578),(74 607.5561),(75 614.9151),(76 599.89417),(77 614.4078),(78 611.46936),(79 615.662),
(1 414.49426),(2 504.50165),(3 553.4544),(4 554.41437),(5 551.41833),(6 551.72925),(7 571.2484),(8 570.7094),(9 581.5543),(10 577.5822),(11 590.05176),(12 583.65125),(13 588.3397),(14 591.7706),(15 597.35406),(16 586.62805),(17 593.651),(18 587.5937),(19 594.3647),(20 592.7875),(21 611.63),(22 591.33093),(23 592.95325),(24 576.80426),(25 584.1646),(26 585.44006),(27 596.3005),(28 585.9962),(29 585.75604),(30 585.50385),(31 592.71625),(32 583.7503),(33 591.79425),(34 583.50415),(35 593.2814),(36 579.14624),(37 582.4252),(38 586.2544),(39 595.9517),(40 597.0326),(41 599.37866),(42 582.179),(43 603.8249),(44 594.63763),(45 602.54315),(46 599.48004),(47 601.2084),(48 595.4054),(49 595.1934),(50 595.0553),(51 609.0752),(52 601.2236),(53 605.9655),(54 600.9479),(55 614.8755),(56 610.7936),(57 610.4879),(58 601.5684),(59 595.9522),(60 587.19934),(61 599.35895),(62 587.9427),(63 606.6896),(64 598.9758),(65 601.8667),(66 603.5244),(67 608.5327),(68 599.9667),(69 602.4557),(70 583.3645),(71 588.2153),(72 592.59216),(73 594.48926),(74 592.43866),(75 608.5868),(76 596.3673),(77 601.7005),(78 594.36),(79 591.12),
(1 393.51532),(2 485.87622),(3 533.62805),(4 528.3303),(5 542.57715),(6 538.3383),(7 551.4612),(8 547.3668),(9 559.10803),(10 547.485),(11 557.80835),(12 559.16626),(13 569.91125),(14 575.0483),(15 575.4693),(16 566.0728),(17 570.9772),(18 567.073),(19 567.25336),(20 568.1882),(21 567.58813),(22 555.3668),(23 568.5649),(24 555.50037),(25 559.8611),(26 561.5213),(27 577.9367),(28 572.624),(29 586.8792),(30 578.0717),(31 575.1856),(32 576.2283),(33 570.2583),(34 565.6621),(35 574.1339),(36 569.3652),(37 583.5413),(38 583.43665),(39 590.5846),(40 580.56647),(41 588.1245),(42 581.4927),(43 584.3174),(44 577.511),(45 575.81274),(46 582.1909),(47 579.5256),(48 573.6824),(49 576.8082),(50 572.9092),(51 587.4864),(52 580.2137),(53 576.54706),(54 582.15533),(55 592.48627),(56 581.62006),(57 578.3294),(58 576.69476),(59 590.7831),(60 575.38367),(61 583.2977),(62 576.80615),(63 579.81647),(64 570.43066),(65 586.13763),(66 587.0785),(67 582.57227),(68 574.4947),(69 586.2086),(70 585.37823),(71 581.2631),(72 572.0799),(73 578.89453),(74 585.4408),(75 596.8874),(76 595.9998),(77 601.94385),(78 591.165),(79 588.5015),
(1 395.72342),(2 488.28137),(3 530.3417),(4 528.0543),(5 542.9523),(6 542.3875),(7 557.0834),(8 550.16876),(9 546.24927),(10 543.04865),(11 554.1716),(12 542.9147),(13 556.4916),(14 554.39954),(15 564.1136),(16 553.94403),(17 563.9751),(18 560.74603),(19 571.7572),(20 559.9824),(21 570.97626),(22 550.0844),(23 557.1536),(24 543.7629),(25 550.62683),(26 548.7988),(27 559.9528),(28 557.0489),(29 555.65356),(30 553.4837),(31 560.4884),(32 557.7278),(33 565.6062),(34 557.01404),(35 561.5658),(36 553.78516),(37 568.64746),(38 575.0457),(39 584.1537),(40 578.5034),(41 586.0112),(42 578.8002),(43 573.36),(44 574.2935),(45 579.11584),(46 580.6697),(47 576.12616),(48 571.1676),(49 567.82764),(50 570.39496),(51 585.74286),(52 572.1208),(53 569.69196),(54 563.5056),(55 573.59784),(56 569.1905),(57 571.3009),(58 564.20184),(59 571.8925),(60 567.1716),(61 564.3487),(62 567.5962),(63 563.9393),(64 554.73157),(65 555.86646),(66 560.74),(67 563.6958),(68 548.9843),(69 562.50323),(70 564.69684),(71 570.73254),(72 550.6323),(73 564.4471),(74 560.6297),(75 584.7009),(76 566.88904),(77 568.775),(78 567.8698),(79 563.3016),
