1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 593453.94),(2 950048.44),(3 998595.7),(4 2030403),(5 2780571.8),(6 3026946.3),(7 4125187.3),(8 4949871),(9 5065904.5),(10 6050705.5),(11 6645439.5),(12 6639856),(13 7521234.5),(14 8094774.5),(15 8071955.5),(16 8886381),(17 9493634),(18 9443013),(19 10290120),(20 10894497),(21 10880333),(22 11806005),(23 12433465),(24 12400719),(25 13332564),(26 14006139),(27 14051208),(28 14959291),(29 15575796),(30 15611368),(31 16392444),(32 17196360),(33 17445462),(34 18408126),(35 19522938),(36 19887472),(37 20989826),(38 22327468),(39 22576120),(40 23577866),(41 24712608),(42 24951878),(43 25735282),(44 26581290),(45 26631234),(46 27188072),(47 27940566),(48 27846744),(49 28315498),(50 28921614),(51 28706810),(52 29054448),(53 29653334),(54 29394182),(55 29797208),(56 30334018),(57 30028634),(58 30318678),(59 30733766),(60 30384646),(61 30454838),(62 30928976),(63 30641046),(64 30661050),(65 31272346),(66 31088202),(67 31307088),(68 32161750),(69 32166554),(70 32366256),(71 33169702),(72 33171994),(73 33487926),(74 34427744),(75 34730188),(76 35134624),(77 36400444),(78 37262580),(79 38032268),
(1 11169.804),(2 14360.755),(3 15111.573),(4 15723.515),(5 15908.948),(6 16616.873),(7 17092.117),(8 17031.973),(9 17663.074),(10 17740.385),(11 18090.256),(12 18350.19),(13 18182.252),(14 18412.242),(15 18885.795),(16 19088.318),(17 19596.16),(18 19690.65),(19 19738.621),(20 19747.76),(21 19993.686),(22 20290.773),(23 20883.73),(24 21002.043),(25 20985.166),(26 20920.05),(27 21084.42),(28 20905.78),(29 21343.068),(30 20906.363),(31 20695.922),(32 20462.629),(33 20345.861),(34 20089.78),(35 19756.963),(36 19391.55),(37 18929.012),(38 18708.475),(39 18389.596),(40 17903.855),(41 17439.453),(42 17430.178),(43 17382.646),(44 17244.826),(45 17289.61),(46 17365.865),(47 17402.154),(48 17705.434),(49 18017.96),(50 18242.865),(51 18303.734),(52 18818.742),(53 19230.35),(54 19231.486),(55 19207.184),(56 19271.832),(57 19588.29),(58 20284.348),(59 20375.48),(60 20476.098),(61 21028.97),(62 21347.184),(63 21277.55),(64 21288.568),(65 21131.152),(66 21108.006),(67 21160.982),(68 20887.895),(69 21142.549),(70 20918.482),(71 21144.717),(72 21402.242),(73 21225.217),(74 20943.613),(75 20697.584),(76 20524.953),(77 20529.68),(78 20450.803),(79 20477.568),
(1 11199.694),(2 14771.153),(3 15239.142),(4 15829.531),(5 16335.918),(6 16893.168),(7 17222.031),(8 17537.734),(9 17720.143),(10 18042.045),(11 18685.652),(12 18788.105),(13 18637.934),(14 18610.605),(15 18804.21),(16 18888.914),(17 19489.998),(18 19693.38),(19 19625.053),(20 19658.096),(21 20111.951),(22 20337.977),(23 20359.79),(24 20002.896),(25 20599.357),(26 20575.29),(27 20473.402),(28 20400.26),(29 20833.902),(30 20704.242),(31 20829.826),(32 21085.56),(33 20684.34),(34 20493.613),(35 19930.186),(36 19991.842),(37 19396.13),(38 19008.996),(39 18870.871),(40 18634.807),(41 17902.82),(42 17563.79),(43 17682.494),(44 17738.143),(45 17680.121),(46 17925.512),(47 18131.945),(48 18127.268),(49 18272.164),(50 18457.729),(51 18468.057),(52 18436.414),(53 18675.283),(54 18637.238),(55 18856.912),(56 19033.527),(57 19344.574),(58 19352.2),(59 19477.602),(60 19405.371),(61 20062.52),(62 20213.357),(63 20596.357),(64 20806.525),(65 20954.074),(66 21061.404),(67 20751.205),(68 20509.342),(69 20424.238),(70 21035.93),(71 21188.76),(72 21399.95),(73 21072.236),(74 21171.254),(75 21014.936),(76 20965.744),(77 20861.264),(78 21009.795),(79 20652.057),
(1 11319.957),(2 14299.773),(3 14718.578),(4 15646.966),(5 15950.16),(6 16813.115),(7 17127.016),(8 17029.639),(9 17469.773),(10 17405.402),(11 17756.873),(12 18115.305),(13 18301.047),(14 18308.07),(15 18512.771),(16 18921.457),(17 19337.03),(18 19492.096),(19 19804.34),(20 20001.25),(21 20314.664),(22 20751.695),(23 21023.57),(24 21021.863),(25 21079.758),(26 21000.55),(27 20952.316),(28 21210.908),(29 21420.023),(30 21210.424),(31 21254.088),(32 21017.867),(33 20767.25),(34 20535.137),(35 20017.633),(36 19781.63),(37 19118.443),(38 18397.031),(39 18117.658),(40 17822.236),(41 17372.582),(42 17513.494),(43 17564.197),(44 17583.762),(45 17835.33),(46 18037.832),(47 18203.059),(48 18628.637),(49 18558.203),(50 18578.877),(51 18831.627),(52 18965.924),(53 19337.1),(54 19278.55),(55 19544.523),(56 19852.756),(57 20308.475),(58 20531.637),(59 20665.11),(60 20558.38),(61 20920.004),(62 20982.219),(63 21307.422),(64 21270.527),(65 21229.252),(66 21406.818),(67 21589.111),(68 21357.326),(69 21358.025),(70 21188.809),(71 21211.541),(72 21201.83),(73 20920.2),(74 20943.111),(75 21060.633),(76 21374.35),(77 21263.795),(78 20684.229),(79 20451.992),
(1 11158.874),(2 14354.089),(3 15013.324),(4 15857.063),(5 16024.222),(6 16772.893),(7 17129.957),(8 16866.154),(9 17391.182),(10 17396.412),(11 17936.9),(12 18130.74),(13 18431.426),(14 18619.998),(15 19061.65),(16 19361.479),(17 19626.002),(18 20000.436),(19 19892.053),(20 19875.205),(21 19964.053),(22 20467.715),(23 21036.385),(24 21198.637),(25 21194.166),(26 21228.057),(27 21457.47),(28 21202.387),(29 20995.182),(30 20800.76),(31 20950.68),(32 21070.615),(33 20884.338),(34 20542.316),(35 20351.652),(36 19721.752),(37 19569.523),(38 19004.17),(39 18672.45),(40 18041.459),(41 17594.861),(42 17415.809),(43 17789.436),(44 17467.686),(45 17588.18),(46 17619.678),(47 17721.549),(48 18119.852),(49 18240.652),(50 18567.918),(51 18652.047),(52 18773.854),(53 18905.637),(54 19204.559),(55 19254.178),(56 19610.523),(57 19788.256),(58 19879.543),(59 20140.484),(60 20280.096),(61 20375.842),(62 20430.85),(63 20859.107),(64 21309.053),(65 21295.902),(66 21524.684),(67 21801.76),(68 21604.934),(69 21778.111),(70 21760.309),(71 21975.8),(72 21837.766),(73 21336.96),(74 21247.26),(75 21618.535),(76 21504.645),(77 21503.11),(78 21412.926),(79 20893.336),
(1 10567.442),(2 13501.702),(3 14381.066),(4 14837.284),(5 15196.942),(6 16211.155),(7 16710.125),(8 16408.041),(9 17061.14),(10 17131.56),(11 17688.998),(12 17848.646),(13 18027.281),(14 18182.893),(15 18403.113),(16 18584.47),(17 18743.896),(18 18850.186),(19 18989.24),(20 18995.826),(21 19361.482),(22 19687.717),(23 20038.074),(24 20039.22),(25 20049.31),(26 20102.383),(27 20144.186),(28 19863.625),(29 19782.281),(30 19507.36),(31 19707.79),(32 19850.426),(33 19369.195),(34 18913.66),(35 18358.883),(36 18070.447),(37 18055.033),(38 17830.564),(39 17426.518),(40 16957.172),(41 16760.771),(42 16484.695),(43 16390.365),(44 16339.208),(45 16755.725),(46 17160.82),(47 17243.266),(48 17337.584),(49 17323.305),(50 17806.23),(51 17933.34),(52 18047.635),(53 18203.865),(54 18383.727),(55 18943.54),(56 19218.28),(57 19432.4),(58 19457.586),(59 19388.518),(60 19623.938),(61 19923.428),(62 19875.316),(63 20069.305),(64 20424.041),(65 20521.436),(66 20791.604),(67 20691.246),(68 20579.65),(69 20776.805),(70 20795.176),(71 20486.732),(72 20289.416),(73 20290.402),(74 20440.887),(75 20583.096),(76 20227.438),(77 19951.05),(78 19900.594),(79 19705.87),
(1 10044.344),(2 13030.788),(3 13522.45),(4 14304.822),(5 14576.817),(6 15516.539),(7 15848.14),(8 15732.736),(9 16244.5625),(10 16429.182),(11 17006.9),(12 17300.803),(13 17256.723),(14 17566.48),(15 17944.717),(16 17984.02),(17 18114.129),(18 18640.635),(19 18509.79),(20 18734.742),(21 19296.115),(22 19387.637),(23 19309.11),(24 19461.936),(25 19682.314),(26 19814.506),(27 19791.855),(28 19881.805),(29 19607.549),(30 19248.527),(31 19630.85),(32 19212.455),(33 18692.97),(34 18181.783),(35 17728.875),(36 17520.14),(37 17093.645),(38 16714.816),(39 16541.63),(40 15963.181),(41 15990.609),(42 15560.772),(43 15712.489),(44 15706.636),(45 15696.473),(46 15996.733),(47 16358.624),(48 16617.799),(49 16763.416),(50 17086.268),(51 17536.719),(52 17736.613),(53 18082.514),(54 18338.996),(55 18600.043),(56 18955.244),(57 19234.166),(58 19323.75),(59 19642.906),(60 19781.213),(61 20205.934),(62 20143.504),(63 20507.12),(64 20740.01),(65 20614.719),(66 20573.559),(67 21014.953),(68 21333.21),(69 21208.959),(70 20924.688),(71 20476.768),(72 20490.541),(73 20384.75),(74 20400.639),(75 20047.953),(76 19609.32),(77 19878.365),(78 19825.537),(79 19668.953),
(1 10210.692),(2 12820.445),(3 13662.749),(4 14503.763),(5 14795.432),(6 15375.025),(7 15511.677),(8 15778.998),(9 16248.783),(10 16264.555),(11 16784.041),(12 17044.92),(13 17669.459),(14 17910.404),(15 18155.865),(16 18277.193),(17 18359.697),(18 18482.805),(19 18383.857),(20 18719.576),(21 18791.83),(22 19247.256),(23 19242.111),(24 19471.535),(25 19583.744),(26 19294.934),(27 19322.76),(28 19290.447),(29 19100.6),(30 18741.42),(31 18969.904),(32 18713.426),(33 18144.309),(34 17697.588),(35 17281.555),(36 17068.805),(37 16865.832),(38 16418.93),(39 16181.857),(40 15993.38),(41 15952.412),(42 15981.843),(43 15956.17),(44 15808.559),(45 15821.462),(46 16313.389),(47 16410.412),(48 16782.014),(49 16910.242),(50 17471.79),(51 17976.352),(52 17952.553),(53 18185.773),(54 18330.865),(55 18439.432),(56 18924.225),(57 19235.246),(58 19293.326),(59 19459.336),(60 19771.482),(61 20517.992),(62 20538.883),(63 20524.273),(64 20698.645),(65 20848.227),(66 21102.74),(67 21275.7),(68 21036.863),(69 20870.33),(70 20577.93),(71 20332.164),(72 20102.324),(73 19845.594),(74 19898.498),(75 19814.695),(76 19523.943),(77 19052.08),(78 18842.008),(79 18743.004),
(1 10176.111),(2 12918.574),(3 13353.148),(4 14248.173),(5 14916.686),(6 15618.446),(7 15527.796),(8 15936.763),(9 16684.188),(10 16561.516),(11 16834.068),(12 16951.201),(13 17070.709),(14 17333.549),(15 17412.508),(16 17374.906),(17 17572.525),(18 17752.895),(19 17890.404),(20 18168.982),(21 18396.326),(22 18690.023),(23 18969.727),(24 19193.48),(25 19163.326),(26 19043.83),(27 18991.297),(28 18876.734),(29 18543.203),(30 18285.238),(31 18268.37),(32 18158.99),(33 17910.037),(34 17607.732),(35 17141.291),(36 16925.121),(37 16457.512),(38 16417.438),(39 16354.789),(40 15920.571),(41 15576.83),(42 15484.567),(43 15657.287),(44 15480.488),(45 15461.807),(46 15840.964),(47 16123.823),(48 16691.443),(49 16854.385),(50 17261.51),(51 17521.402),(52 17638.842),(53 17643.525),(54 17579.691),(55 17699.512),(56 18179.68),(57 18375.438),(58 18197.443),(59 18432.924),(60 18596.947),(61 19146.973),(62 19319.113),(63 19431.432),(64 19405.605),(65 19820.408),(66 19629.326),(67 19565.7),(68 19780.314),(69 19562.58),(70 19583.111),(71 19502.367),(72 19373.744),(73 19031.898),(74 18867.45),(75 18909.197),(76 18579.764),(77 18235.129),(78 18514.395),(79 18069.2),
(1 9959.134),(2 12415.553),(3 12907.1),(4 13793.591),(5 13943.761),(6 14724.731),(7 14875.603),(8 15002.897),(9 15562.851),(10 15425.185),(11 16075.775),(12 16217.312),(13 16545.752),(14 16703.945),(15 16694.924),(16 16530.121),(17 16662.77),(18 17018.523),(19 16922.46),(20 17175.012),(21 17373.27),(22 17535.863),(23 17813.912),(24 18025.39),(25 18105.889),(26 18073.82),(27 17848.547),(28 17504.738),(29 17443.982),(30 17355.154),(31 16943.701),(32 16965.246),(33 16695.904),(34 16297.422),(35 16146.947),(36 15619.991),(37 15116.731),(38 15032.317),(39 14924.74),(40 14718.311),(41 14795.725),(42 14511.714),(43 14593.917),(44 14583.695),(45 14823.754),(46 15041.955),(47 15536.64),(48 15783.404),(49 15976.74),(50 16453.373),(51 16768.422),(52 16761.201),(53 17059.563),(54 17296.51),(55 17572.803),(56 17899.76),(57 18016.902),(58 18174.178),(59 18389.32),(60 18490.736),(61 18678.773),(62 18470.621),(63 18569.37),(64 19292.62),(65 19369.3),(66 19042.996),(67 19029.816),(68 18932.16),(69 18755.826),(70 18849.756),(71 18821.697),(72 19015.166),(73 18758.324),(74 18538.111),(75 18390.535),(76 18065.54),(77 18306.07),(78 18262.166),(79 17724.395),
(1 9691.516),(2 12045.835),(3 13018.014),(4 13977.627),(5 13894.519),(6 14820.4795),(7 14643.167),(8 14934.467),(9 15406.0625),(10 15270.816),(11 16047.92),(12 15943.143),(13 16062.686),(14 16333.72),(15 16363.259),(16 16516.94),(17 16676.734),(18 17096.602),(19 17093.082),(20 17141.447),(21 17374.23),(22 17328.303),(23 17687.146),(24 17799.762),(25 17756.621),(26 17854.322),(27 17919.637),(28 17794.893),(29 17549.885),(30 17625.209),(31 17039.83),(32 17042.084),(33 16907.018),(34 16522.248),(35 16367.985),(36 16049.42),(37 15678.13),(38 15306.273),(39 14945.421),(40 14874.804),(41 14800.112),(42 14912.97),(43 14883.379),(44 14751.524),(45 14847.182),(46 15166.877),(47 15684.73),(48 15695.868),(49 15880.804),(50 16358.058),(51 16587.773),(52 17012.047),(53 16973.56),(54 17178.857),(55 17332.719),(56 17542.162),(57 18039.256),(58 18223.629),(59 18248.473),(60 18442.791),(61 18349.604),(62 18236.354),(63 18274.525),(64 18448.541),(65 18322.266),(66 18402.99),(67 18650.299),(68 18323.664),(69 18191.95),(70 18216.965),(71 18049.893),(72 17795.004),(73 17771.283),(74 17517.148),(75 17293.998),(76 17298.422),(77 17662.027),(78 17595.658),(79 17419.781),
(1 9291.974),(2 11410.813),(3 12140.226),(4 12935.958),(5 12920.108),(6 13766.786),(7 13816.609),(8 13750.883),(9 14206.621),(10 14218.284),(11 14413.328),(12 14410.741),(13 14377.791),(14 14611.946),(15 14758.81),(16 14939.841),(17 14873.166),(18 14975.446),(19 15017.132),(20 15081.775),(21 15268.944),(22 15715.931),(23 15666.291),(24 15690.406),(25 15822.365),(26 15734.218),(27 15786.27),(28 15536.085),(29 15491.886),(30 15601.337),(31 15331.332),(32 15155.639),(33 14900.377),(34 14644.556),(35 14652.765),(36 14423.866),(37 14036.872),(38 13785.44),(39 13686.495),(40 13550.587),(41 13484.296),(42 13340.502),(43 13465.603),(44 13595.076),(45 13840.507),(46 14256.147),(47 14759.729),(48 15076.623),(49 15188.339),(50 15370.5205),(51 15414.141),(52 15507.953),(53 15575.367),(54 15762.595),(55 15783.367),(56 16129.32),(57 16037.322),(58 16047.737),(59 16525.658),(60 16680.188),(61 16393.326),(62 16397.35),(63 16745.969),(64 16828.69),(65 16981.402),(66 16713.07),(67 16707.998),(68 16643.703),(69 16450.463),(70 16497.408),(71 16549.387),(72 16374.092),(73 16125.388),(74 16192.254),(75 16017.682),(76 15709.299),(77 15800.574),(78 15707.684),(79 15458.789),
(1 9109.171),(2 11016.982),(3 11700.465),(4 12390.203),(5 12492.11),(6 13249.42),(7 13138.722),(8 13141.466),(9 13426.12),(10 13418.289),(11 13796.913),(12 13748.756),(13 13635.709),(14 13850.668),(15 14202.971),(16 14185.924),(17 14132.88),(18 14287.434),(19 14344.385),(20 14368.313),(21 14349.325),(22 14371.695),(23 14485.412),(24 14688.003),(25 14678.695),(26 14613.848),(27 14542.895),(28 14592.44),(29 14605.429),(30 14585.066),(31 14475.913),(32 14475.196),(33 14340.298),(34 14126.329),(35 13761.332),(36 13807.349),(37 13604.003),(38 13432.627),(39 13601.637),(40 13564.666),(41 13527.16),(42 13578.287),(43 13786.547),(44 13955.4375),(45 14077.244),(46 14265.763),(47 14701.417),(48 14935.968),(49 15165.786),(50 15188.376),(51 15147.919),(52 15410.433),(53 15513.27),(54 15442.35),(55 15262.244),(56 15252.895),(57 15421.645),(58 15270.141),(59 15378.919),(60 15644.772),(61 15632.005),(62 15489.217),(63 15297.671),(64 15149.9375),(65 15305.447),(66 15240.99),(67 15035.433),(68 14861.066),(69 15330.766),(70 15171.495),(71 14954.279),(72 14745.691),(73 14900.242),(74 14772.215),(75 14923.196),(76 14779.903),(77 14487.108),(78 14655.617),(79 14539.804),
(1 9186.2),(2 11360.449),(3 11572.595),(4 12403.722),(5 12288.058),(6 13066.206),(7 12997.693),(8 12995.7),(9 13290.549),(10 13091.357),(11 13518.502),(12 13602.104),(13 13704.013),(14 13928.189),(15 13912.971),(16 13943.779),(17 14171.465),(18 14352.832),(19 14164.157),(20 14086.406),(21 14227.445),(22 14448.997),(23 14427.048),(24 14811.305),(25 14835.804),(26 14719.311),(27 14975.51),(28 15085.625),(29 14992.182),(30 15043.283),(31 15163.06),(32 15138.993),(33 14907.4375),(34 14716.818),(35 14448.285),(36 14369.659),(37 14204.205),(38 14093.546),(39 14184.777),(40 13943.457),(41 13920.912),(42 13624.484),(43 13501.6875),(44 13681.671),(45 13618.803),(46 13754.719),(47 14104.6875),(48 14075.591),(49 14426.205),(50 14604.915),(51 14492.066),(52 14582.576),(53 14502.426),(54 14587.33),(55 14914.509),(56 15147.952),(57 15439.336),(58 15219.657),(59 15656.385),(60 15451.427),(61 15244.23),(62 15777.092),(63 15836.853),(64 16077.569),(65 16171.196),(66 16218.278),(67 16410.855),(68 16238.078),(69 16135.517),(70 16242.473),(71 16085.272),(72 15918.629),(73 15797.516),(74 15651.632),(75 15619.154),(76 15950.41),(77 15749.732),(78 15314.841),(79 15418.465),
(1 8693.62),(2 11004.629),(3 11276.165),(4 11717.3125),(5 11654.752),(6 12297.372),(7 12384.376),(8 12377.737),(9 12864.026),(10 12672.897),(11 12855.414),(12 12866.118),(13 13006.845),(14 12972.575),(15 13302.828),(16 13523.0205),(17 13855.4795),(18 13760.428),(19 13416.059),(20 13572.801),(21 13979.157),(22 14054.208),(23 14262.001),(24 14204.957),(25 14417.178),(26 14352.824),(27 14264.04),(28 13989.476),(29 13912.944),(30 13831.934),(31 13660.607),(32 13357.418),(33 13275.241),(34 13515.894),(35 13470.356),(36 13261.564),(37 13278.386),(38 12997.514),(39 12943.927),(40 12813.286),(41 12929.012),(42 12795.535),(43 12806.973),(44 12983.686),(45 13107.317),(46 13497.703),(47 13736.907),(48 13928.654),(49 14065.469),(50 14260.5205),(51 14287.622),(52 14191.156),(53 14077.189),(54 14258.659),(55 14429.764),(56 14467.652),(57 14601.107),(58 14678.884),(59 14776.738),(60 14848.887),(61 15080.243),(62 14840.433),(63 14895.868),(64 15037.819),(65 14690.594),(66 14718.918),(67 14946.368),(68 14788.849),(69 14653.252),(70 14329.73),(71 14381.199),(72 14464.223),(73 14524.269),(74 14524.373),(75 14683.571),(76 14468.687),(77 14466.942),(78 14142.152),(79 14226.436),
(1 8921.901),(2 10976.616),(3 11354.666),(4 11650.676),(5 11805.632),(6 12748.519),(7 12716.481),(8 12616.106),(9 12762.841),(10 12768.434),(11 13184.459),(12 13035.747),(13 13116.335),(14 13193.806),(15 13205.79),(16 13301.729),(17 13590.997),(18 13869.098),(19 13913.0625),(20 13928.184),(21 13956.236),(22 14041.367),(23 14196.847),(24 14058.205),(25 14069.596),(26 14382.322),(27 14272.594),(28 14151.416),(29 13826.456),(30 13940.944),(31 14272.199),(32 14039.626),(33 13915.625),(34 13859.812),(35 13490.336),(36 13175.185),(37 12828.875),(38 12816.608),(39 12662.672),(40 12479.1875),(41 12376.096),(42 12439.254),(43 12969.566),(44 13140.942),(45 13299.043),(46 13514.685),(47 13800.082),(48 14032.791),(49 14120.618),(50 14207.022),(51 14503.271),(52 14287.524),(53 14169.372),(54 14278.74),(55 14279.564),(56 14579.546),(57 14666.84),(58 15065.828),(59 15189.219),(60 15128.246),(61 15191.301),(62 15186.703),(63 15083.808),(64 15012.596),(65 15362.662),(66 15384.666),(67 15149.529),(68 15213.922),(69 15128.058),(70 14881.644),(71 14959.906),(72 14700.539),(73 14564.219),(74 14809.459),(75 14872.787),(76 14565.393),(77 14697.185),(78 14402.442),(79 14081.628),
(1 8638.88),(2 10533.131),(3 10852.395),(4 11524.929),(5 11490.652),(6 12265.951),(7 12199.942),(8 12189.855),(9 12483.489),(10 12251.489),(11 12725.517),(12 12579.873),(13 12776.499),(14 12897.136),(15 12771.56),(16 13037.551),(17 13069.902),(18 13168.276),(19 13219.216),(20 13430.488),(21 13604.842),(22 13740.483),(23 13892.142),(24 13697.596),(25 13589.105),(26 13956.282),(27 13930.811),(28 13699.734),(29 13481.056),(30 13326.599),(31 13539.916),(32 13251.837),(33 13126.972),(34 13172.646),(35 12647.306),(36 12721.526),(37 12545.753),(38 12357.317),(39 12069.581),(40 11955.497),(41 12093.507),(42 12021.356),(43 12270.356),(44 12284.558),(45 12413.87),(46 12949.037),(47 12831.215),(48 13045.432),(49 13372.994),(50 13418.017),(51 13552.725),(52 13530.888),(53 13758.107),(54 13743.13),(55 13885.861),(56 14013.056),(57 14400.221),(58 14659.28),(59 14466.34),(60 14642.947),(61 14606.201),(62 14670.416),(63 14777.333),(64 14773.772),(65 14759.751),(66 14596.503),(67 14429.124),(68 14680.191),(69 14319.282),(70 14204.354),(71 14183.421),(72 14102.582),(73 14060.845),(74 13995.515),(75 14008.977),(76 13875.163),(77 13887.399),(78 13762.293),(79 13462.168),
(1 8405.676),(2 10284.17),(3 10874.232),(4 11427.95),(5 11597.531),(6 11947.288),(7 12091.268),(8 12315.385),(9 12549.807),(10 12518.43),(11 12907.793),(12 12939.681),(13 13109.102),(14 13303.405),(15 13241.741),(16 13320.132),(17 13364.794),(18 13494.75),(19 13517.654),(20 13466.657),(21 13705.85),(22 13707.134),(23 13886.477),(24 13885.722),(25 13858.361),(26 13893.942),(27 13716.744),(28 13741.764),(29 13657.74),(30 13511.626),(31 13369.825),(32 13355.056),(33 13178.431),(34 13221.234),(35 12814.983),(36 12499.322),(37 12307.501),(38 12145.85),(39 12175.227),(40 12012.181),(41 11962.658),(42 12092.429),(43 12217.919),(44 12151.482),(45 12500.526),(46 12775.397),(47 12798.878),(48 13300.756),(49 13599.753),(50 13788.518),(51 14121.6875),(52 14260.642),(53 14415.58),(54 14331.743),(55 14416.262),(56 14409.202),(57 14876.514),(58 14847.087),(59 14815.039),(60 14834.622),(61 14826.241),(62 14876.86),(63 15103.706),(64 15110.76),(65 15048.881),(66 15042.991),(67 14574.649),(68 14431.6875),(69 14207.955),(70 14017.404),(71 14290.172),(72 14411.789),(73 13843.425),(74 13835.427),(75 13881.63),(76 13847.128),(77 13959.377),(78 13839.814),(79 13586.237),
(1 8124.049),(2 10179.115),(3 10764.05),(4 11293.642),(5 11367.807),(6 11860.097),(7 11900.732),(8 12186.647),(9 12456.291),(10 12358.732),(11 12547.069),(12 12463.931),(13 12673.473),(14 12845.988),(15 12758.809),(16 12751.695),(17 12750.212),(18 12868.412),(19 12951.949),(20 13042.223),(21 13118.818),(22 13315.856),(23 13353.528),(24 13728.651),(25 13450.003),(26 13677.498),(27 13312.256),(28 13426.351),(29 13435.951),(30 13382.799),(31 13283.332),(32 13100.378),(33 13094.622),(34 12723.637),(35 12456.525),(36 12299.448),(37 12043.847),(38 11847.193),(39 11730.766),(40 11631.002),(41 11940.521),(42 12043.332),(43 11960.824),(44 12080.619),(45 12563.006),(46 12513.775),(47 12549.796),(48 12942.582),(49 13203.916),(50 13521.988),(51 13652.919),(52 13621.309),(53 13763.308),(54 13969.953),(55 14129.114),(56 14420.165),(57 14661.228),(58 14649.63),(59 14761.525),(60 14644.209),(61 14547.589),(62 14719.939),(63 14847.084),(64 14661.014),(65 14814.598),(66 14553.995),(67 14344.972),(68 14245.421),(69 14216.093),(70 14072.6),(71 13866.253),(72 14002.375),(73 13757.606),(74 13755.443),(75 13807.259),(76 13681.533),(77 13541.796),(78 13261.881),(79 13167.056),
