1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 53551.7),(2 179695.52),(3 358648.25),(4 562285.25),(5 791010.2),(6 1000508.94),(7 1229753.6),(8 1440713.6),(9 1611287.4),(10 1760649),(11 1854072),(12 1950039),(13 2033855.9),(14 2105444.8),(15 2284217),(16 2653960.5),(17 3008713.3),(18 3378676.8),(19 3762382),(20 4158821),(21 4512551.5),(22 4802816),(23 5059641.5),(24 5284879.5),(25 5526219.5),(26 5736603.5),(27 6001191.5),(28 6223210.5),(29 6451521.5),(30 6710024.5),(31 7036650.5),(32 7398201.5),(33 7798350.5),(34 8242756),(35 8694999),(36 9192993),(37 9688970),(38 10215493),(39 10688216),(40 11115823),(41 11556985),(42 12027191),(43 12494609),(44 12833445),(45 13158324),(46 13446283),(47 13671059),(48 13906087),(49 14185849),(50 14506573),(51 14795493),(52 15082093),(53 15429695),(54 15697668),(55 16003416),(56 16320860),(57 16677840),(58 16946464),(59 17139166),(60 17281418),(61 17424518),(62 17524648),(63 17624480),(64 17714786),(65 17891592),(66 18145606),(67 18416818),(68 18809938),(69 19169236),(70 19478564),(71 19742354),(72 19944274),(73 20124260),(74 20217728),(75 20385674),(76 20476494),(77 20554824),(78 20582712),(79 20565698),
(1 7376.8633),(2 16104.6455),(3 19987.783),(4 21237.555),(5 22151.088),(6 23722.13),(7 25237.496),(8 26523.36),(9 27192.72),(10 28495.75),(11 29709.096),(12 30779.969),(13 32144.396),(14 33002.098),(15 34406.465),(16 35874.063),(17 36508.99),(18 37497.254),(19 39252.65),(20 40959.38),(21 41653.234),(22 42004.527),(23 42427.813),(24 43827.184),(25 45557.63),(26 47245.53),(27 47912.453),(28 49672.793),(29 50985.746),(30 52274.88),(31 53590.55),(32 54147.777),(33 54709.3),(34 55733.42),(35 56780.72),(36 57866.61),(37 58506.605),(38 58765.06),(39 59563.406),(40 60113.32),(41 60540.742),(42 61112.215),(43 61847.582),(44 62252.68),(45 63127.484),(46 64025.664),(47 64702.348),(48 64845.754),(49 65269.043),(50 65837.62),(51 66195.88),(52 66262.89),(53 66633.086),(54 67022.87),(55 66979.31),(56 66910.31),(57 66759.69),(58 66789.38),(59 66989.99),(60 67329.14),(61 67402.98),(62 66860.93),(63 66152.46),(64 65294.68),(65 65196.9),(66 64859.813),(67 64141.363),(68 63734.754),(69 63788.4),(70 63398.92),(71 62866.25),(72 62719.246),(73 62735.836),(74 63124.99),(75 63363.08),(76 63222.465),(77 62647.43),(78 62480.168),(79 62334.926),
(1 7136.182),(2 15459.14),(3 18994.738),(4 19815.377),(5 20739.244),(6 22468.643),(7 24371.523),(8 25817.027),(9 26390.271),(10 27445.697),(11 28814.78),(12 29945.791),(13 30912.863),(14 31556.78),(15 32439.844),(16 33866.543),(17 34615.273),(18 35327.188),(19 36877.023),(20 38624.027),(21 40466.29),(22 41192.535),(23 41914.47),(24 43630.066),(25 45582.914),(26 46798.906),(27 47965.074),(28 49820.71),(29 51849.848),(30 53412.996),(31 54536.137),(32 55151.383),(33 56091.574),(34 57431.367),(35 58863.56),(36 59943.043),(37 60899.855),(38 61584.105),(39 62365.145),(40 62825.445),(41 63393.594),(42 63635.31),(43 63827.29),(44 64436.473),(45 64852.28),(46 64816.395),(47 65029.703),(48 64953.67),(49 64914.35),(50 64964.895),(51 64926.45),(52 65395.598),(53 66045.516),(54 66270.086),(55 66192.45),(56 65759.19),(57 65444.688),(58 65011.406),(59 65143.56),(60 65589.41),(61 65763.02),(62 65433.816),(63 65351.35),(64 65038.207),(65 64586.55),(66 63999.063),(67 63262.016),(68 63247.56),(69 63192.555),(70 63054.953),(71 62855.004),(72 63044.926),(73 63159.715),(74 63196.625),(75 63318.063),(76 63466.08),(77 63378.867),(78 63270.363),(79 63534.68),
(1 6939.504),(2 15007.817),(3 18650.533),(4 20037.371),(5 21041.611),(6 21912.73),(7 23542.885),(8 25216.78),(9 26174.818),(10 27501.834),(11 28969.955),(12 30401.926),(13 31694.787),(14 32511.676),(15 33674.016),(16 35310.22),(17 36382.45),(18 37187.92),(19 38834.402),(20 40237.38),(21 41628.902),(22 42474.68),(23 43254.85),(24 44561.105),(25 46486.813),(26 47986.063),(27 49586.87),(28 51255.875),(29 52898.066),(30 54275.61),(31 55509.01),(32 56133.875),(33 57123.527),(34 58543.13),(35 59728.375),(36 60576.773),(37 61572.555),(38 62734.906),(39 63778.047),(40 64496.164),(41 64800.363),(42 65013.387),(43 65326.273),(44 65803.54),(45 66212.7),(46 66522.23),(47 66447.05),(48 66437.24),(49 66018.09),(50 65458.215),(51 65019.125),(52 64796.598),(53 64914.086),(54 64865.38),(55 64675.523),(56 64126.934),(57 63530.957),(58 62899.81),(59 62407.625),(60 62167.313),(61 61722.02),(62 61324.754),(63 61073.574),(64 60601.504),(65 60390.03),(66 59989.33),(67 59317.605),(68 59048.92),(69 59072.008),(70 58901.65),(71 58893.61),(72 59152.258),(73 59497.727),(74 59723.17),(75 59754.984),(76 60004.84),(77 60122.656),(78 60521.51),(79 60971.703),
(1 6866.9775),(2 14926.793),(3 18629.47),(4 20019.988),(5 20890.205),(6 22038.037),(7 23301.613),(8 24557.52),(9 25785.654),(10 26879.348),(11 27885.71),(12 28903.38),(13 30240.639),(14 31501.023),(15 33158.223),(16 34474.223),(17 35415.77),(18 36357.727),(19 38239.508),(20 40030.613),(21 41355.207),(22 42097.426),(23 43057.93),(24 44584.34),(25 45922.477),(26 46898.62),(27 48193.254),(28 50154.023),(29 51214.254),(30 52849.594),(31 54115.12),(32 54807.492),(33 55824.613),(34 57150.145),(35 58829.8),(36 59897.535),(37 60413.594),(38 60967.277),(39 62215.27),(40 63393.38),(41 64118.855),(42 64791.55),(43 65335.676),(44 66189.07),(45 66607.3),(46 66575.2),(47 66755.84),(48 66898.29),(49 66574.766),(50 66844.28),(51 67007.33),(52 66954.83),(53 67009.21),(54 66984.53),(55 66384.09),(56 65748.75),(57 65537.42),(58 65289.668),(59 64536.67),(60 63612.117),(61 63071.188),(62 62830.145),(63 62424.668),(64 61446.29),(65 60818.285),(66 60724.688),(67 60049.977),(68 58964.215),(69 58385.26),(70 58174.953),(71 58339.098),(72 58392.684),(73 58657.36),(74 58662.68),(75 58634.715),(76 58786.273),(77 58709.703),(78 58488.406),(79 58780.85),
(1 6971.8267),(2 15197.588),(3 18811.166),(4 19970.844),(5 20860.979),(6 22122.63),(7 23601.646),(8 24838.693),(9 25720.658),(10 26669.31),(11 27428.361),(12 28661.725),(13 30569.77),(14 31584.113),(15 32954.465),(16 34791.344),(17 35743.766),(18 37039.785),(19 38705.113),(20 40563.332),(21 41351.05),(22 42182.832),(23 43305.516),(24 44525.47),(25 45933.293),(26 47138.58),(27 48652.61),(28 50058.656),(29 50986.51),(30 52604.89),(31 54010.047),(32 54617.22),(33 55317.293),(34 56258.48),(35 57626.344),(36 58294.39),(37 58665.46),(38 59037.113),(39 59790.637),(40 60407.9),(41 60730.363),(42 60821.797),(43 61185.188),(44 61898.94),(45 62532.33),(46 62427.777),(47 62304.62),(48 62666.51),(49 63256.55),(50 63497.234),(51 63586.117),(52 63334.69),(53 63642.086),(54 64139.31),(55 63879.227),(56 63617.543),(57 63917.29),(58 64032.293),(59 63834.32),(60 63151.43),(61 62794.59),(62 62763.754),(63 62658.086),(64 62765.91),(65 62949.125),(66 63018.855),(67 62674.906),(68 62025.203),(69 61812.176),(70 61336.563),(71 61019.6),(72 60838.703),(73 60734.555),(74 60483.766),(75 59852.164),(76 59405.152),(77 59105.965),(78 58915.496),(79 59135.074),
(1 7154.532),(2 15195.876),(3 18325.877),(4 19556.488),(5 20730.28),(6 22124.213),(7 23608.541),(8 24800.775),(9 25300.055),(10 26102.766),(11 27001.78),(12 28732.518),(13 29971.566),(14 30592.922),(15 32013.918),(16 34022),(17 35580.375),(18 37095.508),(19 39330.293),(20 41113.926),(21 42348.492),(22 43428.316),(23 44946.953),(24 46420.277),(25 47763.906),(26 48768.645),(27 50194.633),(28 51987.473),(29 53192.37),(30 54737.92),(31 55700.25),(32 56038),(33 56805.438),(34 57858.586),(35 58891.414),(36 59466.88),(37 59915.254),(38 60467.105),(39 61567.277),(40 62194.777),(41 62549.195),(42 62802.96),(43 62934.633),(44 63166.813),(45 63481.16),(46 63270.12),(47 63150.773),(48 63339.96),(49 63568.785),(50 64197.8),(51 64470.063),(52 64495.074),(53 64496),(54 64827.094),(55 64821.547),(56 64754.234),(57 65226.055),(58 65793.6),(59 65892.22),(60 64872.508),(61 64179.555),(62 64088.543),(63 64357.406),(64 64274.816),(65 63950.902),(66 63749.895),(67 63448.973),(68 63030.17),(69 62816.29),(70 62299.6),(71 61838.742),(72 61774.676),(73 61821.734),(74 61958.23),(75 61789.83),(76 61639.53),(77 62042),(78 62665.836),(79 62942.285),
(1 7070.186),(2 15106.787),(3 18086.496),(4 19095.385),(5 19891.998),(6 21124.06),(7 22449.68),(8 23398.865),(9 24166.164),(10 25248.633),(11 26200.607),(12 27900.902),(13 29518.158),(14 30553.873),(15 31913.621),(16 33810.137),(17 35010.348),(18 36518.254),(19 38107.26),(20 39365.934),(21 40562.984),(22 41453.043),(23 42927.07),(24 44763.484),(25 46383.117),(26 47737.207),(27 49388.844),(28 50607.758),(29 52351.156),(30 54374.625),(31 55125.87),(32 55830.81),(33 56907.03),(34 57671.598),(35 58740.71),(36 59390.78),(37 60168.246),(38 61406.773),(39 62630.715),(40 63618.863),(41 64276.227),(42 64909.43),(43 65707.945),(44 66414.625),(45 66475.06),(46 66197.5),(47 66366.05),(48 66672.266),(49 66742.63),(50 66891.336),(51 66878.98),(52 66801.37),(53 66181.875),(54 65578.13),(55 65547.35),(56 65647.41),(57 65868.4),(58 65960.24),(59 65837.95),(60 65085.855),(61 64786.34),(62 64795.203),(63 64617.69),(64 63655.598),(65 62644.105),(66 62032.355),(67 61747.07),(68 61344.96),(69 61067.36),(70 61042.36),(71 60923.934),(72 60615.418),(73 60556.516),(74 60697.973),(75 61071.83),(76 61063.824),(77 61055.07),(78 61223.49),(79 61716.535),
(1 6982.9717),(2 14921.775),(3 18169.828),(4 19096.934),(5 19933.898),(6 21286.566),(7 22672.004),(8 23756.945),(9 24723.281),(10 25892.266),(11 26746.87),(12 28180.832),(13 29597.178),(14 31037.588),(15 32404.008),(16 34046.047),(17 35127.13),(18 36474.957),(19 37718.89),(20 38788.617),(21 39717.81),(22 40227.57),(23 40990.227),(24 42161.87),(25 43427.3),(26 44749.453),(27 45995.184),(28 47160.363),(29 48340.832),(30 49625.05),(31 50546.746),(32 51420.426),(33 52270.758),(34 53233.656),(35 54573.4),(36 55410.875),(37 56091.15),(38 56888.723),(39 57932.938),(40 59113.33),(41 59752.72),(42 60265.69),(43 60779.69),(44 61726.117),(45 61960.992),(46 62050.53),(47 62237.754),(48 62712.895),(49 62845.094),(50 63235.016),(51 63833.61),(52 63876.555),(53 63246.977),(54 62734.176),(55 62483.152),(56 62536.11),(57 62704.74),(58 62655.53),(59 62256.117),(60 61837.902),(61 61632.094),(62 61457.566),(63 61174.734),(64 60866.9),(65 60599.73),(66 60404.855),(67 60422.367),(68 59962.65),(69 59398.547),(70 59204.69),(71 58748.395),(72 58079.48),(73 57799.344),(74 57993.145),(75 58550.277),(76 59115.977),(77 59188.387),(78 59040.68),(79 59161.637),
(1 6679.759),(2 14294.144),(3 17626.96),(4 18903.26),(5 19895.686),(6 21350.766),(7 22613.814),(8 23755.457),(9 24516.54),(10 25623.637),(11 26335.066),(12 27304.23),(13 28522.225),(14 29143.146),(15 30237.729),(16 31663.469),(17 32229.107),(18 33116.098),(19 34303.137),(20 35389.76),(21 36309.617),(22 36867.895),(23 37907.813),(24 39504.336),(25 40805.84),(26 41709.867),(27 42994.145),(28 44405.336),(29 45960.535),(30 47425.254),(31 48116.797),(32 49110.453),(33 50464.33),(34 51531.363),(35 52448.81),(36 53189.33),(37 53808.38),(38 54557.906),(39 55584.215),(40 56607.18),(41 57019.848),(42 57516.07),(43 57673.457),(44 57992.535),(45 58167.945),(46 57977.188),(47 58302.918),(48 58915.93),(49 59242.934),(50 59293.797),(51 59126.438),(52 59050.25),(53 58581.98),(54 57923.29),(55 57471.6),(56 57633.48),(57 57916.258),(58 58063.383),(59 57847.31),(60 57500.38),(61 57560.51),(62 57771.656),(63 57563.152),(64 57367.434),(65 57114.258),(66 56985.047),(67 57190.715),(68 57036.21),(69 56454.816),(70 55972.855),(71 55596.89),(72 55381.09),(73 55695.027),(74 55682.477),(75 55969.31),(76 56461.125),(77 56768.707),(78 56700.266),(79 56303.3),
(1 6482.2524),(2 13764.959),(3 16797.803),(4 17551.803),(5 18425.3),(6 20001.229),(7 21609.42),(8 22880.617),(9 23802.398),(10 25269.68),(11 26661.85),(12 28125.389),(13 29403.098),(14 30154.771),(15 31421.795),(16 33306.324),(17 34580.023),(18 35822.848),(19 36880.51),(20 38458.85),(21 39936.656),(22 41127.227),(23 42825.38),(24 44378.98),(25 45979.293),(26 47300.28),(27 48142.855),(28 49652.29),(29 51470.055),(30 52667.164),(31 53465.02),(32 54556),(33 55432.01),(34 56394.44),(35 56839.727),(36 57872.273),(37 58550.555),(38 58804.973),(39 59575.316),(40 60564.277),(41 61386.402),(42 62006.184),(43 62383.344),(44 62560.684),(45 62712.523),(46 62744.816),(47 62317.34),(48 62014.848),(49 61794.445),(50 61562.625),(51 61241.164),(52 61101.05),(53 60654.344),(54 60274.92),(55 59542.168),(56 59147.555),(57 59237.637),(58 59840.008),(59 60209.613),(60 59740.242),(61 59617.957),(62 60124.453),(63 60402.06),(64 60390.17),(65 60317.754),(66 59951.31),(67 59285.523),(68 58599.16),(69 57967.48),(70 57931.086),(71 58083.59),(72 57945.063),(73 57651.293),(74 57917.707),(75 58192.445),(76 58278.05),(77 58201.285),(78 57980.13),(79 58025.355),
(1 6582.486),(2 13816.74),(3 16538.633),(4 17237.838),(5 18272.504),(6 20025.55),(7 21621.705),(8 22814.06),(9 23473.566),(10 24619.77),(11 25553.46),(12 27127.537),(13 28741.99),(14 29510.285),(15 30676.303),(16 32485.828),(17 33832.473),(18 35318.305),(19 37085.145),(20 38941.645),(21 40350.563),(22 41305.855),(23 42372.984),(24 43926.016),(25 45540.766),(26 46741.36),(27 47650.484),(28 48782.824),(29 50647.83),(30 51913.895),(31 52488.047),(32 53513.047),(33 54525.35),(34 55690.867),(35 55959.13),(36 56281.89),(37 57037.8),(38 57327.563),(39 57881.49),(40 58764.516),(41 59091.75),(42 59269.27),(43 59802.113),(44 60276.13),(45 60357.387),(46 59919.57),(47 59378.703),(48 59375.105),(49 59302.38),(50 58953.78),(51 58237.895),(52 58103.473),(53 58017.51),(54 57621.914),(55 56883.465),(56 56218.883),(57 56008.875),(58 55854.746),(59 55948.453),(60 55567.41),(61 55174.16),(62 55239.008),(63 55313.797),(64 55029.1),(65 55044.613),(66 54659.62),(67 53982.113),(68 53274.04),(69 53051.523),(70 53284.566),(71 53393.52),(72 53005.887),(73 52421.44),(74 52517.234),(75 52815.027),(76 53073.51),(77 53344.574),(78 53383.45),(79 53404.547),
(1 6659.831),(2 13973.858),(3 16732.96),(4 17651.256),(5 18938.963),(6 20718.023),(7 22148.008),(8 23487.896),(9 24506.582),(10 25656.752),(11 26967.805),(12 28571.855),(13 30191.658),(14 31408.766),(15 32714.963),(16 34472.133),(17 35815.453),(18 37055.09),(19 39133.063),(20 41155.844),(21 42687.53),(22 43630.977),(23 44954.57),(24 46646.367),(25 48706.906),(26 50199.043),(27 51027.664),(28 52399.457),(29 54536.992),(30 55661.56),(31 56615.09),(32 57633.953),(33 58935.453),(34 60139.867),(35 60966.375),(36 61702.348),(37 62233.344),(38 62864.086),(39 63652.54),(40 64148.316),(41 64586.38),(42 64793.85),(43 65190.145),(44 65270.867),(45 65309.41),(46 64871.15),(47 64421.066),(48 64417.094),(49 64688.836),(50 64456.855),(51 63816.242),(52 63322.86),(53 62964.094),(54 62558.387),(55 61520.473),(56 60331.953),(57 59945),(58 59759.938),(59 59626.668),(60 59458.773),(61 59051.57),(62 58580.617),(63 58340.08),(64 57939.844),(65 57817.305),(66 57681.76),(67 57015.938),(68 55785.645),(69 55264.47),(70 55385.58),(71 55391.617),(72 54718.23),(73 54121.633),(74 54545.086),(75 54829.61),(76 54943.977),(77 54815.965),(78 54717.004),(79 54809.58),
(1 6263.4526),(2 13010.487),(3 15635.612),(4 16586.16),(5 17598.621),(6 19106.258),(7 20738.896),(8 22083.19),(9 23363.43),(10 24624.12),(11 25956.004),(12 27426.023),(13 29292.738),(14 30529.764),(15 31663.777),(16 33127.85),(17 34057.973),(18 35370.344),(19 37366.06),(20 39130.582),(21 40496.402),(22 41487.445),(23 42885.027),(24 44742.41),(25 46900.46),(26 48538.16),(27 49745.754),(28 51282.063),(29 53097.902),(30 54359.895),(31 55533.734),(32 56499.01),(33 58078.79),(34 59278.21),(35 60188.906),(36 61382.344),(37 61919.99),(38 62511.11),(39 63833.25),(40 64359.664),(41 64751.242),(42 65116.668),(43 65320.72),(44 65646.01),(45 65810.46),(46 65480.457),(47 65340.043),(48 65273.83),(49 65135.87),(50 64990.246),(51 64813.813),(52 64386.527),(53 63607.625),(54 63400.406),(55 63053.44),(56 62327.94),(57 61852.05),(58 61780.793),(59 61393.594),(60 60878.105),(61 60421.11),(62 60005.64),(63 59895.473),(64 59397.414),(65 59203.434),(66 59251.7),(67 58813.566),(68 57699.938),(69 56948.24),(70 56771.676),(71 56610.336),(72 56148.863),(73 55919.773),(74 56204.98),(75 56440.85),(76 56838.805),(77 56811.62),(78 56530.406),(79 56339.754),
(1 6318.11),(2 13162.975),(3 15540.187),(4 16487.432),(5 17375.025),(6 18802.387),(7 20306.69),(8 21577.639),(9 22570.209),(10 23608.225),(11 24863.39),(12 26058.496),(13 27263.646),(14 28512.822),(15 29850.256),(16 31381.732),(17 32395.305),(18 33823.754),(19 35373.273),(20 36734.3),(21 37949.984),(22 38995.145),(23 40256.492),(24 41633.047),(25 43151.63),(26 44701.305),(27 45819.113),(28 47368.09),(29 49193.13),(30 50475.723),(31 51493.234),(32 52578.83),(33 53932.008),(34 55128.555),(35 56288.44),(36 57297.89),(37 57965.36),(38 58160.06),(39 58709.246),(40 59160.23),(41 59296.574),(42 59565.777),(43 60028.34),(44 60140.07),(45 60468.016),(46 60415.28),(47 60201.74),(48 60651.742),(49 60722.2),(50 60149.01),(51 59899.74),(52 59933.563),(53 59461.137),(54 59268.137),(55 58808.844),(56 58323.285),(57 58278.43),(58 58281.793),(59 57964.906),(60 57303.777),(61 56781.85),(62 56584.582),(63 56377.582),(64 55624.98),(65 55104.27),(66 54854.21),(67 54224.87),(68 53563.156),(69 52936.406),(70 52611.01),(71 52468.363),(72 52239.543),(73 52076.41),(74 52087.258),(75 52629.246),(76 52983.445),(77 52852.508),(78 52641.63),(79 52665.74),
(1 6321.5903),(2 12933.899),(3 15243.525),(4 16198.351),(5 17082.658),(6 18450.25),(7 20072.867),(8 21622.848),(9 22845.656),(10 23898.137),(11 25233.615),(12 26493.14),(13 27708.832),(14 28698.432),(15 29887.596),(16 31342.117),(17 32192.857),(18 33269.496),(19 34959.22),(20 36261.05),(21 37409.688),(22 38370.05),(23 39392.797),(24 40479.965),(25 42036.93),(26 43381.016),(27 44529.215),(28 45635.77),(29 46777),(30 48046.535),(31 49266.508),(32 50156.92),(33 51199.242),(34 51813.863),(35 52319.05),(36 53257.34),(37 53892.953),(38 54245.39),(39 55102.324),(40 55513.914),(41 56025.008),(42 56831.906),(43 57435.293),(44 57480.137),(45 57873.87),(46 58123.504),(47 58119.438),(48 58182.063),(49 58270.633),(50 57903.223),(51 57670.043),(52 57851.26),(53 57562.555),(54 57193.273),(55 56971.883),(56 56705.523),(57 56582.508),(58 56364.207),(59 56176.996),(60 55838.273),(61 55597.176),(62 55356.29),(63 55152.105),(64 54375.207),(65 53845.918),(66 53572.723),(67 53269.195),(68 52969.406),(69 52787.066),(70 52472.715),(71 52268.18),(72 52201.11),(73 51773.934),(74 51645.57),(75 51748.023),(76 52134.707),(77 52205.43),(78 51957.953),(79 51966.027),
(1 5926.731),(2 12171.681),(3 14665.135),(4 15568.315),(5 16730.766),(6 18148.416),(7 19420.223),(8 20559.584),(9 21526.6),(10 22520.264),(11 24100.479),(12 25394.445),(13 26560.105),(14 27534.55),(15 28453.188),(16 29432.582),(17 30540.947),(18 31836.867),(19 32996.438),(20 34257.637),(21 35410.41),(22 36285.68),(23 37487.1),(24 38837.32),(25 40290.53),(26 41606.74),(27 42928.273),(28 44335.68),(29 45333.277),(30 46568.414),(31 47725.766),(32 48671.848),(33 49416.64),(34 50307.176),(35 51204.277),(36 51823.4),(37 52601.344),(38 53270.016),(39 53952.85),(40 54133.176),(41 54540.324),(42 55056.6),(43 55822.22),(44 56290.453),(45 56379.098),(46 56527.49),(47 56743.47),(48 56731.99),(49 56906.61),(50 56540.098),(51 56178.875),(52 56412.883),(53 56391.02),(54 56377),(55 56038.67),(56 55755.875),(57 55508.957),(58 55346.773),(59 54812.37),(60 54226.438),(61 53876.742),(62 53802.91),(63 53629.832),(64 53446.418),(65 53090.32),(66 52392.668),(67 51729.598),(68 51030.598),(69 50667.01),(70 50361.063),(71 50266.402),(72 50177.883),(73 50266.64),(74 50334.582),(75 50214.77),(76 50018.336),(77 49943.277),(78 49927.754),(79 49893.734),
(1 5966.691),(2 11891.941),(3 14221.659),(4 15199.623),(5 16371.13),(6 17759.361),(7 19045.215),(8 20258.248),(9 21511.43),(10 23122.63),(11 24476.078),(12 25607.99),(13 26757.855),(14 28011.023),(15 29332.092),(16 30322.69),(17 31174.844),(18 32418.922),(19 33806.996),(20 35264.94),(21 36713.81),(22 38119.35),(23 39455.34),(24 40744.438),(25 42513.938),(26 43995.656),(27 45683.45),(28 47535.8),(29 48613.5),(30 49811.97),(31 51064.08),(32 52307.61),(33 53286.297),(34 54201.92),(35 55268.297),(36 56614.742),(37 57596.336),(38 58651.355),(39 59706.836),(40 60233.293),(41 60679.805),(42 60846.793),(43 60898.348),(44 61165.797),(45 61500.484),(46 61461.047),(47 61320.133),(48 61282.676),(49 61655.74),(50 61554.51),(51 61389.26),(52 61707.34),(53 61227.082),(54 60918.582),(55 60514.887),(56 59857.133),(57 59570.914),(58 59443.215),(59 58937.78),(60 58072.996),(61 57723.977),(62 57487.78),(63 57445.613),(64 57024.08),(65 56666.996),(66 56382.406),(67 55994.734),(68 55369.266),(69 55046.453),(70 54530.543),(71 54303.37),(72 54304.504),(73 54213.58),(74 54212.973),(75 53882.21),(76 53792.84),(77 54187.664),(78 54456.344),(79 54509.453),
(1 6074.99),(2 12299.529),(3 14390.516),(4 15135.451),(5 16130.011),(6 17415.59),(7 18674.742),(8 20013.035),(9 20934.467),(10 22189.324),(11 23521.1),(12 24448.963),(13 25764),(14 27127.727),(15 28367.379),(16 29694.89),(17 30881.035),(18 32102.764),(19 33485.453),(20 35038.55),(21 36378.79),(22 37695.99),(23 38619.293),(24 39920.85),(25 41686.11),(26 42894.05),(27 44258.08),(28 45444.41),(29 46389.273),(30 47786.266),(31 48751.426),(32 49780.59),(33 50704.305),(34 51694.133),(35 52825.543),(36 54096.01),(37 54944.6),(38 55203.418),(39 55757.363),(40 56255.938),(41 56639.492),(42 56531.79),(43 56388.742),(44 56349.26),(45 56606.87),(46 56353.39),(47 56073.01),(48 56325.48),(49 56554.598),(50 56363.27),(51 56119.848),(52 56095.766),(53 55633.984),(54 55228.438),(55 54686.344),(56 54187.977),(57 53938.33),(58 53680.67),(59 53321.08),(60 52977.508),(61 52949.297),(62 52976.813),(63 52760.418),(64 52073.652),(65 51460.832),(66 51431.906),(67 51433.863),(68 51295.51),(69 51087.457),(70 50533.863),(71 50147.645),(72 50086.12),(73 50380.777),(74 50696.99),(75 50383.17),(76 50260.754),(77 50484.027),(78 50221.9),(79 50040.273),
