1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88144.18),(2 308513),(3 689130.25),(4 1203762.8),(5 1868418.4),(6 2669820.5),(7 3606745),(8 4688546.5),(9 5933285.5),(10 7275392),(11 8762200),(12 10375569),(13 12136365),(14 13960424),(15 15881539),(16 17828814),(17 19785106),(18 21798664),(19 23862830),(20 25932278),(21 28030930),(22 30172610),(23 32368448),(24 34553460),(25 36735156),(26 38917084),(27 41096840),(28 43351650),(29 45674516),(30 47965236),(31 50346508),(32 52743840),(33 55261630),(34 57751790),(35 60299316),(36 62935460),(37 65705716),(38 68621780),(39 71686970),(40 74789050),(41 78087200),(42 81526216),(43 85256776),(44 89271850),(45 93489150),(46 97820030),(47 102430760),(48 107355096),(49 112512490),(50 117558616),(51 122864280),(52 128178296),(53 133492936),(54 138916380),(55 144401230),(56 150159280),(57 156289490),(58 162548880),(59 168815090),(60 175454740),(61 182059710),(62 188474240),(63 195209840),(64 202094670),(65 209052240),(66 216186110),(67 223221390),(68 230142320),(69 236450130),(70 242968770),(71 248935760),(72 254723970),(73 260590930),(74 266666690),(75 272770600),(76 279272300),(77 285785300),(78 292492200),(79 298787940),
(1 11521.974),(2 32244.955),(3 49115.08),(4 58121.203),(5 62217.777),(6 64204.41),(7 65859.74),(8 67193.164),(9 69219.3),(10 71162.086),(11 72912.84),(12 74637.71),(13 76831.11),(14 79108.664),(15 79516.664),(16 78835.24),(17 79315.59),(18 80392.87),(19 80949.336),(20 80581.35),(21 80633.87),(22 81527.13),(23 83516.87),(24 85298.78),(25 86847.78),(26 87909.086),(27 88288.54),(28 88465.586),(29 89042.15),(30 90177.26),(31 91480.89),(32 91562.734),(33 91730.336),(34 91628.64),(35 92047.62),(36 92049.85),(37 92839.305),(38 93594.15),(39 94311.305),(40 94473.04),(41 94296.1),(42 93639.26),(43 94124.32),(44 95525.53),(45 96765.22),(46 99103.3),(47 101454.91),(48 102104.3),(49 101235.555),(50 99531.49),(51 99751.016),(52 100342.836),(53 101061.11),(54 102012.805),(55 103464.85),(56 105019.89),(57 104915),(58 105194.07),(59 104638.3),(60 104172.055),(61 104598.37),(62 105174.7),(63 105949.336),(64 106969.82),(65 107849.016),(66 107497.22),(67 105398.28),(68 103568.44),(69 102699.56),(70 101997.29),(71 102079.38),(72 101928.15),(73 102927.5),(74 103340.01),(75 103471.66),(76 103617.055),(77 104622),(78 105412.2),(79 103994.11),
(1 11569.414),(2 32585.434),(3 49319.81),(4 57726.34),(5 60844.813),(6 61917.3),(7 62907.523),(8 63990.785),(9 65289.973),(10 66435.516),(11 67436.59),(12 68996.914),(13 70742.055),(14 72199.836),(15 72718.17),(16 73015.266),(17 74838.54),(18 77602.39),(19 79565.664),(20 80334.33),(21 80302.16),(22 80785.17),(23 81651.59),(24 82785.85),(25 83415.84),(26 83773.41),(27 84537.67),(28 85693.086),(29 85788.625),(30 86577.16),(31 87893.23),(32 88900.62),(33 90528.03),(34 90624.484),(35 90429.555),(36 90369.09),(37 90734.96),(38 92101.44),(39 93036.58),(40 93540.08),(41 93248.305),(42 91882.03),(43 92480.37),(44 94537.57),(45 97044.69),(46 99493.49),(47 100709.13),(48 98791.16),(49 95772.73),(50 94152.76),(51 94317.484),(52 95238.875),(53 95586.195),(54 95999.875),(55 96601.19),(56 97846.6),(57 100281.87),(58 101512.195),(59 102282.26),(60 103577.56),(61 103203.77),(62 102633.875),(63 101829.555),(64 101884.72),(65 101315.195),(66 100106.94),(67 99557.4),(68 98882.31),(69 98504.766),(70 97904.69),(71 97829.32),(72 96964.35),(73 97139.81),(74 97154.51),(75 96347.06),(76 96124.336),(77 95697.375),(78 95191.25),(79 94003.19),
(1 11334.79),(2 31274.965),(3 46491.605),(4 54105.613),(5 57009.633),(6 57966.44),(7 58270.832),(8 59059.504),(9 60774.875),(10 63072.24),(11 65707.3),(12 67344.78),(13 67807.414),(14 67853.8),(15 68373.14),(16 68495.32),(17 69674.92),(18 70440.625),(19 70948.414),(20 71635.234),(21 72327.086),(22 73999.97),(23 76256.19),(24 77047.22),(25 76551.23),(26 76970.12),(27 78819.17),(28 80904.55),(29 81845.13),(30 82719.59),(31 82796.766),(32 82935.97),(33 83831.64),(34 84827.97),(35 85771.914),(36 85934.63),(37 85421.49),(38 84921.76),(39 84362.336),(40 84810.66),(41 84827.586),(42 85395.234),(43 86681.305),(44 86792.19),(45 86942.555),(46 88828.71),(47 90726.57),(48 91015.24),(49 89193.24),(50 88485.99),(51 89325.695),(52 90883.23),(53 91406.84),(54 91387.43),(55 92139.7),(56 92885.88),(57 93816.79),(58 93890.83),(59 94532.766),(60 96658.93),(61 97503.87),(62 96440.695),(63 95499.05),(64 95600.734),(65 95082.21),(66 95793.77),(67 97628.13),(68 98169.414),(69 96348.34),(70 94795.34),(71 95176.01),(72 96848.45),(73 97276.54),(74 96774.82),(75 97385.97),(76 97340.234),(77 96152.37),(78 94938.58),(79 94351.17),
(1 11538.581),(2 31274.334),(3 45895.98),(4 52959.594),(5 56223.152),(6 58401.54),(7 58777.918),(8 58782.645),(9 59419.355),(10 60777.215),(11 63187.723),(12 64613.402),(13 64901.176),(14 65505.94),(15 66161.7),(16 66592.555),(17 67612.22),(18 68695.38),(19 69520.7),(20 69483.97),(21 68896.31),(22 69033.086),(23 70512.7),(24 71494.38),(25 71532.71),(26 72116.48),(27 73709.664),(28 75011.34),(29 75028.12),(30 75462.51),(31 75581.05),(32 76081.62),(33 76890.84),(34 77563.48),(35 77967.84),(36 77865.266),(37 77298.49),(38 76733.45),(39 76603.24),(40 76429.586),(41 76545.766),(42 77858.04),(43 79088.13),(44 79792.4),(45 80664.34),(46 82195.94),(47 82339.28),(48 82085.41),(49 81651.97),(50 81810.22),(51 84085.95),(52 86012.164),(53 86372.27),(54 86706.06),(55 88462.88),(56 90665.125),(57 91832.81),(58 91956.82),(59 93517.85),(60 95638.805),(61 95982.83),(62 96623.85),(63 98921.6),(64 99569.09),(65 99480.266),(66 99060.84),(67 98469.42),(68 97927.77),(69 96712.3),(70 95671.83),(71 95692.914),(72 96249.98),(73 95525.17),(74 94563.055),(75 92739.39),(76 91754.71),(77 91757.875),(78 91772.63),(79 93252.984),
(1 11179.001),(2 29875.074),(3 43263.836),(4 49392.84),(5 51354.875),(6 53066.38),(7 54388.066),(8 55238.098),(9 56182.926),(10 58267.273),(11 60250.258),(12 60992.125),(13 61008.285),(14 61223.85),(15 61835.098),(16 62000.332),(17 63069.496),(18 64388.54),(19 65798.484),(20 67940.02),(21 68900.75),(22 70108.96),(23 71810.97),(24 72247.54),(25 71762.914),(26 71828.32),(27 73624.984),(28 75746.42),(29 77312.71),(30 78902.18),(31 78291.68),(32 77473.47),(33 77292.79),(34 77484.85),(35 78180.1),(36 78280.586),(37 79013.27),(38 78360.625),(39 77505.57),(40 78084.086),(41 79250.65),(42 80374.23),(43 81674.07),(44 82222.47),(45 82952.4),(46 83702.78),(47 83962.43),(48 83397.18),(49 83203.29),(50 84272.73),(51 85701.62),(52 86769.07),(53 86975.8),(54 86717.89),(55 86448.53),(56 86498.08),(57 87115.586),(58 88137.14),(59 88992.83),(60 88730.625),(61 88576.39),(62 89053.95),(63 90911.25),(64 92050.195),(65 92144.59),(66 92083.97),(67 91344.22),(68 91371.63),(69 90850.75),(70 89537.34),(71 89383.15),(72 89385.914),(73 89472.414),(74 88777.47),(75 88085.17),(76 87435.86),(77 86853.836),(78 87590.08),(79 88586.484),
(1 11245.893),(2 30503.797),(3 43387.973),(4 48029.35),(5 49318.848),(6 50912.03),(7 53052.043),(8 54782.95),(9 55954.324),(10 57384.85),(11 59074.984),(12 60573.58),(13 61667.215),(14 62235.645),(15 62797.62),(16 63360.594),(17 63453.47),(18 63863.15),(19 64685.137),(20 65922.586),(21 66477.2),(22 66803.66),(23 67154.46),(24 67377.15),(25 67991.01),(26 68581.375),(27 69629.17),(28 70754.56),(29 70776.04),(30 70076.195),(31 68732.76),(32 67639.07),(33 66953.76),(34 66681.805),(35 68035.81),(36 69115.11),(37 69376.65),(38 69633.586),(39 70958.195),(40 71728.32),(41 72299.54),(42 72672.22),(43 72616.67),(44 73864.87),(45 75151.98),(46 75351.016),(47 75302.8),(48 75366.06),(49 75525.766),(50 76399.84),(51 76826.47),(52 77155.32),(53 77907.74),(54 78377.47),(55 78555.46),(56 78869.68),(57 80466.414),(58 82237.29),(59 82963.72),(60 82372.03),(61 82379.445),(62 82669.086),(63 83083.586),(64 84140.18),(65 84495.33),(66 84660.85),(67 84500.445),(68 84644.56),(69 83645.086),(70 82308.445),(71 82247.984),(72 82542.76),(73 82137.1),(74 81994.875),(75 82441.85),(76 83387.85),(77 83660.05),(78 83861.984),(79 83375.06),
(1 11001.47),(2 29744.543),(3 42527.93),(4 48128.563),(5 50213.316),(6 51445.46),(7 52461.9),(8 53205.434),(9 54827.836),(10 57139.363),(11 59453.094),(12 60428.613),(13 60859.44),(14 61267.133),(15 61085.023),(16 61185.152),(17 61272.89),(18 62292.016),(19 63836.496),(20 64698.02),(21 64559.883),(22 64666.316),(23 65133.67),(24 65730.945),(25 65984.66),(26 66460.09),(27 67528),(28 68604.125),(29 68918.22),(30 69810.945),(31 70106.09),(32 70065.14),(33 69539.29),(34 69355.46),(35 69387.55),(36 70223.9),(37 71114.53),(38 71471.21),(39 71780.7),(40 72477.56),(41 73779.23),(42 75851.17),(43 76648.266),(44 77003.695),(45 76809.56),(46 76673.09),(47 76783.61),(48 77658.516),(49 78965.91),(50 79758.78),(51 80835.67),(52 82557.305),(53 85453.89),(54 87593.8),(55 88631.97),(56 89018.31),(57 89693.66),(58 90223.195),(59 90192.07),(60 89343.17),(61 89180.516),(62 89332.62),(63 90133.8),(64 91378.836),(65 91955.625),(66 91510.05),(67 91031.43),(68 90455.31),(69 89630.484),(70 88693.92),(71 87818.09),(72 86901.336),(73 86793.33),(74 87061.21),(75 87293.66),(76 88080.82),(77 88767.52),(78 88644.67),(79 87228.055),
(1 10928.066),(2 29633.508),(3 42585.926),(4 47971.555),(5 49998.934),(6 50517.44),(7 50806.07),(8 51786.824),(9 53216.992),(10 55552.203),(11 57958.816),(12 59765.633),(13 61315.7),(14 61926.887),(15 61880.133),(16 62077.8),(17 62441.477),(18 62757.1),(19 63220.793),(20 63683.6),(21 63693.816),(22 63537.81),(23 63312.547),(24 63558.832),(25 64362.3),(26 65772.45),(27 66829.195),(28 66087.71),(29 66080.45),(30 66762.42),(31 67334.945),(32 67682.086),(33 68149.305),(34 68723.24),(35 69644.1),(36 69993.53),(37 70372.016),(38 70721.25),(39 72017.57),(40 73096.27),(41 73659.43),(42 74162.625),(43 73955.414),(44 74348.85),(45 74633.125),(46 73869.67),(47 73037.234),(48 73444.016),(49 75849.375),(50 77663.01),(51 79044.164),(52 81564.49),(53 84210.734),(54 84493.8),(55 83493.18),(56 82575.5),(57 83054.68),(58 83570.03),(59 83840.79),(60 84467.586),(61 84841.32),(62 84668.734),(63 85104.91),(64 86301.08),(65 86690.34),(66 86273.414),(67 85670.016),(68 84913.33),(69 84410.67),(70 84071.14),(71 84373.305),(72 84012.516),(73 83449.055),(74 83311.18),(75 84666.21),(76 86509.28),(77 87365.16),(78 85773.945),(79 83848.93),
(1 10716.104),(2 28580.354),(3 40904.824),(4 45736.324),(5 46886.625),(6 47378.63),(7 48579.95),(8 50249.664),(9 51204.586),(10 52043.65),(11 52841),(12 53792.8),(13 55098.89),(14 56244.676),(15 56219.137),(16 55761.016),(17 55743.28),(18 55681.723),(19 56373.367),(20 57458.484),(21 58423.574),(22 58522.676),(23 58179.52),(24 58092.563),(25 59079.715),(26 60163.082),(27 60728.434),(28 61349.055),(29 61850.45),(30 62550.92),(31 63024.37),(32 62966.188),(33 63163.72),(34 63704.51),(35 64303.887),(36 65328.473),(37 66258.31),(38 65847.9),(39 64973.617),(40 64368.45),(41 65155.67),(42 66242.96),(43 67017.4),(44 67423.02),(45 67749.18),(46 67381.11),(47 67230.99),(48 68617.336),(49 69800.38),(50 70714.43),(51 71835.45),(52 74407.83),(53 77845.21),(54 79238.66),(55 79265.91),(56 79275.766),(57 79397.25),(58 79749.59),(59 80977),(60 81551.46),(61 82250.32),(62 82471.76),(63 82735.98),(64 82145.3),(65 81371.82),(66 80996.85),(67 80754.09),(68 79313.81),(69 78760.055),(70 79218.266),(71 79811.38),(72 80523.766),(73 79756.06),(74 79322.42),(75 79400.375),(76 79901.55),(77 78744.04),(78 77609.4),(79 76775.336),
(1 10385.482),(2 27452.07),(3 39216.785),(4 43695.266),(5 45435.344),(6 46763.9),(7 48446.504),(8 49983.137),(9 50806.176),(10 51156.48),(11 52497.918),(12 54898.727),(13 56994.844),(14 57100.465),(15 56605.047),(16 56565.03),(17 56711.473),(18 56673.168),(19 56578.496),(20 56096.598),(21 56055.2),(22 56828.223),(23 58038.04),(24 59251.383),(25 60217.742),(26 61148.625),(27 62125.97),(28 62157.234),(29 61740.44),(30 61776.97),(31 62335.96),(32 63483.574),(33 64978.81),(34 66628.414),(35 67761.49),(36 68527.13),(37 69235.03),(38 69810.82),(39 70451.266),(40 71198.76),(41 72180.7),(42 72463.555),(43 73397.33),(44 74176.195),(45 74272.836),(46 73784.58),(47 73720),(48 74076.67),(49 75915.31),(50 77025.41),(51 78995.57),(52 80602.414),(53 81349.61),(54 81438),(55 80649.72),(56 79695.97),(57 79324.08),(58 79930.36),(59 81569.79),(60 81632.14),(61 81017.875),(62 79636.67),(63 78572.96),(64 78038.195),(65 78632.87),(66 79149.055),(67 78742.46),(68 78180.78),(69 78129.1),(70 78813.54),(71 79241.06),(72 79024.52),(73 78649.234),(74 78701.56),(75 78625.08),(76 77899),(77 77937.34),(78 78363.96),(79 78515.29),
(1 10823.468),(2 28485.842),(3 40468.652),(4 45015.164),(5 46052.625),(6 46023.082),(7 47048),(8 48395.496),(9 48756.01),(10 50007.508),(11 52216.348),(12 54335.7),(13 54413.83),(14 53182.39),(15 52717.93),(16 52780.03),(17 53057.49),(18 53666.46),(19 54364.594),(20 55078.66),(21 55699.348),(22 56660.992),(23 57034.234),(24 57503.93),(25 58216.32),(26 59078.895),(27 59382.117),(28 59892.957),(29 60409.24),(30 60088.117),(31 60986.746),(32 62294.66),(33 63138.453),(34 64011.086),(35 64681.117),(36 65050.992),(37 64568.066),(38 63915.395),(39 63616.277),(40 63612.656),(41 63807.207),(42 64043.86),(43 64681.676),(44 66454.91),(45 67190.24),(46 67873.766),(47 68728.97),(48 68757.266),(49 69308.74),(50 69240.984),(51 70123.63),(52 71293.37),(53 71607.734),(54 70684.375),(55 70527.96),(56 70092.84),(57 70366.11),(58 72207.32),(59 73030.05),(60 73945.63),(61 75048.625),(62 75016.13),(63 74426.516),(64 73926.03),(65 73258.46),(66 73437.34),(67 73507.34),(68 73509.69),(69 73595.625),(70 75147.87),(71 76829.13),(72 77304.21),(73 75867.02),(74 74526.77),(75 74342.836),(76 75172.59),(77 75807.45),(78 74735.734),(79 73510.22),
(1 10159.097),(2 26203.645),(3 36641.805),(4 40600.68),(5 41893.94),(6 43005.383),(7 44955.34),(8 46155.508),(9 46948.457),(10 48126.44),(11 50086.297),(12 51427.35),(13 51803.16),(14 51539.555),(15 51571.67),(16 51749.324),(17 51602.023),(18 51749.555),(19 52618.297),(20 54074.523),(21 54579.824),(22 54395.703),(23 54368.36),(24 55372.742),(25 56180.2),(26 56704.625),(27 57597.676),(28 58562.703),(29 58776.777),(30 58532.914),(31 57978.45),(32 57631.79),(33 57394.957),(34 57390.332),(35 57826.69),(36 58579.676),(37 58999.49),(38 59425.55),(39 60144.594),(40 60414.484),(41 60235.168),(42 59799.586),(43 61213.934),(44 63466.75),(45 63861.72),(46 64143.52),(47 64562.215),(48 64373.605),(49 65166.125),(50 65352.836),(51 65618.445),(52 66546.69),(53 67346.78),(54 68145.01),(55 68934.2),(56 69068.59),(57 70440.38),(58 72158.266),(59 72144.4),(60 71644.06),(61 71067.89),(62 70964.17),(63 72276.86),(64 73470.4),(65 74209.36),(66 75322.08),(67 77003.75),(68 77810.516),(69 77657.17),(70 76817.91),(71 75841.09),(72 75388.96),(73 75334.91),(74 75346.95),(75 74756.84),(76 73985.07),(77 73321.305),(78 72673.44),(79 71282.97),
(1 10707.446),(2 27785.934),(3 38492.613),(4 42049.85),(5 42433.45),(6 42575.105),(7 42848.535),(8 43187.652),(9 44068.363),(10 45951.125),(11 48452.195),(12 50236.813),(13 49968.094),(14 48754.26),(15 48414.18),(16 48511.78),(17 48329.56),(18 47417.3),(19 47767.887),(20 48786.348),(21 48805.754),(22 48963.285),(23 49987.543),(24 51716.926),(25 52774.55),(26 53746.965),(27 54481.35),(28 55279.277),(29 56374.805),(30 57663.875),(31 58639.805),(32 59549.016),(33 59890.55),(34 60172.895),(35 59979.355),(36 59561.973),(37 58926.99),(38 58637.824),(39 58752.926),(40 58245.86),(41 57181.027),(42 56194.74),(43 56758.15),(44 57701.09),(45 58769.023),(46 60076.16),(47 61530.402),(48 62455.285),(49 62531.086),(50 62179.81),(51 62644.945),(52 63621.12),(53 65692.87),(54 66097.41),(55 64992.035),(56 64006.945),(57 64862.156),(58 66014.8),(59 67045.32),(60 67246.74),(61 66846.91),(62 66345.305),(63 67046.164),(64 68413.86),(65 69073.9),(66 69240.266),(67 70364.96),(68 71088.87),(69 71032.84),(70 70834.49),(71 70620.51),(72 70763.1),(73 70837.66),(74 71104.41),(75 70885.63),(76 70158.32),(77 70192.016),(78 69689.13),(79 69077.44),
(1 10264.734),(2 26380.111),(3 37010.55),(4 40908.6),(5 41464.836),(6 41954.977),(7 43314.9),(8 44967.46),(9 46319.293),(10 47810.33),(11 48868.63),(12 49223.285),(13 48784.504),(14 48394.37),(15 48232.418),(16 49087.39),(17 49728.496),(18 50017.3),(19 50555.957),(20 51313.617),(21 51673.016),(22 52663.895),(23 54397.406),(24 56517.594),(25 58076),(26 58318.75),(27 58136.426),(28 57656.49),(29 57467.08),(30 57503.984),(31 57805.867),(32 58256.97),(33 58284.105),(34 57839.76),(35 57407.207),(36 57948.52),(37 58715.992),(38 59231.93),(39 58800.055),(40 57994.58),(41 57262.56),(42 57918.406),(43 59602.516),(44 60681.85),(45 61248.477),(46 62437.523),(47 63884.895),(48 64007.117),(49 64013.113),(50 64492.008),(51 65418.816),(52 66144.12),(53 66888.1),(54 67536.9),(55 67088.625),(56 67419.7),(57 68656.27),(58 68706.63),(59 68934.19),(60 70154.49),(61 70435.38),(62 70459.5),(63 70836.59),(64 71177.25),(65 71183.97),(66 71177.31),(67 71078.51),(68 70923.65),(69 70879.695),(70 69890.03),(71 69921.28),(72 70148.63),(73 69993.9),(74 69645.16),(75 68283.93),(76 67346.91),(77 67012.94),(78 66846.734),(79 66919.25),
(1 9626.811),(2 24828.814),(3 34920.67),(4 38660.11),(5 39373.39),(6 40023.61),(7 41490.984),(8 43219.313),(9 44559.23),(10 45668.453),(11 46198.797),(12 46243.992),(13 46584.06),(14 46751.074),(15 46503.477),(16 46147.06),(17 45897.027),(18 45633.977),(19 45936.45),(20 47056.906),(21 47796.297),(22 49071.92),(23 51110.707),(24 52461.594),(25 52987.906),(26 52840.44),(27 52684.496),(28 52904.58),(29 53238.363),(30 52673.34),(31 53512.504),(32 55056.617),(33 56144.297),(34 57149.508),(35 57692.34),(36 58157.453),(37 58424.594),(38 58536.418),(39 58667.55),(40 58701.8),(41 58512.875),(42 58553.594),(43 58873.063),(44 59645.254),(45 61090.313),(46 62747.848),(47 62964.027),(48 62133.008),(49 61418.324),(50 62308.477),(51 63434.28),(52 63780.79),(53 64272.73),(54 64077.594),(55 64429.406),(56 64689.688),(57 64288.227),(58 63761.086),(59 64057.508),(60 63990.855),(61 62591.086),(62 61622.414),(63 61227.82),(64 61764.71),(65 62183.45),(66 62248.625),(67 62336.18),(68 63277.145),(69 63409.086),(70 63435.875),(71 63099.594),(72 62964.1),(73 62821.34),(74 62037.492),(75 61907.883),(76 62045.574),(77 61572.363),(78 61688.71),(79 61087.695),
(1 9284.522),(2 23865.934),(3 33229.453),(4 36588.03),(5 37334.67),(6 37750.727),(7 38389.56),(8 38742.086),(9 39414.18),(10 40709.633),(11 42415.418),(12 43642.406),(13 44098.367),(14 44122.086),(15 43941.273),(16 44015.676),(17 44556.41),(18 44940.555),(19 46091.83),(20 47141.797),(21 47498.195),(22 48650.53),(23 50117.453),(24 50965.65),(25 51068.37),(26 50821.79),(27 50670.273),(28 51031.336),(29 51433.254),(30 52198.863),(31 53093.47),(32 53568.906),(33 53939.324),(34 54676.234),(35 54754.027),(36 54461.11),(37 54245.215),(38 55058.273),(39 55908.066),(40 57035.5),(41 57211.883),(42 57524.934),(43 57656.066),(44 57528.3),(45 57686.273),(46 57672.016),(47 57149.203),(48 57087.594),(49 57350.863),(50 58298.625),(51 58960.19),(52 59409.203),(53 59371.51),(54 58982.113),(55 59263.14),(56 59731.777),(57 60120.23),(58 60117.83),(59 60361.41),(60 60045.754),(61 58857.066),(62 58652.234),(63 59249.3),(64 59567.613),(65 59656.08),(66 59948.336),(67 59234.75),(68 58475.25),(69 58206.094),(70 58522.926),(71 58320.734),(72 58302.035),(73 58352.008),(74 58270.113),(75 58687.195),(76 58643.13),(77 56956.633),(78 56228.023),(79 56069.035),
(1 8480.899),(2 21716.15),(3 30220.525),(4 33525.215),(5 34448.066),(6 34825),(7 35403.094),(8 36332.727),(9 37747.387),(10 39240.043),(11 40665.086),(12 41076.824),(13 41139.97),(14 41246.88),(15 41582.82),(16 41871.703),(17 42742.688),(18 42724.72),(19 43034.324),(20 43636.94),(21 43846.297),(22 44709.35),(23 46061.39),(24 46895.797),(25 47522.957),(26 48136.348),(27 49023.414),(28 49863.297),(29 50394.92),(30 50817.23),(31 50850.59),(32 51623.977),(33 52056.84),(34 52926.926),(35 53227.266),(36 52899.02),(37 52116.223),(38 52056.523),(39 52874.19),(40 54248.17),(41 55635.613),(42 56115.805),(43 56370.88),(44 56354.297),(45 56792.52),(46 57224.84),(47 56757.848),(48 56721.063),(49 56490.977),(50 56755.18),(51 57105.516),(52 57528.78),(53 57636.836),(54 57861.547),(55 58016.465),(56 58409.258),(57 58628.387),(58 58412.49),(59 58726.773),(60 57894.35),(61 57320.195),(62 57558.676),(63 57579.34),(64 57375.406),(65 56840.21),(66 56598.785),(67 56709.703),(68 56105.957),(69 55537.89),(70 55315.69),(71 55840.574),(72 55306.69),(73 55108.625),(74 55399.703),(75 55778.742),(76 56651.246),(77 57051.984),(78 55967.445),(79 55650.55),
(1 8877.485),(2 22567.865),(3 31132.06),(4 34755.93),(5 35300.79),(6 35259.938),(7 35740.707),(8 37051.43),(9 38584.055),(10 40139.074),(11 41315.734),(12 41639.227),(13 41828.625),(14 42256.527),(15 42815.418),(16 43398.81),(17 43343.867),(18 42867.766),(19 42956.523),(20 43492.902),(21 44916.95),(22 46840.223),(23 47799.793),(24 47606.566),(25 47663.723),(26 47772.13),(27 48158.258),(28 48674.926),(29 48853.62),(30 48838.55),(31 48970.242),(32 49143.33),(33 49294.133),(34 49971.246),(35 50472.887),(36 50877.047),(37 51068.27),(38 51204.977),(39 51351.477),(40 51509.715),(41 52539.605),(42 52934.215),(43 52513.77),(44 52220.207),(45 52197.066),(46 52353.695),(47 52742.09),(48 53256.457),(49 54133.082),(50 55336.574),(51 56302.406),(52 56945.54),(53 57386.96),(54 57941.367),(55 58194.984),(56 58278.145),(57 58224.637),(58 58015.813),(59 57776.4),(60 57268.016),(61 56931.023),(62 57442.984),(63 57835.313),(64 57763.848),(65 57262.32),(66 56298.105),(67 55994.246),(68 56350.91),(69 56411.293),(70 57202.535),(71 57782.867),(72 57018.957),(73 55969.055),(74 55780.29),(75 55830.105),(76 56136.54),(77 55199.074),(78 54550.35),(79 54258.53),
