1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104311.1),(2 363182.25),(3 747010),(4 1212910.9),(5 1734508.4),(6 2279816.3),(7 2838491.8),(8 3425482.8),(9 3996716.8),(10 4560220.5),(11 5004389.5),(12 5398804.5),(13 5851177.5),(14 6421761.5),(15 6962084.5),(16 7644797.5),(17 8363402.5),(18 9093172),(19 9909956),(20 10789461),(21 11480489),(22 12240003),(23 13182911),(24 13992868),(25 14850648),(26 15664239),(27 16439163),(28 17264180),(29 18094420),(30 18875762),(31 19744838),(32 20711004),(33 21555930),(34 22503784),(35 23348682),(36 24184150),(37 24992848),(38 25768776),(39 26603608),(40 27575834),(41 28585590),(42 29479770),(43 30558648),(44 31695030),(45 32593352),(46 33603060),(47 34656484),(48 35564990),(49 36408068),(50 37170664),(51 37997092),(52 38653236),(53 39268140),(54 39724270),(55 40187150),(56 40815516),(57 41293836),(58 41689176),(59 41900790),(60 41744350),(61 41494210),(62 41086100),(63 40648896),(64 40306412),(65 40020330),(66 39850116),(67 39796400),(68 39678852),(69 39453924),(70 39405580),(71 39417876),(72 39443444),(73 39663148),(74 40195212),(75 40917884),(76 41783732),(77 42864136),(78 43763584),(79 44736836),
(1 41736.316),(2 100359.95),(3 134501.17),(4 145246.66),(5 148356.16),(6 148669.97),(7 148605.16),(8 148764.4),(9 152570.81),(10 155413.6),(11 156858.27),(12 157931.03),(13 159227.33),(14 161196.84),(15 159915.66),(16 160183.9),(17 165757.77),(18 169878.64),(19 170415.97),(20 168083.16),(21 166721.67),(22 167057.5),(23 174070.19),(24 181769.45),(25 185088.34),(26 182230.63),(27 176393.86),(28 172887.73),(29 170357.8),(30 168715.11),(31 172618.66),(32 178783.38),(33 183376.66),(34 185365.23),(35 184897.47),(36 181189.73),(37 178176.75),(38 174142.11),(39 173997.72),(40 174974.38),(41 177958.02),(42 178903.16),(43 176391.03),(44 173940.63),(45 176324.14),(46 180805.36),(47 182156.55),(48 182259.06),(49 182603.94),(50 185815.45),(51 191855.22),(52 192065.78),(53 189303.73),(54 187102.27),(55 189117.06),(56 192806.61),(57 195695.27),(58 196275.08),(59 197988.33),(60 201394.02),(61 202384.47),(62 204996.7),(63 207439.5),(64 206924.14),(65 206433.6),(66 206673.63),(67 210399.02),(68 212395.6),(69 212884.72),(70 212862.27),(71 212161.02),(72 212743.69),(73 214327.73),(74 216301.83),(75 220143.25),(76 222863.05),(77 224405.36),(78 223833.88),(79 226080.36),
(1 38759.516),(2 94557.66),(3 126830.016),(4 137522.45),(5 138950.89),(6 139896.75),(7 139785.9),(8 141151.75),(9 143426.7),(10 143509.84),(11 142069.88),(12 141750.39),(13 143422.08),(14 144192.55),(15 143250.22),(16 145452.98),(17 149477.97),(18 150583.19),(19 149084.22),(20 149636.14),(21 149974.1),(22 149130.53),(23 150488.56),(24 151685.61),(25 153565.3),(26 152076.67),(27 149730.08),(28 150482.81),(29 153281.4),(30 157448.81),(31 160685.14),(32 161647.77),(33 162149.38),(34 162888.17),(35 165047.38),(36 161497.97),(37 156350.4),(38 154965.03),(39 158641.4),(40 163974.2),(41 168487.73),(42 170643.86),(43 170590.92),(44 168674.63),(45 165718.64),(46 163480.23),(47 165915.14),(48 170968.17),(49 174635.19),(50 176150.05),(51 174932.03),(52 174480.81),(53 172042.63),(54 169672.44),(55 172788.97),(56 175077.95),(57 177744.8),(58 179882.34),(59 183735.81),(60 186446.77),(61 186966.88),(62 187182.81),(63 187228.86),(64 189254.25),(65 190870.84),(66 192523),(67 192930.4),(68 192272.45),(69 191873.27),(70 191076.17),(71 191641.81),(72 193028.86),(73 195713.83),(74 198301.66),(75 202878.1),(76 202738.64),(77 202148.27),(78 204259.8),(79 206977.94),
(1 39348.555),(2 93798.055),(3 124341.25),(4 130772.03),(5 129356.22),(6 128308.766),(7 131896.36),(8 136688.11),(9 139154.31),(10 139682.28),(11 138326.52),(12 136169.97),(13 133246.13),(14 133513.73),(15 137596.7),(16 141585.5),(17 141945.19),(18 141634.8),(19 141673.9),(20 144560.8),(21 149385.94),(22 150781.81),(23 146533.98),(24 143350.14),(25 144553.94),(26 146408.33),(27 150157.78),(28 150651.66),(29 151465.53),(30 154819.17),(31 158841.38),(32 161861.45),(33 160932.78),(34 159978.02),(35 159404.4),(36 160707.83),(37 162604.48),(38 165671.19),(39 168197.9),(40 168367.9),(41 166551.73),(42 165949.36),(43 167734.67),(44 168315.69),(45 167985.2),(46 166937.13),(47 165142.08),(48 168114.61),(49 171819.88),(50 171762.33),(51 173103.94),(52 174605.36),(53 177854.33),(54 180868.92),(55 180875.22),(56 179103.45),(57 177559.86),(58 178398.75),(59 181848.55),(60 184443.5),(61 188368.83),(62 190529.2),(63 193510.88),(64 198789.78),(65 202533.4),(66 203233.19),(67 202245.31),(68 201754.97),(69 201786.97),(70 200540.75),(71 201004.52),(72 204486.72),(73 208772.47),(74 210473.13),(75 210687.4),(76 210166.8),(77 210346.39),(78 212355.64),(79 214330.67),
(1 40064.805),(2 95114.555),(3 124186.6),(4 131228.81),(5 132007.58),(6 132571.5),(7 135775.81),(8 139843.69),(9 141763.72),(10 141710.3),(11 143773.25),(12 144946.67),(13 141780.75),(14 141155.1),(15 143508.81),(16 145775.81),(17 146413.38),(18 148005.52),(19 149064.81),(20 152044.86),(21 152903.64),(22 148870.06),(23 145342.83),(24 144157.28),(25 144435.38),(26 146312),(27 149985.78),(28 150997.48),(29 153022.52),(30 154668.23),(31 155976.83),(32 157851.28),(33 160437.73),(34 163117.31),(35 161598.33),(36 159586.66),(37 160643.39),(38 165462.84),(39 170919.5),(40 170827.34),(41 167267.31),(42 165780.16),(43 166840.5),(44 169437.44),(45 173661.77),(46 170480.39),(47 168966.7),(48 173598.56),(49 178238.78),(50 179445.61),(51 177942.17),(52 175927.53),(53 175702.25),(54 178948.1),(55 183061.25),(56 180595.88),(57 177351.25),(58 176178),(59 179942.88),(60 186876.69),(61 190611.34),(62 188329.52),(63 186525.19),(64 193324.27),(65 199657.97),(66 199181.77),(67 199286.19),(68 202639.38),(69 205135.81),(70 204105.58),(71 203810.81),(72 204100.5),(73 208551.31),(74 214711.02),(75 216028.56),(76 214327.47),(77 212968.23),(78 214051.98),(79 216250.69),
(1 36658.773),(2 87098.24),(3 115203.78),(4 124398.54),(5 125959.57),(6 126528.66),(7 126684.16),(8 126535.2),(9 125991.28),(10 127615.5),(11 130212.09),(12 133508.81),(13 132746.66),(14 130834.875),(15 130024.56),(16 129380.445),(17 129054.13),(18 131790.05),(19 134310.06),(20 138572.13),(21 141558.36),(22 143289.64),(23 143766),(24 143694.23),(25 142455.45),(26 141019.95),(27 140346.27),(28 140769.05),(29 142405.3),(30 144676.28),(31 146941.92),(32 150991.14),(33 153241.89),(34 154332.81),(35 153611.31),(36 150687.19),(37 152426.86),(38 159365.84),(39 159962.55),(40 154898.47),(41 152628.77),(42 154774.89),(43 157777.22),(44 159913.23),(45 158694.02),(46 157739),(47 160273.88),(48 164061.08),(49 166103.17),(50 165793.48),(51 165229.75),(52 166234.38),(53 168780.47),(54 172437.13),(55 173618.23),(56 174560.84),(57 174288.25),(58 171861.6),(59 173475.42),(60 176879.14),(61 179599.81),(62 179544.33),(63 179243.19),(64 184365.81),(65 185991.02),(66 183076.44),(67 182963.56),(68 187206.2),(69 191524.58),(70 193577.6),(71 195454.08),(72 196796.42),(73 200498.1),(74 203430.89),(75 203807.98),(76 203697.53),(77 204524.14),(78 207089.77),(79 210244.05),
(1 36198.902),(2 83623.27),(3 108887.26),(4 115749.516),(5 114674.42),(6 115078.336),(7 116028.94),(8 117490.266),(9 119582.75),(10 121841.48),(11 124321.83),(12 124241.09),(13 119793.11),(14 119496.92),(15 121745.86),(16 125808.766),(17 130051.22),(18 130882.24),(19 130329.36),(20 132172.33),(21 135736.97),(22 136489.47),(23 139642.47),(24 142793.16),(25 141873.05),(26 140012.39),(27 138796.53),(28 137373.22),(29 141198.25),(30 144950),(31 147954.7),(32 149380.27),(33 150634.72),(34 151672),(35 150800.55),(36 148311.92),(37 148856.02),(38 156269.66),(39 161060.31),(40 155934.81),(41 150697.66),(42 150817.61),(43 156360.86),(44 161347.25),(45 162699.89),(46 163009.33),(47 165874.42),(48 170290.88),(49 172029.83),(50 173645.53),(51 176730.5),(52 178953.56),(53 181089.3),(54 178522.03),(55 175978.27),(56 176972.23),(57 179818.08),(58 179939.98),(59 183100.27),(60 184668.48),(61 185443.16),(62 184414.73),(63 184749.19),(64 189623.6),(65 187681.75),(66 185580.53),(67 186184.17),(68 189670.56),(69 191844.86),(70 188364.19),(71 185468.97),(72 188333.16),(73 193283.84),(74 194715.4),(75 195202.95),(76 196927),(77 199994.84),(78 202962.95),(79 202149.75),
(1 34706.29),(2 81069.94),(3 104783.06),(4 111813.32),(5 113249.73),(6 114492.75),(7 114730.734),(8 113526.32),(9 112865.89),(10 113597.05),(11 117137.39),(12 120535.875),(13 120806.44),(14 116942.125),(15 115326.38),(16 117745.3),(17 121296.58),(18 125889.516),(19 127096.43),(20 128705.56),(21 129808.5),(22 131660.64),(23 136314.64),(24 138039.97),(25 136000.53),(26 135309.25),(27 132959.36),(28 131657.7),(29 132073.05),(30 134015.47),(31 139214.72),(32 142134.45),(33 140104.38),(34 138418.33),(35 139713.56),(36 141369.83),(37 142338.64),(38 145221.8),(39 146603.25),(40 145355.47),(41 144618.16),(42 145431.84),(43 148111.64),(44 152539.78),(45 155584.88),(46 157101.8),(47 158891.2),(48 161104.22),(49 159874.44),(50 158502.84),(51 159777.75),(52 161418.64),(53 161641.1),(54 159110.05),(55 157516.52),(56 157187.89),(57 159343.2),(58 164111.06),(59 165858.48),(60 167080.67),(61 170351.55),(62 172339.14),(63 173719.72),(64 175835.1),(65 176472.95),(66 176464.52),(67 176531.44),(68 176259.67),(69 177033.52),(70 179719.88),(71 182953),(72 184126.89),(73 184263.53),(74 188033.56),(75 193498.72),(76 196645.64),(77 197518.06),(78 195766.56),(79 193478.23),
(1 34895.543),(2 80945.08),(3 102599.86),(4 106992.125),(5 106966.65),(6 106986.41),(7 109104.53),(8 111456.695),(9 113031.29),(10 114070.73),(11 114251.016),(12 117150.55),(13 118790.2),(14 118815.945),(15 119096.97),(16 119726.016),(17 123583.44),(18 126375.766),(19 123488.6),(20 122488.56),(21 124298.34),(22 129204.695),(23 134443.83),(24 134316.22),(25 132699.39),(26 132518.45),(27 131107.66),(28 129584.03),(29 129631.18),(30 130933.086),(31 135156.95),(32 139483.33),(33 140698.53),(34 139260.94),(35 139276.77),(36 140424.9),(37 142927.31),(38 145400.03),(39 145291.03),(40 143628.64),(41 143499.27),(42 143096.88),(43 144893.7),(44 146808.25),(45 150836.42),(46 154342.22),(47 154342.1),(48 155560.3),(49 156994.3),(50 157560.55),(51 157583.45),(52 158873.34),(53 162332.73),(54 161387.02),(55 160486.28),(56 162293.33),(57 164516.69),(58 166978.83),(59 167582.2),(60 167917.6),(61 171235.56),(62 176781.78),(63 178739.1),(64 179541.86),(65 180600.56),(66 179914.8),(67 180546.72),(68 180367.47),(69 181244.53),(70 184019.28),(71 187375.75),(72 191925.64),(73 191930.47),(74 189813.25),(75 192482.03),(76 194855.78),(77 197024.55),(78 195907.69),(79 193856.72),
(1 35151.74),(2 80484.11),(3 101817.93),(4 106701.65),(5 107121.66),(6 107499.4),(7 110956.13),(8 114418.766),(9 114716.92),(10 111798.4),(11 111493.56),(12 115260.37),(13 115864.664),(14 114031.23),(15 113438.445),(16 115980.34),(17 121063.7),(18 123566.805),(19 125668.53),(20 124599.36),(21 122935.71),(22 121352.81),(23 122273.484),(24 123972.24),(25 126143.71),(26 130404.46),(27 131676.69),(28 129467.51),(29 128448.11),(30 128093.25),(31 130636.84),(32 131511.73),(33 132862.84),(34 132911.8),(35 135621.73),(36 138346.98),(37 139982.98),(38 142909.33),(39 143408.84),(40 144361.03),(41 146148.56),(42 144296.47),(43 143257.94),(44 143081.33),(45 147349.73),(46 148652.78),(47 149301.73),(48 149783.64),(49 150932.42),(50 152432.58),(51 154040.58),(52 153795.2),(53 155286.58),(54 157657.47),(55 161931.78),(56 164742.88),(57 166805.63),(58 165804.19),(59 166006.8),(60 166979.2),(61 168486.89),(62 168348.47),(63 168849.23),(64 173537.47),(65 176516.81),(66 173307.66),(67 173139.33),(68 174120.4),(69 177015.63),(70 180395.28),(71 181201.31),(72 179498.8),(73 179688.42),(74 183011.27),(75 185777.36),(76 190350.02),(77 190605.39),(78 188035.63),(79 185560.05),
(1 34948.418),(2 81671.836),(3 103531.16),(4 106215.33),(5 100876.586),(6 101267.016),(7 106261.58),(8 110294.375),(9 109709.586),(10 109489.64),(11 110772.63),(12 111853.25),(13 111149.305),(14 109940.13),(15 111909.76),(16 116769.625),(17 121631.484),(18 122865.37),(19 122749.88),(20 125047.33),(21 123765.94),(22 121843.125),(23 123243.82),(24 124396),(25 127482.44),(26 130043.39),(27 131944.6),(28 131325.34),(29 130956.1),(30 130708.71),(31 131780.11),(32 133642.56),(33 134474.58),(34 133776.53),(35 135293.58),(36 135899.97),(37 136002.66),(38 136665.22),(39 137533.94),(40 140325.75),(41 141045.97),(42 141558.14),(43 140308.7),(44 138932.19),(45 140878.23),(46 141362.95),(47 142904.42),(48 145211.25),(49 144951.14),(50 143043.25),(51 143642.73),(52 145216.92),(53 148556.75),(54 149645.73),(55 149872.36),(56 152249.52),(57 153801),(58 154496.89),(59 157280.28),(60 158319.95),(61 159643),(62 159604.63),(63 157785.27),(64 158898.7),(65 161736.08),(66 161664.17),(67 162041.98),(68 163777.81),(69 166993.08),(70 169723.66),(71 168645.47),(72 166726.92),(73 165011.84),(74 166077.5),(75 171965.06),(76 175765.47),(77 176768.1),(78 175994.34),(79 175719.88),
(1 34726.55),(2 80862.8),(3 102450.42),(4 104364.66),(5 100127.11),(6 98643.17),(7 101353.336),(8 105357.48),(9 107151.94),(10 108776.49),(11 110403.11),(12 110618.78),(13 108702.86),(14 107357.98),(15 108923.18),(16 113452.38),(17 116407.38),(18 118934.66),(19 119621.82),(20 121058.85),(21 120864.09),(22 120669.4),(23 121056.51),(24 121772.14),(25 122843.51),(26 121619.97),(27 121842.73),(28 124726.33),(29 126504.414),(30 128552.93),(31 130587.55),(32 130685.04),(33 131414.16),(34 132251.4),(35 135291.42),(36 136598.86),(37 136180.64),(38 134825.73),(39 135006.02),(40 137543.34),(41 141810.58),(42 144226.77),(43 144799.31),(44 143668.75),(45 144001.86),(46 146444.33),(47 149362.83),(48 147772.17),(49 145361.95),(50 148551.44),(51 153441.06),(52 156294.77),(53 154398.06),(54 156021.06),(55 159035.75),(56 161666.67),(57 164223.34),(58 164278.33),(59 160979.16),(60 164517.02),(61 170369.31),(62 176789.67),(63 180725.44),(64 182147.83),(65 177443.97),(66 176622.3),(67 177902.77),(68 179968),(69 183856.38),(70 185377.05),(71 184258.34),(72 181931.77),(73 182738.31),(74 187642.44),(75 188899.19),(76 188343.84),(77 189561.83),(78 189524.72),(79 189069.17),
(1 33695.523),(2 75079.29),(3 93206.81),(4 93878.5),(5 91646.99),(6 92856.58),(7 96148.18),(8 100123.18),(9 101580.16),(10 101438.914),(11 101099.98),(12 99322.336),(13 98082.8),(14 99005.266),(15 102296.66),(16 105764.77),(17 106732.18),(18 108425.6),(19 108610.04),(20 109223.68),(21 111360.39),(22 112966.6),(23 112980.586),(24 112330.82),(25 113313.83),(26 113597.15),(27 114170.8),(28 114361.91),(29 114469.02),(30 113906.52),(31 114015.14),(32 117198.33),(33 120857.91),(34 120763.266),(35 119730.66),(36 120819.63),(37 122629.49),(38 121601.9),(39 122244.55),(40 123920.21),(41 126077.59),(42 128567.44),(43 128181.984),(44 129330.85),(45 132152.55),(46 133253.4),(47 132498.52),(48 131076.23),(49 130452.42),(50 131878.56),(51 133961.11),(52 135244.67),(53 136769.31),(54 136653.28),(55 136769.3),(56 138670.28),(57 140989.72),(58 142799.13),(59 143533.83),(60 143711.03),(61 145459.56),(62 147363.28),(63 149301.36),(64 150983.92),(65 152293.44),(66 153127.08),(67 154011.72),(68 155194.28),(69 157460.84),(70 158999.72),(71 160000.56),(72 159074.25),(73 160008),(74 163046.73),(75 165620.03),(76 166246.69),(77 166921.72),(78 169144.9),(79 168669.53),
(1 32244.576),(2 71960.5),(3 91146.945),(4 94747.56),(5 93372.84),(6 93748.234),(7 97378.24),(8 101127.89),(9 101288.33),(10 100758.914),(11 99916.29),(12 100360.32),(13 100550.18),(14 101533.4),(15 103687.37),(16 106705.75),(17 106579.914),(18 106677.234),(19 106911.234),(20 105890.92),(21 105872.11),(22 106983.13),(23 110472.086),(24 111643.3),(25 112809.94),(26 114258.33),(27 114315.81),(28 114032.414),(29 114481.61),(30 113526.49),(31 112067.61),(32 110325.01),(33 110054.125),(34 112509.21),(35 113479.875),(36 114218.516),(37 116325.15),(38 118374.78),(39 120040.695),(40 119760.33),(41 122491.81),(42 124068.82),(43 123308.49),(44 124104.984),(45 126221.55),(46 126569.32),(47 126827.44),(48 127226.14),(49 126814.76),(50 128342.08),(51 130745.836),(52 132260.55),(53 132641.52),(54 134112.44),(55 136677.33),(56 138951.81),(57 141445.78),(58 140450.3),(59 138454.08),(60 138497.48),(61 140543.88),(62 144034.14),(63 145825.64),(64 147188.34),(65 146545.31),(66 146754.81),(67 148692.67),(68 149095.9),(69 149271.64),(70 152218.53),(71 154910.48),(72 155449.67),(73 156140.56),(74 158512.05),(75 158177.77),(76 156750.95),(77 157271.77),(78 158583.39),(79 157750.9),
(1 32081.615),(2 72171.94),(3 89431.58),(4 91527.17),(5 90420.055),(6 90102.3),(7 91925.56),(8 93456.51),(9 93756.88),(10 93414.33),(11 93570.664),(12 94029.15),(13 92881.22),(14 93612.25),(15 95663.39),(16 97395.22),(17 97574.3),(18 99353.914),(19 99968.67),(20 99451.41),(21 98709.45),(22 100103.47),(23 102318.49),(24 103974.4),(25 105769.805),(26 105887.28),(27 104576.77),(28 104995.7),(29 106008.414),(30 104268.05),(31 104405.01),(32 104399.414),(33 104734.59),(34 105657.87),(35 108741.66),(36 110512.55),(37 113498.195),(38 116337.22),(39 115364.8),(40 113773.96),(41 116424.78),(42 121036.33),(43 124287.98),(44 125430.586),(45 125409.46),(46 125339.48),(47 126839.11),(48 128719.58),(49 129931.46),(50 131381.11),(51 132301.88),(52 133107.94),(53 131986.64),(54 133289.16),(55 136543.33),(56 139717.48),(57 141093.92),(58 140066.52),(59 137223.48),(60 137462.88),(61 139589.33),(62 141809.08),(63 144406.33),(64 145981.23),(65 144860.52),(66 143794.66),(67 144738.31),(68 146371.38),(69 146277.58),(70 146861.56),(71 148377.05),(72 148880.72),(73 147733.08),(74 147436.19),(75 146856.2),(76 146762.56),(77 146122.56),(78 146237.48),(79 147339.5),
(1 30542.852),(2 67103.35),(3 80390.78),(4 81271.67),(5 80647.516),(6 80159.17),(7 83152.3),(8 84294.65),(9 84860.61),(10 86201.28),(11 88023.41),(12 87697.984),(13 87765.805),(14 87761.23),(15 88512.234),(16 89574.17),(17 92074.27),(18 93765.75),(19 93026.266),(20 92929.88),(21 93638.1),(22 94272.695),(23 95361.14),(24 96985.586),(25 98267.83),(26 98014.17),(27 96450.35),(28 95785.01),(29 96388.08),(30 97409.22),(31 99453.05),(32 101284.625),(33 99807.99),(34 98475.94),(35 99935.67),(36 101521.195),(37 103779.41),(38 104385.42),(39 103553.89),(40 101174.46),(41 102277.78),(42 104300.67),(43 106337.84),(44 106602.04),(45 106188.44),(46 106296.42),(47 107216.6),(48 109500.41),(49 111914.65),(50 113351.17),(51 114193.12),(52 114120.016),(53 113658.47),(54 114024.07),(55 117302.54),(56 119965.15),(57 121353.12),(58 122048.086),(59 122268.98),(60 122426.445),(61 123117.96),(62 127128.46),(63 128229.195),(64 129162.36),(65 129485.42),(66 131091.39),(67 132849.89),(68 135067.78),(69 136577.55),(70 138207.94),(71 139360.44),(72 139590.92),(73 137624.3),(74 138474.75),(75 143238.13),(76 144241.64),(77 142152.05),(78 142382.67),(79 144769.13),
(1 31674.7),(2 69963.08),(3 85433.01),(4 86193.43),(5 82645.445),(6 84190.195),(7 86735.92),(8 87010.66),(9 86238.46),(10 88170.734),(11 90825.445),(12 92469.69),(13 93016.14),(14 91986.01),(15 92496.65),(16 93457.734),(17 93488.69),(18 93576.12),(19 93726.74),(20 94541.22),(21 97355.2),(22 99775.38),(23 101847.6),(24 103360.88),(25 103113.55),(26 102666.54),(27 100976.89),(28 100303.54),(29 100383.61),(30 102237.6),(31 104779.34),(32 106153.57),(33 106751.44),(34 106692.26),(35 107264.164),(36 106974.57),(37 106915.555),(38 106947.016),(39 107639.63),(40 107095.06),(41 110005.805),(42 112985.125),(43 113766.71),(44 112955.31),(45 113990.81),(46 115322.734),(47 117420.22),(48 119488.16),(49 120418.75),(50 119504.14),(51 117736.75),(52 117493.836),(53 118812.18),(54 121335.55),(55 122705.266),(56 123151.34),(57 123810.59),(58 124877.15),(59 124696.16),(60 125676.35),(61 126479.84),(62 127041.57),(63 126787.125),(64 126660.36),(65 128236.695),(66 130325.38),(67 131273.6),(68 132466.28),(69 132784.64),(70 133685.08),(71 134777.84),(72 132523.94),(73 130886.06),(74 134084.83),(75 136761.73),(76 135627.89),(77 135354.13),(78 136307.66),(79 138248.61),
(1 29911.615),(2 64745.492),(3 76669.83),(4 76812.14),(5 77172.84),(6 80760.04),(7 82442.375),(8 82328.5),(9 81936.875),(10 83580.52),(11 85275.32),(12 83973.516),(13 82143.33),(14 82270.71),(15 85394.67),(16 87472.875),(17 86691.914),(18 86505.7),(19 87366.16),(20 87695.18),(21 89064.81),(22 90331.67),(23 92388.76),(24 93820.87),(25 96001.83),(26 96735),(27 96064.69),(28 95810.14),(29 98156.92),(30 98270.33),(31 99174.55),(32 99191.945),(33 100220.6),(34 101530.76),(35 102250),(36 102555.91),(37 103727.336),(38 104895.195),(39 105695.73),(40 106930.875),(41 106769.4),(42 107206.086),(43 109444.664),(44 110189.72),(45 109820.89),(46 111728.06),(47 115428.48),(48 116263.91),(49 115994.664),(50 115638.74),(51 117057.586),(52 118155.22),(53 120314.414),(54 120820.5),(55 122793.98),(56 124501.95),(57 123304.44),(58 122345.66),(59 125704.62),(60 130171.08),(61 129606.44),(62 128693.375),(63 130966.234),(64 133297.19),(65 136028.7),(66 135146.72),(67 135808.7),(68 138560.92),(69 139115.48),(70 139093),(71 141496.1),(72 144852.05),(73 146556.17),(74 147203.53),(75 145577.97),(76 144323.78),(77 144848.56),(78 145082.22),(79 145493.3),
(1 29141.379),(2 60891.33),(3 72151.07),(4 73631.83),(5 74730.71),(6 77315.36),(7 79901.414),(8 81067.23),(9 81766.17),(10 81145.94),(11 80811.05),(12 79109.48),(13 78554.21),(14 80164.49),(15 81954.78),(16 81867.74),(17 81190.59),(18 81685.13),(19 82579.18),(20 85097.86),(21 87784.13),(22 87701.38),(23 86501.08),(24 85036.016),(25 87801.49),(26 90200.75),(27 90338.22),(28 90580.14),(29 91544.87),(30 93043.78),(31 93472.57),(32 93689.62),(33 93527.09),(34 94612.164),(35 95519.66),(36 97305.02),(37 98031.945),(38 100151.96),(39 101178.92),(40 102483.25),(41 102320.61),(42 101821.87),(43 102567.07),(44 103117.75),(45 103566.9),(46 104290.79),(47 104484.4),(48 105566.58),(49 105732.34),(50 105177.58),(51 106910.69),(52 109755.234),(53 111516.74),(54 111739.96),(55 111959.83),(56 113289.55),(57 114297.13),(58 115062.95),(59 117137.68),(60 117406.98),(61 117945.51),(62 120439.47),(63 122092.89),(64 123535.484),(65 125085.62),(66 125174.37),(67 125123.28),(68 123670.11),(69 123470.234),(70 124774.234),(71 124615.28),(72 124361.1),(73 123351.13),(74 124472.164),(75 124105.6),(76 124035.17),(77 124151.11),(78 124875.766),(79 125390.22),
