1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 48267.06),(2 165405.81),(3 347365.97),(4 569806.6),(5 837131.44),(6 1124428.6),(7 1423176.4),(8 1725143.5),(9 2052629.6),(10 2359891.8),(11 2728530.8),(12 3092787.3),(13 3481482.8),(14 3893740.8),(15 4352427.5),(16 4796895),(17 5286959.5),(18 5784850.5),(19 6337949.5),(20 6853946),(21 7327737.5),(22 7815158.5),(23 8235018),(24 8628091),(25 9099600),(26 9464595),(27 9861925),(28 10220423),(29 10605292),(30 10932141),(31 11253272),(32 11508144),(33 11751643),(34 11981581),(35 12190925),(36 12373203),(37 12624000),(38 12825563),(39 13120701),(40 13383477),(41 13767593),(42 14249787),(43 14828133),(44 15379808),(45 16055317),(46 16715811),(47 17538330),(48 18376800),(49 19388250),(50 20327944),(51 21279414),(52 22264630),(53 23363686),(54 24616032),(55 25957806),(56 27192722),(57 28541246),(58 29810296),(59 31077414),(60 32147744),(61 33106266),(62 33900324),(63 34793348),(64 35510948),(65 36268510),(66 36840244),(67 37412188),(68 37800124),(69 38103440),(70 38363120),(71 38636850),(72 38840784),(73 39018052),(74 39219150),(75 39275364),(76 39337710),(77 39376308),(78 39297116),(79 39149340),
(1 3609.5974),(2 7749.57),(3 10372.668),(4 11950.539),(5 13240.475),(6 13802.829),(7 14000.518),(8 14093.234),(9 14053.678),(10 13918.523),(11 13990.729),(12 14172.95),(13 14457.987),(14 14978.189),(15 14926.143),(16 15027.645),(17 15199.442),(18 15268.542),(19 15513.1),(20 15758.065),(21 16042.096),(22 16173.692),(23 16106.397),(24 16170.568),(25 15981.488),(26 16195.954),(27 16091.428),(28 15957.95),(29 16069.421),(30 16044.313),(31 16179.084),(32 16495.62),(33 16715.197),(34 16894.95),(35 17064.172),(36 16918.586),(37 16677.805),(38 16708.713),(39 16595.914),(40 16622.215),(41 16499.635),(42 16481.424),(43 16677.004),(44 16762.967),(45 16748.441),(46 16685.865),(47 16456.273),(48 16225.616),(49 16123.704),(50 16499.447),(51 16349.253),(52 16263.442),(53 16323.322),(54 16231.763),(55 15937.41),(56 15496.537),(57 15180.469),(58 15078.519),(59 15194.344),(60 15086.376),(61 15193.444),(62 15542.003),(63 15702.213),(64 15734.271),(65 15641.129),(66 15651.769),(67 15637.592),(68 15398.019),(69 15439.939),(70 15473.327),(71 15396.818),(72 15409.812),(73 15566.874),(74 15960.918),(75 16213.205),(76 16200.908),(77 16048.522),(78 16110.183),(79 16325.387),
(1 3541.2344),(2 7534.9956),(3 10014.604),(4 11658.359),(5 12855.707),(6 13377.124),(7 13578.533),(8 13633.646),(9 13524.624),(10 13419.935),(11 13435.827),(12 13682.514),(13 13780.134),(14 14243.977),(15 14342.501),(16 14636.361),(17 14775.748),(18 14868.21),(19 14943.971),(20 15128.918),(21 15311.868),(22 15508.83),(23 15456.176),(24 15484.558),(25 15430.271),(26 15500.249),(27 15239.446),(28 15086.546),(29 14914.046),(30 14894.456),(31 15176.524),(32 15481.9375),(33 15569.707),(34 15635.925),(35 15600.372),(36 15473.176),(37 15395.195),(38 15567.57),(39 15539.767),(40 15568.226),(41 15536.565),(42 15560.405),(43 15540.205),(44 15334.935),(45 15226.859),(46 15043.376),(47 14766.639),(48 14650.382),(49 14727.151),(50 15217.084),(51 15355.368),(52 15358.469),(53 15278.474),(54 15089.833),(55 14673.201),(56 14289.012),(57 14170.646),(58 14232.897),(59 14202.122),(60 14152.685),(61 14325.932),(62 14591.011),(63 14856.657),(64 14964.575),(65 14939.69),(66 15046.004),(67 15170.721),(68 15044.729),(69 15035.843),(70 15289.546),(71 15403.554),(72 15418.735),(73 15471.691),(74 15806.163),(75 15809.361),(76 15764.529),(77 15755.186),(78 15954.309),(79 16304.655),
(1 3490.81),(2 7436.6753),(3 10014.888),(4 11719.31),(5 13022.541),(6 13563.216),(7 13609.8125),(8 13369.193),(9 13030.995),(10 12670.766),(11 12489.97),(12 12724.79),(13 13011.642),(14 13612.537),(15 13897.521),(16 14420.131),(17 14850.648),(18 15287.149),(19 15493.656),(20 15748.02),(21 16179.28),(22 16428.629),(23 16579.063),(24 16875.979),(25 16820.846),(26 16912.203),(27 16552.996),(28 16358.401),(29 16254.58),(30 16126.025),(31 16253.475),(32 16546.045),(33 16771.918),(34 17009.32),(35 17062.674),(36 17017.521),(37 16924.074),(38 17278.107),(39 17105.314),(40 16908.295),(41 16556.604),(42 16262.561),(43 16020.402),(44 15884.715),(45 15869.761),(46 15768.93),(47 15465.471),(48 15246.343),(49 15165.83),(50 15297.714),(51 15153.142),(52 15070.694),(53 14992.832),(54 14882.58),(55 14487.378),(56 14216.122),(57 14096.688),(58 14072.723),(59 14049.083),(60 14066.4375),(61 14309.995),(62 15030.005),(63 15498.66),(64 15571.2),(65 15476.303),(66 15243.517),(67 15062.123),(68 14929.529),(69 15111.091),(70 15209.169),(71 15259.311),(72 15378.03),(73 15365.282),(74 15440.658),(75 15241.756),(76 15151.876),(77 15169.443),(78 15389.864),(79 15525.5625),
(1 3539.938),(2 7654.5054),(3 10436.917),(4 12185.047),(5 13287.542),(6 13653.568),(7 13587.139),(8 13314.416),(9 12999.66),(10 12713.445),(11 12446.964),(12 12529.979),(13 12614.105),(14 13072.121),(15 13304.819),(16 13475.675),(17 13538.0205),(18 13863.4),(19 14119.377),(20 14557.354),(21 15060.931),(22 15320.674),(23 15114.901),(24 14982.824),(25 14905.881),(26 15037.208),(27 15029.846),(28 14926.31),(29 14858.616),(30 15062.114),(31 15417.988),(32 15988.891),(33 16326.599),(34 16374.017),(35 16357.294),(36 16394.713),(37 16390.26),(38 16530.828),(39 16231.575),(40 16125.799),(41 15928.017),(42 15838.141),(43 15896.062),(44 15912.432),(45 15773.342),(46 15503.806),(47 15335.578),(48 15373.03),(49 15302.384),(50 15493.364),(51 15355.856),(52 15236.079),(53 14907.6),(54 14532.875),(55 14244.64),(56 14010.1455),(57 13883.342),(58 13961.789),(59 13930.729),(60 13874.741),(61 14002.555),(62 14451.068),(63 14757.273),(64 14813.719),(65 14911.59),(66 14976.949),(67 14767.591),(68 14623.804),(69 14854.03),(70 15133.599),(71 15147.37),(72 15012.94),(73 14861.682),(74 14969.886),(75 14895.979),(76 14812.881),(77 14893.087),(78 15076.905),(79 15319.331),
(1 3341.9863),(2 7208.5796),(3 9648.431),(4 10810.657),(5 11412.688),(6 11550.502),(7 11470.738),(8 11382.1455),(9 11217.596),(10 11193.207),(11 11064.238),(12 11211.739),(13 11323.729),(14 11854.671),(15 11932.915),(16 11889.769),(17 11971.746),(18 12239.36),(19 12554.874),(20 12877.609),(21 13107.686),(22 13060.387),(23 12779.597),(24 12831.883),(25 12997.137),(26 13313.867),(27 13294.246),(28 13192.6045),(29 13137.112),(30 13177.223),(31 13381.665),(32 13716.045),(33 13808.024),(34 13934.213),(35 13879.334),(36 13775.79),(37 13731.419),(38 13886.752),(39 13768.097),(40 13611.403),(41 13425.161),(42 13343.045),(43 13538.942),(44 13594.688),(45 13385.452),(46 13215.115),(47 13106.573),(48 13173.599),(49 13176.132),(50 13374.033),(51 13267.646),(52 13270.831),(53 13059.284),(54 12979.954),(55 12867.166),(56 12735.783),(57 12673.755),(58 12487.471),(59 12247.202),(60 12125.366),(61 12213.745),(62 12599.872),(63 12795.748),(64 12713.639),(65 12593.824),(66 12582.008),(67 12317.529),(68 12264.87),(69 12532.959),(70 12548.945),(71 12393.166),(72 12256.322),(73 12258.089),(74 12403.527),(75 12419.096),(76 12536.894),(77 12780.101),(78 13108.172),(79 13437.963),
(1 3142.134),(2 6560.1084),(3 8743.141),(4 9915.416),(5 10646.446),(6 11005.758),(7 11233.854),(8 11282.968),(9 11181.291),(10 11284.607),(11 11212.876),(12 11376.628),(13 11521.399),(14 11964.556),(15 12034.374),(16 12236.09),(17 12433.009),(18 12596.9795),(19 12707.702),(20 12674.065),(21 12734.025),(22 12752.996),(23 12548.8955),(24 12618.551),(25 12704.142),(26 12931.004),(27 12873.775),(28 12738.1875),(29 12694.981),(30 12568.537),(31 12678.202),(32 13022.386),(33 13193.426),(34 13204.628),(35 13184.275),(36 13180.457),(37 13119.692),(38 13220.943),(39 13108.1875),(40 13061.617),(41 12939.419),(42 12783.369),(43 12717.194),(44 12730.651),(45 12759.744),(46 12653.746),(47 12577.415),(48 12619.062),(49 12575.076),(50 12765.326),(51 12787.98),(52 12770.472),(53 12554.435),(54 12574.882),(55 12501.339),(56 12458.637),(57 12396.732),(58 12399.103),(59 12162.807),(60 12108.06),(61 12304.697),(62 12695.183),(63 12815.467),(64 12833.258),(65 12789.581),(66 12760.164),(67 12487.142),(68 12362.726),(69 12421.622),(70 12478.188),(71 12537.349),(72 12562.783),(73 12674.188),(74 12890.761),(75 12842.845),(76 13071.15),(77 13306.515),(78 13521.522),(79 13586.199),
(1 3003.8079),(2 6166.965),(3 8119.782),(4 9442.419),(5 10360.486),(6 10574.103),(7 10667.033),(8 10576.052),(9 10491.09),(10 10458.456),(11 10327.545),(12 10219.401),(13 10333.162),(14 10724.562),(15 10846.611),(16 11106.886),(17 11397.988),(18 11667.353),(19 11932.802),(20 12120.501),(21 12457.819),(22 12591.474),(23 12463.82),(24 12520.985),(25 12370.027),(26 12409.755),(27 12151.256),(28 11976.8955),(29 11918.979),(30 12207.545),(31 12460.037),(32 12723.789),(33 13072.0625),(34 13259.504),(35 13460.652),(36 13627.363),(37 13489.325),(38 13449.914),(39 13232.736),(40 13205.701),(41 13026.462),(42 12759.391),(43 12743.824),(44 12777.644),(45 12769.296),(46 12695.374),(47 12518.598),(48 12414.164),(49 12377.435),(50 12561.024),(51 12605.623),(52 12471.084),(53 12273.245),(54 11979.541),(55 11790.713),(56 11749.373),(57 11670.849),(58 11626.128),(59 11671.399),(60 11625.96),(61 11789.599),(62 12054.154),(63 12368.551),(64 12627.149),(65 12539.759),(66 12324.908),(67 12121.863),(68 11929.8545),(69 11946.318),(70 12021.607),(71 11949.166),(72 12102.93),(73 12194.233),(74 12479.387),(75 12680.917),(76 12993.449),(77 13075.22),(78 13026.342),(79 12976.329),
(1 2993.2122),(2 6233.204),(3 8533.551),(4 10031.514),(5 10921.302),(6 11144.714),(7 11145.415),(8 10968.052),(9 10633.394),(10 10353.367),(11 10213.014),(12 10267.901),(13 10567.535),(14 11130.199),(15 11316.267),(16 11591.941),(17 11784.438),(18 12063.362),(19 12341.157),(20 12656.783),(21 13114.264),(22 13358.278),(23 13368.068),(24 13579.703),(25 13599.892),(26 13654.716),(27 13385.853),(28 12987.805),(29 12836.724),(30 12967.938),(31 13175.385),(32 13609.039),(33 14014.376),(34 14223.748),(35 14266.769),(36 14193.3955),(37 13904.774),(38 13959.938),(39 13841.905),(40 13804.195),(41 13585.002),(42 13348.056),(43 13248.426),(44 13122.549),(45 13064.425),(46 12926.333),(47 12731.995),(48 12822.252),(49 12827.029),(50 12971.715),(51 12873.631),(52 12724.299),(53 12337.927),(54 11874.728),(55 11561.826),(56 11444.403),(57 11437.032),(58 11609.863),(59 11684.016),(60 11721.858),(61 11845.203),(62 12216.311),(63 12598.449),(64 12752.538),(65 12592.484),(66 12511.264),(67 12456.25),(68 12391.647),(69 12430.131),(70 12632.986),(71 12670.743),(72 12699.93),(73 12652.7),(74 12632.915),(75 12684.392),(76 12804.462),(77 12746.46),(78 12708.066),(79 12770.461),
(1 2873.513),(2 5977.611),(3 8154.613),(4 9341.916),(5 9996.527),(6 10217.614),(7 10136.053),(8 9766.206),(9 9320.669),(10 9178.744),(11 9306.797),(12 9472.549),(13 9666.111),(14 10251.782),(15 10348.574),(16 10578.826),(17 10845.477),(18 11091.056),(19 11330.329),(20 11654.164),(21 11992.67),(22 12266.489),(23 12438.65),(24 12411.495),(25 12390.594),(26 12326.312),(27 12047.112),(28 11791.819),(29 11749.053),(30 11972.826),(31 12202.943),(32 12532.727),(33 12911.551),(34 13029.294),(35 12928.895),(36 12969.2705),(37 12875.196),(38 12976.016),(39 12835.405),(40 12786.972),(41 12576.32),(42 12406.688),(43 12301.798),(44 12104.131),(45 11951.072),(46 11774.646),(47 11577.721),(48 11731.278),(49 11919.556),(50 12119.149),(51 12027.09),(52 11825.147),(53 11480.2705),(54 11171.814),(55 10985.746),(56 10907.235),(57 11000.659),(58 11049.651),(59 10989.683),(60 11011.604),(61 11239.962),(62 11698.241),(63 11909.444),(64 11875.633),(65 11765.449),(66 11779.439),(67 11809.183),(68 11810.574),(69 11799.058),(70 11936.214),(71 11985.034),(72 12048.601),(73 11870.765),(74 11836.034),(75 11915.926),(76 11890.661),(77 11856.93),(78 11762.888),(79 11830.462),
(1 2711.1482),(2 5597.8374),(3 7545.279),(4 8636.825),(5 9230.63),(6 9324.75),(7 9161.696),(8 8806.275),(9 8592.753),(10 8646.268),(11 8792.374),(12 8906.258),(13 9140.259),(14 9595.4795),(15 9561.624),(16 9723.168),(17 9808.668),(18 10011.138),(19 10177.98),(20 10409.517),(21 10633.339),(22 10994.392),(23 10974.553),(24 10807.639),(25 10571.68),(26 10465.973),(27 10315.339),(28 10288.028),(29 10404.689),(30 10659.728),(31 10963.721),(32 11323.975),(33 11581.661),(34 11701.926),(35 11633.165),(36 11722.99),(37 11673.926),(38 11845.687),(39 11692.728),(40 11663.613),(41 11371.856),(42 11114.546),(43 10960.188),(44 10870.718),(45 10896.778),(46 10729.46),(47 10553.351),(48 10636.984),(49 10716.565),(50 10904.266),(51 10864.435),(52 10798.17),(53 10672.08),(54 10461.954),(55 10273.357),(56 10183.62),(57 10148.017),(58 10171.986),(59 10175.045),(60 10079.483),(61 10119.797),(62 10470.662),(63 10597.727),(64 10626.706),(65 10531.128),(66 10592.228),(67 10702.104),(68 10597.018),(69 10496.491),(70 10530.089),(71 10459.618),(72 10465.352),(73 10652.657),(74 11007.005),(75 11029.612),(76 10946.923),(77 10856.567),(78 10896.588),(79 11087.332),
(1 2727.2842),(2 5645.49),(3 7559.033),(4 8770.684),(5 9458.995),(6 9606.22),(7 9527.946),(8 9262.734),(9 8917.379),(10 8673.531),(11 8693.637),(12 8912.757),(13 9074.765),(14 9469.897),(15 9687.402),(16 9844.855),(17 9999.142),(18 10086.914),(19 10177.994),(20 10393.889),(21 10644.606),(22 10752.478),(23 10651.432),(24 10519.823),(25 10352.829),(26 10435.929),(27 10433.611),(28 10389.507),(29 10491.285),(30 10719.095),(31 10918.504),(32 11238.774),(33 11520.968),(34 11543.749),(35 11458.892),(36 11355.67),(37 11315.981),(38 11492.495),(39 11480.272),(40 11461.939),(41 11256.002),(42 11057.627),(43 10999.545),(44 10973.388),(45 10896.963),(46 10788.939),(47 10647.746),(48 10589.698),(49 10515.868),(50 10723.875),(51 10689.318),(52 10692.702),(53 10520.829),(54 10335.931),(55 10002.013),(56 9741.631),(57 9649.705),(58 9813.408),(59 9911.437),(60 9926.667),(61 9974.964),(62 10401.138),(63 10556.549),(64 10601.808),(65 10589.219),(66 10724.054),(67 10644.616),(68 10467.843),(69 10381.155),(70 10370.514),(71 10370.221),(72 10310.942),(73 10247.811),(74 10433.844),(75 10351.852),(76 10422.711),(77 10510.687),(78 10496.358),(79 10592.469),
(1 2629.1116),(2 5413.129),(3 7129.124),(4 8165.5635),(5 8886.002),(6 9131.444),(7 9060.381),(8 8842.527),(9 8676.236),(10 8578.631),(11 8573.134),(12 8660.088),(13 8640.621),(14 8970.883),(15 9065.776),(16 9277.547),(17 9384.874),(18 9460.994),(19 9422.079),(20 9517.958),(21 9760.754),(22 9885.272),(23 9851.81),(24 9850.018),(25 9695.813),(26 9703.069),(27 9717.952),(28 9819.439),(29 9986.212),(30 10217.5),(31 10400.914),(32 10550.785),(33 10792.418),(34 10793.596),(35 10716.678),(36 10653.775),(37 10529.36),(38 10554.91),(39 10407.05),(40 10480.71),(41 10398.619),(42 10305.998),(43 10327.595),(44 10278.113),(45 10179.785),(46 10126.758),(47 10047.899),(48 10029.322),(49 9934.224),(50 9935.218),(51 9977.447),(52 10052.238),(53 10001.9795),(54 9812.052),(55 9541.949),(56 9457.119),(57 9602.339),(58 9706.126),(59 9837.475),(60 9894.296),(61 9970.127),(62 10321.471),(63 10499.627),(64 10442.981),(65 10502.194),(66 10565.832),(67 10401.818),(68 10342.663),(69 10348.748),(70 10345.395),(71 10189.3),(72 10063.693),(73 10037.37),(74 10339.407),(75 10336.283),(76 10421.9795),(77 10492.116),(78 10490.649),(79 10649.812),
(1 2582.5652),(2 5326.4063),(3 7051.8813),(4 8127.111),(5 8719.082),(6 8860.074),(7 8690.806),(8 8515.9375),(9 8339.454),(10 8102.071),(11 8041.847),(12 8166.572),(13 8364.947),(14 8768.651),(15 8887.515),(16 8949.219),(17 8886.489),(18 8875.46),(19 8955.184),(20 9161.597),(21 9445.664),(22 9502.884),(23 9362.8545),(24 9331.015),(25 9281.14),(26 9314.319),(27 9266.687),(28 9248.986),(29 9249.935),(30 9324.938),(31 9489.014),(32 9735.406),(33 9929.167),(34 10051.389),(35 10026.718),(36 9990.624),(37 9896.373),(38 9886.474),(39 9913.078),(40 10018.901),(41 9893.152),(42 9789.601),(43 9862.456),(44 9837.131),(45 9815.013),(46 9823.09),(47 9729.447),(48 9639.726),(49 9558.057),(50 9677.928),(51 9698.288),(52 9704.137),(53 9611.553),(54 9556.815),(55 9568.012),(56 9708.256),(57 9711.011),(58 9823.5205),(59 9957.116),(60 9835.884),(61 9766.251),(62 9974.322),(63 10109.736),(64 10061.036),(65 10021.318),(66 9989.142),(67 9874.784),(68 9741.598),(69 9675.946),(70 9750.583),(71 9661.517),(72 9556.849),(73 9573.101),(74 9748.732),(75 9768.438),(76 9768.816),(77 9798.6455),(78 9905.164),(79 10017.169),
(1 2483.3125),(2 4984.398),(3 6607.9575),(4 7492.185),(5 7950.991),(6 8073.0522),(7 8007.8135),(8 7885.6445),(9 7761.8877),(10 7589.793),(11 7571.3086),(12 7663.897),(13 7718.7725),(14 8055.338),(15 8139.025),(16 8253.079),(17 8298.96),(18 8457.933),(19 8604.463),(20 8837.166),(21 9114.94),(22 9183.096),(23 9242.433),(24 9339.549),(25 9350.475),(26 9331.553),(27 9249.4795),(28 9006.327),(29 8920.64),(30 9077.046),(31 9255.168),(32 9639.486),(33 9983.223),(34 10148.476),(35 10134.86),(36 10035.058),(37 9953.73),(38 10041.049),(39 9953.023),(40 9981.629),(41 9751.244),(42 9516.921),(43 9498.593),(44 9375.149),(45 9307.782),(46 9184.309),(47 9014.442),(48 8973.252),(49 8911.637),(50 9172.13),(51 9397.859),(52 9476.436),(53 9331.666),(54 9185.726),(55 9067.258),(56 8919.379),(57 8876.426),(58 9014.142),(59 9081.176),(60 9118.356),(61 9161.449),(62 9356.192),(63 9545.887),(64 9707.17),(65 9719.627),(66 9678.194),(67 9603.684),(68 9446.035),(69 9400.179),(70 9466.825),(71 9353.898),(72 9269.689),(73 9269.851),(74 9454.871),(75 9439.493),(76 9428.969),(77 9492.313),(78 9554.911),(79 9612.548),
(1 2390.9492),(2 4721.1772),(3 6095.913),(4 6893.806),(5 7441.199),(6 7615.711),(7 7572.4756),(8 7496.022),(9 7395.3115),(10 7278.5967),(11 7209.6123),(12 7246.2705),(13 7285.3877),(14 7558.163),(15 7574.5107),(16 7621.3276),(17 7603.963),(18 7616.6533),(19 7737.5186),(20 7959.696),(21 8147.468),(22 8256.866),(23 8296.947),(24 8387.618),(25 8416.687),(26 8421.187),(27 8238.738),(28 8102.323),(29 8122.6997),(30 8442.416),(31 8775.883),(32 9026.597),(33 9187.562),(34 9289.57),(35 9232.799),(36 9288.9),(37 9328.104),(38 9479.583),(39 9423.114),(40 9312.496),(41 9081.472),(42 8996.453),(43 9072.986),(44 9028.101),(45 9010.296),(46 8940.722),(47 8764.113),(48 8774.953),(49 8789.286),(50 9083.53),(51 9116.281),(52 8945.803),(53 8781.729),(54 8655.761),(55 8412.408),(56 8289.078),(57 8351.899),(58 8413.224),(59 8311.985),(60 8260.333),(61 8352.092),(62 8643.832),(63 8849.651),(64 8969.261),(65 8905.474),(66 8829.959),(67 8734.267),(68 8666.494),(69 8556.343),(70 8546.878),(71 8539.316),(72 8503.142),(73 8516.029),(74 8675.501),(75 8758.909),(76 8878.953),(77 9002.32),(78 9085.102),(79 9222.025),
(1 2414.0657),(2 4859.126),(3 6338.2734),(4 7238.7734),(5 7794.3115),(6 7936.9673),(7 7850.4185),(8 7569.9155),(9 7256.912),(10 7016.948),(11 7044.7656),(12 7185.663),(13 7319.2715),(14 7759.304),(15 7800.313),(16 7782.9927),(17 7748.565),(18 7775.4194),(19 7842.998),(20 7971.153),(21 8276.557),(22 8428.131),(23 8464.133),(24 8537.492),(25 8483.431),(26 8331.868),(27 8211.955),(28 8062.1646),(29 8150.7705),(30 8516.149),(31 8813.34),(32 9017.418),(33 9113.425),(34 9225.776),(35 9273.296),(36 9237.122),(37 9206.324),(38 9224.123),(39 9115.36),(40 8975.756),(41 8875.71),(42 8938.774),(43 9007.49),(44 9063.005),(45 8902.197),(46 8832.727),(47 8903.14),(48 8839.118),(49 8778.589),(50 8803.471),(51 8685.491),(52 8609.134),(53 8572.602),(54 8469.775),(55 8262.543),(56 8241.131),(57 8324.524),(58 8391.308),(59 8281.72),(60 8237.658),(61 8328.769),(62 8686.029),(63 8806.768),(64 8867.055),(65 8866.219),(66 8861.236),(67 8872.887),(68 8866.646),(69 8856.887),(70 8853.722),(71 8797.286),(72 8750.004),(73 8726.29),(74 8789.478),(75 8832.57),(76 8808.445),(77 8852.193),(78 8880.07),(79 8791.722),
(1 2268.1038),(2 4556.8315),(3 5953.3574),(4 6749.471),(5 7228.2793),(6 7291.3076),(7 7058.983),(8 6812.696),(9 6606.1133),(10 6462.5815),(11 6504.048),(12 6735.184),(13 6936.4097),(14 7145.8174),(15 7126.417),(16 7125.0337),(17 7058.1367),(18 7079.1865),(19 7231.1235),(20 7499.4556),(21 7826.467),(22 7940.355),(23 7944.7715),(24 7889.1816),(25 7725.6953),(26 7691.0425),(27 7656.883),(28 7605.1567),(29 7710.5054),(30 7815.582),(31 7962.7397),(32 8111.2207),(33 8336.519),(34 8460.998),(35 8491.682),(36 8493.077),(37 8351.752),(38 8336.083),(39 8273.949),(40 8260.054),(41 8199.724),(42 8221.527),(43 8219.56),(44 8180.261),(45 8078.305),(46 8173.4585),(47 8122.254),(48 7982.3423),(49 7867.092),(50 8111.7217),(51 8181.23),(52 8140.2676),(53 7971.4365),(54 7936.7456),(55 7887.1587),(56 7891.6294),(57 7924.3306),(58 7874.3306),(59 7776.701),(60 7761.246),(61 7923.173),(62 8214.717),(63 8311.679),(64 8312.198),(65 8307.572),(66 8350.79),(67 8308.968),(68 8271.74),(69 8233.54),(70 8291.17),(71 8313.036),(72 8352.863),(73 8288.968),(74 8332.34),(75 8261.366),(76 8127.8335),(77 8039.8765),(78 8045.1567),(79 8082.8784),
