1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109269.15),(2 383907.53),(3 812419.7),(4 1359347),(5 1970322.5),(6 2636647.8),(7 3366642),(8 4084401.8),(9 4827180.5),(10 5552880.5),(11 6342312),(12 6933332),(13 7409336.5),(14 7928782),(15 8496457),(16 9117221),(17 9865192),(18 10594368),(19 11303573),(20 12068972),(21 12849229),(22 13651521),(23 14597667),(24 15400884),(25 16023769),(26 16676320),(27 17383662),(28 17997194),(29 18559574),(30 19045262),(31 19377782),(32 19795622),(33 20242596),(34 20728566),(35 21278952),(36 21812196),(37 22297792),(38 22727438),(39 23234078),(40 23666666),(41 24222712),(42 24793254),(43 25316370),(44 25833392),(45 26323264),(46 26848570),(47 27575280),(48 28378314),(49 29296570),(50 30208170),(51 31179218),(52 32192502),(53 33184182),(54 34155270),(55 35085680),(56 35934600),(57 36866988),(58 37885370),(59 39025500),(60 40341930),(61 41670356),(62 43254480),(63 44903812),(64 46577184),(65 48260268),(66 50230892),(67 52242844),(68 54290036),(69 56427292),(70 58300244),(71 60118092),(72 61972124),(73 63496468),(74 65068396),(75 66395308),(76 67529960),(77 68770570),(78 69903350),(79 70838220),
(1 21840.383),(2 37730.594),(3 43604.22),(4 45243.844),(5 45011.18),(6 43057.953),(7 42591.754),(8 43752.88),(9 44684.49),(10 45150.38),(11 46334.035),(12 45630.168),(13 46200.527),(14 45920.418),(15 45124.414),(16 45292.15),(17 46364.164),(18 46568.99),(19 47075.29),(20 47589.07),(21 46437.02),(22 45952.754),(23 45803.83),(24 46563.07),(25 47266.867),(26 47256.586),(27 46245.715),(28 46600.43),(29 47747.996),(30 47553.33),(31 47589.355),(32 47308.43),(33 47163.484),(34 47386.1),(35 48659.453),(36 48941.266),(37 48350.92),(38 47602.555),(39 47957.316),(40 48831.23),(41 49723.594),(42 51424.945),(43 53226.355),(44 52624.363),(45 52736.473),(46 52477.23),(47 51405.188),(48 51550.95),(49 52678.79),(50 53921.71),(51 54251.87),(52 54072.656),(53 54196.3),(54 54604.645),(55 55556.8),(56 56225.98),(57 56687.52),(58 57183.336),(59 57762.734),(60 57697.97),(61 57122.582),(62 56805.902),(63 57048.527),(64 58097.313),(65 58658.5),(66 58804.22),(67 58925.93),(68 59499.266),(69 60504.48),(70 61929.688),(71 63252.816),(72 62809.68),(73 62966.656),(74 63239.305),(75 64278.82),(76 65036.066),(77 65614.08),(78 65547.92),(79 65769.14),
(1 20367.16),(2 34257.523),(3 39542.867),(4 41794.016),(5 41309.883),(6 40918.543),(7 41791.29),(8 42214.016),(9 42246.55),(10 43060.203),(11 42942.266),(12 42931.64),(13 43057.37),(14 43807.64),(15 43777.016),(16 43807.34),(17 43392.125),(18 43939.492),(19 43884.73),(20 44100.258),(21 43775.3),(22 43280.465),(23 43191.13),(24 43223.508),(25 43848.137),(26 44355.75),(27 44265.824),(28 44957.56),(29 44494.008),(30 44098.348),(31 45447.656),(32 45422.957),(33 43419.652),(34 43808.813),(35 44310.42),(36 44882.797),(37 44588.637),(38 43911.27),(39 45267.797),(40 46824.188),(41 47198.88),(42 47918.02),(43 48575.41),(44 48366.957),(45 49166.23),(46 49730.53),(47 49547.49),(48 49394.824),(49 50451.074),(50 51258.395),(51 51687.656),(52 51523.74),(53 52248.207),(54 52695.484),(55 53641.203),(56 54030.375),(57 55027.402),(58 55709.22),(59 55692.707),(60 55339.47),(61 55479.91),(62 55805.19),(63 56705.496),(64 57817.71),(65 57297.953),(66 56953.43),(67 57163.004),(68 57186.22),(69 58648.94),(70 59481.65),(71 59416.836),(72 59439.77),(73 60114.465),(74 60909.9),(75 61651.008),(76 62373.164),(77 63326.992),(78 64211.473),(79 64087.594),
(1 20433.596),(2 34575.547),(3 39697.19),(4 41595.547),(5 40634.81),(6 39672.73),(7 40259.293),(8 41171.527),(9 42015.965),(10 42867.93),(11 43371.242),(12 42155.71),(13 42928.387),(14 43984.69),(15 44835.02),(16 43863.344),(17 43686.543),(18 44134.38),(19 44461.66),(20 43604.684),(21 43358.26),(22 43975.684),(23 43975.914),(24 42906.66),(25 43333.164),(26 43385.785),(27 43431.824),(28 44034.676),(29 43697.586),(30 43513.473),(31 44133.953),(32 43932.125),(33 43125.555),(34 43895.38),(35 44948.918),(36 44631.414),(37 44549.6),(38 44328.25),(39 44585.473),(40 45085.207),(41 45547.855),(42 46736.99),(43 47439.082),(44 47299.63),(45 47060.258),(46 48386.133),(47 48910.574),(48 48062.05),(49 48270.113),(50 49846.605),(51 50370.05),(52 51508.59),(53 51141.344),(54 51864.035),(55 51885.95),(56 51385.816),(57 53071.37),(58 53626.363),(59 52429.137),(60 53022.754),(61 54187.95),(62 54673.97),(63 55146.05),(64 55207.03),(65 54109.79),(66 53978.406),(67 55627.01),(68 56337.426),(69 56587.996),(70 57031.496),(71 56979.066),(72 57717.4),(73 57641.094),(74 57882.168),(75 58786.69),(76 58646.914),(77 59466.867),(78 60366.617),(79 60054.176),
(1 20060.418),(2 32121.336),(3 36872.54),(4 38677.758),(5 38681.3),(6 37879.004),(7 38628.992),(8 39033.25),(9 40212.75),(10 40875.96),(11 41996.95),(12 41935.645),(13 42467.76),(14 42196.535),(15 41385.77),(16 40893.656),(17 42241.336),(18 43335.805),(19 43489.59),(20 43025.223),(21 42328.63),(22 42138.85),(23 41584.35),(24 41423.082),(25 41660.598),(26 42205.76),(27 41991.656),(28 42541.83),(29 42572.04),(30 41937.3),(31 41012.664),(32 41773.516),(33 41902.6),(34 42820.164),(35 43215.62),(36 43118.645),(37 42528.92),(38 42128.61),(39 42215.246),(40 43507.664),(41 44494.645),(42 45211.32),(43 46463.25),(44 46859.363),(45 46450.08),(46 46947.188),(47 47186.95),(48 47496.617),(49 48447.7),(50 49364.996),(51 50112.176),(52 51194.152),(53 51469.9),(54 51429.203),(55 50666.79),(56 50997.65),(57 52461.9),(58 52706.125),(59 53160.457),(60 53619.734),(61 53959.04),(62 54732.336),(63 55614.168),(64 55846.13),(65 54994.133),(66 54998.645),(67 55732.797),(68 55367.184),(69 55688.965),(70 56673.137),(71 56879.867),(72 57351.64),(73 57021.473),(74 57044.06),(75 58082.89),(76 59079.09),(77 60185.63),(78 60877.63),(79 61204.223),
(1 19045.693),(2 31584.719),(3 37271.914),(4 39253.336),(5 39143.97),(6 39050.94),(7 39418.426),(8 40106.97),(9 39861.2),(10 40286.65),(11 40574.35),(12 40958.4),(13 41656.625),(14 42063.23),(15 41463.316),(16 41173.44),(17 40994.816),(18 41276.277),(19 40645.164),(20 40564.527),(21 41348.547),(22 42432.586),(23 42202.24),(24 41426.48),(25 41164.117),(26 41435.652),(27 40928.94),(28 41576.848),(29 41196.633),(30 41836.125),(31 42263.24),(32 42741.773),(33 43212.453),(34 43096.266),(35 42451.773),(36 42761.55),(37 42629.766),(38 42050.883),(39 43043.152),(40 43953.543),(41 44641.6),(42 44343.336),(43 44763.867),(44 45188.516),(45 45675.914),(46 45946.125),(47 45866.91),(48 46690.71),(49 47381.027),(50 48574.895),(51 49535.727),(52 50183.547),(53 50435.27),(54 50589.273),(55 50659.527),(56 51694),(57 51039.91),(58 50224.18),(59 51210.254),(60 52095.258),(61 52487.41),(62 52331.207),(63 51627.277),(64 51153.94),(65 51687.57),(66 52037.117),(67 52415.21),(68 51965.332),(69 53307.625),(70 54567.207),(71 54761.547),(72 54772.633),(73 55000.92),(74 55007.29),(75 55588.7),(76 55894.367),(77 56456.64),(78 57727.35),(79 58162.195),
(1 18825.305),(2 31576.523),(3 36726.86),(4 38119.45),(5 38032.418),(6 36694.477),(7 37700.83),(8 38547.605),(9 38348.703),(10 38980.23),(11 38508.08),(12 38023.473),(13 38744.34),(14 39116.125),(15 39106.953),(16 39122.047),(17 39533.867),(18 39606.883),(19 38831.098),(20 38226.74),(21 38302.16),(22 38523.74),(23 38833.125),(24 38786.47),(25 38707.367),(26 38144.332),(27 38816.707),(28 39283.664),(29 39495.957),(30 39308.785),(31 39237.984),(32 39299.164),(33 39735.6),(34 39906.76),(35 39675.043),(36 40303.02),(37 40676.28),(38 41241.375),(39 42953.41),(40 42795.875),(41 42480.703),(42 42838.81),(43 43147.18),(44 43918.43),(45 43988.96),(46 44684.496),(47 44834.008),(48 46022.242),(49 46546.902),(50 47160.84),(51 47658.17),(52 47439.453),(53 47426.113),(54 48252.066),(55 49477.504),(56 49768.066),(57 49785.094),(58 49585.594),(59 49921.137),(60 50665.137),(61 51766.605),(62 52270.69),(63 51349.76),(64 51035.81),(65 51469.3),(66 51094.406),(67 51528.08),(68 52368.68),(69 52247.523),(70 53057.28),(71 52912.16),(72 53361.375),(73 54231.395),(74 53971.4),(75 54124.555),(76 54447.758),(77 54764.117),(78 55276.195),(79 55906.566),
(1 17600.094),(2 29614.508),(3 34756.93),(4 35619.95),(5 35114.152),(6 33860.965),(7 34661.17),(8 35779.824),(9 36188.59),(10 35950.17),(11 35505.383),(12 36011.42),(13 37030.74),(14 36872.207),(15 36819.84),(16 37340.406),(17 37748.164),(18 38005.453),(19 37761.074),(20 37987.08),(21 38096.273),(22 37398.496),(23 36947.3),(24 36536.008),(25 37474.105),(26 37577.27),(27 37669.12),(28 38326.64),(29 38112.066),(30 38414.39),(31 38535.137),(32 38700.344),(33 38747.426),(34 38883.895),(35 38678.742),(36 38683.227),(37 39471.457),(38 40656.875),(39 41260.176),(40 41755.13),(41 41394.125),(42 41723.676),(43 41723.7),(44 42290.527),(45 42614.547),(46 43662.527),(47 44249.164),(48 45360.383),(49 45661.7),(50 45123.58),(51 45610.855),(52 45518.1),(53 45709.313),(54 46419.863),(55 47054.85),(56 47607.973),(57 47975.566),(58 48209.47),(59 47483.61),(60 47561.223),(61 48553.71),(62 49118.098),(63 48908.098),(64 48619.79),(65 48958.445),(66 48928.27),(67 49418.3),(68 49728.246),(69 51258.77),(70 51300.27),(71 50957.84),(72 49959.1),(73 49537.777),(74 50065.566),(75 50319.727),(76 51507.44),(77 51888.656),(78 52165.727),(79 52169.285),
(1 18047.488),(2 30823.748),(3 36179.344),(4 37148.67),(5 36315.457),(6 35575.973),(7 36449.934),(8 37232.62),(9 37080.645),(10 36398.305),(11 37244.633),(12 38272.727),(13 38291.715),(14 37890.535),(15 37427.465),(16 37606.516),(17 37937.03),(18 38603.51),(19 38760.688),(20 38418.055),(21 38203.203),(22 38004.46),(23 37833.53),(24 37620.48),(25 37556.266),(26 37968.914),(27 38533.113),(28 38512.063),(29 38038.117),(30 38517.3),(31 38725.566),(32 39545.137),(33 39837.785),(34 39957.254),(35 39233.438),(36 39149.086),(37 39448.098),(38 40243.883),(39 41953.547),(40 42381.266),(41 42526.156),(42 42874.273),(43 43845.727),(44 43873.996),(45 43362.477),(46 43328.223),(47 43531.46),(48 43194.934),(49 43929.184),(50 44510.516),(51 44693.613),(52 44653.855),(53 45013.594),(54 46538.406),(55 46957.293),(56 47053.137),(57 47284.58),(58 47657.406),(59 47949.5),(60 47802.867),(61 47860.914),(62 48331.02),(63 48830.277),(64 49104.707),(65 49292.5),(66 49850.9),(67 49718.06),(68 50215.332),(69 51317.96),(70 51173.383),(71 51432.563),(72 52120.387),(73 51979.54),(74 51835.066),(75 52378.38),(76 52233.043),(77 53541.76),(78 54061.004),(79 54613.086),
(1 17599.852),(2 30209.203),(3 34637.27),(4 34520.195),(5 33969.996),(6 33738.96),(7 34463.336),(8 35613.453),(9 35472.94),(10 35512.54),(11 36239.26),(12 36865.563),(13 36719.65),(14 36678.73),(15 36126.69),(16 35462.75),(17 36254.973),(18 36424.613),(19 36303.38),(20 36502.836),(21 36706.504),(22 36694.297),(23 36219.066),(24 36526.625),(25 36044.625),(26 36263.895),(27 36403.164),(28 36708.41),(29 36707.297),(30 36767.266),(31 36076.137),(32 37022.996),(33 37873.414),(34 38155.094),(35 38047.887),(36 37863.91),(37 38178.516),(38 38942.348),(39 39264.438),(40 39744.652),(41 40100.71),(42 40910.81),(43 41658.54),(44 42024.89),(45 41707.6),(46 41568.406),(47 42211.113),(48 42987.03),(49 43392.43),(50 43812.57),(51 44900.27),(52 45043.17),(53 45709.305),(54 46217.31),(55 45973.617),(56 47115.66),(57 47458.34),(58 47126.348),(59 47810.77),(60 47759.547),(61 47561.504),(62 48146.555),(63 48410.176),(64 49063.418),(65 49494.156),(66 49419.605),(67 49716.707),(68 50277.645),(69 50961.44),(70 51782.906),(71 51305.063),(72 50823.637),(73 51476.84),(74 52042.78),(75 52472.27),(76 52624.887),(77 53290.73),(78 54445.73),(79 55166.508),
(1 17226.314),(2 28091.172),(3 32052.275),(4 32884.535),(5 32686.15),(6 32164.605),(7 32587.96),(8 33395.973),(9 34354.55),(10 33908.92),(11 33848.473),(12 34829.56),(13 34906.055),(14 35184.26),(15 35060.035),(16 34500.89),(17 35275.242),(18 35032.363),(19 34768.07),(20 35625.984),(21 35645.09),(22 35775.504),(23 35305.082),(24 34862.83),(25 34604.19),(26 34878.76),(27 35174.72),(28 35000.92),(29 35131.035),(30 35240.883),(31 34791.438),(32 35685.977),(33 35601.863),(34 35163.55),(35 34961.43),(36 35845.23),(37 36197.777),(38 35944.383),(39 36339.344),(40 37206.023),(41 36873.375),(42 37509.23),(43 38388.063),(44 39079.117),(45 39862.375),(46 39726.695),(47 39958.836),(48 40258.875),(49 40652.203),(50 41389.242),(51 41766.7),(52 42297.27),(53 42466.473),(54 43275.316),(55 44291.023),(56 44598.906),(57 44542.67),(58 45051.656),(59 45140.6),(60 44430.223),(61 45326.65),(62 45641.02),(63 46462.188),(64 47118.375),(65 47054.016),(66 46560.19),(67 46879.72),(68 46677.805),(69 47902.34),(70 48881.063),(71 48736.83),(72 48917.473),(73 48928.684),(74 49136.246),(75 49517.01),(76 49629.703),(77 50043.527),(78 51454.33),(79 51463.17),
(1 16754.146),(2 27095.502),(3 31506.082),(4 32391.64),(5 31754.877),(6 30668.598),(7 31211.902),(8 32300.625),(9 32707.203),(10 32246.809),(11 33253.008),(12 33763.285),(13 34614.75),(14 34659.52),(15 34357.684),(16 33901.547),(17 33844.8),(18 33570.574),(19 33557.78),(20 34452.063),(21 34691.77),(22 34329.402),(23 34593.113),(24 34380.105),(25 34093.258),(26 33840.88),(27 33559.74),(28 33787.83),(29 33540.93),(30 33839.223),(31 34429.605),(32 34617.31),(33 35164.996),(34 35011.633),(35 34767.598),(36 34536.047),(37 34747.348),(38 34978.797),(39 35652.816),(40 36180.742),(41 36197.734),(42 36813.133),(43 37828.02),(44 37993.848),(45 37549.992),(46 37062.14),(47 38484.324),(48 38919.64),(49 39488.16),(50 40155.887),(51 40534.082),(52 41230.36),(53 41310.605),(54 42343.574),(55 42542.785),(56 42464.848),(57 42893.016),(58 43365.625),(59 43272.05),(60 43380.207),(61 42981.336),(62 43687.805),(63 44653.508),(64 44854.656),(65 44929.03),(66 45338.477),(67 44996.535),(68 44453.64),(69 45403.06),(70 46105.145),(71 46533.402),(72 47022.457),(73 47136.56),(74 47476.74),(75 47609.11),(76 47589.188),(77 48230.94),(78 48473.668),(79 48949.563),
(1 16845.395),(2 26508.707),(3 30477.703),(4 31826.057),(5 31087.723),(6 29686.805),(7 30278.139),(8 31334.656),(9 31676.68),(10 31800.629),(11 32419.48),(12 33077.27),(13 33139.332),(14 33343.32),(15 33033.953),(16 32454.17),(17 32027.57),(18 32251.633),(19 32378.803),(20 32966.246),(21 33644.293),(22 33269.29),(23 32953.887),(24 32725.75),(25 32726.328),(26 33226.336),(27 33600.203),(28 33685.855),(29 33345.586),(30 33294.086),(31 33684.715),(32 33616.91),(33 34048.99),(34 34359.438),(35 34434.973),(36 34736.832),(37 34926.637),(38 34786),(39 35329.633),(40 35606.613),(41 36120.3),(42 36370.758),(43 36984.29),(44 37069.59),(45 37052.88),(46 37590.59),(47 37589.035),(48 37874.313),(49 38928.41),(50 38950.188),(51 39429.715),(52 39285.773),(53 39054.242),(54 39911.344),(55 40874.23),(56 41203.008),(57 41391.656),(58 41776.508),(59 41693.145),(60 41661.84),(61 42383.57),(62 43136.883),(63 43413.957),(64 43692.023),(65 43340.273),(66 43279.09),(67 44002.93),(68 43950.703),(69 44156.184),(70 44597.563),(71 44623.844),(72 45058.188),(73 45183.156),(74 45713.66),(75 46344.09),(76 46736.023),(77 46931.04),(78 46752.168),(79 47234.848),
(1 15569.642),(2 24657.03),(3 28781.783),(4 29763.615),(5 29037.846),(6 28717.46),(7 29826.291),(8 30466.537),(9 30296.314),(10 30304.115),(11 30278.16),(12 30853.81),(13 31363.5),(14 32157.494),(15 31430.047),(16 30724.531),(17 31456.98),(18 31557.068),(19 31539.154),(20 31849.568),(21 31973.045),(22 31289.008),(23 31498.69),(24 31104.52),(25 30797.342),(26 31219.314),(27 30950.893),(28 31067.672),(29 31811.916),(30 32284.65),(31 32267.775),(32 31999.314),(33 32012.951),(34 32050.236),(35 32634.207),(36 33408.973),(37 33731.645),(38 33561.38),(39 33432.6),(40 33744.305),(41 34302.914),(42 34603.523),(43 34904.62),(44 35461.31),(45 35257.203),(46 35471.695),(47 35695.73),(48 36197.117),(49 37161.703),(50 37030.273),(51 37587.844),(52 37778.16),(53 37729.055),(54 38295.418),(55 38849.89),(56 38834.707),(57 38930.316),(58 39331.875),(59 39416.742),(60 39768.67),(61 39845.293),(62 39887.688),(63 40369.305),(64 41014.74),(65 41482.824),(66 41930.188),(67 42518.89),(68 42761.797),(69 43079.684),(70 43138.74),(71 43755.36),(72 44273.05),(73 43612.73),(74 44346.977),(75 44736.01),(76 45089.39),(77 45371.742),(78 45384.793),(79 45925.71),
(1 15243.448),(2 23422.785),(3 26897.04),(4 27352.53),(5 26997.96),(6 27271.996),(7 28170.953),(8 29178.494),(9 28525.633),(10 28173.441),(11 28506.77),(12 29288.99),(13 29549.807),(14 30367.512),(15 29970.314),(16 29891.105),(17 30279.906),(18 29602.834),(19 29297.928),(20 30082.172),(21 30170.203),(22 29566.191),(23 29751.305),(24 29650.47),(25 29506.686),(26 29577.941),(27 29503.654),(28 29767.889),(29 30707.049),(30 31169.51),(31 31471.29),(32 31249.422),(33 31474.156),(34 30959.996),(35 31224.004),(36 32059.38),(37 32133.918),(38 32075.793),(39 32109.336),(40 32126.54),(41 32768.664),(42 33760.84),(43 35020.16),(44 34675.777),(45 34419.234),(46 35023.566),(47 35747.133),(48 35864.207),(49 35954.184),(50 35822.41),(51 36048.527),(52 36253.453),(53 35932.984),(54 36701.523),(55 37287.816),(56 38030.56),(57 37791.406),(58 38275.355),(59 38470.492),(60 38540.67),(61 39075.434),(62 39174.85),(63 38919.246),(64 39040.535),(65 39709.266),(66 40531.176),(67 40427.383),(68 40850.45),(69 41327.2),(70 41082.85),(71 41745.05),(72 41603.875),(73 41397.766),(74 41803.31),(75 42511.113),(76 42529.594),(77 42748.28),(78 43894.395),(79 44249.902),
(1 14020.102),(2 22837.254),(3 26431.465),(4 26692.662),(5 26356.377),(6 26739.283),(7 27372.47),(8 28338.53),(9 28649.723),(10 28760.547),(11 28850.227),(12 29068.246),(13 29330.877),(14 29672.379),(15 29785.328),(16 30112.68),(17 30034),(18 29653.654),(19 29288.408),(20 29150.496),(21 29602.988),(22 29724.879),(23 29545.973),(24 29601.729),(25 29601.908),(26 29408.578),(27 29643.385),(28 30664.291),(29 31131.205),(30 31134.162),(31 30557.201),(32 30119.904),(33 30574.637),(34 31191.848),(35 30966.713),(36 31240.684),(37 31051.504),(38 31163.96),(39 31388.559),(40 31858.275),(41 32749.785),(42 33057.867),(43 33118.91),(44 33000.164),(45 33952.008),(46 34052.484),(47 34364.273),(48 34555.91),(49 34457.19),(50 34968.12),(51 35797.746),(52 35594.047),(53 35552.152),(54 36222.035),(55 36361.613),(56 36813.418),(57 36855.42),(58 37448.9),(59 37425.94),(60 36891.82),(61 37411.305),(62 38145.59),(63 38209.625),(64 38575.836),(65 38888.88),(66 39363.9),(67 39900.723),(68 40181.28),(69 40402.2),(70 40483.68),(71 41087.285),(72 40350.805),(73 40080.293),(74 39655.88),(75 40111.35),(76 40834.066),(77 41672.426),(78 42594.82),(79 42688.668),
(1 14148.663),(2 21792.541),(3 25078.227),(4 25438.793),(5 24945.42),(6 25399.572),(7 26433.81),(8 27185.91),(9 27351.781),(10 27388.256),(11 27563.414),(12 27672.26),(13 28290.26),(14 28807.316),(15 28522.83),(16 28430.416),(17 28857.416),(18 29200.203),(19 29069.578),(20 29280.186),(21 29450.99),(22 29454.867),(23 29083.1),(24 28898.977),(25 28245.594),(26 28394.275),(27 28876.719),(28 28950.387),(29 29158.082),(30 29263.715),(31 29338.367),(32 29176.852),(33 29261.746),(34 29433.059),(35 30280.086),(36 31189.877),(37 31118.037),(38 30634.309),(39 30987.133),(40 31075.31),(41 31603.492),(42 31251.246),(43 32435.707),(44 32732.969),(45 32616.838),(46 33130.32),(47 33831.867),(48 33801.566),(49 34249.43),(50 34189.43),(51 34829.43),(52 34998.137),(53 35421.8),(54 35598.53),(55 36275.07),(56 36987.96),(57 36520.875),(58 36348.4),(59 36148.023),(60 36440.566),(61 37123.94),(62 37839.78),(63 37695.434),(64 37855.703),(65 38225.793),(66 38796.46),(67 38905.97),(68 38813.44),(69 39329.49),(70 39107.523),(71 39485.668),(72 39233.016),(73 39492.95),(74 40006.305),(75 39704.05),(76 40276.082),(77 40497.895),(78 40305.32),(79 41106.215),
(1 14027.498),(2 21671.172),(3 24637.523),(4 25127.496),(5 24093.986),(6 24108.574),(7 24571.238),(8 25450.857),(9 26182.678),(10 26380.148),(11 26721.154),(12 26593.453),(13 26562.844),(14 27283.195),(15 27483.234),(16 27603.457),(17 27628.715),(18 27551.518),(19 27458.834),(20 27414.773),(21 27738.445),(22 27812.973),(23 27510.766),(24 27516.977),(25 27355.248),(26 27834.684),(27 28232.309),(28 28138.67),(29 27800.553),(30 27929.871),(31 27971.516),(32 28430.816),(33 28942.28),(34 28873.273),(35 29091.191),(36 29357.889),(37 29603.934),(38 29193.645),(39 29909.914),(40 29888.432),(41 30245.547),(42 30618.092),(43 31130.662),(44 31627.049),(45 32087.207),(46 31673.87),(47 32147.773),(48 32212.023),(49 32464.137),(50 32987.1),(51 33781.105),(52 34381.887),(53 34373.16),(54 34616.406),(55 34548.008),(56 34885.395),(57 34960.895),(58 35177.008),(59 34792.418),(60 34774.254),(61 34951.855),(62 35384.52),(63 35228.49),(64 35509.625),(65 35933.504),(66 35954.496),(67 35453.023),(68 35612.117),(69 36027.254),(70 36295.42),(71 36475.074),(72 36544.156),(73 36772.51),(74 36777.484),(75 37020.367),(76 37183.223),(77 37600.98),(78 37250.86),(79 37576.594),
(1 13546.277),(2 20847.24),(3 24238),(4 24782.24),(5 24489.68),(6 24620.322),(7 25037.879),(8 25352.623),(9 25595.936),(10 26174.309),(11 26245.115),(12 26302.266),(13 26847.883),(14 27205.03),(15 27280.813),(16 27289.586),(17 26893.865),(18 27119.578),(19 27118.5),(20 27292.227),(21 27237.988),(22 27068.078),(23 27004.014),(24 26643.133),(25 26820.164),(26 27347.053),(27 27556.441),(28 27594.701),(29 27116.709),(30 27373.191),(31 27081.414),(32 26846.893),(33 27387.324),(34 27555.512),(35 27368.092),(36 27885.51),(37 27911.652),(38 28017.287),(39 27951.334),(40 28255.04),(41 28644.797),(42 28834.66),(43 29701.938),(44 29578.64),(45 29659.027),(46 29653.074),(47 30188.396),(48 30412.357),(49 30246.863),(50 30521.209),(51 31310.371),(52 31875.363),(53 32666.924),(54 32816.38),(55 32892.895),(56 32740.396),(57 33196.74),(58 33398.832),(59 32910.598),(60 33142.656),(61 33769.527),(62 34146.375),(63 34622.27),(64 34736.473),(65 34750.78),(66 34398.145),(67 34275.03),(68 34796.082),(69 35372.645),(70 35880.055),(71 35715.38),(72 35679.77),(73 35544.42),(74 36198.168),(75 36350.824),(76 36818.996),(77 37117.527),(78 37430.293),(79 37372.82),
