1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7909.2114),(2 20527.213),(3 39130.13),(4 62116.36),(5 87540.055),(6 115370.9),(7 148986.83),(8 185861.94),(9 228245.55),(10 276815.1),(11 325604.03),(12 371965.34),(13 418002.84),(14 459576.1),(15 495676.47),(16 530067.3),(17 561220.3),(18 583804),(19 605025.75),(20 625412.44),(21 640787.25),(22 652462.56),(23 663093.7),(24 672161.25),(25 684614.5),(26 689317.25),(27 691507.6),(28 699666.3),(29 703005.7),(30 700025.3),(31 706861.7),(32 711982.7),(33 721254.7),(34 730017.7),(35 745534.06),(36 774052.56),(37 812170.8),(38 869063.06),(39 964604.75),(40 1043562.3),(41 1124872.1),(42 1201518.5),(43 1276932.3),(44 1346708.9),(45 1411937.5),(46 1484603.6),(47 1558814.1),(48 1624216),(49 1690280.5),(50 1738061.6),(51 1794267.9),(52 1841576.6),(53 1891714),(54 1940262.4),(55 1989263.6),(56 2019832.4),(57 2056735.1),(58 2069761.6),(59 2091058.5),(60 2092029.6),(61 2090801.5),(62 2080034.9),(63 2077039.6),(64 2069189.4),(65 2070851.4),(66 2063083),(67 2067134.6),(68 2067016),(69 2070673.6),(70 2064389),(71 2070386.6),(72 2078864.4),(73 2105065.5),(74 2142463.8),(75 2199634.8),(76 2245882.8),(77 2294447.5),(78 2342954.3),(79 2403597.8),
(1 2274.4946),(2 5301.9614),(3 7892.138),(4 10242.212),(5 12443.392),(6 14218.452),(7 16227.539),(8 18039.396),(9 19748.65),(10 21729.828),(11 23563.533),(12 25256.162),(13 27049.443),(14 28593.266),(15 29798.672),(16 30889.836),(17 32020.184),(18 32855.313),(19 33683.813),(20 34586.832),(21 35468.742),(22 36084.156),(23 37030.117),(24 37898.902),(25 38627.223),(26 39399.74),(27 40084.438),(28 40649.93),(29 41199.816),(30 41873.742),(31 42518.156),(32 43100.688),(33 43883.734),(34 44311.49),(35 45246.203),(36 45790.758),(37 46278.51),(38 47337.887),(39 47691.414),(40 47958.617),(41 47918.613),(42 48361.926),(43 48558.957),(44 48671.715),(45 48751.137),(46 48996.957),(47 48855.098),(48 48921.78),(49 48274.313),(50 48316.473),(51 48156.973),(52 47812.145),(53 47755.684),(54 47756.098),(55 47962.523),(56 48350.51),(57 48781.465),(58 49237.242),(59 49379.754),(60 50262.977),(61 50425.26),(62 50680.402),(63 50466.117),(64 49720.05),(65 48843.066),(66 47853.797),(67 46622.734),(68 45481.684),(69 44131.965),(70 43163.49),(71 42295.766),(72 41494.82),(73 40690.426),(74 40015.793),(75 39618.867),(76 39856.223),(77 40010.117),(78 39858.234),(79 39747.723),
(1 2292.7573),(2 5308.086),(3 7898.546),(4 10226.743),(5 12254.332),(6 13901.702),(7 15630.611),(8 17168.338),(9 18509.256),(10 20076.893),(11 21647.875),(12 23379.512),(13 24998.916),(14 26353.037),(15 27751.668),(16 28813.932),(17 29851.525),(18 30645.725),(19 31407.184),(20 32298.063),(21 33224.902),(22 33934.188),(23 34734.563),(24 35503.074),(25 36104.906),(26 36443.375),(27 36752.563),(28 36966.43),(29 37364.637),(30 37678.727),(31 38117.75),(32 38582.77),(33 39170.688),(34 39650.953),(35 40225.027),(36 40476.48),(37 40791.977),(38 41260.637),(39 41621.043),(40 41648.992),(41 41688.59),(42 41876.984),(43 41962.875),(44 42079.63),(45 42122.88),(46 42155.99),(47 42300.418),(48 42514.953),(49 42595.93),(50 42837.914),(51 43045.598),(52 43238.91),(53 43470.766),(54 43674.555),(55 43923.63),(56 44408.914),(57 45113.29),(58 45631.91),(59 46001.414),(60 46645.09),(61 46716.84),(62 46571.773),(63 46135.19),(64 45493.016),(65 44778.44),(66 44068.31),(67 43366.99),(68 42544.684),(69 41506.96),(70 40405.47),(71 39381.984),(72 38518.95),(73 37523.39),(74 36796.746),(75 36322.754),(76 36067.664),(77 35819.664),(78 35393.137),(79 34977.367),
(1 2273.9458),(2 5304.359),(3 7837.8345),(4 10211.156),(5 12398.543),(6 14250.103),(7 16280.338),(8 18122.658),(9 19678.2),(10 21531.822),(11 23347.727),(12 25218.63),(13 27254.043),(14 29084.145),(15 30795.387),(16 32013.504),(17 33159.164),(18 33875.992),(19 34661.883),(20 35471.406),(21 36150.574),(22 36676.215),(23 37328.98),(24 37895.465),(25 38375.305),(26 38747.176),(27 38977.695),(28 39182.582),(29 39528.684),(30 39882.516),(31 40205.742),(32 40568.33),(33 41088.176),(34 41503.332),(35 42515.953),(36 42959.906),(37 43354.992),(38 44119.258),(39 44298.34),(40 44458),(41 44578.19),(42 44792.824),(43 44811.176),(44 44857.617),(45 45029.887),(46 45318.867),(47 45085.996),(48 45240.492),(49 44968.266),(50 45331.902),(51 45681.188),(52 46154.594),(53 47110.926),(54 47834.96),(55 48786.656),(56 49573.934),(57 50348.64),(58 51214.438),(59 51630.49),(60 52397.652),(61 52599.527),(62 52640.44),(63 52346.496),(64 51823.08),(65 51142.973),(66 50478.2),(67 49507.094),(68 48665.81),(69 47650.07),(70 46804.215),(71 45840.53),(72 44886.336),(73 43594.64),(74 42439.277),(75 41624.855),(76 41183.19),(77 40716.24),(78 40306.21),(79 40003.39),
(1 2309.3298),(2 5185.695),(3 7507.6255),(4 9715.746),(5 11797.274),(6 13516.76),(7 15456.717),(8 17312.49),(9 19020.746),(10 21028.674),(11 22914.336),(12 24804.078),(13 26660.605),(14 28343.973),(15 29888.963),(16 31131.879),(17 32309.096),(18 33125.047),(19 33983.137),(20 34791.99),(21 35576.324),(22 36174.645),(23 36708.453),(24 37162.188),(25 37707.92),(26 38079.254),(27 38386.773),(28 38740.484),(29 39228.297),(30 39720.496),(31 40160.85),(32 40567.27),(33 40945.99),(34 41239.133),(35 41985.94),(36 42344.777),(37 42586.816),(38 43066.164),(39 43325.867),(40 43610.203),(41 43783.56),(42 43786.51),(43 44053.973),(44 44222.69),(45 44140.473),(46 44053.684),(47 43940.324),(48 44044.48),(49 43836.15),(50 44057.203),(51 44530.996),(52 44859.703),(53 45302.04),(54 45583.76),(55 46044.258),(56 46545.89),(57 46929.125),(58 47280.387),(59 47440.188),(60 48101.203),(61 48233.152),(62 48247.19),(63 47639.07),(64 46622.95),(65 45719.813),(66 44832.453),(67 44047.355),(68 43170.086),(69 42138.35),(70 41084.043),(71 40132.68),(72 39017.38),(73 38044.63),(74 37334.977),(75 37030.93),(76 37055.91),(77 36810.047),(78 36681.16),(79 36705.484),
(1 2217.8025),(2 5106.8037),(3 7550.855),(4 9681.765),(5 11697.975),(6 13351.867),(7 15137.781),(8 16757.145),(9 18244.793),(10 20164.582),(11 22132.055),(12 24063.828),(13 25941.8),(14 27500.072),(15 28911.467),(16 30179.303),(17 31447.672),(18 32288.512),(19 33187.523),(20 34000.434),(21 34865.906),(22 35647.445),(23 36515.13),(24 37263.46),(25 37907.4),(26 38340.42),(27 38644.285),(28 39135.66),(29 39702.688),(30 40296.344),(31 40886.047),(32 41279.965),(33 41887.01),(34 42193.906),(35 43123.543),(36 43787.9),(37 44209.85),(38 44391.836),(39 44605.816),(40 44544.023),(41 44611.387),(42 44468.773),(43 44228.598),(44 44145.03),(45 44311.977),(46 44508.215),(47 44483.258),(48 44535.867),(49 44454.984),(50 45030.63),(51 45486.164),(52 45717.05),(53 46014.207),(54 45984.188),(55 46258.51),(56 46676.813),(57 46974.48),(58 47493.258),(59 47947.91),(60 48815.457),(61 49275.313),(62 49391.016),(63 49142.164),(64 48486.008),(65 47653.125),(66 46614.855),(67 45656.445),(68 44857),(69 43892.35),(70 42825.43),(71 41690.89),(72 40771.53),(73 39765.19),(74 39098.887),(75 38711.848),(76 38636.234),(77 38655.32),(78 38733.777),(79 38822.883),
(1 2189.5515),(2 5048.156),(3 7446.4717),(4 9539.847),(5 11518.414),(6 13213.81),(7 14936.366),(8 16499.512),(9 17887.516),(10 19543.717),(11 21112.488),(12 22854.459),(13 24609.783),(14 25979.723),(15 27328.373),(16 28507.498),(17 30018.559),(18 31104.355),(19 32005.307),(20 32832.496),(21 33680.305),(22 34546.402),(23 35374.688),(24 36145.625),(25 36862.246),(26 37465.355),(27 37802.582),(28 38324.215),(29 38826.387),(30 39365.746),(31 39878.176),(32 40438.707),(33 41046.81),(34 41499.797),(35 42123.703),(36 42404.75),(37 42468.477),(38 42630.44),(39 42640.176),(40 42812.44),(41 43001.55),(42 42774.355),(43 42721.03),(44 42819.285),(45 43074.05),(46 43196.336),(47 43127.145),(48 43181.477),(49 42950.55),(50 43398.547),(51 43915.04),(52 44312.977),(53 44954.156),(54 45272.44),(55 45910.96),(56 46425.16),(57 46947.133),(58 47681.613),(59 48119.707),(60 48864.89),(61 48998.37),(62 48765.15),(63 48130.742),(64 47224.438),(65 46193.547),(66 45059.875),(67 43974.4),(68 43012.543),(69 41796.945),(70 40674.996),(71 39644.363),(72 38824.348),(73 38158.594),(74 37452.484),(75 36760.33),(76 36249.227),(77 35800.78),(78 35627.246),(79 35388.625),
(1 2106.661),(2 4750.195),(3 6912.264),(4 8794.629),(5 10452.615),(6 11768.783),(7 13111.768),(8 14452.142),(9 15529.162),(10 16763.635),(11 17969.043),(12 19364.479),(13 20848.09),(14 22035.55),(15 23188.025),(16 24047.213),(17 25025.326),(18 25725.967),(19 26405.271),(20 27082.193),(21 27737.484),(22 28411.125),(23 29144.959),(24 29731.068),(25 30378.807),(26 30846.309),(27 31228.182),(28 31797.02),(29 32227.996),(30 32687.113),(31 33163.234),(32 33567.273),(33 34061.098),(34 34451.914),(35 34874.836),(36 35151.58),(37 35246.9),(38 35506.46),(39 35806.34),(40 36110.137),(41 36175.707),(42 35873.62),(43 35612.023),(44 35551.504),(45 35717.734),(46 35982.03),(47 36064.543),(48 36537.234),(49 36661.176),(50 37015.31),(51 37332.125),(52 37497.645),(53 37950.492),(54 38145.535),(55 38728.027),(56 39274.563),(57 39743.83),(58 40184.31),(59 40269.2),(60 40513.977),(61 40299.85),(62 40090.113),(63 39709.6),(64 39205.395),(65 38544.516),(66 37644.68),(67 36811.758),(68 35913.598),(69 34886.395),(70 34012.004),(71 33247.957),(72 32598.889),(73 32173.336),(74 31712.045),(75 31423.725),(76 31135.35),(77 30703.941),(78 30425.078),(79 30086.906),
(1 2051.6394),(2 4667.4316),(3 6907.4067),(4 8888.414),(5 10666.893),(6 12101.457),(7 13555.783),(8 14854.954),(9 16115.801),(10 17667.615),(11 18902.314),(12 20241.344),(13 21598.6),(14 22893.129),(15 24072.479),(16 24914.072),(17 25823.396),(18 26549.408),(19 27378.64),(20 28161.87),(21 28942.117),(22 29581.777),(23 30075.836),(24 30754.646),(25 31372.059),(26 31701.467),(27 32031.287),(28 32368.781),(29 32707.463),(30 32966.746),(31 33198.22),(32 33604.35),(33 33947.465),(34 34248.04),(35 34659.082),(36 34929.348),(37 35091.246),(38 35359.387),(39 35468.926),(40 35618.563),(41 35614.465),(42 35355.113),(43 35057.875),(44 34782.098),(45 34940.43),(46 35215.688),(47 35300.47),(48 35250.563),(49 34804.063),(50 34783.22),(51 34798.12),(52 34744.438),(53 35137.324),(54 35479.17),(55 35812.133),(56 36201.926),(57 36578.35),(58 36988.895),(59 37055.68),(60 37523.035),(61 37456.066),(62 37284.95),(63 36874.77),(64 36314.855),(65 35871.13),(66 35270.434),(67 34740.105),(68 34170.523),(69 33632.043),(70 33271.176),(71 32746.834),(72 32330.404),(73 32144.11),(74 31921.084),(75 31773.227),(76 31632.328),(77 31389.066),(78 31134.799),(79 31159.434),
(1 2088.1536),(2 4631.641),(3 6817.37),(4 8679.666),(5 10363.412),(6 11746.577),(7 13144.831),(8 14424.515),(9 15597.734),(10 16985.521),(11 18229.445),(12 19543.57),(13 20887.838),(14 22034.686),(15 23108.074),(16 23896.316),(17 24827.746),(18 25530.412),(19 26105),(20 26794.607),(21 27404.139),(22 27920.656),(23 28432.602),(24 28914.256),(25 29378.152),(26 29691.482),(27 30016.193),(28 30293.191),(29 30681.92),(30 31218.953),(31 31688.02),(32 32164.959),(33 32541.129),(34 32788.367),(35 33485.082),(36 33754.93),(37 33999.363),(38 34465.36),(39 34696.723),(40 34854),(41 34928.14),(42 34528.19),(43 34166.4),(44 34002.152),(45 33951.023),(46 34094.016),(47 33828.176),(48 33813.945),(49 33702.734),(50 33947.79),(51 34178.777),(52 34560.652),(53 35271.855),(54 35680.594),(55 36168.863),(56 36557.082),(57 36728.45),(58 36975.816),(59 37024.69),(60 37464.434),(61 37615.434),(62 37594.086),(63 37340.87),(64 36905.305),(65 36410.574),(66 35752.824),(67 35142.12),(68 34477.86),(69 33745.082),(70 33062.82),(71 32575.762),(72 32151.564),(73 31897.275),(74 31421.283),(75 30996.182),(76 30673.969),(77 30285.205),(78 29813.008),(79 29491.668),
(1 2057.3506),(2 4607.294),(3 6717.1665),(4 8560.456),(5 10358.742),(6 11809.126),(7 13152.823),(8 14379.904),(9 15571.834),(10 17053.61),(11 18460.848),(12 19872.115),(13 21496.424),(14 22926.502),(15 24359.926),(16 25368.107),(17 26443.887),(18 27150.045),(19 27966.51),(20 28728.918),(21 29451.424),(22 30028.236),(23 30570.768),(24 31123.184),(25 31524.627),(26 31698.246),(27 31907.646),(28 32154.434),(29 32435.586),(30 32748.455),(31 33050.203),(32 33301.19),(33 33669.645),(34 33871.758),(35 34442.297),(36 34872.387),(37 35068.64),(38 35496.008),(39 35653.793),(40 35743.13),(41 35816.97),(42 35508.34),(43 35197.418),(44 35081.563),(45 34932.145),(46 35108.406),(47 35124.45),(48 35419.47),(49 35467.38),(50 36095.367),(51 36973.64),(52 37614.51),(53 38441.492),(54 38872.734),(55 39287.105),(56 39621.582),(57 39911.39),(58 40281.54),(59 40362.59),(60 40816.207),(61 40751.047),(62 40441.945),(63 40020.223),(64 39482.523),(65 38884.688),(66 38245.57),(67 37585.066),(68 36796.887),(69 35977.86),(70 35281.44),(71 34826.313),(72 34444.086),(73 33902.4),(74 33401.49),(75 32894.86),(76 32328.418),(77 32030.93),(78 31837.756),(79 31471.348),
(1 2056.0974),(2 4642.043),(3 6777.7114),(4 8775.6),(5 10710.943),(6 12178.809),(7 13680.543),(8 15110.903),(9 16385.549),(10 18063.742),(11 19598.588),(12 21198.719),(13 22913.291),(14 24448.314),(15 25831.686),(16 26900.934),(17 27857.424),(18 28554.127),(19 29344.504),(20 29999.445),(21 30693.541),(22 31365.178),(23 31925.51),(24 32619.902),(25 33006.28),(26 33328.418),(27 33818.406),(28 34117.11),(29 34307.78),(30 34531.004),(31 34760.76),(32 34973.684),(33 35074.887),(34 35105.62),(35 35634.805),(36 35897.996),(37 36136.906),(38 36402.75),(39 36469.863),(40 36663.26),(41 36886.973),(42 36684.676),(43 36518.777),(44 36304.27),(45 36053.156),(46 35951.37),(47 35565),(48 35612.258),(49 35504.98),(50 35907.23),(51 36416.85),(52 36590.08),(53 36961.746),(54 37190.188),(55 37730.895),(56 38365.313),(57 39017.953),(58 39595.867),(59 39670.195),(60 40103.523),(61 39668.598),(62 39173.813),(63 38642.395),(64 38076.66),(65 37772.28),(66 37286.234),(67 36894.164),(68 36380.074),(69 35815.113),(70 35416.715),(71 35140.43),(72 34755.934),(73 34198.254),(74 33570.555),(75 33013.535),(76 32681.088),(77 32237.64),(78 31783.045),(79 31395.543),
(1 2049.7126),(2 4550.048),(3 6645.204),(4 8590.924),(5 10477.209),(6 12103.919),(7 13880.73),(8 15427.254),(9 16787.54),(10 18355.17),(11 19855.855),(12 21314.7),(13 22859.602),(14 24232.137),(15 25439.688),(16 26349.898),(17 27163.074),(18 27777.178),(19 28528.063),(20 29246.084),(21 29984.816),(22 30657.002),(23 31304.648),(24 31975.225),(25 32514.484),(26 32888.52),(27 33215.547),(28 33383.215),(29 33493.098),(30 33714.19),(31 33863.86),(32 33945.15),(33 34192.18),(34 34379.6),(35 34987.93),(36 35232.277),(37 35364.47),(38 35661.188),(39 35643.973),(40 35892.25),(41 36183.227),(42 36076.184),(43 35995.543),(44 36121),(45 36128.695),(46 35987.098),(47 35311.777),(48 35133.34),(49 34688.68),(50 34845.9),(51 35018.28),(52 35111.113),(53 35447.77),(54 35768.777),(55 36296.13),(56 36821.75),(57 37373.227),(58 38041.57),(59 38245.08),(60 38850.06),(61 38789.67),(62 38525.836),(63 38039.508),(64 37229.07),(65 36467.207),(66 35786.723),(67 35280.906),(68 34772.953),(69 34256.242),(70 33896.113),(71 33616.55),(72 33306.363),(73 33065.72),(74 32777.082),(75 32494.104),(76 32569.344),(77 32377.418),(78 32203.244),(79 32037.547),
(1 2106.5251),(2 4662.1646),(3 6814.949),(4 8751.201),(5 10608.62),(6 12094.969),(7 13658.13),(8 15046.638),(9 16378.83),(10 17926.186),(11 19327.09),(12 20833.553),(13 22415.848),(14 23723.082),(15 24822.338),(16 25589.732),(17 26359.574),(18 26898.848),(19 27485.828),(20 28137.281),(21 28800.863),(22 29315.396),(23 29737.63),(24 30219.895),(25 30599.291),(26 30929.576),(27 31304.387),(28 31440.314),(29 31544.406),(30 31707.701),(31 31790.092),(32 31969.828),(33 32176.322),(34 32499.197),(35 33154.387),(36 33388.105),(37 33690.418),(38 34108.676),(39 34159.57),(40 34262.215),(41 34204.47),(42 33817.426),(43 33649.41),(44 33598.37),(45 33656.63),(46 33543.71),(47 33176.895),(48 33072.336),(49 32825.36),(50 33072.785),(51 33270.77),(52 33306.617),(53 33692.82),(54 33954.457),(55 34298.43),(56 34613.207),(57 34927.316),(58 35313.465),(59 35292.305),(60 35600.47),(61 35538.465),(62 35297.797),(63 34832.113),(64 34405.63),(65 34111.7),(66 33693.7),(67 33371.633),(68 33039.88),(69 32743.182),(70 32656.379),(71 32395.3),(72 32092.102),(73 31986.346),(74 31820.234),(75 31586.66),(76 31390.889),(77 31169.06),(78 31038.146),(79 31044.193),
(1 2048.9968),(2 4577.9214),(3 6741.809),(4 8724.348),(5 10566.277),(6 12094.882),(7 13711.931),(8 15181.222),(9 16464.486),(10 17905.945),(11 19410.361),(12 20912.23),(13 22490.162),(14 23775.254),(15 24951.816),(16 25835.305),(17 26685.17),(18 27267.639),(19 27937.904),(20 28630.912),(21 29358.082),(22 29973.88),(23 30667.59),(24 31305.313),(25 31864.88),(26 32305.295),(27 32687.518),(28 33030.805),(29 33421.977),(30 33947.45),(31 34439.574),(32 34730.152),(33 35150.617),(34 35601.543),(35 36500.125),(36 36669.52),(37 36752.785),(38 37090.32),(39 37300.582),(40 37526.984),(41 37354.113),(42 37008.23),(43 37007.008),(44 37044.813),(45 37143.344),(46 37003.72),(47 36831.53),(48 36910.363),(49 36703.848),(50 36569.543),(51 36398.105),(52 36083.42),(53 36172.395),(54 36161.355),(55 36271.027),(56 36543.508),(57 36884.6),(58 37258.44),(59 37181.43),(60 37487.13),(61 37415.06),(62 37176.35),(63 36824.637),(64 36186.18),(65 35586.063),(66 35094.92),(67 34730.16),(68 34265.13),(69 33815.81),(70 33527.38),(71 33324.563),(72 33201.43),(73 32996.32),(74 32559.613),(75 32306.053),(76 32129.752),(77 31871.688),(78 31572.7),(79 31072.158),
(1 2049.7957),(2 4492.8545),(3 6553.7134),(4 8489.599),(5 10193.773),(6 11537.2),(7 13037.992),(8 14374.312),(9 15673.58),(10 17049.184),(11 18489.057),(12 19835.432),(13 21297.262),(14 22506.982),(15 23645.092),(16 24538.496),(17 25604.576),(18 26484.994),(19 27321.252),(20 28120.805),(21 28859.71),(22 29537.498),(23 30207.727),(24 30786.162),(25 31302.043),(26 31687.549),(27 31904.344),(28 31951.516),(29 32102.504),(30 32306.424),(31 32665.412),(32 32931.727),(33 33156.55),(34 33428.504),(35 33980.418),(36 34293.113),(37 34454.23),(38 34913.848),(39 34988.066),(40 35085.234),(41 35046.31),(42 35002.24),(43 35332.67),(44 35713.17),(45 35970.848),(46 36106.324),(47 35802.77),(48 35787.953),(49 35533.105),(50 35667.184),(51 35933.563),(52 36206.008),(53 36626.516),(54 36893.19),(55 37215.258),(56 37639.824),(57 37965.34),(58 38424),(59 38511.41),(60 39054.69),(61 39060.43),(62 39032.332),(63 38653.97),(64 37902.363),(65 37356.543),(66 36834.145),(67 36300.57),(68 35599.69),(69 34990.73),(70 34506.574),(71 34242.996),(72 33988.285),(73 33684.547),(74 33165.59),(75 32707.873),(76 32439.576),(77 32037.693),(78 31761.316),(79 31364.672),
(1 1981.3628),(2 4466.9897),(3 6459.884),(4 8169.649),(5 9760.546),(6 11015.985),(7 12224.835),(8 13243.708),(9 14356.641),(10 15883.713),(11 17369.803),(12 18966.066),(13 20647.37),(14 21996.69),(15 23158.15),(16 24128.496),(17 25138.412),(18 25729.914),(19 26396.527),(20 27080.05),(21 27637.543),(22 28089.08),(23 28734.982),(24 29440.615),(25 29979.703),(26 30470.531),(27 30861.648),(28 30888.92),(29 31031.127),(30 31349.713),(31 31666.393),(32 31880.535),(33 32109.475),(34 32305.684),(35 32665.615),(36 32844.047),(37 32837.7),(38 32829.05),(39 32799.543),(40 32858.027),(41 32781.46),(42 32724.518),(43 32833.91),(44 32930.527),(45 32943.96),(46 32915.367),(47 32545.521),(48 32497.959),(49 32185.656),(50 32357.445),(51 32455.943),(52 32515.49),(53 32941.64),(54 33324.3),(55 33866.18),(56 34493.496),(57 34939.5),(58 35349.277),(59 35671.27),(60 36253.23),(61 36252),(62 36033.08),(63 35709.848),(64 35078.65),(65 34270.16),(66 33526.96),(67 32940.81),(68 32205.457),(69 31799.475),(70 31653.389),(71 31428.727),(72 31146.244),(73 30829.34),(74 30154.732),(75 29718.691),(76 29462.834),(77 29177.33),(78 28836.563),(79 28564.313),
(1 1938.1238),(2 4228.126),(3 6147.4023),(4 7896.008),(5 9550.413),(6 10887.369),(7 12155.49),(8 13292.819),(9 14363.136),(10 15713.66),(11 17098.537),(12 18592.877),(13 20152.633),(14 21470.742),(15 22557.762),(16 23442.094),(17 24369.385),(18 25011.03),(19 25557.61),(20 26052.373),(21 26554.607),(22 27128.143),(23 27668.354),(24 28259.576),(25 28735.986),(26 28973.297),(27 29249.701),(28 29471.385),(29 29691.113),(30 29978.549),(31 30104.4),(32 30300.709),(33 30437.732),(34 30615.668),(35 30809.322),(36 30887.178),(37 30929.18),(38 31111.895),(39 31200.732),(40 31324.342),(41 31395.908),(42 31379.082),(43 31127.416),(44 30903.611),(45 30567.365),(46 30487.844),(47 30056.945),(48 29905.133),(49 29671.223),(50 29890.145),(51 30012.56),(52 29965.926),(53 30259.203),(54 30491.75),(55 31134.414),(56 31671.898),(57 32013.969),(58 32501.563),(59 32624.867),(60 33071.1),(61 33088.14),(62 33026.023),(63 32705.307),(64 32030.785),(65 31466.902),(66 30823.875),(67 30233.938),(68 29647.246),(69 29250.426),(70 28964.223),(71 28655.049),(72 28345.023),(73 28176.797),(74 27813.938),(75 27712.977),(76 27612.363),(77 27497.322),(78 27484.576),(79 27580.28),
