1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104935.51),(2 175442.55),(3 205552.69),(4 389157.25),(5 518066),(6 598334.75),(7 836096.3),(8 1009370.56),(9 1080741),(10 1319049.3),(11 1496890.9),(12 1579188.6),(13 1813158),(14 1979130.4),(15 2036830.4),(16 2283201.8),(17 2466941.8),(18 2511067.3),(19 2743796.3),(20 2934801.8),(21 3003528.8),(22 3268799.3),(23 3550555.3),(24 3663256),(25 4000852),(26 4337561.5),(27 4485941.5),(28 4827280),(29 5172644.5),(30 5379207),(31 5805374.5),(32 6221814),(33 6473874.5),(34 6912728),(35 7358525.5),(36 7632615.5),(37 8058034),(38 8562907),(39 8836453),(40 9284385),(41 9753366),(42 10064820),(43 10560983),(44 11068233),(45 11385749),(46 11880776),(47 12416603),(48 12788739),(49 13326653),(50 13905747),(51 14241513),(52 14761833),(53 15395776),(54 15708163),(55 16224636),(56 16763533),(57 17147816),(58 17770466),(59 18304320),(60 18748846),(61 19333112),(62 19980698),(63 20446110),(64 21063504),(65 21753198),(66 22253898),(67 22945602),(68 23787882),(69 24245792),(70 24848920),(71 25576246),(72 26049024),(73 26666522),(74 27303658),(75 27751546),(76 28349152),(77 29029856),(78 29540118),(79 30155182),
(1 12458.818),(2 34214.45),(3 51756.703),(4 59323.133),(5 60060.973),(6 60022.168),(7 62047.656),(8 65121.984),(9 67179.47),(10 68294.75),(11 69671.92),(12 72183.17),(13 76139.164),(14 80441.3),(15 83501.05),(16 86156.21),(17 88827.02),(18 91820.016),(19 94250.055),(20 95787.9),(21 97067.945),(22 98520.49),(23 100843.12),(24 103851.805),(25 106355.45),(26 107935.45),(27 108300.8),(28 107598.02),(29 106150.75),(30 105432.48),(31 105959.625),(32 107511.695),(33 108135.01),(34 106285.22),(35 103698.23),(36 102283.15),(37 101638.375),(38 100264.49),(39 98915.875),(40 96980.19),(41 94762.64),(42 93770.16),(43 93042.15),(44 91981.09),(45 90106.055),(46 88002.5),(47 86775.414),(48 86449.53),(49 86276.29),(50 85580.55),(51 85451.37),(52 85751.984),(53 85603.234),(54 84063.09),(55 81311.414),(56 78436.37),(57 76567.48),(58 76082.62),(59 76457.805),(60 77320.52),(61 78791.07),(62 81438.984),(63 84174.81),(64 86129.2),(65 88312.85),(66 90303.414),(67 91357.86),(68 92215.28),(69 93023.4),(70 94318.81),(71 96695.29),(72 98325.586),(73 99483.59),(74 100142.63),(75 100595.95),(76 101437.59),(77 102614.3),(78 103625.19),(79 104035.234),
(1 12037.181),(2 32715.732),(3 48959.957),(4 56510.223),(5 58645.63),(6 60901.21),(7 64661.23),(8 68799.195),(9 71976.375),(10 74193.19),(11 76547.75),(12 80104.48),(13 84717.89),(14 89524.59),(15 93060.234),(16 95951.99),(17 98392.29),(18 101258.13),(19 103696.94),(20 105090.2),(21 106808.33),(22 109361.625),(23 112866.9),(24 116433.086),(25 118928.81),(26 120372.375),(27 121870.81),(28 122962.52),(29 122587.97),(30 122033.945),(31 122093.17),(32 123146.87),(33 122467.375),(34 120388.19),(35 118686.52),(36 118565.26),(37 117878.74),(38 116372.32),(39 113960.76),(40 110229.03),(41 107028.85),(42 104935.57),(43 102931.07),(44 99566.56),(45 95402.97),(46 92736.85),(47 91726.45),(48 90978.25),(49 89464.58),(50 87891.305),(51 87267.8),(52 88092.195),(53 88349.34),(54 87177.03),(55 85485.56),(56 84367.914),(57 84293.13),(58 84337.58),(59 84203.65),(60 84091.07),(61 84436.52),(62 85718.56),(63 87467.33),(64 88257.695),(65 88901.78),(66 89949.375),(67 91486.66),(68 93351.54),(69 95172.91),(70 97035.13),(71 98558.85),(72 98996.414),(73 99230.2),(74 99383.234),(75 100430.375),(76 101705.65),(77 102429.15),(78 103063.62),(79 103830.12),
(1 12619.798),(2 34467.625),(3 51459.2),(4 57962.145),(5 58421.63),(6 59130.863),(7 61910.54),(8 65787.88),(9 68582.32),(10 70199.31),(11 72172.72),(12 75373.42),(13 78922.55),(14 81348.35),(15 82737.09),(16 84322.805),(17 86138.27),(18 87984.54),(19 90048.516),(20 91491.04),(21 93643.81),(22 96283.164),(23 98426.19),(24 99597.42),(25 100521.03),(26 101821.95),(27 103214.55),(28 103937.51),(29 103947.16),(30 103521.65),(31 103433.93),(32 103816.13),(33 103358.16),(34 101934.73),(35 100487.27),(36 99856.35),(37 99466.2),(38 98180.336),(39 96481.586),(40 94468.58),(41 93059.04),(42 91691.26),(43 89440.68),(44 87136.484),(45 86461.805),(46 86428.26),(47 86658.87),(48 86049.78),(49 84579.02),(50 83271.18),(51 83046.02),(52 82728.484),(53 80729.9),(54 78266.83),(55 77116.72),(56 77342.3),(57 77848.51),(58 77695.1),(59 77487.02),(60 77981.24),(61 79242.22),(62 81139.266),(63 82151.38),(64 83069.945),(65 83952.24),(66 84920.3),(67 85490.64),(68 87081.51),(69 88083.15),(70 89977.84),(71 91680.445),(72 92532.09),(73 94016.08),(74 95364.734),(75 97454.89),(76 98983.86),(77 100241.74),(78 101973.5),(79 103077.5),
(1 11927.656),(2 32293.346),(3 47310.16),(4 52687.23),(5 52757.89),(6 53554.223),(7 57066.855),(8 61125.71),(9 63257.805),(10 63638.16),(11 64775.387),(12 67770.695),(13 71360.48),(14 74587.13),(15 77170.805),(16 79664.734),(17 81792.93),(18 83759.7),(19 85828.695),(20 87389.516),(21 88804.87),(22 90664.15),(23 92626.836),(24 94334.48),(25 95251.45),(26 95753.33),(27 95707.5),(28 95614.79),(29 96113.14),(30 96424.086),(31 96753.83),(32 96185.76),(33 95036.586),(34 93891.85),(35 93869.94),(36 93678.24),(37 92837.86),(38 90940.47),(39 88760.3),(40 86680.74),(41 85079.734),(42 84386.27),(43 83120.03),(44 81270.27),(45 79681.914),(46 79667.8),(47 79995.24),(48 79723.77),(49 78686.15),(50 78097.07),(51 78154.57),(52 78234.555),(53 77803.61),(54 77609.5),(55 77243.195),(56 76842.74),(57 76306.49),(58 75466.34),(59 75150.086),(60 75560.95),(61 76921.48),(62 78592.57),(63 79595.08),(64 80920.734),(65 82453.68),(66 83708.945),(67 84710.055),(68 85959.67),(69 87853.1),(70 89907.02),(71 91800.24),(72 93585.45),(73 94601.8),(74 95593.41),(75 96598.17),(76 97565.984),(77 98095.81),(78 98266.99),(79 98705.97),
(1 12226.068),(2 32750.627),(3 47506.246),(4 53009.266),(5 54422.113),(6 56791.305),(7 61219.72),(8 65926.445),(9 69307.625),(10 71775.71),(11 75360.61),(12 80323.74),(13 84337.16),(14 87598.945),(15 90135.91),(16 93269.05),(17 95884.03),(18 96702.94),(19 97270.414),(20 98033.125),(21 100340.34),(22 101934.13),(23 103777.01),(24 105770.47),(25 107316.72),(26 107749.375),(27 107420.43),(28 107301.75),(29 105839.195),(30 105362.41),(31 105547.69),(32 104857.88),(33 102350.36),(34 100209.25),(35 100090.55),(36 100272.62),(37 97977.43),(38 94652.33),(39 91448.164),(40 90165.56),(41 89203.445),(42 87601.11),(43 85648.195),(44 83718.445),(45 82763.61),(46 83306.36),(47 85154.41),(48 86205.8),(49 86497.64),(50 86777.75),(51 86799.914),(52 86406.414),(53 85301.7),(54 84555.234),(55 83593.32),(56 82915.56),(57 82291.01),(58 82481.12),(59 83173.016),(60 84808.05),(61 86136.95),(62 86080.08),(63 85902.586),(64 86592.734),(65 87653.85),(66 88890.34),(67 89433.84),(68 90321.1),(69 91809.984),(70 93012.67),(71 94688.33),(72 96290.75),(73 97719.33),(74 99749.945),(75 101025.1),(76 102066.57),(77 102523.93),(78 102319.29),(79 103782.74),
(1 11677.625),(2 31543.016),(3 46251.824),(4 51556.99),(5 51667.67),(6 51567.53),(7 53369.55),(8 56079.13),(9 57430.15),(10 57634.992),(11 58808.13),(12 62066.008),(13 65654.61),(14 67726.71),(15 68882.22),(16 70179.84),(17 71808.79),(18 73179.3),(19 73776.71),(20 74435.24),(21 76714.68),(22 79449.26),(23 82143.7),(24 84352.586),(25 85547.28),(26 86245.53),(27 86671.3),(28 87007.34),(29 86498.78),(30 86016.05),(31 86585.06),(32 86725.805),(33 85725.96),(34 85286.55),(35 85558.7),(36 84810.65),(37 82296.82),(38 79667.14),(39 78018.78),(40 77673.62),(41 77393.02),(42 76448.56),(43 74930.37),(44 73630.99),(45 73943.8),(46 75193.04),(47 76645.13),(48 77108.15),(49 76680.94),(50 76448.875),(51 76812.45),(52 76435.8),(53 75165.37),(54 73396.17),(55 71347.805),(56 70120.58),(57 69583.61),(58 70309.26),(59 71592.625),(60 72732.875),(61 73890.61),(62 74226.14),(63 74420.67),(64 74908.05),(65 75689.75),(66 76463.71),(67 76442.17),(68 77182.8),(69 78026.02),(70 78973.11),(71 80280.88),(72 81569.66),(73 82929.17),(74 84047.68),(75 84396.95),(76 84564.555),(77 84798.78),(78 85306.945),(79 85855.81),
(1 11191.028),(2 29745.088),(3 42706.69),(4 46978.082),(5 47500.133),(6 49256.598),(7 52551.668),(8 55892.176),(9 57980.316),(10 59354.598),(11 62054.133),(12 66546.94),(13 70199.945),(14 71628.29),(15 72777.9),(16 74682.95),(17 76151.62),(18 76817.65),(19 76882.89),(20 77076.38),(21 79260.23),(22 81660.016),(23 83890.984),(24 85983.695),(25 87717.87),(26 88627.69),(27 89107.72),(28 88889.45),(29 88336.8),(30 87793.86),(31 86951.96),(32 85213.35),(33 83051.875),(34 82160.87),(35 82499.66),(36 82098.35),(37 80418.59),(38 78443.5),(39 76954.31),(40 75863.81),(41 74769.42),(42 73474.29),(43 71522.12),(44 70433.27),(45 71033.65),(46 71687.04),(47 72338.4),(48 71825.4),(49 70418.875),(50 69319.305),(51 68754.68),(52 68341.56),(53 68469.805),(54 68299.336),(55 67525.266),(56 66764.664),(57 67174.8),(58 68389.62),(59 69522.38),(60 70504.91),(61 71202.57),(62 71327.42),(63 71906.99),(64 72261.82),(65 73102.33),(66 74622.26),(67 75676.664),(68 76606.87),(69 77675.67),(70 78436.75),(71 79667.51),(72 80837.734),(73 82217.74),(74 83245.11),(75 83575.13),(76 83116.24),(77 82656.734),(78 82480.78),(79 83093.24),
(1 11427.056),(2 30279.635),(3 43420.992),(4 47235.332),(5 47206.3),(6 48806.84),(7 51769.098),(8 54617.98),(9 55995.16),(10 56862.566),(11 58826.37),(12 62579.836),(13 66028.73),(14 67426.87),(15 68587.05),(16 71034.086),(17 73766.17),(18 75174),(19 75887.23),(20 77155.54),(21 79843.055),(22 82478.555),(23 84359.43),(24 85242.85),(25 85275.2),(26 85855.56),(27 86896.086),(28 87959.305),(29 88645.266),(30 88578.31),(31 87248.97),(32 85017.55),(33 83438.85),(34 82732.97),(35 81761.695),(36 79735.67),(37 77384.766),(38 74925.47),(39 73799.9),(40 72300.24),(41 70714.23),(42 68946.46),(43 68259.34),(44 67979.836),(45 68055.47),(46 68309.44),(47 68375.086),(48 67983.69),(49 67647.69),(50 67281.22),(51 66303.97),(52 64934.043),(53 63852.813),(54 62882.746),(55 62173.813),(56 61936.305),(57 62824.543),(58 64315.22),(59 65208.055),(60 65722.04),(61 66164.445),(62 66988.086),(63 67693.91),(64 67876.055),(65 68234.27),(66 69276.68),(67 70305.44),(68 71357.58),(69 72648.91),(70 74306.02),(71 75926.41),(72 77519.32),(73 78302.81),(74 78755.78),(75 78849.79),(76 79551.93),(77 80801.72),(78 81831.48),(79 82110.695),
(1 10913.911),(2 28947.746),(3 41129.098),(4 44643.7),(5 44571.86),(6 46091.582),(7 49638.246),(8 52586.02),(9 53694.75),(10 54563.035),(11 57283.17),(12 61829.453),(13 65621.695),(14 67590.93),(15 69618.5),(16 71962.69),(17 73973.03),(18 74528.57),(19 73611.82),(20 74160.09),(21 76842.63),(22 79887.69),(23 82609.55),(24 83943.18),(25 84101.34),(26 84549.07),(27 84598.67),(28 83894.73),(29 82986.195),(30 82368.74),(31 80806.49),(32 78430.305),(33 76646.805),(34 75918.82),(35 75165.164),(36 73281.49),(37 71196.73),(38 70185.79),(39 71145.25),(40 71243.09),(41 70046.19),(42 68299.4),(43 67802.195),(44 68271.29),(45 68975.91),(46 68655.35),(47 68133.945),(48 67539.1),(49 66886.125),(50 65749.58),(51 64696.11),(52 63709),(53 63333.902),(54 63595.74),(55 64044.31),(56 65013.67),(57 66055.46),(58 67119.11),(59 67982.16),(60 68567.61),(61 69404.04),(62 70603.83),(63 71728.51),(64 72266.49),(65 73037.37),(66 74057.45),(67 74586.664),(68 74725.29),(69 75284.77),(70 76457.02),(71 78364.086),(72 79757.27),(73 80191.67),(74 80383.04),(75 80622.5),(76 80403.47),(77 80227.97),(78 80499.51),(79 80282.67),
(1 10656.667),(2 27884.152),(3 39470.453),(4 43336.934),(5 44169.633),(6 45676.15),(7 48841.8),(8 51426.45),(9 52977.047),(10 54265.92),(11 56328.465),(12 59985.87),(13 63337.3),(14 65711.66),(15 67721.53),(16 70229.96),(17 72049.32),(18 73267.08),(19 73545.09),(20 74367.086),(21 77021.52),(22 79640.13),(23 81628.28),(24 82269.336),(25 82543.39),(26 83449.766),(27 84579.34),(28 85387.21),(29 85510.695),(30 84409.69),(31 82435.34),(32 80919.12),(33 79544.85),(34 78103.17),(35 75881.46),(36 73207.086),(37 71203.28),(38 69618.05),(39 68623.375),(40 66946.44),(41 65479.566),(42 64079.668),(43 63802.96),(44 63795.184),(45 63709.035),(46 63151.598),(47 63077.824),(48 62881.36),(49 62148.543),(50 60221.85),(51 58734.695),(52 58423.598),(53 58632.32),(54 59530.434),(55 60334.46),(56 60650.44),(57 61437.047),(58 62217.598),(59 62565.23),(60 63248.87),(61 63966.395),(62 64951.695),(63 66321.36),(64 68038.984),(65 69539.5),(66 70855.81),(67 71456.33),(68 72009.4),(69 72927.79),(70 73768.39),(71 75934.58),(72 77700.47),(73 79240.19),(74 79855.97),(75 80382.2),(76 81284.555),(77 81010.35),(78 80359.61),(79 79495.69),
(1 10596.598),(2 27558),(3 38735.94),(4 41862.188),(5 42256.043),(6 43731.242),(7 46608.785),(8 49436.676),(9 50915.355),(10 52417.805),(11 55076.93),(12 59085.008),(13 62117.582),(14 64141.832),(15 66349.98),(16 69217.26),(17 71309.38),(18 71906.93),(19 72046.28),(20 73710.78),(21 76898.375),(22 79476.97),(23 80670.836),(24 80815.58),(25 80395.65),(26 80016.52),(27 79625.086),(28 79567.39),(29 80065.75),(30 79508.61),(31 77347.27),(32 75834.66),(33 75409.43),(34 75803.805),(35 74582.016),(36 72285.52),(37 70498.555),(38 69493.484),(39 69140.984),(40 67886.375),(41 66009.086),(42 64396.824),(43 64152.656),(44 63964.527),(45 63583.94),(46 62589.73),(47 62438.16),(48 62299.64),(49 61714.336),(50 60284.69),(51 59322.027),(52 59086.918),(53 59683.387),(54 60538.18),(55 61511.285),(56 62721.336),(57 63842.723),(58 64453.613),(59 64917.934),(60 65628.53),(61 66542.86),(62 67596.57),(63 68315.11),(64 68303.04),(65 68583.66),(66 69039.54),(67 70355.74),(68 71135.54),(69 71553.055),(70 72255.11),(71 72848.695),(72 72933.016),(73 72585.445),(74 72554.29),(75 73367.92),(76 73841.64),(77 74117.15),(78 74673.25),(79 75009.97),
(1 10230.863),(2 26840.516),(3 37562.52),(4 40844.582),(5 41079.223),(6 41793.17),(7 44032.098),(8 46299.76),(9 47704.5),(10 49040.457),(11 51387.727),(12 54622.043),(13 57366.69),(14 59343.902),(15 61625.535),(16 64020.07),(17 65118.598),(18 65479.875),(19 66015.67),(20 68755.33),(21 72276.74),(22 75424.33),(23 76657.266),(24 76674.75),(25 76362.75),(26 76792.03),(27 76913.32),(28 76158.74),(29 74736.75),(30 73428.336),(31 71729.375),(32 70741.36),(33 70188.33),(34 69049.89),(35 67708.695),(36 66033.62),(37 64521.74),(38 63416.734),(39 62531.81),(40 61450.52),(41 60325.63),(42 59481.22),(43 58707.37),(44 58312.836),(45 57851.453),(46 57475.79),(47 57614.453),(48 57349.934),(49 56256.97),(50 54787.184),(51 53727.75),(52 53253.234),(53 53812.45),(54 54508.527),(55 55528.453),(56 57066),(57 58285.68),(58 59631.76),(59 60280.184),(60 60703.137),(61 61006.875),(62 61085.41),(63 61780.945),(64 62950.29),(65 64296.254),(66 65723.14),(67 66432.875),(68 66750.305),(69 67462.58),(70 68601.17),(71 69583.56),(72 70289.46),(73 70824.04),(74 71410.82),(75 71945.8),(76 72433.914),(77 72114.68),(78 71707.73),(79 71468.81),
(1 10501.072),(2 27430.078),(3 38302.3),(4 41028.777),(5 40569.82),(6 42060.484),(7 45289.184),(8 48131.254),(9 49524.32),(10 50988.883),(11 53534.734),(12 56824.72),(13 59178.21),(14 60267.69),(15 61405.465),(16 63178.29),(17 64546.73),(18 65433),(19 65573.6),(20 67658.72),(21 70611.234),(22 72848.76),(23 72942.49),(24 72925.49),(25 73909.33),(26 74972.27),(27 74271.67),(28 72620.98),(29 71196.18),(30 70476.51),(31 69938.484),(32 69329.61),(33 68571.11),(34 67656.85),(35 66901.01),(36 65937.25),(37 65134.105),(38 63714.652),(39 62237.67),(40 60344.09),(41 58775.61),(42 57805.516),(43 57592.234),(44 57588.086),(45 57516.99),(46 57231.902),(47 57261.47),(48 57160.34),(49 56879.15),(50 56592.758),(51 56860.97),(52 57748.496),(53 59233.83),(54 60885.777),(55 62348.97),(56 63844.273),(57 65111.61),(58 66087.65),(59 67203.87),(60 67585.62),(61 67128.43),(62 66442.27),(63 66866.62),(64 67812.164),(65 68251.69),(66 68380.94),(67 68510.195),(68 69136.54),(69 70325.125),(70 71524.93),(71 71737.57),(72 71125.66),(73 71137.92),(74 71115.6),(75 70987.38),(76 70773.74),(77 70094.16),(78 69430.8),(79 68725.57),
(1 10387.434),(2 26659.5),(3 36235.49),(4 37629.92),(5 37020.977),(6 38477.16),(7 41531.504),(8 43495.848),(9 44055.992),(10 44855.707),(11 46877.207),(12 49424.25),(13 51064.06),(14 51907.992),(15 53228.78),(16 55360.07),(17 56981.97),(18 57793.527),(19 57905.043),(20 59417.133),(21 61761.168),(22 63383.453),(23 64101.938),(24 65158.12),(25 66462.16),(26 66871.79),(27 65989.234),(28 64492.25),(29 63923.65),(30 63510.64),(31 62828.586),(32 61552.266),(33 60492.12),(34 59682.363),(35 59324.617),(36 58944.094),(37 58335.63),(38 57769.957),(39 56628.01),(40 54849.867),(41 53614.797),(42 52618.73),(43 52840.895),(44 53015.496),(45 53057.28),(46 53226.766),(47 53477.492),(48 53362.28),(49 52680.023),(50 51965.34),(51 52349.105),(52 52656.64),(53 52973.66),(54 53389.023),(55 54346.473),(56 56063.395),(57 57205.34),(58 58203.56),(59 58795.07),(60 59150.266),(61 59755.145),(62 60800.39),(63 62439.3),(64 63454.67),(65 63504.195),(66 63955.66),(67 64449.164),(68 65412.492),(69 66263.56),(70 66516.56),(71 66014.98),(72 65303.152),(73 65179.844),(74 65534.28),(75 66367.47),(76 66858.234),(77 66352.1),(78 65873.67),(79 65624.37),
(1 10209.248),(2 26403.49),(3 36319.746),(4 38596.453),(5 38583.53),(6 40473.29),(7 42995.63),(8 44671.07),(9 46007.01),(10 47749.26),(11 49944.43),(12 52030.438),(13 53346.465),(14 54610.33),(15 56618.367),(16 58867.098),(17 60213.06),(18 61001.805),(19 62258.55),(20 64394.027),(21 66384.74),(22 67699.27),(23 68595.4),(24 70014.26),(25 70693.82),(26 70220.97),(27 68947.914),(28 67725.62),(29 67247.9),(30 66517.01),(31 65292.875),(32 63710.156),(33 62110.96),(34 60875.09),(35 59721.69),(36 58630.836),(37 57060.35),(38 55802.727),(39 54422.53),(40 53226.332),(41 52509.867),(42 52653.523),(43 52662.97),(44 52247.785),(45 51581.047),(46 51167.97),(47 50790.305),(48 50340.57),(49 49993.95),(50 49792.086),(51 50039.234),(52 50582.164),(53 51876.336),(54 53770.47),(55 55662.26),(56 57184.45),(57 57874.33),(58 58644.145),(59 59264.41),(60 59479.914),(61 59647.156),(62 60237.418),(63 61312.457),(64 62223.02),(65 63689.83),(66 65509.32),(67 66491.49),(68 67611.375),(69 68789.66),(70 69104.56),(71 69406.14),(72 68955.93),(73 68259.67),(74 67420.62),(75 66473.67),(76 65616.58),(77 64851.97),(78 64319.215),(79 63871.484),
(1 9689.534),(2 25037.168),(3 34475.12),(4 36645.64),(5 36798.258),(6 38508.805),(7 41055.69),(8 43483.453),(9 45337.152),(10 47704.95),(11 50581.98),(12 52989.633),(13 54615.855),(14 56228.06),(15 58171.375),(16 60733.58),(17 62548.297),(18 63891.11),(19 65919.15),(20 68551.96),(21 70284.23),(22 70624.07),(23 70211.41),(24 69919.55),(25 69631.36),(26 69282.2),(27 68365.46),(28 67501.41),(29 67041.58),(30 66539.49),(31 65754.12),(32 64312.38),(33 62398.22),(34 60207.953),(35 59064.51),(36 57867.51),(37 55940.855),(38 53719.074),(39 52173.688),(40 51053.297),(41 50605.355),(42 49765.027),(43 49654.88),(44 49521.96),(45 49621.074),(46 49056.773),(47 47798.086),(48 47090.676),(49 47366.81),(50 47958.29),(51 48735.063),(52 48650),(53 49040.426),(54 50240.58),(55 51452.055),(56 52323.797),(57 53422.836),(58 54501.137),(59 55098.81),(60 55850.21),(61 56984.277),(62 58351.223),(63 59913.71),(64 61051.992),(65 61498.586),(66 62103.28),(67 63710.645),(68 65388.633),(69 66140.64),(70 65774.88),(71 65191.926),(72 65143.824),(73 65787.64),(74 65859.09),(75 65125.332),(76 64226.043),(77 63682.934),(78 63757.023),(79 63323.42),
(1 9943.785),(2 25159.94),(3 34177.85),(4 36061.63),(5 36210.438),(6 37857.676),(7 40354.676),(8 42292.676),(9 43812.777),(10 45464.6),(11 47705.355),(12 49929.406),(13 51357),(14 53170.453),(15 55989.563),(16 59074.18),(17 60055.414),(18 60503.277),(19 62398.38),(20 65307.082),(21 66897.55),(22 67236.1),(23 67427.94),(24 67665.38),(25 67691.74),(26 67246.89),(27 66742.37),(28 66596.35),(29 66542.945),(30 65406.08),(31 64152.453),(32 63152.09),(33 61595.97),(34 59652.117),(35 58188.715),(36 57119.523),(37 55998.05),(38 54439.117),(39 52811.94),(40 51627.016),(41 51656.984),(42 51285.37),(43 50503.605),(44 49447.465),(45 48929.98),(46 49164.47),(47 49007.64),(48 48657.008),(49 49090.676),(50 49783.45),(51 50320.082),(52 50562.473),(53 51217.03),(54 52115.863),(55 52751.73),(56 53530.688),(57 54369.2),(58 55108.418),(59 55680.508),(60 56245.508),(61 57411.227),(62 58582.1),(63 59545.883),(64 60586.406),(65 61796.97),(66 63665.793),(67 65019.87),(68 65571.45),(69 65208.195),(70 64627.367),(71 64239.23),(72 63723.89),(73 63511.27),(74 63230.08),(75 62528.832),(76 62181.22),(77 61627.99),(78 61219.406),(79 60616.11),
(1 9534.029),(2 23971.455),(3 32184.063),(4 33505.344),(5 33852.656),(6 35958.75),(7 38350.145),(8 39417.992),(9 39666.617),(10 40305.996),(11 42033.89),(12 44031.555),(13 45518.3),(14 46895.313),(15 48913.656),(16 51343.953),(17 52742.508),(18 54111.785),(19 56335.574),(20 58769.574),(21 59784.32),(22 59574.64),(23 59668.215),(24 60910.457),(25 61561.03),(26 61091.164),(27 60636.25),(28 61145.957),(29 62317.918),(30 62806.77),(31 62542.508),(32 62061.953),(33 61356.152),(34 60578.047),(35 59471.1),(36 57935.41),(37 56308.805),(38 55204.07),(39 54518.98),(40 54290.543),(41 53897.473),(42 53132.496),(43 52336.906),(44 51719.805),(45 51675.76),(46 51618.53),(47 50720),(48 49778.17),(49 49624.426),(50 50136.76),(51 50442.06),(52 50149.492),(53 50241.977),(54 50553.227),(55 50453.75),(56 50405.07),(57 50752.824),(58 51305.113),(59 51536.254),(60 52397.207),(61 53412.977),(62 54439.92),(63 55210.85),(64 56037.816),(65 56485.83),(66 57135.883),(67 57487.965),(68 57539.895),(69 58119.473),(70 59118.9),(71 59333.574),(72 59905.68),(73 59911.324),(74 59854.863),(75 59126.492),(76 59047.184),(77 59216.84),(78 58859.85),(79 58610.566),
