1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 157997.39),(2 509896.34),(3 959434.5),(4 1548864.4),(5 2248060.3),(6 3001210.3),(7 3911723),(8 5004230.5),(9 6214766.5),(10 7556591.5),(11 8916731),(12 10168290),(13 11407123),(14 12653709),(15 13837299),(16 14858169),(17 15757131),(18 16639456),(19 17492446),(20 18321624),(21 19208888),(22 20099256),(23 21036274),(24 21915994),(25 22757178),(26 23585234),(27 24347978),(28 25027144),(29 25616062),(30 26089318),(31 26402534),(32 26618816),(33 26825406),(34 27012558),(35 27275882),(36 27636320),(37 28207578),(38 29174518),(39 30332384),(40 31840200),(41 33642620),(42 35646480),(43 37660428),(44 39804880),(45 41872060),(46 44103396),(47 46176396),(48 48020076),(49 49891668),(50 51754292),(51 53600156),(52 55779188),(53 58058224),(54 60587124),(55 63165536),(56 65784124),(57 68299816),(58 70651080),(59 72657370),(60 74246870),(61 75806344),(62 77342350),(63 78606450),(64 80078216),(65 81393030),(66 82775530),(67 84012664),(68 85002280),(69 85955224),(70 86948424),(71 87937150),(72 88998230),(73 89820510),(74 90413144),(75 90925290),(76 91230040),(77 91425570),(78 91647896),(79 91965720),
(1 10954.489),(2 13057.747),(3 13805.163),(4 14377.323),(5 14279.941),(6 14763.12),(7 14957.613),(8 15207.664),(9 15769.551),(10 15728.721),(11 15780.43),(12 16098.509),(13 15937.007),(14 16108.915),(15 16442.945),(16 16806.436),(17 16988.258),(18 17331.656),(19 17779.459),(20 18034.084),(21 18162.102),(22 18693.71),(23 19116.084),(24 19059.69),(25 19570.787),(26 19828.6),(27 19989.018),(28 20659.188),(29 20747.35),(30 20772.334),(31 21191.139),(32 21222.863),(33 21601.303),(34 21737.584),(35 21838.982),(36 21784.18),(37 21614.408),(38 21566.77),(39 21552.213),(40 21188.953),(41 21051.082),(42 20839.879),(43 20581.34),(44 20629.04),(45 20230.188),(46 20176.541),(47 20226.441),(48 20021.447),(49 19696.637),(50 19482.004),(51 19436.707),(52 19443.658),(53 19221.139),(54 18928.092),(55 18701.102),(56 18750.791),(57 18646.213),(58 18832.215),(59 19064.031),(60 18694.754),(61 18520.072),(62 18537.283),(63 18385.727),(64 18291.734),(65 18507.395),(66 18200.184),(67 18551.254),(68 18519.33),(69 18821.564),(70 18755.91),(71 18789.51),(72 18534.623),(73 18907.336),(74 18860.875),(75 18744.342),(76 19040.445),(77 19034.473),(78 19020.48),(79 18936.191),
(1 11193.639),(2 13408.689),(3 14140.385),(4 14694.739),(5 14576.008),(6 15096.613),(7 15490.364),(8 15524.777),(9 15838.182),(10 15752.322),(11 16107.709),(12 16128.035),(13 16266.387),(14 16259.265),(15 16776.27),(16 16952.932),(17 17225.85),(18 17297.51),(19 17657.457),(20 17987.664),(21 18238.91),(22 18750.88),(23 18504.506),(24 18694.238),(25 19234.094),(26 19368.602),(27 19281.229),(28 19541.676),(29 19741.074),(30 19725.36),(31 20036.633),(32 20019.105),(33 19886.96),(34 20004.55),(35 20328.477),(36 20073.947),(37 20100.69),(38 19982.018),(39 19934.27),(40 19828.715),(41 19524.012),(42 19339.19),(43 19299.846),(44 19366.39),(45 19288.89),(46 19012.744),(47 19166.332),(48 19027.285),(49 18960.465),(50 18817.922),(51 19058.133),(52 18992.088),(53 19018.047),(54 18754.396),(55 18754.375),(56 18692.947),(57 18766.676),(58 18580.678),(59 18819.797),(60 18584.64),(61 18246.178),(62 18829.19),(63 18449.646),(64 18258.31),(65 18274.838),(66 18326.988),(67 18477.158),(68 18246.629),(69 18470.11),(70 18487.412),(71 18397.8),(72 18070.113),(73 18128.707),(74 18302.19),(75 18800.428),(76 18832.88),(77 18810.244),(78 18711.14),(79 19179.492),
(1 10777.785),(2 13085.825),(3 13377.1045),(4 14234.725),(5 14243.476),(6 14412.32),(7 14590.28),(8 14902.918),(9 15089.2705),(10 15326.1875),(11 15498.639),(12 15657.581),(13 15684.428),(14 15311.529),(15 15801.31),(16 16188.38),(17 16577.584),(18 16301.229),(19 16837.63),(20 17278.975),(21 17365.068),(22 17940.584),(23 18158.816),(24 18504.748),(25 18607.371),(26 18854.252),(27 18798.678),(28 18998.234),(29 19509.287),(30 19380.955),(31 19338.23),(32 19414.055),(33 19638.93),(34 19607.188),(35 19638.814),(36 19507.734),(37 19458.084),(38 19130.676),(39 19230.125),(40 18853.44),(41 18812.385),(42 18509.084),(43 18454.803),(44 18130.416),(45 18514.783),(46 17907.102),(47 17827.15),(48 17720.281),(49 17535.36),(50 17578.984),(51 17550.938),(52 17627.28),(53 17628.05),(54 17452.617),(55 17390.25),(56 17418.678),(57 17421.795),(58 17579.967),(59 17681.123),(60 17720.266),(61 17679.76),(62 17748.846),(63 17534.646),(64 17506.51),(65 17557.855),(66 17712.52),(67 17788.504),(68 17992.41),(69 18254.92),(70 17939.307),(71 17863.752),(72 17922.195),(73 18234.271),(74 18131.178),(75 18410.518),(76 18324.492),(77 18635.018),(78 18642.771),(79 18895.514),
(1 10679.065),(2 12528.835),(3 12847.394),(4 13463.377),(5 13901.13),(6 14001.162),(7 14019.95),(8 14508.428),(9 14474.055),(10 14770.647),(11 14908.372),(12 15489.565),(13 15535.979),(14 15548.326),(15 15895.883),(16 15928.195),(17 16090.502),(18 16252.601),(19 16805.477),(20 17208.672),(21 17417.268),(22 17775.004),(23 17927.246),(24 18279.576),(25 18436.096),(26 18892.785),(27 18826.006),(28 19227.295),(29 19670.074),(30 19752.719),(31 20044.428),(32 19774.51),(33 19922.15),(34 19936.254),(35 20249.467),(36 19974.525),(37 20349.07),(38 20068.525),(39 20137.008),(40 20155.572),(41 19857.719),(42 19411.604),(43 19449.096),(44 19228.725),(45 19303.838),(46 18743.055),(47 18326.396),(48 18532.076),(49 18372.71),(50 18163.219),(51 18208.725),(52 18081.738),(53 17791.703),(54 17825.879),(55 17578.326),(56 17516.23),(57 17441.79),(58 17516.492),(59 17375.709),(60 17570.594),(61 17510.492),(62 17541.264),(63 17392.88),(64 17511.6),(65 17536.678),(66 17458.78),(67 17642.793),(68 17635.13),(69 17705.172),(70 17805.203),(71 18055.35),(72 18064.81),(73 18181.955),(74 18168.506),(75 18314.365),(76 18472.477),(77 18636.887),(78 18574.225),(79 18872.21),
(1 10125.202),(2 11892.95),(3 12363.645),(4 12896.145),(5 13301.638),(6 13597.719),(7 13593.201),(8 13752.885),(9 13982.02),(10 14116.641),(11 14213.376),(12 14572.816),(13 14704.756),(14 14536.923),(15 14969.872),(16 15197.08),(17 15522.294),(18 15763.223),(19 16290.195),(20 16535.576),(21 16918.5),(22 17131.932),(23 17464.23),(24 17618.008),(25 17895.271),(26 17898.87),(27 18486.783),(28 18593.078),(29 19016.11),(30 19030.703),(31 19329.38),(32 19481.17),(33 19269.627),(34 19545.156),(35 19433.215),(36 19392.383),(37 19420.387),(38 19204.756),(39 19102.07),(40 19012.594),(41 19060.076),(42 18809.46),(43 18290.49),(44 18530.736),(45 18369.775),(46 18137.986),(47 17891.555),(48 17934.555),(49 17561.705),(50 17543.783),(51 17340.47),(52 17208.73),(53 17371.451),(54 17272.941),(55 17167.977),(56 17113.11),(57 17030.215),(58 17140.51),(59 17160.691),(60 16875.521),(61 17053.977),(62 16958.268),(63 17095.855),(64 17126.266),(65 16915.846),(66 16643.395),(67 16877.771),(68 16611.637),(69 16946.914),(70 17122.771),(71 17199.822),(72 17161.926),(73 17678.102),(74 17804.533),(75 18074.059),(76 18258.02),(77 18437.463),(78 18434.418),(79 18557.746),
(1 10005.004),(2 11635.142),(3 12098.171),(4 12640.974),(5 12754.712),(6 13273.6045),(7 13408.086),(8 13774.277),(9 13845.357),(10 13823.42),(11 14029.668),(12 14602.516),(13 14436.457),(14 14453.753),(15 14821.026),(16 15189.024),(17 15707.6455),(18 15855.87),(19 16398.77),(20 16424.996),(21 17061.469),(22 17326.416),(23 17667.83),(24 18104.805),(25 18339.25),(26 18494.049),(27 19192.15),(28 19338.451),(29 19697.348),(30 19580.082),(31 19906.846),(32 20154.06),(33 20076.057),(34 20187.926),(35 20076.701),(36 19867.258),(37 19851.441),(38 19830.19),(39 19718.336),(40 19390.693),(41 19425.32),(42 19246.691),(43 18857.88),(44 18660.65),(45 18640.295),(46 18391.834),(47 17993.879),(48 17805.514),(49 17657.033),(50 17641.262),(51 17606.201),(52 17322.906),(53 17230.139),(54 17083.97),(55 17050.982),(56 16991.701),(57 16787.252),(58 16911.447),(59 16779.344),(60 16632.22),(61 16713.346),(62 16538.186),(63 16359.209),(64 16216.515),(65 16283.663),(66 16036.082),(67 16140.178),(68 16276.815),(69 16450.682),(70 16268.809),(71 16769.746),(72 16688.426),(73 17018.203),(74 17158.076),(75 17471.23),(76 17345.732),(77 17673.182),(78 17741.104),(79 18052.684),
(1 9919.502),(2 11629.004),(3 12194.532),(4 12800.255),(5 12854.797),(6 13449.342),(7 13540.904),(8 13637.411),(9 13916.918),(10 13899.421),(11 14244.441),(12 14658.706),(13 14481.579),(14 14920.467),(15 14876.259),(16 15133.402),(17 15157.832),(18 15381.43),(19 16072.531),(20 15801.203),(21 16522.762),(22 17009.979),(23 17216.963),(24 17560.893),(25 17697.863),(26 18144.086),(27 18285.568),(28 18590.055),(29 18839.104),(30 18973.387),(31 19351.12),(32 19507.162),(33 19506.531),(34 20011.814),(35 20105.283),(36 19821.07),(37 19869.996),(38 19680.855),(39 19661.563),(40 19432.533),(41 19433.309),(42 19115.082),(43 19017.502),(44 18445.258),(45 18295.559),(46 18302.27),(47 17963.727),(48 17809.813),(49 17616.42),(50 17496.37),(51 17586.434),(52 17546.959),(53 17562.78),(54 17382.695),(55 16911.152),(56 17014.725),(57 16931.07),(58 16744.66),(59 16572.646),(60 16373.059),(61 16618.549),(62 16778.395),(63 16548.217),(64 16308.489),(65 16186.981),(66 16064.577),(67 15885.275),(68 16101.622),(69 16133.642),(70 16306.332),(71 16624.23),(72 16668.049),(73 16483.639),(74 16621.717),(75 17099.88),(76 17205.826),(77 17622.283),(78 17302.584),(79 17685.398),
(1 9408.283),(2 11231.93),(3 11852.992),(4 12294.695),(5 12287.869),(6 12903.219),(7 12827.707),(8 13150.961),(9 13367.049),(10 13323.473),(11 13597.502),(12 13884.248),(13 13694.79),(14 13791.397),(15 14054.558),(16 14399.518),(17 14665.663),(18 14855.33),(19 15462.68),(20 15404.197),(21 15876.444),(22 16415.76),(23 16469.186),(24 16781.693),(25 16862.617),(26 17157.076),(27 17481.4),(28 18096.563),(29 18293.33),(30 18601.79),(31 18677.842),(32 18593.215),(33 18790.977),(34 19308.084),(35 19082.43),(36 18903.54),(37 18967.8),(38 19018.36),(39 19116.988),(40 19029.879),(41 18652.76),(42 18557.746),(43 18204.3),(44 18186.402),(45 17742.06),(46 17701.387),(47 17663.791),(48 17041.898),(49 16904.39),(50 16857.045),(51 17089.258),(52 16701.756),(53 16984.705),(54 16630.2),(55 16295.269),(56 16429.566),(57 16266.15),(58 16245.213),(59 16295.224),(60 16131.905),(61 16048.921),(62 16019.375),(63 16149.397),(64 16303.277),(65 16189.333),(66 16142.796),(67 16306.993),(68 16160.333),(69 16196.178),(70 16421.129),(71 16351.704),(72 16485.848),(73 16450.96),(74 16503.908),(75 16573.744),(76 16978.598),(77 16963.197),(78 16854.748),(79 17185.621),
(1 9468.122),(2 11352.133),(3 11919.007),(4 12327.437),(5 12373.708),(6 12756.089),(7 12985.825),(8 13201.71),(9 13524.565),(10 13599.099),(11 13830.8125),(12 14191.066),(13 14418.493),(14 14354.55),(15 14709.898),(16 14827.697),(17 15370.475),(18 15538.557),(19 16171.67),(20 16312.685),(21 16507.602),(22 17049.092),(23 16954.09),(24 17372.11),(25 17673.164),(26 18017.229),(27 17887.11),(28 18435.236),(29 18574.428),(30 18662.135),(31 19137.375),(32 18961.547),(33 19072.162),(34 19298.854),(35 19047.004),(36 19150.63),(37 19045.143),(38 19011.438),(39 18795.32),(40 18514.998),(41 18140.62),(42 18330.092),(43 17932.69),(44 17805.262),(45 17721.059),(46 17699.162),(47 17658.205),(48 17374.62),(49 17341.389),(50 17241.236),(51 17060.762),(52 17021.328),(53 16985.387),(54 17032.705),(55 16906.375),(56 16911.824),(57 16937.3),(58 16907.008),(59 16613.324),(60 16699.035),(61 16579.402),(62 16429.494),(63 16378.723),(64 16229.971),(65 16299.367),(66 16334.452),(67 16064.343),(68 16193.08),(69 16181.34),(70 16339.983),(71 16042.1455),(72 16126.418),(73 16146.301),(74 16267.164),(75 16413.537),(76 16378.967),(77 16208.08),(78 16267.3125),(79 16579.023),
(1 8982.955),(2 10942.805),(3 11619.8545),(4 11904.371),(5 11873.556),(6 12390.845),(7 12360.099),(8 12502.188),(9 12969.934),(10 12909.231),(11 12863.625),(12 13339.428),(13 13562.978),(14 13485.251),(15 13689.522),(16 14144.213),(17 14633.455),(18 14770.263),(19 15108.917),(20 15246.263),(21 15527.83),(22 15807.088),(23 15919.038),(24 16148.422),(25 16598.852),(26 16923.008),(27 16855.998),(28 17075.455),(29 17278.9),(30 17380.879),(31 17341.813),(32 17328.74),(33 17594.518),(34 17654.28),(35 17792.03),(36 17747.582),(37 17678.217),(38 17575.775),(39 17410.127),(40 17261.12),(41 17106.586),(42 17077.158),(43 16819.855),(44 16853.018),(45 16741.723),(46 16723.623),(47 16672.021),(48 16173.647),(49 16305.708),(50 16198.787),(51 16120.05),(52 16000.491),(53 16018.253),(54 15950.822),(55 15898.699),(56 15609.948),(57 15688.325),(58 15520.812),(59 15621.509),(60 15586.095),(61 15371.519),(62 15122.896),(63 15380.718),(64 15572.227),(65 15394.41),(66 15356.112),(67 15169.412),(68 15257.466),(69 15177.519),(70 15393.488),(71 15089.147),(72 15198.209),(73 15364.144),(74 15422.405),(75 15592.195),(76 15398.969),(77 15544.208),(78 15556.152),(79 15878.079),
(1 8978.258),(2 10860.78),(3 11456.767),(4 11866.15),(5 11856.717),(6 12198.269),(7 12323.397),(8 12302.614),(9 12736.015),(10 12758.248),(11 12629.687),(12 12978.028),(13 12997.537),(14 13076.38),(15 13216.327),(16 13591.053),(17 13957.647),(18 14253.775),(19 14436.055),(20 14774.571),(21 14718.718),(22 15083.64),(23 15181.223),(24 15335.763),(25 15745.075),(26 15623.649),(27 16104.6),(28 16433.703),(29 16514.895),(30 16756.162),(31 16692.31),(32 16608.37),(33 16410.502),(34 16881.91),(35 16794.654),(36 17111.219),(37 16780.646),(38 16871.39),(39 16942.979),(40 16631.945),(41 16636.088),(42 16656.545),(43 16418.16),(44 16193.053),(45 16018.777),(46 16072.587),(47 16122.998),(48 15941.802),(49 15857.811),(50 15698.749),(51 15601.076),(52 15464.2),(53 15311.246),(54 15410.183),(55 15114.836),(56 15302.004),(57 14983.165),(58 14926.491),(59 14769.591),(60 14862.275),(61 14744.691),(62 14713.474),(63 14982.58),(64 14928.549),(65 14840.036),(66 14949.665),(67 14833.165),(68 14891.838),(69 14915.7295),(70 15147.106),(71 15145.749),(72 15116.078),(73 15165.146),(74 15254.976),(75 15384.162),(76 15325.72),(77 15731.269),(78 15780.9),(79 15636.291),
(1 9017.502),(2 10827.105),(3 11641.6875),(4 12053.987),(5 12066.019),(6 11993.792),(7 12347.069),(8 12437.4375),(9 12450.441),(10 12759.443),(11 12782.478),(12 13082.701),(13 13288.519),(14 13302.069),(15 13289.146),(16 13821.589),(17 14156.324),(18 14300.915),(19 14286.833),(20 14471.813),(21 14695.257),(22 15115.72),(23 14971.191),(24 15018.245),(25 15331.286),(26 15248.748),(27 15629.246),(28 15731.98),(29 15900.116),(30 15819.882),(31 15967.225),(32 15963.166),(33 16108.393),(34 16124.091),(35 16051.518),(36 16271.679),(37 15990.964),(38 16105.184),(39 16138.332),(40 15988.061),(41 16025.1875),(42 15881.599),(43 15499.071),(44 15448.071),(45 15551.078),(46 15647.9),(47 15422.518),(48 15537.957),(49 15334.245),(50 15088.2),(51 15000.528),(52 15182.528),(53 15189.273),(54 15162.121),(55 15173.548),(56 15233.023),(57 15106.25),(58 15126.657),(59 15062.391),(60 15129.918),(61 15108.804),(62 14791.171),(63 14614.816),(64 14860.869),(65 14898.774),(66 14976.321),(67 14947.41),(68 15051.216),(69 14908.907),(70 14995.3),(71 14924.766),(72 15084.604),(73 15302.692),(74 15184.261),(75 15391.13),(76 15369.554),(77 15502.944),(78 15446.782),(79 15405.918),
(1 8620.921),(2 10432.139),(3 11225.152),(4 11468.956),(5 11506.683),(6 11608.334),(7 12198.768),(8 12147.448),(9 12246.786),(10 12322.346),(11 12577.647),(12 12675.6),(13 12898.595),(14 12840.837),(15 12810.059),(16 13305.329),(17 13817.853),(18 13959.263),(19 13990.97),(20 14249.012),(21 14387.904),(22 14742.837),(23 14748.187),(24 14790.922),(25 15169.301),(26 15262.967),(27 15517.323),(28 15658.856),(29 15856.123),(30 15798.637),(31 15997.056),(32 16180.853),(33 16226.922),(34 16246.791),(35 16106.107),(36 16345.482),(37 16175.095),(38 16239.204),(39 16320.09),(40 15936.32),(41 16001.018),(42 15885.117),(43 15656.18),(44 15589.298),(45 15656.256),(46 15485.796),(47 15304.395),(48 15418.231),(49 15140.891),(50 14958.529),(51 14685.502),(52 14915.542),(53 14724.791),(54 14712.89),(55 14472.873),(56 14568.04),(57 14377.376),(58 14434.379),(59 14415.072),(60 14516.316),(61 14295.976),(62 14219.62),(63 14326.587),(64 14455.941),(65 14494.435),(66 14529.071),(67 14501.397),(68 14332.362),(69 14483.522),(70 14572.678),(71 14524.964),(72 14538.213),(73 14743.604),(74 14637.147),(75 14719.808),(76 14718.097),(77 14874.121),(78 15003.305),(79 14902.166),
(1 8602.328),(2 10356.356),(3 10969.612),(4 11130.661),(5 11244.093),(6 11347.667),(7 11934.036),(8 12029.855),(9 12199.167),(10 12596.055),(11 12928.294),(12 13042.149),(13 13277.9375),(14 13121.975),(15 13546.579),(16 13835.827),(17 14289.608),(18 14474.454),(19 14287.38),(20 14732.429),(21 14975.934),(22 14952.019),(23 15274.221),(24 15378.62),(25 15600.281),(26 15734.766),(27 16280.817),(28 16271.17),(29 16304.519),(30 16410.654),(31 16342.945),(32 16481.074),(33 16389.191),(34 16667.91),(35 16532.506),(36 16283.696),(37 16529.732),(38 16462.379),(39 16418.795),(40 16133.812),(41 16045.048),(42 15900.222),(43 15767.463),(44 15803.62),(45 15448.647),(46 15199.118),(47 15292.317),(48 15248.664),(49 15128.56),(50 14811.68),(51 14873.564),(52 14891.064),(53 14881.825),(54 15010.986),(55 14655),(56 14850.99),(57 14540.708),(58 14567.864),(59 14700.523),(60 14834.112),(61 14618.003),(62 14664.8545),(63 14602.168),(64 14584.837),(65 14651.929),(66 14502.888),(67 14432.62),(68 14441.17),(69 14623.088),(70 14590.587),(71 14500.527),(72 14747.566),(73 14970.362),(74 15013.9795),(75 14958.59),(76 14969.997),(77 15233.995),(78 15313.15),(79 15305.125),
(1 8513.51),(2 10044.19),(3 10958.1455),(4 11092.503),(5 11161.084),(6 11157.164),(7 11557.674),(8 11753.768),(9 12007.339),(10 12286.83),(11 12483.748),(12 12629.404),(13 12801.59),(14 13024.268),(15 13162.618),(16 13710.73),(17 14370.509),(18 14505.396),(19 14618.749),(20 15090.285),(21 15132.535),(22 15178.668),(23 15607.21),(24 15757.112),(25 15756.517),(26 16197.973),(27 16383.663),(28 16631.563),(29 16767.322),(30 16549.63),(31 16677.365),(32 16953.387),(33 16664.484),(34 16854.342),(35 16630.807),(36 16886.125),(37 16756.033),(38 16710.34),(39 16320.387),(40 16026.99),(41 16026.813),(42 15660.099),(43 15574.698),(44 15411.732),(45 15322.003),(46 14880.915),(47 14863.827),(48 15078.067),(49 14704.417),(50 14530.876),(51 14505.542),(52 14467.417),(53 14165.445),(54 14299.862),(55 13923.936),(56 14315.048),(57 13780.12),(58 13939.952),(59 13752.386),(60 13852.219),(61 13547.676),(62 13744.699),(63 13756.122),(64 13600.392),(65 13422.641),(66 13562.293),(67 13500.245),(68 13612.599),(69 13605.098),(70 13739.541),(71 13851.117),(72 14037.997),(73 14364.143),(74 14427.997),(75 14419.285),(76 14355.959),(77 14574.451),(78 14943.495),(79 14933.295),
(1 8454.536),(2 10103.538),(3 10876.468),(4 10959.979),(5 11109.2),(6 10911.761),(7 11230.77),(8 11364.331),(9 11749.2705),(10 12014.593),(11 12026.116),(12 11952.476),(13 12185.365),(14 12156.6),(15 12262.186),(16 12689.232),(17 13230.719),(18 13249.953),(19 13305.853),(20 13648.011),(21 13700.447),(22 13868.321),(23 14115.228),(24 14380.803),(25 14552.392),(26 14819.5625),(27 15031.083),(28 14966.652),(29 15187.939),(30 15235.677),(31 15393.014),(32 15506.92),(33 15239.149),(34 15179.866),(35 15282.261),(36 15217.215),(37 15271.121),(38 15073.75),(39 15035.806),(40 14817.455),(41 14748.542),(42 14766.636),(43 14506.1),(44 14398.73),(45 14096.436),(46 14048.411),(47 14166.445),(48 13978.95),(49 13860.665),(50 13808.449),(51 13811.516),(52 13685.104),(53 13513.648),(54 13466.846),(55 13540.564),(56 13785.935),(57 13732.311),(58 13693.8),(59 13731.241),(60 13597.249),(61 13511.774),(62 13584.245),(63 13519.889),(64 13368.839),(65 13211.673),(66 13291.688),(67 13266.549),(68 13331.008),(69 13459.285),(70 13600.598),(71 13548.357),(72 13673.099),(73 13799.46),(74 13724.478),(75 13656.401),(76 13797.832),(77 13998.124),(78 14185.922),(79 14056.045),
(1 8276.958),(2 9949.923),(3 10524.573),(4 10590.514),(5 10686.655),(6 10641.984),(7 10965.172),(8 11092.527),(9 11414.45),(10 11801.947),(11 12039.486),(12 11932.49),(13 11976.529),(14 11827.087),(15 12187.845),(16 12671.6045),(17 13104.831),(18 13104.811),(19 13176.406),(20 13490.492),(21 13571.047),(22 13998.557),(23 14030.016),(24 14451.427),(25 14648.219),(26 14674.111),(27 14949.733),(28 15162.358),(29 15424.215),(30 15405.43),(31 15538.28),(32 15573.495),(33 15614.843),(34 15633.285),(35 15675.299),(36 15513.882),(37 15653.612),(38 15646.703),(39 15478.719),(40 15343.276),(41 15183.868),(42 14748.456),(43 14724.174),(44 14626.801),(45 14572.44),(46 14293.5205),(47 14108.003),(48 14107.678),(49 13953.302),(50 14001.004),(51 13928.956),(52 13741.218),(53 13589.688),(54 13564.565),(55 13683.386),(56 13562.183),(57 13341.595),(58 13200.667),(59 13396.121),(60 13205.271),(61 13370.708),(62 13319.208),(63 13414.335),(64 13234.632),(65 13344.934),(66 13238.726),(67 13349.165),(68 13371.442),(69 13313.956),(70 13228.18),(71 13304.66),(72 13527.774),(73 13639.648),(74 13706.053),(75 13756.952),(76 13874.225),(77 14123.699),(78 14209.269),(79 14202.099),
(1 8047.3706),(2 9698.521),(3 9948.781),(4 10249.517),(5 10249.864),(6 10441.786),(7 10874.6455),(8 11123.308),(9 11335.345),(10 11457.947),(11 11704.904),(12 11794.731),(13 11768.388),(14 11862.168),(15 12281.318),(16 12614.574),(17 13057.097),(18 13130.864),(19 13235.757),(20 13542.94),(21 13802.255),(22 14174.146),(23 14489.263),(24 14277.864),(25 14714.885),(26 15125.878),(27 15245.6455),(28 15478.769),(29 15589.696),(30 15761.225),(31 15924.28),(32 15937.185),(33 16071.832),(34 16240.15),(35 16133.718),(36 15946.761),(37 16231.696),(38 15883.277),(39 15519.098),(40 15442.945),(41 15362.244),(42 15112.718),(43 14831.35),(44 14659.614),(45 14530.988),(46 14273.997),(47 14030.182),(48 14032.416),(49 13893.457),(50 13763.232),(51 13847.003),(52 13880.806),(53 13604.089),(54 13643.965),(55 13482.765),(56 13379.156),(57 13252.78),(58 13177.103),(59 13035.247),(60 12832.302),(61 13060.765),(62 12803.049),(63 12811.564),(64 12678.315),(65 12659.671),(66 12635.497),(67 12653.645),(68 12734.859),(69 12740.259),(70 12696.248),(71 12807.211),(72 12974.455),(73 13100.031),(74 13040.217),(75 13494.695),(76 13582.13),(77 13910.756),(78 13812.45),(79 13944.598),
