1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50714.8),(2 188912.58),(3 389820),(4 644531.3),(5 943349.5),(6 1289305.6),(7 1665136.1),(8 2060841.6),(9 2459190),(10 2897510.8),(11 3393296),(12 3926909.8),(13 4474133.5),(14 4991924.5),(15 5472458.5),(16 5936098),(17 6390450.5),(18 6693944),(19 6926936),(20 6974662.5),(21 6959792),(22 6891608),(23 6741290.5),(24 6527664),(25 6298524.5),(26 6045818.5),(27 5763058.5),(28 5452745.5),(29 5185720.5),(30 4958175.5),(31 4777442),(32 4664134.5),(33 4623542),(34 4599437.5),(35 4644130.5),(36 4751613.5),(37 4862176.5),(38 4999293.5),(39 5139464),(40 5300509.5),(41 5565336),(42 5879540),(43 6185776),(44 6544992),(45 6937577.5),(46 7409373.5),(47 7968478.5),(48 8646312),(49 9401096),(50 10199140),(51 11067239),(52 11952756),(53 12926559),(54 13929740),(55 14955845),(56 16066467),(57 17194906),(58 18437250),(59 19697682),(60 20979398),(61 22301586),(62 23564048),(63 24806162),(64 26063280),(65 27341446),(66 28568226),(67 29785578),(68 30904226),(69 31871194),(70 32735974),(71 33582730),(72 34413412),(73 35292976),(74 36160216),(75 37024508),(76 37926444),(77 38800460),(78 39623964),(79 40396490),
(1 14732.271),(2 42701.234),(3 67433.74),(4 84498.24),(5 96995.73),(6 105903.516),(7 113997),(8 119939.25),(9 123685.56),(10 125128.91),(11 126865.086),(12 130285.61),(13 134113.78),(14 137343.17),(15 140387.88),(16 141265.23),(17 142371.42),(18 145216.16),(19 147207.34),(20 148033.56),(21 148932.44),(22 149200.8),(23 147767.78),(24 145943.4),(25 146166.77),(26 147734.2),(27 149872.81),(28 151128.81),(29 150599.75),(30 150069.53),(31 150454.89),(32 150840.19),(33 150192.38),(34 147675.58),(35 145363.34),(36 145431.28),(37 146889.31),(38 149228.58),(39 150731.7),(40 151756.56),(41 153493.94),(42 156398.64),(43 157736.25),(44 158449.2),(45 158306.27),(46 157601.58),(47 157934.63),(48 158860.3),(49 159672.23),(50 161557.8),(51 162049.69),(52 160924.64),(53 160087.31),(54 159335.3),(55 159399.36),(56 160485.17),(57 161959.48),(58 162205.89),(59 162346.61),(60 162754.88),(61 164195.64),(62 166102.56),(63 166791.27),(64 167184.47),(65 166423.86),(66 164966.36),(67 164283.34),(68 164131.13),(69 164729.28),(70 164925.58),(71 164798.6),(72 165337.89),(73 166767.75),(74 167111.73),(75 166397.95),(76 165531.64),(77 165419.08),(78 165260.81),(79 163490.77),
(1 15188.42),(2 44024.117),(3 68479.805),(4 85212.61),(5 97524.77),(6 107118.43),(7 115130.54),(8 121344.23),(9 124430.445),(10 126879.21),(11 128505.89),(12 130554.93),(13 132011.02),(14 133642.11),(15 135247.69),(16 137637.7),(17 139965.16),(18 142058.78),(19 143859.22),(20 145809.08),(21 149187.98),(22 153125.84),(23 155877.25),(24 157162.9),(25 158034.25),(26 159057.19),(27 161224.22),(28 162315.33),(29 160297.11),(30 157785.92),(31 157413.94),(32 158132.02),(33 158885.38),(34 158968.36),(35 157471.19),(36 155977.25),(37 155959.48),(38 156982.11),(39 158495.89),(40 159894.5),(41 160665.25),(42 160636.28),(43 159517.97),(44 158419.19),(45 158500.98),(46 157730.48),(47 156915.45),(48 157015.06),(49 156943.48),(50 157239.17),(51 159040.34),(52 161567.97),(53 162689.66),(54 162946.88),(55 163144.84),(56 164061.63),(57 164121.06),(58 163024.44),(59 161961.27),(60 162478.11),(61 163362.98),(62 163869),(63 163245.05),(64 163095.81),(65 163295.58),(66 163912.7),(67 164807.56),(68 164959.14),(69 164937.67),(70 164796.95),(71 164938.45),(72 165125.66),(73 165082.23),(74 166060.95),(75 165877),(76 164803.67),(77 164342.36),(78 163765.63),(79 163543.39),
(1 14800.566),(2 42025.797),(3 65265.94),(4 81620.734),(5 93474.625),(6 101089.86),(7 106993.35),(8 111346.29),(9 113876.11),(10 117253.48),(11 119691.59),(12 122915.695),(13 123573.92),(14 124994.54),(15 127293.99),(16 129674.38),(17 131909.38),(18 134252.47),(19 135868.45),(20 137283.28),(21 138588.11),(22 138529.77),(23 137666.36),(24 138124.67),(25 139796.98),(26 143497.86),(27 146790.5),(28 148214.75),(29 146879),(30 144939.77),(31 144122.83),(32 144341.13),(33 144600.42),(34 145282.94),(35 145618.94),(36 146396.75),(37 147940.23),(38 148910.22),(39 149737.73),(40 151267.16),(41 153482.03),(42 154398.52),(43 153556.19),(44 153560.22),(45 153806.38),(46 153122.9),(47 151780.42),(48 151163.44),(49 152233.4),(50 153611.67),(51 153622.28),(52 154749.25),(53 155545.9),(54 157459.6),(55 158791.67),(56 160087.81),(57 160265.27),(58 159386.94),(59 159138.83),(60 160688.89),(61 162387.83),(62 163867.42),(63 165286.11),(64 167070.77),(65 167370.45),(66 166569.73),(67 166343.64),(68 166686.11),(69 168201.19),(70 170739.89),(71 172396.39),(72 173707.75),(73 174153.84),(74 174410.2),(75 173218.81),(76 172112.47),(77 171794.4),(78 171790.34),(79 172739.55),
(1 14311.805),(2 40318.703),(3 63465.496),(4 79838.39),(5 90094.98),(6 96867.04),(7 102405.78),(8 107094.88),(9 110825.17),(10 113026.41),(11 115286.76),(12 117743.37),(13 119115.125),(14 120155.33),(15 121422.56),(16 123289.02),(17 125419.72),(18 127314.22),(19 128489.85),(20 129973.79),(21 131222.48),(22 132319.84),(23 133890.84),(24 135516.03),(25 136822.89),(26 139392.97),(27 140877.47),(28 139842.67),(29 138092.86),(30 136586.69),(31 135177.97),(32 135872),(33 136924.66),(34 137556.31),(35 136810.25),(36 136976.6),(37 137238.25),(38 137425.95),(39 137975.56),(40 138949),(41 140565.61),(42 140251.86),(43 139503.4),(44 139392.14),(45 139774.23),(46 139540.16),(47 138858.16),(48 138992.28),(49 140309.6),(50 141861.7),(51 143107.31),(52 144134.94),(53 145126.34),(54 145920.39),(55 145933.77),(56 145518.64),(57 144407),(58 143533.53),(59 145060.4),(60 146312.3),(61 146318.3),(62 145859.67),(63 145637.64),(64 145475.31),(65 146580.61),(66 147034.36),(67 148350.8),(68 149522.83),(69 150534.52),(70 151189),(71 151770.33),(72 152397.08),(73 152494.14),(74 153203.78),(75 153579.81),(76 154185),(77 156321.69),(78 157491.67),(79 157809.19),
(1 14486.685),(2 40979.805),(3 63464.875),(4 78620.74),(5 87973.48),(6 94748.49),(7 101346.555),(8 106178.72),(9 110022.18),(10 112065.484),(11 114039.19),(12 116421.9),(13 119025.625),(14 121767.29),(15 124266.73),(16 126495.01),(17 128586.56),(18 129845.305),(19 131781.92),(20 133865.97),(21 136145.9),(22 138913.39),(23 140512.38),(24 142370.73),(25 143271.48),(26 143736.83),(27 143579.25),(28 143653.23),(29 143399.81),(30 144766.8),(31 143741.25),(32 142952.72),(33 143305.23),(34 144350.55),(35 145294.78),(36 146161.02),(37 145072.6),(38 144776.77),(39 144019.9),(40 143436.27),(41 144095.7),(42 144679.4),(43 144452.89),(44 143586.08),(45 142295.56),(46 142138.69),(47 141982.38),(48 142533.86),(49 143380.6),(50 144084.16),(51 144025.2),(52 144086.73),(53 145351.77),(54 146813.1),(55 148803.45),(56 151214.73),(57 152795.83),(58 153737.2),(59 153790.56),(60 153514.72),(61 153050.14),(62 152459.2),(63 152290.4),(64 153660.11),(65 156423.17),(66 158957.8),(67 159674.38),(68 159407.25),(69 160563.47),(70 161820.22),(71 162800.05),(72 163246.28),(73 162083.55),(74 161074.8),(75 160607.56),(76 160778.44),(77 160490.05),(78 160230.7),(79 160271.3),
(1 14368.11),(2 40809.527),(3 62131.15),(4 74565.73),(5 83601.13),(6 90797.68),(7 97265.625),(8 102509.95),(9 106785.78),(10 109333.414),(11 112769.68),(12 116623.77),(13 120408.25),(14 123538.32),(15 124658.35),(16 124434.16),(17 123623.22),(18 124566.07),(19 125386.78),(20 126708.39),(21 127897.484),(22 129708.836),(23 131149.34),(24 131524.55),(25 129812.63),(26 127392.8),(27 127315.664),(28 128307.1),(29 129682.125),(30 131945.8),(31 133288.88),(32 133440.23),(33 132829.97),(34 133035.11),(35 133543.14),(36 133373.3),(37 133356.94),(38 133077.22),(39 132640.28),(40 132135.22),(41 132702.64),(42 133545.36),(43 133611.86),(44 134082.33),(45 134740.13),(46 135258.28),(47 135892.77),(48 135279.63),(49 135473.47),(50 136026.83),(51 136366.19),(52 136577.48),(53 137523.22),(54 139369.52),(55 141548.63),(56 143088.06),(57 143797.8),(58 144198.06),(59 143864.48),(60 143404.08),(61 143397.97),(62 144447.69),(63 146051.5),(64 147361.72),(65 148420.42),(66 148883.56),(67 150154.8),(68 151054.73),(69 152866),(70 153695.14),(71 154073.61),(72 153997.34),(73 153900.22),(74 155508.08),(75 155814.33),(76 155219.81),(77 154074.97),(78 153553.73),(79 152737.38),
(1 13410.799),(2 37754.625),(3 57662.023),(4 70079),(5 79748.03),(6 86513.27),(7 92395.14),(8 96975.59),(9 99191.04),(10 101469.836),(11 104931.76),(12 108599.27),(13 112096.2),(14 114066.43),(15 114962.734),(16 115458.336),(17 116215.73),(18 118080.484),(19 118694.97),(20 119740.53),(21 121833.97),(22 124356.35),(23 125454.17),(24 125504.44),(25 125091.234),(26 124772.914),(27 126036.58),(28 127033.83),(29 127681.25),(30 128140.68),(31 127802.68),(32 127643.48),(33 127391.15),(34 128191.234),(35 129864.914),(36 131254.63),(37 132820.61),(38 134305.16),(39 135217.66),(40 136227.83),(41 137804.84),(42 137926.86),(43 137126.06),(44 136402.08),(45 136585.42),(46 136766.28),(47 136364.53),(48 136928.47),(49 138005.5),(50 138759.97),(51 139632.3),(52 140734.27),(53 140777.1),(54 141399.97),(55 142560.92),(56 142845.44),(57 142236.34),(58 142095.97),(59 142610.64),(60 142753.58),(61 143276.02),(62 144068.72),(63 144361.9),(64 145092.02),(65 145268.02),(66 144427.06),(67 144676.33),(68 145771.36),(69 146647.9),(70 147653.95),(71 148302.13),(72 148883.53),(73 148890.1),(74 150104.02),(75 150975.17),(76 152226.78),(77 152023.08),(78 151336.52),(79 150469.17),
(1 13751.25),(2 37629.445),(3 56908.75),(4 70163.73),(5 79735.3),(6 86634.85),(7 91869.96),(8 95667.08),(9 99832.33),(10 103834.055),(11 106904.03),(12 109799.195),(13 111978.266),(14 112291.31),(15 113405.67),(16 115274.03),(17 116787.05),(18 117247.06),(19 117165.53),(20 117884.16),(21 118932.91),(22 119706.32),(23 121062),(24 123571.625),(25 126148.516),(26 128663.87),(27 129645.37),(28 129265.11),(29 128534.17),(30 127787.83),(31 126429.06),(32 125632.414),(33 126271.77),(34 127173.87),(35 128680.1),(36 130092.56),(37 131586.78),(38 133506.19),(39 132901.17),(40 132747.39),(41 133551.3),(42 134860.44),(43 135903.44),(44 136443.47),(45 136687.89),(46 137247.47),(47 137950.28),(48 138316.03),(49 138877.89),(50 139209.75),(51 139225.2),(52 139999.34),(53 140965.4),(54 140257.47),(55 140614.78),(56 140891.2),(57 141695.22),(58 142615.23),(59 142596.56),(60 141823.98),(61 141157.05),(62 141859.34),(63 142359.28),(64 141804.06),(65 142348.61),(66 143102.84),(67 144186.69),(68 145409.2),(69 146201.61),(70 146044.38),(71 146421.36),(72 148498.53),(73 150861.64),(74 152404.56),(75 152911.2),(76 152745.55),(77 152746.19),(78 152812.81),(79 152709.6),
(1 13284.481),(2 36444.605),(3 54409.703),(4 66800.17),(5 75261.93),(6 81037.555),(7 85055.375),(8 88234.61),(9 91668.78),(10 95956.664),(11 99682.99),(12 102504.94),(13 105493.47),(14 107665.55),(15 108166.164),(16 108719.68),(17 109187.77),(18 109556),(19 110561.86),(20 112744.71),(21 115342.53),(22 117187.8),(23 117789.805),(24 117991.58),(25 118592.14),(26 119653.35),(27 119395.87),(28 119550.766),(29 120517.61),(30 121381.4),(31 120342),(32 118997.67),(33 119615.05),(34 119951.164),(35 120524.07),(36 120823.164),(37 122152.63),(38 125244.69),(39 127080.24),(40 127168.086),(41 127494.59),(42 128147.74),(43 129233.71),(44 130082.58),(45 129090.1),(46 129448.58),(47 128753.266),(48 127270.07),(49 126769.59),(50 125220.87),(51 124521.64),(52 124467.01),(53 125252.53),(54 125362.77),(55 126185.38),(56 127856.72),(57 128919.914),(58 129717.31),(59 130557.59),(60 130738.41),(61 130668.664),(62 130474.36),(63 130268.59),(64 130104.72),(65 130228.375),(66 131046.7),(67 131541),(68 132352.72),(69 133522.44),(70 133267.55),(71 132309.06),(72 130663.59),(73 129935.15),(74 129215.31),(75 129161.625),(76 129151.02),(77 128849.8),(78 129361.5),(79 129953.64),
(1 13645.276),(2 37641.56),(3 57347.867),(4 71012.6),(5 80309.26),(6 86357.8),(7 89332.72),(8 91129.16),(9 93372.75),(10 94774.97),(11 97480.33),(12 100136.016),(13 102250.35),(14 103041.18),(15 102963.23),(16 103340.67),(17 104605.11),(18 105333.46),(19 107169.92),(20 110779.18),(21 114101.805),(22 116094.49),(23 116974.06),(24 117512.93),(25 118638.77),(26 119736.05),(27 120173.94),(28 121087.18),(29 121675.35),(30 121385.234),(31 119976.7),(32 118815.03),(33 119152.82),(34 120561.83),(35 120846.7),(36 120627.734),(37 121320.734),(38 122002.61),(39 122027.61),(40 121508.06),(41 120584.73),(42 120512.88),(43 119571.92),(44 117885.8),(45 115780.37),(46 115188.74),(47 115205.06),(48 115157.74),(49 115559.22),(50 116150.625),(51 119329.97),(52 121005.22),(53 121734.75),(54 122909.59),(55 123182.57),(56 123672.36),(57 124081.74),(58 123636.93),(59 123541),(60 123864.44),(61 123352.44),(62 123728.66),(63 124147.805),(64 124417.81),(65 124824.33),(66 125535.625),(67 126900.67),(68 128286.586),(69 129229.9),(70 130074.12),(71 129965.85),(72 129099.05),(73 128661.984),(74 129344.086),(75 131582.05),(76 133902.3),(77 133129.83),(78 131593.45),(79 130703.85),
(1 12838.008),(2 35288.85),(3 53572.668),(4 64636.254),(5 71913.08),(6 77567.03),(7 81289.94),(8 84635),(9 86728.516),(10 88127.75),(11 89937.4),(12 92604.65),(13 95537.15),(14 97963.69),(15 99387.58),(16 100017.97),(17 101558.7),(18 103487.48),(19 106021.734),(20 108301.14),(21 110595.79),(22 111492.26),(23 111752.12),(24 111888.1),(25 112827.11),(26 113574.76),(27 113706.21),(28 114233.46),(29 113340.484),(30 111517.336),(31 110523.98),(32 110381.66),(33 111381.38),(34 110965.75),(35 110106.06),(36 109981.92),(37 110164.02),(38 111389.4),(39 111899.266),(40 111490),(41 111345.11),(42 111976.46),(43 112986.39),(44 113064.37),(45 113343.98),(46 113553.57),(47 113947.32),(48 114294.98),(49 115462.34),(50 116324.97),(51 117475.65),(52 116816),(53 115223.805),(54 113334.586),(55 112461.23),(56 112731.54),(57 113570.68),(58 114757.766),(59 116451.62),(60 117730.29),(61 117562.47),(62 117883.86),(63 118676.1),(64 119260.54),(65 119844.27),(66 120713.78),(67 121840.9),(68 122842.51),(69 123135.48),(70 122675.5),(71 121362.43),(72 120960.9),(73 121134.9),(74 122028.17),(75 122359.74),(76 122196.89),(77 121049.84),(78 120765.83),(79 120809.766),
(1 12682.111),(2 34723.883),(3 52385.883),(4 63382.81),(5 71459.664),(6 77562.81),(7 82139.53),(8 86476.33),(9 90188.2),(10 92328.516),(11 94341.48),(12 97248.64),(13 100986.71),(14 104415.516),(15 105555.18),(16 105273.68),(17 105866.73),(18 108434.88),(19 112094.9),(20 113918.42),(21 114089.55),(22 113990.68),(23 114223.336),(24 114852.484),(25 115533.14),(26 116216.46),(27 115764.555),(28 116130.48),(29 117887.266),(30 118989.336),(31 119727.66),(32 120260.03),(33 120176.04),(34 118286.04),(35 116746.35),(36 116208.37),(37 116441.81),(38 116786.49),(39 116407.99),(40 116524.5),(41 116684.47),(42 117074.195),(43 118562.89),(44 119428.38),(45 119983.195),(46 120941.18),(47 121931.18),(48 122437.27),(49 122337.984),(50 121840.086),(51 122477.58),(52 122945.164),(53 122238.42),(54 121550.82),(55 122123.7),(56 122935.945),(57 123426.59),(58 124722.664),(59 126418.16),(60 127755.55),(61 127411.76),(62 126501.93),(63 125989.875),(64 126260.1),(65 126524.664),(66 127350.52),(67 128167.36),(68 128602.086),(69 128655.62),(70 128338.99),(71 127503.74),(72 127168.07),(73 127358.1),(74 128195.27),(75 128632.51),(76 127964.555),(77 126817.42),(78 126686.195),(79 127078.47),
(1 12939.717),(2 35675.277),(3 52954.4),(4 63013.145),(5 69406.336),(6 73550.87),(7 76262.03),(8 79315.26),(9 83361.29),(10 87341.875),(11 90935.62),(12 93267.734),(13 94627.01),(14 95444.5),(15 95582.805),(16 96773.586),(17 98511.266),(18 100597.59),(19 102820.97),(20 104689.734),(21 105938.625),(22 105477.56),(23 104296.69),(24 103516.77),(25 103659.22),(26 104269.74),(27 104113.836),(28 104477.99),(29 106353.266),(30 108157.64),(31 108470.195),(32 107650.85),(33 106439.836),(34 106305.37),(35 105904.2),(36 106261.62),(37 107246.54),(38 107587.53),(39 107640.15),(40 108191.5),(41 108272.89),(42 108715.64),(43 108763.836),(44 109094.016),(45 109392.77),(46 111219.18),(47 112640.195),(48 112270.87),(49 110769.32),(50 109955.06),(51 109706.805),(52 110062.98),(53 110024.016),(54 110164.77),(55 111139.055),(56 112484.44),(57 112727.57),(58 112309.44),(59 112193.2),(60 112028.15),(61 111886.195),(62 112448.164),(63 113019.305),(64 113754.164),(65 114119.125),(66 114022.25),(67 114492.625),(68 116175.24),(69 117389.08),(70 117622.45),(71 117712.2),(72 117688.27),(73 118132.56),(74 117602.43),(75 116161.805),(76 114972.305),(77 114642.03),(78 115703.75),(79 116745.1),
(1 12100.5),(2 32550.89),(3 47984.938),(4 58060.67),(5 64168.07),(6 68162.5),(7 70297.125),(8 72423.99),(9 76011.06),(10 80017.82),(11 83974.71),(12 87296.14),(13 89053.03),(14 89035.79),(15 88547.1),(16 89424.33),(17 89954.03),(18 91558.22),(19 93362.34),(20 94942.97),(21 96180.45),(22 96515.41),(23 97309.29),(24 98125.43),(25 98287.07),(26 98726.234),(27 97588.8),(28 97011.53),(29 97739.97),(30 98717.4),(31 100214.78),(32 101800.89),(33 101898.875),(34 102598.91),(35 103686.03),(36 104162.99),(37 103719.49),(38 103355.086),(39 103522.79),(40 103417.42),(41 103735.22),(42 105442.64),(43 106071.78),(44 106901.13),(45 107367.086),(46 108186.25),(47 108891.58),(48 108754.14),(49 108791.414),(50 108859.805),(51 108915.3),(52 108455.6),(53 109785.414),(54 111301.375),(55 112216.7),(56 112459.086),(57 111746.625),(58 111152.56),(59 111955.45),(60 112998.586),(61 113829.86),(62 114381.25),(63 113846.78),(64 113343.63),(65 113214.67),(66 112989.56),(67 113006.38),(68 114021.95),(69 115370.48),(70 116131.96),(71 116329.96),(72 115887.52),(73 115857.25),(74 115890.15),(75 115934.47),(76 115166.305),(77 113657.47),(78 112457.29),(79 111837.59),
(1 12095.573),(2 32238.014),(3 47923.035),(4 58065.633),(5 65398.258),(6 71545.89),(7 75861.02),(8 80033.15),(9 83370.98),(10 86033.36),(11 88284.94),(12 90619.375),(13 92093.664),(14 93168.98),(15 94430.29),(16 96220.08),(17 97072.68),(18 97296.5),(19 97272.71),(20 97735.05),(21 97856.79),(22 97534.84),(23 97146.29),(24 97041.87),(25 96567.266),(26 96673.03),(27 96692.234),(28 96727.695),(29 96649.586),(30 97185.87),(31 97274.8),(32 97978.88),(33 98227.62),(34 99288.6),(35 100396.19),(36 101032.72),(37 100688.55),(38 101325.96),(39 102518.836),(40 102910.38),(41 102802.83),(42 102643.125),(43 103117.51),(44 102503.37),(45 101691.65),(46 102406.234),(47 103913.484),(48 103982.234),(49 103637.055),(50 103411.266),(51 103216.95),(52 104091.81),(53 104781.59),(54 106435.4),(55 108107.73),(56 109306.98),(57 110643.73),(58 112003.875),(59 112954.55),(60 112004.29),(61 110985.9),(62 111054.086),(63 111630.016),(64 111679.68),(65 111743.32),(66 111696.836),(67 111861.34),(68 112574.914),(69 112934.61),(70 113465.29),(71 114715.47),(72 115734.18),(73 115265.445),(74 114143.336),(75 112596.57),(76 110665.6),(77 109345.29),(78 108670.74),(79 108850.98),
(1 11485.782),(2 30320.248),(3 44693.953),(4 53666.84),(5 60250.734),(6 65365.695),(7 68511.945),(8 71732.836),(9 73611.68),(10 75631.8),(11 77483.086),(12 79559.21),(13 81359.805),(14 83414.57),(15 85348.45),(16 86861.695),(17 87784.49),(18 89066.33),(19 90658.67),(20 91737.086),(21 91834.055),(22 91538.516),(23 90992.414),(24 90266.555),(25 89290.48),(26 89427.766),(27 89905.836),(28 91467.48),(29 92826.58),(30 93668.5),(31 93782.11),(32 93241.164),(33 93398.54),(34 93223.34),(35 93150.91),(36 93582.41),(37 93991.305),(38 94736.08),(39 94599.74),(40 94681.38),(41 95618.06),(42 97137.78),(43 98098.016),(44 98845.836),(45 100199.23),(46 101453.625),(47 101468.81),(48 101629.76),(49 101346.945),(50 100990.12),(51 101038.72),(52 101121.88),(53 101470.945),(54 101674.14),(55 102720.18),(56 103613.055),(57 104382.57),(58 104736.32),(59 104403.13),(60 103996.92),(61 103705.53),(62 103873.07),(63 103673.94),(64 103487.59),(65 103285.016),(66 103025.586),(67 102994.164),(68 103084.39),(69 102894.18),(70 103059.55),(71 102800.76),(72 102729.5),(73 103612.86),(74 104035.41),(75 104221.51),(76 103799.54),(77 103687.13),(78 104394.17),(79 104658.66),
(1 11906.195),(2 31435.87),(3 45934.375),(4 54873.67),(5 60962.418),(6 65428.81),(7 68335.32),(8 71121.305),(9 73531.18),(10 77434.04),(11 80861.34),(12 83429.34),(13 84308.48),(14 85564.56),(15 86573.97),(16 87571.9),(17 88907.2),(18 90787.74),(19 93053.58),(20 94397.08),(21 94589.51),(22 94841.305),(23 95987.53),(24 96426.41),(25 96722.875),(26 97679.695),(27 98958.56),(28 99584.445),(29 99021.45),(30 98158.06),(31 97285.96),(32 95812.86),(33 94862.22),(34 94853.2),(35 95036.56),(36 96423.516),(37 97874.86),(38 98664.18),(39 98038.734),(40 97380.69),(41 98248.086),(42 99476.86),(43 100020.89),(44 99866.18),(45 99953.69),(46 101222.16),(47 102905.06),(48 104031.11),(49 103098.33),(50 102439.28),(51 102660.234),(52 102354.305),(53 102152.88),(54 102691.86),(55 103245.16),(56 103561.195),(57 103082.375),(58 102919.75),(59 103213.63),(60 103708.67),(61 104140.11),(62 104795.48),(63 105275.09),(64 105016.19),(65 105338.38),(66 105946.55),(67 106894.516),(68 107770.41),(69 107517.8),(70 106892.91),(71 106513.84),(72 106369.59),(73 107112.75),(74 107391.586),(75 107575.914),(76 108051.414),(77 108670.05),(78 109040.695),(79 109390.805),
(1 11915.393),(2 31177.13),(3 45800.367),(4 54532.72),(5 60470.51),(6 64931.047),(7 67385.87),(8 69853.56),(9 71348.98),(10 73029.86),(11 74732.01),(12 76566.055),(13 79043.77),(14 81489.086),(15 83344.18),(16 84475.48),(17 85375.27),(18 86048.46),(19 87454.01),(20 88693.78),(21 89225.7),(22 89264.41),(23 90669.39),(24 92149.18),(25 93017.516),(26 94152.39),(27 95172.12),(28 95988.48),(29 96523.766),(30 96313.3),(31 95291.83),(32 95240.625),(33 94928.484),(34 95431.125),(35 95963.12),(36 95703.58),(37 95316.32),(38 95149.414),(39 95177.75),(40 95295.9),(41 96246.375),(42 97057.26),(43 98185.08),(44 98529.086),(45 98821.38),(46 99659.53),(47 100547.82),(48 100892.7),(49 100841.16),(50 101551.125),(51 101386.88),(52 103036.25),(53 103529.68),(54 103440.21),(55 103274.45),(56 103639.85),(57 103878.27),(58 103788.33),(59 103209.49),(60 102575.86),(61 102108.62),(62 101989.07),(63 102390.29),(64 102230.9),(65 101753.71),(66 101822.586),(67 101139.44),(68 100374.26),(69 100139.695),(70 100935.83),(71 101948.38),(72 102358.3),(73 102685.555),(74 102909.46),(75 102770.62),(76 101946.9),(77 100880.89),(78 101142.1),(79 101533.22),
