1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 92231.03),(2 133166.27),(3 152210.52),(4 295503.75),(5 411003.16),(6 488588.47),(7 673757.5),(8 833573),(9 953753.2),(10 1160393.3),(11 1318830.1),(12 1423221.4),(13 1619100),(14 1771095.4),(15 1889891.5),(16 2081755.6),(17 2249083.3),(18 2379292.3),(19 2578632.5),(20 2745734.8),(21 2885759.3),(22 3125599.8),(23 3323853.3),(24 3514476.3),(25 3818040.8),(26 4032244.3),(27 4270786),(28 4596269),(29 4860846.5),(30 5128688),(31 5502332),(32 5855480),(33 6208414.5),(34 6598030.5),(35 6958573.5),(36 7323210),(37 7756801.5),(38 8152624.5),(39 8594641),(40 9073397),(41 9505825),(42 10001683),(43 10556910),(44 10956949),(45 11471476),(46 11991520),(47 12500183),(48 13077337),(49 13579067),(50 14048900),(51 14619764),(52 15102763),(53 15553901),(54 16040559),(55 16537193),(56 16957738),(57 17491090),(58 18078786),(59 18543018),(60 19078690),(61 19586766),(62 20053918),(63 20617920),(64 21117974),(65 21536784),(66 22034644),(67 22602774),(68 23097546),(69 23563326),(70 24092910),(71 24548032),(72 25067936),(73 25780250),(74 26239174),(75 26860106),(76 27440698),(77 27914864),(78 28454842),(79 28964026),
(1 2706.6943),(2 4092.9731),(3 4027.5554),(4 4157.0146),(5 4144.045),(6 4400.8647),(7 4562.071),(8 4780.3203),(9 4800.3066),(10 4809.269),(11 4877.962),(12 5032.8115),(13 5160.3457),(14 5189.625),(15 5415.3765),(16 5421.9004),(17 5585.1895),(18 5628.858),(19 5700.964),(20 5722.6187),(21 5710.8857),(22 5673.301),(23 5728.4097),(24 5803.5376),(25 5752.743),(26 5798.814),(27 5755.1704),(28 5741.2886),(29 5877.629),(30 5834.0693),(31 5836.5537),(32 5732.3594),(33 5672.8843),(34 5660.8057),(35 5705.1123),(36 5733.847),(37 5721.9585),(38 5694.6177),(39 5755.055),(40 5762.054),(41 5646.659),(42 5642.979),(43 5633.5083),(44 5595.998),(45 5628.7305),(46 5601.295),(47 5522.5347),(48 5500.424),(49 5503.6777),(50 5504.4146),(51 5522.18),(52 5520.751),(53 5514.757),(54 5471.613),(55 5417.246),(56 5369.267),(57 5297.3804),(58 5244.7993),(59 5214.1787),(60 5216.0493),(61 5357.05),(62 5353.443),(63 5298.2485),(64 5264.238),(65 5248.1577),(66 5276.035),(67 5268.617),(68 5275.1914),(69 5192.748),(70 5197.4707),(71 5134.775),(72 5168.1885),(73 5281.5205),(74 5296.568),(75 5317.2827),(76 5262.118),(77 5285.2456),(78 5359.7793),(79 5267.408),
(1 2713.046),(2 4074.14),(3 4036.6306),(4 4268.3364),(5 4316.0493),(6 4438.0146),(7 4472.526),(8 4709.5264),(9 4792.753),(10 4850.3306),(11 4854.1343),(12 5017.7866),(13 5100.0024),(14 5154.609),(15 5340.562),(16 5391.6567),(17 5494.75),(18 5475.451),(19 5622.0586),(20 5750.63),(21 5717.935),(22 5803.273),(23 5784.4956),(24 5800.6123),(25 5755.7017),(26 5726.4346),(27 5783.7334),(28 5706.908),(29 5752.1113),(30 5777.79),(31 5787.4063),(32 5710.146),(33 5603.1963),(34 5630.8394),(35 5737.4434),(36 5656.504),(37 5589.2056),(38 5654.8594),(39 5675.18),(40 5609.366),(41 5588.805),(42 5583.5913),(43 5501.1597),(44 5438.593),(45 5451.729),(46 5496.9136),(47 5485.43),(48 5455.406),(49 5491.6143),(50 5513.9063),(51 5429.0205),(52 5429.2026),(53 5503.9063),(54 5585.0283),(55 5499.2764),(56 5464.3765),(57 5405.373),(58 5394.1226),(59 5367.446),(60 5326.553),(61 5400.9165),(62 5395.0547),(63 5372.5273),(64 5398.8086),(65 5411.9272),(66 5386.1104),(67 5401.878),(68 5355.5254),(69 5303.561),(70 5310.584),(71 5285.881),(72 5266.1685),(73 5267.877),(74 5298.9746),(75 5302.757),(76 5253.5947),(77 5188.353),(78 5241.245),(79 5238.303),
(1 2743.861),(2 4018.2522),(3 3945.7104),(4 4076.0676),(5 4135.561),(6 4335.475),(7 4387.878),(8 4608.672),(9 4597.067),(10 4677.707),(11 4733.1973),(12 4819.847),(13 4921.0796),(14 5016.3853),(15 5181.9673),(16 5157.923),(17 5315.4243),(18 5240.9546),(19 5341.185),(20 5364.3867),(21 5314.3003),(22 5454.6177),(23 5539.209),(24 5543.0674),(25 5547.883),(26 5533.148),(27 5543.121),(28 5570.7964),(29 5563.9697),(30 5594.119),(31 5604.5566),(32 5557.5547),(33 5496.5425),(34 5474.941),(35 5532.3833),(36 5528.6377),(37 5475.0796),(38 5495.6504),(39 5566.9277),(40 5517.0854),(41 5409.8916),(42 5467.894),(43 5405.235),(44 5300.658),(45 5316.875),(46 5338.672),(47 5332.8447),(48 5367.5947),(49 5422.6025),(50 5369.3223),(51 5318.897),(52 5321.7197),(53 5374.475),(54 5345.4463),(55 5294.252),(56 5343.106),(57 5283.2114),(58 5183.1465),(59 5201.6797),(60 5252.738),(61 5275.453),(62 5130.4375),(63 5182.888),(64 5210.0933),(65 5164.4063),(66 5218.418),(67 5162.8784),(68 5110.4224),(69 5050.08),(70 5095.478),(71 5116.348),(72 5106.518),(73 5030.9326),(74 5043.202),(75 5085.5854),(76 5109.7397),(77 5164.87),(78 5092.9346),(79 5072.2163),
(1 2728.3376),(2 4001.2659),(3 3963.8066),(4 4142.69),(5 4106.147),(6 4252.214),(7 4347.598),(8 4585.2773),(9 4531.231),(10 4634.7305),(11 4748.2173),(12 4859.868),(13 4886.7666),(14 4990.0366),(15 5136.597),(16 5122.881),(17 5389.0454),(18 5254.992),(19 5425.084),(20 5449.209),(21 5414.195),(22 5542.554),(23 5523.1426),(24 5551.767),(25 5495.708),(26 5475.786),(27 5544.9897),(28 5583.1777),(29 5544.352),(30 5532.9897),(31 5480.134),(32 5510.687),(33 5550.1597),(34 5484.8594),(35 5474.0645),(36 5522.797),(37 5523.7227),(38 5568.1763),(39 5551.141),(40 5552.8984),(41 5495.6323),(42 5532.2124),(43 5530.1914),(44 5493.036),(45 5587.4175),(46 5536.3193),(47 5505.5225),(48 5431.259),(49 5422.3896),(50 5438.907),(51 5408.7236),(52 5372.058),(53 5373.7236),(54 5334.75),(55 5251.479),(56 5243.9443),(57 5214.8013),(58 5207.576),(59 5253.8833),(60 5183.8403),(61 5106.6895),(62 5057.226),(63 5177.6685),(64 5170.1533),(65 5126.8438),(66 5166.322),(67 5088.8745),(68 5116.561),(69 5053.66),(70 5076.3667),(71 5133.4487),(72 5151.2227),(73 5124.798),(74 5150.4033),(75 5190.595),(76 5094.8804),(77 4994.4326),(78 4938.932),(79 5001.7817),
(1 2669.8755),(2 3909.359),(3 3844.777),(4 4011.9937),(5 4009.3367),(6 4130.1016),(7 4261.364),(8 4454.831),(9 4415.893),(10 4559.8105),(11 4583.9214),(12 4682.087),(13 4721.264),(14 4904.1357),(15 5035.2314),(16 4991.114),(17 5196.1436),(18 5158.4253),(19 5267.725),(20 5212.501),(21 5247.1563),(22 5325.9673),(23 5327.171),(24 5418.529),(25 5381.1245),(26 5322.2803),(27 5330.798),(28 5379.8154),(29 5293.28),(30 5353.8564),(31 5318.6377),(32 5244.412),(33 5204.1577),(34 5180.916),(35 5347.15),(36 5336.543),(37 5321.5674),(38 5354.913),(39 5283.455),(40 5225.079),(41 5269.476),(42 5329.3755),(43 5197.62),(44 5219.419),(45 5212.1406),(46 5191.1597),(47 5188.95),(48 5147.152),(49 5132.7275),(50 5140.9106),(51 5139.0415),(52 5090.54),(53 5101.345),(54 5097.263),(55 5007.5005),(56 4939.1055),(57 4874.976),(58 4903.511),(59 4957.067),(60 5015.4854),(61 4945.915),(62 4815.4814),(63 4902.867),(64 4845.5938),(65 4824.9116),(66 4797.749),(67 4794.0127),(68 4782.6484),(69 4786.067),(70 4730.3145),(71 4764.0156),(72 4867.9873),(73 4809.1816),(74 4853.623),(75 4935.389),(76 4867.866),(77 4828.392),(78 4845.457),(79 4914.582),
(1 2636.8354),(2 3827.3293),(3 3774.021),(4 3899.773),(5 3928.9282),(6 4094.7173),(7 4140.3247),(8 4277.3774),(9 4217.108),(10 4335.6084),(11 4439.7485),(12 4632.783),(13 4644.1284),(14 4748.738),(15 4924.9775),(16 4853.0986),(17 4941.981),(18 4920.647),(19 5021.5586),(20 5013.13),(21 5144.225),(22 5255.6074),(23 5262.626),(24 5210.328),(25 5159.7744),(26 5178.1436),(27 5252.768),(28 5274.314),(29 5180.9907),(30 5191.8936),(31 5172.8345),(32 5229.9756),(33 5149.56),(34 5148.9365),(35 5274.851),(36 5189.5986),(37 5240.803),(38 5342.1777),(39 5258.677),(40 5079.2124),(41 5174.5303),(42 5160.47),(43 5120.662),(44 5113.412),(45 5112.6685),(46 5070.682),(47 5058.781),(48 5011.7256),(49 4959.2427),(50 4993.9517),(51 4985.71),(52 4923.242),(53 5020.834),(54 4953.353),(55 4946.0483),(56 4964.7505),(57 4910.3096),(58 4880.9473),(59 4895.8237),(60 5002.8228),(61 4947.8794),(62 4873.619),(63 4861.6455),(64 4812.84),(65 4906.6387),(66 4891.6953),(67 4845.2993),(68 4798.752),(69 4903.769),(70 4824.6865),(71 4817.486),(72 4836.602),(73 4793.3335),(74 4882.4927),(75 4874.3164),(76 4807.467),(77 4718.3013),(78 4821.1113),(79 4899.6),
(1 2653.0872),(2 3882.2295),(3 3874.488),(4 3978.1716),(5 3960.073),(6 4117.24),(7 4156.2285),(8 4397.3545),(9 4434.1675),(10 4601.5293),(11 4697.837),(12 4845.6235),(13 4790.92),(14 4938.683),(15 5127.6597),(16 5061.5195),(17 5196.874),(18 5268.896),(19 5426.839),(20 5304.3833),(21 5356.5845),(22 5411.5566),(23 5464.7046),(24 5450.0083),(25 5420.628),(26 5483.0127),(27 5477.4023),(28 5531.9077),(29 5455.792),(30 5467.464),(31 5477.368),(32 5494.037),(33 5375.501),(34 5384.5083),(35 5428.8228),(36 5368.462),(37 5363.882),(38 5479.6514),(39 5409.471),(40 5313.793),(41 5401.6772),(42 5407.1895),(43 5387.9434),(44 5337.1543),(45 5283.0176),(46 5269.134),(47 5231.7603),(48 5292.4937),(49 5257.7397),(50 5237.1953),(51 5178.432),(52 5104.4893),(53 5153.5825),(54 5078.357),(55 5076.6187),(56 5011.4824),(57 5024.619),(58 5118.5664),(59 5115.8535),(60 5088.205),(61 5021.8364),(62 5102.1973),(63 5059.492),(64 4967.138),(65 4936.4097),(66 4960.7876),(67 4987.9097),(68 4946.7817),(69 4965.7607),(70 4978.281),(71 5019.8853),(72 5016.9707),(73 5011.4297),(74 4982.9526),(75 4969.134),(76 4948.455),(77 4856.9766),(78 4953.7236),(79 4921.8276),
(1 2558.2673),(2 3749.2102),(3 3648.2366),(4 3802.2786),(5 3861.6384),(6 4065.381),(7 4153.4795),(8 4314.378),(9 4257.9688),(10 4424.536),(11 4450.0464),(12 4604.838),(13 4591.93),(14 4693.759),(15 4836.2437),(16 4876.7666),(17 4983.763),(18 5014.3047),(19 5238.733),(20 5120.234),(21 5193.7017),(22 5239.574),(23 5264.001),(24 5223.694),(25 5132.085),(26 5119.834),(27 5217.7085),(28 5266.4717),(29 5195.139),(30 5225.5474),(31 5143.3486),(32 5177.988),(33 5068.4673),(34 5129.2095),(35 5121.16),(36 5049.627),(37 5074.81),(38 5161.622),(39 5039.794),(40 4938.4883),(41 5024.005),(42 5066.229),(43 5107.0234),(44 5049.3154),(45 4986.4927),(46 4970.4004),(47 4995.0415),(48 4939.7124),(49 4913.802),(50 4919.9424),(51 4853.8613),(52 4830.429),(53 4910.6157),(54 4898.123),(55 4872.2637),(56 4832.594),(57 4879.869),(58 4878.621),(59 4893.5347),(60 4847.341),(61 4751.61),(62 4846.4043),(63 4816.8525),(64 4856.7),(65 4849.493),(66 4834.175),(67 4780.2744),(68 4796.181),(69 4812.3896),(70 4843.671),(71 4891.2373),(72 4826.1187),(73 4864.1875),(74 4807.487),(75 4794.8467),(76 4776.435),(77 4750.632),(78 4732.513),(79 4654.9033),
(1 2431.7434),(2 3530.273),(3 3498.868),(4 3658.7761),(5 3788.6323),(6 3851.1172),(7 3904.4082),(8 4068.2405),(9 4035.8354),(10 4143.673),(11 4243.564),(12 4382.2256),(13 4395.6313),(14 4541.3813),(15 4652.9214),(16 4748.6816),(17 4786.0347),(18 4838.637),(19 5032.688),(20 4915.7305),(21 4971.2485),(22 5012.637),(23 5147.9243),(24 5075.965),(25 5043.9336),(26 5171.8335),(27 5212.3545),(28 5167.6367),(29 5170.1577),(30 5235.344),(31 5224.3823),(32 5291.1724),(33 5169.138),(34 5140.1665),(35 5105.413),(36 5094.026),(37 5092.0083),(38 5102.381),(39 5011.1455),(40 5004.475),(41 5038.513),(42 5052.831),(43 5059.351),(44 5007.085),(45 4985.8438),(46 4935.5747),(47 4923.16),(48 4902.22),(49 4814.3164),(50 4807.022),(51 4788.6416),(52 4745.273),(53 4700.1724),(54 4741.026),(55 4773.3228),(56 4661.1553),(57 4716.018),(58 4763.209),(59 4761.004),(60 4729.387),(61 4675.4766),(62 4675.025),(63 4685.01),(64 4668.522),(65 4657.795),(66 4736.3896),(67 4617.451),(68 4643.1196),(69 4593.558),(70 4594.9043),(71 4637.817),(72 4667.489),(73 4634.626),(74 4588.9727),(75 4541.553),(76 4566.2544),(77 4552.0913),(78 4534.447),(79 4586.87),
(1 2467.4873),(2 3598.9934),(3 3553.605),(4 3671.2673),(5 3766.6965),(6 3839.8115),(7 3916.8152),(8 4120.262),(9 4006.004),(10 4079.7402),(11 4201.506),(12 4320.231),(13 4299.138),(14 4458.9453),(15 4561.065),(16 4622.5366),(17 4648.09),(18 4775.247),(19 4874.2046),(20 4723.3916),(21 4874.2217),(22 4838.2456),(23 4963.8364),(24 4930.4976),(25 4929.9014),(26 4987.2993),(27 5054.9863),(28 5066.194),(29 5082.3584),(30 5143.6763),(31 5145.2715),(32 5140.175),(33 5046.8384),(34 5085.9097),(35 5073.5425),(36 5011.4243),(37 4979.3994),(38 5057.611),(39 4900.825),(40 4920.1914),(41 5049.7676),(42 5055.454),(43 5024.3774),(44 5017.368),(45 5015.2466),(46 4946.778),(47 4878.899),(48 4854.979),(49 4800.1797),(50 4818.2466),(51 4770.241),(52 4747.2056),(53 4763.854),(54 4794.7104),(55 4715.653),(56 4665.5977),(57 4751.1274),(58 4687.5537),(59 4701.0586),(60 4697.883),(61 4775.251),(62 4687.712),(63 4724.991),(64 4705.9233),(65 4654.587),(66 4570.829),(67 4535.237),(68 4569.275),(69 4546.1865),(70 4614.76),(71 4579.537),(72 4553.243),(73 4535.0293),(74 4537.8013),(75 4575.087),(76 4592.705),(77 4527.985),(78 4508.0537),(79 4507.7627),
(1 2393.8896),(2 3426.7253),(3 3379.8171),(4 3546.0437),(5 3673.3625),(6 3714.487),(7 3804.103),(8 3895.6924),(9 3876.1038),(10 4065.3357),(11 4122.705),(12 4234.941),(13 4278.5244),(14 4448.0205),(15 4564.1606),(16 4674.1284),(17 4693.112),(18 4784.494),(19 4865.3228),(20 4786.9463),(21 4888.072),(22 4893.8374),(23 5012.686),(24 4994.0566),(25 5011.2383),(26 4989.9307),(27 5082.3657),(28 5044.1157),(29 5035.984),(30 4994.155),(31 5024.257),(32 5034.14),(33 4960.9453),(34 4896.871),(35 4961.5347),(36 4900.396),(37 4869.2607),(38 4887.2524),(39 4840.3667),(40 4910.111),(41 4823.6255),(42 4878.739),(43 4865.204),(44 4855.231),(45 4908.974),(46 4908.2026),(47 4815.448),(48 4815.38),(49 4765.981),(50 4841.6553),(51 4782.6504),(52 4698.9907),(53 4649.974),(54 4607.4453),(55 4557.933),(56 4606.604),(57 4651.0444),(58 4591.9976),(59 4600.639),(60 4509.9873),(61 4537.8765),(62 4490.568),(63 4558.46),(64 4509.7793),(65 4483.4126),(66 4418.4854),(67 4416.6763),(68 4409.0293),(69 4435.879),(70 4424.8267),(71 4428.354),(72 4399.87),(73 4387.29),(74 4394.656),(75 4454.2446),(76 4469.5723),(77 4408.781),(78 4369.6426),(79 4351.407),
(1 2379.0618),(2 3405.9463),(3 3356.1914),(4 3504.837),(5 3643.3364),(6 3663.5945),(7 3735.6353),(8 3794.1194),(9 3766.1497),(10 3936.5894),(11 4067.3848),(12 4209.3203),(13 4157.0586),(14 4299.633),(15 4418.0713),(16 4539.8354),(17 4519.611),(18 4603.226),(19 4776.4375),(20 4740.856),(21 4747.0957),(22 4765.521),(23 4896.7373),(24 4890.205),(25 4887.249),(26 4950.6626),(27 5060.9917),(28 5019.6255),(29 5095.339),(30 5078.9736),(31 5148.2837),(32 5068.8813),(33 4975.9883),(34 5011.3574),(35 5055.6523),(36 4968.438),(37 4982.6343),(38 4943.242),(39 4949.0986),(40 4980.0645),(41 4929.306),(42 4959.0435),(43 4944.3203),(44 4952.364),(45 4911.9443),(46 4826.594),(47 4806.4927),(48 4827.997),(49 4750.3447),(50 4661.47),(51 4668.1777),(52 4700.514),(53 4681.2314),(54 4718.024),(55 4600.386),(56 4591.036),(57 4599.2524),(58 4599.644),(59 4568.9033),(60 4544.1563),(61 4530.0903),(62 4553.1187),(63 4556.5723),(64 4454.1416),(65 4363.263),(66 4321.782),(67 4386.215),(68 4374.7876),(69 4391.812),(70 4437.226),(71 4446.012),(72 4418.0347),(73 4363.126),(74 4304.6978),(75 4316.7295),(76 4300.362),(77 4304.6753),(78 4342.078),(79 4364.499),
(1 2306.862),(2 3242.4004),(3 3176.077),(4 3371.8577),(5 3469.2322),(6 3474.8662),(7 3601.799),(8 3682.22),(9 3693.2805),(10 3832.7983),(11 3879.2686),(12 4053.8894),(13 4052.6406),(14 4237.489),(15 4334.3877),(16 4461.42),(17 4430.0015),(18 4507.077),(19 4605.737),(20 4582.6523),(21 4666.394),(22 4663.507),(23 4759.097),(24 4772.6934),(25 4771.7827),(26 4863.7227),(27 4949.118),(28 4882.549),(29 4894.724),(30 4942.6245),(31 5030.0654),(32 4954.876),(33 4882.349),(34 4896.271),(35 4838.001),(36 4892.053),(37 4948.2686),(38 4848.864),(39 4810.7793),(40 4773.0703),(41 4812.0913),(42 4787.9663),(43 4780.145),(44 4747.9375),(45 4814.16),(46 4797.1636),(47 4802.2373),(48 4846.6094),(49 4830.177),(50 4769.0815),(51 4809.2524),(52 4733.3438),(53 4672.0684),(54 4671.8027),(55 4599.3457),(56 4615.4053),(57 4597.9717),(58 4614.2383),(59 4533.583),(60 4648.2144),(61 4629.152),(62 4682.0093),(63 4646.691),(64 4584.6763),(65 4600.5776),(66 4632.999),(67 4584.216),(68 4529.8794),(69 4499.1665),(70 4536.5977),(71 4531.649),(72 4538.0635),(73 4531.3135),(74 4498.0127),(75 4489.016),(76 4437.6973),(77 4391.927),(78 4378.7905),(79 4319.445),
(1 2330.5474),(2 3179.614),(3 3110.0166),(4 3308.852),(5 3473.173),(6 3493.6165),(7 3574.8171),(8 3656.5107),(9 3728.2388),(10 3843.307),(11 3956.6025),(12 4032.976),(13 4069.7178),(14 4293.6084),(15 4351.6875),(16 4504.8574),(17 4428.533),(18 4568.6426),(19 4656.9473),(20 4696.0005),(21 4730.084),(22 4725.955),(23 4758.5566),(24 4673.1543),(25 4699.5737),(26 4816.3364),(27 4886.336),(28 4751.0806),(29 4798.9243),(30 4739.5894),(31 4722.5146),(32 4672.8193),(33 4766.346),(34 4758.973),(35 4727.5024),(36 4726.3887),(37 4732.451),(38 4688.24),(39 4678.645),(40 4653.6855),(41 4673.383),(42 4666.3066),(43 4665.425),(44 4708.9673),(45 4757.379),(46 4693.683),(47 4697.906),(48 4728.8003),(49 4702.96),(50 4628.01),(51 4682.0464),(52 4561.0684),(53 4591.683),(54 4575.664),(55 4557.4263),(56 4585.305),(57 4652.205),(58 4534.455),(59 4427.8853),(60 4459.081),(61 4403.2134),(62 4467.524),(63 4463.3926),(64 4417.953),(65 4409.8315),(66 4440.917),(67 4392.8843),(68 4393.5737),(69 4386.8413),(70 4354.1265),(71 4355.0723),(72 4346.527),(73 4391.4155),(74 4391.7695),(75 4394.79),(76 4328.6377),(77 4371.0635),(78 4282.238),(79 4250.063),
(1 2266.1736),(2 3128.7615),(3 3066.456),(4 3255.7312),(5 3359.8423),(6 3439.715),(7 3571.7231),(8 3670.4995),(9 3736.4834),(10 3866.6467),(11 4029.5618),(12 4174.9927),(13 4162.7153),(14 4322.6235),(15 4391.9175),(16 4568.6265),(17 4539.533),(18 4663.2734),(19 4758.468),(20 4837.5693),(21 4833.851),(22 4861.027),(23 4923.0684),(24 4898.2),(25 4898.9785),(26 4970.4414),(27 4964.3096),(28 4894.574),(29 4942.879),(30 4942.5356),(31 4898.88),(32 4866.646),(33 4849.8433),(34 4757.046),(35 4738.197),(36 4678.142),(37 4676.8643),(38 4635.2397),(39 4644.6416),(40 4599.2046),(41 4581.144),(42 4598.193),(43 4587.7803),(44 4601.9326),(45 4587.5938),(46 4521.185),(47 4589.468),(48 4617.637),(49 4546.1973),(50 4517.5215),(51 4481.7217),(52 4433.467),(53 4449.597),(54 4396.7573),(55 4368.9204),(56 4421.745),(57 4466.157),(58 4401.172),(59 4424.5537),(60 4354.093),(61 4354.6426),(62 4430.5186),(63 4359.499),(64 4277.368),(65 4253.283),(66 4284.589),(67 4302.2285),(68 4343.8486),(69 4279.5986),(70 4226.0107),(71 4204.3276),(72 4238.4937),(73 4244.149),(74 4211.0015),(75 4174.01),(76 4189.758),(77 4237.6084),(78 4174.109),(79 4199.47),
(1 2167.1477),(2 2980.25),(3 2982.984),(4 3172.2515),(5 3254.7043),(6 3290.3176),(7 3422.889),(8 3476.6628),(9 3527.4277),(10 3647.0017),(11 3746.0872),(12 3886.8313),(13 3876.793),(14 4028.7158),(15 4117.3047),(16 4258.3604),(17 4278.397),(18 4393.85),(19 4422.656),(20 4457.025),(21 4462.373),(22 4455.973),(23 4471.539),(24 4461.785),(25 4491.6924),(26 4511.3),(27 4485.8667),(28 4468.164),(29 4467.4556),(30 4400.3833),(31 4426.533),(32 4468.896),(33 4423.08),(34 4375.427),(35 4369.1543),(36 4350.435),(37 4358.322),(38 4280.93),(39 4321.854),(40 4331.219),(41 4323.4453),(42 4304.924),(43 4288.486),(44 4282.0957),(45 4280.5786),(46 4229.562),(47 4221.944),(48 4260.722),(49 4199.876),(50 4154.3394),(51 4212.805),(52 4185.3794),(53 4225.7183),(54 4127.341),(55 4110.525),(56 4115.3115),(57 4204.5547),(58 4143.53),(59 4183.849),(60 4161.4243),(61 4112.221),(62 4130.783),(63 4057.2854),(64 4106.5684),(65 4128.8843),(66 4150.214),(67 4114.806),(68 4092.8804),(69 4054.155),(70 4059.5334),(71 4081.2788),(72 4107.68),(73 4020.3398),(74 4027.2566),(75 4034.217),(76 4021.2327),(77 4023.3982),(78 4036.9768),(79 3977.6357),
