1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 271305.6),(2 988509.94),(3 2018035),(4 3240127.3),(5 4566155.5),(6 6079101.5),(7 7703930.5),(8 9274251),(9 10840888),(10 12398589),(11 13962916),(12 15488357),(13 17005116),(14 18319566),(15 19605718),(16 20989766),(17 22470058),(18 24130688),(19 25902058),(20 27781248),(21 29745970),(22 31624896),(23 33395818),(24 35187284),(25 36857424),(26 38460708),(27 40157940),(28 41914016),(29 43404036),(30 45226108),(31 47376012),(32 49628108),(33 52288864),(34 55263890),(35 58038690),(36 60801916),(37 63215628),(38 65465108),(39 67651650),(40 69593890),(41 71061270),(42 72325320),(43 73721050),(44 75208390),(45 77023990),(46 79216696),(47 81553384),(48 84163240),(49 87124220),(50 90020730),(51 92894264),(52 96014250),(53 99244350),(54 102391810),(55 105377304),(56 107946590),(57 110165430),(58 112544490),(59 114955070),(60 117173544),(61 118987910),(62 121481400),(63 124437030),(64 127886490),(65 131899010),(66 136358980),(67 140774510),(68 144821710),(69 149584140),(70 154340220),(71 159023500),(72 163980830),(73 169093520),(74 173113740),(75 177049810),(76 181102540),(77 185352400),(78 190433870),(79 195950020),
(1 73002.35),(2 175062.16),(3 222553.4),(4 231633.5),(5 230328.83),(6 227107.94),(7 224941.36),(8 227080.77),(9 227656.08),(10 224635.27),(11 221694.73),(12 219684.33),(13 216422.94),(14 216774.77),(15 226522.36),(16 238141.83),(17 244772.4),(18 252308.6),(19 251655.81),(20 243099.4),(21 234092.92),(22 228828.06),(23 231783.05),(24 240092.81),(25 244973.83),(26 241018.47),(27 238357.4),(28 242164.94),(29 248882.25),(30 253231.83),(31 255073.81),(32 254707.86),(33 250270.11),(34 242391.61),(35 242076.53),(36 244707.58),(37 253443.33),(38 258745.89),(39 257915.02),(40 255790.52),(41 256540.97),(42 261888),(43 263483.94),(44 258107.1),(45 255611.64),(46 256813.08),(47 261720.03),(48 264732.97),(49 264859.97),(50 265190.47),(51 263297.34),(52 264042.97),(53 263687.2),(54 259757.77),(55 257657.66),(56 259224),(57 258882.75),(58 256626.23),(59 255587.53),(60 257307.92),(61 262797.6),(62 270590.53),(63 276064.66),(64 273378.53),(65 268962.97),(66 268046.2),(67 266919.72),(68 264137.97),(69 262824.8),(70 260155.2),(71 263727.3),(72 266339.72),(73 262505.97),(74 255913.58),(75 257249.77),(76 266217.72),(77 267332.8),(78 261307.56),(79 258877.27),
(1 70999.96),(2 170678.06),(3 215407.31),(4 222660.95),(5 226729.81),(6 231722.1),(7 233003.88),(8 228213.48),(9 222687.14),(10 224731.94),(11 227794.73),(12 223143.72),(13 218992.52),(14 218191.61),(15 226958.48),(16 234735.53),(17 237777.7),(18 238406.9),(19 237976.33),(20 232938.52),(21 225560.22),(22 220314.61),(23 220659.16),(24 229397.84),(25 237770.34),(26 238776.6),(27 238220.8),(28 239599.8),(29 242236.78),(30 244080.83),(31 239764.33),(32 233787.27),(33 231498.33),(34 233392.19),(35 236298.48),(36 238769.83),(37 239492.36),(38 243015.77),(39 245403.84),(40 248344.61),(41 247772.11),(42 245056.61),(43 244013.03),(44 246337.83),(45 245195.38),(46 242449.45),(47 237397.6),(48 238877.45),(49 243968.47),(50 243119.36),(51 240438.53),(52 239797.45),(53 240533.6),(54 238220.4),(55 238765.53),(56 241937.69),(57 242317.72),(58 239984.13),(59 241228.92),(60 244998.16),(61 249437.44),(62 252795.83),(63 252331.05),(64 246662.97),(65 245836.69),(66 246340.23),(67 246412.63),(68 244743.22),(69 242483.97),(70 242359.89),(71 243838.28),(72 242898.98),(73 240537.77),(74 239161.94),(75 242744),(76 246385.95),(77 252043.61),(78 252763.64),(79 248182.69),
(1 70352.22),(2 172007.52),(3 219120.97),(4 227675.31),(5 226785.83),(6 227566.94),(7 227244.92),(8 224696.25),(9 222603.94),(10 222048.39),(11 223546.95),(12 217594.77),(13 213317.27),(14 218589.5),(15 229707.94),(16 236437.86),(17 239779.81),(18 239748.36),(19 236754.48),(20 226374.31),(21 219580.3),(22 219986.23),(23 223563.63),(24 226642.38),(25 230474.88),(26 233426.03),(27 240335.5),(28 241414.2),(29 240874.67),(30 235282.8),(31 227331.55),(32 223930.34),(33 222416.38),(34 226621.02),(35 229551.52),(36 229395.39),(37 229841.89),(38 232663.16),(39 236027.16),(40 235790.44),(41 237038.31),(42 241887.1),(43 243113.33),(44 242147.27),(45 241191.66),(46 241678.58),(47 241003.78),(48 245984.6),(49 250244.94),(50 249661.83),(51 247186.86),(52 243391.56),(53 241818.89),(54 239961.17),(55 242325.55),(56 246536.84),(57 243162.77),(58 242025.22),(59 241664.19),(60 245443.34),(61 245456.47),(62 246276.75),(63 247945.83),(64 248604.75),(65 246705.52),(66 245182.63),(67 244972.34),(68 242110.38),(69 240838.73),(70 244129.83),(71 244797.78),(72 245766.1),(73 239324.53),(74 232725.13),(75 231827.56),(76 233538.44),(77 239718.47),(78 242693.13),(79 242074.75),
(1 69772.875),(2 167891.77),(3 213414.8),(4 221160.05),(5 223166),(6 225756.75),(7 225076.14),(8 222428.8),(9 221275.77),(10 220652.69),(11 222706.22),(12 218109.95),(13 215430.4),(14 217123.52),(15 225327.9),(16 234369.92),(17 240880.61),(18 240558.55),(19 231098.58),(20 222642.83),(21 216185.8),(22 214957.55),(23 213943.8),(24 216968),(25 220216.02),(26 220482.16),(27 227889.2),(28 232970.11),(29 234363.1),(30 229121.7),(31 221647.72),(32 216661.56),(33 215266.23),(34 219244.9),(35 222009.06),(36 226429.77),(37 229130.8),(38 230514.84),(39 230924.55),(40 232713.77),(41 228746.56),(42 226695.28),(43 228774.69),(44 230090.78),(45 232116),(46 233694.47),(47 230572.73),(48 233101.69),(49 240235.56),(50 242464.2),(51 237031.86),(52 235576.03),(53 237107.14),(54 236163.86),(55 238396.44),(56 242489.2),(57 242009.44),(58 240937.94),(59 241511.77),(60 246319.77),(61 243743.95),(62 239686),(63 238364.53),(64 240485.44),(65 241303.77),(66 236783.6),(67 234012.55),(68 236115.25),(69 239092.67),(70 240861.02),(71 238957.47),(72 233184.94),(73 229277.47),(74 232935.22),(75 235095.9),(76 231696.16),(77 231129.2),(78 232619),(79 229894.92),
(1 63355.387),(2 153848.45),(3 198157.83),(4 209304.53),(5 210145.83),(6 208972.14),(7 205764.75),(8 202834.98),(9 201863.92),(10 203280.83),(11 201914.53),(12 197825.14),(13 199843.05),(14 208018.45),(15 217339.58),(16 224856.39),(17 229277.23),(18 225131.81),(19 213344.05),(20 205564.34),(21 206370.6),(22 206030.48),(23 206931.81),(24 210223.78),(25 215751.78),(26 217741.16),(27 218556.06),(28 218467.78),(29 220448.84),(30 216363.31),(31 210884.94),(32 208423.81),(33 210895.53),(34 217741.97),(35 224281.03),(36 227902.77),(37 227291.22),(38 220256.17),(39 216299.66),(40 215129.45),(41 217765.42),(42 220887.47),(43 225512.53),(44 229460.06),(45 232665.97),(46 234627.73),(47 231254.89),(48 230227.08),(49 230989.92),(50 227131.34),(51 224270.05),(52 225480.55),(53 226153.8),(54 221129.14),(55 221090.8),(56 223599.48),(57 226443.02),(58 228270.72),(59 231202.55),(60 236676.02),(61 237765.63),(62 234915.39),(63 231950.89),(64 231853.7),(65 232545.11),(66 232782.16),(67 230711.28),(68 232514.22),(69 232761.28),(70 232475.78),(71 233808.89),(72 232085.66),(73 230500.63),(74 232196.7),(75 234188.95),(76 239750.5),(77 241856.08),(78 238478.69),(79 233996.81),
(1 66112.99),(2 159752.33),(3 204550.38),(4 213883.55),(5 209991.61),(6 206447.25),(7 206936.03),(8 205685.75),(9 200957.22),(10 198503.19),(11 199650.89),(12 198411.36),(13 199265.95),(14 209033.83),(15 221560.03),(16 231161.63),(17 228407.47),(18 221614),(19 215403.52),(20 208957.8),(21 202091.02),(22 199271.98),(23 196390.81),(24 200608.7),(25 205981.48),(26 211930.44),(27 215704.33),(28 215841.23),(29 215718.53),(30 208685.2),(31 200133.63),(32 198209.69),(33 200428.55),(34 211593.77),(35 220918.48),(36 224186.02),(37 219991.69),(38 215084.52),(39 211465.25),(40 209959.52),(41 210351),(42 212973.22),(43 218577.67),(44 219568.55),(45 224171.78),(46 231407.98),(47 234546.31),(48 234129.66),(49 231721.3),(50 221641.7),(51 215095.75),(52 219154.27),(53 221625.94),(54 221298.84),(55 224009.31),(56 227765.52),(57 234701.98),(58 237395.31),(59 235396.8),(60 231744.33),(61 230782.33),(62 227453.89),(63 223590.5),(64 222176.3),(65 226284.11),(66 226594.52),(67 222167.02),(68 219047.78),(69 217086.22),(70 217285.39),(71 221103.2),(72 221058.03),(73 220966.34),(74 221548.61),(75 221319.81),(76 220456),(77 219346.17),(78 218461.22),(79 218060.16),
(1 65465.55),(2 157250.22),(3 200774.88),(4 207951.94),(5 204227.66),(6 199240.67),(7 196475.64),(8 195043.95),(9 193922.06),(10 191713.7),(11 188800.16),(12 186909.8),(13 190916.11),(14 202464.03),(15 211566.77),(16 218351.94),(17 216696.86),(18 213058.77),(19 203296.3),(20 194815.17),(21 190860.58),(22 189366.72),(23 191574.36),(24 198489.34),(25 205029.72),(26 209994.56),(27 212062.9),(28 208369.69),(29 200546),(30 196178.89),(31 196844.7),(32 196639.95),(33 201348.03),(34 211298.25),(35 220603.8),(36 221642.31),(37 216955.25),(38 213261.72),(39 209892.34),(40 212437.56),(41 215456.1),(42 210904.55),(43 213819.86),(44 219190.22),(45 225855.4),(46 233438.11),(47 231930.1),(48 226977.94),(49 226821.53),(50 220080.11),(51 213949.64),(52 218187.55),(53 226127.66),(54 231658.66),(55 234722.34),(56 237512.42),(57 235431.19),(58 236011.52),(59 240590.73),(60 242007.27),(61 238066.89),(62 233342.47),(63 230601.22),(64 228697.36),(65 229702.97),(66 229854.7),(67 227137.1),(68 226429.48),(69 227089.17),(70 225448.89),(71 225279.28),(72 226712.84),(73 227229.13),(74 227132.81),(75 225287.72),(76 220758.94),(77 218108.92),(78 216843.34),(79 216966.97),
(1 61308.93),(2 143484.48),(3 179985.81),(4 187454.31),(5 185018.25),(6 180125),(7 178940.55),(8 183177.53),(9 184810.05),(10 183430.97),(11 180965.28),(12 177400.47),(13 179208.69),(14 188232.47),(15 199319.9),(16 204431.84),(17 204239.55),(18 198878.44),(19 196016.52),(20 192317.72),(21 190847.38),(22 191659.2),(23 193383.98),(24 194600.69),(25 196423.98),(26 197331.11),(27 197229.27),(28 196380.44),(29 192154.78),(30 190380.64),(31 192691.77),(32 191196.61),(33 194451.47),(34 202551),(35 208557),(36 206385.92),(37 199845.6),(38 196049.05),(39 195691.44),(40 197739.53),(41 204145.14),(42 205412.13),(43 210147.97),(44 214958.95),(45 216398.27),(46 216172.56),(47 211917.52),(48 210752.42),(49 207349.47),(50 203861.7),(51 204903.47),(52 209328.83),(53 216329.02),(54 222570.31),(55 225674.03),(56 228130.75),(57 226232.13),(58 222221.81),(59 216506.42),(60 210776.06),(61 209877.58),(62 212292.92),(63 217037.11),(64 217758.02),(65 216537),(66 215185.11),(67 213793.19),(68 214122.47),(69 214768.47),(70 211322.08),(71 209291.33),(72 209766.19),(73 208867.69),(74 207405.58),(75 208249.81),(76 208648.44),(77 208966.69),(78 207428.19),(79 204453.86),
(1 62540.457),(2 144732.78),(3 178103.98),(4 183263.63),(5 181340.5),(6 174728.31),(7 169854.19),(8 171494.08),(9 171169.55),(10 172372.95),(11 171569.14),(12 171749.52),(13 173532.67),(14 180685.48),(15 185294.73),(16 186297.98),(17 188486.45),(18 186360.33),(19 183469.72),(20 178913.36),(21 178119.78),(22 179269.44),(23 179424.39),(24 182271.19),(25 186432.97),(26 192304.98),(27 192551.4),(28 190906.05),(29 186325.05),(30 186703.86),(31 190149.4),(32 195200.77),(33 196638.13),(34 200449.89),(35 203096.48),(36 205262.36),(37 204820),(38 200630.55),(39 196729.42),(40 195158.6),(41 199132.08),(42 203060.95),(43 206130.77),(44 207797.45),(45 209993.8),(46 215253.13),(47 214605.11),(48 211842.61),(49 207258.03),(50 203487.72),(51 206332.6),(52 210544.03),(53 213480.4),(54 215397.66),(55 215779.28),(56 214875.4),(57 212137.31),(58 211252.9),(59 210584.61),(60 210858.28),(61 212262.1),(62 211356.02),(63 210948.17),(64 209338.05),(65 207676.27),(66 209708.23),(67 212201.55),(68 211353.58),(69 209246.95),(70 204385.2),(71 203469.77),(72 203216.36),(73 201986.28),(74 199627.4),(75 198792.58),(76 199077.55),(77 199231.11),(78 201202.7),(79 202625.84),
(1 59273.816),(2 137373.38),(3 170634.23),(4 172481.81),(5 167293.97),(6 162635.94),(7 161254.6),(8 160990.34),(9 164266.8),(10 167661.53),(11 165295.8),(12 162052.73),(13 163970.7),(14 173336.22),(15 180584.05),(16 177042.72),(17 170287.86),(18 168118.06),(19 169081.8),(20 171140.84),(21 171780.53),(22 171204.6),(23 172088.3),(24 174106.8),(25 176517.13),(26 176032.55),(27 175314.34),(28 177749.16),(29 181168.6),(30 180954.63),(31 180085.33),(32 178547.44),(33 180839.31),(34 185716.78),(35 189194.05),(36 185981.4),(37 183384.56),(38 180325.16),(39 178736.3),(40 181153.44),(41 187380.23),(42 192479.97),(43 196218.48),(44 197507.42),(45 198278.05),(46 197855.44),(47 197239.84),(48 195197.1),(49 189778.23),(50 189530.63),(51 192768.55),(52 196840.86),(53 198568.75),(54 202119.25),(55 205577.52),(56 206643.3),(57 204537.94),(58 199927.67),(59 197567.75),(60 193970.61),(61 195818.64),(62 197246.6),(63 198917.31),(64 200441.52),(65 200015.03),(66 199002.06),(67 201360.55),(68 203164.55),(69 199912.02),(70 198783.44),(71 197252.23),(72 195803.55),(73 194561.56),(74 192878.61),(75 189341.67),(76 188429.94),(77 186769),(78 190234.47),(79 193785.7),
(1 57458.094),(2 130500.8),(3 157180.64),(4 161121.53),(5 161928.45),(6 161046.17),(7 157390.86),(8 156770.23),(9 158297.8),(10 158572.5),(11 155927.25),(12 154137.73),(13 153448.28),(14 156029.77),(15 164086.44),(16 170135.13),(17 168528.7),(18 168491.1),(19 168395.97),(20 169967.53),(21 170821.8),(22 169912.8),(23 172920.66),(24 175048.31),(25 172454.97),(26 170046.06),(27 169533.5),(28 170119.63),(29 176123.3),(30 180863.05),(31 181075.38),(32 181466.34),(33 182916.92),(34 187802.22),(35 188926.55),(36 186141.22),(37 187664.9),(38 188713.73),(39 185456.67),(40 186883.42),(41 188460.44),(42 193125.53),(43 194775.95),(44 194368.83),(45 191026),(46 190456.89),(47 190718.89),(48 190627.72),(49 191953.66),(50 192715.69),(51 194287.55),(52 198158.17),(53 200256.11),(54 201786.97),(55 202690.94),(56 204815.02),(57 204958.4),(58 198093.66),(59 192967.45),(60 196647.13),(61 201839.1),(62 197810.13),(63 195610.98),(64 197256.75),(65 197827.6),(66 196409.3),(67 194941.72),(68 195168.53),(69 195403.9),(70 196877.13),(71 195912.92),(72 194210.5),(73 194165.7),(74 192310.66),(75 190160.38),(76 190011.56),(77 191047.7),(78 193993.66),(79 198084.63),
(1 57766.375),(2 127388.305),(3 145812.97),(4 146122.58),(5 150870.45),(6 152182.88),(7 144880.61),(8 144865.72),(9 149350.31),(10 150907.69),(11 148242.11),(12 145426.77),(13 147943.38),(14 156256.11),(15 157846.23),(16 158382.86),(17 153998.1),(18 149332.56),(19 149811.9),(20 152953.2),(21 158501.38),(22 163449.61),(23 161815.52),(24 160463.31),(25 161242.58),(26 160594.81),(27 156404.6),(28 156917.78),(29 162086.05),(30 165523.83),(31 166395.45),(32 166883.75),(33 165905.92),(34 167300.44),(35 165715.31),(36 164545.9),(37 164926.3),(38 165922.63),(39 163297.7),(40 161883.08),(41 163220.48),(42 168267.55),(43 174114.8),(44 173503.08),(45 171904.5),(46 169557.72),(47 168958.53),(48 173002.88),(49 177070.73),(50 175103.17),(51 178526.8),(52 183554.27),(53 184351.94),(54 183540.45),(55 183333.95),(56 183716.61),(57 182922.77),(58 182280.14),(59 181635.36),(60 185371.31),(61 186274.25),(62 183876.8),(63 180026.05),(64 178126.5),(65 180231.9),(66 181488.31),(67 179453.28),(68 177507),(69 174020.1),(70 175357.75),(71 179295.06),(72 178887.28),(73 174454.52),(74 170973.44),(75 169702.4),(76 172193.9),(77 176165.36),(78 174289.3),(79 172633.84),
(1 56313.254),(2 120387.84),(3 136578.39),(4 135758.72),(5 138557.94),(6 137896.83),(7 134946.6),(8 135009.55),(9 140197.63),(10 140178.27),(11 140131.73),(12 139485.4),(13 140715.9),(14 146976.38),(15 152289.31),(16 153934.63),(17 151945.77),(18 149444.5),(19 149327.03),(20 150383.36),(21 150361.47),(22 150009.56),(23 152652.77),(24 155623.8),(25 157396.14),(26 155453.81),(27 151382.45),(28 152000.44),(29 154627.14),(30 157400.44),(31 157707.83),(32 159911.73),(33 162338.81),(34 160564.08),(35 161208.53),(36 162877.27),(37 164573.55),(38 163736.36),(39 162823.42),(40 160992.98),(41 161249.64),(42 167104.92),(43 168358.03),(44 165881.17),(45 165792.47),(46 163405.89),(47 160313.98),(48 165236.66),(49 169613.75),(50 168015.94),(51 171774.72),(52 174789.31),(53 172476.44),(54 170031.47),(55 171014.13),(56 172437.05),(57 173194.17),(58 169900.34),(59 169423.25),(60 171755.03),(61 172400.84),(62 171274.66),(63 170987.9),(64 170582.53),(65 172441.38),(66 172475.94),(67 173406.19),(68 174612.27),(69 172700.56),(70 173781.92),(71 173875.28),(72 168775.08),(73 166897.66),(74 168149.92),(75 168465.88),(76 167198.63),(77 168610.13),(78 167185.02),(79 165191.95),
(1 56252.098),(2 119136.43),(3 131625.02),(4 130430.03),(5 133443.92),(6 134891.36),(7 134541.22),(8 133274.45),(9 135879.34),(10 138013.16),(11 137796.94),(12 137215.34),(13 139717.39),(14 143237.64),(15 145501.88),(16 148070.23),(17 146156.83),(18 145308.98),(19 147785.56),(20 148344.6),(21 149641.56),(22 148735),(23 149117.23),(24 153406.75),(25 154478.11),(26 151430.4),(27 150652.03),(28 153228.73),(29 154321.38),(30 153842.14),(31 151521.4),(32 153729.38),(33 157888.83),(34 158889.9),(35 159362.83),(36 156738.39),(37 155540.6),(38 153968.28),(39 154908.17),(40 153888.23),(41 157581.55),(42 162148.89),(43 165227.42),(44 164375.77),(45 162772.22),(46 162684.52),(47 162242.05),(48 163112.23),(49 168450.36),(50 170553.5),(51 168540.42),(52 170473.44),(53 171562.7),(54 173151.83),(55 173749.3),(56 173544.16),(57 174787.34),(58 174650.89),(59 176257.48),(60 174284.17),(61 173494.81),(62 174399.7),(63 174507.17),(64 176825.92),(65 178980.23),(66 176738.86),(67 174584.63),(68 175459.97),(69 176493.98),(70 173811.61),(71 173035.05),(72 170636.28),(73 168534.78),(74 168436.88),(75 167683.34),(76 165623.13),(77 168255.1),(78 168222.36),(79 165007.69),
(1 52917.047),(2 111645.73),(3 124477.805),(4 123205.58),(5 121687.516),(6 120658.78),(7 122214.58),(8 126239.375),(9 128488.51),(10 128433.65),(11 131302.88),(12 129571.79),(13 129157.34),(14 129051.14),(15 131910.23),(16 132926.05),(17 130332.14),(18 131716.58),(19 134858.92),(20 137040.28),(21 138502.7),(22 135477.4),(23 133018.05),(24 133664.61),(25 135519.13),(26 135007.8),(27 138648.05),(28 140635.08),(29 142641.8),(30 145403.5),(31 144332.63),(32 143272.72),(33 139915.3),(34 141014.52),(35 146517.19),(36 148658),(37 144918.2),(38 143310.05),(39 144698.06),(40 147448.7),(41 151334.81),(42 152505.42),(43 151563.9),(44 151067.16),(45 151303),(46 152829.25),(47 153560.38),(48 154738),(49 157868.69),(50 157405.2),(51 159941.88),(52 164818.34),(53 166829.08),(54 161914.66),(55 165410.61),(56 166588.83),(57 166114.19),(58 164828.89),(59 165124.55),(60 165940.69),(61 166430.42),(62 166620.69),(63 165849.8),(64 167276.28),(65 169406.38),(66 168183.33),(67 167634.44),(68 167347.38),(69 167640.16),(70 165774.05),(71 164728.42),(72 163287.83),(73 158804.56),(74 157288.94),(75 159502.67),(76 160221.45),(77 160035.36),(78 159795.28),(79 158493.55),
(1 56035.496),(2 112762.39),(3 124747.32),(4 122651.13),(5 120982.87),(6 122755.34),(7 124071.97),(8 122993.36),(9 124812.086),(10 126410.58),(11 123434.31),(12 122972.26),(13 128608.38),(14 130191.875),(15 130761.58),(16 131483.84),(17 126053.46),(18 128614.4),(19 132708.61),(20 134321.52),(21 132416.28),(22 132422.22),(23 133866.23),(24 135880.81),(25 137284.86),(26 134960.7),(27 135141.73),(28 137840.39),(29 138930.67),(30 139263.06),(31 139905.11),(32 137829.44),(33 136581.56),(34 134960.23),(35 137697.6),(36 141629.31),(37 143390.92),(38 141490.06),(39 138502.3),(40 141723.11),(41 146524.25),(42 147307.33),(43 143910.97),(44 145365.77),(45 145941.17),(46 147885.03),(47 148849.81),(48 150930.33),(49 154163.98),(50 156209.75),(51 156545.27),(52 157775.98),(53 160358.36),(54 162771.94),(55 163815.61),(56 164631.28),(57 163032.34),(58 161638.23),(59 162046.66),(60 162667.34),(61 163927.67),(62 165135.5),(63 165085.61),(64 164283.02),(65 162885.08),(66 161275.67),(67 162970.53),(68 165754.61),(69 165642.3),(70 160860.66),(71 158506.75),(72 161177.73),(73 159141),(74 157812.64),(75 156064.69),(76 156581.75),(77 154483.22),(78 152163.89),(79 152123.56),
(1 53403.19),(2 108132.41),(3 119032.38),(4 118224.5),(5 118294.03),(6 120935.1),(7 119748.18),(8 119833.49),(9 122046.45),(10 124053.17),(11 123290.98),(12 124278.92),(13 125175.91),(14 126046.56),(15 129222.03),(16 129040.85),(17 128786.68),(18 130647.086),(19 134496.03),(20 134844.17),(21 132199.98),(22 129813.05),(23 129930.664),(24 132134.1),(25 136530.5),(26 138348.94),(27 137460.92),(28 136893.08),(29 136524.55),(30 137686.1),(31 135836.17),(32 137933.23),(33 138339.17),(34 139557.95),(35 142078.22),(36 141949.3),(37 140951.14),(38 139082.39),(39 138657.27),(40 142079.98),(41 146491.81),(42 146365.06),(43 148466.03),(44 149630.81),(45 150509.22),(46 149048.2),(47 145470.55),(48 147145.94),(49 150559.47),(50 152082.03),(51 152344.83),(52 152459.69),(53 155852.11),(54 159443.69),(55 163124.25),(56 162911.38),(57 161563.02),(58 161995.03),(59 164323.69),(60 164217.95),(61 166669.27),(62 167699.2),(63 166953),(64 166478.23),(65 169138.06),(66 170483.55),(67 169830.86),(68 168231.14),(69 166362.02),(70 164416.95),(71 166502.03),(72 165956.7),(73 161040.23),(74 159848.63),(75 160079),(76 158065.13),(77 156307.83),(78 155340.17),(79 154604.16),
(1 53276.72),(2 103933.555),(3 113005.516),(4 114074.63),(5 114949.97),(6 116152.914),(7 116458.63),(8 116997.914),(9 115746.26),(10 117199.48),(11 117023.56),(12 116787.62),(13 119098.055),(14 118560.55),(15 119760.18),(16 121886.74),(17 121441),(18 122569.89),(19 122346.85),(20 123021.125),(21 123264.195),(22 123671.164),(23 121821.97),(24 122489.836),(25 125200.82),(26 125453.66),(27 125590.03),(28 128633.36),(29 128096.47),(30 128498.38),(31 128481.04),(32 128710.6),(33 132178.84),(34 132070.4),(35 129843.67),(36 127289.51),(37 128017.78),(38 129157.52),(39 130265.27),(40 133106.22),(41 135725.78),(42 136207.28),(43 136270.48),(44 137482.75),(45 137699.27),(46 138379.67),(47 135630.98),(48 138515.81),(49 143033.39),(50 146541.9),(51 146102.83),(52 145249.83),(53 146711.13),(54 149582.11),(55 151806.03),(56 153087.78),(57 150482.89),(58 147343.34),(59 147205.61),(60 148188.77),(61 149195.72),(62 150058.98),(63 145691.38),(64 146380.06),(65 147557.83),(66 146907.2),(67 146851.31),(68 146076.86),(69 145514.92),(70 145855.64),(71 147269.89),(72 149834.72),(73 146827.94),(74 144814.3),(75 144976.94),(76 144344.36),(77 142191.7),(78 140111.08),(79 138788.61),
