1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31577.56),(2 47572.86),(3 58328.64),(4 110161.22),(5 149026.02),(6 174675.19),(7 241281.38),(8 297693.03),(9 344730.13),(10 426928.6),(11 495482.28),(12 567280.8),(13 662810.2),(14 740127.2),(15 831265.25),(16 928117.5),(17 1007545.7),(18 1143032.1),(19 1254520.1),(20 1345451.8),(21 1467095.6),(22 1597746.4),(23 1727754.5),(24 1886726.4),(25 2055133.6),(26 2222643.5),(27 2432060.3),(28 2636892.3),(29 2832701.3),(30 3044328.8),(31 3248636.8),(32 3410607.3),(33 3681268.8),(34 3837748),(35 3977270.8),(36 4237085.5),(37 4408317.5),(38 4631761.5),(39 4975415.5),(40 5185850.5),(41 5419974),(42 5722201.5),(43 5950447.5),(44 6220891.5),(45 6501831.5),(46 6733910.5),(47 6964206.5),(48 7321298.5),(49 7512088),(50 7722821.5),(51 7960646),(52 8117040.5),(53 8308958.5),(54 8520387),(55 8703454),(56 8933671),(57 9157791),(58 9387371),(59 9604835),(60 9781641),(61 9879796),(62 10027742),(63 10253393),(64 10327740),(65 10415947),(66 10529657),(67 10560283),(68 10652621),(69 10706289),(70 10717385),(71 10778785),(72 10850616),(73 10856787),(74 10911179),(75 11004309),(76 11003497),(77 11064451),(78 11193989),(79 11180291),
(1 6164.0967),(2 19067.31),(3 33063.15),(4 44515.24),(5 53021.29),(6 58968.87),(7 62723.55),(8 65378.496),(9 67362.336),(10 68467.3),(11 69610.22),(12 71254.49),(13 73134.664),(14 74950.46),(15 76421.83),(16 77148.836),(17 76884.32),(18 76420.47),(19 76781.62),(20 77839.37),(21 79270.37),(22 80632.85),(23 81455.02),(24 81814.72),(25 82213.97),(26 82467.56),(27 82787.99),(28 83147.77),(29 83174.57),(30 82529.43),(31 81643.45),(32 81048.56),(33 81097.76),(34 81519.42),(35 82194.76),(36 82930.164),(37 83086.38),(38 83060.06),(39 83174.46),(40 83602.66),(41 83367.37),(42 83162.1),(43 82940.336),(44 82654.27),(45 82741.14),(46 83518.68),(47 84886.9),(48 86484.305),(49 88107.25),(50 88607.63),(51 88420.41),(52 87862),(53 86926.35),(54 85952.76),(55 85100.42),(56 83585.71),(57 82101.62),(58 81028.15),(59 80273.86),(60 79430.72),(61 78782.44),(62 78204.38),(63 78343.97),(64 79073.3),(65 80027.26),(66 81372.305),(67 81188.016),(68 80742.125),(69 79774.78),(70 79309.766),(71 79065.07),(72 78552.52),(73 78281.445),(74 77668.3),(75 77091.78),(76 77065.84),(77 77527.945),(78 78116.266),(79 79038.06),
(1 6228.0557),(2 19188.816),(3 33129.547),(4 44371.332),(5 52872.242),(6 59081.996),(7 63714.74),(8 67033.85),(9 69552.34),(10 71532.016),(11 73923.77),(12 76275.04),(13 78269.9),(14 80020.12),(15 81710.89),(16 83226.34),(17 83748.01),(18 84178.41),(19 85222.61),(20 86172.57),(21 86581.81),(22 86867.05),(23 86924.02),(24 86517.07),(25 85578.875),(26 84911.945),(27 84561.79),(28 84959.53),(29 85754.52),(30 86142.12),(31 86360.51),(32 86662.22),(33 87202.27),(34 87863.29),(35 87986.38),(36 87240.016),(37 85992.266),(38 85255.93),(39 85149.03),(40 85278.52),(41 85071.12),(42 84954.93),(43 84255.45),(44 83276.81),(45 82536.19),(46 82197.48),(47 81686.26),(48 81433.266),(49 81376.96),(50 81063.05),(51 80376.53),(52 79959.47),(53 79684.28),(54 79746.16),(55 80661.805),(56 80990.42),(57 81288.91),(58 81862.4),(59 82351.805),(60 82073.56),(61 81500.7),(62 80743.09),(63 80215.19),(64 80406.3),(65 80234.9),(66 79991.68),(67 78896.2),(68 78192.08),(69 77609.76),(70 77791.29),(71 77887.414),(72 77958.26),(73 78036.945),(74 77741.7),(75 77934.05),(76 78368.34),(77 79203.805),(78 80200.555),(79 81129.94),
(1 6051.7783),(2 18644.625),(3 32444.95),(4 44011.64),(5 52638.457),(6 58630.277),(7 62774.426),(8 65282.063),(9 66745.21),(10 68334.94),(11 70082.805),(12 72119.66),(13 74249.88),(14 75920.68),(15 76610.9),(16 76713.88),(17 76341.12),(18 76477.15),(19 77380.88),(20 78987.7),(21 80580.06),(22 81556.734),(23 81725.41),(24 80947.01),(25 79795.62),(26 78568.01),(27 77456.25),(28 76756.2),(29 76544.734),(30 76438.04),(31 76693.14),(32 76696.19),(33 76500.234),(34 76118.086),(35 75804.51),(36 75898.93),(37 76155.805),(38 77035.305),(39 77972.51),(40 78726.99),(41 78513.445),(42 78031.34),(43 77113.93),(44 76197.32),(45 75681.9),(46 75380.2),(47 75703.625),(48 76869.12),(49 77457.58),(50 77022.44),(51 76005.75),(52 75402.09),(53 75562.04),(54 76232.734),(55 76591.34),(56 76798.055),(57 77049.63),(58 76725.016),(59 76192.11),(60 75788.96),(61 75685.305),(62 76267.805),(63 77153.97),(64 78078.95),(65 79096.63),(66 79598.32),(67 80152.85),(68 80415.19),(69 80589.36),(70 80523.18),(71 79977.4),(72 79864.81),(73 79757.55),(74 80203.664),(75 80514.32),(76 80693.82),(77 80384.4),(78 79670.06),(79 79018.69),
(1 6279.325),(2 19485.254),(3 33089.027),(4 43711.992),(5 51616.59),(6 57091.637),(7 61159.055),(8 64236.344),(9 66382.22),(10 68266.414),(11 70507.04),(12 72449.53),(13 73772.805),(14 74688.664),(15 74982.97),(16 75067.26),(17 74775.83),(18 74070.71),(19 73804.38),(20 74113.266),(21 74895.76),(22 75719.19),(23 76197.31),(24 76434.125),(25 75741.125),(26 74892.78),(27 74230.414),(28 73561.25),(29 73168.164),(30 72991.03),(31 72765.29),(32 72843.56),(33 72911.09),(34 72885.27),(35 72644.195),(36 72521.29),(37 72468.51),(38 72815.2),(39 73881.68),(40 74936.336),(41 75451.2),(42 75384.47),(43 74996.35),(44 74695.164),(45 74082.375),(46 73347.96),(47 72887.836),(48 72160.25),(49 71306.94),(50 70136.58),(51 69361.96),(52 69238.8),(53 69667.74),(54 70535.04),(55 70957.05),(56 71278.7),(57 71635.914),(58 72145.47),(59 72126.86),(60 71890.36),(61 71721.8),(62 72055.59),(63 72318.93),(64 72965.22),(65 74016.22),(66 74301.37),(67 74820.945),(68 75333.2),(69 75913.49),(70 76245.26),(71 76947.516),(72 77428.89),(73 78077.7),(74 78805.91),(75 79876.1),(76 80887),(77 81152.38),(78 80779.35),(79 80072.93),
(1 5789.222),(2 17875.191),(3 30852.66),(4 41653.324),(5 49806.34),(6 55951.516),(7 60397.734),(8 63630.367),(9 66025.28),(10 68171.76),(11 70481.92),(12 72949.84),(13 75110.95),(14 76675.45),(15 77900.75),(16 78287.19),(17 78207.03),(18 78236.35),(19 78432.84),(20 78698.305),(21 78950.81),(22 79410.59),(23 79847.34),(24 79437.13),(25 78391.71),(26 77794.44),(27 77083.14),(28 75953.055),(29 74239.55),(30 72583.29),(31 71562.27),(32 70998.555),(33 70277.4),(34 69588.11),(35 69479.734),(36 69687.15),(37 70364.32),(38 71419.22),(39 72933.83),(40 74374.71),(41 74863.516),(42 74666.92),(43 73739.43),(44 73149.96),(45 72879.77),(46 72628.77),(47 72694.164),(48 72055.67),(49 71382.7),(50 70752.445),(51 70599.01),(52 70909.89),(53 71948.29),(54 72784.74),(55 72254.34),(56 71888.57),(57 71926.66),(58 71796.55),(59 71313.13),(60 70970.32),(61 70943.93),(62 71596.86),(63 72546.04),(64 73393.71),(65 74037.164),(66 74607.59),(67 75729.4),(68 76474.64),(69 76995.89),(70 77414.75),(71 78006.98),(72 78371.086),(73 78755.13),(74 78799.16),(75 78605.62),(76 78717.54),(77 78566.37),(78 77646.875),(79 76744.11),
(1 5829.874),(2 17516.707),(3 29885.229),(4 39394.59),(5 46089.473),(6 51005.066),(7 54779.23),(8 57231.266),(9 59003.832),(10 60556.934),(11 61788.434),(12 62773.156),(13 63329.36),(14 64206.18),(15 65273.195),(16 66022.555),(17 66651.79),(18 67196.25),(19 67854.28),(20 68763.11),(21 69266.68),(22 69476.7),(23 69125.94),(24 68595.28),(25 67623.52),(26 66830.836),(27 66158.08),(28 65710),(29 65181.89),(30 64797.844),(31 64887.645),(32 64829.62),(33 64063.832),(34 63074.414),(35 62476.695),(36 62401.477),(37 62849.71),(38 62976.01),(39 63455.25),(40 64083.95),(41 64504.01),(42 65388.992),(43 66021.24),(44 66490.72),(45 66732.87),(46 67277.46),(47 68137.1),(48 68235.94),(49 67871.87),(50 67288.79),(51 66953.2),(52 66774.22),(53 66979.62),(54 66878.875),(55 66858.22),(56 67094.016),(57 67783.66),(58 67925.125),(59 67878.18),(60 68395.76),(61 69176.4),(62 69507.73),(63 69149.78),(64 69038.04),(65 68680.516),(66 68517.34),(67 68658.164),(68 68578.8),(69 68414.836),(70 69176.016),(71 70217.48),(72 70793.484),(73 70984.66),(74 71003.25),(75 71212.6),(76 71362.02),(77 71539.61),(78 71355.31),(79 71330.57),
(1 5493.883),(2 16493.246),(3 28266.096),(4 37699.49),(5 44433.344),(6 49312.176),(7 52446.81),(8 54853.023),(9 56536.957),(10 58391.145),(11 60093.836),(12 61373.492),(13 62511.035),(14 63184.492),(15 63398.863),(16 63767.082),(17 64972.574),(18 66537.01),(19 67939.805),(20 68919.36),(21 69276.77),(22 69308.69),(23 69080.21),(24 68915.53),(25 68270.195),(26 68327.086),(27 69005.766),(28 69487.49),(29 69463.27),(30 69357.984),(31 69291.14),(32 68728.21),(33 67453.03),(34 65601.914),(35 64508.26),(36 64444.766),(37 64734.664),(38 65164.055),(39 65628.26),(40 66393.53),(41 67127.125),(42 67763.04),(43 68319.94),(44 68886.74),(45 68921.71),(46 69321.77),(47 69190.586),(48 68549.17),(49 67568.98),(50 67195.18),(51 67604.99),(52 68365.26),(53 69873.305),(54 71222.66),(55 72437.984),(56 73803.305),(57 75408.14),(58 75760.19),(59 76044.086),(60 76721.38),(61 77987.25),(62 79048.016),(63 79268.414),(64 79157.625),(65 79195.09),(66 79316.91),(67 79235.51),(68 79291.64),(69 79597.96),(70 80279.29),(71 80343.18),(72 80316.1),(73 80137.914),(74 80007.2),(75 80252.234),(76 81045.016),(77 81843.15),(78 81727.33),(79 81535.695),
(1 5451.3433),(2 16415.389),(3 27941.125),(4 36884.37),(5 43163.02),(6 47359.766),(7 50209.8),(8 52249.273),(9 54232.887),(10 56189.484),(11 57375.844),(12 58019.55),(13 58268.844),(14 58039.45),(15 57601.21),(16 57400.68),(17 57588.02),(18 58320.32),(19 59308.797),(20 60311.28),(21 61206.35),(22 61468.223),(23 61454.953),(24 61669.63),(25 61874.914),(26 62119.633),(27 62939.582),(28 64116.94),(29 64989.09),(30 65585.7),(31 65743.03),(32 65551.98),(33 65472.96),(34 65186.805),(35 65321.83),(36 65556.26),(37 66597.125),(38 67876.516),(39 68978.336),(40 69897.91),(41 69863.414),(42 69773.74),(43 69731.4),(44 70083.734),(45 71012.86),(46 72105.78),(47 72676.38),(48 72980.32),(49 73413.44),(50 73790.8),(51 74723.805),(52 75699.71),(53 76683.3),(54 77685.06),(55 78852.8),(56 80378.6),(57 81583.07),(58 81895.234),(59 82109.28),(60 82315.53),(61 82591.23),(62 82805.98),(63 82494.805),(64 82010.98),(65 82131.086),(66 81904.484),(67 81861.914),(68 81667.43),(69 81255.516),(70 81080.23),(71 81319.85),(72 81948.4),(73 82415.09),(74 82370.38),(75 81934.32),(76 81209.21),(77 80380.16),(78 79759.336),(79 79390.12),
(1 5538.9775),(2 16607.625),(3 28061.805),(4 36782.203),(5 42902.61),(6 47118.027),(7 50071.06),(8 52386.105),(9 54362.277),(10 55994.844),(11 56903.074),(12 57372.195),(13 57431.78),(14 57298.348),(15 57779.9),(16 58168.164),(17 58480.793),(18 58731.652),(19 59166.75),(20 59850.46),(21 60840.445),(22 61470.01),(23 61818.508),(24 62001.68),(25 62326.652),(26 62974.797),(27 63599.227),(28 64151.31),(29 64516.508),(30 64824.395),(31 65018.176),(32 64856.527),(33 64946.25),(34 65123.35),(35 65422.773),(36 65906.37),(37 66166.19),(38 66302.64),(39 66620.664),(40 66962.56),(41 67248.37),(42 67471.336),(43 68273.55),(44 68892.25),(45 69324.63),(46 69688.305),(47 69563.92),(48 68968.984),(49 69339.77),(50 69644.305),(51 69979.3),(52 69964.586),(53 70720.195),(54 71488.95),(55 71993.305),(56 72806.96),(57 73374.44),(58 73745.016),(59 74177.29),(60 74607.695),(61 74917.92),(62 75249.586),(63 75351.85),(64 74687.61),(65 74733.01),(66 73862.12),(67 73366.22),(68 72601.45),(69 71610.58),(70 71068.83),(71 70451.87),(72 70141.414),(73 70136.96),(74 70278.73),(75 70575.15),(76 71105.83),(77 71706.27),(78 71949.62),(79 72183.47),
(1 5415.722),(2 16448.932),(3 28068.314),(4 37469.38),(5 44387.215),(6 49375.26),(7 52876.31),(8 55261.39),(9 57080.47),(10 58639.973),(11 59977.34),(12 60783.855),(13 60963.516),(14 61066.61),(15 61764.934),(16 62682.145),(17 63819.59),(18 64709.125),(19 65473.523),(20 66016.31),(21 65891.03),(22 64895.145),(23 63872.93),(24 62892.145),(25 62466.367),(26 62412.047),(27 62145.79),(28 61888.33),(29 61739.53),(30 61777.844),(31 61710.63),(32 61535.95),(33 61457.29),(34 62077.523),(35 63308.09),(36 64769.254),(37 65977.88),(38 66639.41),(39 67553.38),(40 68158.72),(41 68518.32),(42 68579.805),(43 69094.81),(44 69831.555),(45 69889.58),(46 69891.88),(47 69732.56),(48 68934.4),(49 68804.82),(50 68310.945),(51 67797.14),(52 66680.164),(53 65782.47),(54 64762.406),(55 63894.4),(56 63541.15),(57 63466.08),(58 63342.98),(59 63143.49),(60 62872.465),(61 62778.11),(62 62945.348),(63 63607.477),(64 64000.62),(65 64713.535),(66 64897.68),(67 64961.27),(68 64685.37),(69 64247.77),(70 64217.25),(71 64261.164),(72 64322.652),(73 64830.51),(74 65122.668),(75 65404.77),(76 65722.57),(77 65755.6),(78 66349.82),(79 66876.42),
(1 5362.9326),(2 15985.605),(3 26772.115),(4 35068.88),(5 41077.363),(6 45022.164),(7 47353.504),(8 48925.586),(9 50902.965),(10 53401.965),(11 55403.203),(12 56905.934),(13 58212.555),(14 59001.297),(15 59599.49),(16 60159.7),(17 60626.52),(18 60973.94),(19 61449.113),(20 61900.902),(21 62091.465),(22 61560.58),(23 60839.477),(24 60347.066),(25 60144.426),(26 60110.73),(27 60133.58),(28 59908.99),(29 59774.375),(30 59820.09),(31 59861.445),(32 59573.58),(33 59193.613),(34 59098.086),(35 59494.41),(36 60303.52),(37 61616.465),(38 63039.58),(39 63911.758),(40 64015.277),(41 63565.926),(42 62970.98),(43 63008.797),(44 63143.297),(45 62936.363),(46 62366.023),(47 61905.336),(48 61402.477),(49 61710.39),(50 61635.523),(51 61465.32),(52 61192.137),(53 60781.56),(54 60022.3),(55 59372.977),(56 58890.066),(57 58800.855),(58 58791.902),(59 58845.145),(60 59244.465),(61 59774.758),(62 60409.7),(63 60578.555),(64 60500.098),(65 60329.492),(66 59751.008),(67 59331.055),(68 59121.434),(69 59378.27),(70 59635.51),(71 60210.555),(72 60667.047),(73 61152.375),(74 61263.836),(75 61331.633),(76 61670.867),(77 62028.445),(78 62392.734),(79 62651.266),
(1 5249.972),(2 15509.178),(3 25893.004),(4 33797.176),(5 39344.35),(6 42665.47),(7 44588.316),(8 45999.926),(9 47141.902),(10 48529.07),(11 49676.676),(12 50851.87),(13 52045.645),(14 53121.71),(15 54104.516),(16 55059.137),(17 56113.066),(18 57053.38),(19 57742.742),(20 58167.418),(21 58017.93),(22 58034.227),(23 58365.195),(24 58639.785),(25 59064.25),(26 59567.582),(27 60228.793),(28 60678.87),(29 61061.586),(30 60892.613),(31 60512.87),(32 59891.11),(33 59711.066),(34 60272.527),(35 60991.95),(36 62008.27),(37 63064.723),(38 63470.715),(39 63366.508),(40 63204.188),(41 62290.535),(42 61457.215),(43 61483.883),(44 61465.324),(45 61878.484),(46 61980.066),(47 62087.277),(48 61930.07),(49 62039.832),(50 62283.523),(51 62609.87),(52 62698.742),(53 62364.69),(54 61517.137),(55 60821.535),(56 60207.367),(57 60067.137),(58 60387.918),(59 60325.13),(60 60447.93),(61 60455.215),(62 60796.484),(63 60692.1),(64 60186.02),(65 59613.207),(66 58795.973),(67 58105.027),(68 57892.156),(69 57982.477),(70 58423.805),(71 58901.633),(72 59661.316),(73 60629.754),(74 61475.008),(75 62225.582),(76 62854.1),(77 63074),(78 63023.95),(79 62565.99),
(1 5298.6084),(2 15686.3125),(3 26152.154),(4 33829.13),(5 38914.97),(6 41730.09),(7 42886.61),(8 43701.668),(9 44649.734),(10 45579.965),(11 46425.746),(12 47426.88),(13 48424.25),(14 49263.914),(15 49637.324),(16 49859.94),(17 49988.41),(18 49901.773),(19 50242.688),(20 51058.793),(21 51749.645),(22 52713.934),(23 53711.813),(24 54384.1),(25 55273.176),(26 55912.402),(27 56601.3),(28 57517.332),(29 58417.496),(30 58719.09),(31 58994.16),(32 59185.7),(33 59171.313),(34 59767),(35 60832.254),(36 61975.645),(37 62857.895),(38 63084.055),(39 62703.36),(40 62111.645),(41 61152.176),(42 60124.85),(43 59633.313),(44 59191.598),(45 59178.496),(46 58697.23),(47 58271.348),(48 57923.824),(49 57985.45),(50 58059.45),(51 58566.043),(52 58850.367),(53 59001.266),(54 59819.336),(55 60666.703),(56 61273.664),(57 61464.86),(58 61450.426),(59 61000.62),(60 60321.813),(61 59740.676),(62 59535.48),(63 59463.945),(64 59330.297),(65 59322.02),(66 58942.473),(67 59234.99),(68 59537.688),(69 60007.55),(70 60488.184),(71 60714.934),(72 61060.14),(73 61603.113),(74 62335.1),(75 62928.63),(76 63710.883),(77 64243.457),(78 64775.313),(79 65240.61),
(1 5216.0425),(2 15634.811),(3 26151.463),(4 34261.016),(5 40145.99),(6 44096.617),(7 46549.945),(8 48239.5),(9 49509.316),(10 50666.664),(11 51394.418),(12 51937.445),(13 52334.69),(14 52366.332),(15 52085.508),(16 51890.883),(17 51893.063),(18 52105.05),(19 52891),(20 53715.203),(21 54143.563),(22 54574.31),(23 54847.395),(24 55330.816),(25 56265.563),(26 56996.563),(27 57714.83),(28 58404.574),(29 58956.426),(30 59307.816),(31 59840.215),(32 60226.555),(33 60351.49),(34 60768.89),(35 61070.418),(36 61476.48),(37 61682.18),(38 61722.21),(39 61521.7),(40 61360.234),(41 61475.8),(42 61494.64),(43 61284.242),(44 61131.15),(45 60833.902),(46 60230.395),(47 59617.582),(48 58989.32),(49 58775.234),(50 58432.64),(51 58249.965),(52 58131.703),(53 58094.938),(54 59034.914),(55 59697.715),(56 60417.79),(57 60880.746),(58 61564.68),(59 61766.246),(60 61555.18),(61 61518.99),(62 61839.31),(63 61846.566),(64 61928.19),(65 61642.21),(66 60887.816),(67 60453.69),(68 60289.074),(69 60112.125),(70 60158.414),(71 60113.625),(72 60407.31),(73 61055.582),(74 61803.184),(75 62272.242),(76 62981.883),(77 63174.55),(78 63349.723),(79 63209.47),
(1 5158.251),(2 15372.363),(3 25673.725),(4 33831.22),(5 39886.37),(6 44071.688),(7 47179.004),(8 49559.336),(9 51376.918),(10 53221.99),(11 54114.875),(12 54475.844),(13 54481.938),(14 54996.09),(15 55476.043),(16 55727.61),(17 55971.816),(18 56102.402),(19 56027.824),(20 55706.69),(21 55161.277),(22 54556.094),(23 54505.88),(24 55019.484),(25 55708.266),(26 56598.34),(27 57506.98),(28 58007.043),(29 58074.125),(30 57584.504),(31 57020.59),(32 56718.61),(33 56700.133),(34 57401.742),(35 58246.99),(36 59260.125),(37 60029.95),(38 60472.504),(39 60608.38),(40 60404.28),(41 60235.12),(42 59767.41),(43 59256.402),(44 58567.867),(45 58577.527),(46 58897.824),(47 59155.09),(48 59480.668),(49 59719.07),(50 59484.266),(51 59022.566),(52 59013.547),(53 59036.32),(54 59308.637),(55 59492.113),(56 59621.906),(57 59863.56),(58 60558.65),(59 60740.67),(60 60749.402),(61 60713.24),(62 60449.844),(63 59935.824),(64 59575.75),(65 59228.945),(66 58788.195),(67 58587.734),(68 58515.188),(69 58235.46),(70 58339.977),(71 58877.68),(72 59506.363),(73 59715.395),(74 59561.39),(75 59903.41),(76 60485.938),(77 60670.734),(78 60584.414),(79 60307.977),
(1 5139.469),(2 15091.301),(3 24938.977),(4 32403.412),(5 37849.566),(6 41732.824),(7 44631.355),(8 46985.965),(9 48852.38),(10 50566.094),(11 51526.074),(12 52044.223),(13 52655.46),(14 52878.152),(15 52548.832),(16 52326.96),(17 52879.355),(18 53738.082),(19 54899.332),(20 55419.25),(21 55336.574),(22 54671.01),(23 54235.145),(24 54172.74),(25 54691.613),(26 54914.24),(27 55002.496),(28 55062.105),(29 55228.633),(30 55488.61),(31 55472.258),(32 55928.375),(33 56526.88),(34 57250.684),(35 57893.973),(36 58647.895),(37 58857.6),(38 58667.953),(39 58407.543),(40 58049.285),(41 58030.094),(42 57372.426),(43 56564.21),(44 56001.246),(45 55452.996),(46 55082.53),(47 55090.742),(48 55546.363),(49 56316.316),(50 56525.355),(51 56636.21),(52 56768.527),(53 56599.457),(54 56618.902),(55 56501.906),(56 56587.977),(57 56492.11),(58 56323.28),(59 55524.035),(60 54952.375),(61 54224.88),(62 53688.4),(63 53401.65),(64 53507.566),(65 53816.6),(66 53814.41),(67 53656.105),(68 53407.074),(69 53006.496),(70 52784.69),(71 53107.695),(72 53827.176),(73 54694.81),(74 55028.918),(75 55062.785),(76 54807.027),(77 54593.375),(78 54885.48),(79 55753.203),
(1 5116.768),(2 14940.172),(3 24756.285),(4 32215.826),(5 37620.855),(6 41276.19),(7 43337.58),(8 45158.85),(9 46835.074),(10 48328.688),(11 49185.03),(12 49955.17),(13 50947.96),(14 51630.395),(15 51796.535),(16 52154.086),(17 52769.22),(18 53058.434),(19 53188.53),(20 53316.465),(21 53601.586),(22 54234.465),(23 55231.273),(24 56334.348),(25 56611.164),(26 56813.26),(27 56665.938),(28 56105.293),(29 55591.324),(30 54915.945),(31 54306.273),(32 54135.945),(33 54066.977),(34 53960.867),(35 53869.39),(36 54042.52),(37 54109.5),(38 54020.055),(39 53863.316),(40 53296.297),(41 52871.133),(42 52250.023),(43 51883.66),(44 51656.477),(45 51157.438),(46 50871.59),(47 50858.016),(48 50700.71),(49 50526.414),(50 49986.17),(51 49936.977),(52 50187.96),(53 49930.047),(54 49717.145),(55 49569.715),(56 49667.742),(57 49619.758),(58 49425.953),(59 49126.867),(60 48989.535),(61 48931.914),(62 49134.22),(63 49479.73),(64 49764.715),(65 50124.72),(66 50134.79),(67 50588.84),(68 51096.813),(69 51124.21),(70 51174.348),(71 51505.645),(72 52008.75),(73 52213.16),(74 52242.023),(75 52635.48),(76 53218.758),(77 53684.41),(78 54006.793),(79 53847.695),
